Building,Location Weather Year,Usage Level,Geometry Building Type ACS,Location,Location Region,Location Weather Filename,Vintage ACS,Vintage,Heating Fuel,Geometry Building Type RECS,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry House Size,Geometry Stories,Geometry Building Number Units MF,Geometry Building Number Units SFA,Geometry Garage,Bedrooms,Corridor,Geometry Unit Stories SF,Geometry Unit Stories MF,Occupants,Orientation,Eaves,Door Area,Window Areas,Overhangs,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier Unfinished Attic,Roof Material,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Interior Shading,Windows,Doors,Water Heater,Hot Water Fixtures,Hot Water Distribution,Solar Hot Water,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Ceiling Fan,Dehumidifier,Refrigerator,Refrigeration Schedule,Cooking Range,Cooking Range Schedule,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Plug Loads Schedule,Electric Vehicle,Misc Extra Refrigerator,Misc Freezer,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Misc Pool Schedule,Misc Well Pump,Ducts,Infiltration,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,Days Shifted,Geometry Perimeter Footprint Ratio
1864,TMY3,Low,20 to 49 Unit,CA_Los.Angeles.Intl.AP.722950,CR11,USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw,1980-99s,1990s,Natural Gas,Multi-Family with 5+ Units,20 to 49 Units low,Slab,Masonry,2500-3499,3,24,None,None,1,Double-Loaded Interior,N/a,2,1,South,2 ft,20 ft^2,F15 B15 L15 R15,None,7,"Ceiling R-38, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-13,"CMU, 6-in Hollow, R-19","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,None,None,68F,76F,Yes,No,3F,0F,None,Night,National Average,None,EF 15.9,National Average,"Gas, 80% Usage",National Average,"318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, R-4",7 ACH50,"Year-Round, 3 days/wk",None,Hour21,Hour9,None,Day293,0.13
1865,TMY3,Medium,Single-Family Detached,TX_San.Antonio.Intl.AP.722530,CR09,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw,1960-79s,1970s,Electricity,Single-Family Detached,<5,Slab,Masonry,0-1499,1,None,None,1 Car,3,Double-Loaded Interior,1,N/a,2,Southeast,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,65F,75F,Yes,Yes,3F,2F,Day Setup and Night Setback,Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,None,"30% Leakage, R-4",20 ACH50,"Year-Round, 3 days/wk",None,Hour6,Hour19,None,Day104,0.13
1866,TMY3,Low,Mobile Home,OH_Dayton.Intl.AP.724290,CR04,USA_OH_Dayton.Intl.AP.724290_TMY3.epw,1980-99s,1990s,Natural Gas,Mobile Home,<5,Unheated Basement,WoodStud,0-1499,1,None,None,None,3,Double-Loaded Interior,1,N/a,3,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",None,None,Ceiling R-13,None,None,R-13,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,62F,75F,No,No,0F,0F,None,None,National Average,None,EF 10.5,National Average,"Gas, 80% Usage",National Average,"318 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage",None,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,Electric,None,None,None,National Average,None,"20% Leakage, Uninsulated",8 ACH50,"Year-Round, 3 days/wk",None,Hour11,Hour11,None,Day78,0.13
1867,TMY3,Medium,Single-Family Attached,CO_Boulder-Broomfield-Jefferson.County.AP.724699,CR05,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,2000-09s,2000s,Natural Gas,Single-Family Attached,<5,Unheated Basement,WoodStud,2500-3499,2,None,7,None,3,Double-Loaded Interior,3,N/a,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,12,"Ceiling R-49, Vented",None,None,"Asphalt Shingles, Medium",None,None,Ceiling R-19,None,None,R-30,"Wood Stud, R-19","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, HomeRun, PEX",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,67F,70F,Yes,No,3F,0F,None,Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed","EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"30% Leakage, R-6",5 ACH50,"Year-Round, 3 days/wk",None,Hour1,Hour18,None,Day315,0.13
1868,TMY3,High,Single-Family Detached,TX_Amarillo.Intl.AP.723630,CR09,USA_TX_Amarillo.Intl.AP.723630_TMY3.epw,1960-79s,1970s,Natural Gas,Single-Family Detached,<5,Slab,Masonry,1500-2499,1,None,None,2 Car,3,Double-Loaded Interior,1,N/a,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-13, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,200% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 76% AFUE",None,None,None,None,"AC, SEER 13",Central,70F,72F,Yes,No,6F,0F,None,Day and Night,National Average,None,EF 6.7,National Average,"Gas, 120% Usage",National Average,"318 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% LED,100% Usage,100% Usage,No Exterior Use,200%,National Average,None,None,"EF 12, Average Installed",None,None,None,Electric,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour6,Hour17,None,Day88,0.13
1869,TMY3,High,Single-Family Attached,PA_Williamsport.Rgnl.AP.725140,CR07,USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw,<1940,<1940,Natural Gas,Single-Family Attached,<5,Heated Basement,Masonry,0-1499,2,None,20,None,3,Double-Loaded Interior,2,N/a,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,27,"Uninsulated, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,200% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,None,None,72F,70F,Yes,Yes,6F,5F,Night Setup,Day and Night,National Average,None,EF 15.9,National Average,"Gas, 120% Usage",National Average,"290 Rated kWh, 120% Usage",Yes,"Standard, 120% Usage","Gas, 120% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,National Average,None,None,None,None,Gas Grill,None,Electric,None,None,None,National Average,None,In Finished Space,20 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour20,None,Day76,0.13
1870,TMY3,Medium,Single-Family Detached,MI_Grand.Rapids-Kent.County.Intl.AP.726350,CR04,USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw,1980-99s,1990s,Natural Gas,Single-Family Detached,<5,Unheated Basement,WoodStud,1500-2499,2,None,None,3 Car,4,Double-Loaded Interior,1,N/a,6,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,Ceiling R-13,None,None,R-19,"Wood Stud, R-15","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,67F,70F,Yes,Yes,3F,2F,Night Setup,Night,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",7 ACH50,"Year-Round, 3 days/wk",None,Hour1,Hour16,None,Day131,0.13
1871,TMY3,Medium,Mobile Home,CO_Boulder-Broomfield-Jefferson.County.AP.724699,CR05,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1960-79s,1960s,Natural Gas,Mobile Home,<5,Unheated Basement,WoodStud,0-1499,1,None,None,None,3,Double-Loaded Interior,1,N/a,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,None,None,68F,72F,Yes,No,3F,0F,None,Day and Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour17,None,Day37,0.13
1872,TMY3,Low,Single-Family Detached,PA_Pittsburgh.Intl.AP.725200,CR07,USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw,<1940,<1940,Fuel Oil,Single-Family Detached,<5,Heated Basement,WoodStud,0-1499,2,None,None,None,2,Double-Loaded Interior,1,N/a,1,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-49, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Oil Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,None,None,"Oil Boiler, 80% AFUE",None,None,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,67F,68F,Yes,No,12F,0F,None,Day and Night,National Average,None,EF 6.7,National Average,"Electric, 80% Usage",National Average,"290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,In Finished Space,20 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour18,None,Day84,0.13
1873,TMY3,Low,10 to 19 Unit,NV_Las.Vegas-McCarran.Intl.AP.723860,CR10,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,10 to 19 Units low,Crawl,Masonry,0-1499,3,15,None,None,3,Double-Loaded Interior,N/a,1,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,12,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",None,"Ceiling R-19, Vented",None,None,None,R-13,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 13, 7.7 HSPF",None,None,None,None,None,None,None,Central,75F,78F,No,Yes,0F,2F,Day Setup,None,National Average,None,EF 15.9,National Average,"Electric, 80% Usage",National Average,"290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour18,Hour15,None,Day291,0.13
1874,TMY3,Medium,Single-Family Detached,TX_San.Antonio.Intl.AP.722530,CR09,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw,2000-09s,2000s,Electricity,Single-Family Detached,<5,Slab,WoodStud,0-1499,1,None,None,2 Car,2,Double-Loaded Interior,4+,N/a,5,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-13,"Wood Stud, R-19","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, HomeRun, PEX",None,Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 13, 7.7 HSPF",None,None,None,None,None,None,None,Central,75F,76F,Yes,Yes,12F,2F,Night Setup,Day,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"30% Leakage, R-8",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour11,None,Day315,0.13
1875,TMY3,Low,Single-Family Detached,AZ_Phoenix-Sky.Harbor.Intl.AP.722780,CR10,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw,1960-79s,1970s,Natural Gas,Single-Family Detached,<5,Slab,WoodStud,1500-2499,1,None,None,2 Car,3,Double-Loaded Interior,1,N/a,6,South,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Uninsulated, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,75F,76F,No,Yes,0F,5F,Day Setup,None,National Average,None,EF 15.9,National Average,"Gas, 80% Usage",National Average,"318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,Has Pool,None,1.0 HP Pump,National Average,None,"20% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour18,Hour7,None,Day332,0.13
1876,TMY3,Low,Single-Family Detached,CA_San.Francisco.Intl.AP.724940,CR11,USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,1940-59s,1950s,Natural Gas,Single-Family Detached,<5,Slab,WoodStud,2500-3499,3,None,None,None,4,Double-Loaded Interior,1,N/a,4,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-13, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 60% AFUE",None,None,None,None,None,None,70F,80F,No,Yes,0F,2F,Night Setback,None,National Average,None,EF 15.9,National Average,"Gas, 80% Usage",National Average,"290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,Typical Efficiency,"20% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour9,Hour5,None,Day206,0.13
1877,TMY3,Medium,Single-Family Detached,TN_Nashville.Intl.AP.723270,CR08,USA_TN_Nashville.Intl.AP.723270_TMY3.epw,1980-99s,1990s,Natural Gas,Single-Family Detached,<5,Crawl,WoodStud,1500-2499,1,None,None,2 Car,3,Double-Loaded Interior,1,N/a,1,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,"Wall R-10, Unvented",None,None,None,R-13,"Wood Stud, R-15","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 96% AFUE",None,None,None,None,"AC, SEER 8",Central,67F,75F,No,No,0F,0F,None,None,National Average,None,EF 10.2,National Average,"Electric, 100% Usage",National Average,"318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage",None,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,Typical Efficiency,"10% Leakage, Uninsulated",8 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour9,None,Day131,0.13
1878,TMY3,Medium,5 to 9 Unit,CA_San.Francisco.Intl.AP.724940,CR11,USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,1960-79s,1970s,Electricity,Multi-Family with 5+ Units,5 to 9 Units low,Crawl,Masonry,0-1499,2,8,None,None,1,Double-Loaded Interior,N/a,1,1,Southwest,2 ft,20 ft^2,F15 B15 L15 R15,None,12,"Ceiling R-19, Vented",R-13,None,"Asphalt Shingles, Medium",None,"Uninsulated, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 13, 7.7 HSPF",None,None,None,None,None,None,None,Central,68F,60F,Yes,Yes,3F,2F,Day Setup,Day,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed",None,Gas Fireplace,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour17,None,Day62,0.13
1879,TMY3,Medium,Single-Family Detached,AZ_Phoenix-Sky.Harbor.Intl.AP.722780,CR10,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw,1980-99s,1980s,Natural Gas,Single-Family Detached,<5,Slab,Masonry,1500-2499,1,None,None,2 Car,3,Double-Loaded Interior,1,N/a,6,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-13,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 8",Central,75F,70F,No,No,0F,0F,None,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,Has Pool,Gas,1.0 HP Pump,National Average,None,"30% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour3,Hour17,None,Day296,0.13
1880,TMY3,Medium,Single-Family Detached,MA_Boston-Logan.Intl.AP.725090,CR03,USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw,1940-59s,1950s,Fuel Oil,Single-Family Detached,<5,Slab,WoodStud,3500+,3,None,None,2 Car,4,Double-Loaded Interior,2,N/a,4,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,FIXME Oil Indirect,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,None,None,"Oil Boiler, 80% AFUE",None,None,"AC, SEER 13",Central,70F,78F,No,No,0F,0F,None,None,National Average,None,EF 10.5,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,None,"30% Leakage, R-4",8 ACH50,"Year-Round, 3 days/wk",None,Hour5,Hour21,None,Day128,0.13
1881,TMY3,High,Single-Family Detached,TX_Houston-Bush.Intercontinental.AP.722430,CR09,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw,2010s,2010s,Electricity,Single-Family Detached,<5,Slab,WoodStud,1500-2499,2,None,None,2 Car,3,Double-Loaded Interior,1,N/a,3,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium","2ft R10 Perimeter, R10 Gap",None,None,None,None,R-13,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,200% Usage,"Uninsulated, HomeRun, PEX",None,Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 13, 7.7 HSPF",None,None,None,None,None,None,None,Central,70F,72F,No,Yes,0F,2F,Night Setup,None,National Average,None,EF 15.9,National Average,"Electric, 120% Usage",National Average,"290 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,200%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, R-8",8 ACH50,"Year-Round, 3 days/wk",None,Hour3,Hour18,None,Day228,0.13
1882,TMY3,Low,Single-Family Detached,CO_Boulder-Broomfield-Jefferson.County.AP.724699,CR05,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1980-99s,1980s,Natural Gas,Single-Family Detached,<5,Unheated Basement,WoodStud,1500-2499,1,None,None,1 Car,3,Double-Loaded Interior,1,N/a,3,South,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",None,None,Ceiling R-19,None,None,Uninsulated,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 76% AFUE",None,None,None,None,"AC, SEER 8",Central,68F,75F,No,No,0F,0F,None,None,National Average,None,EF 15.9,National Average,"Gas, 80% Usage",National Average,"290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour23,Hour7,None,Day135,0.13
1883,TMY3,Medium,Single-Family Detached,PA_Pittsburgh.Intl.AP.725200,CR07,USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw,1960-79s,1970s,Electricity,Single-Family Detached,<5,Unheated Basement,WoodStud,3500+,3,None,None,None,3,Double-Loaded Interior,1,N/a,2,Southeast,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-49, Vented",None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, R-7","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 10",Central,68F,72F,Yes,Yes,6F,2F,Night Setback,Night,National Average,None,EF 15.9,National Average,"Propane, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"30% Leakage, Uninsulated",8 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour14,None,Day81,0.13
