Building,Usage Level,Corridor,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Solar Hot Water,Ceiling Fan,Dehumidifier,Refrigeration Schedule,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Pool Schedule,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,ASHRAE IECC Climate Zone 2004,County,Location,AHS Region,State,Location Region,Census Division,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Has Rear Units MF,Geometry Building Horizontal Location MF,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Garage,Bedrooms,Occupants,Vacancy Status,Orientation,Window Areas,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier,Roof Material Unfinished Attic,Roof Material Finished Roof,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Windows,Water Heater,Hot Water Distribution,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Ducts,Infiltration,Geometry Perimeter Footprint Ratio
286,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour1,Hour18,None,4A,"MD, Prince George's County",MD_Baltimore-Washington.Intl.AP.724060,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01105",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Slab,Masonry,2500-2999,2500-3999,1,None,None,No,None,8,Left,2 Car,2,2,Occupied,East,F6 B6 L6 R6,12,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,2ft R5 Exterior,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,75F,72F,Yes,Yes,6F,9F,Day Setup +4h,Day and Night +3h,EF 17.6,"Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, R-4",15 ACH50,0.13
287,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour1,Hour18,None,4A,"MD, Prince George's County",MD_Baltimore-Washington.Intl.AP.724060,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01105",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Slab,Masonry,2500-2999,2500-3999,1,None,None,No,None,8,Middle,2 Car,2,2,Occupied,East,F6 B6 L6 R6,12,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,2ft R5 Exterior,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,75F,72F,Yes,Yes,6F,9F,Day Setup +4h,Day and Night +3h,EF 17.6,"Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, R-4",15 ACH50,0.13
288,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour1,Hour18,None,4A,"MD, Prince George's County",MD_Baltimore-Washington.Intl.AP.724060,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01105",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Slab,Masonry,2500-2999,2500-3999,1,None,None,No,None,8,Right,2 Car,2,2,Occupied,East,F6 B6 L6 R6,12,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,2ft R5 Exterior,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,75F,72F,Yes,Yes,6F,9F,Day Setup +4h,Day and Night +3h,EF 17.6,"Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, R-4",15 ACH50,0.13
289,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour15,Hour7,None,2A,"FL, Pinellas County",FL_Orlando.Intl.AP.722050,Non-CBSA South Atlantic,FL,CR09,South Atlantic,South,None,Hot-Humid,"FL, 10301",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Slab,Masonry,1000-1499,0-1499,1,None,None,No,None,5,Left,None,2,1,Occupied,East,F12 B12 L12 R12,4,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,68F,68F,No,No,0F,0F,None,None,EF 15.9,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, R-4",25 ACH50,0.13
290,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour15,Hour7,None,2A,"FL, Pinellas County",FL_Orlando.Intl.AP.722050,Non-CBSA South Atlantic,FL,CR09,South Atlantic,South,None,Hot-Humid,"FL, 10301",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Slab,Masonry,1000-1499,0-1499,1,None,None,No,None,5,Middle,None,2,1,Occupied,East,F12 B12 L12 R12,4,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,68F,68F,No,No,0F,0F,None,None,EF 15.9,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, R-4",25 ACH50,0.13
291,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour15,Hour7,None,2A,"FL, Pinellas County",FL_Orlando.Intl.AP.722050,Non-CBSA South Atlantic,FL,CR09,South Atlantic,South,None,Hot-Humid,"FL, 10301",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Slab,Masonry,1000-1499,0-1499,1,None,None,No,None,5,Right,None,2,1,Occupied,East,F12 B12 L12 R12,4,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,68F,68F,No,No,0F,0F,None,None,EF 15.9,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"10% Leakage, R-4",25 ACH50,0.13
292,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour1,Hour13,None,4A,"PA, Chester County",DE_Wilmington-New.Castle.County.AP.724089,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03402",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Crawl,WoodStud,2500-2999,2500-3999,2,None,None,No,None,8,Left,1 Car,4,4,Occupied,South,F9 B9 L9 R9,12,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,Uninsulated,"Wood Stud, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,75F,75F,No,Yes,0F,9F,Day Setup and Night Setback,None,EF 17.6,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",10 ACH50,0.13
293,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour1,Hour13,None,4A,"PA, Chester County",DE_Wilmington-New.Castle.County.AP.724089,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03402",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Crawl,WoodStud,2500-2999,2500-3999,2,None,None,No,None,8,Middle,1 Car,4,4,Occupied,South,F9 B9 L9 R9,12,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,Uninsulated,"Wood Stud, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,75F,75F,No,Yes,0F,9F,Day Setup and Night Setback,None,EF 17.6,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",10 ACH50,0.13
294,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour1,Hour13,None,4A,"PA, Chester County",DE_Wilmington-New.Castle.County.AP.724089,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03402",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Crawl,WoodStud,2500-2999,2500-3999,2,None,None,No,None,8,Right,1 Car,4,4,Occupied,South,F9 B9 L9 R9,12,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,Uninsulated,"Wood Stud, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,75F,75F,No,Yes,0F,9F,Day Setup and Night Setback,None,EF 17.6,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",10 ACH50,0.13
295,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour2,Hour17,None,4A,"MD, Baltimore city",MD_Baltimore-Washington.Intl.AP.724060,Non-CBSA South Atlantic,MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 00804",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,3000-3999,2500-3999,3,None,None,No,None,8,Left,None,4,4,Occupied,North,F12 B12 L12 R12,7,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,72F,70F,No,No,0F,0F,None,None,EF 15.9,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"30% Leakage, Uninsulated",25 ACH50,0.13
296,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour2,Hour17,None,4A,"MD, Baltimore city",MD_Baltimore-Washington.Intl.AP.724060,Non-CBSA South Atlantic,MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 00804",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,3000-3999,2500-3999,3,None,None,No,None,8,Middle,None,4,4,Occupied,North,F12 B12 L12 R12,7,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,72F,70F,No,No,0F,0F,None,None,EF 15.9,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"30% Leakage, Uninsulated",25 ACH50,0.13
297,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour2,Hour17,None,4A,"MD, Baltimore city",MD_Baltimore-Washington.Intl.AP.724060,Non-CBSA South Atlantic,MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 00804",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,3000-3999,2500-3999,3,None,None,No,None,8,Right,None,4,4,Occupied,North,F12 B12 L12 R12,7,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,72F,70F,No,No,0F,0F,None,None,EF 15.9,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"30% Leakage, Uninsulated",25 ACH50,0.13
298,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour8,Hour17,None,4A,"NY, Queens County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04110",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Unheated Basement,Masonry,1500-1999,1500-2499,2,None,None,No,None,7,Left,None,2,2,Occupied,West,F9 B9 L9 R9,7,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,70F,70F,Yes,No,6F,0F,None,Night +1h,EF 15.9,"Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",30 ACH50,0.13
299,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour8,Hour17,None,4A,"NY, Queens County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04110",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Unheated Basement,Masonry,1500-1999,1500-2499,2,None,None,No,None,7,Middle,None,2,2,Occupied,West,F9 B9 L9 R9,7,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,70F,70F,Yes,No,6F,0F,None,Night +1h,EF 15.9,"Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",30 ACH50,0.13
300,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour8,Hour17,None,4A,"NY, Queens County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04110",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Unheated Basement,Masonry,1500-1999,1500-2499,2,None,None,No,None,7,Right,None,2,2,Occupied,West,F9 B9 L9 R9,7,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,70F,70F,Yes,No,6F,0F,None,Night +1h,EF 15.9,"Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",30 ACH50,0.13
301,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour18,None,4A,"NJ, Ocean County",NJ_Atlantic.City.Intl.AP.724070,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NJ,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"NJ, 01204",Single-Family Attached,1970s,1960-79,Single-Family Attached,Electricity,<5,Crawl,Masonry,1500-1999,1500-2499,2,None,None,No,None,12,Left,2 Car,3,2,Occupied,South,F15 B15 L15 R15,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, R-7",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 13, 7.7 HSPF",None,None,None,None,None,None,None,Central,70F,75F,Yes,Yes,3F,9F,Day and Night Setup -5h,Night +5h,EF 17.6,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, Uninsulated",30 ACH50,0.13
302,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour18,None,4A,"NJ, Ocean County",NJ_Atlantic.City.Intl.AP.724070,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NJ,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"NJ, 01204",Single-Family Attached,1970s,1960-79,Single-Family Attached,Electricity,<5,Crawl,Masonry,1500-1999,1500-2499,2,None,None,No,None,12,Middle,2 Car,3,2,Occupied,South,F15 B15 L15 R15,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, R-7",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 13, 7.7 HSPF",None,None,None,None,None,None,None,Central,70F,75F,Yes,Yes,3F,9F,Day and Night Setup -5h,Night +5h,EF 17.6,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, Uninsulated",30 ACH50,0.13
303,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour3,Hour18,None,4A,"NJ, Ocean County",NJ_Atlantic.City.Intl.AP.724070,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NJ,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"NJ, 01204",Single-Family Attached,1970s,1960-79,Single-Family Attached,Electricity,<5,Crawl,Masonry,1500-1999,1500-2499,2,None,None,No,None,12,Right,2 Car,3,2,Occupied,South,F15 B15 L15 R15,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, R-7",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 13, 7.7 HSPF",None,None,None,None,None,None,None,Central,70F,75F,Yes,Yes,3F,9F,Day and Night Setup -5h,Night +5h,EF 17.6,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, Uninsulated",30 ACH50,0.13
304,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,Gas Grill,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour18,Hour15,None,3C,"CA, San Francisco County",CA_San.Francisco.Intl.AP.724940,"CBSA San Francisco-Oakland-Hayward, CA",CA,CR11,Pacific,West,None,Marine,"CA, 07507",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1000-1499,0-1499,3,None,None,No,None,30,Left,None,2,2,Occupied,South,F18 B18 L18 R18,4,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,None,None,65F,62F,No,No,0F,0F,None,None,EF 17.6,"Gas, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"30% Leakage, R-4",20 ACH50,0.13
