Building,Usage Level,Corridor,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Solar Hot Water,Ceiling Fan,Dehumidifier,Refrigeration Schedule,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Pool Schedule,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,ASHRAE IECC Climate Zone 2004,County,Location,AHS Region,State,Location Region,Census Division,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Has Rear Units MF,Geometry Building Horizontal Location MF,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Garage,Bedrooms,Occupants,Vacancy Status,Orientation,Window Areas,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier,Roof Material Unfinished Attic,Roof Material Finished Roof,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Windows,Water Heater,Hot Water Distribution,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Ducts,Infiltration,Geometry Perimeter Footprint Ratio
1803,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour10,Hour16,None,6A,"MN, Dakota County",MN_Minneapolis-St.Paul.Intl.AP.726580,Non-CBSA West North Central,MN,CR02,West North Central,Midwest,MISO,Cold,"MN, 01501",Single-Family Detached,1980s,1980-99,Single-Family Detached,Natural Gas,<5,Unheated Basement,WoodStud,2500-2999,2500-3999,1,None,None,No,None,None,None,2 Car,4,2,Occupied,South,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,R-19,"Wood Stud, R-19",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 76% AFUE",None,None,None,None,"AC, SEER 10",Central,67F,70F,No,Yes,0F,9F,Day Setup -4h,None,EF 15.9,"Electric, 120% Usage","290 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Gas, 120% Usage",EF 10.5,"EF 12, National Average",None,None,None,None,"30% Leakage, Uninsulated",15 ACH50,0.13
1804,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour5,Hour8,None,5A,"OH, Stark County",OH_Akron.Canton.Rgnl.AP.725210,Non-CBSA East North Central,OH,CR04,East North Central,Midwest,PJM,Cold,"OH, 03300",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,<5,Crawl,Masonry,750-999,0-1499,1,None,None,No,None,None,None,None,1,1,Occupied,South,F18 B18 L18 R18,Left/Right at 15ft,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 68% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,68F,70F,Yes,No,6F,0F,None,Day and Night +3h,EF 17.6,"Gas, 120% Usage","318 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"10% Leakage, Uninsulated",50 ACH50,0.13
1805,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour21,Hour18,None,3A,"GA, Gwinnett County",GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190,"CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South,None,Mixed-Humid,"GA, 04005",Single-Family Detached,1980s,1980-99,Single-Family Detached,Natural Gas,<5,Slab,Masonry,2500-2999,2500-3999,2,None,None,No,None,None,None,2 Car,2,1,Occupied,South,F15 B15 L15 R15,Left/Right at 15ft,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, R-11",No Windows,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 15",Central,68F,67F,No,Yes,0F,2F,Night Setback -1h,None,EF 15.9,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",15 ACH50,0.13
1806,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour23,Hour8,None,4C,"WA, King County",WA_Seattle-Tacoma.Intl.AP.727930,"CBSA Seattle-Tacoma-Bellevue, WA",WA,CR06,Pacific,West,None,Marine,"WA, 11601",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,<5,Crawl,WoodStud,2000-2499,1500-2499,1,None,None,No,None,None,None,None,3,3,Occupied,East,F18 B18 L18 R18,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,None,None,70F,60F,No,Yes,0F,5F,Day Setup -5h,None,EF 15.9,"Electric, 120% Usage","290 Rated kWh, 120% Usage",Yes,"Standard, 120% Usage","Electric, 120% Usage",EF 10.5,"EF 12, National Average",None,None,None,None,"20% Leakage, Uninsulated",25 ACH50,0.13
1807,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour6,Hour19,None,4A,"VA, Fairfax County",VA_Sterling-Washington.Dulles.Intl.AP.724030,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",VA,CR08,South Atlantic,South,PJM,Mixed-Humid,"VA, 59306",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,<5,Slab,WoodStud,1000-1499,0-1499,1,None,None,No,None,None,None,None,3,2,Occupied,North,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Wood Stud, Uninsulated",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,68F,75F,Yes,No,3F,0F,None,Night -2h,EF 10.2,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",EF 15.9,None,None,None,None,None,"20% Leakage, R-4",40 ACH50,0.13
1808,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour20,Hour10,None,5B,"UT, Davis County",UT_Salt.Lake.City.Intl.AP.725720,Non-CBSA Mountain,UT,CR05,Mountain,West,None,Cold,"UT, 11002",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,<5,Heated Basement,WoodStud,2000-2499,1500-2499,1,None,None,No,None,None,None,2 Car,4,4,Occupied,South,F9 B9 L9 R9,Left/Right at 15ft,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-30,"Wood Stud, R-15",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,70F,No,Yes,0F,5F,Night Setback -4h,None,EF 17.6,"Electric, 120% Usage","318 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Gas, 120% Usage",None,"EF 12, National Average",None,None,None,None,In Finished Space,15 ACH50,0.13
1809,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour23,Hour12,None,6A,"ME, York County",ME_Portland.Intl.Jetport.726060,Non-CBSA New England,ME,CR03,New England,Northeast,NEISO,Cold,"ME, 00800",Single-Family Detached,2000s,2000-09,Single-Family Detached,Fuel Oil,<5,Heated Basement,WoodStud,2000-2499,1500-2499,1,None,None,No,None,None,None,None,3,5,Occupied,North,F18 B18 L18 R18,Left/Right at 15ft,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-30,"Wood Stud, R-11",1 Pane,Electric Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,None,None,"Oil Boiler, 80% AFUE",None,None,None,None,80F,70F,No,No,0F,0F,None,None,EF 17.6,"Electric, 80% Usage","290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",EF 17.6,None,None,None,None,None,In Finished Space,10 ACH50,0.13
1810,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour0,Hour1,None,3B,"CA, Yolo County",CA_Sacramento.Exec.AP.724830,Non-CBSA Pacific,CA,CR11,Pacific,West,CAISO,Hot-Dry,"CA, 11300",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,<5,Heated Basement,Masonry,500-749,0-1499,1,None,None,No,None,None,None,None,3,2,Occupied,West,F9 B9 L9 R9,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-19,"CMU, 6-in Hollow, R-11",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,70F,No,Yes,0F,2F,Night Setback +3h,None,EF 17.6,"Gas, 80% Usage",None,Yes,"Standard, 80% Usage","Electric, 80% Usage",EF 15.9,None,None,None,None,None,In Finished Space,15 ACH50,0.13
1811,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour18,Hour18,None,3B,"TX, Taylor County",TX_Abilene.Rgnl.AP.722660,Non-CBSA West South Central,TX,CR09,West South Central,South,ERCOT,Hot-Dry,"TX, 02700",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,<5,Slab,WoodStud,1000-1499,0-1499,2,None,None,No,None,None,None,None,3,5,Occupied,North,F9 B9 L9 R9,Left/Right at 15ft,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Wood Stud, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 10",Central,65F,70F,No,No,0F,0F,None,None,EF 15.9,"Gas, 80% Usage",None,Yes,"Standard, 80% Usage","Gas, 80% Usage",EF 17.6,"EF 12, National Average",None,Has Pool,Gas,1.0 HP Pump,"20% Leakage, R-4",20 ACH50,0.13
1812,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour5,Hour23,None,6B,"MT, Flathead County",MT_Kalispell-Glacier.Park.Intl.AP.727790,Non-CBSA Mountain,MT,CR05,Mountain,West,None,Cold,"MT, 00100",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,<5,Heated Basement,WoodStud,2500-2999,2500-3999,2,None,None,No,None,None,None,3 Car,5,2,Occupied,North,F18 B18 L18 R18,Left/Right at 15ft,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-15,None,R-30,"Wood Stud, R-19",2+ Pane,Electric Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,68F,No,Yes,0F,2F,Day Setup +5h,None,EF 17.6,"Gas, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,"EF 12, National Average",None,None,None,None,In Finished Space,5 ACH50,0.13
1813,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour18,Hour18,None,3A,"TN, Shelby County",TN_Memphis.Intl.AP.723340,Non-CBSA East South Central,TN,CR08,East South Central,South,None,Mixed-Humid,"TN, 03201",Single-Family Detached,1940s,1940-59,Single-Family Detached,Natural Gas,<5,Crawl,WoodStud,2000-2499,1500-2499,1,None,None,No,None,None,None,None,4,2,Occupied,East,F6 B6 L6 R6,Left/Right at 15ft,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,68F,78F,Yes,No,12F,0F,None,Night +3h,EF 17.6,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, Uninsulated",15 ACH50,0.13
1814,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour21,Hour6,None,3A,"NC, Gaston County",NC_Charlotte-Douglas.Intl.AP.723140,Non-CBSA South Atlantic,NC,CR09,South Atlantic,South,None,Mixed-Humid,"NC, 03001",Single-Family Detached,2000s,2000-09,Single-Family Detached,Electricity,<5,Crawl,WoodStud,3000-3999,2500-3999,2,None,None,No,None,None,None,2 Car,4,2,Occupied,South,F15 B15 L15 R15,Left/Right at 15ft,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-13,"Wood Stud, R-15",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,68F,70F,Yes,No,3F,0F,None,Day and Night -1h,EF 15.9,"Electric, 120% Usage","290 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,"EF 12, National Average",None,None,None,None,"10% Leakage, R-6",6 ACH50,0.13
1815,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour5,Hour13,None,5B,"UT, Utah County",UT_Salt.Lake.City.Intl.AP.725720,Non-CBSA Mountain,UT,CR05,Mountain,West,None,Cold,"UT, 49004",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,<5,Heated Basement,WoodStud,4000+,4000+,2,None,None,No,None,None,None,3 Car,4,4,Occupied,North,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-5,None,R-30,"Wood Stud, R-15",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 13",Central,70F,72F,Yes,No,12F,0F,None,Day and Night +2h,EF 17.6,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",EF 15.9,None,None,None,None,None,In Finished Space,4 ACH50,0.13
1816,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour4,Hour16,None,4A,"KS, Douglas County",KS_Topeka-Phillip.Billard.Muni.AP.724560,Non-CBSA West North Central,KS,CR08,West North Central,Midwest,SPP,Mixed-Humid,"KS, 00700",Single-Family Detached,1990s,1980-99,Single-Family Detached,Natural Gas,<5,Heated Basement,WoodStud,2000-2499,1500-2499,1,None,None,No,None,None,None,None,4,3,Occupied,West,F12 B12 L12 R12,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-19,"Wood Stud, R-11",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 10",Central,68F,70F,Yes,No,3F,0F,None,Day and Night +3h,EF 17.6,"Gas, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",EF 17.6,"EF 12, National Average",None,None,None,None,In Finished Space,15 ACH50,0.13
1817,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,Gas Grill,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour6,Hour11,None,3B,"CA, Orange County",CA_Long.Beach-Daugherty.Field.722970,"CBSA Los Angeles-Long Beach-Anaheim, CA",CA,CR11,Pacific,West,CAISO,Hot-Dry,"CA, 05905",Single-Family Detached,1970s,1960-79,Single-Family Detached,Natural Gas,<5,Slab,WoodStud,2500-2999,2500-3999,1,None,None,No,None,None,None,1 Car,3,6,Occupied,West,F18 B18 L18 R18,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Wood Stud, Uninsulated",2+ Pane,Gas Tankless,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,70F,78F,No,Yes,0F,2F,Night Setup +4h,None,EF 17.6,"Gas, 100% Usage",None,Yes,"Standard, 100% Usage",None,EF 17.6,None,None,Has Pool,Gas,1.0 HP Pump,"30% Leakage, R-4",15 ACH50,0.13
1818,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour18,Hour12,None,5A,"MI, Saginaw County",MI_Flint-Bishop.Intl.AP.726370,Non-CBSA East North Central,MI,CR04,East North Central,Midwest,MISO,Cold,"MI, 01500",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,<5,Crawl,Masonry,750-999,0-1499,1,None,None,No,None,None,None,None,3,3,Occupied,North,F15 B15 L15 R15,Left/Right at 15ft,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 13",Central,72F,70F,No,Yes,0F,2F,Night Setback +2h,None,EF 10.5,"Gas, 80% Usage",None,Yes,"Standard, 80% Usage","Electric, 80% Usage",EF 15.9,None,None,None,None,None,"10% Leakage, Uninsulated",20 ACH50,0.13
1819,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour18,Hour18,None,3B,"CA, Orange County",CA_Long.Beach-Daugherty.Field.722970,"CBSA Los Angeles-Long Beach-Anaheim, CA",CA,CR11,Pacific,West,CAISO,Hot-Dry,"CA, 05903",Single-Family Detached,1990s,1980-99,Single-Family Detached,Natural Gas,<5,Heated Basement,Masonry,2500-2999,2500-3999,2,None,None,No,None,None,None,3 Car,4,2,Occupied,Southeast,F9 B9 L9 R9,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"CMU, 6-in Hollow, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 96% AFUE",None,None,None,None,None,None,68F,78F,No,No,0F,0F,None,None,EF 17.6,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",EF 6.7,None,None,None,None,None,In Finished Space,6 ACH50,0.13
1820,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour23,Hour12,None,4A,"TN, Davidson County",TN_Nashville.Intl.AP.723270,Non-CBSA East South Central,TN,CR08,East South Central,South,None,Mixed-Humid,"TN, 02504",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,<5,Unheated Basement,WoodStud,1000-1499,0-1499,1,None,None,No,None,None,None,1 Car,4,2,Occupied,Southwest,F18 B18 L18 R18,Left/Right at 15ft,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11",2+ Pane,Electric Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,78F,No,Yes,0F,5F,Night Setup -5h,None,EF 17.6,"Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",None,"EF 12, National Average",None,None,None,None,"20% Leakage, R-6",8 ACH50,0.13
1821,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour7,Hour12,None,3B,"CA, Orange County",CA_Long.Beach-Daugherty.Field.722970,"CBSA Los Angeles-Long Beach-Anaheim, CA",CA,CR11,Pacific,West,CAISO,Hot-Dry,"CA, 05908",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,<5,Slab,Masonry,1000-1499,0-1499,2,None,None,No,None,None,None,1 Car,3,2,Occupied,South,F6 B6 L6 R6,Left/Right at 15ft,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 10",Central,75F,72F,No,Yes,0F,2F,Night Setback +1h,None,EF 17.6,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",None,None,Electric,Has Pool,Electric,1.0 HP Pump,"30% Leakage, R-4",15 ACH50,0.13
