Back to Contents,Data 1: Residential Heating Oil Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPD2F_PRS_NUS_DPG,W_EPD2F_PRS_R10_DPG,W_EPD2F_PRS_R1X_DPG,W_EPD2F_PRS_SCT_DPG,W_EPD2F_PRS_SME_DPG,W_EPD2F_PRS_SMA_DPG,W_EPD2F_PRS_SNH_DPG,W_EPD2F_PRS_SRI_DPG,W_EPD2F_PRS_SVT_DPG,W_EPD2F_PRS_R1Y_DPG,W_EPD2F_PRS_SDE_DPG,W_EPD2F_PRS_SDC_DPG,W_EPD2F_PRS_SMD_DPG,W_EPD2F_PRS_SNJ_DPG,W_EPD2F_PRS_SNY_DPG,W_EPD2F_PRS_SPA_DPG,W_EPD2F_PRS_R1Z_DPG,W_EPD2F_PRS_SNC_DPG,W_EPD2F_PRS_SVA_DPG,W_EPD2F_PRS_R20_DPG,W_EPD2F_PRS_SIL_DPG,W_EPD2F_PRS_SIN_DPG,W_EPD2F_PRS_SIA_DPG,W_EPD2F_PRS_SKY_DPG,W_EPD2F_PRS_SMI_DPG,W_EPD2F_PRS_SMN_DPG,W_EPD2F_PRS_SNE_DPG,W_EPD2F_PRS_SOH_DPG,W_EPD2F_PRS_SWI_DPG
"Nov 03, 1997",0.992,1.002,0.958,0.966,0.917,0.966,0.94,0.96,0.984,1.043,0.977,1.133,1.041,0.988,1.145,0.884,0.951,0.967,0.937,0.913,,0.923,0.839,0.879,0.932,0.936,,0.897,0.91
"Nov 17, 1997",1.001,1.011,0.969,0.984,0.926,0.976,0.942,0.977,0.984,1.051,0.986,1.149,1.048,0.987,1.152,0.902,0.956,0.969,0.945,0.918,,0.933,0.839,0.882,0.934,0.937,,0.909,0.911
"Dec 01, 1997",1.005,1.015,0.973,0.992,0.931,0.979,0.947,0.979,0.986,1.056,0.986,1.156,1.052,0.99,1.155,0.911,0.954,0.965,0.944,0.918,,0.927,0.833,0.873,0.946,0.933,,0.907,0.911
"Dec 15, 1997",1.001,1.014,0.97,0.999,0.928,0.969,0.951,0.979,0.985,1.055,0.984,1.159,1.049,0.991,1.154,0.911,0.949,0.952,0.946,0.904,,0.91,0.82,0.863,0.94,0.917,,0.889,0.893
"Jan 05, 1998",0.998,1.011,0.965,1.002,0.91,0.965,0.943,0.981,0.969,1.055,0.988,1.164,1.052,0.994,1.155,0.905,0.945,0.948,0.942,0.892,,0.899,0.794,0.853,0.93,0.904,,0.879,0.88
"Jan 19, 1998",0.989,1.004,0.956,0.998,0.9,0.951,0.936,0.972,0.958,1.049,0.983,1.146,1.051,0.986,1.153,0.893,0.941,0.944,0.938,0.869,,0.869,0.767,0.834,0.912,0.883,,0.859,0.852
"Feb 02, 1998",0.984,1,0.95,0.997,0.894,0.948,0.925,0.957,0.942,1.045,0.976,1.134,1.046,0.983,1.15,0.887,0.935,0.939,0.933,0.858,,0.859,0.754,0.821,0.905,0.86,,0.846,0.848
"Feb 16, 1998",0.977,0.993,0.942,0.989,0.889,0.94,0.919,0.947,0.929,1.038,0.972,1.133,1.044,0.977,1.143,0.878,0.93,0.934,0.926,0.855,,0.847,0.737,0.819,0.91,0.852,,0.843,0.845
"Mar 02, 1998",0.969,0.984,0.935,0.982,0.878,0.933,0.913,0.939,0.92,1.028,0.972,1.125,1.038,0.967,1.129,0.874,0.927,0.934,0.922,0.849,,0.839,0.732,0.815,0.906,0.848,,0.837,0.837
"Mar 16, 1998",0.957,0.972,0.92,0.967,0.87,0.916,0.895,0.934,0.906,1.017,0.968,1.113,1.027,0.955,1.118,0.864,0.922,0.931,0.915,0.84,,0.826,0.718,0.79,0.902,0.833,,0.827,0.833
"Oct 05, 1998",0.862,0.872,0.821,0.866,0.784,0.822,0.751,0.825,0.855,0.911,0.822,0.989,0.891,0.868,1.021,0.737,0.858,0.867,0.851,0.78,,0.792,0.682,0.751,0.822,0.774,,0.754,0.783
"Oct 19, 1998",0.869,0.88,0.823,0.865,0.785,0.823,0.76,0.823,0.857,0.925,0.88,0.98,0.895,0.87,1.029,0.765,0.86,0.868,0.854,0.784,,0.795,0.686,0.748,0.836,0.777,,0.752,0.785
"Nov 02, 1998",0.869,0.88,0.822,0.864,0.786,0.821,0.761,0.832,0.857,0.925,0.88,0.983,0.894,0.873,1.029,0.763,0.86,0.869,0.854,0.781,,0.793,0.684,0.75,0.836,0.777,,0.743,0.784
"Nov 16, 1998",0.866,0.876,0.819,0.865,0.785,0.813,0.765,0.826,0.857,0.922,0.89,0.982,0.888,0.873,1.028,0.751,0.861,0.871,0.854,0.785,,0.79,0.675,0.754,0.838,0.773,,0.763,0.783
"Dec 07, 1998",0.857,0.869,0.809,0.856,0.76,0.804,0.764,0.814,0.853,0.915,0.859,0.977,0.881,0.864,1.023,0.748,0.858,0.864,0.854,0.76,,0.75,0.648,0.716,0.824,0.749,,0.739,0.754
"Dec 21, 1998",0.855,0.867,0.807,0.855,0.753,0.803,0.756,0.819,0.848,0.914,0.861,0.977,0.881,0.864,1.022,0.745,0.854,0.86,0.849,0.756,,0.754,0.63,0.695,0.825,0.747,,0.736,0.746
"Jan 04, 1999",0.857,0.87,0.809,0.856,0.751,0.808,0.754,0.822,0.851,0.917,0.891,0.977,0.892,0.871,1.021,0.748,0.852,0.856,0.85,0.753,,0.756,0.629,0.701,0.814,0.739,,0.739,0.746
"Jan 18, 1999",0.863,0.877,0.813,0.856,0.766,0.811,0.756,0.823,0.858,0.928,0.895,0.98,0.911,0.877,1.029,0.766,0.853,0.853,0.852,0.754,,0.758,0.63,0.717,0.819,0.729,,0.74,0.746
"Feb 01, 1999",0.863,0.876,0.811,0.853,0.767,0.81,0.75,0.822,0.851,0.928,0.905,0.977,0.911,0.876,1.031,0.763,0.852,0.854,0.85,0.758,,0.754,0.632,0.725,0.819,0.737,,0.746,0.751
"Feb 15, 1999",0.857,0.871,0.803,0.85,0.758,0.797,0.744,0.826,0.842,0.924,0.889,0.975,0.911,0.871,1.025,0.762,0.851,0.854,0.85,0.749,,0.739,0.621,0.707,0.813,0.735,,0.73,0.747
"Mar 01, 1999",0.854,0.867,0.799,0.85,0.756,0.791,0.735,0.827,0.838,0.921,0.889,0.978,0.909,0.872,1.02,0.76,0.846,0.849,0.845,0.745,,0.741,0.618,0.699,0.808,0.728,,0.731,0.74
"Mar 15, 1999",0.858,0.87,0.805,0.855,0.765,0.8,0.735,0.828,0.832,0.922,0.889,0.986,0.911,0.877,1.017,0.767,0.846,0.851,0.843,0.76,,0.778,0.635,0.74,0.817,0.736,,0.75,0.749
"Oct 04, 1999",0.998,1.005,0.967,0.955,0.945,0.98,0.942,0.985,0.974,1.041,0.996,1.129,1.02,0.997,1.137,0.885,0.937,0.958,0.925,0.943,,0.972,0.885,0.912,0.958,0.947,,0.927,0.946
"Oct 18, 1999",1.006,1.013,0.978,0.988,0.955,0.979,0.962,0.997,0.98,1.049,1.003,1.144,1.025,1.001,1.143,0.901,0.943,0.964,0.93,0.946,,0.958,0.873,0.922,0.957,0.962,,0.926,0.954
"Nov 01, 1999",1.018,1.026,0.989,0.979,0.966,0.998,0.985,1.007,0.992,1.061,1.005,1.158,1.03,1.008,1.157,0.915,0.954,0.967,0.946,0.959,,0.977,0.894,0.928,0.967,0.992,,0.929,0.966
"Nov 15, 1999",1.054,1.061,1.024,1.008,0.99,1.037,1.017,1.042,1.039,1.098,1.054,1.203,1.057,1.048,1.197,0.947,0.981,0.986,0.978,0.998,,1.036,0.913,0.967,1.006,1.002,,0.996,0.994
"Dec 06, 1999",1.109,1.119,1.086,1.081,1.043,1.093,1.084,1.116,1.095,1.154,1.105,1.241,1.127,1.106,1.249,1.005,1.034,1.038,1.032,1.031,,1.049,0.944,0.999,1.04,1.048,,1.027,1.031
"Dec 20, 1999",1.121,1.132,1.096,1.093,1.066,1.102,1.092,1.121,1.105,1.169,1.124,1.237,1.145,1.12,1.26,1.029,1.043,1.039,1.045,1.034,,1.051,0.944,1.003,1.047,1.059,,1.025,1.03
"Jan 03, 2000",1.145,1.157,1.12,1.11,1.075,1.13,1.119,1.153,1.134,1.196,1.163,1.273,1.165,1.148,1.282,1.064,1.067,1.054,1.076,1.039,,1.074,0.947,1.027,1.038,1.061,,1.036,1.038
"Jan 17, 2000",1.193,1.21,1.182,1.179,1.134,1.191,1.192,1.193,1.191,1.244,1.216,1.317,1.211,1.21,1.331,1.104,1.104,1.074,1.123,1.046,,1.069,0.944,1.045,1.051,1.059,,1.051,1.039
"Jan 24, 2000",1.615,1.679,1.718,1.692,1.742,1.742,1.662,1.765,1.638,1.703,1.702,1.647,1.536,1.716,1.775,1.589,1.278,1.203,1.323,1.104,,1.128,0.987,1.156,1.117,1.088,,1.133,1.083
"Jan 31, 2000",1.667,1.735,1.785,1.816,1.749,1.786,1.796,1.776,1.729,1.758,1.716,1.647,1.641,1.77,1.852,1.599,1.291,1.216,1.337,1.111,,1.133,1.009,1.159,1.124,1.103,,1.141,1.084
"Feb 07, 2000",1.861,1.947,1.966,1.949,1.817,2.037,1.893,2.04,1.83,2.006,1.91,1.844,1.858,2.013,2.123,1.819,1.365,1.26,1.432,1.149,,1.19,1.055,1.188,1.14,1.134,,1.193,1.129
"Feb 14, 2000",1.574,1.623,1.617,1.679,1.599,1.585,1.699,1.536,1.628,1.657,1.536,1.796,1.61,1.635,1.777,1.451,1.383,1.25,1.465,1.169,,1.179,1.066,1.192,1.171,1.151,,1.221,1.146
"Feb 21, 2000",1.431,1.462,1.399,1.427,1.342,1.363,1.473,1.412,1.534,1.519,1.352,1.634,1.489,1.463,1.636,1.344,1.369,1.244,1.446,1.178,,1.201,1.073,1.206,1.185,1.153,,1.234,1.147
"Feb 28, 2000",1.399,1.424,1.368,1.398,1.319,1.349,1.383,1.374,1.469,1.472,1.334,1.57,1.438,1.431,1.579,1.305,1.361,1.242,1.434,1.19,,1.222,1.082,1.213,1.196,1.159,,1.253,1.155
"Mar 06, 2000",1.394,1.417,1.368,1.405,1.319,1.355,1.35,1.38,1.468,1.462,1.336,1.533,1.426,1.422,1.558,1.314,1.346,1.248,1.406,1.205,,1.244,1.104,1.223,1.208,1.186,,1.246,1.182
"Mar 13, 2000",1.382,1.404,1.352,1.398,1.322,1.325,1.345,1.371,1.449,1.45,1.326,1.54,1.396,1.399,1.555,1.298,1.344,1.248,1.403,1.203,,1.227,1.098,1.222,1.213,1.19,,1.236,1.182
"Mar 20, 2000",1.353,1.372,1.319,1.37,1.302,1.292,1.291,1.342,1.402,1.418,1.322,1.54,1.383,1.354,1.53,1.255,1.318,1.232,1.371,1.19,,1.201,1.076,1.191,1.197,1.184,,1.228,1.17
"Oct 02, 2000",1.456,1.47,1.448,1.465,1.461,1.435,1.449,1.425,1.465,1.501,1.4,1.587,1.49,1.455,1.608,1.367,1.368,1.364,1.371,1.342,,1.329,1.25,1.328,1.361,1.353,,1.343,1.333
"Oct 09, 2000",1.46,1.475,1.456,1.473,1.46,1.449,1.455,1.419,1.46,1.504,1.401,1.582,1.483,1.463,1.614,1.367,1.365,1.358,1.37,1.339,,1.344,1.245,1.332,1.361,1.35,,1.333,1.326
"Oct 16, 2000",1.526,1.544,1.53,1.54,1.534,1.526,1.527,1.505,1.518,1.572,1.414,1.677,1.56,1.541,1.674,1.434,1.417,1.386,1.44,1.385,,1.44,1.283,1.399,1.394,1.388,,1.384,1.371
"Oct 23, 2000",1.506,1.522,1.502,1.511,1.517,1.492,1.509,1.49,1.504,1.551,1.382,1.668,1.556,1.522,1.652,1.406,1.416,1.381,1.443,1.384,,1.421,1.272,1.378,1.409,1.394,,1.375,1.364
"Oct 30, 2000",1.505,1.521,1.504,1.522,1.518,1.488,1.511,1.489,1.517,1.549,1.383,1.663,1.552,1.513,1.65,1.405,1.41,1.388,1.426,1.379,,1.421,1.27,1.357,1.406,1.38,,1.371,1.365
"Nov 06, 2000",1.498,1.515,1.492,1.499,1.515,1.479,1.512,1.465,1.508,1.544,1.386,1.663,1.549,1.508,1.648,1.396,1.422,1.387,1.448,1.372,,1.412,1.242,1.348,1.405,1.373,,1.368,1.353
"Nov 13, 2000",1.506,1.525,1.507,1.51,1.51,1.5,1.526,1.489,1.515,1.551,1.382,1.665,1.55,1.527,1.65,1.406,1.428,1.385,1.461,1.36,,1.374,1.244,1.344,1.394,1.373,,1.349,1.345
"Nov 20, 2000",1.545,1.567,1.55,1.559,1.538,1.551,1.55,1.522,1.557,1.596,1.46,1.711,1.585,1.573,1.69,1.46,1.447,1.424,1.465,1.371,,1.412,1.269,1.366,1.401,1.373,,1.359,1.353
"Nov 27, 2000",1.564,1.588,1.574,1.6,1.557,1.57,1.565,1.541,1.566,1.616,1.506,1.721,1.605,1.586,1.715,1.471,1.454,1.428,1.474,1.381,,1.42,1.273,1.393,1.41,1.378,,1.369,1.368
"Dec 04, 2000",1.56,1.585,1.564,1.586,1.551,1.556,1.576,1.53,1.562,1.618,1.491,1.72,1.602,1.579,1.727,1.466,1.452,1.424,1.473,1.372,,1.406,1.243,1.365,1.401,1.376,,1.358,1.363
"Dec 11, 2000",1.561,1.588,1.565,1.593,1.551,1.554,1.576,1.537,1.563,1.622,1.484,1.726,1.605,1.59,1.733,1.463,1.458,1.426,1.482,1.357,,1.366,1.237,1.318,1.394,1.363,,1.352,1.342
"Dec 18, 2000",1.545,1.571,1.546,1.582,1.517,1.531,1.572,1.512,1.56,1.606,1.452,1.724,1.605,1.572,1.715,1.45,1.451,1.416,1.478,1.341,,1.358,1.206,1.301,1.369,1.357,,1.338,1.325
"Dec 25, 2000",1.54,1.567,1.535,1.577,1.486,1.516,1.568,1.518,1.562,1.605,1.459,1.722,1.599,1.563,1.711,1.459,1.459,1.433,1.478,1.336,,1.342,1.187,1.308,1.37,1.336,,1.335,1.329
"Jan 01, 2001",1.55,1.577,1.544,1.587,1.482,1.53,1.572,1.526,1.564,1.616,1.497,1.724,1.602,1.588,1.71,1.481,1.47,1.435,1.497,1.343,,1.362,1.211,1.322,1.368,1.344,,1.349,1.329
"Jan 08, 2001",1.542,1.568,1.535,1.58,1.473,1.517,1.572,1.526,1.556,1.606,1.485,1.724,1.604,1.561,1.702,1.474,1.468,1.432,1.496,1.343,,1.363,1.199,1.326,1.373,1.339,,1.356,1.326
"Jan 15, 2001",1.535,1.559,1.524,1.566,1.454,1.512,1.553,1.514,1.544,1.597,1.5,1.724,1.604,1.561,1.686,1.46,1.486,1.454,1.51,1.348,,1.351,1.192,1.338,1.376,1.342,,1.366,1.337
"Jan 22, 2001",1.531,1.554,1.516,1.554,1.446,1.505,1.553,1.485,1.542,1.592,1.488,1.694,1.601,1.561,1.682,1.449,1.493,1.463,1.516,1.357,,1.386,1.202,1.355,1.384,1.345,,1.372,1.344
"Jan 29, 2001",1.525,1.546,1.507,1.555,1.443,1.488,1.551,1.464,1.538,1.584,1.487,1.7,1.597,1.55,1.674,1.443,1.494,1.445,1.532,1.36,,1.385,1.196,1.352,1.394,1.346,,1.371,1.349
"Feb 05, 2001",1.506,1.526,1.489,1.524,1.43,1.473,1.542,1.439,1.527,1.56,1.464,1.698,1.595,1.525,1.644,1.422,1.49,1.443,1.526,1.351,,1.358,1.19,1.324,1.385,1.343,,1.365,1.34
"Feb 12, 2001",1.499,1.519,1.483,1.517,1.424,1.466,1.532,1.451,1.523,1.552,1.454,1.691,1.592,1.516,1.64,1.408,1.484,1.441,1.516,1.345,,1.35,1.2,1.324,1.377,1.339,,1.353,1.336
"Feb 19, 2001",1.477,1.498,1.464,1.505,1.41,1.447,1.496,1.424,1.51,1.529,1.43,1.682,1.58,1.481,1.625,1.372,1.461,1.433,1.483,1.322,,1.321,1.181,1.264,1.365,1.328,,1.322,1.305
"Feb 26, 2001",1.462,1.482,1.451,1.496,1.395,1.433,1.486,1.408,1.496,1.512,1.414,1.661,1.564,1.459,1.611,1.354,1.442,1.407,1.469,1.306,,1.304,1.158,1.249,1.354,1.296,,1.318,1.286
"Mar 05, 2001",1.443,1.464,1.428,1.469,1.359,1.418,1.45,1.4,1.473,1.499,1.412,1.627,1.546,1.45,1.601,1.336,1.409,1.383,1.43,1.278,,1.258,1.123,1.221,1.328,1.269,,1.299,1.254
"Mar 12, 2001",1.428,1.45,1.415,1.463,1.353,1.396,1.442,1.378,1.46,1.487,1.409,1.621,1.532,1.438,1.586,1.327,1.379,1.36,1.394,1.26,,1.248,1.108,1.218,1.32,1.238,,1.266,1.245
"Mar 19, 2001",1.407,1.428,1.392,1.423,1.339,1.388,1.384,1.367,1.44,1.464,1.389,1.589,1.509,1.427,1.565,1.293,1.368,1.353,1.379,1.244,,1.232,1.066,1.207,1.312,1.202,,1.248,1.243
"Oct 01, 2001",1.256,1.26,1.236,1.288,1.205,1.204,1.237,1.184,1.318,1.29,1.238,1.493,1.348,1.273,1.366,1.213,1.181,1.163,1.193,1.212,,1.198,1.1,1.146,1.308,1.209,1.076,1.174,1.231
"Oct 08, 2001",1.246,1.251,1.227,1.279,1.197,1.191,1.239,1.181,1.3,1.283,1.246,1.445,1.344,1.267,1.352,1.212,1.165,1.15,1.175,1.188,,1.166,1.078,1.158,1.285,1.196,1.038,1.133,1.217
"Oct 15, 2001",1.24,1.247,1.22,1.277,1.191,1.183,1.23,1.163,1.297,1.28,1.236,1.457,1.345,1.256,1.348,1.211,1.169,1.145,1.186,1.164,,1.128,1.059,1.126,1.251,1.167,1.026,1.119,1.195
"Oct 22, 2001",1.227,1.236,1.208,1.271,1.174,1.163,1.227,1.145,1.303,1.27,1.209,1.434,1.338,1.238,1.34,1.204,1.161,1.143,1.174,1.131,,1.113,1.033,1.104,1.223,1.121,0.971,1.087,1.168
"Oct 29, 2001",1.226,1.235,1.206,1.268,1.172,1.162,1.223,1.147,1.301,1.27,1.208,1.386,1.338,1.239,1.343,1.202,1.148,1.121,1.167,1.129,,1.105,1.004,1.084,1.242,1.101,0.94,1.092,1.165
"Nov 05, 2001",1.211,1.22,1.199,1.261,1.162,1.156,1.221,1.129,1.295,1.248,1.191,1.37,1.325,1.219,1.313,1.185,1.141,1.115,1.159,1.114,,1.082,0.976,1.065,1.22,1.079,0.916,1.088,1.15
"Nov 12, 2001",1.201,1.211,1.189,1.251,1.147,1.145,1.217,1.134,1.284,1.241,1.189,1.34,1.313,1.21,1.303,1.183,1.115,1.086,1.136,1.092,,1.066,0.976,1.058,1.194,1.069,0.916,1.062,1.12
"Nov 19, 2001",1.18,1.19,1.169,1.229,1.128,1.12,1.207,1.122,1.275,1.221,1.151,1.309,1.27,1.176,1.283,1.173,1.097,1.066,1.119,1.065,,1.03,0.936,1.005,1.151,1.033,0.874,1.042,1.106
"Nov 26, 2001",1.167,1.178,1.153,1.206,1.121,1.107,1.2,1.09,1.263,1.211,1.14,1.309,1.262,1.155,1.28,1.163,1.085,1.056,1.106,1.044,,1.021,0.92,0.99,1.13,1.015,0.878,1.013,1.088
"Dec 03, 2001",1.159,1.171,1.146,1.201,1.116,1.104,1.164,1.088,1.254,1.205,1.131,1.309,1.254,1.152,1.276,1.152,1.078,1.052,1.097,1.018,,1.01,0.916,0.969,1.107,0.983,0.857,0.985,1.058
"Dec 10, 2001",1.155,1.169,1.147,1.202,1.113,1.104,1.174,1.085,1.25,1.201,1.136,1.308,1.254,1.144,1.274,1.147,1.066,1.029,1.092,1.002,,0.984,0.898,0.931,1.083,0.963,0.824,0.97,1.05
"Dec 17, 2001",1.149,1.164,1.143,1.203,1.104,1.099,1.173,1.083,1.25,1.196,1.133,1.278,1.231,1.134,1.272,1.144,1.059,1.026,1.081,0.978,,0.966,0.879,0.91,1.073,0.925,0.805,0.938,1.035
"Dec 24, 2001",1.152,1.168,1.145,1.202,1.101,1.102,1.172,1.101,1.25,1.202,1.147,1.313,1.235,1.152,1.277,1.146,1.061,1.029,1.084,0.968,,0.962,0.869,0.911,1.045,0.923,0.799,0.931,1.025
"Dec 31, 2001",1.159,1.176,1.153,1.204,1.11,1.118,1.175,1.1,1.252,1.21,1.156,1.313,1.237,1.151,1.289,1.154,1.065,1.024,1.093,0.97,,0.967,0.869,0.935,1.051,0.924,0.812,0.928,1.026
"Jan 07, 2002",1.168,1.186,1.166,1.207,1.111,1.149,1.171,1.107,1.254,1.218,1.194,1.314,1.241,1.166,1.296,1.158,1.067,1.027,1.096,0.972,,0.964,0.869,0.934,1.051,0.939,0.825,0.93,1.022
"Jan 14, 2002",1.166,1.185,1.165,1.204,1.11,1.149,1.171,1.097,1.254,1.217,1.19,1.314,1.249,1.185,1.282,1.16,1.067,1.024,1.096,0.965,,0.956,0.848,0.917,1.042,0.936,0.824,0.924,1.015
"Jan 21, 2002",1.162,1.181,1.162,1.204,1.109,1.145,1.169,1.089,1.256,1.212,1.181,1.329,1.25,1.193,1.264,1.16,1.067,1.022,1.099,0.948,,0.95,0.842,0.908,1.027,0.93,0.798,0.916,0.978
"Jan 28, 2002",1.161,1.181,1.161,1.203,1.107,1.143,1.164,1.086,1.256,1.213,1.176,1.343,1.258,1.197,1.264,1.161,1.065,1.018,1.098,0.949,,0.954,0.846,0.899,1.029,0.924,0.79,0.919,0.981
"Feb 04, 2002",1.163,1.182,1.16,1.203,1.099,1.144,1.164,1.09,1.257,1.216,1.169,1.343,1.258,1.197,1.27,1.163,1.063,1.017,1.095,0.951,,0.964,0.845,0.906,1.029,0.93,0.8,0.919,0.979
"Feb 11, 2002",1.16,1.179,1.16,1.202,1.098,1.144,1.164,1.089,1.257,1.211,1.166,1.343,1.255,1.198,1.262,1.158,1.061,1.018,1.09,0.955,,0.967,0.841,0.902,1.037,0.932,0.802,0.927,0.983
"Feb 18, 2002",1.16,1.178,1.16,1.202,1.096,1.144,1.164,1.092,1.257,1.21,1.167,1.328,1.246,1.194,1.263,1.158,1.058,1.018,1.086,0.955,,0.967,0.838,0.91,1.033,0.931,0.809,0.928,0.983
"Feb 25, 2002",1.159,1.178,1.159,1.202,1.094,1.143,1.163,1.087,1.257,1.21,1.165,1.328,1.246,1.191,1.264,1.158,1.058,1.016,1.086,0.955,,0.965,0.84,0.908,1.034,0.931,0.808,0.927,0.983
"Mar 04, 2002",1.161,1.179,1.158,1.202,1.092,1.144,1.154,1.092,1.257,1.212,1.168,1.328,1.248,1.19,1.267,1.16,1.059,1.019,1.087,0.962,,0.969,0.849,0.933,1.038,0.933,0.819,0.938,0.991
"Mar 11, 2002",1.173,1.19,1.162,1.2,1.096,1.156,1.139,1.107,1.25,1.232,1.168,1.329,1.252,1.201,1.318,1.164,1.066,1.037,1.086,0.984,,0.99,0.872,0.951,1.056,0.96,0.844,0.965,1.006
"Mar 18, 2002",1.187,1.202,1.175,1.215,1.106,1.17,1.143,1.129,1.253,1.244,1.178,1.36,1.259,1.216,1.335,1.169,1.075,1.045,1.095,1.016,,1.024,0.901,0.98,1.089,1.003,0.865,0.99,1.04
"Oct 07, 2002",1.256,1.262,1.231,1.241,1.185,1.246,1.176,1.24,1.267,1.3,1.222,1.449,1.32,1.298,1.388,1.209,1.162,1.185,1.147,1.188,,1.206,1.12,1.185,1.217,1.206,1.073,1.152,1.206
"Oct 14, 2002",1.264,1.27,1.232,1.252,1.192,1.239,1.173,1.24,1.269,1.312,1.212,1.472,1.322,1.305,1.403,1.223,1.179,1.191,1.171,1.202,,1.223,1.143,1.187,1.237,1.216,1.086,1.167,1.217
"Oct 21, 2002",1.271,1.277,1.237,1.255,1.199,1.244,1.191,1.243,1.274,1.319,1.226,1.476,1.341,1.315,1.405,1.23,1.199,1.203,1.196,1.211,,1.236,1.147,1.189,1.251,1.221,1.09,1.176,1.229
"Oct 28, 2002",1.272,1.278,1.238,1.257,1.209,1.242,1.198,1.232,1.273,1.32,1.227,1.481,1.344,1.322,1.407,1.228,1.192,1.192,1.192,1.211,,1.236,1.125,1.167,1.253,1.219,1.077,1.175,1.233
"Nov 04, 2002",1.277,1.283,1.242,1.261,1.214,1.244,1.197,1.248,1.274,1.327,1.237,1.512,1.348,1.333,1.413,1.234,1.198,1.198,1.198,1.214,,1.233,1.092,1.171,1.269,1.219,1.048,1.178,1.239
"Nov 11, 2002",1.275,1.283,1.24,1.259,1.211,1.242,1.195,1.245,1.287,1.328,1.232,1.512,1.351,1.328,1.407,1.245,1.197,1.191,1.201,1.198,,1.219,1.068,1.158,1.253,1.201,1.025,1.163,1.225
"Nov 18, 2002",1.272,1.28,1.235,1.26,1.214,1.229,1.193,1.241,1.285,1.326,1.222,1.527,1.358,1.326,1.403,1.243,1.198,1.185,1.207,1.192,,1.21,1.055,1.139,1.245,1.187,1.008,1.161,1.225
"Nov 25, 2002",1.279,1.286,1.243,1.262,1.218,1.238,1.21,1.257,1.29,1.333,1.219,1.527,1.359,1.341,1.413,1.245,1.195,1.178,1.206,1.2,,1.214,1.071,1.141,1.256,1.19,1.039,1.163,1.239
"Dec 02, 2002",1.284,1.292,1.252,1.271,1.222,1.251,1.223,1.263,1.292,1.337,1.223,1.527,1.368,1.341,1.418,1.248,1.196,1.175,1.21,1.197,,1.216,1.072,1.148,1.251,1.193,1.036,1.158,1.235
"Dec 09, 2002",1.299,1.309,1.273,1.294,1.224,1.279,1.237,1.285,1.294,1.352,1.26,1.527,1.377,1.374,1.43,1.259,1.205,1.183,1.22,1.193,,1.202,1.067,1.151,1.251,1.193,1.022,1.157,1.225
"Dec 16, 2002",1.323,1.335,1.297,1.32,1.231,1.307,1.266,1.309,1.317,1.381,1.277,1.527,1.385,1.397,1.464,1.289,1.216,1.185,1.238,1.197,,1.206,1.071,1.151,1.279,1.192,1.017,1.157,1.224
"Dec 23, 2002",1.363,1.376,1.343,1.363,1.284,1.357,1.309,1.34,1.346,1.42,1.312,1.544,1.436,1.451,1.498,1.326,1.247,1.223,1.263,1.219,,1.241,1.093,1.168,1.295,1.198,1.047,1.189,1.248
"Dec 30, 2002",1.408,1.421,1.384,1.418,1.322,1.393,1.339,1.384,1.376,1.464,1.337,1.636,1.49,1.475,1.539,1.382,1.314,1.28,1.338,1.269,,1.276,1.129,1.219,1.335,1.22,1.078,1.268,1.297
"Jan 06, 2003",1.428,1.442,1.409,1.445,1.35,1.417,1.366,1.41,1.407,1.484,1.352,1.667,1.503,1.512,1.557,1.394,1.327,1.281,1.359,1.276,,1.28,1.134,1.226,1.334,1.227,1.094,1.277,1.304
"Jan 13, 2003",1.431,1.448,1.412,1.442,1.368,1.416,1.373,1.408,1.419,1.491,1.388,1.682,1.515,1.512,1.571,1.399,1.331,1.29,1.359,1.258,,1.268,1.136,1.216,1.321,1.213,1.084,1.252,1.283
"Jan 20, 2003",1.453,1.471,1.436,1.458,1.386,1.447,1.395,1.45,1.429,1.515,1.422,1.714,1.545,1.534,1.589,1.425,1.353,1.296,1.392,1.262,,1.268,1.129,1.221,1.334,1.221,1.098,1.267,1.275
"Jan 27, 2003",1.497,1.517,1.49,1.53,1.412,1.502,1.435,1.511,1.464,1.557,1.487,1.729,1.571,1.583,1.623,1.474,1.383,1.331,1.42,1.279,,1.28,1.146,1.269,1.341,1.228,1.113,1.299,1.286
"Feb 03, 2003",1.535,1.554,1.527,1.564,1.459,1.54,1.465,1.54,1.504,1.594,1.527,1.782,1.605,1.613,1.65,1.525,1.427,1.365,1.469,1.326,,1.332,1.201,1.295,1.406,1.29,1.162,1.336,1.326
"Feb 10, 2003",1.716,1.742,1.731,1.773,1.635,1.759,1.645,1.743,1.696,1.774,1.688,1.945,1.775,1.808,1.811,1.721,1.568,1.516,1.603,1.438,,1.435,1.29,1.452,1.499,1.382,1.269,1.466,1.44
"Feb 17, 2003",1.731,1.756,1.738,1.775,1.672,1.748,1.684,1.738,1.744,1.792,1.724,1.982,1.8,1.82,1.833,1.735,1.589,1.528,1.632,1.47,,1.458,1.309,1.477,1.529,1.429,1.277,1.498,1.471
