Level,Parameter,Option,Saturation
1,County and PUMA,"G4500890, G45000800",0.000113401
1,County and PUMA,"G4500910, G45000501",0.00034911
1,County and PUMA,"G4500910, G45000502",0.000394151
1,County and PUMA,"G4600030, G46000400",9.8989e-06
1,County and PUMA,"G4600050, G46000400",6.24815e-05
1,County and PUMA,"G4600070, G46000200",8.63076e-06
1,County and PUMA,"G4600090, G46000400",2.19536e-05
1,County and PUMA,"G4600110, G46000400",0.000103137
1,County and PUMA,"G4600130, G46000300",0.000130327
1,County and PUMA,"G4600150, G46000400",1.84327e-05
1,County and PUMA,"G4600170, G46000200",4.31166e-06
1,County and PUMA,"G4600190, G46000100",3.49558e-05
1,County and PUMA,"G4600210, G46000300",7.41483e-06
1,County and PUMA,"G4600230, G46000200",2.88463e-05
1,County and PUMA,"G4600250, G46000300",1.33452e-05
1,County and PUMA,"G4600270, G46000500",4.31688e-05
1,County and PUMA,"G4600290, G46000300",9.4901e-05
1,County and PUMA,"G4600310, G46000200",1.13088e-05
1,County and PUMA,"G4600330, G46000100",3.62612e-05
1,County and PUMA,"G4600350, G46000400",6.81061e-05
1,County and PUMA,"G4600370, G46000300",2.73917e-05
1,County and PUMA,"G4600390, G46000300",1.64484e-05
1,County and PUMA,"G4600410, G46000200",1.49565e-05
1,County and PUMA,"G4600430, G46000400",1.07195e-05
1,County and PUMA,"G4600450, G46000300",1.45761e-05
1,County and PUMA,"G4600470, G46000200",3.10842e-05
1,County and PUMA,"G4600490, G46000300",8.94407e-06
1,County and PUMA,"G4600510, G46000300",2.64145e-05
1,County and PUMA,"G4600530, G46000200",1.86416e-05
1,County and PUMA,"G4600550, G46000200",7.75802e-06
1,County and PUMA,"G4600570, G46000300",2.09093e-05
1,County and PUMA,"G4600590, G46000400",1.35541e-05
1,County and PUMA,"G4600610, G46000400",8.82469e-06
1,County and PUMA,"G4600630, G46000100",5.0427e-06
1,County and PUMA,"G4600650, G46000200",5.82894e-05
1,County and PUMA,"G4600670, G46000400",2.50047e-05
1,County and PUMA,"G4600690, G46000200",5.21427e-06
1,County and PUMA,"G4600710, G46000200",9.60798e-06
1,County and PUMA,"G4600730, G46000400",7.86244e-06
1,County and PUMA,"G4600750, G46000200",3.87154e-06
1,County and PUMA,"G4600770, G46000400",2.03796e-05
1,County and PUMA,"G4600790, G46000400",4.21617e-05
1,County and PUMA,"G4600810, G46000100",9.96231e-05
1,County and PUMA,"G4600830, G46000500",6.93294e-05
1,County and PUMA,"G4600830, G46000600",7.30299e-05
1,County and PUMA,"G4600850, G46000200",1.28753e-05
1,County and PUMA,"G4600870, G46000500",1.86938e-05
1,County and PUMA,"G4600890, G46000300",1.04807e-05
1,County and PUMA,"G4600910, G46000300",1.91264e-05
1,County and PUMA,"G4600930, G46000100",8.57035e-05
1,County and PUMA,"G4600950, G46000200",6.40035e-06
1,County and PUMA,"G4600970, G46000400",9.40659e-06
1,County and PUMA,"G4600990, G46000500",0.00010903
1,County and PUMA,"G4600990, G46000600",0.000458326
1,County and PUMA,"G4601010, G46000400",2.10883e-05
1,County and PUMA,"G4601020, G46000200",2.67427e-05
1,County and PUMA,"G4601030, G46000100",0.000348319
1,County and PUMA,"G4601050, G46000100",1.33228e-05
1,County and PUMA,"G4601070, G46000300",1.15848e-05
1,County and PUMA,"G4601090, G46000300",3.694e-05
1,County and PUMA,"G4601110, G46000400",9.27979e-06
1,County and PUMA,"G4601150, G46000300",2.36619e-05
1,County and PUMA,"G4601170, G46000200",1.1182e-05
1,County and PUMA,"G4601190, G46000200",6.03483e-06
1,County and PUMA,"G4601210, G46000200",2.33784e-05
1,County and PUMA,"G4601230, G46000200",2.28786e-05
1,County and PUMA,"G4601250, G46000500",2.95475e-05
1,County and PUMA,"G4601270, G46000500",4.98525e-05
1,County and PUMA,"G4601290, G46000300",2.24012e-05
1,County and PUMA,"G4601350, G46000500",7.30071e-05
1,County and PUMA,"G4601370, G46000200",7.42979e-06
1,County and PUMA,"G4700010, G47001601",0.000259454
1,County and PUMA,"G4700030, G47002700",0.000138913
1,County and PUMA,"G4700050, G47000200",6.69948e-05
1,County and PUMA,"G4700070, G47002100",4.24453e-05
1,County and PUMA,"G4700090, G47001700",0.000418336
1,County and PUMA,"G4700110, G47001900",0.000317452
1,County and PUMA,"G4700130, G47000900",0.000151699
1,County and PUMA,"G4700150, G47000600",4.52799e-05
1,County and PUMA,"G4700170, G47000200",9.83699e-05
1,County and PUMA,"G4700190, G47001200",0.00020731
1,County and PUMA,"G4700210, G47000400",0.000118115
1,County and PUMA,"G4700230, G47003000",5.23889e-05
1,County and PUMA,"G4700250, G47000900",0.000112297
1,County and PUMA,"G4700270, G47000700",3.17555e-05
1,County and PUMA,"G4700290, G47001400",0.000129588
1,County and PUMA,"G4700310, G47002200",0.000175913
1,County and PUMA,"G4700330, G47000100",4.77043e-05
1,County and PUMA,"G4700350, G47000800",0.000213718
1,County and PUMA,"G4700370, G47002501",0.000513923
1,County and PUMA,"G4700370, G47002502",0.000358979
1,County and PUMA,"G4700370, G47002503",0.000409384
1,County and PUMA,"G4700370, G47002504",0.0004084
1,County and PUMA,"G4700370, G47002505",0.000508364
1,County and PUMA,"G4700390, G47002900",5.10909e-05
1,County and PUMA,"G4700410, G47000600",7.03591e-05
1,County and PUMA,"G4700430, G47000400",0.000157741
1,County and PUMA,"G4700450, G47000100",0.000125202
1,County and PUMA,"G4700470, G47003100",0.000121219
1,County and PUMA,"G4700490, G47000800",6.65248e-05
1,County and PUMA,"G4700510, G47002200",0.000141472
1,County and PUMA,"G4700530, G47000100",0.000166812
1,County and PUMA,"G4700550, G47002800",0.000103338
1,County and PUMA,"G4700570, G47001400",8.09591e-05
1,County and PUMA,"G4700590, G47001200",0.000239818
1,County and PUMA,"G4700610, G47002100",4.76967e-05
1,County and PUMA,"G4700630, G47001400",0.000201581
1,County and PUMA,"G4700650, G47002001",0.000405758
1,County and PUMA,"G4700650, G47002002",0.000379203
1,County and PUMA,"G4700650, G47002003",0.000370556
1,County and PUMA,"G4700670, G47000900",2.69142e-05
1,County and PUMA,"G4700690, G47002900",8.10786e-05
1,County and PUMA,"G4700710, G47002900",0.000104188
1,County and PUMA,"G4700730, G47001000",0.000200201
1,County and PUMA,"G4700750, G47002900",6.25862e-05
1,County and PUMA,"G4700770, G47002900",9.55801e-05
1,County and PUMA,"G4700790, G47000200",0.000126925
1,County and PUMA,"G4700810, G47000400",7.67519e-05
1,County and PUMA,"G4700830, G47000200",3.10767e-05
1,County and PUMA,"G4700850, G47000200",6.61967e-05
1,County and PUMA,"G4700870, G47000700",4.3415e-05
1,County and PUMA,"G4700890, G47001500",0.000176547
1,County and PUMA,"G4700910, G47001200",6.65845e-05
1,County and PUMA,"G4700930, G47001601",3.53437e-05
1,County and PUMA,"G4700930, G47001602",0.000343195
1,County and PUMA,"G4700930, G47001603",0.00064431
1,County and PUMA,"G4700930, G47001604",0.000463205
1,County and PUMA,"G4700950, G47000100",1.941e-05
1,County and PUMA,"G4700970, G47003100",8.41892e-05
1,County and PUMA,"G4700990, G47002800",0.000135385
1,County and PUMA,"G4701010, G47002800",4.07892e-05
1,County and PUMA,"G4701030, G47002200",0.000114542
1,County and PUMA,"G4701050, G47001800",0.000166208
1,County and PUMA,"G4701070, G47001900",0.00017357
1,County and PUMA,"G4701090, G47002900",8.94557e-05
1,County and PUMA,"G4701110, G47000600",7.43799e-05
1,County and PUMA,"G4701130, G47003000",0.00031813
1,County and PUMA,"G4701150, G47002100",9.72137e-05
1,County and PUMA,"G4701170, G47002700",9.89816e-05
1,County and PUMA,"G4701190, G47002700",0.000268397
1,County and PUMA,"G4701210, G47002100",4.23034e-05
1,County and PUMA,"G4701230, G47001800",0.000155391
1,County and PUMA,"G4701250, G47000300",0.000572681
1,County and PUMA,"G4701270, G47002200",2.21849e-05
1,County and PUMA,"G4701290, G47000900",6.63608e-05
1,County and PUMA,"G4701310, G47000100",0.00010897
1,County and PUMA,"G4701330, G47000700",7.65581e-05
1,County and PUMA,"G4701350, G47002800",3.42246e-05
1,County and PUMA,"G4701370, G47000700",2.57505e-05
1,County and PUMA,"G4701390, G47001900",6.24968e-05
1,County and PUMA,"G4701410, G47000700",0.000245771
1,County and PUMA,"G4701430, G47002100",0.00010753
1,County and PUMA,"G4701450, G47001800",0.000190899
1,County and PUMA,"G4701470, G47000400",0.000197904
1,County and PUMA,"G4701490, G47002401",0.00035604
1,County and PUMA,"G4701490, G47002402",0.000462473
1,County and PUMA,"G4701510, G47000900",7.36711e-05
1,County and PUMA,"G4701530, G47002100",4.76594e-05
1,County and PUMA,"G4701550, G47001500",0.000419783
1,County and PUMA,"G4701570, G47003201",0.000551669
1,County and PUMA,"G4701570, G47003202",0.000439602
1,County and PUMA,"G4701570, G47003203",0.000362045
1,County and PUMA,"G4701570, G47003204",0.000277558
1,County and PUMA,"G4701570, G47003205",0.000328149
1,County and PUMA,"G4701570, G47003206",0.000358181
1,County and PUMA,"G4701570, G47003207",0.000353735
1,County and PUMA,"G4701570, G47003208",0.000336042
1,County and PUMA,"G4701590, G47000600",6.42273e-05
1,County and PUMA,"G4701610, G47000300",5.04866e-05
1,County and PUMA,"G4701630, G47001000",0.00018602
1,County and PUMA,"G4701630, G47001100",0.000367139
1,County and PUMA,"G4701650, G47000500",0.000508418
1,County and PUMA,"G4701670, G47003100",0.000174816
1,County and PUMA,"G4701690, G47000600",2.55492e-05
1,County and PUMA,"G4701710, G47001200",6.59207e-05
1,County and PUMA,"G4701730, G47001601",6.77185e-05
1,County and PUMA,"G4701750, G47000800",1.97978e-05
1,County and PUMA,"G4701770, G47000600",0.000133035
1,County and PUMA,"G4701790, G47001300",0.000439298
1,County and PUMA,"G4701810, G47002800",5.41865e-05
1,County and PUMA,"G4701830, G47000200",0.00011584
1,County and PUMA,"G4701850, G47000800",8.65836e-05
1,County and PUMA,"G4701870, G47002600",0.000553414
1,County and PUMA,"G4701890, G47002300",0.000366095
1,County and PUMA,"G4800010, G48001800",0.000150193
1,County and PUMA,"G4800030, G48003200",4.52426e-05
1,County and PUMA,"G4800050, G48004000",0.000270233
1,County and PUMA,"G4800070, G48006500",0.00011731
1,County and PUMA,"G4800090, G48000600",3.09127e-05
1,County and PUMA,"G4800110, G48000100",6.92251e-06
1,County and PUMA,"G4800130, G48006100",0.000133184
1,County and PUMA,"G4800150, G48005000",9.70124e-05
1,County and PUMA,"G4800170, G48000400",2.04766e-05
1,County and PUMA,"G4800190, G48006100",8.6539e-05
1,County and PUMA,"G4800210, G48005100",0.00022117
1,County and PUMA,"G4800230, G48000600",1.99544e-05
1,County and PUMA,"G4800250, G48006500",7.94748e-05
1,County and PUMA,"G4800270, G48003501",0.000511089
1,County and PUMA,"G4800270, G48003502",0.000486129
1,County and PUMA,"G4800290, G48005901",0.000295514
1,County and PUMA,"G4800290, G48005902",0.000392532
1,County and PUMA,"G4800290, G48005903",0.000319511
1,County and PUMA,"G4800290, G48005904",0.000314289
1,County and PUMA,"G4800290, G48005905",0.000273172
1,County and PUMA,"G4800290, G48005906",0.000282444
1,County and PUMA,"G4800290, G48005907",0.0002535
1,County and PUMA,"G4800290, G48005908",0.000290105
1,County and PUMA,"G4800290, G48005909",0.000305106
1,County and PUMA,"G4800290, G48005910",0.000382821
1,County and PUMA,"G4800290, G48005911",0.000423185
1,County and PUMA,"G4800290, G48005912",0.000324867
1,County and PUMA,"G4800290, G48005913",0.000300794
1,County and PUMA,"G4800290, G48005914",0.000299265
1,County and PUMA,"G4800290, G48005915",0.000312976
1,County and PUMA,"G4800290, G48005916",0.000297236
1,County and PUMA,"G4800310, G48006000",4.2199e-05
1,County and PUMA,"G4800330, G48002800",3.00623e-06
1,County and PUMA,"G4800350, G48003700",7.20675e-05
1,County and PUMA,"G4800370, G48001100",0.000292357
1,County and PUMA,"G4800390, G48004801",0.000311462
1,County and PUMA,"G4800390, G48004802",0.000305404
1,County and PUMA,"G4800390, G48004803",0.000330096
1,County and PUMA,"G4800410, G48003602",0.000622908
1,County and PUMA,"G4800430, G48003200",4.05057e-05
1,County and PUMA,"G4800450, G48000100",7.54166e-06
1,County and PUMA,"G4800470, G48006900",2.27146e-05
1,County and PUMA,"G4800490, G48002600",0.000137809
1,County and PUMA,"G4800510, G48003601",6.63459e-05
1,County and PUMA,"G4800530, G48003400",0.000160643
1,County and PUMA,"G4800550, G48005100",0.000104218
1,County and PUMA,"G4800570, G48005600",8.72701e-05
1,County and PUMA,"G4800590, G48002600",4.90693e-05
1,County and PUMA,"G4800610, G48006701",0.000351274
1,County and PUMA,"G4800610, G48006702",0.000394219
1,County and PUMA,"G4800610, G48006703",0.000345858
1,County and PUMA,"G4800630, G48001300",4.23556e-05
1,County and PUMA,"G4800650, G48000100",2.0693e-05
1,County and PUMA,"G4800670, G48001100",0.000107642
1,County and PUMA,"G4800690, G48000100",2.38036e-05
1,County and PUMA,"G4800710, G48004400",0.000107717
1,County and PUMA,"G4800730, G48001700",0.000156436
1,County and PUMA,"G4800750, G48000100",2.21849e-05
1,County and PUMA,"G4800770, G48000600",3.84544e-05
1,County and PUMA,"G4800790, G48000400",1.01003e-05
1,County and PUMA,"G4800810, G48002800",1.98724e-05
1,County and PUMA,"G4800830, G48002600",4.12143e-05
1,County and PUMA,"G4800850, G48001901",0.000408257
1,County and PUMA,"G4800850, G48001902",0.000351161
1,County and PUMA,"G4800850, G48001903",0.000307127
1,County and PUMA,"G4800850, G48001904",0.000316079
1,County and PUMA,"G4800850, G48001905",0.000366163
1,County and PUMA,"G4800850, G48001906",0.000357219
1,County and PUMA,"G4800850, G48001907",0.000351602
1,County and PUMA,"G4800870, G48000100",1.06523e-05
1,County and PUMA,"G4800890, G48005000",7.87363e-05
1,County and PUMA,"G4800910, G48005800",0.000385147
1,County and PUMA,"G4800930, G48002600",5.403e-05
1,County and PUMA,"G4800950, G48002800",1.2286e-05
1,County and PUMA,"G4800970, G48000800",0.000124389
1,County and PUMA,"G4800990, G48003400",0.000194189
1,County and PUMA,"G4801010, G48000600",7.84005e-06
1,County and PUMA,"G4801030, G48003200",1.23456e-05
1,County and PUMA,"G4801050, G48002800",1.36138e-05
1,County and PUMA,"G4801070, G48000400",2.16477e-05
1,County and PUMA,"G4801090, G48003200",7.54913e-06
1,County and PUMA,"G4801110, G48000100",2.15732e-05
1,County and PUMA,"G4801130, G48002301",0.000259647
1,County and PUMA,"G4801130, G48002302",0.000271926
1,County and PUMA,"G4801130, G48002303",0.000310536
1,County and PUMA,"G4801130, G48002304",0.00026428
1,County and PUMA,"G4801130, G48002305",0.000314221
1,County and PUMA,"G4801130, G48002306",0.000401088
1,County and PUMA,"G4801130, G48002307",0.000432187
1,County and PUMA,"G4801130, G48002308",0.000293685
1,County and PUMA,"G4801130, G48002309",0.000360113
1,County and PUMA,"G4801130, G48002310",0.000410369
1,County and PUMA,"G4801130, G48002311",0.000340606
1,County and PUMA,"G4801130, G48002312",0.000369579
1,County and PUMA,"G4801130, G48002313",0.000521337
1,County and PUMA,"G4801130, G48002314",0.000337421
1,County and PUMA,"G4801130, G48002315",0.000288239
1,County and PUMA,"G4801130, G48002316",0.000284756
1,County and PUMA,"G4801130, G48002317",0.000292409
1,County and PUMA,"G4801130, G48002318",0.000298922
1,County and PUMA,"G4801130, G48002319",0.000278938
1,County and PUMA,"G4801130, G48002320",0.00025673
1,County and PUMA,"G4801130, G48002321",0.000350303
1,County and PUMA,"G4801130, G48002322",0.00033986
1,County and PUMA,"G4801150, G48002800",3.88348e-05
1,County and PUMA,"G4801170, G48000100",5.26722e-05
1,County and PUMA,"G4801190, G48001000",1.83506e-05
1,County and PUMA,"G4801210, G48002001",0.000378158
1,County and PUMA,"G4801210, G48002002",0.000334296
1,County and PUMA,"G4801210, G48002003",0.000336704
1,County and PUMA,"G4801210, G48002004",0.00034911
1,County and PUMA,"G4801210, G48002005",0.000338032
1,County and PUMA,"G4801210, G48002006",0.000360866
1,County and PUMA,"G4801230, G48005500",6.84644e-05
1,County and PUMA,"G4801250, G48000400",1.0421e-05
1,County and PUMA,"G4801270, G48006200",3.24567e-05
1,County and PUMA,"G4801290, G48000100",1.58964e-05
1,County and PUMA,"G4801310, G48006400",4.12965e-05
1,County and PUMA,"G4801330, G48002600",7.64088e-05
1,County and PUMA,"G4801350, G48003100",0.000418984
1,County and PUMA,"G4801370, G48006200",1.2838e-05
1,County and PUMA,"G4801390, G48002101",0.000426952
1,County and PUMA,"G4801410, G48003301",0.000332371
1,County and PUMA,"G4801410, G48003302",0.000414613
1,County and PUMA,"G4801410, G48003303",0.000314467
1,County and PUMA,"G4801410, G48003304",0.000317906
1,County and PUMA,"G4801410, G48003305",0.000374875
1,County and PUMA,"G4801410, G48003306",0.000381164
1,County and PUMA,"G4801430, G48002200",0.000129611
1,County and PUMA,"G4801450, G48003700",5.76032e-05
1,County and PUMA,"G4801470, G48000800",0.000106165
1,County and PUMA,"G4801490, G48005100",0.000103547
1,County and PUMA,"G4801510, G48002600",1.6262e-05
1,County and PUMA,"G4801530, G48000400",2.23714e-05
1,County and PUMA,"G4801550, G48000600",6.37797e-06
1,County and PUMA,"G4801570, G48004901",0.000278363
1,County and PUMA,"G4801570, G48004902",0.000342904
1,County and PUMA,"G4801570, G48004903",0.000270016
1,County and PUMA,"G4801570, G48004904",0.000334453
1,County and PUMA,"G4801570, G48004905",0.00044898
1,County and PUMA,"G4801590, G48001000",4.31315e-05
1,County and PUMA,"G4801610, G48003700",6.93522e-05
1,County and PUMA,"G4801630, G48006100",4.39221e-05
1,County and PUMA,"G4801650, G48003200",4.7361e-05
1,County and PUMA,"G4801670, G48004701",0.000618291
1,County and PUMA,"G4801670, G48004702",0.000426414
1,County and PUMA,"G4801690, G48000400",1.62768e-05
1,County and PUMA,"G4801710, G48006000",9.6326e-05
1,County and PUMA,"G4801730, G48002800",4.07294e-06
1,County and PUMA,"G4801750, G48005500",2.76901e-05
1,County and PUMA,"G4801770, G48005500",6.58088e-05
1,County and PUMA,"G4801790, G48000100",7.54241e-05
1,County and PUMA,"G4801810, G48000800",0.000405766
1,County and PUMA,"G4801830, G48001600",0.00038191
1,County and PUMA,"G4801850, G48003601",8.1929e-05
1,County and PUMA,"G4801870, G48005700",0.00040379
1,County and PUMA,"G4801890, G48000400",0.000100533
1,County and PUMA,"G4801910, G48000100",1.44717e-05
1,County and PUMA,"G4801930, G48003400",3.40457e-05
1,County and PUMA,"G4801950, G48000100",1.73585e-05
1,County and PUMA,"G4801970, G48000600",1.76196e-05
1,County and PUMA,"G4801990, G48004200",0.000175473
1,County and PUMA,"G4802010, G48004601",0.000396031
1,County and PUMA,"G4802010, G48004602",0.000308575
1,County and PUMA,"G4802010, G48004603",0.000461967
1,County and PUMA,"G4802010, G48004604",0.000573623
1,County and PUMA,"G4802010, G48004605",0.000306173
1,County and PUMA,"G4802010, G48004606",0.000284145
1,County and PUMA,"G4802010, G48004607",0.000307441
1,County and PUMA,"G4802010, G48004608",0.000236209
1,County and PUMA,"G4802010, G48004609",0.000358346
1,County and PUMA,"G4802010, G48004610",0.000270643
1,County and PUMA,"G4802010, G48004611",0.000305919
1,County and PUMA,"G4802010, G48004612",0.000309649
1,County and PUMA,"G4802010, G48004613",0.000459706
1,County and PUMA,"G4802010, G48004614",0.000365522
1,County and PUMA,"G4802010, G48004615",0.000314624
1,County and PUMA,"G4802010, G48004616",0.000346037
1,County and PUMA,"G4802010, G48004617",0.000322599
1,County and PUMA,"G4802010, G48004618",0.00027485
1,County and PUMA,"G4802010, G48004619",0.000277976
1,County and PUMA,"G4802010, G48004620",0.00031364
1,County and PUMA,"G4802010, G48004621",0.000328649
1,County and PUMA,"G4802010, G48004622",0.000278363
1,County and PUMA,"G4802010, G48004623",0.000308978
1,County and PUMA,"G4802010, G48004624",0.000331051
1,County and PUMA,"G4802010, G48004625",0.000304882
1,County and PUMA,"G4802010, G48004626",0.000362896
1,County and PUMA,"G4802010, G48004627",0.000323397
1,County and PUMA,"G4802010, G48004628",0.000313968
1,County and PUMA,"G4802010, G48004629",0.000368103
1,County and PUMA,"G4802010, G48004630",0.0003223
1,County and PUMA,"G4802010, G48004631",0.000344486
1,County and PUMA,"G4802010, G48004632",0.000325754
1,County and PUMA,"G4802010, G48004633",0.000265398
1,County and PUMA,"G4802010, G48004634",0.00026557
1,County and PUMA,"G4802010, G48004635",0.000299094
1,County and PUMA,"G4802010, G48004636",0.000355183
1,County and PUMA,"G4802010, G48004637",0.000419194
1,County and PUMA,"G4802010, G48004638",0.000278348
1,County and PUMA,"G4802030, G48001200",0.000209205
1,County and PUMA,"G4802050, G48000100",1.47551e-05
1,County and PUMA,"G4802070, G48002600",2.57133e-05
1,County and PUMA,"G4802090, G48005400",0.000523606
1,County and PUMA,"G4802110, G48000100",1.26813e-05
1,County and PUMA,"G4802130, G48001800",0.000297929
1,County and PUMA,"G4802150, G48006801",0.000268539
1,County and PUMA,"G4802150, G48006802",0.000251523
1,County and PUMA,"G4802150, G48006803",0.000287614
1,County and PUMA,"G4802150, G48006804",0.000264026
1,County and PUMA,"G4802150, G48006805",0.000366574
1,County and PUMA,"G4802150, G48006806",0.000279363
1,County and PUMA,"G4802150, G48006807",0.000233023
1,County and PUMA,"G4802170, G48003700",0.000120346
1,County and PUMA,"G4802190, G48000400",6.93445e-05
1,County and PUMA,"G4802210, G48002200",0.000190355
1,County and PUMA,"G4802230, G48001000",0.000113245
1,County and PUMA,"G4802250, G48003900",8.60841e-05
1,County and PUMA,"G4802270, G48002800",9.79891e-05
1,County and PUMA,"G4802290, G48003200",1.14207e-05
1,County and PUMA,"G4802310, G48000900",0.000275662
1,County and PUMA,"G4802330, G48000100",7.91167e-05
1,County and PUMA,"G4802350, G48002800",6.46748e-06
1,County and PUMA,"G4802370, G48000600",3.07038e-05
1,County and PUMA,"G4802390, G48005500",4.92037e-05
1,County and PUMA,"G4802410, G48004100",0.000125814
1,County and PUMA,"G4802430, G48003200",1.23009e-05
1,County and PUMA,"G4802450, G48004301",0.000392839
1,County and PUMA,"G4802450, G48004302",0.00040878
1,County and PUMA,"G4802470, G48006400",1.75898e-05
1,County and PUMA,"G4802490, G48006900",0.000121085
1,County and PUMA,"G4802510, G48002102",0.0004407
1,County and PUMA,"G4802530, G48002600",5.51937e-05
1,County and PUMA,"G4802550, G48005500",4.3333e-05
1,County and PUMA,"G4802570, G48001400",0.000292961
1,County and PUMA,"G4802590, G48006000",0.000111767
1,County and PUMA,"G4802610, G48006900",2.07377e-06
1,County and PUMA,"G4802630, G48002600",3.4538e-06
1,County and PUMA,"G4802650, G48006000",0.000179105
1,County and PUMA,"G4802670, G48002800",2.56461e-05
1,County and PUMA,"G4802690, G48000400",1.21592e-06
1,County and PUMA,"G4802710, G48006200",1.34124e-05
1,County and PUMA,"G4802730, G48006900",9.77658e-05
1,County and PUMA,"G4802750, G48002600",1.52549e-05
1,County and PUMA,"G4802770, G48001000",0.000168461
1,County and PUMA,"G4802790, G48000400",4.55185e-05
1,County and PUMA,"G4802810, G48003400",6.71738e-05
1,County and PUMA,"G4802830, G48006200",2.31025e-05
1,County and PUMA,"G4802850, G48005500",7.73563e-05
1,County and PUMA,"G4802870, G48005100",5.65738e-05
1,County and PUMA,"G4802890, G48003601",7.12021e-05
1,County and PUMA,"G4802910, G48004400",0.000220872
1,County and PUMA,"G4802930, G48003700",7.87214e-05
1,County and PUMA,"G4802950, G48000100",1.10104e-05
1,County and PUMA,"G4802970, G48006400",4.54888e-05
1,County and PUMA,"G4802990, G48003400",0.000110246
1,County and PUMA,"G4803010, G48003200",4.77415e-07
1,County and PUMA,"G4803030, G48000501",0.000360642
1,County and PUMA,"G4803030, G48000502",0.000543776
1,County and PUMA,"G4803050, G48000400",1.99843e-05
1,County and PUMA,"G4803070, G48002800",3.19047e-05
1,County and PUMA,"G4803090, G48003801",0.000328045
1,County and PUMA,"G4803090, G48003802",0.000401066
1,County and PUMA,"G4803110, G48006400",3.10321e-06
1,County and PUMA,"G4803130, G48003601",3.85961e-05
1,County and PUMA,"G4803150, G48001200",4.66674e-05
1,County and PUMA,"G4803170, G48002800",1.40539e-05
1,County and PUMA,"G4803190, G48002800",2.02603e-05
1,County and PUMA,"G4803210, G48005000",0.000142248
1,County and PUMA,"G4803230, G48006200",0.000134497
1,County and PUMA,"G4803250, G48006100",0.000134937
1,County and PUMA,"G4803270, G48002800",1.22114e-05
1,County and PUMA,"G4803290, G48003000",0.000431747
1,County and PUMA,"G4803310, G48003601",8.46817e-05
1,County and PUMA,"G4803330, G48003400",2.14837e-05
1,County and PUMA,"G4803350, G48002600",3.02562e-05
1,County and PUMA,"G4803370, G48000600",7.57524e-05
1,County and PUMA,"G4803390, G48004501",0.000411152
1,County and PUMA,"G4803390, G48004502",0.000382269
1,County and PUMA,"G4803390, G48004503",0.000353333
1,County and PUMA,"G4803390, G48004504",0.0003169
1,County and PUMA,"G4803410, G48000100",5.93934e-05
1,County and PUMA,"G4803430, G48001000",4.4892e-05
1,County and PUMA,"G4803450, G48000400",5.94531e-06
1,County and PUMA,"G4803470, G48004000",0.000208608
1,County and PUMA,"G4803490, G48003700",0.000152759
1,County and PUMA,"G4803510, G48004100",5.33737e-05
1,County and PUMA,"G4803530, G48002600",5.31274e-05
1,County and PUMA,"G4803550, G48006601",0.000392332
1,County and PUMA,"G4803550, G48006602",0.00034873
1,County and PUMA,"G4803550, G48006603",0.000346484
1,County and PUMA,"G4803570, G48000100",3.03531e-05
1,County and PUMA,"G4803590, G48000100",5.96023e-06
1,County and PUMA,"G4803610, G48004200",0.000270128
1,County and PUMA,"G4803630, G48002200",0.000114304
1,County and PUMA,"G4803650, G48001700",8.19066e-05
1,County and PUMA,"G4803670, G48002400",0.000357188
1,County and PUMA,"G4803690, G48000100",2.82421e-05
1,County and PUMA,"G4803710, G48003200",4.17739e-05
1,County and PUMA,"G4803730, G48003900",0.000178979
1,County and PUMA,"G4803750, G48000200",0.000365498
1,County and PUMA,"G4803770, G48003200",2.95326e-05
1,County and PUMA,"G4803790, G48001300",3.9424e-05
1,County and PUMA,"G4803810, G48000300",0.000398373
1,County and PUMA,"G4803830, G48002800",1.02495e-05
1,County and PUMA,"G4803850, G48006200",2.00812e-05
1,County and PUMA,"G4803870, G48001000",5.11357e-05
1,County and PUMA,"G4803890, G48003200",3.4538e-05
1,County and PUMA,"G4803910, G48006500",2.77573e-05
1,County and PUMA,"G4803930, G48000100",3.10319e-06
1,County and PUMA,"G4803950, G48003601",6.37052e-05
1,County and PUMA,"G4803970, G48000900",0.000229675
1,County and PUMA,"G4803990, G48002600",3.92823e-05
1,County and PUMA,"G4804010, G48001700",0.000159061
1,County and PUMA,"G4804030, G48004100",5.98187e-05
1,County and PUMA,"G4804050, G48004100",3.9909e-05
1,County and PUMA,"G4804070, G48003900",9.82283e-05
1,County and PUMA,"G4804090, G48006500",0.000202388
1,County and PUMA,"G4804110, G48003400",2.36246e-05
1,County and PUMA,"G4804130, G48002800",1.11223e-05
1,County and PUMA,"G4804150, G48002600",5.35973e-05
1,County and PUMA,"G4804170, G48002600",1.31289e-05
1,County and PUMA,"G4804190, G48004100",8.89783e-05
1,County and PUMA,"G4804210, G48000100",9.9586e-06
1,County and PUMA,"G4804230, G48001501",0.00030806
1,County and PUMA,"G4804230, G48001502",0.000351997
1,County and PUMA,"G4804250, G48002200",2.77722e-05
1,County and PUMA,"G4804270, G48006400",0.0001465
1,County and PUMA,"G4804290, G48002600",3.67236e-05
1,County and PUMA,"G4804310, G48002800",4.42355e-06
1,County and PUMA,"G4804330, G48002600",6.31829e-06
1,County and PUMA,"G4804350, G48002800",1.49266e-05
1,County and PUMA,"G4804370, G48000100",2.39528e-05
1,County and PUMA,"G4804390, G48002501",0.000321651
