siteid,ducts_it,DB_BothSides_FlowExponent_Calculated,DB_OneSide_FlowExponent_Calculated,DB_OneSide_WhichSide,DB_BothSides_C,DB_OneSide_C,Sup_Q50_Calc,Ret_Q50_Calc,Sup_Q25_Calc,Ret_Q25_Calc,TrueFlow_Static_ReturnPressure,TrueFlow_Static_SupplyPressure,TrueFlow_Static_TotalPressure_Calculated,TrueFlow_CorrectionFactor_Calculated,TrueFlow_CorrectedFlow_Calculated,TrueFlow_Notes,slf_halfplen,rlf_halfplen,DB_FanType,DB_MajorityReturnLocation,DB_MajoritySupplyLocation,DB_RemainderReturnLocation,DB_RemainderSupplyLocation,DB_SqFt,DB_WholeHouse,SummarySketchSqFt_Calculated,DuctSurfaceReturnBranch,DuctSurfaceReturnPlenum,DuctSurfaceSupplyBranch,DuctSurfaceSupplyPlenum,DuctSurfaceReturnSqft,DuctSurfaceSupplySqft,DuctSurfaceTotalSqft,DB_Notes,DB_BothSides_Testfailed,DB_OneSide_Testfailed,TF_Testfailed
12377,1,,0.53,Return,,62.6,,507.02,,350.0,82.0,0.0,82.0,1.02,1208.0,Was not able to access supply plenum in order to insert static probe.,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,,1,2200.0,,32.36,868.32,29.54,,897.86,,Did not perform one-sided test due to time constraints.  Furnace was located in the crawl space.  It took me a lot of time to access and run the truflow tests.,0,0,0
12398,1,,,,,,,,,,,,,,,no asbestos covered ducts see pictures,,,,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,3240.0,,,,,,,,no test asbestos,0,0,1
12408,1,,,Supply,,,,,,,145.0,27.0,172.0,0.98,752.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,2802.0,,21.99,151.24,36.65,,187.9,,"Furnace in garage, DB supply register in floor. .",0,1,0
12514,1,,,,,,,,,,41.5,28.5,70.0,0.99,579.0,"filtrete air filter may explain higher TFSOP than TSOP, double checked and did TSOP twice , same result",,,,,,,,,,2074.0,,,,,,,,no test performed all ducts in conditioned basement,0,0,0
12572,1,0.62,0.74,Supply,11.0,11.5,212.41,87.19,126.71,45.32,130.0,108.0,238.0,0.91,492.0,"Very small system, 5kw unit attached to 5 registers total with maybe 50 total feet of ducting.  Not much pressure to maintain.",0.45,0.52,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,725.0,,74.73,97.08,59.08,,156.16,,,0,0,0
12614,1,,,,,,,,,,13.0,10.2,23.0,0.89,431.0,"fan was not able to reach high speed so low reading, variable drive fan ",,,ECM,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,2107.0,,,,,,,,not able to do split test because,1,0,0
12737,1,,,,,,,,,,138.0,98.0,236.0,0.96,469.0,,,,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,2200.0,,81.86,235.51,167.1,,402.62,,"Duct System Cannot be Pressurized too leaky, no full disconnects but most joints had large holes, all metal, duct tape sealing. Kind of like a Metal Spider System.",0,0,0
12773,1,0.56,0.56,Return,21.31,18.05,36.34,161.27,23.76,109.42,62.8,79.6,142.0,0.92,980.0,,0.14,0.12,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1163.0,,36.65,104.44,157.01,,261.45,,,0,0,0
12889,1,0.59,0.65,Return,13.74,6.7,51.43,87.34,36.71,55.41,195.0,55.5,250.0,0.89,814.0,,0.07,0.16,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1852.0,141.24,22.85,525.13,23.86,164.09,548.99,713.09,,0,0,0
12944,1,0.72,0.68,Supply,10.69,8.83,129.42,54.44,80.43,30.65,267.0,30.1,297.0,0.91,601.0,,0.09,0.42,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,2376.0,,,101.04,,,,,,0,0,0
12956,1,0.45,,Return,,,,,,,34.1,22.4,56.0,1.02,822.0,"electronic filter , return static before filter , ",,,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,2803.0,150.73,29.32,293.04,62.8,180.05,355.85,535.9,"the heat pump fan would go through recirculating cycles every 20min and the thermostat did not have a off setting. I also inquired with the homeowner about stopping this cycling and he directed me to the elctronic filter system on\off button, I",0,1,0
12975,1,0.65,0.58,Return,10.88,6.38,80.84,62.83,49.06,41.9,99.7,31.9,132.0,0.97,792.0,,0.04,0.07,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,1188.0,,75.19,187.99,,,,,all supply ductwork in crawl. all return ductwork in attic.,0,0,0
13019,1,0.62,,,5.43,,,,,,75.0,32.0,107.0,0.91,1032.0,,,,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,3177.0,,,78.15,19.14,,97.3,,return was located directly above air handler within the conditioned space. any leakage found can be attributed to the supply side only,0,0,0
13041,1,0.55,0.54,Return,,,,,,,115.0,80.0,195.0,0.65,706.0,Electronic air filter.  Very dirty with pet hair both coarse and plates.,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2915.0,0.0,238.33,551.38,248.14,238.33,799.53,1037.86,"Toe kick refisters in kitchen and master bath are so narrow, and the corresponding vent so recessed, I cannot seal them off properly.  Duct leakage to outside will include duct leakage to under cabinets also.  No access to air handler cabinet s",0,0,0
13055,1,0.68,0.54,Supply,41.9,34.24,283.07,331.93,194.7,187.39,83.5,17.7,101.0,0.94,787.0,,0.14,0.32,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2679.0,,64.98,31.5,21.13,,52.64,,"a 10'  20x 24 open wall  return cavity exists    only small amount of ducting in unconditioned garage ,  ",0,0,0
13094,1,0.56,0.57,Supply,62.68,28.04,263.15,298.33,176.98,203.76,67.5,18.4,86.0,1.01,649.0,,0.15,0.32,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2310.0,,27.63,138.16,20.46,,158.63,,,0,0,0
13129,1,0.54,0.59,Return,168.71,163.71,234.28,1663.07,124.32,1102.86,182.0,14.0,196.0,0.74,1042.0,,0.49,2.27,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,3866.0,114.41,140.12,467.08,132.93,254.53,600.01,854.55,Participant noted unvented crawl space is used as part of the return. Length runs and cross sections estimated based on viewed runs.    duct blaster test run at 25/12 PA.,0,0,0
13248,1,0.64,0.55,Return,14.07,7.92,103.73,70.26,63.7,47.73,56.0,28.1,84.0,0.9,528.0,,0.06,0.09,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1112.0,,146.16,117.23,146.63,,263.87,,,0,0,0
13336,1,0.63,0.7,Return,36.63,13.86,211.38,220.78,143.9,135.19,66.0,77.0,143.0,1.01,871.0,,0.21,0.18,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,1535.0,,47.65,132.86,12.4,,145.27,,,0,0,0
13400,1,0.63,0.59,Supply,28.16,26.22,272.52,59.3,180.0,34.34,136.0,55.0,191.0,0.95,1197.0,,0.15,0.27,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2200.0,,56.74,187.57,131.28,,318.86,,,0,0,0
13401,1,0.65,0.6,Return,21.98,3.45,250.29,37.32,157.89,24.48,124.0,126.0,250.0,0.99,819.0,,0.05,0.05,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,1162.0,,104.85,313.32,28.94,,342.27,,"ONE SUPPLY REGISTER FOUND UNCOVERED FOR TEST, MAY SKEW RESULTS",0,0,0
13445,1,0.6,0.49,Return,70.44,43.58,467.24,296.8,289.54,211.28,247.0,84.9,332.0,0.97,1473.0,,0.18,0.31,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Between floors / in ouside wall,,1,3440.0,,109.62,208.88,164.43,,373.31,,"NOTE NOTE NOTE  two toe kick grills were not removable, as homeowner did not want wood finish damaged.",0,0,0
13505,1,0.59,0.72,Supply,25.48,1.87,31.85,224.47,19.27,151.0,109.0,32.5,142.0,1.02,742.0,"furnace in crawl in horizontal lset up, well insulated and had a thick pleated filter, pressure tap at return plenum and btw filter and fan",0.01,0.04,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,,1,1275.0,73.31,16.24,438.65,17.36,89.56,456.02,545.58,,0,0,0
13514,1,0.57,,,14.87,,,,,,57.6,12.5,70.0,0.94,580.0,"static pressure taken at register in system midpoint and at the return grille, furnace very confined by a inopperable classic car parked by it -see pic",,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,960.0,62.8,100.51,229.77,62.8,163.32,292.57,455.89,"split system test not possible since you cannot split the system at the furnace or return grille, ",0,0,0
13554,1,0.6,0.73,Return,14.94,4.62,81.28,80.29,57.55,48.42,201.0,62.2,263.0,1.01,1639.0,NOTE:: Filter slot is at central home return grill in ceiling.,0.03,0.08,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3101.0,,72.36,522.21,27.23,,549.44,,,0,0,0
13691,1,0.51,0.65,Supply,90.74,26.55,337.32,335.73,215.0,256.9,216.0,17.0,233.0,0.97,1211.0,v,0.08,0.45,ECM,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,5059.0,20.88,75.66,145.68,105.02,96.55,250.7,347.25,house has 2 ducting systems and 2 air handlers. i checked with bob and he said that a duct blaster and a true flow test were not neccessary on the second system because all ductwork was located inside the thermal boundary,0,0,0
13817,1,0.69,0.73,Supply,20.71,15.66,278.0,39.98,167.0,29.0,72.0,5.0,77.0,0.91,933.0,,0.03,0.23,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2083.0,4.17,125.6,12.5,118.15,129.78,130.65,260.44,,0,0,0
13880,1,0.52,0.68,Supply,82.82,26.9,385.15,262.63,240.34,209.6,116.0,96.3,212.0,1.02,1035.0,,0.36,0.41,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,,1,2848.0,,41.35,619.65,204.66,,824.32,,Air handler cabinet pressurized for duct blaster test.,0,0,0
13903,1,0.53,0.61,Supply,106.92,22.93,258.3,594.98,168.19,422.37,65.0,34.0,99.0,1.08,1234.0,,0.1,0.16,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,Inside heated space,,1,3734.0,,300.6,289.54,27.43,,316.97,,,0,0,0
13948,1,0.69,0.6,Return,82.83,33.79,909.45,364.13,545.8,238.96,95.7,22.9,119.0,1.01,977.0,,0.15,0.36,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,2107.0,54.27,25.58,502.19,25.58,79.85,527.77,607.63,,0,0,0
13956,1,0.73,0.6,Return,36.72,26.05,380.72,271.92,212.5,179.46,144.6,36.0,181.0,0.98,1148.0,,0.12,0.29,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",1219.0,0,3254.0,15.03,,73.1,,,,,gas boiler system. Hydronic loop ran through air handler unit which is ducted for main floor.  Combo Boiler system - forced air and radient.   FIRST FLOOR ONLY SERVED BY DUCTS. Basement/2nd floor served by radiators,0,0,0
13974,1,0.7,0.66,Return,8.24,4.53,67.2,60.44,40.35,38.2,174.0,71.0,245.0,0.75,608.0,,0.07,0.14,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1240.0,109.9,23.63,236.32,17.72,133.54,254.05,387.59,,0,0,0
13975,1,0.53,0.59,Supply,24.33,16.9,171.33,28.02,113.65,23.68,146.8,76.4,223.0,0.97,743.0,,0.19,0.28,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,1578.0,25.57,20.05,187.57,13.02,45.63,200.6,246.23,,0,0,0
14012,1,0.6,0.68,Return,9.78,2.17,71.07,31.15,48.01,19.44,56.0,46.0,102.0,1.02,974.0,,0.01,0.02,ECM,"Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2580.0,,41.88,,113.95,,,,All ductwork within unconditioned space is located in attic. Central return on second floor ceiling. Majority of supply ductwork between second/first floors.,0,0,0
14015,1,0.64,0.68,Supply,30.16,16.67,245.3,124.79,152.34,85.0,102.0,66.7,169.0,1.09,1264.0,pressure tests performed with reference to garage air,0.14,0.19,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,2969.0,,29.54,343.89,140.12,,484.01,,"furnace in garage, duct blaster attached to air handler cabinet",0,0,0
14037,1,0.68,0.6,Supply,262.15,101.19,1079.29,2759.47,709.57,1676.37,178.0,85.0,263.0,0.98,701.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,1424.0,7.92,16.71,156.31,20.88,24.63,177.2,201.84,"Supply duct in living room pressurized with Duct Blaster for tests.    Could not pressurize at 50/25 during full duct test, lowered blower door pressure until duct pressure WRT house was equalized about zero.",0,0,0
14102,1,0.7,0.54,Return,13.38,12.19,105.45,104.31,57.5,71.31,48.7,42.0,91.0,0.95,960.0,"***post-test NOTE***  Return static pressure accidentally taken from before the filter, NOT between filter and blower motor.",0.06,0.07,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)",,1,2722.0,144.72,35.81,469.99,125.6,180.53,595.6,776.13,,0,0,0
14150,1,0.56,0.58,Return,44.08,4.19,360.39,40.6,244.02,27.15,107.0,66.0,173.0,0.98,852.0,,0.03,0.04,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,998.0,,109.97,145.32,26.25,,171.57,,,0,0,0
14153,1,0.64,,,85.46,,,,,,207.0,22.0,229.0,0.8,763.0,no filter slot was cut and there were two returns so i set up both my true flow plates and added the seperate flows together. furnace filters were very dirty 375+573=948,,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,,1,1519.0,,19.14,285.95,97.34,,383.3,,ducts at 50 test could only be pressurized to 23 pascals. i used a 1.65 vorrection factor because the tablets data validation didnt like that it was under 30. ducts at or near 25 test was actually gotten at. 23 because thats the most pressurize,0,0,0
14174,1,0.47,0.45,Supply,35.47,11.62,68.62,154.37,50.1,110.9,70.0,32.0,102.0,0.89,806.0,,0.05,0.07,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2054.0,,,,,,,,,0,0,0
14211,1,,0.7,Supply,,3.18,49.92,,30.65,,114.2,55.7,170.0,0.9,965.0,,0.03,0.05,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,2669.0,,,40.93,,,,,,0,0,0
14222,1,0.69,0.67,Return,71.11,49.03,392.44,696.57,236.23,435.28,122.5,48.4,171.0,0.99,878.0,,0.48,0.91,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,2520.0,33.42,9.9,,28.18,43.33,,,,0,0,0
14264,1,0.68,0.73,Return,12.82,8.65,36.51,152.89,25.63,91.92,55.0,15.0,70.0,0.98,843.0,,0.04,0.11,PSC,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1960.0,,,270.74,11.48,,282.23,,,0,0,0
14273,1,0.52,0.57,Supply,45.72,31.51,297.55,60.06,199.9,48.49,169.3,90.2,260.0,0.85,687.0,,0.4,0.58,PSC,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1894.0,,40.1,,23.15,,,,,0,0,0
14277,1,0.64,0.65,Supply,41.6,29.26,375.41,144.63,238.87,93.55,195.0,48.2,243.0,0.91,812.0,all return and supply grills have filters. Participant uses them to control dust in home. Per consultation with Bruce Manclark and Bob Davis test ran as normal.,0.28,0.71,ECM,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,1751.0,,25.58,117.23,72.22,,189.46,,"No return branch runs in garage, only plenum. Supply duct in unconditioned space in crawl",0,0,0
14284,1,0.45,0.64,Return,84.49,23.68,201.55,300.33,174.53,191.49,178.7,14.1,193.0,0.7,609.0,,0.13,0.71,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3063.0,37.36,,18.68,,,,,,0,0,0
14285,1,,0.54,Supply,,4.86,40.98,,28.09,,104.6,35.8,140.0,1.01,967.0,,0.02,0.04,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,2356.0,,,71.02,29.23,,100.25,,furnace in conditioned basement. Some supply branch/plenum in adjacent crawl space,0,0,0
14329,1,0.7,0.62,Supply,8.43,7.37,85.92,44.63,55.61,24.74,164.0,39.0,203.0,0.88,929.0,,0.05,0.12,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1953.0,,109.9,132.11,104.44,,236.55,,,0,0,0
14331,1,0.54,0.59,Supply,18.05,11.34,116.0,34.64,76.84,26.6,39.0,52.0,91.0,0.98,692.0,,0.11,0.09,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",1408.0,0,1892.0,,33.5,196.95,87.73,,284.68,,,0,0,0
14423,1,0.55,0.59,Return,48.76,31.95,107.09,324.08,78.07,214.98,23.0,69.1,92.0,1.02,453.0,flow plate double checked for correct orientation.,0.57,0.29,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,1265.0,73.31,18.37,283.59,18.37,91.69,301.96,393.66,,0,0,0
14508,1,0.73,0.73,Return,19.73,3.81,287.36,66.62,172.11,40.13,198.0,47.0,245.0,0.86,1355.0,,0.02,0.08,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3507.0,,73.08,70.89,94.2,,165.1,,,0,0,0
14542,1,,0.58,Supply,,41.93,405.66,,271.35,,28.0,20.0,48.0,0.97,1174.0,,0.13,0.16,ECM,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,Inside heated space,,1,3440.0,,,138.39,137.55,,275.95,,,0,0,0
14545,1,0.7,0.63,Return,9.66,3.07,116.42,37.0,70.19,23.8,127.0,115.0,242.0,0.95,1089.0,,0.03,0.03,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1300.0,,37.83,156.31,15.49,,171.8,,,0,0,0
14560,1,0.62,0.64,Supply,9.34,7.72,95.18,12.81,61.0,9.0,66.0,52.0,118.0,0.99,800.0,,0.07,0.09,PSC,Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,,1,2236.0,,20.94,84.41,250.66,,335.07,,,0,0,0
14577,1,0.65,0.73,Supply,12.19,4.82,85.74,74.16,51.49,49.85,123.0,49.0,172.0,0.96,995.0,,0.05,0.1,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2402.0,,9.7,87.53,33.42,,120.95,,,0,0,0
14646,1,0.61,0.66,Return,8.37,2.91,53.38,38.49,35.73,24.36,88.0,82.0,170.0,1.01,861.0,,0.03,0.04,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)",,1,1125.0,39.07,18.32,167.1,15.7,57.4,182.8,240.21,,0,0,0
14674,1,0.58,0.69,Return,22.17,7.83,101.79,120.02,73.5,74.0,133.0,86.0,219.0,1.05,1063.0,,0.1,0.13,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1242.0,,134.02,175.07,73.51,,248.59,,,0,0,0
20020,1,0.73,0.71,Supply,47.35,49.42,817.0,34.67,497.0,13.42,30.0,30.0,60.0,0.96,751.0,,0.45,0.45,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,,,1,2026.0,149.46,384.03,210.34,364.32,533.49,574.66,1108.16,,0,0,0
20095,1,0.57,0.69,Supply,20.41,9.14,138.77,57.41,85.71,45.67,35.6,19.8,55.0,1.05,869.0,,0.05,0.07,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2494.0,,76.74,,62.66,,,,,0,0,0
20108,1,0.74,0.7,Supply,22.69,20.23,317.34,92.83,194.85,50.75,137.6,20.0,158.0,0.81,717.0,,0.14,0.55,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1695.0,,,,,,,,This is a conditioned crawl-perimeter insulation and no foundation vents and no crawl fans.,0,0,0
20182,1,0.58,0.71,Supply,33.69,16.47,271.0,64.0,165.0,58.0,87.0,84.0,171.0,1.01,991.0,,0.24,0.24,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1280.0,,47.08,118.16,76.57,,194.74,,,0,0,0
20185,1,0.65,0.61,Supply,5.83,4.57,50.81,23.79,33.16,14.33,217.0,23.7,241.0,0.65,906.0,,0.02,0.09,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1608.0,97.08,177.24,47.26,53.05,274.32,100.32,374.64,Ducts are approx 80% inside conditioned space.  One shortt trunk lines about 12 feet total extend into fully finished garage.,0,0,0
20200,1,0.68,,Supply,17.45,,,,,,95.0,15.0,110.0,0.86,700.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1300.0,,62.82,20.88,112.79,,133.68,,was not able to split the system due to the filter slot being located in the return grill. called bruce for technical assistance and he agreed it couldnt be done.,0,0,0
20215,1,,0.67,Supply,,3.36,47.36,,29.63,,113.0,23.0,136.0,0.9,879.0,,0.01,0.05,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,3038.0,,,46.89,13.12,,60.02,,,0,0,0
20374,1,0.59,0.59,Return,12.69,9.65,30.0,98.0,20.0,65.0,13.0,0.0,13.0,1.01,417.0,Unable to gain access to supply plenum even after drilling a few holes.,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1590.0,,129.44,46.89,62.52,,109.42,,,0,0,0
20395,1,,,,,,,,,,,,,,,The return numbers seem really low.  See email for detailed information as to why questions below are blank.,,,PSC,Inside heated space,Inside heated space,Between floors / in ouside wall,Between floors / in ouside wall,,1,1481.0,,,,,,,,,1,0,1
20457,1,0.73,,,13.99,,,,,,72.0,46.0,118.0,1.65,1062.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2208.0,,116.77,1213.51,386.86,,1600.37,,Did not perform single-side duct blaster test due to time constraints.,0,0,0
20469,1,0.59,0.57,Return,6.82,5.8,14.16,54.37,8.95,36.58,244.0,12.5,256.0,0.74,677.0,BASEMENT furnace trueflow test,0.02,0.13,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",1085.0,0,3219.0,73.67,14.17,128.76,20.46,87.85,149.23,237.09,PERFORMED ONLY ON ATTIC FURNACE/DUCTWORK THAT SERVES 2ND STAIRS.,0,0,0
