WMO,STATION,COUNTY NAME,STATE,STATE NAME,BA ZONE,IECC ZONE
723448,BATESVILLE (AWOS),Independence,AR,Arkansas,Mixed-Humid,3A
723449,ROGERS (AWOS),Benton,AR,Arkansas,Mixed-Humid,4A
723489,CAPE GIRARDEAU MUNICIPAL AP,Scott,MO,Missouri,Mixed-Humid,4A
723495,JOPLIN MUNICIPAL AP,Jasper,MO,Missouri,Mixed-Humid,4A
723510,WICHITA FALLS MUNICIPAL ARPT,Wichita,TX,Texas,Mixed-Humid,3A
723520,ALTUS AFB,Jackson,OK,Oklahoma,Mixed-Humid,3A
723525,HOBART MUNICIPAL AP,Kiowa,OK,Oklahoma,Mixed-Humid,3A
723526,CLINTON-SHERMAN,Washita,OK,Oklahoma,Mixed-Humid,3A
723527,GAGE AIRPORT,Ellis,OK,Oklahoma,Mixed-Humid,3A
723530,OKLAHOMA CITY WILL ROGERS WOR,Oklahoma,OK,Oklahoma,Mixed-Humid,3A
723535,VANCE AFB,Garfield,OK,Oklahoma,Mixed-Humid,3A
723540,TINKER AFB,Oklahoma,OK,Oklahoma,Mixed-Humid,3A
723544,OKLAHOMA CITY/WILEY,Oklahoma,OK,Oklahoma,Mixed-Humid,3A
723545,STILLWATER RGNL,Payne,OK,Oklahoma,Mixed-Humid,3A
723546,PONCA CITY MUNICIPAL AP,Kay,OK,Oklahoma,Mixed-Humid,3A
723550,FORT SILL,Comanche,OK,Oklahoma,Mixed-Humid,3A
723560,TULSA INTERNATIONAL AIRPORT,Tulsa,OK,Oklahoma,Mixed-Humid,3A
723565,BARTLESVILLE/PHILLI,Osage,OK,Oklahoma,Mixed-Humid,3A
723566,MCALESTER MUNICIPAL AP,Pittsburg,OK,Oklahoma,Mixed-Humid,3A
723575,LAWTON MUNICIPAL,Comanche,OK,Oklahoma,Mixed-Humid,3A
723600,CLAYTON MUNICIPAL AIRPARK,Union,NM,New Mexico,Mixed-Dry,4B
723604,CHILDRESS MUNICIPAL AP,Childress,TX,Texas,Hot-Dry,3B
723627,GALLUP SEN CLARKE FLD,McKinley,NM,New Mexico,Cold,5B
723630,AMARILLO INTERNATIONAL AP,Potter,TX,Texas,Mixed-Dry,4B
723650,ALBUQUERQUE INTL ARPT,Bernalillo,NM,New Mexico,Mixed-Dry,4B
723656,SATA FE COUNTY MUNICIPAL AP,Santa Fe,NM,New Mexico,Cold,5B
723658,FARMINGTON FOUR CORNERS REGL,San Juan,NM,New Mexico,Cold,5B
723663,TAOS MUNI APT(AWOS),Taos,NM,New Mexico,Cold,5B
723676,TUCUMCARI FAA AP,Quay,NM,New Mexico,Mixed-Dry,4B
723677,LAS VEGAS MUNICIPAL ARPT,San Miguel,NM,New Mexico,Cold,5B
723700,KINGMAN (AMOS),Mohave,AZ,Arizona,Hot-Dry,3B
723710,PAGE MUNI (AMOS),Coconino,AZ,Arizona,Cold,5B
723723,PRESCOTT LOVE FIELD,Yavapai,AZ,Arizona,Mixed-Dry,4B
723740,WINSLOW MUNICIPAL AP,Navajo,AZ,Arizona,Cold,5B
723747,SHOW LOW MUNICIPAL,Navajo,AZ,Arizona,Cold,5B
723755,FLAGSTAFF PULLIAM ARPT,Coconino,AZ,Arizona,Cold,5B
723783,GRAND CANYON NATL P,Coconino,AZ,Arizona,Cold,5B
723805,NEEDLES AIRPORT,San Bernardino,CA,California,Hot-Dry,3B
723810,EDWARDS AFB,Kern,CA,California,Hot-Dry,3B
723815,DAGGETT BARSTOW-DAGGETT AP,San Bernardino,CA,California,Hot-Dry,3B
723816,LANCASTER GEN WM FOX FIELD,Los Angeles,CA,California,Hot-Dry,3B
723820,PALMDALE AIRPORT,Los Angeles,CA,California,Hot-Dry,3B
723830,SANDBERG,Los Angeles,CA,California,Hot-Dry,3B
723840,BAKERSFIELD MEADOWS FIELD,Kern,CA,California,Hot-Dry,3B
723860,LAS VEGAS MCCARRAN INTL AP,Clark,NV,Nevada,Hot-Dry,3B
723865,NELLIS AFB,Clark,NV,Nevada,Hot-Dry,3B
723870,MERCURY DESERT ROCK AP,Nye,NV,Nevada,Cold,5B
723890,FRESNO YOSEMITE INTL AP,Fresno,CA,California,Hot-Dry,3B
723895,PORTERVILLE (AWOS),Tulare,CA,California,Hot-Dry,3B
723896,VISALIA MUNI (AWOS),Tulare,CA,California,Hot-Dry,3B
723910,POINT MUGU NF,Ventura,CA,California,Marine,3C
723925,SANTA BARBARA MUNICIPAL AP,Santa Barbara,CA,California,Marine,3C
723926,CAMARILLO (AWOS),Ventura,CA,California,Marine,3C
723927,OXNARD AIRPORT,Ventura,CA,California,Marine,3C
723940,SANTA MARIA PUBLIC ARPT,Santa Barbara,CA,California,Marine,3C
723965,PASO ROBLES MUNICIPAL ARPT,San Luis Obispo,CA,California,Marine,3C
724010,RICHMOND INTERNATIONAL AP,Henrico,VA,Virginia,Mixed-Humid,4A
724014,DINWIDDIE CO,Dinwiddie,VA,Virginia,Mixed-Humid,4A
724016,CHARLOTTESVILLE FAA,Albemarle,VA,Virginia,Mixed-Humid,4A
724017,FARMVILLE,Cumberland,VA,Virginia,Mixed-Humid,4A
724026,MELFA/ACCOMACK ARPT,Accomack,VA,Virginia,Mixed-Humid,4A
724030,WASHINGTON DC DULLES INT'L AR,Loudoun,VA,Virginia,Mixed-Humid,4A
724033,SHANNON ARPT,Spotsylvania,VA,Virginia,Mixed-Humid,4A
724035,QUANTICO MCAS,Charles City,VA,Virginia,Mixed-Humid,4A
724036,MANASSAS MUNI(AWOS),Manassas,VA,Virginia,Mixed-Humid,4A
724037,FORT BELVOIR/DAVISO,Fairfax,VA,Virginia,Mixed-Humid,4A
724040,PATUXENT RIVER NAS,St. Mary's,MD,Maryland,Mixed-Humid,4A
724045,SALISBURY WICOMICO CO AP,Wicomico,MD,Maryland,Mixed-Humid,4A
724050,WASHINGTON DC REAGAN AP,District of Columbia,DC,District of Columbia,Mixed-Humid,4A
724053,WINCHESTER RGNL,Frederick,VA,Virginia,Mixed-Humid,4A
724055,LEESBURG/GODFREY,Loudoun,VA,Virginia,Mixed-Humid,4A
724056,MARION / WYTHEVILLE,Smyth,VA,Virginia,Mixed-Humid,4A
724058,ABINGTON,Washington,VA,Virginia,Mixed-Humid,4A
724060,BALTIMORE BLT-WASHNGTN INT'L,Anne Arundel,MD,Maryland,Mixed-Humid,4A
724066,HAGERSTOWN RGNL RIC,Washington,MD,Maryland,Mixed-Humid,4A
724070,ATLANTIC CITY INTL AP,Atlantic,NJ,New Jersey,Mixed-Humid,4A
724075,MILLVILLE MUNICIPAL AP,Cumberland,NJ,New Jersey,Mixed-Humid,4A
724080,PHILADELPHIA INTERNATIONAL AP,Delaware,PA,Pennsylvania,Mixed-Humid,4A
724084,BELMAR-FARMINGDALE,Monmouth,NJ,New Jersey,Mixed-Humid,4A
724085,PHILADELPHIA NE PHILADELPHIA,Philadelphia,PA,Pennsylvania,Mixed-Humid,4A
724086,WILLOW GROVE NAS,Montgomery,PA,Pennsylvania,Mixed-Humid,4A
724088,DOVER AFB,Kent,DE,Delaware,Mixed-Humid,4A
724089,WILMINGTON NEW CASTLE CNTY AP,New Castle,DE,Delaware,Mixed-Humid,4A
724094,CALDWELL/ESSEX CO.,Essex,NJ,New Jersey,Mixed-Humid,4A
724095,TRENTON MERCER COUNTY AP,Mercer,NJ,New Jersey,Cold,5A
724096,MCGUIRE AFB,Burlington,NJ,New Jersey,Mixed-Humid,4A
724100,LYNCHBURG REGIONAL ARPT,Lynchburg,VA,Virginia,Mixed-Humid,4A
724105,STAUNTON/SHENANDOAH,Augusta,VA,Virginia,Mixed-Humid,4A
724106,DANVILLE FAA AP,Danville,VA,Virginia,Mixed-Humid,4A
724107,HILLSVILLE,Carroll,VA,Virginia,Mixed-Humid,4A
724110,ROANOKE REGIONAL AP,Roanoke City,VA,Virginia,Mixed-Humid,4A
724113,VIRGINIA TECH ARPT,Montgomery,VA,Virginia,Mixed-Humid,4A
724115,HOT SPRINGS/INGALLS,Bath,VA,Virginia,Mixed-Humid,4A
724116,PULASKI,Pulaski,VA,Virginia,Mixed-Humid,4A
724117,WISE/LONESOME PINE,Wise,VA,Virginia,Mixed-Humid,4A
724120,BECKLEY RALEIGH CO MEM AP,Raleigh,WV,West Virginia,Cold,5A
724125,BLUEFIELD/MERCER CO,Mercer,WV,West Virginia,Mixed-Humid,4A
724127,LEWISBURG/GREENBRIE,Greenbrier,WV,West Virginia,Cold,5A
724140,CHARLESTON YEAGER ARPT,Kanawha,WV,West Virginia,Mixed-Humid,4A
724170,ELKINS ELKINS-RANDOLPH CO ARP,Randolph,WV,West Virginia,Cold,5A
724175,HARRISON MARION RGN,Harrison,WV,West Virginia,Cold,5A
724176,MORGANTOWN HART FIELD,Monongalia,WV,West Virginia,Cold,5A
724177,MARTINSBURG EASTERN WV REG AP,Berkeley,WV,West Virginia,Mixed-Humid,4A
724210,CINCINNATI NORTHERN KY AP,Boone,KY,Kentucky,Mixed-Humid,4A
724220,LEXINGTON BLUEGRASS AP,Fayette,KY,Kentucky,Mixed-Humid,4A
724230,LOUISVILLE STANDIFORD FIELD,Jefferson,KY,Kentucky,Mixed-Humid,4A
724235,LOUISVILLE BOWMAN FIELD,Jefferson,KY,Kentucky,Mixed-Humid,4A
724236,JACKSON JULIAN CARROLL AP,Breathitt,KY,Kentucky,Mixed-Humid,4A
724238,HENDERSON CITY,Henderson,KY,Kentucky,Mixed-Humid,4A
724240,FORT KNOX/GODMAN,Hardin,KY,Kentucky,Mixed-Humid,4A
724243,LONDON-CORBIN AP,Laurel,KY,Kentucky,Mixed-Humid,4A
724250,HUNTINGTON TRI-STATE ARPT,Wayne,WV,West Virginia,Mixed-Humid,4A
724273,PARKERSBURG WOOD COUNTY AP,Wood,WV,West Virginia,Mixed-Humid,4A
724275,WHEELING OHIO COUNTY AP,Brooke,WV,West Virginia,Cold,5A
724280,COLUMBUS PORT COLUMBUS INTL A,Franklin,OH,Ohio,Cold,5A
724286,ZANESVILLE MUNICIPAL AP,Muskingum,OH,Ohio,Cold,5A
724288,OHIO STATE UNIVERSI,Franklin,OH,Ohio,Cold,5A
724290,DAYTON INTERNATIONAL AIRPORT,Montgomery,OH,Ohio,Cold,5A
724297,CINCINNATI MUNICIPAL AP LUNKI,Hamilton,OH,Ohio,Mixed-Humid,4A
724320,EVANSVILLE REGIONAL AP,Vanderburgh,IN,Indiana,Mixed-Humid,4A
724335,MOUNT VERNON (AWOS),Jefferson,IL,Illinois,Mixed-Humid,4A
724336,SOUTHERN ILLINOIS,Jackson,IL,Illinois,Mixed-Humid,4A
724338,SCOTT AFB/BELLEVILL,St. Clair,IL,Illinois,Mixed-Humid,4A
724339,MARION REGIONAL,Williamson,IL,Illinois,Mixed-Humid,4A
724340,ST LOUIS LAMBERT INT'L ARPT,St. Louis,MO,Missouri,Mixed-Humid,4A
724345,ST LOUIS SPIRIT OF ST LOUIS A,St. Louis,MO,Missouri,Mixed-Humid,4A
724350,PADUCAH BARKLEY REGIONAL AP,McCracken,KY,Kentucky,Mixed-Humid,4A
724354,SOMERSET(AWOS),Fayette,KY,Kentucky,Mixed-Humid,4A
724365,HUNTINGBURG,Dubois,IN,Indiana,Mixed-Humid,4A
724373,TERRE HAUTE/HULMAN,Vigo,IN,Indiana,Cold,5A
724375,MONROE CO,Monroe,IN,Indiana,Mixed-Humid,4A
724380,INDIANAPOLIS INTL AP,Marion,IN,Indiana,Cold,5A
724386,LAFAYETTE PURDUE UNIV AP,Tippecanoe,IN,Indiana,Cold,5A
724390,SPRINGFIELD CAPITAL AP,Sangamon,IL,Illinois,Cold,5A
724396,QUINCY MUNI BALDWIN FLD,Adams,IL,Illinois,Cold,5A
724397,CENTRAL ILLINOIS RG,McLean,IL,Illinois,Cold,5A
724400,SPRINGFIELD REGIONAL ARPT,Greene,MO,Missouri,Mixed-Humid,4A
724450,COLUMBIA REGIONAL AIRPORT,Boone,MO,Missouri,Mixed-Humid,4A
724454,FARMINGTON,St. Francois,MO,Missouri,Mixed-Humid,4A
724455,KIRKSVILLE REGIONAL AP,Adair,MO,Missouri,Cold,5A
724456,VICHY ROLLA NATL ARPT,Maries,MO,Missouri,Mixed-Humid,4A
724457,FT LNRD WD AAF,Pulaski,MO,Missouri,Mixed-Humid,4A
724458,JEFFERSON CITY MEM,Callaway,MO,Missouri,Mixed-Humid,4A
724459,KAISER MEM (AWOS),Miller,MO,Missouri,Mixed-Humid,4A
724460,KANSAS CITY INT'L ARPT,Platte,MO,Missouri,Mixed-Humid,4A
724463,KANSAS CITY DOWNTOWN AP,Clay,MO,Missouri,Mixed-Humid,4A
724467,WHITEMAN AFB,Johnson,MO,Missouri,Mixed-Humid,4A
724468,OLATHE/JOHNSON CO.,Johnson,KS,Kansas,Mixed-Humid,4A
724475,OLATHE JOHNSON CO INDUSTRIAL,Johnson,KS,Kansas,Mixed-Humid,4A
724490,ST JOSEPH ROSECRANS MEMORIAL,Buchanan,MO,Missouri,Cold,5A
724500,WICHITA MID-CONTINENT AP,Sedgwick,KS,Kansas,Mixed-Humid,4A
724504,WICHITA/COL. JABARA,Sedgwick,KS,Kansas,Mixed-Humid,4A
724505,MCCONNELL AFB,Sedgwick,KS,Kansas,Mixed-Humid,4A
724506,HUTCHINSON MUNICIPAL AP,Reno,KS,Kansas,Mixed-Humid,4A
724507,CHANUTE MARTIN JOHNSON AP,Neosho,KS,Kansas,Mixed-Humid,4A
724509,NEWTON (AWOS),Harvey,KS,Kansas,Mixed-Humid,4A
724510,DODGE CITY REGIONAL AP,Ford,KS,Kansas,Mixed-Humid,4A
724515,GARDEN CITY MUNICIPAL AP,Finney,KS,Kansas,Mixed-Humid,4A
724516,LIBERAL MUNI,Seward,KS,Kansas,Mixed-Humid,4A
724517,GREAT BEND (AWOS),Barton,KS,Kansas,Mixed-Humid,4A
724518,HAYS MUNI (AWOS),Ellis,KS,Kansas,Cold,5A
724550,FT RILEY/MARSHALL A,Geary,KS,Kansas,Mixed-Humid,4A
724555,MANHATTAN RGNL,Riley,KS,Kansas,Mixed-Humid,4A
724556,EMPORIA MUNICIPAL AP,Lyon,KS,Kansas,Mixed-Humid,4A
724560,TOPEKA MUNICIPAL AP,Shawnee,KS,Kansas,Mixed-Humid,4A
724565,TOPEKA FORBES FIELD,Shawnee,KS,Kansas,Mixed-Humid,4A
724580,CONCORDIA BLOSSER MUNI AP,Cloud,KS,Kansas,Cold,5A
724585,RUSSELL MUNICIPAL AP,Russell,KS,Kansas,Mixed-Humid,4A
724586,SALINA MUNICIPAL AP,Saline,KS,Kansas,Mixed-Humid,4A
724620,ALAMOSA SAN LUIS VALLEY RGNL,Alamosa,CO,Colorado,Cold,6B
724625,DURANGO/LA PLATA CO,La Plata,CO,Colorado,Cold,5B
724635,LA JUNTA MUNICIPAL AP,Otero,CO,Colorado,Mixed-Dry,4B
724636,LAMAR MUNICIPAL,Prowers,CO,Colorado,Cold,5B
724640,PUEBLO MEMORIAL AP,Pueblo,CO,Colorado,Cold,5B
724645,TRINIDAD LAS ANIMAS COUNTY AP,Las Animas,CO,Colorado,Mixed-Dry,4B
724650,GOODLAND RENNER FIELD,Sherman,KS,Kansas,Cold,5A
724655,HILL CITY MUNICIPAL AP,Graham,KS,Kansas,Cold,5A
724660,COLORADO SPRINGS MUNI AP,El Paso,CO,Colorado,Cold,5B
724665,LIMON,Elbert,CO,Colorado,Cold,5B
724666,DENVER/CENTENNIAL,Arapahoe,CO,Colorado,Cold,5B
724673,LEADVILLE/LAKE CO.,Lake,CO,Colorado,Very Cold,7
724675,EAGLE COUNTY AP,Eagle,CO,Colorado,Cold,6B
724676,ASPEN PITKIN CO SAR,Pitkin,CO,Colorado,Very Cold,7
724677,GUNNISON CO. (AWOS),Gunnison,CO,Colorado,Very Cold,7
724695,BUCKLEY ANGB/DENVER,Arapahoe,CO,Colorado,Cold,5B
724698,AKRON WASHINGTON CO AP,Washington,CO,Colorado,Cold,5B
724699,BROOMFIELD/JEFFCO [BOULDER - SURFRAD],Boulder,CO,Colorado,Cold,5B
724723,BLANDING,San Juan,UT,Utah,Cold,5B
724735,HANKSVILLE,Wayne,UT,Utah,Cold,5B
724754,SAINT GEORGE (AWOS),Washington,UT,Utah,Hot-Dry,3B
724755,CEDAR CITY MUNICIPAL AP,Iron,UT,Utah,Cold,5B
724756,BRYCE CNYN FAA AP,Garfield,UT,Utah,Cold,5B
724760,GRAND JUNCTION WALKER FIELD,Mesa,CO,Colorado,Cold,5B
724765,MONTROSE CO. ARPT,Montrose,CO,Colorado,Cold,5B
724767,CORTEZ/MONTEZUMA CO,Montezuma,CO,Colorado,Cold,5B
724768,GREELEY/WELD (AWOS),Weld,CO,Colorado,Cold,5B
724769,FORT COLLINS (AWOS),Larimer,CO,Colorado,Cold,5B
724776,MOAB/CANYONLANDS [UO],Grand,UT,Utah,Cold,5B
724795,DELTA,Millard,UT,Utah,Cold,5B
724800,BISHOP AIRPORT,Inyo,CA,California,Mixed-Dry,4B
724815,MERCED/MACREADY FLD,Merced,CA,California,Hot-Dry,3B
724830,SACRAMENTO EXECUTIVE ARPT,Sacramento,CA,California,Hot-Dry,3B
724837,BEALE AFB/MARYSVILE,Yuba,CA,California,Hot-Dry,3B
724838,YUBA CO,Yuba,CA,California,Hot-Dry,3B
724839,SACRAMENTO METROPOLITAN AP,Sacramento,CA,California,Hot-Dry,3B
724855,TONOPAH AIRPORT,Nye,NV,Nevada,Cold,5B
724860,ELY YELLAND FIELD,White Pine,NV,Nevada,Cold,5B
724880,RENO TAHOE INTERNATIONAL AP,Washoe,NV,Nevada,Cold,5B
724885,FALLON NAAS,Churchill,NV,Nevada,Cold,5B
724915,MONTEREY PENINSULA,Monterey,CA,California,Marine,3C
724917,SALINAS MUNICIPAL AP,Monterey,CA,California,Marine,3C
724920,STOCKTON METROPOLITAN ARPT,San Joaquin,CA,California,Hot-Dry,3B
724926,MODESTO CITY-COUNTY AP,Stanislaus,CA,California,Hot-Dry,3B
724927,LIVERMORE MUNICIPAL,Alameda,CA,California,Marine,3C
724930,OAKLAND METROPOLITAN ARPT,Alameda,CA,California,Marine,3C
724935,HAYWARD AIR TERM,Alameda,CA,California,Marine,3C
724936,CONCORD CONCORD-BUCHANAN FIEL,Contra Costa,CA,California,Hot-Dry,3B
724940,SAN FRANCISCO INTL AP,San Mateo,CA,California,Marine,3C
724945,SAN JOSE INTL AP,Santa Clara,CA,California,Marine,3C
724955,NAPA CO. AIRPORT,Napa,CA,California,Marine,3C
724957,SANTA ROSA (AWOS),Sonoma,CA,California,Marine,3C
725020,NEWARK INTERNATIONAL ARPT,Essex,NJ,New Jersey,Mixed-Humid,4A
725025,TETERBORO AIRPORT,Bergen,NJ,New Jersey,Cold,5A
725029,OXFORD (AWOS),New Haven,CT,Connecticut,Cold,5A
725030,NEW YORK LAGUARDIA ARPT,Queens,NY,New York,Mixed-Humid,4A
725033,NEW YORK CENTRAL PRK OBS BELV,New York,NY,New York,Mixed-Humid,4A
725035,ISLIP LONG ISL MACARTHUR AP,Suffolk,NY,New York,Mixed-Humid,4A
725036,POUGHKEEPSIE DUTCHESS CO AP,Dutchess,NY,New York,Cold,5A
725037,WHITE PLAINS WESTCHESTER CO A,Westchester,NY,New York,Mixed-Humid,4A
725038,NEWBURGH/STEWART,Orange,NY,New York,Cold,5A
725040,BRIDGEPORT SIKORSKY MEMORIAL,Fairfield,CT,Connecticut,Cold,5A
725045,NEW HAVEN TWEED AIRPORT,New Haven,CT,Connecticut,Cold,5A
725046,GROTON NEW LONDON AP,New London,CT,Connecticut,Cold,5A
725054,PAWTUCKET (AWOS),Providence,RI,Rhode Island,Cold,5A
725058,BLOCK ISLAND STATE ARPT,Washington,RI,Rhode Island,Cold,5A
725060,OTIS ANGB,Barnstable,MA,Massachusetts,Cold,5A
725063,NANTUCKET MEMORIAL AP,Nantucket,MA,Massachusetts,Cold,5A
725064,PLYMOUTH MUNICIPAL,Plymouth,MA,Massachusetts,Cold,5A
725065,NEW BEDFORD RGNL,Bristol,MA,Massachusetts,Cold,5A
725066,MARTHAS VINEYARD,Dukes,MA,Massachusetts,Cold,5A
725067,BARNSTABLE MUNI BOA,Barnstable,MA,Massachusetts,Cold,5A
725070,PROVIDENCE T F GREEN STATE AR,Kent,RI,Rhode Island,Cold,5A
725073,PROVINCETOWN (AWOS),Barnstable,MA,Massachusetts,Cold,5A
725075,NORTH ADAMS,Berkshire,MA,Massachusetts,Cold,5A
725080,HARTFORD BRADLEY INTL AP,Hartford,CT,Connecticut,Cold,5A
725086,DANBURY MUNICIPAL,Fairfield,CT,Connecticut,Cold,5A
725087,HARTFORD BRAINARD FD,Hartford,CT,Connecticut,Cold,5A
725088,BEVERLY MUNI,Essex,MA,Massachusetts,Cold,5A
725090,BOSTON LOGAN INT'L ARPT,Suffolk,MA,Massachusetts,Cold,5A
725095,WORCHESTER REGIONAL ARPT,Worcester,MA,Massachusetts,Cold,5A
725098,NORWOOD MEMORIAL,Norfolk,MA,Massachusetts,Cold,5A
725103,READING SPAATZ FIELD,Berks,PA,Pennsylvania,Cold,5A
725115,MIDDLETOWN HARRISBURG INTL AP,Dauphin,PA,Pennsylvania,Cold,5A
725116,LANCASTER,Lancaster,PA,Pennsylvania,Cold,5A
725117,WASHINGTON (AWOS),Washington,PA,Pennsylvania,Cold,5A
725118,HARRISBURG CAPITAL CITY ARPT,York,PA,Pennsylvania,Mixed-Humid,4A
725124,BUTLER CO. (AWOS),Butler,PA,Pennsylvania,Cold,5A
725125,DUBOIS FAA AP,Jefferson,PA,Pennsylvania,Cold,5A
725126,ALTOONA BLAIR CO ARPT,Blair,PA,Pennsylvania,Cold,5A
725127,JOHNSTOWN CAMBRIA COUNTY AP,Cambria,PA,Pennsylvania,Cold,5A
725128,STATE COLLEGE [PENN STATE - SURFRAD],Centre,PA,Pennsylvania,Cold,5A
725130,WILKES-BARRE SCRANTON INTL AP,Luzerne,PA,Pennsylvania,Cold,5A
725140,WILLIAMSPORT REGIONAL AP,Lycoming,PA,Pennsylvania,Cold,5A
725145,MONTICELLO(AWOS),Sullivan,NY,New York,Cold,6A
725150,BINGHAMTON EDWIN A LINK FIELD,Broome,NY,New York,Cold,6A
725156,ELMIRA CORNING REGIONAL AP,Chemung,NY,New York,Cold,5A
725165,RUTLAND STATE,Rutland,VT,Vermont,Cold,6A
725170,ALLENTOWN LEHIGH VALLEY INTL,Lehigh,PA,Pennsylvania,Cold,5A
725180,ALBANY COUNTY AP,Albany,NY,New York,Cold,5A
725185,GLENS FALLS AP,Warren,NY,New York,Cold,6A
725190,SYRACUSE HANCOCK INT'L ARPT,Onondaga,NY,New York,Cold,5A
725197,UTICA ONEIDA COUNTY AP,Sullivan,NY,New Hampshire,Cold,6A
725200,PITTSBURGH INTERNATIONAL AP,Allegheny,PA,Pennsylvania,Cold,5A
725205,PITTSBURGH ALLEGHENY CO AP,Allegheny,PA,Pennsylvania,Cold,5A
725210,AKRON AKRON-CANTON REG AP,Summit,OH,Ohio,Cold,5A
725235,JAMESTOWN (AWOS),Chautauqua,NY,New York,Cold,5A
725240,CLEVELAND HOPKINS INTL AP,Cuyahoga,OH,Ohio,Cold,5A
725245,BURKE LAKEFRONT,Cuyahoga,OH,Ohio,Cold,5A
725246,MANSFIELD LAHM MUNICIPAL ARPT,Richland,OH,Ohio,Cold,5A
725250,YOUNGSTOWN REGIONAL AIRPORT,Trumbull,OH,Ohio,Cold,5A
725260,ERIE INTERNATIONAL AP,Erie,PA,Pennsylvania,Cold,5A
725266,BRADFORD REGIONAL AP,McKean,PA,Pennsylvania,Cold,6A
725267,FRANKLIN,Venango,PA,Pennsylvania,Cold,5A
725280,BUFFALO NIAGARA INTL AP,Erie,NY,New York,Cold,5A
725287,NIAGARA FALLS AF,Niagara,NY,New York,Cold,5A
725290,ROCHESTER GREATER ROCHESTER I,Monroe,NY,New York,Cold,5A
725300,CHICAGO OHARE INTL AP,Cook,IL,Illinois,Cold,5A
725305,W. CHICAGO/DU PAGE,DuPage,IL,Illinois,Cold,5A
725314,CAHOKIA/ST. LOUIS,St. Clair,IL,Illinois,Mixed-Humid,4A
725315,UNIV OF ILLINOIS WI,Champaign,IL,Illinois,Cold,5A
725316,DECATUR,Macon,IL,Illinois,Cold,5A
725320,PEORIA GREATER PEORIA AP,Peoria,IL,Illinois,Cold,5A
725326,STERLING ROCKFALLS,Whiteside,IL,Illinois,Cold,5A
725330,FORT WAYNE INTL AP,Allen,IN,Indiana,Cold,5A
725335,GRISSOM ARB,Miami,IN,Indiana,Cold,5A
725336,DELAWARE CO JOHNSON,Delaware,IN,Indiana,Cold,5A
725340,CHICAGO MIDWAY AP,Cook,IL,Illinois,Cold,5A
725347,CHICAGO/WAUKEGAN,Lake,IL,Illinois,Cold,5A
725350,SOUTH BEND MICHIANA RGNL AP,St. Joseph,IN,Indiana,Cold,5A
725360,TOLEDO EXPRESS AIRPORT,Lucas,OH,Ohio,Cold,5A
725366,FINDLAY AIRPORT,Hancock,OH,Ohio,Cold,5A
725370,DETROIT METROPOLITAN ARPT,Wayne,MI,Michigan,Cold,5A
725374,ANN ARBOR MUNICIPAL,Washtenaw,MI,Michigan,Cold,5A
725375,DETROIT CITY AIRPORT,Wayne,MI,Michigan,Cold,5A
725376,DETROIT WILLOW RUN AP,Wayne,MI,Michigan,Cold,5A
725377,SELFRIDGE ANGB,Macomb,MI,Michigan,Cold,5A
725378,HOWELL,Livingston,MI,Michigan,Cold,5A
725384,ST.CLAIR COUNTY INT,St. Clair,MI,Michigan,Cold,5A
725390,LANSING CAPITAL CITY ARPT,Clinton,MI,Michigan,Cold,5A
725395,JACKSON REYNOLDS FIELD,Jackson,MI,Michigan,Cold,5A
725396,BATTLE CREEK KELLOGG AP,Calhoun,MI,Michigan,Cold,5A
725430,ROCKFORD GREATER ROCKFORD AP,Winnebago,IL,Illinois,Cold,5A
725440,MOLINE QUAD CITY INTL AP,Rock Island,IL,Illinois,Cold,5A
725450,CEDAR RAPIDS MUNICIPAL AP,Linn,IA,Iowa,Cold,5A
725453,ATLANTIC,Cass,IA,Iowa,Cold,5A
725454,WASHINGTON,Washington,IA,Iowa,Cold,5A
725455,BURLINGTON MUNICIPAL AP,Des Moines,IA,Iowa,Cold,5A
725456,KEOKUK MUNI,Lee,IA,Iowa,Cold,5A
725457,ALGONA,Kossuth,IA,Iowa,Cold,6A
725460,DES MOINES INTL AP,Polk,IA,Iowa,Cold,5A
725463,CHARLES CITY,Floyd,IA,Iowa,Cold,6A
725464,NEWTON MUNI,Jasper,IA,Iowa,Cold,5A
725465,OTTUMWA INDUSTRIAL AP,Wapello,IA,Iowa,Cold,5A
725467,SHENANDOAH MUNI,Fremont,IA,Iowa,Cold,5A
725468,CARROLL,Carroll,IA,Iowa,Cold,5A
725469,CHARITON,Lucas,IA,Iowa,Cold,5A
725470,DUBUQUE REGIONAL AP,Dubuque,IA,Iowa,Cold,5A
725473,CLINTON MUNI (AWOS),Clinton,IA,Iowa,Cold,5A
725474,CRESTON,Union,IA,Iowa,Cold,5A
725475,MONTICELLO MUNI,Jones,IA,Iowa,Cold,5A
725476,DECORAH,Winneshiek,IA,Iowa,Cold,6A
725477,DENISON,Crawford,IA,Iowa,Cold,5A
725478,WEBSTER CITY,Hamilton,IA,Iowa,Cold,6A
725479,CLARINDA,Page,IA,Iowa,Cold,5A
725480,WATERLOO MUNICIPAL AP,Black Hawk,IA,Iowa,Cold,6A
725483,FORT MADISON,Lee,IA,Iowa,Cold,5A
725484,LE MARS,Plymouth,IA,Iowa,Cold,6A
725485,MASON CITY MUNICIPAL ARPT,Cerro Gordo,IA,Iowa,Cold,6A
725486,BOONE MUNI,Boone,IA,Iowa,Cold,5A
725487,MUSCATINE,Muscatine,IA,Iowa,Cold,5A
