TMY3,wsf,Weather Station,Latitude,Longitude,State,
722405,0.42,Lafayette Regional AP,30.2,-91.98,Louisiana,
722406,0.37,Houma-Terrebonne,29.57,-90.67,Louisiana,
722480,0.44,Shreveport Regional Arpt,32.45,-93.82,Louisiana,
722484,0.41,Shreveport Downtown,32.53,-93.75,Louisiana,
722485,0.39,Barksdale AFB,32.5,-93.67,Louisiana,
722486,0.4,Monroe Regional AP,32.52,-92.03,Louisiana,
722487,0.36,Alexandria Esler Regional AP,31.4,-92.30,Louisiana,
747540,0.38,England AFB,31.32,-92.55,Louisiana,
726060,0.6,Portland Intl Jetport,43.65,-70.30,Maine,
726064,0.57,Sanford Muni (AWOS),43.4,-70.72,Maine,
726073,0.55,Waterville (AWOS),44.53,-69.68,Maine,
726077,0.62,Bar Harbor (AWOS),44.45,-68.37,Maine,
726079,0.57,Rockland/Knox (AWOS),44.07,-69.10,Maine,
726083,0.65,Northern Aroostook,47.28,-68.32,Maine,
726088,0.58,Bangor International AP,44.8,-68.82,Maine,
726184,0.56,Auburn-Lewiston,44.05,-70.28,Maine,
726185,0.58,Augusta Airport,44.32,-69.80,Maine,
726196,0.52,Millinocket Municipal AP,45.65,-68.68,Maine,
727033,0.61,Houlton Intl Arpt,46.12,-67.80,Maine,
727120,0.66,Caribou Municipal Arpt,46.87,-68.03,Maine,
727130,0.66,Presque Isle Municip,46.68,-68.05,Maine,
727135,0.5,Wiscasset,43.97,-69.72,Maine,
743920,0.59,Brunswick NAS,43.9,-69.93,Maine,
724040,0.45,Patuxent River NAS,38.3,-76.42,Maryland,
724045,0.47,Salisbury Wicomico Co AP,38.33,-75.52,Maryland,
724060,0.5,Baltimore Blt-Washngtn Int'l,39.17,-76.68,Maryland,
724066,0.46,Hagerstown Rgnl Ric,39.7,-77.73,Maryland,
745940,0.49,Andrews AFB,38.82,-76.87,Maryland,
725060,0.6,Otis ANGBb,41.65,-70.52,Massachusetts,
725063,0.61,Nantucket Memorial AP,41.25,-70.07,Massachusetts,
725064,0.53,Plymouth Municipal,41.92,-70.73,Massachusetts,
725065,0.54,New Bedford Rgnl,41.67,-70.95,Massachusetts,
725066,0.59,Marthas Vineyard,41.4,-70.62,Massachusetts,
725067,0.6,Barnstable Muni Boa,41.67,-70.28,Massachusetts,
725073,0.59,Provincetown (AWOS),42.07,-70.22,Massachusetts,
725075,0.52,North Adams,42.7,-73.17,Massachusetts,
725088,0.58,Beverly Muni,42.58,-70.92,Massachusetts,
725090,0.66,Boston Logan Intl Arpt,42.37,-71.02,Massachusetts,
725095,0.59,Worchester Regional Arpt,42.27,-71.88,Massachusetts,
725098,0.52,Norwood Memorial,42.18,-71.18,Massachusetts,
744904,0.55,Lawrence Muni,42.72,-71.12,Massachusetts,
744910,0.49,Chicopee Falls Westo,42.2,-72.53,Massachusetts,
744915,0.5,Westfield Barnes Muni AP,42.15,-72.72,Massachusetts,
725370,0.6,Detroit Metropolitan Arpt,42.22,-83.35,Michigan,
725374,0.56,Ann Arbor Municipal,42.22,-83.75,Michigan,
725375,0.56,Detroit City Airport,42.4,-83.00,Michigan,
725376,0.57,Detroit Willow Run AP,42.23,-83.53,Michigan,
725377,0.55,Mount Clemens Selfridge Fld,42.62,-82.83,Michigan,
725378,0.5,Howell,42.63,-83.98,Michigan,
725384,0.51,St.Clair County Int,42.92,-82.53,Michigan,
725390,0.63,Lansing Capital City Arpt,42.78,-84.58,Michigan,
725395,0.54,Jackson Reynolds Field,42.27,-84.47,Michigan,
725396,0.55,Battle Creek Kellogg AP,42.3,-85.25,Michigan,
726350,0.6,Grand Rapids Kent County Int',42.88,-85.52,Michigan,
726355,0.53,Benton Harbor/Ross,42.13,-86.43,Michigan,
726357,0.53,Kalamazoo Battle Cr,42.23,-85.55,Michigan,
726360,0.61,Muskegon County Arpt,43.17,-86.23,Michigan,
726370,0.6,Flint Bishop Intl Arpt,42.97,-83.75,Michigan,
726375,0.57,Oakland Co Intl,42.67,-83.42,Michigan,
726379,0.59,Saginaw Tri City Intl AP,43.53,-84.08,Michigan,
726380,0.59,Houghton Lake Roscommon Co Ar,44.37,-84.68,Michigan,
726384,0.58,Cadillac Wexford Co AP,44.28,-85.42,Michigan,
726385,0.53,Manistee (AWOS),44.27,-86.25,Michigan,
726387,0.61,Traverse City Cherry Capital,44.73,-85.58,Michigan,
726390,0.61,Alpena County Regional AP,45.07,-83.58,Michigan,
726395,0.6,Oscoda Wurtsmith AFB,44.45,-83.40,Michigan,
726480,0.64,Escanaba (AWOS),45.75,-87.03,Michigan,
726487,0.57,Menominee (AWOS),45.13,-87.63,Michigan,
727340,0.65,Sault Ste Marie Sanderson Fie,46.47,-84.35,Michigan,
727344,0.66,Chippewa Co Intl,46.25,-84.47,Michigan,
727347,0.59,Pellston Emmet County AP,45.57,-84.78,Michigan,
727437,0.56,Iron Mountain/Ford,45.82,-88.12,Michigan,
727440,0.67,Hancock Houghton Co AP,47.17,-88.50,Michigan,
727445,0.62,Ironwood (AWOS),46.53,-90.13,Michigan,
726440,0.7,Rochester International Arpt,43.9,-92.50,Minnesota,
726544,0.61,"Orr, MN",48.02,-92.87,Minnesota,
726547,0.62,Glenwood (ASOS),45.65,-95.32,Minnesota,
726550,0.59,St Cloud Regional Arpt,45.55,-94.05,Minnesota,
726555,0.57,Brainerd/Wieland,46.4,-94.13,Minnesota,
726556,0.64,Redwood Falls Muni,44.55,-95.08,Minnesota,
726557,0.67,Alexandria Municipal AP,45.88,-95.40,Minnesota,
726558,0.61,Cloquet (AWOS),46.7,-92.50,Minnesota,
726559,0.66,Marshall/Ryan (AWOS),44.45,-95.82,Minnesota,
726560,0.64,Fergus Falls (AWOS),46.28,-96.15,Minnesota,
726563,0.57,Faribault Muni AWOS,44.33,-93.32,Minnesota,
726564,0.55,Red Wing,44.58,-92.48,Minnesota,
726565,0.66,Morris Muni (AWOS),45.57,-95.97,Minnesota,
726566,0.63,Pipestone (AWOS),43.98,-96.32,Minnesota,
726567,0.61,New Ulm Muni (AWOS),44.32,-94.50,Minnesota,
726568,0.59,Owatonna (AWOS),44.12,-93.25,Minnesota,
726569,0.6,Hutchinson (AWOS),44.87,-94.38,Minnesota,
726575,0.58,Minneapolis/Crystal,45.07,-93.35,Minnesota,
726576,0.59,Willmar,45.12,-95.08,Minnesota,
726578,0.58,Little Falls (AWOS),45.95,-94.35,Minnesota,
726579,0.58,Flying Cloud,44.82,-93.45,Minnesota,
726580,0.63,Minneapolis-St Paul Intl Arp,44.88,-93.23,Minnesota,
726583,0.53,Litchfield Muni,45.1,-94.50,Minnesota,
726584,0.57,St Paul Downtown AP,44.93,-93.05,Minnesota,
726585,0.61,Mankato (AWOS),44.22,-93.92,Minnesota,
726586,0.66,Fairmont Muni (AWOS),43.65,-94.42,Minnesota,
726587,0.67,Worthington (AWOS),43.65,-95.58,Minnesota,
726588,0.51,Winona Muni (AWOS),44.08,-91.70,Minnesota,
726589,0.55,Albert Lea (AWOS),43.68,-93.37,Minnesota,
726603,0.51,South St Paul Muni,44.85,-93.15,Minnesota,
727444,0.6,Two Harbors,47.05,-91.75,Minnesota,
727450,0.7,Duluth International Arpt,46.83,-92.22,Minnesota,
727452,0.67,Crookston Muni Fld,47.85,-96.62,Minnesota,
727453,0.65,Park Rapids Municipal AP,46.9,-95.07,Minnesota,
727455,0.64,Hibbing Chisholm-Hibbing AP,47.38,-92.85,Minnesota,
727457,0.63,Detroit Lakes (AWOS),46.83,-95.88,Minnesota,
727458,0.6,Grand Rapids (AWOS),47.22,-93.52,Minnesota,
727459,0.58,Ely Muni,47.82,-91.83,Minnesota,
727470,0.65,International Falls Intl AP,48.57,-93.40,Minnesota,
727473,0.57,Crane Lake (AWOS),46.27,-92.57,Minnesota,
727474,0.63,Eveleth Muni (AWOS),47.4,-92.50,Minnesota,
727475,0.54,Mora Muni (AWOS),45.88,-93.27,Minnesota,
727476,0.62,Baudette International AP,48.72,-94.60,Minnesota,
727477,0.65,Roseau Muni (AWOS),48.85,-95.70,Minnesota,
727478,0.68,Hallock,48.78,-96.95,Minnesota,
727503,0.54,Cambridge Muni,45.57,-93.27,Minnesota,
727504,0.58,Aitkin Ndb (AWOS),46.55,-93.68,Minnesota,
727505,0.61,Fosston (AWOS),47.58,-95.77,Minnesota,
727507,0.62,Benson Muni,45.32,-95.65,Minnesota,
727533,0.66,Wheaton Ndb (AWOS),45.7,-96.50,Minnesota,
727550,0.62,Bemidji Municipal,47.5,-94.93,Minnesota,
727555,0.66,Thief River (AWOS),48.07,-96.18,Minnesota,
727556,0.62,Silver Bay,47.2,-91.40,Minnesota,
727566,0.55,Austin Muni,43.67,-92.93,Minnesota,
722340,0.41,Meridian Key Field,32.33,-88.75,Mississippi,
722345,0.34,Meridian NAAS,32.55,-88.57,Mississippi,
722348,0.35,Hattiesburg Laurel,31.47,-89.33,Mississippi,
722350,0.42,Jackson International AP,32.32,-90.08,Mississippi,
722356,0.44,Greenville Municipal,33.48,-90.98,Mississippi,
722357,0.36,Natchez/Hardy (AWOS),31.62,-91.30,Mississippi,
722358,0.36,McComb Pike County AP,31.23,-90.47,Mississippi,
722359,0.41,Greenwood Leflore Arpt,33.5,-90.08,Mississippi,
723306,0.42,Columbus AFB,33.65,-88.45,Mississippi,
723307,0.4,Golden Tri (AWOS),33.45,-88.58,Mississippi,
723320,0.43,Tupelo C D Lemons Arpt,34.27,-88.77,Mississippi,
747685,0.38,Gulfport Biloxi Int,30.4,-89.07,Mississippi,
747686,0.38,Keesler AFB,30.42,-88.92,Mississippi,
723300,0.43,Poplar Bluff (AMOS),36.77,-90.47,Missouri,
723489,0.47,Cape Girardeau Municipal AP,37.23,-89.57,Missouri,
723495,0.53,Joplin Municipal AP,37.15,-94.50,Missouri,
724340,0.54,St Louis Lambert Intl Arpt,38.75,-90.37,Missouri,
724345,0.48,St Louis Spirit Of St Louis A,38.65,-90.65,Missouri,
724400,0.53,Springfield Regional Arpt,37.23,-93.38,Missouri,
724450,0.54,Columbia Regional Airport,38.82,-92.22,Missouri,
724454,0.45,Farmington,37.77,-90.40,Missouri,
724455,0.53,Kirksville Regional AP,40.1,-92.55,Missouri,
724456,0.52,Vichy Rolla Natl Arpt,38.13,-91.77,Missouri,
724457,0.44,Ft Lnrd Wd AAF,37.75,-92.15,Missouri,
724458,0.46,Jefferson City Mem,38.58,-92.15,Missouri,
724459,0.45,Kaiser Mem (AWOS),38.1,-92.55,Missouri,
724460,0.6,Kansas City Intl Arpt,39.3,-94.72,Missouri,
724463,0.51,Kansas City Downtown AP,39.12,-94.60,Missouri,
724467,0.53,Whiteman AFB,38.72,-93.55,Missouri,
724490,0.56,St Joseph Rosecrans Memorial,39.77,-94.90,Missouri,
726676,0.69,Glendive (AWOS),47.13,-104.80,Montana,
726770,0.66,Billings Logan Intl Arpt,45.8,-108.55,Montana,
726776,0.67,Lewistown Municipal Arpt,47.05,-109.45,Montana,
726785,0.68,Butte Bert Mooney Arpt,45.95,-112.50,Montana,
726797,0.62,Bozeman Gallatin Field,45.8,-111.15,Montana,
726798,0.78,Livingston Mission Field,45.7,-110.45,Montana,
727680,0.7,Glasgow Intl Arpt,48.22,-106.62,Montana,
727686,0.66,Wolf Point Intl [Fort Peck - Surfrad],48.31,-105.10,Montana,
727687,0.66,Sidney-Richland,47.7,-104.20,Montana,
727720,0.63,Helena Regional Airport,46.6,-111.97,Montana,
727730,0.61,Missoula International AP,46.92,-114.10,Montana,
727750,0.71,Great Falls Intl Arpt,47.47,-111.38,Montana,
727770,0.7,Havre City-County AP,48.55,-109.77,Montana,
727790,0.62,Kalispell Glacier Pk Intl Ar,48.32,-114.25,Montana,
727796,0.76,Cut Bank Muni AP,48.6,-112.37,Montana,
742300,0.67,Miles City Municipal Arpt,46.43,-105.88,Montana,
725500,0.58,Omaha Eppley Airfield,41.32,-95.90,Nebraska,
725510,0.6,Lincoln Municipal Arpt,40.83,-96.77,Nebraska,
725515,0.58,Beatrice Municipal,40.3,-96.75,Nebraska,
725520,0.66,Grand Island Central Ne Region,40.97,-98.32,Nebraska,
725524,0.61,Ord/Sharp Field,41.62,-98.95,Nebraska,
725525,0.61,Hastings Municipal,40.6,-98.43,Nebraska,
725526,0.65,Kearney Muni (AWOS),40.73,-99.00,Nebraska,
725527,0.59,Tekamah (ASOS),41.77,-96.17,Nebraska,
725530,0.55,Omaha Wsfo,41.37,-96.02,Nebraska,
725533,0.55,Falls City/Brenner,40.08,-95.60,Nebraska,
725540,0.51,Bellevue Offutt AFB,41.12,-95.92,Nebraska,
725555,0.66,Broken Bow Muni,41.43,-99.65,Nebraska,
725556,0.66,Ainsworth Municipal,42.58,-100.00,Nebraska,
725560,0.66,Norfolk Karl Stefan Mem Arpt,41.98,-97.43,Nebraska,
725564,0.56,Fremont Muni Arpt,41.45,-96.52,Nebraska,
725565,0.58,Columbus Muni,41.45,-97.33,Nebraska,
725566,0.68,O'Neill/Baker Field,42.47,-98.68,Nebraska,
725610,0.69,Sidney Municipal AP,41.1,-102.98,Nebraska,
725620,0.66,North Platte Regional AP,41.12,-100.67,Nebraska,
725625,0.61,McCook Municipal,40.2,-100.58,Nebraska,
725626,0.62,Imperial Faa AP,40.52,-101.62,Nebraska,
725628,0.62,Brewster Field Arpt,40.45,-99.33,Nebraska,
725635,0.71,Alliance Municipal,42.05,-102.80,Nebraska,
725636,0.68,Chadron Municipal AP,42.83,-103.08,Nebraska,
725660,0.66,Scottsbluff W B Heilig Field,41.87,-103.60,Nebraska,
725670,0.64,Valentine Miller Field,42.87,-100.55,Nebraska,
723860,0.55,Las Vegas McCarran Intl AP,36.08,-115.15,Nevada,
723865,0.54,Nellis AFB,36.25,-115.03,Nevada,
723870,0.55,Mercury Desert Rock AP [Surfrad],36.63,-116.02,Nevada,
724855,0.61,Tonopah Airport,38.07,-117.08,Nevada,
724860,0.68,Ely Yelland Field,39.3,-114.85,Nevada,
724880,0.57,Reno Tahoe International AP,39.48,-119.77,Nevada,
724885,0.54,Fallon NAAS,39.42,-118.72,Nevada,
725805,0.57,Lovelock Derby Field,40.07,-118.55,Nevada,
725825,0.6,Elko Municipal Arpt,40.83,-115.80,Nevada,
725830,0.61,Winnemucca Municipal Arpt,40.9,-117.80,Nevada,
726050,0.55,Concord Municipal Arpt,43.2,-71.50,New Hampshire,
726055,0.55,Pease Intl Tradepor,43.08,-70.82,New Hampshire,
726116,0.52,Lebanon Municipal,43.63,-72.30,New Hampshire,
726130,1.56,Mount Washington,44.27,-71.30,New Hampshire,
726155,0.54,Laconia Muni (AWOS),43.57,-71.42,New Hampshire,
726160,0.57,Berlin Municipal,44.58,-71.18,New Hampshire,
726165,0.5,Dillant Hopkins,42.9,-72.27,New Hampshire,
743945,0.5,Manchester Airport,42.93,-71.43,New Hampshire,
724070,0.53,Atlantic City Intl AP,39.45,-74.57,New Jersey,
724075,0.44,Millville Municipal AP,39.37,-75.08,New Jersey,
724084,0.52,Belmar Asc,40.18,-74.07,New Jersey,
724094,0.44,Caldwell/Essex Co.,40.88,-74.28,New Jersey,
724095,0.48,Trenton Mercer County AP,40.28,-74.82,New Jersey,
724096,0.48,McGuire AFB,40.02,-74.60,New Jersey,
725020,0.54,Newark International Arpt,40.72,-74.18,New Jersey,
725025,0.5,Teterboro Airport,40.85,-74.07,New Jersey,
745966,0.49,Cape May Co,39,-74.92,New Jersey,
722680,0.53,Roswell Industrial Air Park,33.3,-104.53,New Mexico,
722683,0.52,Sierra Blanca Rgnl,33.47,-105.53,New Mexico,
722686,0.63,Clovis Cannon AFB,34.38,-103.32,New Mexico,
722687,0.52,Carlsbad Cavern City Air Term,32.33,-104.27,New Mexico,
722689,0.64,Clovis Muni (AWOS),34.43,-103.08,New Mexico,
722695,0.49,Las Cruces Intl,32.28,-106.92,New Mexico,
722710,0.51,Truth Or Consequences Muni AP,33.23,-107.27,New Mexico,
722725,0.52,Deming Muni,32.25,-107.72,New Mexico,
723600,0.66,Clayton Municipal Airpark,36.45,-103.15,New Mexico,
723627,0.58,Gallup Sen Clarke Fld,35.52,-108.78,New Mexico,
723650,0.54,Albuquerque Intl Arpt [ISIS],35.04,-106.62,New Mexico,
723656,0.6,Santa Fe County Municipal AP,35.62,-106.08,New Mexico,
723658,0.58,Farmington Four Corners Regl,36.75,-108.23,New Mexico,
723663,0.63,Taos Muni Apt (AWOS),36.45,-105.67,New Mexico,
723676,0.58,Tucumcari Faa AP,35.18,-103.60,New Mexico,
723677,0.66,Las Vegas Municipal Arpt,35.65,-105.15,New Mexico,
747320,0.53,Holloman AFB,32.85,-106.10,New Mexico,
725030,0.58,New York Laguardia Arpt,40.78,-73.88,New York,
725033,0.61,New York Central Prk Obs Belv,40.78,-73.97,New York,
725035,0.53,Islip Long Isl MacArthur AP,40.78,-73.10,New York,
725036,0.49,Poughkeepsie Dutchess Co AP,41.63,-73.88,New York,
725037,0.51,White Plains Westchester Co A,41.07,-73.72,New York,
725038,0.56,Stewart Field,41.5,-74.10,New York,
725145,0.51,Monticello (AWOS),41.7,-74.80,New York,
725150,0.61,Binghamton Edwin A Link Field,42.2,-75.98,New York,
725156,0.52,Elmira Corning Regional AP,42.17,-76.90,New York,
725180,0.61,Albany County AP,42.75,-73.80,New York,
725185,0.51,Glens Falls AP,43.35,-73.62,New York,
725190,0.55,Syracuse Hancock Int'l Arpt,43.12,-76.10,New York,
725197,0.53,Utica Oneida County AP,43.15,-75.38,New York,
725235,0.57,Jamestown (AWOS),42.15,-79.27,New York,
725280,0.65,Buffalo Niagara Intl AP,42.93,-78.73,New York,
725287,0.6,Niagara Falls Af,43.1,-78.95,New York,
725290,0.57,Rochester Greater Rochester I,43.12,-77.68,New York,
726223,0.59,Massena AP,44.93,-74.85,New York,
726227,0.57,Watertown AP,44,-76.02,New York,
726228,0.59,Adirondack Rgnl,44.38,-74.20,New York,
743700,0.61,Fort Drum/Wheeler-S,44.05,-75.72,New York,
744860,0.57,New York J F Kennedy Intl Ar,40.65,-73.80,New York,
744864,0.53,Republic,40.72,-73.42,New York,
744865,0.54,Westhampton Gabreski AP,40.85,-72.63,New York,
723013,0.43,Wilmington International Arpt,34.27,-77.90,North Carolina,
723030,0.43,Fayetteville Pope AFB,35.17,-79.02,North Carolina,
723035,0.44,Fayetteville Rgnl G,34.98,-78.88,North Carolina,
723040,0.49,Cape Hatteras Nws Bldg,35.27,-75.55,North Carolina,
723046,0.5,Dare Co Rgnl,35.92,-75.70,North Carolina,
723060,0.43,Raleigh Durham International,35.87,-78.78,North Carolina,
723065,0.4,Pitt Greenville Arp,35.63,-77.40,North Carolina,
723066,0.44,Goldsboro Seymour Johnson AFB,35.35,-77.97,North Carolina,
723067,0.44,Kinston Stallings AFB,35.32,-77.63,North Carolina,
723068,0.42,Rocky Mount Wilson,35.85,-77.90,North Carolina,
723069,0.43,Jacksonville (AWOS),34.83,-77.62,North Carolina,
723090,0.46,Cherry Point MCAS,34.9,-76.88,North Carolina,
723095,0.41,New Bern Craven Co Regl AP,35.07,-77.05,North Carolina,
723096,0.43,New River MCAF,34.7,-77.38,North Carolina,
723140,0.43,Charlotte Douglas Intl Arpt,35.22,-80.95,North Carolina,
723143,0.41,Southern Pines AWOS,35.23,-79.40,North Carolina,
723145,0.4,Hickory Regional AP,35.73,-81.38,North Carolina,
723150,0.47,Asheville Regional Arpt,35.43,-82.53,North Carolina,
723170,0.43,Greensboro Piedmont Triad Int,36.1,-79.95,North Carolina,
723193,0.39,Winston-Salem Reynolds AP,36.13,-80.22,North Carolina,
746930,0.38,Fort Bragg Simmons AAF,35.13,-78.93,North Carolina,
746943,0.5,Elizabeth City Coast Guard Ai [Nrel],36.3,-76.25,North Carolina,
727530,0.69,Fargo Hector International AP,46.93,-96.82,North Dakota,
727535,0.69,Jamestown Municipal Arpt,46.92,-98.68,North Dakota,
727573,0.69,Devils Lake (AWOS),48.12,-98.92,North Dakota,
727575,0.7,Grand Forks Af,47.97,-97.40,North Dakota,
727576,0.66,Grand Forks International AP,47.95,-97.18,North Dakota,
727640,0.67,Bismarck Municipal Arpt [ISIS],46.77,-100.77,North Dakota,
727645,0.76,Dickinson Municipal AP,46.8,-102.80,North Dakota,
727670,0.68,Williston Sloulin Intl AP,48.2,-103.65,North Dakota,
727675,0.72,Minot AFB,48.42,-101.35,North Dakota,
727676,0.73,Minot Faa AP,48.27,-101.28,North Dakota,
724280,0.49,Columbus Port Columbus Intl A,39.98,-82.88,Ohio,
724286,0.48,Zanesville Municipal AP,39.95,-81.90,Ohio,
724288,0.5,Ohio State University,40.07,-83.07,Ohio,
724290,0.54,Dayton International Airport,39.9,-84.22,Ohio,
724297,0.47,Cincinnati Municipal AP Lunki,39.1,-84.42,Ohio,
725210,0.56,Akron-Canton Reg AP,40.92,-81.43,Ohio,
725240,0.58,Cleveland Hopkins Intl AP,41.4,-81.85,Ohio,
725245,0.61,Burke Lakefront,41.52,-81.68,Ohio,
725246,0.61,Mansfield Lahm Municipal Arpt,40.82,-82.52,Ohio,
725250,0.56,Youngstown Regional Airport,41.25,-80.67,Ohio,
725360,0.55,Toledo Express Airport,41.58,-83.80,Ohio,
725366,0.53,Findlay Airport,41.02,-83.67,Ohio,
745700,0.51,Dayton Wright Patterson AFB,39.83,-84.05,Ohio,
723520,0.55,Altus AFB,34.65,-99.27,Oklahoma,
723525,0.67,Hobart Municipal AP,35,-99.05,Oklahoma,
723526,0.63,Clinton-Sherman,35.33,-99.20,Oklahoma,
723527,0.65,Gage Airport,36.3,-99.77,Oklahoma,
723530,0.58,Oklahoma City Will Rogers Wor,35.38,-97.60,Oklahoma,
723535,0.61,Vance AFB,36.33,-97.92,Oklahoma,
723540,0.56,Oklahoma City Tinker AFB,35.42,-97.38,Oklahoma,
723544,0.61,Oklahoma City/Wiley,35.53,-97.65,Oklahoma,
723545,0.55,Stillwater Rgnl,36.15,-97.08,Oklahoma,
723546,0.56,Ponca City Municipal AP [SGP - ARM],36.61,-97.49,Oklahoma,
723550,0.56,Fort Sill Post Field Af,34.65,-98.40,Oklahoma,
723560,0.54,Tulsa International Airport,36.2,-95.88,Oklahoma,
723565,0.48,Bartlesville/Philli,36.77,-96.02,Oklahoma,
723566,0.45,McAlester Municipal AP,34.9,-95.78,Oklahoma,
723575,0.53,Lawton Municipal,34.57,-98.42,Oklahoma,
725895,0.61,Klamath Falls Intl AP [UO],42.22,-121.74,Oregon,
725970,0.5,Medford Rogue Valley Intl AP [Ashland - UO],42.19,-122.70,Oregon,
725975,0.59,Sexton Summit,42.6,-123.37,Oregon,
725976,0.64,Lakeview (AWOS),42.17,-120.40,Oregon,
726830,0.61,Burns Municipal Arpt [UO],43.52,-119.02,Oregon,
726835,0.62,Redmond Roberts Field,44.25,-121.17,Oregon,
726880,0.56,Pendleton E Or Regional AP,45.7,-118.83,Oregon,
726884,0.61,La Grande Muni AP,45.28,-118.00,Oregon,
726886,0.63,Baker Municipal AP,44.83,-117.82,Oregon,
726904,0.47,Roseburg Regional AP,43.23,-123.35,Oregon,
726917,0.61,North Bend Muni Airport,43.42,-124.25,Oregon,
726930,0.56,Eugene Mahlon Sweet Arpt [UO],44.05,-123.07,Oregon,
726940,0.55,Salem McNary Field,44.9,-123.00,Oregon,
726945,0.53,Corvallis Muni,44.48,-123.28,Oregon,
726959,0.48,Aurora State,45.25,-122.77,Oregon,
726980,0.52,Portland International AP,45.6,-122.62,Oregon,
726985,0.51,Portland/Troutdale,45.55,-122.40,Oregon,
726986,0.5,Portland/Hillsboro,45.53,-122.95,Oregon,
727910,0.61,Astoria Regional Airport,46.15,-123.88,Oregon,
724080,0.53,Philadelphia International AP,39.87,-75.23,Pennsylvania,
724085,0.49,Philadelphia Ne Philadelphia,40.08,-75.02,Pennsylvania,
724086,0.44,Willow Grove NAS,40.2,-75.15,Pennsylvania,
725103,0.46,Reading Spaatz Field,40.37,-75.97,Pennsylvania,
725115,0.55,Middletown Harrisburg Intl AP,40.2,-76.77,Pennsylvania,
725116,0.5,Lancaster,40.12,-76.30,Pennsylvania,
725117,0.47,Washington (AWOS),40.13,-80.28,Pennsylvania,
725118,0.48,Harrisburg Capital City Arpt,40.22,-76.85,Pennsylvania,
725124,0.47,Butler Co. (AWOS),40.78,-79.95,Pennsylvania,
725125,0.56,Dubois Faa AP,41.18,-78.90,Pennsylvania,
725126,0.51,Altoona Blair Co Arpt,40.3,-78.32,Pennsylvania,
725127,0.54,Johnstown Cambria County AP,40.32,-78.83,Pennsylvania,
725128,0.49,State College [Penn State-Surfrad],40.72,-77.93,Pennsylvania,
725130,0.53,Wilkes-Barre Scranton Intl AP,41.33,-75.73,Pennsylvania,
725140,0.49,Williamsport Regional AP,41.25,-76.92,Pennsylvania,
725170,0.55,Allentown Lehigh Valley Intl,40.65,-75.45,Pennsylvania,
725200,0.53,Pittsburgh International AP,40.5,-80.23,Pennsylvania,
725205,0.51,Pittsburgh Allegheny Co AP,40.35,-79.92,Pennsylvania,
725260,0.62,Erie International AP,42.08,-80.18,Pennsylvania,
725266,0.6,Bradford Regional AP,41.8,-78.63,Pennsylvania,
725267,0.54,Franklin,41.38,-79.87,Pennsylvania,
785140,0.41,Aquadilla/Borinquen,18.5,-67.13,Puerto Rico,
785145,0.32,Eugenio Maria De Ho,18.25,-67.15,Puerto Rico,
785203,0.35,Mercedita,18,-66.55,Puerto Rico,
785260,0.38,San Juan Intl Arpt,18.42,-66.00,Puerto Rico,
785263,0.36,San Juan L M Marin Intl AP,18.43,-66.00,Puerto Rico,
785350,0.42,Roosevelt Roads,18.25,-65.63,Puerto Rico,
725054,0.49,Pawtucket (AWOS),41.92,-71.50,Rhode Island,
725058,0.6,Block Island State Arpt,41.17,-71.58,Rhode Island,
725070,0.58,Providence T F Green State Ar,41.72,-71.43,Rhode Island,
722080,0.43,Charleston Intl Arpt,32.9,-80.03,South Carolina,
722085,0.39,Beaufort MCAS,32.48,-80.72,South Carolina,
723100,0.41,Columbia Metro Arpt,33.95,-81.12,South Carolina,
723106,0.41,Florence Regional AP,34.18,-79.73,South Carolina,
723119,0.42,Greenville Downtown AP,34.85,-82.35,South Carolina,
723120,0.43,Greer Greenv'l-Spartanbrg AP,34.9,-82.22,South Carolina,
723125,0.44,Anderson County AP,34.5,-82.72,South Carolina,
747900,0.43,Sumter Shaw AFB,33.97,-80.47,South Carolina,
747910,0.47,Myrtle Beach AFB,33.68,-78.93,South Carolina,
747915,0.43,North Myrtle Beach Grand Stra,33.82,-78.72,South Carolina,
726510,0.67,Sioux Falls Foss Field,43.58,-96.75,South Dakota,
726515,0.63,Brookings (AWOS),44.3,-96.82,South Dakota,
726525,0.61,Chan Gurney Muni,42.92,-97.38,South Dakota,
726540,0.68,Huron Regional Arpt,44.4,-98.22,South Dakota,
726545,0.65,Mitchell (AWOS),43.77,-98.03,South Dakota,
726546,0.69,Watertown Municipal AP,44.93,-97.15,South Dakota,
726590,0.66,Aberdeen Regional Arpt,45.45,-98.42,South Dakota,
726620,0.72,Rapid City Regional Arpt,44.05,-103.05,South Dakota,
726625,0.68,Ellsworth AFB,44.15,-103.10,South Dakota,
726685,0.71,Mobridge,45.53,-100.43,South Dakota,
726686,0.68,Pierre Municipal AP,44.38,-100.28,South Dakota,
723183,0.4,Bristol Tri City Airport,36.47,-82.40,Tennessee,
723240,0.41,Chattanooga Lovell Field AP,35.03,-85.20,Tennessee,
723260,0.43,Knoxville McGhee Tyson AP,35.82,-83.98,Tennessee,
723265,0.4,Crossville Memorial AP,35.95,-85.08,Tennessee,
723270,0.44,Nashville International AP,36.12,-86.68,Tennessee,
723340,0.46,Memphis International AP,35.07,-89.98,Tennessee,
723346,0.44,Jackson McKellar-Sipes Regl A,35.6,-88.92,Tennessee,
723347,0.44,Dyersburg Municipal AP,36.02,-89.40,Tennessee,
