Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	sampling_probability
CR11	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	2.64481e-05
CR03	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	4.99412e-05
CR04	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	7.47284e-05
CR05	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	4.09708e-05
CR06	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	6.85092e-06
CR07	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	9.4264e-05
CR08	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	8.21914e-05
CR09	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	7.33487e-05
CR10	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	6.05599e-06
CR11	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	2.3307e-05
CR02	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	3.68739e-05
CR03	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	1.99482e-05
CR04	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0.000108213
CR05	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	3.64426e-05
CR06	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	1.14786e-05
CR07	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	7.93344e-05
CR08	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	7.22313e-05
CR09	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	4.85826e-05
CR10	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	5.04454e-06
CR11	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	1.1378e-05
CR02	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	4.51226e-05
CR03	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	9.37676e-06
CR04	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	2.78169e-05
CR05	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	4.39791e-05
CR06	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	4.81909e-05
CR07	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	6.0923e-05
CR08	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0.000119695
CR09	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	3.78774e-05
CR10	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	6.24515e-06
CR11	2000s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	6.5776e-06
CR02	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	9.09816e-06
CR03	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	2.71528e-06
CR04	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	4.63383e-06
CR05	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	1.68467e-05
CR06	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	1.72397e-05
CR07	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	2.04164e-05
CR08	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	5.24089e-05
CR09	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	1.30288e-05
CR10	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	1.4036e-06
CR11	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	8.40004e-07
CR02	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000185775
CR03	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000251646
CR04	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000517355
CR05	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.00020622
CR06	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	8.80497e-05
CR07	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000395611
CR08	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000505972
CR09	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000763795
CR10	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	6.68272e-05
CR11	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.00010445
CR02	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000245273
CR03	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000211532
CR04	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000806182
CR05	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000306091
CR06	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000138148
CR07	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000374293
CR08	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000583741
CR09	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000842452
CR10	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	9.02584e-05
CR11	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	8.79715e-05
CR02	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000196099
CR03	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	8.07121e-05
CR04	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000225916
CR05	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000317644
CR06	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000362321
CR07	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000203398
CR08	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000728836
CR09	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000414935
CR10	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	9.31185e-05
CR11	2000s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	8.24332e-05
CR02	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	6.14005e-05
CR03	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	2.27126e-05
CR04	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	6.07878e-05
CR05	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.00010793
CR06	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000126813
CR07	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	5.77592e-05
CR08	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000236584
CR09	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000137581
CR10	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	2.18632e-05
CR11	2010s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	1.86279e-05
CR02	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	<1940	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1940s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1950s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1960s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR03	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR04	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR05	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR06	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR07	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR08	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR09	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR10	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR11	1970s	Mobile Home	Vented Crawlspace	0	1	0	0	0	0
CR02	1980s	Mobile Home	Vented Crawlspace	0	0.619048	0	0.380952	0	0
CR03	1980s	Mobile Home	Vented Crawlspace	0	0.410256	0	0.589744	0	0
CR04	1980s	Mobile Home	Vented Crawlspace	0	0.555556	0	0.444444	0	0
CR05	1980s	Mobile Home	Vented Crawlspace	0	0.769231	0	0.230769	0	0
CR06	1980s	Mobile Home	Vented Crawlspace	0	0.230769	0	0.769231	0	0
CR07	1980s	Mobile Home	Vented Crawlspace	0	0.473118	0	0.526882	0	0
CR08	1980s	Mobile Home	Vented Crawlspace	0	0.41	0	0.59	0	0
CR09	1980s	Mobile Home	Vented Crawlspace	0	0.573529	0	0.426471	0	0
CR10	1980s	Mobile Home	Vented Crawlspace	0	0.411111	0	0.588889	0	0
CR11	1980s	Mobile Home	Vented Crawlspace	0	0.230769	0	0.769231	0	0
CR02	1990s	Mobile Home	Vented Crawlspace	0	0	0.727273	0.272727	0	0
CR03	1990s	Mobile Home	Vented Crawlspace	0	0	0.368421	0.631579	0	0
CR04	1990s	Mobile Home	Vented Crawlspace	0	0.027778	0.638889	0.333333	0	0
CR05	1990s	Mobile Home	Vented Crawlspace	0	0	0.655738	0.344262	0	0
CR06	1990s	Mobile Home	Vented Crawlspace	0	0.020202	0.050505	0.929293	0	0
CR07	1990s	Mobile Home	Vented Crawlspace	0	0	0.105263	0.894737	0	0
CR08	1990s	Mobile Home	Vented Crawlspace	0	0.236842	0.144737	0.618421	0	0
CR09	1990s	Mobile Home	Vented Crawlspace	0	0.10101	0.535354	0.363636	0	0
CR10	1990s	Mobile Home	Vented Crawlspace	0	0	0.39	0.61	0	0
CR11	1990s	Mobile Home	Vented Crawlspace	0	0.030303	0.10101	0.868687	0	0
CR02	2000s	Mobile Home	Vented Crawlspace	0	0.031746	0.698413	0.269841	0	0
CR03	2000s	Mobile Home	Vented Crawlspace	0	0	0.367816	0.632184	0	0
CR04	2000s	Mobile Home	Vented Crawlspace	0	0.153846	0.557692	0.288462	0	0
CR05	2000s	Mobile Home	Vented Crawlspace	0	0	0.66	0.34	0	0
CR06	2000s	Mobile Home	Vented Crawlspace	0	0.02439	0.04878	0.926829	0	0
CR07	2000s	Mobile Home	Vented Crawlspace	0	0.041667	0.097222	0.861111	0	0
CR08	2000s	Mobile Home	Vented Crawlspace	0	0.2	0.153846	0.646154	0	0
CR09	2000s	Mobile Home	Vented Crawlspace	0	0.104167	0.53125	0.364583	0	0
CR10	2000s	Mobile Home	Vented Crawlspace	0	0	0.388235	0.611765	0	0
CR11	2000s	Mobile Home	Vented Crawlspace	0	0.076923	0.098901	0.824176	0	0
CR02	2010s	Mobile Home	Vented Crawlspace	0	0.031746	0.698413	0.269841	0	0
CR03	2010s	Mobile Home	Vented Crawlspace	0	0	0.367816	0.632184	0	0
CR04	2010s	Mobile Home	Vented Crawlspace	0	0.153846	0.557692	0.288462	0	0
CR05	2010s	Mobile Home	Vented Crawlspace	0	0	0.66	0.34	0	0
CR06	2010s	Mobile Home	Vented Crawlspace	0	0.02439	0.04878	0.926829	0	0
CR07	2010s	Mobile Home	Vented Crawlspace	0	0.041667	0.097222	0.861111	0	0
CR08	2010s	Mobile Home	Vented Crawlspace	0	0.2	0.153846	0.646154	0	0
CR09	2010s	Mobile Home	Vented Crawlspace	0	0.104167	0.53125	0.364583	0	0
CR10	2010s	Mobile Home	Vented Crawlspace	0	0	0.388235	0.611765	0	0
CR11	2010s	Mobile Home	Vented Crawlspace	0	0.076923	0.098901	0.824176	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000392985
CR03	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.00113242
CR04	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000942987
CR05	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	8.71265e-05
CR06	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.00012622
CR07	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.00213059
CR08	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000389985
CR09	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000647703
CR10	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	2.07065e-05
CR11	<1940	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000688192
CR02	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	8.30631e-05
CR03	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000136087
CR04	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000191036
CR05	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.2948e-05
CR06	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	5.44452e-05
CR07	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000595149
CR08	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000182945
CR09	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000265628
CR10	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	1.18444e-05
CR11	1940s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.00027404
CR02	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000120676
CR03	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000161007
CR04	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000245468
CR05	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.47131e-05
CR06	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.29696e-05
CR07	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000803714
CR08	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000268528
CR09	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000507908
CR10	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	3.48775e-05
CR11	1950s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000472682
CR02	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.74361e-05
CR03	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000136409
CR04	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000290268
CR05	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	7.94104e-05
CR06	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000150123
CR07	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000671837
CR08	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000327669
CR09	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000496496
CR10	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	4.00189e-05
CR11	1960s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000377332
CR02	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000110737
CR03	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000169476
CR04	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000390646
CR05	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000192399
CR06	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000317061
CR07	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000554909
CR08	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000515844
CR09	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000942378
CR10	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	8.24672e-05
CR11	1970s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	1	0	0	0	0.000535399
CR02	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.619048	0	0.380952	0	7.53366e-05
CR03	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.410256	0	0.589744	0	0.000118595
CR04	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.555556	0	0.444444	0	0.000199206
CR05	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.769231	0	0.230769	0	8.11166e-05
CR06	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.230769	0	0.769231	0	0.00020372
CR07	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.473118	0	0.526882	0	0.000318585
CR08	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.41	0	0.59	0	0.000369993
CR09	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.573529	0	0.426471	0	0.000584689
CR10	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.411111	0	0.588889	0	6.36881e-05
CR11	1980s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.230769	0	0.769231	0	0.000266909
CR02	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.727273	0.272727	0	7.24688e-05
CR03	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.368421	0.631579	0	5.51164e-05
CR04	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.027778	0.638889	0.333333	0	0.000178188
CR05	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.655738	0.344262	0	6.90652e-05
CR06	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.020202	0.050505	0.929293	0	0.000201122
CR07	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.105263	0.894737	0	0.000271824
CR08	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.236842	0.144737	0.618421	0	0.000302361
CR09	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.10101	0.535354	0.363636	0	0.000428522
CR10	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.39	0.61	0	6.07947e-05
CR11	1990s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.030303	0.10101	0.868687	0	0.000155207
CR02	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.031746	0.698413	0.269841	0	3.66228e-05
CR03	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.367816	0.632184	0	2.11398e-05
CR04	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.153846	0.557692	0.288462	0	4.78464e-05
CR05	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.66	0.34	0	3.16656e-05
CR06	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.02439	0.04878	0.926829	0	0.000122244
CR07	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.041667	0.097222	0.861111	0	0.000162021
CR08	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.2	0.153846	0.646154	0	0.00013289
CR09	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.104167	0.53125	0.364583	0	0.000271826
CR10	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.388235	0.611765	0	2.27166e-05
CR11	2000s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.076923	0.098901	0.824176	0	4.3354e-05
CR02	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.031746	0.698413	0.269841	0	1.45562e-05
CR03	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.367816	0.632184	0	9.53305e-06
CR04	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0.153846	0.557692	0.288462	0	2.11054e-05
CR05	2010s	Multi-Family with 2 - 4 Units	Vented Crawlspace	0	0	0.66	0.34	0	1.45055e-05
