Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	sampling_probability
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1990s	0	0	0	1	2.59021e-06
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1990s	0	0	0	1	9.28459e-07
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	2000s	0	0	0	1	4.89462e-05
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	2000s	0	0	0	1	0.000293216
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	2000s	0	0	0	1	0.000243657
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	2000s	0	0	0	1	0.00035235
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	2000s	0	0	0	1	3.62924e-06
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	2000s	0	0	0	1	2.17088e-05
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	2000s	0	0	0	1	1.83994e-05
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	2000s	0	0	0	1	2.66223e-05
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	2000s	0	0	0	1	2.77293e-07
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	2000s	0	0	0	1	1.59981e-06
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	2000s	0	0	0	1	1.47847e-06
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	2000s	0	0	0	1	2.40794e-06
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	2000s	0	0	0	1	8.05908e-08
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	2000s	0	0	0	1	4.51646e-07
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	2000s	0	0	0	1	3.9211e-07
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	2000s	0	0	0	1	8.06985e-07
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	2010s	0	0	0	1	1.68954e-05
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	2010s	0	0	0	1	9.35465e-05
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	2010s	0	0	0	1	9.09353e-05
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	2010s	0	0	0	1	0.000157672
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	2010s	0	0	0	1	1.47664e-06
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	2010s	0	0	0	1	8.57918e-06
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	2010s	0	0	0	1	7.51866e-06
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	2010s	0	0	0	1	1.08974e-05
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	2010s	0	0	0	1	1.60137e-07
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	2010s	0	0	0	1	8.14303e-07
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	2010s	0	0	0	1	9.17731e-07
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	2010s	0	0	0	1	1.8068e-06
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	2010s	0	0	0	1	2.91754e-10
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	2010s	0	0	0	1	1.87445e-09
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	2010s	0	0	0	1	1.45008e-09
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	2010s	0	0	0	1	1.44227e-09
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	<1940	0	0	0	1	0
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	<1940	0	0	0	1	0
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	<1940	0	0	0	1	0
Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	<1940	0	0	0	1	0
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	<1940	0	0	0	1	0
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	<1940	0	0	0	1	0
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	<1940	0	0	0	1	0
Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	<1940	0	0	0	1	0
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	<1940	0	0	0	1	0
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	<1940	0	0	0	1	0
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	<1940	0	0	0	1	0
Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	<1940	0	0	0	1	0
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	<1940	0	0	0	1	0
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	<1940	0	0	0	1	0
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	<1940	0	0	0	1	0
Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	<1940	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	1940s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	2	1940s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	3	1940s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	4+	1940s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	1940s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	2	1940s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	3	1940s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1940s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	1940s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	2	1940s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	3	1940s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1940s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	1940s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	2	1940s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	3	1940s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	4+	1940s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	1950s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	2	1950s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	3	1950s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	4+	1950s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	1950s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	2	1950s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	3	1950s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1950s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	1950s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	2	1950s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	3	1950s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1950s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	1950s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	2	1950s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	3	1950s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	4+	1950s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	1960s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	2	1960s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	3	1960s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	4+	1960s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	1960s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	2	1960s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	3	1960s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1960s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	1960s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	2	1960s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	3	1960s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1960s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	1960s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	2	1960s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	3	1960s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	4+	1960s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	1970s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	2	1970s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	3	1970s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	4+	1970s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	1970s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	2	1970s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	3	1970s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1970s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	1970s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	2	1970s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	3	1970s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1970s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	1970s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	2	1970s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	3	1970s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	4+	1970s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	1980s	0	0	0	1	0.000129256
Single-Family Attached	0-1499	Unvented Crawlspace	2	1980s	0	0	0	1	0.000139947
Single-Family Attached	0-1499	Unvented Crawlspace	3	1980s	0	0	0	1	2.24723e-06
Single-Family Attached	0-1499	Unvented Crawlspace	4+	1980s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	1980s	0	0	0	1	4.79269e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	2	1980s	0	0	0	1	0.000106816
Single-Family Attached	1500-2499	Unvented Crawlspace	3	1980s	0	0	0	1	2.07435e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1980s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	1980s	0	0	0	1	6.36323e-06
Single-Family Attached	2500-3999	Unvented Crawlspace	2	1980s	0	0	0	1	2.0978e-05
Single-Family Attached	2500-3999	Unvented Crawlspace	3	1980s	0	0	0	1	7.82326e-07
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1980s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	1980s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	2	1980s	0	0	0	1	7.01603e-06
Single-Family Attached	4000+	Unvented Crawlspace	3	1980s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	4+	1980s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	1990s	0	0	0	1	0.000118639
Single-Family Attached	0-1499	Unvented Crawlspace	2	1990s	0	0	0	1	0.000128452
Single-Family Attached	0-1499	Unvented Crawlspace	3	1990s	0	0	0	1	2.06264e-06
Single-Family Attached	0-1499	Unvented Crawlspace	4+	1990s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	1990s	0	0	0	1	4.34329e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	2	1990s	0	0	0	1	9.68002e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	3	1990s	0	0	0	1	1.87985e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1990s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	1990s	0	0	0	1	6.21434e-06
Single-Family Attached	2500-3999	Unvented Crawlspace	2	1990s	0	0	0	1	2.04871e-05
Single-Family Attached	2500-3999	Unvented Crawlspace	3	1990s	0	0	0	1	7.64021e-07
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1990s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	1990s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	2	1990s	0	0	0	1	5.59764e-06
Single-Family Attached	4000+	Unvented Crawlspace	3	1990s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	4+	1990s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	2000s	0	0	0	1	8.98531e-05
Single-Family Attached	0-1499	Unvented Crawlspace	2	2000s	0	0	0	1	8.97892e-05
Single-Family Attached	0-1499	Unvented Crawlspace	3	2000s	0	0	0	1	4.45682e-06
Single-Family Attached	0-1499	Unvented Crawlspace	4+	2000s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	2000s	0	0	0	1	6.17589e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	2	2000s	0	0	0	1	9.56417e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	3	2000s	0	0	0	1	1.91717e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	2000s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	2000s	0	0	0	1	2.15406e-05
Single-Family Attached	2500-3999	Unvented Crawlspace	2	2000s	0	0	0	1	2.07882e-05
Single-Family Attached	2500-3999	Unvented Crawlspace	3	2000s	0	0	0	1	1.67164e-05
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	2000s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	2000s	0	0	0	1	1.72698e-06
Single-Family Attached	4000+	Unvented Crawlspace	2	2000s	0	0	0	1	4.7774e-06
Single-Family Attached	4000+	Unvented Crawlspace	3	2000s	0	0	0	1	3.62487e-06
Single-Family Attached	4000+	Unvented Crawlspace	4+	2000s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	2010s	0	0	0	1	1.58481e-05
Single-Family Attached	0-1499	Unvented Crawlspace	2	2010s	0	0	0	1	1.58369e-05
Single-Family Attached	0-1499	Unvented Crawlspace	3	2010s	0	0	0	1	7.86087e-07
Single-Family Attached	0-1499	Unvented Crawlspace	4+	2010s	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	2010s	0	0	0	1	1.60461e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	2	2010s	0	0	0	1	2.48495e-05
Single-Family Attached	1500-2499	Unvented Crawlspace	3	2010s	0	0	0	1	4.98115e-06
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	2010s	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	2010s	0	0	0	1	4.92395e-06
Single-Family Attached	2500-3999	Unvented Crawlspace	2	2010s	0	0	0	1	4.75196e-06
Single-Family Attached	2500-3999	Unvented Crawlspace	3	2010s	0	0	0	1	3.82118e-06
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	2010s	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	2010s	0	0	0	1	3.24379e-07
Single-Family Attached	4000+	Unvented Crawlspace	2	2010s	0	0	0	1	8.97342e-07
Single-Family Attached	4000+	Unvented Crawlspace	3	2010s	0	0	0	1	6.80862e-07
Single-Family Attached	4000+	Unvented Crawlspace	4+	2010s	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	1	<1940	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	2	<1940	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	3	<1940	0	0	0	1	0
Single-Family Attached	0-1499	Unvented Crawlspace	4+	<1940	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	1	<1940	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	2	<1940	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	3	<1940	0	0	0	1	0
Single-Family Attached	1500-2499	Unvented Crawlspace	4+	<1940	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	1	<1940	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	2	<1940	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	3	<1940	0	0	0	1	0
Single-Family Attached	2500-3999	Unvented Crawlspace	4+	<1940	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	1	<1940	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	2	<1940	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	3	<1940	0	0	0	1	0
Single-Family Attached	4000+	Unvented Crawlspace	4+	<1940	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	1	1940s	0.196591	0	0	0.803409	0
Single-Family Detached	0-1499	Unvented Crawlspace	2	1940s	0.196591	0	0	0.803409	0
Single-Family Detached	0-1499	Unvented Crawlspace	3	1940s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	4+	1940s	0	0	0	1	0
Single-Family Detached	1500-2499	Unvented Crawlspace	1	1940s	0.11077	0.111944	0	0.777286	0
Single-Family Detached	1500-2499	Unvented Crawlspace	2	1940s	0.11077	0.111944	0	0.777286	0
Single-Family Detached	1500-2499	Unvented Crawlspace	3	1940s	0.11077	0.111944	0	0.777286	0
Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1940s	0	0	0	1	0
Single-Family Detached	2500-3999	Unvented Crawlspace	1	1940s	0.172587	0.21513	0.012879	0.599405	0
Single-Family Detached	2500-3999	Unvented Crawlspace	2	1940s	0.172587	0.21513	0.012879	0.599405	0
Single-Family Detached	2500-3999	Unvented Crawlspace	3	1940s	0.172587	0.21513	0.012879	0.599405	0
Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1940s	0	0	0	1	0
Single-Family Detached	4000+	Unvented Crawlspace	1	1940s	0.195053	0.530143	0.051523	0.223281	0
Single-Family Detached	4000+	Unvented Crawlspace	2	1940s	0.195053	0.530143	0.051523	0.223281	0
Single-Family Detached	4000+	Unvented Crawlspace	3	1940s	0.195053	0.530143	0.051523	0.223281	0
Single-Family Detached	4000+	Unvented Crawlspace	4+	1940s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	1	1950s	0.222291	0	0	0.777709	0
Single-Family Detached	0-1499	Unvented Crawlspace	2	1950s	0.222291	0	0	0.777709	0
Single-Family Detached	0-1499	Unvented Crawlspace	3	1950s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	4+	1950s	0	0	0	1	0
Single-Family Detached	1500-2499	Unvented Crawlspace	1	1950s	0.239907	0.188864	0	0.571229	0
Single-Family Detached	1500-2499	Unvented Crawlspace	2	1950s	0.239907	0.188864	0	0.571229	0
Single-Family Detached	1500-2499	Unvented Crawlspace	3	1950s	0.239907	0.188864	0	0.571229	0
Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1950s	0	0	0	1	0
Single-Family Detached	2500-3999	Unvented Crawlspace	1	1950s	0.227037	0.261214	0.037333	0.474416	0
Single-Family Detached	2500-3999	Unvented Crawlspace	2	1950s	0.227037	0.261214	0.037333	0.474416	0
Single-Family Detached	2500-3999	Unvented Crawlspace	3	1950s	0.227037	0.261214	0.037333	0.474416	0
Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1950s	0	0	0	1	0
Single-Family Detached	4000+	Unvented Crawlspace	1	1950s	0.129754	0.60732	0.125466	0.137459	0
Single-Family Detached	4000+	Unvented Crawlspace	2	1950s	0.129754	0.60732	0.125466	0.137459	0
Single-Family Detached	4000+	Unvented Crawlspace	3	1950s	0.129754	0.60732	0.125466	0.137459	0
Single-Family Detached	4000+	Unvented Crawlspace	4+	1950s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	1	1960s	0.265337	0	0	0.734663	0
Single-Family Detached	0-1499	Unvented Crawlspace	2	1960s	0.265337	0	0	0.734663	0
Single-Family Detached	0-1499	Unvented Crawlspace	3	1960s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	4+	1960s	0	0	0	1	0
Single-Family Detached	1500-2499	Unvented Crawlspace	1	1960s	0.201802	0.374534	0	0.423664	0
Single-Family Detached	1500-2499	Unvented Crawlspace	2	1960s	0.201802	0.374534	0	0.423664	0
Single-Family Detached	1500-2499	Unvented Crawlspace	3	1960s	0.201802	0.374534	0	0.423664	0
Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1960s	0	0	0	1	0
Single-Family Detached	2500-3999	Unvented Crawlspace	1	1960s	0.161953	0.551133	0.046972	0.239942	0
Single-Family Detached	2500-3999	Unvented Crawlspace	2	1960s	0.161953	0.551133	0.046972	0.239942	0
Single-Family Detached	2500-3999	Unvented Crawlspace	3	1960s	0.161953	0.551133	0.046972	0.239942	0
Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1960s	0	0	0	1	0
Single-Family Detached	4000+	Unvented Crawlspace	1	1960s	0.024774	0.633439	0.075546	0.266241	0
Single-Family Detached	4000+	Unvented Crawlspace	2	1960s	0.024774	0.633439	0.075546	0.266241	0
Single-Family Detached	4000+	Unvented Crawlspace	3	1960s	0.024774	0.633439	0.075546	0.266241	0
Single-Family Detached	4000+	Unvented Crawlspace	4+	1960s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	1	1970s	0.23845	0	0	0.76155	0
Single-Family Detached	0-1499	Unvented Crawlspace	2	1970s	0.23845	0	0	0.76155	0
Single-Family Detached	0-1499	Unvented Crawlspace	3	1970s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	4+	1970s	0	0	0	1	0
Single-Family Detached	1500-2499	Unvented Crawlspace	1	1970s	0.106728	0.524768	0	0.368504	0
Single-Family Detached	1500-2499	Unvented Crawlspace	2	1970s	0.106728	0.524768	0	0.368504	0
Single-Family Detached	1500-2499	Unvented Crawlspace	3	1970s	0.106728	0.524768	0	0.368504	0
Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1970s	0	0	0	1	0
Single-Family Detached	2500-3999	Unvented Crawlspace	1	1970s	0.075678	0.687491	0.035486	0.201346	0
Single-Family Detached	2500-3999	Unvented Crawlspace	2	1970s	0.075678	0.687491	0.035486	0.201346	0
Single-Family Detached	2500-3999	Unvented Crawlspace	3	1970s	0.075678	0.687491	0.035486	0.201346	0
Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1970s	0	0	0	1	0
Single-Family Detached	4000+	Unvented Crawlspace	1	1970s	0.068886	0.560453	0.208862	0.161799	0
Single-Family Detached	4000+	Unvented Crawlspace	2	1970s	0.068886	0.560453	0.208862	0.161799	0
Single-Family Detached	4000+	Unvented Crawlspace	3	1970s	0.068886	0.560453	0.208862	0.161799	0
Single-Family Detached	4000+	Unvented Crawlspace	4+	1970s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	1	1980s	0.216117	0	0	0.783883	0.000562132
Single-Family Detached	0-1499	Unvented Crawlspace	2	1980s	0.216117	0	0	0.783883	9.99575e-05
Single-Family Detached	0-1499	Unvented Crawlspace	3	1980s	0	0	0	1	4.32923e-06
Single-Family Detached	0-1499	Unvented Crawlspace	4+	1980s	0	0	0	1	0
Single-Family Detached	1500-2499	Unvented Crawlspace	1	1980s	0.127131	0.588891	0	0.283978	0.000964828
Single-Family Detached	1500-2499	Unvented Crawlspace	2	1980s	0.127131	0.588891	0	0.283978	0.000511777
Single-Family Detached	1500-2499	Unvented Crawlspace	3	1980s	0.127131	0.588891	0	0.283978	1.00081e-05
Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1980s	0	0	0	1	0
Single-Family Detached	2500-3999	Unvented Crawlspace	1	1980s	0.10817	0.685353	0.085808	0.120669	0.00026726
Single-Family Detached	2500-3999	Unvented Crawlspace	2	1980s	0.10817	0.685353	0.085808	0.120669	0.000555186
Single-Family Detached	2500-3999	Unvented Crawlspace	3	1980s	0.10817	0.685353	0.085808	0.120669	2.68712e-05
Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1980s	0	0	0	1	0
Single-Family Detached	4000+	Unvented Crawlspace	1	1980s	0.033671	0.661581	0.226548	0.0782	2.87381e-05
Single-Family Detached	4000+	Unvented Crawlspace	2	1980s	0.033671	0.661581	0.226548	0.0782	0.00014893
Single-Family Detached	4000+	Unvented Crawlspace	3	1980s	0.033671	0.661581	0.226548	0.0782	5.5839e-06
Single-Family Detached	4000+	Unvented Crawlspace	4+	1980s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	1	1990s	0.163762	0	0	0.836238	0.000686381
Single-Family Detached	0-1499	Unvented Crawlspace	2	1990s	0.163762	0	0	0.836238	0.000122051
Single-Family Detached	0-1499	Unvented Crawlspace	3	1990s	0	0	0	1	5.28612e-06
Single-Family Detached	0-1499	Unvented Crawlspace	4+	1990s	0	0	0	1	0
Single-Family Detached	1500-2499	Unvented Crawlspace	1	1990s	0.055472	0.703147	0	0.241381	0.00116736
Single-Family Detached	1500-2499	Unvented Crawlspace	2	1990s	0.055472	0.703147	0	0.241381	0.000619204
Single-Family Detached	1500-2499	Unvented Crawlspace	3	1990s	0.055472	0.703147	0	0.241381	1.21089e-05
Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1990s	0	0	0	1	0
Single-Family Detached	2500-3999	Unvented Crawlspace	1	1990s	0.047959	0.658559	0.177539	0.115943	0.000323937
Single-Family Detached	2500-3999	Unvented Crawlspace	2	1990s	0.047959	0.658559	0.177539	0.115943	0.000672924
Single-Family Detached	2500-3999	Unvented Crawlspace	3	1990s	0.047959	0.658559	0.177539	0.115943	3.25698e-05
Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1990s	0	0	0	1	0
Single-Family Detached	4000+	Unvented Crawlspace	1	1990s	0.00721	0.602911	0.342193	0.047687	3.54262e-05
Single-Family Detached	4000+	Unvented Crawlspace	2	1990s	0.00721	0.602911	0.342193	0.047687	0.00018359
Single-Family Detached	4000+	Unvented Crawlspace	3	1990s	0.00721	0.602911	0.342193	0.047687	6.88343e-06
Single-Family Detached	4000+	Unvented Crawlspace	4+	1990s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	1	2000s	0.136224	0	0	0.863776	0.000347628
Single-Family Detached	0-1499	Unvented Crawlspace	2	2000s	0.136224	0	0	0.863776	6.68949e-05
Single-Family Detached	0-1499	Unvented Crawlspace	3	2000s	0	0	0	1	0
Single-Family Detached	0-1499	Unvented Crawlspace	4+	2000s	0	0	0	1	0
Single-Family Detached	1500-2499	Unvented Crawlspace	1	2000s	0.057359	0.753987	0	0.188653	0.000805791
Single-Family Detached	1500-2499	Unvented Crawlspace	2	2000s	0.057359	0.753987	0	0.188653	0.000428201
Single-Family Detached	1500-2499	Unvented Crawlspace	3	2000s	0.057359	0.753987	0	0.188653	4.97127e-06
