Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	sampling_probability
GA, Harris County	Mobile Home	Occupied	1	0	0	159	1.85069e-05
GA, Harris County	Mobile Home	Vacant	1	0	0	159	6.33846e-06
GA, Harris County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	5.68454e-06
GA, Harris County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	7.08949e-07
GA, Harris County	Multi-Family with 5+ Units	Occupied	1	0	0	159	3.08778e-06
GA, Harris County	Multi-Family with 5+ Units	Vacant	1	0	0	159	9.69573e-07
GA, Harris County	Single-Family Attached	Occupied	1	0	0	159	7.63396e-07
GA, Harris County	Single-Family Attached	Vacant	1	0	0	159	9.38601e-08
GA, Harris County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	5.3732e-05
GA, Harris County	Single-Family Detached	Vacant	1	0	0	159	1.28349e-05
GA, Hart County	Mobile Home	Occupied	1	0	0	159	1.71067e-05
GA, Hart County	Mobile Home	Vacant	1	0	0	159	4.97137e-06
GA, Hart County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.94276e-06
GA, Hart County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	7.04645e-07
GA, Hart County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.56781e-06
GA, Hart County	Multi-Family with 5+ Units	Vacant	1	0	0	159	5.08576e-07
GA, Hart County	Single-Family Attached	Occupied	1	0	0	159	9.90023e-07
GA, Hart County	Single-Family Attached	Vacant	1	0	0	159	2.70565e-07
GA, Hart County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	5.34408e-05
GA, Hart County	Single-Family Detached	Vacant	1	0	0	159	1.36924e-05
GA, Heard County	Mobile Home	Occupied	1	0	0	159	3.64565e-06
GA, Heard County	Mobile Home	Vacant	1	0	0	159	1.10545e-06
GA, Heard County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.73537e-06
GA, Heard County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.79309e-07
GA, Heard County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.9868e-06
GA, Heard County	Multi-Family with 5+ Units	Vacant	1	0	0	159	4.03307e-07
GA, Heard County	Single-Family Attached	Occupied	1	0	0	159	2.167e-07
GA, Heard County	Single-Family Attached	Vacant	1	0	0	159	4.00328e-08
GA, Heard County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	2.42097e-05
GA, Heard County	Single-Family Detached	Vacant	1	0	0	159	3.69889e-06
GA, Henry County	Mobile Home	Occupied	1	0	0	159	1.5641e-05
GA, Henry County	Mobile Home	Vacant	1	0	0	159	4.44898e-06
GA, Henry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	6.42329e-06
GA, Henry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.81666e-06
GA, Henry County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.70363e-05
GA, Henry County	Multi-Family with 5+ Units	Vacant	1	0	0	159	7.53093e-06
GA, Henry County	Single-Family Attached	Occupied	1	0	0	159	8.15338e-06
GA, Henry County	Single-Family Attached	Vacant	1	0	0	159	1.71786e-06
GA, Henry County	Single-Family Detached	Occupied	0.999647	0.000352756	27.4666	77863	0.000455935
GA, Henry County	Single-Family Detached	Vacant	1	0	0	159	3.57836e-05
GA, Houston County	Mobile Home	Occupied	1	0	0	159	2.92338e-05
GA, Houston County	Mobile Home	Vacant	1	0	0	159	7.61463e-06
GA, Houston County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.01695e-05
GA, Houston County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.26536e-06
GA, Houston County	Multi-Family with 5+ Units	Occupied	1	0	0	159	3.59046e-05
GA, Houston County	Multi-Family with 5+ Units	Vacant	1	0	0	159	7.69677e-06
GA, Houston County	Single-Family Attached	Occupied	1	0	0	159	7.35511e-06
GA, Houston County	Single-Family Attached	Vacant	1	0	0	159	5.97556e-07
GA, Houston County	Single-Family Detached	Occupied	0.99969	0.000309618	18.7464	60547	0.000312686
GA, Houston County	Single-Family Detached	Vacant	1	0	0	159	2.89793e-05
GA, Irwin County	Mobile Home	Occupied	1	0	0	159	6.73414e-06
GA, Irwin County	Mobile Home	Vacant	1	0	0	159	1.4021e-06
GA, Irwin County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.40872e-06
GA, Irwin County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.29829e-07
GA, Irwin County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.02533e-06
GA, Irwin County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.73904e-07
GA, Irwin County	Single-Family Attached	Occupied	1	0	0	159	2.65006e-07
GA, Irwin County	Single-Family Attached	Vacant	1	0	0	159	7.59096e-08
GA, Irwin County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.58816e-05
GA, Irwin County	Single-Family Detached	Vacant	1	0	0	159	2.91246e-06
GA, Jackson County	Mobile Home	Occupied	1	0	0	159	1.43656e-05
GA, Jackson County	Mobile Home	Vacant	1	0	0	159	4.01563e-06
GA, Jackson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	6.64673e-06
GA, Jackson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.8091e-07
GA, Jackson County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.93289e-06
GA, Jackson County	Multi-Family with 5+ Units	Vacant	1	0	0	159	6.14688e-07
GA, Jackson County	Single-Family Attached	Occupied	1	0	0	159	1.94886e-06
GA, Jackson County	Single-Family Attached	Vacant	1	0	0	159	4.1544e-07
GA, Jackson County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	0.000131929
GA, Jackson County	Single-Family Detached	Vacant	1	0	0	159	1.38035e-05
GA, Jasper County	Mobile Home	Occupied	1	0	0	159	4.12549e-06
GA, Jasper County	Mobile Home	Vacant	1	0	0	159	7.78684e-07
GA, Jasper County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.46202e-06
GA, Jasper County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	3.66812e-07
GA, Jasper County	Multi-Family with 5+ Units	Occupied	1	0	0	159	8.29559e-07
GA, Jasper County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.70099e-07
GA, Jasper County	Single-Family Attached	Occupied	1	0	0	159	8.99052e-07
GA, Jasper County	Single-Family Attached	Vacant	1	0	0	159	4.52503e-08
GA, Jasper County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	3.50076e-05
GA, Jasper County	Single-Family Detached	Vacant	1	0	0	159	3.12658e-06
GA, Jeff Davis County	Mobile Home	Occupied	1	0	0	159	1.22998e-05
GA, Jeff Davis County	Mobile Home	Vacant	1	0	0	159	3.32648e-06
GA, Jeff Davis County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.17446e-06
GA, Jeff Davis County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.52784e-07
GA, Jeff Davis County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.38206e-06
GA, Jeff Davis County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.57053e-07
GA, Jeff Davis County	Single-Family Attached	Occupied	1	0	0	159	2.09713e-07
GA, Jeff Davis County	Single-Family Attached	Vacant	1	0	0	159	2.8015e-08
GA, Jeff Davis County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	2.3012e-05
GA, Jeff Davis County	Single-Family Detached	Vacant	1	0	0	159	5.09755e-06
GA, Jefferson County	Mobile Home	Occupied	1	0	0	159	1.2247e-05
GA, Jefferson County	Mobile Home	Vacant	1	0	0	159	4.10404e-06
GA, Jefferson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.45698e-06
GA, Jefferson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.89858e-07
GA, Jefferson County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.56307e-06
GA, Jefferson County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.62404e-07
GA, Jefferson County	Single-Family Attached	Occupied	1	0	0	159	2.87986e-07
GA, Jefferson County	Single-Family Attached	Vacant	1	0	0	159	1.91353e-08
GA, Jefferson County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	2.56829e-05
GA, Jefferson County	Single-Family Detached	Vacant	1	0	0	159	7.41947e-06
GA, Jenkins County	Mobile Home	Occupied	1	0	0	159	8.12858e-06
GA, Jenkins County	Mobile Home	Vacant	1	0	0	159	2.72394e-06
GA, Jenkins County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.63075e-06
GA, Jenkins County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.92384e-07
GA, Jenkins County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.03744e-06
GA, Jenkins County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.74163e-07
GA, Jenkins County	Single-Family Attached	Occupied	1	0	0	159	1.91142e-07
GA, Jenkins County	Single-Family Attached	Vacant	1	0	0	159	1.27005e-08
GA, Jenkins County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.70463e-05
GA, Jenkins County	Single-Family Detached	Vacant	1	0	0	159	4.92445e-06
GA, Johnson County	Mobile Home	Occupied	1	0	0	159	6.58066e-06
GA, Johnson County	Mobile Home	Vacant	1	0	0	159	1.74157e-06
GA, Johnson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.459e-06
GA, Johnson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.19106e-07
GA, Johnson County	Multi-Family with 5+ Units	Occupied	1	0	0	159	8.37952e-07
GA, Johnson County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.44014e-07
GA, Johnson County	Single-Family Attached	Occupied	1	0	0	159	2.13896e-07
GA, Johnson County	Single-Family Attached	Vacant	1	0	0	159	6.06407e-09
GA, Johnson County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.58799e-05
GA, Johnson County	Single-Family Detached	Vacant	1	0	0	159	3.42461e-06
GA, Jones County	Mobile Home	Occupied	1	0	0	159	1.48961e-05
GA, Jones County	Mobile Home	Vacant	1	0	0	159	4.8408e-06
GA, Jones County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.77949e-06
GA, Jones County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	9.83632e-07
GA, Jones County	Multi-Family with 5+ Units	Occupied	1	0	0	159	5.00296e-06
GA, Jones County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.29391e-06
GA, Jones County	Single-Family Attached	Occupied	1	0	0	159	1.34765e-06
GA, Jones County	Single-Family Attached	Vacant	1	0	0	159	2.01558e-07
GA, Jones County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	4.61905e-05
GA, Jones County	Single-Family Detached	Vacant	1	0	0	159	9.45729e-06
GA, Lamar County	Mobile Home	Occupied	1	0	0	159	4.51959e-06
GA, Lamar County	Mobile Home	Vacant	1	0	0	159	1.09374e-06
GA, Lamar County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.86666e-06
GA, Lamar County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	7.21689e-07
GA, Lamar County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.7417e-06
GA, Lamar County	Multi-Family with 5+ Units	Vacant	1	0	0	159	4.66513e-07
GA, Lamar County	Single-Family Attached	Occupied	1	0	0	159	5.09301e-07
GA, Lamar County	Single-Family Attached	Vacant	1	0	0	159	1.55945e-07
GA, Lamar County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	3.71034e-05
GA, Lamar County	Single-Family Detached	Vacant	1	0	0	159	6.23359e-06
GA, Lanier County	Mobile Home	Occupied	1	0	0	159	8.46859e-06
GA, Lanier County	Mobile Home	Vacant	1	0	0	159	2.09635e-06
GA, Lanier County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.40116e-06
GA, Lanier County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.59086e-07
GA, Lanier County	Multi-Family with 5+ Units	Occupied	1	0	0	159	9.51452e-07
GA, Lanier County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.51444e-07
GA, Lanier County	Single-Family Attached	Occupied	1	0	0	159	1.49048e-07
GA, Lanier County	Single-Family Attached	Vacant	1	0	0	159	3.7092e-08
GA, Lanier County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.59644e-05
GA, Lanier County	Single-Family Detached	Vacant	1	0	0	159	2.73223e-06
GA, Laurens County	Mobile Home	Occupied	1	0	0	159	3.44659e-05
GA, Laurens County	Mobile Home	Vacant	1	0	0	159	9.12138e-06
GA, Laurens County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	7.64143e-06
GA, Laurens County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.14756e-06
GA, Laurens County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.38874e-06
GA, Laurens County	Multi-Family with 5+ Units	Vacant	1	0	0	159	7.54268e-07
GA, Laurens County	Single-Family Attached	Occupied	1	0	0	159	1.12027e-06
GA, Laurens County	Single-Family Attached	Vacant	1	0	0	159	3.17603e-08
GA, Laurens County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	8.31705e-05
GA, Laurens County	Single-Family Detached	Vacant	1	0	0	159	1.79362e-05
GA, Lee County	Mobile Home	Occupied	1	0	0	159	4.90234e-06
GA, Lee County	Mobile Home	Vacant	1	0	0	159	6.40566e-07
GA, Lee County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.04631e-05
GA, Lee County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.62291e-06
GA, Lee County	Multi-Family with 5+ Units	Occupied	1	0	0	159	7.50676e-06
GA, Lee County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.25707e-06
GA, Lee County	Single-Family Attached	Occupied	1	0	0	159	2.31491e-06
GA, Lee County	Single-Family Attached	Vacant	1	0	0	159	3.26849e-07
GA, Lee County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	4.54872e-05
GA, Lee County	Single-Family Detached	Vacant	1	0	0	159	5.66385e-06
GA, Liberty County	Mobile Home	Occupied	1	0	0	159	2.93064e-05
GA, Liberty County	Mobile Home	Vacant	1	0	0	159	8.76024e-06
GA, Liberty County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.56845e-05
GA, Liberty County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.38102e-06
GA, Liberty County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.32079e-05
GA, Liberty County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.96174e-06
GA, Liberty County	Single-Family Attached	Occupied	1	0	0	159	5.00152e-06
GA, Liberty County	Single-Family Attached	Vacant	1	0	0	159	0
GA, Liberty County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	0.000112252
GA, Liberty County	Single-Family Detached	Vacant	1	0	0	159	1.58718e-05
GA, Lincoln County	Mobile Home	Occupied	1	0	0	159	8.08626e-06
GA, Lincoln County	Mobile Home	Vacant	1	0	0	159	2.70976e-06
GA, Lincoln County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.62226e-06
GA, Lincoln County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.91383e-07
GA, Lincoln County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.03204e-06
GA, Lincoln County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.73256e-07
GA, Lincoln County	Single-Family Attached	Occupied	1	0	0	159	1.90147e-07
GA, Lincoln County	Single-Family Attached	Vacant	1	0	0	159	1.26344e-08
GA, Lincoln County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.69575e-05
GA, Lincoln County	Single-Family Detached	Vacant	1	0	0	159	4.89882e-06
GA, Long County	Mobile Home	Occupied	1	0	0	159	6.71293e-06
GA, Long County	Mobile Home	Vacant	1	0	0	159	2.00662e-06
GA, Long County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.5927e-06
GA, Long County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	5.45396e-07
GA, Long County	Multi-Family with 5+ Units	Occupied	1	0	0	159	3.0254e-06
GA, Long County	Multi-Family with 5+ Units	Vacant	1	0	0	159	4.49356e-07
GA, Long County	Single-Family Attached	Occupied	1	0	0	159	1.14565e-06
GA, Long County	Single-Family Attached	Vacant	1	0	0	159	0
GA, Long County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	2.57125e-05
GA, Long County	Single-Family Detached	Vacant	1	0	0	159	3.63559e-06
GA, Lowndes County	Mobile Home	Occupied	1	0	0	159	2.77982e-05
GA, Lowndes County	Mobile Home	Vacant	1	0	0	159	5.69142e-06
GA, Lowndes County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.13608e-05
GA, Lowndes County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	3.95e-06
GA, Lowndes County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.23273e-05
GA, Lowndes County	Multi-Family with 5+ Units	Vacant	1	0	0	159	8.2092e-06
GA, Lowndes County	Single-Family Attached	Occupied	1	0	0	159	5.19848e-06
GA, Lowndes County	Single-Family Attached	Vacant	1	0	0	159	1.7037e-06
GA, Lowndes County	Single-Family Detached	Occupied	0.999689	0.000310961	14.2144	45711	0.000202273
GA, Lowndes County	Single-Family Detached	Vacant	1	0	0	159	2.46215e-05
GA, Lumpkin County	Mobile Home	Occupied	1	0	0	159	1.14812e-05
GA, Lumpkin County	Mobile Home	Vacant	1	0	0	159	3.62555e-06
GA, Lumpkin County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.54741e-06
GA, Lumpkin County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	8.44447e-07
GA, Lumpkin County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.5522e-06
GA, Lumpkin County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.6297e-06
GA, Lumpkin County	Single-Family Attached	Occupied	1	0	0	159	1.07809e-06
GA, Lumpkin County	Single-Family Attached	Vacant	1	0	0	159	4.52387e-07
GA, Lumpkin County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	5.0758e-05
GA, Lumpkin County	Single-Family Detached	Vacant	1	0	0	159	2.42855e-05
GA, Macon County	Mobile Home	Occupied	1	0	0	159	8.18097e-06
GA, Macon County	Mobile Home	Vacant	1	0	0	159	2.80191e-06
GA, Macon County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.51285e-06
GA, Macon County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	3.1339e-07
GA, Macon County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.36495e-06
GA, Macon County	Multi-Family with 5+ Units	Vacant	1	0	0	159	4.28599e-07
GA, Macon County	Single-Family Attached	Occupied	1	0	0	159	3.37459e-07
GA, Macon County	Single-Family Attached	Vacant	1	0	0	159	4.14908e-08
GA, Macon County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	2.37522e-05
GA, Macon County	Single-Family Detached	Vacant	1	0	0	159	5.67366e-06
GA, Madison County	Mobile Home	Occupied	1	0	0	159	1.42001e-05
GA, Madison County	Mobile Home	Vacant	1	0	0	159	2.92858e-06
GA, Madison County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.39861e-06
GA, Madison County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.31441e-07
GA, Madison County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.62051e-06
GA, Madison County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.45861e-07
GA, Madison County	Single-Family Attached	Occupied	1	0	0	159	1.05686e-06
GA, Madison County	Single-Family Attached	Vacant	1	0	0	159	2.03648e-07
GA, Madison County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	5.61622e-05
GA, Madison County	Single-Family Detached	Vacant	1	0	0	159	9.04494e-06
GA, Marion County	Mobile Home	Occupied	1	0	0	159	5.56129e-06
GA, Marion County	Mobile Home	Vacant	1	0	0	159	1.90469e-06
GA, Marion County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.70819e-06
GA, Marion County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.13037e-07
GA, Marion County	Multi-Family with 5+ Units	Occupied	1	0	0	159	9.27869e-07
GA, Marion County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.91354e-07
GA, Marion County	Single-Family Attached	Occupied	1	0	0	159	2.29399e-07
GA, Marion County	Single-Family Attached	Vacant	1	0	0	159	2.82047e-08
GA, Marion County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.61463e-05
GA, Marion County	Single-Family Detached	Vacant	1	0	0	159	3.85686e-06
GA, McDuffie County	Mobile Home	Occupied	1	0	0	159	1.56632e-05
GA, McDuffie County	Mobile Home	Vacant	1	0	0	159	5.24885e-06
GA, McDuffie County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.14234e-06
GA, McDuffie County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	3.70712e-07
GA, McDuffie County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.99908e-06
GA, McDuffie County	Multi-Family with 5+ Units	Vacant	1	0	0	159	3.35601e-07
GA, McDuffie County	Single-Family Attached	Occupied	1	0	0	159	3.68318e-07
GA, McDuffie County	Single-Family Attached	Vacant	1	0	0	159	2.4473e-08
GA, McDuffie County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	3.2847e-05
GA, McDuffie County	Single-Family Detached	Vacant	1	0	0	159	9.48909e-06
GA, McIntosh County	Mobile Home	Occupied	1	0	0	159	6.17452e-06
GA, McIntosh County	Mobile Home	Vacant	1	0	0	159	2.66396e-06
GA, McIntosh County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.80982e-06
GA, McIntosh County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.17839e-06
GA, McIntosh County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.14214e-06
GA, McIntosh County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.08649e-06
GA, McIntosh County	Single-Family Attached	Occupied	1	0	0	159	2.78418e-06
GA, McIntosh County	Single-Family Attached	Vacant	1	0	0	159	4.5008e-07
GA, McIntosh County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	3.78992e-05
GA, McIntosh County	Single-Family Detached	Vacant	1	0	0	159	8.54009e-06
GA, Meriwether County	Mobile Home	Occupied	1	0	0	159	7.05493e-06
GA, Meriwether County	Mobile Home	Vacant	1	0	0	159	2.13922e-06
GA, Meriwether County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.35823e-06
GA, Meriwether County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	5.40509e-07
GA, Meriwether County	Multi-Family with 5+ Units	Occupied	1	0	0	159	5.77995e-06
GA, Meriwether County	Multi-Family with 5+ Units	Vacant	1	0	0	159	7.80466e-07
GA, Meriwether County	Single-Family Attached	Occupied	1	0	0	159	4.19349e-07
GA, Meriwether County	Single-Family Attached	Vacant	1	0	0	159	7.747e-08
GA, Meriwether County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	4.68497e-05
GA, Meriwether County	Single-Family Detached	Vacant	1	0	0	159	7.15795e-06
GA, Miller County	Mobile Home	Occupied	1	0	0	159	3.93556e-06
GA, Miller County	Mobile Home	Vacant	1	0	0	159	1.03512e-06
GA, Miller County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.15358e-06
GA, Miller County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.80235e-07
GA, Miller County	Multi-Family with 5+ Units	Occupied	1	0	0	159	8.07927e-07
GA, Miller County	Multi-Family with 5+ Units	Vacant	1	0	0	159	6.89745e-08
GA, Miller County	Single-Family Attached	Occupied	1	0	0	159	1.47729e-07
GA, Miller County	Single-Family Attached	Vacant	1	0	0	159	0
GA, Miller County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.11562e-05
GA, Miller County	Single-Family Detached	Vacant	1	0	0	159	2.1503e-06
GA, Mitchell County	Mobile Home	Occupied	1	0	0	159	1.28103e-05
GA, Mitchell County	Mobile Home	Vacant	1	0	0	159	3.36933e-06
GA, Mitchell County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.75493e-06
GA, Mitchell County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	5.86667e-07
GA, Mitchell County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.62981e-06
GA, Mitchell County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.24513e-07
GA, Mitchell County	Single-Family Attached	Occupied	1	0	0	159	4.80858e-07
GA, Mitchell County	Single-Family Attached	Vacant	1	0	0	159	0
GA, Mitchell County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	3.63134e-05
GA, Mitchell County	Single-Family Detached	Vacant	1	0	0	159	6.99924e-06
GA, Monroe County	Mobile Home	Occupied	1	0	0	159	1.40619e-05
GA, Monroe County	Mobile Home	Vacant	1	0	0	159	4.56971e-06
GA, Monroe County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.62384e-06
GA, Monroe County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	9.28548e-07
GA, Monroe County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.72279e-06
GA, Monroe County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.22145e-06
GA, Monroe County	Single-Family Attached	Occupied	1	0	0	159	1.27218e-06
GA, Monroe County	Single-Family Attached	Vacant	1	0	0	159	1.9027e-07
GA, Monroe County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	4.36038e-05
GA, Monroe County	Single-Family Detached	Vacant	1	0	0	159	8.92767e-06
GA, Montgomery County	Mobile Home	Occupied	1	0	0	159	7.48574e-06
GA, Montgomery County	Mobile Home	Vacant	1	0	0	159	2.02453e-06
GA, Montgomery County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.32339e-06
GA, Montgomery County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.75568e-07
GA, Montgomery County	Multi-Family with 5+ Units	Occupied	1	0	0	159	8.41134e-07
GA, Montgomery County	Multi-Family with 5+ Units	Vacant	1	0	0	159	9.55836e-08
GA, Montgomery County	Single-Family Attached	Occupied	1	0	0	159	1.27633e-07
GA, Montgomery County	Single-Family Attached	Vacant	1	0	0	159	1.70502e-08
GA, Montgomery County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.40053e-05
GA, Montgomery County	Single-Family Detached	Vacant	1	0	0	159	3.10241e-06
GA, Morgan County	Mobile Home	Occupied	1	0	0	159	4.97494e-06
GA, Morgan County	Mobile Home	Vacant	1	0	0	159	9.39018e-07
GA, Morgan County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.76305e-06
GA, Morgan County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.42339e-07
GA, Morgan County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.00037e-06
GA, Morgan County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.05123e-07
