Dependency=Location Weather	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
IA_Sioux.City-Sioux.Gateway.AP.725570	<1950	0.1	0.06	0.52	0	0.09	0.23
IA_Sioux.City-Sioux.Gateway.AP.725570	1950s	0.07	0.1	0.69	0	0	0.14
IA_Sioux.City-Sioux.Gateway.AP.725570	1960s	0.14	0.05	0.68	0	0	0.13
IA_Sioux.City-Sioux.Gateway.AP.725570	1970s	0.14	0.06	0.64	0	0.01	0.15
IA_Sioux.City-Sioux.Gateway.AP.725570	1980s	0.14	0.05	0.55	0	0.03	0.23
IA_Sioux.City-Sioux.Gateway.AP.725570	1990s	0.03	0	0.67	0	0.01	0.29
IA_Sioux.City-Sioux.Gateway.AP.725570	2000s	0.16	0	0.58	0	0	0.26
IA_Waterloo.Muni.AP.725480	<1950	0.1	0.06	0.52	0	0.09	0.23
IA_Waterloo.Muni.AP.725480	1950s	0.07	0.1	0.69	0	0	0.14
IA_Waterloo.Muni.AP.725480	1960s	0.14	0.05	0.68	0	0	0.13
IA_Waterloo.Muni.AP.725480	1970s	0.14	0.06	0.64	0	0.01	0.15
IA_Waterloo.Muni.AP.725480	1980s	0.14	0.05	0.55	0	0.03	0.23
IA_Waterloo.Muni.AP.725480	1990s	0.03	0	0.67	0	0.01	0.29
IA_Waterloo.Muni.AP.725480	2000s	0.16	0	0.58	0	0	0.26
ID_Boise.Air.Terminal.726810	<1950	0.08	0	0.92	0	0	0
ID_Boise.Air.Terminal.726810	1950s	0.2	0	0.62	0	0.18	0
ID_Boise.Air.Terminal.726810	1960s	0	0	1	0	0	0
ID_Boise.Air.Terminal.726810	1970s	0.04	0	0.81	0	0	0.15
ID_Boise.Air.Terminal.726810	1980s	0.3	0	0.67	0	0.02	0
ID_Boise.Air.Terminal.726810	1990s	0	0	0.72	0	0	0.28
ID_Boise.Air.Terminal.726810	2000s	0.27	0	0.57	0	0	0.16
ID_Pocatello.Muni.AP.725780	<1950	0.08	0	0.92	0	0	0
ID_Pocatello.Muni.AP.725780	1950s	0.2	0	0.62	0	0.18	0
ID_Pocatello.Muni.AP.725780	1960s	0	0	1	0	0	0
ID_Pocatello.Muni.AP.725780	1970s	0.04	0	0.81	0	0	0.15
ID_Pocatello.Muni.AP.725780	1980s	0.3	0	0.67	0	0.02	0
ID_Pocatello.Muni.AP.725780	1990s	0	0	0.72	0	0	0.28
ID_Pocatello.Muni.AP.725780	2000s	0.27	0	0.57	0	0	0.16
IL_Chicago-OHare.Intl.AP.725300	<1950	0.02	0	0.96	0	0.02	0
IL_Chicago-OHare.Intl.AP.725300	1950s	0.02	0	0.91	0	0.02	0.05
IL_Chicago-OHare.Intl.AP.725300	1960s	0.18	0	0.82	0	0	0
IL_Chicago-OHare.Intl.AP.725300	1970s	0.07	0	0.75	0	0	0.18
IL_Chicago-OHare.Intl.AP.725300	1980s	0.15	0	0.79	0	0	0.05
IL_Chicago-OHare.Intl.AP.725300	1990s	0.05	0	0.95	0	0	0
IL_Chicago-OHare.Intl.AP.725300	2000s	0.03	0	0.87	0	0	0.09
IL_Moline-Quad.City.Intl.AP.725440	<1950	0.02	0	0.96	0	0.02	0
IL_Moline-Quad.City.Intl.AP.725440	1950s	0.02	0	0.91	0	0.02	0.05
IL_Moline-Quad.City.Intl.AP.725440	1960s	0.18	0	0.82	0	0	0
IL_Moline-Quad.City.Intl.AP.725440	1970s	0.07	0	0.75	0	0	0.18
IL_Moline-Quad.City.Intl.AP.725440	1980s	0.15	0	0.79	0	0	0.05
IL_Moline-Quad.City.Intl.AP.725440	1990s	0.05	0	0.95	0	0	0
IL_Moline-Quad.City.Intl.AP.725440	2000s	0.03	0	0.87	0	0	0.09
IL_Peoria-Greater.Peoria.AP.725320	<1950	0.02	0	0.96	0	0.02	0
IL_Peoria-Greater.Peoria.AP.725320	1950s	0.02	0	0.91	0	0.02	0.05
IL_Peoria-Greater.Peoria.AP.725320	1960s	0.18	0	0.82	0	0	0
IL_Peoria-Greater.Peoria.AP.725320	1970s	0.07	0	0.75	0	0	0.18
IL_Peoria-Greater.Peoria.AP.725320	1980s	0.15	0	0.79	0	0	0.05
IL_Peoria-Greater.Peoria.AP.725320	1990s	0.05	0	0.95	0	0	0
IL_Peoria-Greater.Peoria.AP.725320	2000s	0.03	0	0.87	0	0	0.09
IL_Rockford-Greater.Rockford.AP.725430	<1950	0.02	0	0.96	0	0.02	0
IL_Rockford-Greater.Rockford.AP.725430	1950s	0.02	0	0.91	0	0.02	0.05
IL_Rockford-Greater.Rockford.AP.725430	1960s	0.18	0	0.82	0	0	0
IL_Rockford-Greater.Rockford.AP.725430	1970s	0.07	0	0.75	0	0	0.18
IL_Rockford-Greater.Rockford.AP.725430	1980s	0.15	0	0.79	0	0	0.05
IL_Rockford-Greater.Rockford.AP.725430	1990s	0.05	0	0.95	0	0	0
IL_Rockford-Greater.Rockford.AP.725430	2000s	0.03	0	0.87	0	0	0.09
IL_Springfield-Capital.AP.724390	<1950	0.02	0	0.96	0	0.02	0
IL_Springfield-Capital.AP.724390	1950s	0.02	0	0.91	0	0.02	0.05
IL_Springfield-Capital.AP.724390	1960s	0.18	0	0.82	0	0	0
IL_Springfield-Capital.AP.724390	1970s	0.07	0	0.75	0	0	0.18
IL_Springfield-Capital.AP.724390	1980s	0.15	0	0.79	0	0	0.05
IL_Springfield-Capital.AP.724390	1990s	0.05	0	0.95	0	0	0
IL_Springfield-Capital.AP.724390	2000s	0.03	0	0.87	0	0	0.09
IN_Evansville.Rgnl.AP.724320	<1950	0.11	0.01	0.74	0.01	0.04	0.08
IN_Evansville.Rgnl.AP.724320	1950s	0.04	0.1	0.86	0	0	0
IN_Evansville.Rgnl.AP.724320	1960s	0.17	0	0.8	0	0	0.03
IN_Evansville.Rgnl.AP.724320	1970s	0.48	0.03	0.41	0	0	0.08
IN_Evansville.Rgnl.AP.724320	1980s	0.31	0	0.5	0	0.08	0.11
IN_Evansville.Rgnl.AP.724320	1990s	0.09	0	0.8	0	0	0.1
IN_Evansville.Rgnl.AP.724320	2000s	0.13	0	0.62	0	0	0.25
IN_Fort.Wayne.Intl.AP.725330	<1950	0.11	0.01	0.74	0.01	0.04	0.08
IN_Fort.Wayne.Intl.AP.725330	1950s	0.04	0.1	0.86	0	0	0
IN_Fort.Wayne.Intl.AP.725330	1960s	0.17	0	0.8	0	0	0.03
IN_Fort.Wayne.Intl.AP.725330	1970s	0.48	0.03	0.41	0	0	0.08
IN_Fort.Wayne.Intl.AP.725330	1980s	0.31	0	0.5	0	0.08	0.11
IN_Fort.Wayne.Intl.AP.725330	1990s	0.09	0	0.8	0	0	0.1
IN_Fort.Wayne.Intl.AP.725330	2000s	0.13	0	0.62	0	0	0.25
IN_Indianapolis.Intl.AP.724380	<1950	0.11	0.01	0.74	0.01	0.04	0.08
IN_Indianapolis.Intl.AP.724380	1950s	0.04	0.1	0.86	0	0	0
IN_Indianapolis.Intl.AP.724380	1960s	0.17	0	0.8	0	0	0.03
IN_Indianapolis.Intl.AP.724380	1970s	0.48	0.03	0.41	0	0	0.08
IN_Indianapolis.Intl.AP.724380	1980s	0.31	0	0.5	0	0.08	0.11
IN_Indianapolis.Intl.AP.724380	1990s	0.09	0	0.8	0	0	0.1
IN_Indianapolis.Intl.AP.724380	2000s	0.13	0	0.62	0	0	0.25
IN_South.Bend-Michiana.Rgnl.AP.725350	<1950	0.11	0.01	0.74	0.01	0.04	0.08
IN_South.Bend-Michiana.Rgnl.AP.725350	1950s	0.04	0.1	0.86	0	0	0
IN_South.Bend-Michiana.Rgnl.AP.725350	1960s	0.17	0	0.8	0	0	0.03
IN_South.Bend-Michiana.Rgnl.AP.725350	1970s	0.48	0.03	0.41	0	0	0.08
IN_South.Bend-Michiana.Rgnl.AP.725350	1980s	0.31	0	0.5	0	0.08	0.11
IN_South.Bend-Michiana.Rgnl.AP.725350	1990s	0.09	0	0.8	0	0	0.1
IN_South.Bend-Michiana.Rgnl.AP.725350	2000s	0.13	0	0.62	0	0	0.25
KS_Dodge.City.Rgnl.AP.724510	<1950	0.11	0	0.75	0	0.04	0.11
KS_Dodge.City.Rgnl.AP.724510	1950s	0.08	0	0.92	0	0	0
KS_Dodge.City.Rgnl.AP.724510	1960s	0.04	0	0.96	0	0	0
KS_Dodge.City.Rgnl.AP.724510	1970s	0.12	0	0.76	0	0.06	0.07
KS_Dodge.City.Rgnl.AP.724510	1980s	0.39	0	0.57	0	0	0.05
KS_Dodge.City.Rgnl.AP.724510	1990s	0.14	0	0.86	0	0	0
KS_Dodge.City.Rgnl.AP.724510	2000s	0.19	0	0.68	0	0	0.13
KS_Goodland-Renner.Field.724650	<1950	0.11	0	0.75	0	0.04	0.11
KS_Goodland-Renner.Field.724650	1950s	0.08	0	0.92	0	0	0
KS_Goodland-Renner.Field.724650	1960s	0.04	0	0.96	0	0	0
KS_Goodland-Renner.Field.724650	1970s	0.12	0	0.76	0	0.06	0.07
KS_Goodland-Renner.Field.724650	1980s	0.39	0	0.57	0	0	0.05
KS_Goodland-Renner.Field.724650	1990s	0.14	0	0.86	0	0	0
KS_Goodland-Renner.Field.724650	2000s	0.19	0	0.68	0	0	0.13
KS_Topeka-Phillip.Billard.Muni.AP.724560	<1950	0.11	0	0.75	0	0.04	0.11
KS_Topeka-Phillip.Billard.Muni.AP.724560	1950s	0.08	0	0.92	0	0	0
KS_Topeka-Phillip.Billard.Muni.AP.724560	1960s	0.04	0	0.96	0	0	0
KS_Topeka-Phillip.Billard.Muni.AP.724560	1970s	0.12	0	0.76	0	0.06	0.07
KS_Topeka-Phillip.Billard.Muni.AP.724560	1980s	0.39	0	0.57	0	0	0.05
KS_Topeka-Phillip.Billard.Muni.AP.724560	1990s	0.14	0	0.86	0	0	0
KS_Topeka-Phillip.Billard.Muni.AP.724560	2000s	0.19	0	0.68	0	0	0.13
KS_Wichita-Mid.Continent.AP.724500	<1950	0.11	0	0.75	0	0.04	0.11
KS_Wichita-Mid.Continent.AP.724500	1950s	0.08	0	0.92	0	0	0
KS_Wichita-Mid.Continent.AP.724500	1960s	0.04	0	0.96	0	0	0
KS_Wichita-Mid.Continent.AP.724500	1970s	0.12	0	0.76	0	0.06	0.07
KS_Wichita-Mid.Continent.AP.724500	1980s	0.39	0	0.57	0	0	0.05
KS_Wichita-Mid.Continent.AP.724500	1990s	0.14	0	0.86	0	0	0
KS_Wichita-Mid.Continent.AP.724500	2000s	0.19	0	0.68	0	0	0.13
KY_Cincinnati-Northern.Kentucky.AP.724210	<1950	0.28	0	0.43	0	0.06	0.23
KY_Cincinnati-Northern.Kentucky.AP.724210	1950s	0.22	0	0.66	0	0.1	0.03
KY_Cincinnati-Northern.Kentucky.AP.724210	1960s	0.31	0	0.53	0	0.08	0.09
KY_Cincinnati-Northern.Kentucky.AP.724210	1970s	0.54	0	0.23	0	0.04	0.18
KY_Cincinnati-Northern.Kentucky.AP.724210	1980s	0.5	0	0.26	0	0.1	0.14
KY_Cincinnati-Northern.Kentucky.AP.724210	1990s	0.63	0	0.22	0	0.03	0.12
KY_Cincinnati-Northern.Kentucky.AP.724210	2000s	0.55	0	0.29	0	0.05	0.11
KY_Lexington-Bluegrass.AP.724220	<1950	0.28	0	0.43	0	0.06	0.23
KY_Lexington-Bluegrass.AP.724220	1950s	0.22	0	0.66	0	0.1	0.03
KY_Lexington-Bluegrass.AP.724220	1960s	0.31	0	0.53	0	0.08	0.09
KY_Lexington-Bluegrass.AP.724220	1970s	0.54	0	0.23	0	0.04	0.18
KY_Lexington-Bluegrass.AP.724220	1980s	0.5	0	0.26	0	0.1	0.14
KY_Lexington-Bluegrass.AP.724220	1990s	0.63	0	0.22	0	0.03	0.12
KY_Lexington-Bluegrass.AP.724220	2000s	0.55	0	0.29	0	0.05	0.11
KY_Louisville-Standiford.Field.724230	<1950	0.28	0	0.43	0	0.06	0.23
KY_Louisville-Standiford.Field.724230	1950s	0.22	0	0.66	0	0.1	0.03
KY_Louisville-Standiford.Field.724230	1960s	0.31	0	0.53	0	0.08	0.09
KY_Louisville-Standiford.Field.724230	1970s	0.54	0	0.23	0	0.04	0.18
KY_Louisville-Standiford.Field.724230	1980s	0.5	0	0.26	0	0.1	0.14
KY_Louisville-Standiford.Field.724230	1990s	0.63	0	0.22	0	0.03	0.12
KY_Louisville-Standiford.Field.724230	2000s	0.55	0	0.29	0	0.05	0.11
LA_Baton.Rouge-Ryan.AP.722317	<1950	0.2	0	0.68	0	0	0.12
LA_Baton.Rouge-Ryan.AP.722317	1950s	0.3	0	0.7	0	0	0
LA_Baton.Rouge-Ryan.AP.722317	1960s	0.13	0	0.71	0.03	0	0.13
LA_Baton.Rouge-Ryan.AP.722317	1970s	0.35	0	0.55	0	0	0.1
LA_Baton.Rouge-Ryan.AP.722317	1980s	0.37	0	0.33	0	0.06	0.24
LA_Baton.Rouge-Ryan.AP.722317	1990s	0.63	0	0.31	0	0.06	0
LA_Baton.Rouge-Ryan.AP.722317	2000s	0.66	0	0.14	0	0.14	0.07
LA_Lake.Charles.Rgnl.AP.722400	<1950	0.2	0	0.68	0	0	0.12
LA_Lake.Charles.Rgnl.AP.722400	1950s	0.3	0	0.7	0	0	0
LA_Lake.Charles.Rgnl.AP.722400	1960s	0.13	0	0.71	0.03	0	0.13
LA_Lake.Charles.Rgnl.AP.722400	1970s	0.35	0	0.55	0	0	0.1
LA_Lake.Charles.Rgnl.AP.722400	1980s	0.37	0	0.33	0	0.06	0.24
LA_Lake.Charles.Rgnl.AP.722400	1990s	0.63	0	0.31	0	0.06	0
LA_Lake.Charles.Rgnl.AP.722400	2000s	0.66	0	0.14	0	0.14	0.07
LA_New.Orleans.Intl.AP.722310	<1950	0.2	0	0.68	0	0	0.12
LA_New.Orleans.Intl.AP.722310	1950s	0.3	0	0.7	0	0	0
LA_New.Orleans.Intl.AP.722310	1960s	0.13	0	0.71	0.03	0	0.13
LA_New.Orleans.Intl.AP.722310	1970s	0.35	0	0.55	0	0	0.1
LA_New.Orleans.Intl.AP.722310	1980s	0.37	0	0.33	0	0.06	0.24
LA_New.Orleans.Intl.AP.722310	1990s	0.63	0	0.31	0	0.06	0
LA_New.Orleans.Intl.AP.722310	2000s	0.66	0	0.14	0	0.14	0.07
LA_Shreveport.Rgnl.AP.722480	<1950	0.2	0	0.68	0	0	0.12
LA_Shreveport.Rgnl.AP.722480	1950s	0.3	0	0.7	0	0	0
LA_Shreveport.Rgnl.AP.722480	1960s	0.13	0	0.71	0.03	0	0.13
LA_Shreveport.Rgnl.AP.722480	1970s	0.35	0	0.55	0	0	0.1
LA_Shreveport.Rgnl.AP.722480	1980s	0.37	0	0.33	0	0.06	0.24
LA_Shreveport.Rgnl.AP.722480	1990s	0.63	0	0.31	0	0.06	0
LA_Shreveport.Rgnl.AP.722480	2000s	0.66	0	0.14	0	0.14	0.07
MA_Boston-Logan.Intl.AP.725090	<1950	0.03	0.56	0.39	0	0.01	0.01
MA_Boston-Logan.Intl.AP.725090	1950s	0.05	0.51	0.45	0	0	0
MA_Boston-Logan.Intl.AP.725090	1960s	0.03	0.2	0.7	0	0.07	0
MA_Boston-Logan.Intl.AP.725090	1970s	0.13	0.48	0.39	0	0	0
MA_Boston-Logan.Intl.AP.725090	1980s	0.14	0.34	0.48	0	0.04	0
MA_Boston-Logan.Intl.AP.725090	1990s	0.1	0.4	0.43	0	0	0.07
MA_Boston-Logan.Intl.AP.725090	2000s	0.05	0.57	0.17	0	0.14	0.08
MA_Worcester.Rgnl.AP.725095	<1950	0.03	0.56	0.39	0	0.01	0.01
MA_Worcester.Rgnl.AP.725095	1950s	0.05	0.51	0.45	0	0	0
MA_Worcester.Rgnl.AP.725095	1960s	0.03	0.2	0.7	0	0.07	0
MA_Worcester.Rgnl.AP.725095	1970s	0.13	0.48	0.39	0	0	0
MA_Worcester.Rgnl.AP.725095	1980s	0.14	0.34	0.48	0	0.04	0
MA_Worcester.Rgnl.AP.725095	1990s	0.1	0.4	0.43	0	0	0.07
MA_Worcester.Rgnl.AP.725095	2000s	0.05	0.57	0.17	0	0.14	0.08
MD_Baltimore-Washington.Intl.AP.724060	<1950	0.11	0.38	0.4	0	0.11	0
MD_Baltimore-Washington.Intl.AP.724060	1950s	0.16	0.2	0.39	0	0.06	0.19
MD_Baltimore-Washington.Intl.AP.724060	1960s	0.51	0.17	0.27	0	0.05	0
MD_Baltimore-Washington.Intl.AP.724060	1970s	0.49	0.13	0.39	0	0	0
MD_Baltimore-Washington.Intl.AP.724060	1980s	0.82	0.04	0.09	0	0.04	0
MD_Baltimore-Washington.Intl.AP.724060	1990s	0.31	0.04	0.62	0	0.04	0
MD_Baltimore-Washington.Intl.AP.724060	2000s	0.47	0	0.27	0	0	0.25
ME_Caribou.Muni.AP.727120	<1950	0	0.68	0.2	0	0.1	0.02
ME_Caribou.Muni.AP.727120	1950s	0.02	0.78	0.12	0	0.08	0
ME_Caribou.Muni.AP.727120	1960s	0	0.73	0.13	0	0.1	0.04
ME_Caribou.Muni.AP.727120	1970s	0.02	0.49	0.15	0	0.28	0.06
ME_Caribou.Muni.AP.727120	1980s	0.07	0.59	0.16	0	0.14	0.03
ME_Caribou.Muni.AP.727120	1990s	0	0.61	0.13	0	0.21	0.05
ME_Caribou.Muni.AP.727120	2000s	0	0.66	0.1	0	0.15	0.09
ME_Portland.Intl.Jetport.726060	<1950	0	0.68	0.2	0	0.1	0.02
ME_Portland.Intl.Jetport.726060	1950s	0.02	0.78	0.12	0	0.08	0
ME_Portland.Intl.Jetport.726060	1960s	0	0.73	0.13	0	0.1	0.04
ME_Portland.Intl.Jetport.726060	1970s	0.02	0.49	0.15	0	0.28	0.06
ME_Portland.Intl.Jetport.726060	1980s	0.07	0.59	0.16	0	0.14	0.03
ME_Portland.Intl.Jetport.726060	1990s	0	0.61	0.13	0	0.21	0.05
ME_Portland.Intl.Jetport.726060	2000s	0	0.66	0.1	0	0.15	0.09
MI_Alpena.County.Rgnl.AP.726390	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Alpena.County.Rgnl.AP.726390	1950s	0.05	0.03	0.88	0	0	0.03
MI_Alpena.County.Rgnl.AP.726390	1960s	0.04	0.04	0.88	0	0.04	0
MI_Alpena.County.Rgnl.AP.726390	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Alpena.County.Rgnl.AP.726390	1980s	0.11	0	0.6	0	0.07	0.22
MI_Alpena.County.Rgnl.AP.726390	1990s	0	0	0.78	0	0.05	0.17
MI_Alpena.County.Rgnl.AP.726390	2000s	0.1	0	0.53	0	0	0.37
MI_Detroit.Metro.AP.725370	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Detroit.Metro.AP.725370	1950s	0.05	0.03	0.88	0	0	0.03
MI_Detroit.Metro.AP.725370	1960s	0.04	0.04	0.88	0	0.04	0
MI_Detroit.Metro.AP.725370	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Detroit.Metro.AP.725370	1980s	0.11	0	0.6	0	0.07	0.22
MI_Detroit.Metro.AP.725370	1990s	0	0	0.78	0	0.05	0.17
MI_Detroit.Metro.AP.725370	2000s	0.1	0	0.53	0	0	0.37
MI_Flint-Bishop.Intl.AP.726370	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Flint-Bishop.Intl.AP.726370	1950s	0.05	0.03	0.88	0	0	0.03
MI_Flint-Bishop.Intl.AP.726370	1960s	0.04	0.04	0.88	0	0.04	0
MI_Flint-Bishop.Intl.AP.726370	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Flint-Bishop.Intl.AP.726370	1980s	0.11	0	0.6	0	0.07	0.22
MI_Flint-Bishop.Intl.AP.726370	1990s	0	0	0.78	0	0.05	0.17
MI_Flint-Bishop.Intl.AP.726370	2000s	0.1	0	0.53	0	0	0.37
MI_Grand.Rapids-Kent.County.Intl.AP.726350	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1950s	0.05	0.03	0.88	0	0	0.03
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1960s	0.04	0.04	0.88	0	0.04	0
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1980s	0.11	0	0.6	0	0.07	0.22
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1990s	0	0	0.78	0	0.05	0.17
MI_Grand.Rapids-Kent.County.Intl.AP.726350	2000s	0.1	0	0.53	0	0	0.37
MI_Houghton-Lake.Roscommon.County.AP.726380	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Houghton-Lake.Roscommon.County.AP.726380	1950s	0.05	0.03	0.88	0	0	0.03
MI_Houghton-Lake.Roscommon.County.AP.726380	1960s	0.04	0.04	0.88	0	0.04	0
MI_Houghton-Lake.Roscommon.County.AP.726380	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Houghton-Lake.Roscommon.County.AP.726380	1980s	0.11	0	0.6	0	0.07	0.22
MI_Houghton-Lake.Roscommon.County.AP.726380	1990s	0	0	0.78	0	0.05	0.17
MI_Houghton-Lake.Roscommon.County.AP.726380	2000s	0.1	0	0.53	0	0	0.37
MI_Lansing-Capital.City.AP.725390	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Lansing-Capital.City.AP.725390	1950s	0.05	0.03	0.88	0	0	0.03
MI_Lansing-Capital.City.AP.725390	1960s	0.04	0.04	0.88	0	0.04	0
MI_Lansing-Capital.City.AP.725390	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Lansing-Capital.City.AP.725390	1980s	0.11	0	0.6	0	0.07	0.22
MI_Lansing-Capital.City.AP.725390	1990s	0	0	0.78	0	0.05	0.17
MI_Lansing-Capital.City.AP.725390	2000s	0.1	0	0.53	0	0	0.37
MI_Muskegon.County.AP.726360	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Muskegon.County.AP.726360	1950s	0.05	0.03	0.88	0	0	0.03
MI_Muskegon.County.AP.726360	1960s	0.04	0.04	0.88	0	0.04	0
MI_Muskegon.County.AP.726360	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Muskegon.County.AP.726360	1980s	0.11	0	0.6	0	0.07	0.22
MI_Muskegon.County.AP.726360	1990s	0	0	0.78	0	0.05	0.17
MI_Muskegon.County.AP.726360	2000s	0.1	0	0.53	0	0	0.37
MI_Sault.Ste.Marie-Sanderson.Field.727340	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Sault.Ste.Marie-Sanderson.Field.727340	1950s	0.05	0.03	0.88	0	0	0.03
MI_Sault.Ste.Marie-Sanderson.Field.727340	1960s	0.04	0.04	0.88	0	0.04	0
MI_Sault.Ste.Marie-Sanderson.Field.727340	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Sault.Ste.Marie-Sanderson.Field.727340	1980s	0.11	0	0.6	0	0.07	0.22
MI_Sault.Ste.Marie-Sanderson.Field.727340	1990s	0	0	0.78	0	0.05	0.17
MI_Sault.Ste.Marie-Sanderson.Field.727340	2000s	0.1	0	0.53	0	0	0.37
MI_Traverse.City-Cherry.Capital.AP.726387	<1950	0.05	0.04	0.82	0.02	0.03	0.06
MI_Traverse.City-Cherry.Capital.AP.726387	1950s	0.05	0.03	0.88	0	0	0.03
MI_Traverse.City-Cherry.Capital.AP.726387	1960s	0.04	0.04	0.88	0	0.04	0
MI_Traverse.City-Cherry.Capital.AP.726387	1970s	0.16	0.09	0.66	0	0.04	0.05
MI_Traverse.City-Cherry.Capital.AP.726387	1980s	0.11	0	0.6	0	0.07	0.22
MI_Traverse.City-Cherry.Capital.AP.726387	1990s	0	0	0.78	0	0.05	0.17
MI_Traverse.City-Cherry.Capital.AP.726387	2000s	0.1	0	0.53	0	0	0.37
MN_Duluth.Intl.AP.727450	<1950	0.1	0.06	0.52	0	0.09	0.23
MN_Duluth.Intl.AP.727450	1950s	0.07	0.1	0.69	0	0	0.14
MN_Duluth.Intl.AP.727450	1960s	0.14	0.05	0.68	0	0	0.13
MN_Duluth.Intl.AP.727450	1970s	0.14	0.06	0.64	0	0.01	0.15
MN_Duluth.Intl.AP.727450	1980s	0.14	0.05	0.55	0	0.03	0.23
MN_Duluth.Intl.AP.727450	1990s	0.03	0	0.67	0	0.01	0.29
MN_Duluth.Intl.AP.727450	2000s	0.16	0	0.58	0	0	0.26
MN_International.Falls.Intl.AP.727470	<1950	0.1	0.06	0.52	0	0.09	0.23
MN_International.Falls.Intl.AP.727470	1950s	0.07	0.1	0.69	0	0	0.14
MN_International.Falls.Intl.AP.727470	1960s	0.14	0.05	0.68	0	0	0.13
MN_International.Falls.Intl.AP.727470	1970s	0.14	0.06	0.64	0	0.01	0.15
MN_International.Falls.Intl.AP.727470	1980s	0.14	0.05	0.55	0	0.03	0.23
MN_International.Falls.Intl.AP.727470	1990s	0.03	0	0.67	0	0.01	0.29
MN_International.Falls.Intl.AP.727470	2000s	0.16	0	0.58	0	0	0.26
MN_Minneapolis-St.Paul.Intl.AP.726580	<1950	0.1	0.06	0.52	0	0.09	0.23
MN_Minneapolis-St.Paul.Intl.AP.726580	1950s	0.07	0.1	0.69	0	0	0.14
MN_Minneapolis-St.Paul.Intl.AP.726580	1960s	0.14	0.05	0.68	0	0	0.13
MN_Minneapolis-St.Paul.Intl.AP.726580	1970s	0.14	0.06	0.64	0	0.01	0.15
MN_Minneapolis-St.Paul.Intl.AP.726580	1980s	0.14	0.05	0.55	0	0.03	0.23
MN_Minneapolis-St.Paul.Intl.AP.726580	1990s	0.03	0	0.67	0	0.01	0.29
MN_Minneapolis-St.Paul.Intl.AP.726580	2000s	0.16	0	0.58	0	0	0.26
MN_Rochester.Intl.AP.726440	<1950	0.1	0.06	0.52	0	0.09	0.23
MN_Rochester.Intl.AP.726440	1950s	0.07	0.1	0.69	0	0	0.14
MN_Rochester.Intl.AP.726440	1960s	0.14	0.05	0.68	0	0	0.13
MN_Rochester.Intl.AP.726440	1970s	0.14	0.06	0.64	0	0.01	0.15
MN_Rochester.Intl.AP.726440	1980s	0.14	0.05	0.55	0	0.03	0.23
MN_Rochester.Intl.AP.726440	1990s	0.03	0	0.67	0	0.01	0.29
MN_Rochester.Intl.AP.726440	2000s	0.16	0	0.58	0	0	0.26
MN_St.Cloud.Muni.AP.726550	<1950	0.1	0.06	0.52	0	0.09	0.23
MN_St.Cloud.Muni.AP.726550	1950s	0.07	0.1	0.69	0	0	0.14
MN_St.Cloud.Muni.AP.726550	1960s	0.14	0.05	0.68	0	0	0.13
MN_St.Cloud.Muni.AP.726550	1970s	0.14	0.06	0.64	0	0.01	0.15
MN_St.Cloud.Muni.AP.726550	1980s	0.14	0.05	0.55	0	0.03	0.23
MN_St.Cloud.Muni.AP.726550	1990s	0.03	0	0.67	0	0.01	0.29
MN_St.Cloud.Muni.AP.726550	2000s	0.16	0	0.58	0	0	0.26
MO_Columbia.Rgnl.AP.724450	<1950	0.13	0	0.61	0	0.09	0.17
MO_Columbia.Rgnl.AP.724450	1950s	0.22	0	0.75	0	0.03	0
MO_Columbia.Rgnl.AP.724450	1960s	0.21	0	0.69	0	0.02	0.09
MO_Columbia.Rgnl.AP.724450	1970s	0.32	0.02	0.48	0	0.06	0.12
MO_Columbia.Rgnl.AP.724450	1980s	0.25	0	0.44	0	0.14	0.18
MO_Columbia.Rgnl.AP.724450	1990s	0.24	0	0.57	0	0.01	0.17
MO_Columbia.Rgnl.AP.724450	2000s	0.28	0	0.52	0	0.09	0.1
MO_Kansas.City.Intl.AP.724460	<1950	0.13	0	0.61	0	0.09	0.17
MO_Kansas.City.Intl.AP.724460	1950s	0.22	0	0.75	0	0.03	0
