Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Option=None	"Option=Gas Boiler, 80% AFUE"	"Option=Gas Boiler, 76% AFUE"	"Option=Gas Boiler, 72% AFUE"	"Option=Gas Furnace, 96% AFUE"	"Option=Gas Furnace, 92.5% AFUE"	"Option=Gas Furnace, 80% AFUE"	"Option=Gas Furnace, 76% AFUE"	"Option=Gas Furnace, 60% AFUE"	"Option=Gas Wall/Floor Furnace, 68% AFUE"	"Option=Gas Wall/Floor Furnace, 60% AFUE"
CR03	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR04	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR04	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR06	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR07	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR07	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR08	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR08	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR09	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR10	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1950s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1960s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1970s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1980s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1990s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR11	2000s	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR11	<1950	Fuel Oil	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR04	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR04	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR06	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR06	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR07	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR07	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR08	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR08	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR09	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR09	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR10	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR10	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1950s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1960s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1970s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1980s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1990s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR11	2000s	None	No	1	0	0	0	0	0	0	0	0	0	0
CR11	<1950	None	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR06	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR07	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR08	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR09	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR10	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1950s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1960s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1970s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1980s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	1990s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	2000s	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR11	<1950	None	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR04	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR04	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR04	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR06	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR06	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR07	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR07	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR07	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR08	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR08	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR08	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR09	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR09	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR10	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR10	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1950s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1960s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1970s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1980s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR11	1990s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR11	2000s	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR11	<1950	Other Fuel	No	1	0	0	0	0	0	0	0	0	0	0
CR02	1950s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1960s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1970s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1980s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	1990s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	2000s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR02	<1950	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1950s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1960s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1970s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1980s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR05	<1950	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1950s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1960s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1970s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1980s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	1990s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR03	<1950	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1950s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1960s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
CR04	1970s	Other Fuel	Yes	1	0	0	0	0	0	0	0	0	0	0
