Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type RECS	Option=Uninsulated, Vented	Option=Wall R-5, Unvented	Option=Wall R-10, Unvented	Option=Ceiling R-13, Vented	Option=Ceiling R-19, Vented	Option=None	sampling_probability
CR10	1980s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000056
CR11	1980s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000155
CR02	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000084
CR05	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000056
CR03	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000076
CR04	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000209
CR06	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000055
CR07	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000203
CR08	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000200
CR09	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000457
CR10	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000059
CR11	1990s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000163
CR02	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000085
CR05	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000057
CR03	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000077
CR04	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000213
CR06	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000056
CR07	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000207
CR08	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000204
CR09	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000465
CR10	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000060
CR11	2000s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000166
CR02	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	<1940	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1950s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1960s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1970s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1980s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1990s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2000s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	<1940	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1950s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1960s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1970s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1980s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1990s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2000s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	<1940	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1950s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1960s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1970s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1980s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1990s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
