Dependency=County	Option=1A	Option=2A	Option=2B	Option=3A	Option=3B	Option=3C	Option=4A	Option=4B	Option=4C	Option=5A	Option=5B	Option=6A	Option=6B	Option=7A	Option=7B	Option=NA
"FL, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Gadsden County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Gilchrist County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Glades County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Gulf County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Hamilton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Hardee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Hendry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Hernando County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Highlands County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Holmes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Indian River County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Lafayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Lee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Leon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Levy County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Liberty County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Manatee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Martin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Miami-Dade County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Nassau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Okaloosa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Okeechobee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Orange County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Osceola County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Palm Beach County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Pasco County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Pinellas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Polk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Putnam County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Santa Rosa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Sarasota County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Seminole County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, St. Johns County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, St. Lucie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Sumter County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Suwannee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Taylor County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Volusia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Wakulla County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Walton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"FL, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Appling County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Atkinson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Bacon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Baker County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Baldwin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Banks County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Barrow County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Bartow County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Ben Hill County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Berrien County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Bibb County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Bleckley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Brantley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Brooks County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Bryan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Bulloch County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Burke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Butts County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Calhoun County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Camden County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Candler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Catoosa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Charlton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Chatham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Chattahoochee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Chattooga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Cherokee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Clarke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Clayton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Clinch County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Cobb County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Coffee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Colquitt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Columbia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Cook County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Coweta County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Crisp County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Dade County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Dawson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Decatur County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, DeKalb County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Dodge County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Dooly County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Dougherty County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Douglas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Early County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Echols County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Effingham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Elbert County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Emanuel County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Evans County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Fannin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Fayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Floyd County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Forsyth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Gilmer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Glascock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Glynn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Gordon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Grady County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Gwinnett County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Habersham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Hall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Hancock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Haralson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Harris County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Hart County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Heard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Henry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Houston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Irwin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Jasper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Jeff Davis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Jenkins County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Johnson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Jones County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Lamar County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Lanier County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Laurens County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Lee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Liberty County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Long County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Lowndes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Lumpkin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Macon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, McDuffie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, McIntosh County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Meriwether County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Miller County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Mitchell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Morgan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Murray County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Muscogee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Newton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Oconee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Oglethorpe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Paulding County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Peach County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Pickens County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Pierce County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Pike County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Polk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Pulaski County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Putnam County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Quitman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Rabun County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Randolph County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Richmond County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Rockdale County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Schley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Screven County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Seminole County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Spalding County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Stephens County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Stewart County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Sumter County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Talbot County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Taliaferro County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Tattnall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Taylor County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Telfair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Terrell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Thomas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Tift County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Toombs County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Towns County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Treutlen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Troup County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Turner County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Twiggs County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Upson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Walker County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Walton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Ware County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Webster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Wheeler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, White County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Whitfield County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Wilcox County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Wilkes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Wilkinson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"GA, Worth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Adair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Allamakee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Appanoose County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Audubon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Benton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Black Hawk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Boone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Bremer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Buchanan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Buena Vista County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Butler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Calhoun County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Cass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Cedar County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Cerro Gordo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Cherokee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Chickasaw County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Clarke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Clayton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Dallas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Davis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Decatur County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Delaware County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Des Moines County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Dickinson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Dubuque County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Emmet County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Fayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Floyd County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Fremont County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Grundy County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Guthrie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Hamilton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Hancock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Hardin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Harrison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Henry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Howard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Humboldt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Ida County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Iowa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Jasper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Johnson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Jones County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Keokuk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Kossuth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Lee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Linn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Louisa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Lucas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Lyon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Mahaska County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Marshall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Mills County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Mitchell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Monona County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Muscatine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, O'Brien County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Osceola County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Page County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Palo Alto County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Plymouth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Pocahontas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Polk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Pottawattamie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Poweshiek County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Ringgold County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Sac County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Scott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Shelby County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Sioux County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Story County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Tama County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Taylor County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Van Buren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Wapello County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Webster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Winnebago County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Winneshiek County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Woodbury County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Worth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IA, Wright County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Ada County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Bannock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Bear Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Benewah County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Bingham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Blaine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Boise County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Bonner County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Bonneville County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Boundary County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Butte County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Camas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Canyon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Caribou County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Cassia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
