Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Heating Setpoint Has Offset	Dependency=HVAC Has Zonal Electric Heating	Option=Day	Option=Day -1h	Option=Day -2h	Option=Day -3h	Option=Day -4h	Option=Day -5h	Option=Day +1h	Option=Day +2h	Option=Day +3h	Option=Day +4h	Option=Day +5h	Option=Day and Night	Option=Day and Night -1h	Option=Day and Night -2h	Option=Day and Night -3h	Option=Day and Night -4h	Option=Day and Night -5h	Option=Day and Night +1h	Option=Day and Night +2h	Option=Day and Night +3h	Option=Day and Night +4h	Option=Day and Night +5h	Option=Night	Option=Night -1h	Option=Night -2h	Option=Night -3h	Option=Night -4h	Option=Night -5h	Option=Night +1h	Option=Night +2h	Option=Night +3h	Option=Night +4h	Option=Night +5h	Option=None	source_count	source_weight	sampling_probability
3B	Multi-Family with 2 - 4 Units	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.00531252	0.00531252	0.00531252	0.00531252	0.00531252	0.00531252	0.00531252	0.00531252	0.00531252	0.00531252	0.00531252	0.0855966	0.0855966	0.0855966	0.0855966	0.0855966	0.0855966	0.0855966	0.0855966	0.0855966	0.0855966	0.0855966	0	18	260681	0.00212784
3B	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	102	1.47324e+06	0.0128693
3B	Multi-Family with 5+ Units	Yes	No	0.00643774	0.00643774	0.00643774	0.00643774	0.00643774	0.00643774	0.00643774	0.00643774	0.00643774	0.00643774	0.00643774	0.00113986	0.00113986	0.00113986	0.00113986	0.00113986	0.00113986	0.00113986	0.00113986	0.00113986	0.00113986	0.00113986	0.0833315	0.0833315	0.0833315	0.0833315	0.0833315	0.0833315	0.0833315	0.0833315	0.0833315	0.0833315	0.0833315	0	49	645379	0.0056376
3B	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	62	408423	0.00293965
3B	Single-Family Attached	Yes	No	0.00169534	0.00169534	0.00169534	0.00169534	0.00169534	0.00169534	0.00169534	0.00169534	0.00169534	0.00169534	0.00169534	0.00377976	0.00377976	0.00377976	0.00377976	0.00377976	0.00377976	0.00377976	0.00377976	0.00377976	0.00377976	0.00377976	0.085434	0.085434	0.085434	0.085434	0.085434	0.085434	0.085434	0.085434	0.085434	0.085434	0.085434	0	49	297292	0.00213978
3B	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	330	3.11836e+06	0.0245216
3B	Single-Family Detached	Yes	No	0.00125763	0.00125763	0.00125763	0.00125763	0.00125763	0.00125763	0.00125763	0.00125763	0.00125763	0.00125763	0.00125763	0.00286273	0.00286273	0.00286273	0.00286273	0.00286273	0.00286273	0.00286273	0.00286273	0.00286273	0.00286273	0.00286273	0.0867887	0.0867887	0.0867887	0.0867887	0.0867887	0.0867887	0.0867887	0.0867887	0.0867887	0.0867887	0.0867887	0	360	3.46748e+06	0.0272669
3B	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	40492.2	0.000179073
3B	Mobile Home	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0	20	19438.9	0.000158564
3B	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	68628.1	0.000308282
3B	Multi-Family with 2 - 4 Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.0035349	0.0035349	0.0035349	0.0035349	0.0035349	0.0035349	0.0035349	0.0035349	0.0035349	0.0035349	0.0035349	0.0873742	0.0873742	0.0873742	0.0873742	0.0873742	0.0873742	0.0873742	0.0873742	0.0873742	0.0873742	0.0873742	0	34	83088.9	0.00037324
3B	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	140006	0.000624392
3B	Multi-Family with 5+ Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00421903	0.00421903	0.00421903	0.00421903	0.00421903	0.00421903	0.00421903	0.00421903	0.00421903	0.00421903	0.00421903	0.0866901	0.0866901	0.0866901	0.0866901	0.0866901	0.0866901	0.0866901	0.0866901	0.0866901	0.0866901	0.0866901	0	29	429316	0.00191464
3B	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	31479.4	0.000213196
3B	Single-Family Attached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.00175765	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0.0891514	0	20	46022.5	0.00031169
3B	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	161191	0.00169361
3B	Single-Family Detached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00257368	0.00257368	0.00257368	0.00257368	0.00257368	0.00257368	0.00257368	0.00257368	0.00257368	0.00257368	0.00257368	0.0883354	0.0883354	0.0883354	0.0883354	0.0883354	0.0883354	0.0883354	0.0883354	0.0883354	0.0883354	0.0883354	0	12	140998	0.00148145
3C	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71	17919.4	0.000206345
3C	Mobile Home	Yes	No	0.00181901	0.00181901	0.00181901	0.00181901	0.00181901	0.00181901	0.00181901	0.00181901	0.00181901	0.00181901	0.00181901	0.00212299	0.00212299	0.00212299	0.00212299	0.00212299	0.00212299	0.00212299	0.00212299	0.00212299	0.00212299	0.00212299	0.0869671	0.0869671	0.0869671	0.0869671	0.0869671	0.0869671	0.0869671	0.0869671	0.0869671	0.0869671	0.0869671	0	141	25900.9	0.00042473
3C	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	200112	0.00154825
3C	Multi-Family with 2 - 4 Units	Yes	No	0.00357207	0.00357207	0.00357207	0.00357207	0.00357207	0.00357207	0.00357207	0.00357207	0.00357207	0.00357207	0.00357207	0	0	0	0	0	0	0	0	0	0	0	0.087337	0.087337	0.087337	0.087337	0.087337	0.087337	0.087337	0.087337	0.087337	0.087337	0.087337	0	21	63098	0.000488183
3C	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	213131	0.00240296
3C	Multi-Family with 5+ Units	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	17	236750	0.00266925
3C	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	108461	0.000807224
3C	Single-Family Attached	Yes	No	0.0032348	0.0032348	0.0032348	0.0032348	0.0032348	0.0032348	0.0032348	0.0032348	0.0032348	0.0032348	0.0032348	0	0	0	0	0	0	0	0	0	0	0	0.0876743	0.0876743	0.0876743	0.0876743	0.0876743	0.0876743	0.0876743	0.0876743	0.0876743	0.0876743	0.0876743	0	23	155115	0.00115444
3C	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	525702	0.0036759
3C	Single-Family Detached	Yes	No	0.00167046	0.00167046	0.00167046	0.00167046	0.00167046	0.00167046	0.00167046	0.00167046	0.00167046	0.00167046	0.00167046	0.00245394	0.00245394	0.00245394	0.00245394	0.00245394	0.00245394	0.00245394	0.00245394	0.00245394	0.00245394	0.00245394	0.0867847	0.0867847	0.0867847	0.0867847	0.0867847	0.0867847	0.0867847	0.0867847	0.0867847	0.0867847	0.0867847	0	115	1.1612e+06	0.00811951
3C	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	9875.95	2.7292e-05
3C	Mobile Home	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	12	0	2.05403e-05
3C	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	13032.8	0.00014768
3C	Multi-Family with 2 - 4 Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	12	0	8.76889e-05
3C	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	149596	0.000487911
3C	Multi-Family with 5+ Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	12	96565.4	0.00031495
3C	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0.000102229
3C	Single-Family Attached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	12	5531.17	7.69386e-05
3C	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	25518.4	0.000389399
3C	Single-Family Detached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	12	46937.6	0.000293066
4A	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	125	825675	0.00703323
4A	Mobile Home	Yes	No	0.00323281	0.00323281	0.00323281	0.00323281	0.00323281	0.00323281	0.00323281	0.00323281	0.00323281	0.00323281	0.00323281	0.00200892	0.00200892	0.00200892	0.00200892	0.00200892	0.00200892	0.00200892	0.00200892	0.00200892	0.00200892	0.00200892	0.0856674	0.0856674	0.0856674	0.0856674	0.0856674	0.0856674	0.0856674	0.0856674	0.0856674	0.0856674	0.0856674	0	54	396762	0.00337967
4A	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	141	1.29833e+06	0.0117832
4A	Multi-Family with 2 - 4 Units	Yes	No	0.00926234	0.00926234	0.00926234	0.00926234	0.00926234	0.00926234	0.00926234	0.00926234	0.00926234	0.00926234	0.00926234	0.0099565	0.0099565	0.0099565	0.0099565	0.0099565	0.0099565	0.0099565	0.0099565	0.0099565	0.0099565	0.0099565	0.0716903	0.0716903	0.0716903	0.0716903	0.0716903	0.0716903	0.0716903	0.0716903	0.0716903	0.0716903	0.0716903	0	84	731599	0.00663971
4A	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	372	3.20331e+06	0.0279152
4A	Multi-Family with 5+ Units	Yes	No	0.00344648	0.00344648	0.00344648	0.00344648	0.00344648	0.00344648	0.00344648	0.00344648	0.00344648	0.00344648	0.00344648	0.0076996	0.0076996	0.0076996	0.0076996	0.0076996	0.0076996	0.0076996	0.0076996	0.0076996	0.0076996	0.0076996	0.079763	0.079763	0.079763	0.079763	0.079763	0.079763	0.079763	0.079763	0.079763	0.079763	0.079763	0	203	1.65547e+06	0.0144266
4A	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	1.27545e+06	0.0110935
4A	Single-Family Attached	Yes	No	0.00345147	0.00345147	0.00345147	0.00345147	0.00345147	0.00345147	0.00345147	0.00345147	0.00345147	0.00345147	0.00345147	0.007579	0.007579	0.007579	0.007579	0.007579	0.007579	0.007579	0.007579	0.007579	0.007579	0.007579	0.0798786	0.0798786	0.0798786	0.0798786	0.0798786	0.0798786	0.0798786	0.0798786	0.0798786	0.0798786	0.0798786	0	204	876443	0.00762309
4A	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1342	8.00691e+06	0.0644863
4A	Single-Family Detached	Yes	No	0.00297047	0.00297047	0.00297047	0.00297047	0.00297047	0.00297047	0.00297047	0.00297047	0.00297047	0.00297047	0.00297047	0.0041945	0.0041945	0.0041945	0.0041945	0.0041945	0.0041945	0.0041945	0.0041945	0.0041945	0.0041945	0.0041945	0.0837441	0.0837441	0.0837441	0.0837441	0.0837441	0.0837441	0.0837441	0.0837441	0.0837441	0.0837441	0.0837441	0	1032	6.22863e+06	0.0501643
4A	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	92908.9	0.000722495
4A	Mobile Home	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00636802	0.00636802	0.00636802	0.00636802	0.00636802	0.00636802	0.00636802	0.00636802	0.00636802	0.00636802	0.00636802	0.0845411	0.0845411	0.0845411	0.0845411	0.0845411	0.0845411	0.0845411	0.0845411	0.0845411	0.0845411	0.0845411	0	11	59974.9	0.000466388
4A	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	149406	0.000662786
4A	Multi-Family with 2 - 4 Units	Yes	Yes	0.00807723	0.00807723	0.00807723	0.00807723	0.00807723	0.00807723	0.00807723	0.00807723	0.00807723	0.00807723	0.00807723	0.00380234	0.00380234	0.00380234	0.00380234	0.00380234	0.00380234	0.00380234	0.00380234	0.00380234	0.00380234	0.00380234	0.0790295	0.0790295	0.0790295	0.0790295	0.0790295	0.0790295	0.0790295	0.0790295	0.0790295	0.0790295	0.0790295	0	11	81855.2	0.000363121
4A	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	65	577042	0.00194402
4A	Multi-Family with 5+ Units	Yes	Yes	0.00297307	0.00297307	0.00297307	0.00297307	0.00297307	0.00297307	0.00297307	0.00297307	0.00297307	0.00297307	0.00297307	0.00238222	0.00238222	0.00238222	0.00238222	0.00238222	0.00238222	0.00238222	0.00238222	0.00238222	0.00238222	0.00238222	0.0855538	0.0855538	0.0855538	0.0855538	0.0855538	0.0855538	0.0855538	0.0855538	0.0855538	0.0855538	0.0855538	0	49	392980	0.00132393
4A	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	88779.4	0.000618195
4A	Single-Family Attached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.0245472	0.0245472	0.0245472	0.0245472	0.0245472	0.0245472	0.0245472	0.0245472	0.0245472	0.0245472	0.0245472	0.0663619	0.0663619	0.0663619	0.0663619	0.0663619	0.0663619	0.0663619	0.0663619	0.0663619	0.0663619	0.0663619	0	11	51330.2	0.000357427
4A	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43	270911	0.0027292
4A	Single-Family Detached	Yes	Yes	0.00618226	0.00618226	0.00618226	0.00618226	0.00618226	0.00618226	0.00618226	0.00618226	0.00618226	0.00618226	0.00618226	0	0	0	0	0	0	0	0	0	0	0	0.0847268	0.0847268	0.0847268	0.0847268	0.0847268	0.0847268	0.0847268	0.0847268	0.0847268	0.0847268	0.0847268	0	29	155791	0.00156946
4B	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	58	50804.2	0.000493512
4B	Mobile Home	Yes	No	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0	69	40617.8	0.000394561
4B	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	62	21713.3	0.000180784
4B	Multi-Family with 2 - 4 Units	Yes	No	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0	48	29999.8	0.000216881
4B	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	62	20472.3	0.000309293
4B	Multi-Family with 5+ Units	Yes	No	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00361157	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.00767688	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0.0796206	0	48	20608.9	0.000371049
4B	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	58	4506.62	0.000108536
4B	Single-Family Attached	Yes	No	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.00525884	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0106869	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0.0749633	0	69	10400.4	0.000117909
4B	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	305902	0.00244913
4B	Single-Family Detached	Yes	No	0.00604474	0.00604474	0.00604474	0.00604474	0.00604474	0.00604474	0.00604474	0.00604474	0.00604474	0.00604474	0.00604474	0.012284	0.012284	0.012284	0.012284	0.012284	0.012284	0.012284	0.012284	0.012284	0.012284	0.012284	0.0725804	0.0725804	0.0725804	0.0725804	0.0725804	0.0725804	0.0725804	0.0725804	0.0725804	0.0725804	0.0725804	0	60	341388	0.00273324
4B	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	5318.1	4.49508e-05
4B	Mobile Home	Yes	Yes	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0	0	0	0	0	0	0	0	0	0	0	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0	17	0	0
4B	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	15535.4	3.04385e-05
4B	Multi-Family with 2 - 4 Units	Yes	Yes	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0	20	0	0
4B	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	6.20763e-05
4B	Multi-Family with 5+ Units	Yes	Yes	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0	20	0	0
4B	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	1.04133e-05
4B	Single-Family Attached	Yes	Yes	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0	0	0	0	0	0	0	0	0	0	0	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0	17	0	0
4B	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0.000207929
4B	Single-Family Detached	Yes	Yes	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0	0	0	0	0	0	0	0	0	0	0	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0	17	0	0
4C	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	61020.2	0.000434502
4C	Mobile Home	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.00943984	0.00943984	0.00943984	0.00943984	0.00943984	0.00943984	0.00943984	0.00943984	0.00943984	0.00943984	0.00943984	0.0814693	0.0814693	0.0814693	0.0814693	0.0814693	0.0814693	0.0814693	0.0814693	0.0814693	0.0814693	0.0814693	0	22	130190	0.000927034
4C	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	24490.4	0.000760977
4C	Multi-Family with 2 - 4 Units	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.00333242	0.00333242	0.00333242	0.00333242	0.00333242	0.00333242	0.00333242	0.00333242	0.00333242	0.00333242	0.00333242	0.0875767	0.0875767	0.0875767	0.0875767	0.0875767	0.0875767	0.0875767	0.0875767	0.0875767	0.0875767	0.0875767	0	20	5915.25	0.000613906
4C	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	176370	0.00224288
4C	Multi-Family with 5+ Units	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.00345868	0.00345868	0.00345868	0.00345868	0.00345868	0.00345868	0.00345868	0.00345868	0.00345868	0.00345868	0.00345868	0.0874504	0.0874504	0.0874504	0.0874504	0.0874504	0.0874504	0.0874504	0.0874504	0.0874504	0.0874504	0.0874504	0	19	156126	0.00198544
4C	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	52080.7	0.000660841
4C	Single-Family Attached	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	10	31831.6	0.000403905
4C	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	118	655927	0.00499503
4C	Single-Family Detached	Yes	No	0.00110835	0.00110835	0.00110835	0.00110835	0.00110835	0.00110835	0.00110835	0.00110835	0.00110835	0.00110835	0.00110835	0.00533494	0.00533494	0.00533494	0.00533494	0.00533494	0.00533494	0.00533494	0.00533494	0.00533494	0.00533494	0.00533494	0.0844658	0.0844658	0.0844658	0.0844658	0.0844658	0.0844658	0.0844658	0.0844658	0.0844658	0.0844658	0.0844658	0	263	1.46697e+06	0.0111713
4C	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	41827.8	0.000158769
4C	Mobile Home	Yes	Yes	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0	40	61731.1	0.000234318
4C	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	102934	0.000274911
