Level,Parameter,Option,Saturation
1,County and PUMA,"G2900130, G29001100",5.87545e-05
1,County and PUMA,"G2900150, G29001300",0.000105408
1,County and PUMA,"G2900170, G29002200",4.37788e-05
1,County and PUMA,"G2900190, G29000600",0.00055005
1,County and PUMA,"G2900210, G29000200",0.000288779
1,County and PUMA,"G2900230, G29002400",0.000147588
1,County and PUMA,"G2900250, G29000800",3.4568e-05
1,County and PUMA,"G2900270, G29000500",0.000139278
1,County and PUMA,"G2900290, G29001400",0.000309994
1,County and PUMA,"G2900310, G29002200",0.000247906
1,County and PUMA,"G2900330, G29000700",3.46057e-05
1,County and PUMA,"G2900350, G29002400",2.42088e-05
1,County and PUMA,"G2900370, G29001100",0.000304371
1,County and PUMA,"G2900390, G29001200",5.39277e-05
1,County and PUMA,"G2900410, G29000700",3.11e-05
1,County and PUMA,"G2900430, G29002601",0.00024507
1,County and PUMA,"G2900450, G29000300",2.60104e-05
1,County and PUMA,"G2900470, G29000901",0.000315332
1,County and PUMA,"G2900470, G29000902",0.00036176
1,County and PUMA,"G2900470, G29000903",3.68427e-05
1,County and PUMA,"G2900490, G29000800",6.67187e-05
1,County and PUMA,"G2900510, G29000500",0.000246233
1,County and PUMA,"G2900530, G29000700",5.58794e-05
1,County and PUMA,"G2900550, G29001500",8.95617e-05
1,County and PUMA,"G2900570, G29001200",2.94561e-05
1,County and PUMA,"G2900590, G29001300",5.69679e-05
1,County and PUMA,"G2900610, G29000100",3.14903e-05
1,County and PUMA,"G2900630, G29000200",3.23911e-05
1,County and PUMA,"G2900650, G29001500",5.4363e-05
1,County and PUMA,"G2900670, G29002500",4.84779e-05
1,County and PUMA,"G2900690, G29002300",0.00010772
1,County and PUMA,"G2900710, G29001600",0.000330006
1,County and PUMA,"G2900730, G29001500",6.1089e-05
1,County and PUMA,"G2900750, G29000100",2.39836e-05
1,County and PUMA,"G2900770, G29002601",0.000123942
1,County and PUMA,"G2900770, G29002602",0.000421866
1,County and PUMA,"G2900770, G29002603",0.00042486
1,County and PUMA,"G2900790, G29000100",3.74956e-05
1,County and PUMA,"G2900810, G29000100",3.2939e-05
1,County and PUMA,"G2900830, G29001200",8.17021e-05
1,County and PUMA,"G2900850, G29001300",5.05572e-05
1,County and PUMA,"G2900870, G29000100",2.08233e-05
1,County and PUMA,"G2900890, G29000700",3.41026e-05
1,County and PUMA,"G2900910, G29002500",0.000135607
1,County and PUMA,"G2900930, G29002400",3.96051e-05
1,County and PUMA,"G2900950, G29001001",0.000708064
1,County and PUMA,"G2900950, G29001002",0.000445594
1,County and PUMA,"G2900950, G29001003",0.000385293
1,County and PUMA,"G2900950, G29001004",0.0003054
1,County and PUMA,"G2900950, G29001005",0.000523739
1,County and PUMA,"G2900970, G29002800",0.000385638
1,County and PUMA,"G2900990, G29002001",0.000330832
1,County and PUMA,"G2900990, G29002002",0.000335997
1,County and PUMA,"G2901010, G29000800",0.000163667
1,County and PUMA,"G2901030, G29000300",1.7055e-05
1,County and PUMA,"G2901050, G29001300",0.000118402
1,County and PUMA,"G2901070, G29000800",0.000110318
1,County and PUMA,"G2901090, G29001200",0.000124408
1,County and PUMA,"G2901110, G29000300",3.37348e-05
1,County and PUMA,"G2901130, G29000400",0.000158465
1,County and PUMA,"G2901150, G29000100",4.78997e-05
1,County and PUMA,"G2901170, G29000100",5.05871e-05
1,County and PUMA,"G2901190, G29002700",7.38803e-05
1,County and PUMA,"G2901210, G29000300",5.7298e-05
1,County and PUMA,"G2901230, G29002400",4.46118e-05
1,County and PUMA,"G2901250, G29001500",3.43504e-05
1,County and PUMA,"G2901270, G29000300",9.67827e-05
1,County and PUMA,"G2901290, G29000100",1.5869e-05
1,County and PUMA,"G2901310, G29001400",9.58222e-05
1,County and PUMA,"G2901330, G29002300",4.28855e-05
1,County and PUMA,"G2901350, G29000500",4.60983e-05
1,County and PUMA,"G2901370, G29000300",3.60919e-05
1,County and PUMA,"G2901390, G29000400",4.62333e-05
1,County and PUMA,"G2901410, G29001400",0.000115715
1,County and PUMA,"G2901430, G29002300",6.41818e-05
1,County and PUMA,"G2901450, G29002800",0.000182854
1,County and PUMA,"G2901470, G29000100",7.22736e-05
1,County and PUMA,"G2901490, G29002500",4.07986e-05
1,County and PUMA,"G2901510, G29000500",4.91534e-05
1,County and PUMA,"G2901530, G29002500",4.21424e-05
1,County and PUMA,"G2901550, G29002300",6.09763e-05
1,County and PUMA,"G2901570, G29002100",6.46097e-05
1,County and PUMA,"G2901590, G29000700",0.000136651
1,County and PUMA,"G2901610, G29001500",0.000148534
1,County and PUMA,"G2901630, G29000400",5.87542e-05
1,County and PUMA,"G2901650, G29000903",0.000301977
1,County and PUMA,"G2901670, G29001300",0.000100281
1,County and PUMA,"G2901690, G29001400",0.000139331
1,County and PUMA,"G2901710, G29000100",2.22871e-05
1,County and PUMA,"G2901730, G29000300",3.86441e-05
1,County and PUMA,"G2901750, G29000700",8.00583e-05
1,County and PUMA,"G2901770, G29000800",7.48187e-05
1,County and PUMA,"G2901790, G29002400",3.00341e-05
1,County and PUMA,"G2901810, G29002400",4.90709e-05
1,County and PUMA,"G2901830, G29001701",0.000320564
1,County and PUMA,"G2901830, G29001702",0.000377531
1,County and PUMA,"G2901830, G29001703",0.000409473
1,County and PUMA,"G2901850, G29001200",4.19246e-05
1,County and PUMA,"G2901860, G29002100",6.48573e-05
1,County and PUMA,"G2901870, G29002100",0.000220035
1,County and PUMA,"G2901890, G29001801",0.000400583
1,County and PUMA,"G2901890, G29001802",0.000414306
1,County and PUMA,"G2901890, G29001803",0.000397574
1,County and PUMA,"G2901890, G29001804",0.00036811
1,County and PUMA,"G2901890, G29001805",0.000399946
1,County and PUMA,"G2901890, G29001806",0.000355184
1,County and PUMA,"G2901890, G29001807",0.000539561
1,County and PUMA,"G2901890, G29001808",0.00041667
1,County and PUMA,"G2901950, G29000700",7.57421e-05
1,County and PUMA,"G2901970, G29000300",1.56137e-05
1,County and PUMA,"G2901990, G29000300",1.76631e-05
1,County and PUMA,"G2902010, G29002200",0.000127793
1,County and PUMA,"G2902030, G29002500",3.09799e-05
1,County and PUMA,"G2902050, G29000300",2.3946e-05
1,County and PUMA,"G2902070, G29002300",0.000102195
1,County and PUMA,"G2902090, G29002700",0.000154284
1,County and PUMA,"G2902110, G29000100",2.5057e-05
1,County and PUMA,"G2902130, G29002700",0.000225484
1,County and PUMA,"G2902150, G29002500",8.7077e-05
1,County and PUMA,"G2902170, G29001200",7.1223e-05
1,County and PUMA,"G2902190, G29000400",0.000111961
1,County and PUMA,"G2902210, G29002100",8.16046e-05
1,County and PUMA,"G2902230, G29002400",5.99855e-05
1,County and PUMA,"G2902250, G29002601",0.000108816
1,County and PUMA,"G2902270, G29000100",9.55592e-06
1,County and PUMA,"G2902290, G29002500",6.49249e-05
1,County and PUMA,"G2905100, G29001901",0.000570842
1,County and PUMA,"G2905100, G29001902",0.000746858
1,County and PUMA,"G3000010, G30000300",3.94548e-05
1,County and PUMA,"G3000030, G30000600",3.5041e-05
1,County and PUMA,"G3000050, G30000400",2.11386e-05
1,County and PUMA,"G3000070, G30000300",2.02003e-05
1,County and PUMA,"G3000090, G30000500",4.84853e-05
1,County and PUMA,"G3000110, G30000600",5.92273e-06
1,County and PUMA,"G3000130, G30000400",0.000283105
1,County and PUMA,"G3000150, G30000400",2.14914e-05
1,County and PUMA,"G3000170, G30000600",4.20821e-05
1,County and PUMA,"G3000190, G30000600",8.58758e-06
1,County and PUMA,"G3000210, G30000600",3.26238e-05
1,County and PUMA,"G3000230, G30000300",3.84489e-05
1,County and PUMA,"G3000250, G30000600",1.11323e-05
1,County and PUMA,"G3000270, G30000400",4.36135e-05
1,County and PUMA,"G3000290, G30000100",0.000355867
1,County and PUMA,"G3000310, G30000500",0.000337287
1,County and PUMA,"G3000330, G30000600",6.32058e-06
1,County and PUMA,"G3000350, G30000100",3.98526e-05
1,County and PUMA,"G3000370, G30000600",3.4005e-06
1,County and PUMA,"G3000390, G30000300",2.08834e-05
1,County and PUMA,"G3000410, G30000400",5.41378e-05
1,County and PUMA,"G3000430, G30000300",3.78484e-05
1,County and PUMA,"G3000450, G30000400",1.00439e-05
1,County and PUMA,"G3000470, G30000200",0.000124497
1,County and PUMA,"G3000490, G30000300",0.000230048
1,County and PUMA,"G3000510, G30000400",8.11466e-06
1,County and PUMA,"G3000530, G30000100",8.6206e-05
1,County and PUMA,"G3000550, G30000600",7.67177e-06
1,County and PUMA,"G3000570, G30000300",5.18407e-05
1,County and PUMA,"G3000590, G30000400",1.03442e-05
1,County and PUMA,"G3000610, G30000200",1.83763e-05
1,County and PUMA,"G3000630, G30000200",0.000386314
1,County and PUMA,"G3000650, G30000600",2.02304e-05
1,County and PUMA,"G3000670, G30000500",7.03296e-05
1,County and PUMA,"G3000690, G30000400",2.3871e-06
1,County and PUMA,"G3000710, G30000600",1.73403e-05
1,County and PUMA,"G3000730, G30000400",1.981e-05
1,County and PUMA,"G3000750, G30000600",7.76935e-06
1,County and PUMA,"G3000770, G30000300",2.31955e-05
1,County and PUMA,"G3000790, G30000600",4.9844e-06
1,County and PUMA,"G3000810, G30000200",0.000146695
1,County and PUMA,"G3000830, G30000600",3.77734e-05
1,County and PUMA,"G3000850, G30000600",3.06421e-05
1,County and PUMA,"G3000870, G30000600",3.08071e-05
1,County and PUMA,"G3000890, G30000200",4.99416e-05
1,County and PUMA,"G3000910, G30000600",1.57264e-05
1,County and PUMA,"G3000930, G30000300",0.000126201
1,County and PUMA,"G3000950, G30000500",3.61144e-05
1,County and PUMA,"G3000970, G30000500",1.51334e-05
1,County and PUMA,"G3000990, G30000400",2.16341e-05
1,County and PUMA,"G3001010, G30000400",1.76106e-05
1,County and PUMA,"G3001030, G30000600",3.39299e-06
1,County and PUMA,"G3001050, G30000600",3.62795e-05
1,County and PUMA,"G3001070, G30000400",9.73612e-06
1,County and PUMA,"G3001090, G30000600",4.18119e-06
1,County and PUMA,"G3001110, G30000600",0.000149667
1,County and PUMA,"G3001110, G30000700",0.000351085
1,County and PUMA,"G3100010, G31000500",0.000102653
1,County and PUMA,"G3100030, G31000200",2.46518e-05
1,County and PUMA,"G3100050, G31000400",1.94421e-06
1,County and PUMA,"G3100070, G31000100",2.88253e-06
1,County and PUMA,"G3100090, G31000300",2.64232e-06
1,County and PUMA,"G3100110, G31000200",1.97274e-05
1,County and PUMA,"G3100130, G31000100",4.0836e-05
1,County and PUMA,"G3100150, G31000100",1.03967e-05
1,County and PUMA,"G3100170, G31000100",1.40599e-05
1,County and PUMA,"G3100190, G31000500",0.000148196
1,County and PUMA,"G3100210, G31000200",2.59429e-05
1,County and PUMA,"G3100230, G31000600",3.04693e-05
1,County and PUMA,"G3100250, G31000701",8.46145e-05
1,County and PUMA,"G3100270, G31000200",3.10097e-05
1,County and PUMA,"G3100290, G31000400",1.45553e-05
1,County and PUMA,"G3100310, G31000100",2.31355e-05
1,County and PUMA,"G3100330, G31000100",3.71352e-05
1,County and PUMA,"G3100350, G31000500",2.24448e-05
1,County and PUMA,"G3100370, G31000200",3.09347e-05
1,County and PUMA,"G3100390, G31000200",3.16028e-05
1,County and PUMA,"G3100410, G31000300",4.19395e-05
1,County and PUMA,"G3100430, G31000200",5.81988e-05
1,County and PUMA,"G3100450, G31000100",3.17005e-05
1,County and PUMA,"G3100470, G31000400",7.62372e-05
1,County and PUMA,"G3100490, G31000100",7.46157e-06
1,County and PUMA,"G3100510, G31000200",2.01177e-05
1,County and PUMA,"G3100530, G31000701",0.00012467
1,County and PUMA,"G3100550, G31000901",0.000547337
1,County and PUMA,"G3100550, G31000902",0.000458151
1,County and PUMA,"G3100550, G31000903",0.000346814
1,County and PUMA,"G3100550, G31000904",0.000351797
1,County and PUMA,"G3100570, G31000400",8.27229e-06
1,County and PUMA,"G3100590, G31000600",2.19043e-05
1,County and PUMA,"G3100610, G31000500",1.29114e-05
1,County and PUMA,"G3100630, G31000400",1.15677e-05
1,County and PUMA,"G3100650, G31000400",2.03429e-05
1,County and PUMA,"G3100670, G31000600",7.82189e-05
1,County and PUMA,"G3100690, G31000100",1.01039e-05
1,County and PUMA,"G3100710, G31000300",9.09051e-06
1,County and PUMA,"G3100730, G31000400",9.39078e-06
1,County and PUMA,"G3100750, G31000400",2.89004e-06
1,County and PUMA,"G3100770, G31000300",9.7586e-06
1,County and PUMA,"G3100790, G31000300",0.000181112
1,County and PUMA,"G3100810, G31000300",3.03042e-05
1,County and PUMA,"G3100830, G31000500",1.79633e-05
1,County and PUMA,"G3100850, G31000400",3.95598e-06
1,County and PUMA,"G3100870, G31000400",1.29639e-05
1,County and PUMA,"G3100890, G31000100",3.9162e-05
1,County and PUMA,"G3100910, G31000400",3.20532e-06
1,County and PUMA,"G3100930, G31000300",2.25724e-05
1,County and PUMA,"G3100950, G31000600",2.92984e-05
1,County and PUMA,"G3100970, G31000600",1.62293e-05
1,County and PUMA,"G3100990, G31000500",2.19493e-05
1,County and PUMA,"G3101010, G31000400",4.02731e-05
1,County and PUMA,"G3101030, G31000100",3.79834e-06
1,County and PUMA,"G3101050, G31000100",1.4788e-05
1,County and PUMA,"G3101070, G31000200",3.6332e-05
1,County and PUMA,"G3101090, G31000801",0.000515065
1,County and PUMA,"G3101090, G31000802",0.000425115
1,County and PUMA,"G3101110, G31000400",0.00012485
1,County and PUMA,"G3101130, G31000400",3.16028e-06
1,County and PUMA,"G3101150, G31000300",3.13025e-06
1,County and PUMA,"G3101170, G31000400",1.80159e-06
1,County and PUMA,"G3101190, G31000200",0.000113357
1,County and PUMA,"G3101210, G31000300",2.80747e-05
1,County and PUMA,"G3101230, G31000100",1.8181e-05
1,County and PUMA,"G3101250, G31000200",1.37972e-05
1,County and PUMA,"G3101270, G31000600",2.62656e-05
1,County and PUMA,"G3101290, G31000500",1.84212e-05
1,County and PUMA,"G3101310, G31000600",5.30943e-05
1,County and PUMA,"G3101330, G31000600",1.20181e-05
1,County and PUMA,"G3101350, G31000400",1.08396e-05
1,County and PUMA,"G3101370, G31000500",3.15878e-05
1,County and PUMA,"G3101390, G31000200",2.42014e-05
1,County and PUMA,"G3101410, G31000200",0.000102135
1,County and PUMA,"G3101430, G31000600",2.03204e-05
1,County and PUMA,"G3101450, G31000400",3.95975e-05
1,County and PUMA,"G3101470, G31000600",3.2954e-05
1,County and PUMA,"G3101490, G31000100",6.59082e-06
1,County and PUMA,"G3101510, G31000600",4.34633e-05
1,County and PUMA,"G3101530, G31000702",0.000493568
1,County and PUMA,"G3101550, G31000701",7.04119e-05
1,County and PUMA,"G3101570, G31000100",0.00012256
1,County and PUMA,"G3101590, G31000600",5.24937e-05
1,County and PUMA,"G3101610, G31000100",2.17767e-05
1,County and PUMA,"G3101630, G31000300",1.45628e-05
1,County and PUMA,"G3101650, G31000100",5.84766e-06
1,County and PUMA,"G3101670, G31000200",1.9855e-05
1,County and PUMA,"G3101690, G31000600",2.05156e-05
1,County and PUMA,"G3101710, G31000400",2.93508e-06
1,County and PUMA,"G3101730, G31000200",1.80759e-05
1,County and PUMA,"G3101750, G31000300",1.72502e-05
1,County and PUMA,"G3101770, G31000701",6.31981e-05
1,County and PUMA,"G3101790, G31000200",2.87729e-05
1,County and PUMA,"G3101810, G31000500",1.42851e-05
1,County and PUMA,"G3101830, G31000300",4.09861e-06
1,County and PUMA,"G3101850, G31000600",4.70889e-05
1,County and PUMA,"G3200010, G32000300",8.01933e-05
1,County and PUMA,"G3200030, G32000401",0.000419688
1,County and PUMA,"G3200030, G32000402",0.000368831
1,County and PUMA,"G3200030, G32000403",0.000469351
1,County and PUMA,"G3200030, G32000404",0.000422375
1,County and PUMA,"G3200030, G32000405",0.000377808
1,County and PUMA,"G3200030, G32000406",0.000420551
1,County and PUMA,"G3200030, G32000407",0.000518482
1,County and PUMA,"G3200030, G32000408",0.000685377
1,County and PUMA,"G3200030, G32000409",0.000666911
1,County and PUMA,"G3200030, G32000410",0.000445383
1,County and PUMA,"G3200030, G32000411",0.000703701
1,County and PUMA,"G3200030, G32000412",0.00049871
1,County and PUMA,"G3200030, G32000413",0.000489784
1,County and PUMA,"G3200050, G32000200",0.000178732
1,County and PUMA,"G3200070, G32000300",0.000153323
1,County and PUMA,"G3200090, G32000300",7.27389e-06
1,County and PUMA,"G3200110, G32000300",8.60259e-06
1,County and PUMA,"G3200130, G32000300",5.42202e-05
1,County and PUMA,"G3200150, G32000300",1.88041e-05
1,County and PUMA,"G3200170, G32000300",1.93746e-05
1,County and PUMA,"G3200190, G32000200",0.000168351
1,County and PUMA,"G3200210, G32000300",2.08309e-05
1,County and PUMA,"G3200230, G32000300",0.000163539
1,County and PUMA,"G3200270, G32000300",1.80384e-05
1,County and PUMA,"G3200290, G32000200",1.50207e-05
1,County and PUMA,"G3200310, G32000101",0.000619663
1,County and PUMA,"G3200310, G32000102",0.000369183
1,County and PUMA,"G3200310, G32000103",0.000420265
1,County and PUMA,"G3200330, G32000300",3.33594e-05
1,County and PUMA,"G3205100, G32000200",0.000176098
1,County and PUMA,"G3300010, G33000200",0.000283112
1,County and PUMA,"G3300030, G33000200",0.000271462
1,County and PUMA,"G3300030, G33000300",3.09573e-05
1,County and PUMA,"G3300050, G33000500",0.000262461
1,County and PUMA,"G3300070, G33000100",0.000159718
1,County and PUMA,"G3300090, G33000100",0.000388641
1,County and PUMA,"G3300110, G33000600",0.00033821
1,County and PUMA,"G3300110, G33000700",0.000149787
1,County and PUMA,"G3300110, G33000800",0.000367479
1,County and PUMA,"G3300110, G33000900",0.000402676
1,County and PUMA,"G3300130, G33000200",7.32649e-05
1,County and PUMA,"G3300130, G33000400",0.000365595
1,County and PUMA,"G3300130, G33000700",3.93948e-05
1,County and PUMA,"G3300150, G33000300",6.59755e-05
1,County and PUMA,"G3300150, G33000700",0.000255532
1,County and PUMA,"G3300150, G33001000",0.000644121
1,County and PUMA,"G3300170, G33000300",0.000393317
1,County and PUMA,"G3300190, G33000500",0.000167871
1,County and PUMA,"G3400010, G34000101",0.000467648
1,County and PUMA,"G3400010, G34000102",0.00045027
1,County and PUMA,"G3400010, G34002600",4.00555e-05
1,County and PUMA,"G3400030, G34000301",0.000338863
1,County and PUMA,"G3400030, G34000302",0.000363433
1,County and PUMA,"G3400030, G34000303",0.000462768
1,County and PUMA,"G3400030, G34000304",0.00034725
1,County and PUMA,"G3400030, G34000305",0.00028035
1,County and PUMA,"G3400030, G34000306",0.000290843
1,County and PUMA,"G3400030, G34000307",0.000303094
1,County and PUMA,"G3400030, G34000308",0.000276535
1,County and PUMA,"G3400050, G34002001",0.000391711
1,County and PUMA,"G3400050, G34002002",0.000480238
1,County and PUMA,"G3400050, G34002003",0.000461404
1,County and PUMA,"G3400070, G34002101",0.000369222
1,County and PUMA,"G3400070, G34002102",0.000398887
1,County and PUMA,"G3400070, G34002103",0.000427159
1,County and PUMA,"G3400070, G34002104",0.000349599
1,County and PUMA,"G3400090, G34002600",0.000742406
1,County and PUMA,"G3400110, G34002400",0.000318025
1,County and PUMA,"G3400110, G34002500",0.00010459
1,County and PUMA,"G3400130, G34001301",0.000438995
1,County and PUMA,"G3400130, G34001302",0.000393093
1,County and PUMA,"G3400130, G34001401",0.000328761
1,County and PUMA,"G3400130, G34001402",0.000613548
1,County and PUMA,"G3400130, G34001403",0.000308163
1,County and PUMA,"G3400130, G34001404",0.000277408
1,County and PUMA,"G3400150, G34002201",0.000384873
1,County and PUMA,"G3400150, G34002202",0.000456665
1,County and PUMA,"G3400170, G34000601",0.000478323
1,County and PUMA,"G3400170, G34000602",0.000337964
1,County and PUMA,"G3400170, G34000701",0.000420245
1,County and PUMA,"G3400170, G34000702",0.000451299
1,County and PUMA,"G3400170, G34000703",0.000384654
1,County and PUMA,"G3400190, G34000800",0.000374391
1,County and PUMA,"G3400210, G34002301",0.000365467
1,County and PUMA,"G3400210, G34002302",0.00041053
1,County and PUMA,"G3400210, G34002303",0.00030624
1,County and PUMA,"G3400230, G34000901",0.000360965
1,County and PUMA,"G3400230, G34000902",0.000327664
1,County and PUMA,"G3400230, G34000903",0.000290005
1,County and PUMA,"G3400230, G34000904",0.000303726
1,County and PUMA,"G3400230, G34000905",0.000292572
1,County and PUMA,"G3400230, G34000906",0.000365077
1,County and PUMA,"G3400230, G34000907",0.000303217
1,County and PUMA,"G3400250, G34001101",0.000390075
1,County and PUMA,"G3400250, G34001102",0.000301624
1,County and PUMA,"G3400250, G34001103",0.000368448
1,County and PUMA,"G3400250, G34001104",0.000308876
1,County and PUMA,"G3400250, G34001105",0.000316082
1,County and PUMA,"G3400250, G34001106",0.000268287
1,County and PUMA,"G3400270, G34001501",0.00038608
1,County and PUMA,"G3400270, G34001502",0.00036898
1,County and PUMA,"G3400270, G34001503",0.000325283
1,County and PUMA,"G3400270, G34001504",0.000354026
1,County and PUMA,"G3400290, G34001201",0.000540515
1,County and PUMA,"G3400290, G34001202",0.000422743
1,County and PUMA,"G3400290, G34001203",0.00034951
1,County and PUMA,"G3400290, G34001204",0.000384858
1,County and PUMA,"G3400290, G34001205",0.000408045
1,County and PUMA,"G3400310, G34000400",0.000371795
1,County and PUMA,"G3400310, G34000501",0.000355341
1,County and PUMA,"G3400310, G34000502",0.000301098
1,County and PUMA,"G3400310, G34000503",0.000297728
1,County and PUMA,"G3400330, G34002500",0.000207408
1,County and PUMA,"G3400350, G34001001",0.000306736
1,County and PUMA,"G3400350, G34001002",0.000305255
1,County and PUMA,"G3400350, G34001003",0.000328077
1,County and PUMA,"G3400370, G34001600",0.000467181
1,County and PUMA,"G3400390, G34001800",0.000333408
1,County and PUMA,"G3400390, G34001901",0.000299477
1,County and PUMA,"G3400390, G34001902",0.000295904
1,County and PUMA,"G3400390, G34001903",0.000268655
1,County and PUMA,"G3400390, G34001904",0.000312193
1,County and PUMA,"G3400410, G34001700",0.000340208
1,County and PUMA,"G3500010, G35000700",8.70766e-05
1,County and PUMA,"G3500010, G35000801",0.000352969
1,County and PUMA,"G3500010, G35000802",0.000359349
1,County and PUMA,"G3500010, G35000803",0.000352901
1,County and PUMA,"G3500010, G35000804",0.000360633
1,County and PUMA,"G3500010, G35000805",0.000357661
1,County and PUMA,"G3500010, G35000806",0.000291437
1,County and PUMA,"G3500030, G35000900",2.9501e-05
1,County and PUMA,"G3500050, G35001100",0.000200502
1,County and PUMA,"G3500060, G35000100",8.33985e-05
1,County and PUMA,"G3500070, G35000400",7.55092e-05
1,County and PUMA,"G3500090, G35000400",0.000155274
1,County and PUMA,"G3500110, G35000400",7.68679e-06
1,County and PUMA,"G3500130, G35001001",0.00027749
1,County and PUMA,"G3500130, G35001002",0.000353975
1,County and PUMA,"G3500150, G35001200",0.000175865
1,County and PUMA,"G3500170, G35000900",0.000110182
1,County and PUMA,"G3500190, G35000400",1.75955e-05
1,County and PUMA,"G3500210, G35000400",3.8584e-06
1,County and PUMA,"G3500230, G35000900",1.80084e-05
1,County and PUMA,"G3500250, G35001200",0.000190218
1,County and PUMA,"G3500270, G35001100",0.000132649
1,County and PUMA,"G3500280, G35000300",6.23724e-05
1,County and PUMA,"G3500290, G35000900",8.22576e-05
1,County and PUMA,"G3500310, G35000100",0.00019343
1,County and PUMA,"G3500330, G35000300",2.2122e-05
1,County and PUMA,"G3500350, G35001100",0.000232526
1,County and PUMA,"G3500370, G35000400",4.16543e-05
1,County and PUMA,"G3500390, G35000300",0.000146807
1,County and PUMA,"G3500410, G35000400",6.22975e-05
1,County and PUMA,"G3500430, G35000600",0.000406804
1,County and PUMA,"G3500450, G35000100",8.14993e-05
1,County and PUMA,"G3500450, G35000200",0.000290881
1,County and PUMA,"G3500470, G35000300",0.000116615
1,County and PUMA,"G3500490, G35000500",0.000538607
1,County and PUMA,"G3500510, G35000900",6.22224e-05
1,County and PUMA,"G3500530, G35000900",6.0083e-05
1,County and PUMA,"G3500550, G35000300",0.000152827
1,County and PUMA,"G3500570, G35000900",5.81989e-05
1,County and PUMA,"G3500590, G35000400",1.73103e-05
1,County and PUMA,"G3500610, G35000700",0.00022712
1,County and PUMA,"G3600010, G36002001",0.000387445
1,County and PUMA,"G3600010, G36002002",0.000651829
1,County and PUMA,"G3600030, G36002500",0.000195105
1,County and PUMA,"G3600050, G36003701",0.0003378
1,County and PUMA,"G3600050, G36003702",0.000386292
1,County and PUMA,"G3600050, G36003703",0.000373839
1,County and PUMA,"G3600050, G36003704",0.000351243
1,County and PUMA,"G3600050, G36003705",0.000455797
1,County and PUMA,"G3600050, G36003706",0.000353772
1,County and PUMA,"G3600050, G36003707",0.000359086
1,County and PUMA,"G3600050, G36003708",0.000384566
1,County and PUMA,"G3600050, G36003709",0.000514513
1,County and PUMA,"G3600050, G36003710",0.00040457
1,County and PUMA,"G3600070, G36002201",0.000437366
1,County and PUMA,"G3600070, G36002202",0.000182591
1,County and PUMA,"G3600070, G36002203",5.50311e-05
1,County and PUMA,"G3600090, G36002500",0.000307569
1,County and PUMA,"G3600110, G36000704",0.000273376
1,County and PUMA,"G3600130, G36002600",0.000500857
1,County and PUMA,"G3600150, G36002401",0.000257372
1,County and PUMA,"G3600150, G36002402",3.0672e-05
1,County and PUMA,"G3600170, G36002203",0.000186292
1,County and PUMA,"G3600190, G36000200",0.000269848
1,County and PUMA,"G3600210, G36002100",0.00024669
1,County and PUMA,"G3600230, G36001500",0.000153826
1,County and PUMA,"G3600250, G36002203",0.000233892
1,County and PUMA,"G3600270, G36002801",0.000390591
1,County and PUMA,"G3600270, G36002802",0.000502869
1,County and PUMA,"G3600290, G36001201",0.000379032
1,County and PUMA,"G3600290, G36001202",0.000391786
1,County and PUMA,"G3600290, G36001203",0.000334488
1,County and PUMA,"G3600290, G36001204",0.000533952
1,County and PUMA,"G3600290, G36001205",0.000547067
1,County and PUMA,"G3600290, G36001206",0.000436127
1,County and PUMA,"G3600290, G36001207",0.000540545
1,County and PUMA,"G3600310, G36000200",0.000193341
1,County and PUMA,"G3600330, G36000200",0.000190098
1,County and PUMA,"G3600350, G36001600",0.00021493
1,County and PUMA,"G3600370, G36001000",0.000192597
1,County and PUMA,"G3600390, G36002100",0.000219809
1,County and PUMA,"G3600410, G36000200",6.58784e-05
1,County and PUMA,"G3600430, G36000401",0.00022962
1,County and PUMA,"G3600430, G36000403",2.08609e-05
1,County and PUMA,"G3600450, G36000500",0.000440849
1,County and PUMA,"G3600470, G36004001",0.000503982
1,County and PUMA,"G3600470, G36004002",0.000371564
1,County and PUMA,"G3600470, G36004003",0.000437651
1,County and PUMA,"G3600470, G36004004",0.000474531
1,County and PUMA,"G3600470, G36004005",0.00039828
1,County and PUMA,"G3600470, G36004006",0.000437088
1,County and PUMA,"G3600470, G36004007",0.000366661
1,County and PUMA,"G3600470, G36004008",0.000454774
1,County and PUMA,"G3600470, G36004009",0.000548652
1,County and PUMA,"G3600470, G36004010",0.00041014
1,County and PUMA,"G3600470, G36004011",0.00033879
1,County and PUMA,"G3600470, G36004012",0.000367501
1,County and PUMA,"G3600470, G36004013",0.000400202
1,County and PUMA,"G3600470, G36004014",0.000371713
1,County and PUMA,"G3600470, G36004015",0.000454631
1,County and PUMA,"G3600470, G36004016",0.000458843
1,County and PUMA,"G3600470, G36004017",0.000507764
1,County and PUMA,"G3600470, G36004018",0.000367111
1,County and PUMA,"G3600490, G36000500",0.000114754
1,County and PUMA,"G3600510, G36001300",0.000205028
1,County and PUMA,"G3600530, G36001500",0.000238516
1,County and PUMA,"G3600550, G36000901",0.000433073
1,County and PUMA,"G3600550, G36000902",0.000393385
1,County and PUMA,"G3600550, G36000903",0.000340777
1,County and PUMA,"G3600550, G36000904",0.000416782
1,County and PUMA,"G3600550, G36000905",0.000311735
1,County and PUMA,"G3600550, G36000906",0.000539433
1,County and PUMA,"G3600570, G36001600",0.000174214
