Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	sampling_probability
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	60	0	0
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	10	0	0
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	20	0	0
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	10	0	0
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	14	0	0
5A	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	10	0	0
5A	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	26	0	0
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	10	0	0
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	60	0	0
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	10	0	0
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	75	0	0
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	20	0	0
5A	Mobile Home, Ambient, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	1185	26859.5	0.000170561
5A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25431.8	0.000318761
5A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25508.1	4.26255e-05
5A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25431.8	0.000259935
5A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.441306	0	0.558694	70	25431.8	0.000489352
5A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25508.1	6.54373e-05
5A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25431.8	0.000399044
5A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0423789	0	0	0.957621	0	0	70	25431.8	0
5A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25508.1	0
5A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25431.8	0
5A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25431.8	0.000249636
5A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25508.1	3.33819e-05
5A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	70	25431.8	0.000203567
5A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14392.5	0.000112517
5A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14435.7	0.000105421
5A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14392.5	9.26849e-05
5A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.441306	0	0.558694	39	14392.5	0.000172733
5A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14435.7	0.000161838
5A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14392.5	0.000142287
5A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0423789	0	0	0.957621	0	0	39	14392.5	0
5A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14435.7	0
5A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14392.5	0
5A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14392.5	8.81173e-05
5A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14435.7	8.25596e-05
5A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	39	14392.5	7.25857e-05
5A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0.972829	0.0271714	0	0	75	8064.51	2.22988e-05
5A	Single-Family Attached, Heated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0.782623	0.217377	0	0	13	16181.5	0.00021797
5A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0.969978	0.0300219	0	0	51	1840.28	2.87177e-05
5A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0.985983	0.014017	0	0	217	13005.6	0.000207755
5A	Single-Family Attached, Slab, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	20	2277.2	1.12373e-05
5A	Single-Family Attached, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	42	7580.54	0.000109845
5A	Single-Family Attached, Slab, Unvented Attic, No Garage	1940-59	Yes	0.0396098	0	0	0	0	0.96039	0	0	12	0	1.44721e-05
5A	Single-Family Attached, Slab, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	50	1879.5	0.000104697
5A	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0	0	1	10	10626.8	1.72512e-05
5A	Single-Family Attached, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0	0	1	10	10199.7	0.00016863
5A	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	1940-59	Yes	0.0770102	0	0	0	0	0	0	0.92299	34	4974.57	2.22171e-05
5A	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.105962	0	0.894038	15	23687.1	0.000160727
5A	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0.5	0	0	0.5	0	0	16	0	0
5A	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.5	0	0	0.5	0	0	22	847.157	0
5A	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0.333333	0	0.333333	0	0	0.333333	0	0	13	0	0
5A	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0.5	0	0	0.5	0	0	49	0	0
5A	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	17	0	8.80044e-06
5A	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	41	11866	8.60242e-05
5A	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0.0577272	0	0	0	0	0.942273	0	0	10	0	1.13337e-05
5A	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	85	8951.93	8.19926e-05
5A	Single-Family Detached, Ambient, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	126	3609.96	1.55954e-05
5A	Single-Family Detached, Ambient, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	12	13802.2	0.000267933
5A	Single-Family Detached, Ambient, Unvented Attic, No Garage	1940-59	Yes	0.159164	0	0	0	0	0.840836	0	0	84	3256.96	4.45366e-05
5A	Single-Family Detached, Ambient, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	29	50162	0.000490255
5A	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0	1	0	0	0	14	30457.6	3.79208e-05
5A	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0	1	0	0	0	12	32602.2	3.36177e-05
5A	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0.835693	0.164307	0	0	14	15749.1	4.47375e-07
5A	Single-Family Detached, Heated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0.971212	0.0287879	0	0	69	135551	0.000169043
5A	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.0141792	0.954704	0.0311172	0	0	44	197548	0.00113738
5A	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0	1	0	0	0	33	131624	0.000347947
5A	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0.835693	0.164307	0	0	14	2032.73	3.82272e-06
5A	Single-Family Detached, Heated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0.990766	0.0092336	0	0	128	429852	0.00265178
5A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.210786	0.776086	0.0131286	0	0	13	11039.7	0.000196716
5A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	1940-59	Yes	0.0126488	0	0	0	0.743976	0.243375	0	0	12	11876.1	5.48842e-05
5A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0.835693	0.164307	0	0	14	6736.05	5.81509e-07
5A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0.969207	0.030793	0	0	48	74671.4	0.000436136
5A	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0	0.981388	0.0186119	0	0	57	216134	0.00211972
5A	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0	1	0	0	0	50	212522	0.000596668
5A	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0.835693	0.164307	0	0	14	11364.6	6.74362e-06
5A	Single-Family Detached, Heated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0.985713	0.0142871	0	0	212	604955	0.00485381
5A	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.845165	0	0.154835	0	0	20	15255.5	2.11277e-05
5A	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.5	0	0.5	0	0	15	1354.06	3.38463e-05
5A	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	2319.78	3.75162e-07
5A	Single-Family Detached, Slab, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	18	27527.9	6.61161e-05
5A	Single-Family Detached, Slab, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.124519	0	0.875481	0	0	18	59116.2	0.000620544
5A	Single-Family Detached, Slab, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	1	0	0	0	0	10	20060.4	0.000268653
5A	Single-Family Detached, Slab, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	1527.79	2.73721e-06
5A	Single-Family Detached, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	34	101556	0.00119487
5A	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.941368	0	0.0586322	0	0	13	7312.53	0.000106812
5A	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	1940-59	Yes	0.0494048	0	0	0	0	0.950595	0	0	12	7403	4.02482e-05
5A	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	362.974	4.10919e-07
5A	Single-Family Detached, Slab, Unvented Attic, No Garage	1940-59	Yes	0.0396098	0	0	0	0	0.96039	0	0	12	18045.4	0.000199403
5A	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.427881	0	0.572119	0	0	14	36109.6	0.00116881
5A	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.246693	0	0.753307	0	0	21	65170.9	0.00043466
5A	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	12597.4	4.1292e-06
5A	Single-Family Detached, Slab, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	49	102010	0.00221077
5A	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.0342613	0	0.00627669	0	0.959462	20	10353.9	2.31078e-05
5A	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0	0	0	0	1	15	1952.65	2.02675e-05
5A	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	0.164307	0	0.835693	14	5107.92	3.82942e-07
5A	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.0272359	0	0.972764	48	68321.7	0.00014271
5A	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0	0	0	0	1	25	71687.7	0.000678801
5A	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0	0	0	0	1	12	24389.2	0.000150097
5A	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	0.164307	0	0.835693	14	1527.79	4.16175e-06
5A	Single-Family Detached, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.0067664	0	0.993234	96	258048	0.00237051
5A	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.210786	0	0.0131286	0	0.776086	13	4105.09	0.000116864
5A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	1940-59	Yes	0.0126488	0	0	0	0	0.243375	0	0.743976	12	1404.24	2.29453e-05
5A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	0.164307	0	0.835693	14	181.487	5.03596e-07
5A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	1940-59	Yes	0.0881732	0	0	0	0	0	0	0.911827	29	37343.9	0.000392194
5A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0	0	0.0274373	0	0.972563	28	73714	0.0012826
5A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0	0	0	0	1	28	73767.3	0.000235651
5A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	0.164307	0	0.835693	14	1417.78	6.12114e-06
5A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.0241542	0	0.975846	171	325207	0.00433742
5A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.845165	0	0.154835	0	0	20	2083.82	0
5A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	1	0	0	0	0	0	15	861.736	0
5A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	0	0
5A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0.5	0	0	0.5	0	0	16	13462.7	0
5A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.191353	0	0.808647	0	0	74	15739.7	0
5A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.608366	0	0.391634	0	0	46	14505.1	0
5A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	0	0
5A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.5	0	0	0.5	0	0	21	31557.3	0
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.941368	0	0.0586322	0	0	13	2392.79	0
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	Yes	0.0470789	0	0.0470789	0	0	0.905842	0	0	12	4691.05	0
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	3533.88	0
5A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0.333333	0	0.333333	0	0	0.333333	0	0	13	9653.2	0
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0.333333	0.333333	0	0.333333	0	0	13	19678.4	0
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0.333333	0.333333	0	0.333333	0	0	12	22637.9	0
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	1679.47	0
5A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0.5	0	0	0.5	0	0	49	73552.5	0
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.845165	0	0.154835	0	0	20	2924.68	1.49191e-05
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.5	0	0.5	0	0	15	278.428	1.67017e-05
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	0	1.71148e-07
5A	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	17	20666.2	6.33322e-05
5A	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.191353	0	0.808647	0	0	74	33170.5	0.000356752
5A	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.608366	0	0.391634	0	0	46	43187.5	0.000241529
5A	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	0	1.68665e-06
5A	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	36	64070	0.00103429
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.941368	0	0.0586322	0	0	13	3749.42	6.1591e-05
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	Yes	0.0494048	0	0	0	0	0.950595	0	0	12	278.428	3.98352e-05
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	0	2.57061e-07
5A	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0.0577272	0	0	0	0	0.942273	0	0	10	17190.3	0.000169967
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.210731	0	0.789269	0	0	18	68516.3	0.000664043
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.396006	0	0.603994	0	0	22	92051.5	0.000453765
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0	0	1	0	0	14	0	2.80886e-06
5A	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	1	0	0	81	179970	0.0018697
5A	Mobile Home, Ambient, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	70	0	0
5A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	33988.3	0.000536792
5A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	34090.3	4.91429e-05
5A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	33988.3	0.000388082
5A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	33988.3	0.000515945
5A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	34090.3	4.72343e-05
5A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	33988.3	0.00037301
5A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	33988.3	0
5A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	34090.3	0
5A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	33988.3	0
5A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	33988.3	0.000335155
5A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	34090.3	3.06832e-05
5A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	42	33988.3	0.000242305
5A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	75870.3	0.00118667
5A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	76098.1	0.000843839
5A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	75870.3	0.000960353
5A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	75870.3	0.00114058
5A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	76098.1	0.000811066
5A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	75870.3	0.000923056
5A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	75870.3	0
5A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	76098.1	0
5A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	75870.3	0
5A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	75870.3	0.000740916
5A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	76098.1	0.000526865
5A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	98	75870.3	0.000599613
5A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	49	0	2.08727e-06
5A	Single-Family Attached, Heated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	17	6483.03	3.50826e-05
5A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	49	0	2.26511e-06
5A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	16	2092.34	2.4159e-05
5A	Single-Family Attached, Slab, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	49	0	1.4465e-06
5A	Single-Family Attached, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	1138.83	2.43126e-05
5A	Single-Family Attached, Slab, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	49	0	1.56975e-06
5A	Single-Family Attached, Slab, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	16	379.99	1.67424e-05
