Dependency=HVAC Has Ducts	Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Geometry Foundation Type	Option=None	Option=10% Leakage, Uninsulated	Option=20% Leakage, Uninsulated	Option=30% Leakage, Uninsulated	Option=10% Leakage, R-4	Option=20% Leakage, R-4	Option=30% Leakage, R-4	Option=10% Leakage, R-6	Option=20% Leakage, R-6	Option=30% Leakage, R-6	Option=10% Leakage, R-8	Option=20% Leakage, R-8	Option=30% Leakage, R-8	Option=0% Leakage, Uninsulated	sampling_probability
Yes	Single-Family Detached	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.0097345
Yes	Single-Family Detached	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00626199
Yes	Single-Family Detached	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.0070865
Yes	Single-Family Detached	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00490484
Yes	Single-Family Detached	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00648148
Yes	Single-Family Detached	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.00754662
Yes	Single-Family Attached	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00176557
Yes	Single-Family Attached	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000511479
Yes	Single-Family Attached	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000329893
Yes	Single-Family Attached	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00065186
Yes	Single-Family Attached	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00081425
Yes	Single-Family Attached	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000857713
Yes	Single-Family Attached	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.00111873
Yes	Multi-Family with 2 - 4 Units	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00601362
Yes	Multi-Family with 2 - 4 Units	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00127618
Yes	Multi-Family with 2 - 4 Units	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00101166
Yes	Multi-Family with 2 - 4 Units	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.0012818
Yes	Multi-Family with 2 - 4 Units	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000913273
Yes	Multi-Family with 2 - 4 Units	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000818647
Yes	Multi-Family with 2 - 4 Units	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.000799932
Yes	Multi-Family with 5+ Units	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.0044081
Yes	Multi-Family with 5+ Units	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00153853
Yes	Multi-Family with 5+ Units	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00205812
Yes	Multi-Family with 5+ Units	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00320378
Yes	Multi-Family with 5+ Units	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00232601
Yes	Multi-Family with 5+ Units	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00230863
Yes	Multi-Family with 5+ Units	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.00274968
Yes	Mobile Home	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0
Yes	Single-Family Detached	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00419084
Yes	Single-Family Attached	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000357002
Yes	Multi-Family with 2 - 4 Units	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000923634
Yes	Multi-Family with 5+ Units	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000834719
Yes	Mobile Home	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Single-Family Detached	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.00145472
Yes	Single-Family Attached	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.000227628
Yes	Multi-Family with 2 - 4 Units	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.00020628
Yes	Multi-Family with 5+ Units	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.00100305
Yes	Mobile Home	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0
No	Single-Family Detached	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123214
No	Single-Family Detached	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322228
No	Single-Family Detached	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019763
No	Single-Family Detached	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203915
No	Single-Family Detached	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104036
No	Single-Family Detached	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000857328
No	Single-Family Detached	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000723918
No	Single-Family Attached	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159253
No	Single-Family Attached	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002046
No	Single-Family Attached	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115807
No	Single-Family Attached	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195159
No	Single-Family Attached	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177899
No	Single-Family Attached	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115936
No	Single-Family Attached	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106602
No	Multi-Family with 2 - 4 Units	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566924
No	Multi-Family with 2 - 4 Units	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000705181
No	Multi-Family with 2 - 4 Units	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000579168
No	Multi-Family with 2 - 4 Units	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000699052
No	Multi-Family with 2 - 4 Units	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000395765
No	Multi-Family with 2 - 4 Units	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225241
No	Multi-Family with 2 - 4 Units	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23397e-05
No	Multi-Family with 5+ Units	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00537034
No	Multi-Family with 5+ Units	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112586
No	Multi-Family with 5+ Units	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00141097
No	Multi-Family with 5+ Units	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209499
No	Multi-Family with 5+ Units	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114748
No	Multi-Family with 5+ Units	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000737703
No	Multi-Family with 5+ Units	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029925
No	Mobile Home	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Single-Family Detached	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167272
No	Single-Family Attached	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186383
No	Multi-Family with 2 - 4 Units	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000559262
No	Multi-Family with 5+ Units	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000726668
No	Mobile Home	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Single-Family Detached	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142794
No	Single-Family Attached	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89659e-05
No	Multi-Family with 2 - 4 Units	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24826e-05
No	Multi-Family with 5+ Units	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127895
No	Mobile Home	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# Source, duct insulation as a function of location: IECC 2009
# Source, leakage distribution: Lucas and Cole, 'Impacts of the 2009 IECC for Residential Buildings at State Level', 2009
# Source, duct location: Wilson et al., 'Building America House Simulation Protocols', 2014
