Dependency=County	Option=Cold	Option=Hot-Dry	Option=Hot-Humid	Option=Marine	Option=Mixed-Dry	Option=Mixed-Humid	Option=Very Cold	source_count	source_weight	sampling_probability
GA, Columbia County	0	0	0	0	0	1	0	20	53438	0.000401264
GA, Cook County	0	0	1	0	0	0	0	4	7239	5.43571e-05
GA, Coweta County	0	0	0	0	0	1	0	20	52005	0.000390504
GA, Crawford County	0	0	0	0	0	1	0	3	5262	3.95122e-05
GA, Crisp County	0	0	1	0	0	0	0	6	10715	8.04584e-05
GA, Dade County	0	0	0	0	0	1	0	4	7272	5.4605e-05
GA, Dawson County	0	0	0	0	0	1	0	3	10645	7.99327e-05
GA, DeKalb County	0	0	0	0	0	1	0	145	307255	0.00230717
GA, Decatur County	0	0	1	0	0	0	0	7	12120	9.10081e-05
GA, Dodge County	0	0	1	0	0	0	0	6	9743	7.31598e-05
GA, Dooly County	0	0	1	0	0	0	0	3	6228	4.67658e-05
GA, Dougherty County	0	0	1	0	0	0	0	27	40713	0.000305713
GA, Douglas County	0	0	0	0	0	1	0	20	51891	0.000389648
GA, Early County	0	0	1	0	0	0	0	5	4924	3.6974e-05
GA, Echols County	0	0	1	0	0	0	0	2	1663	1.24874e-05
GA, Effingham County	0	0	1	0	0	0	0	10	20732	0.000155674
GA, Elbert County	0	0	0	0	0	1	0	5	9509	7.14028e-05
GA, Emanuel County	0	0	1	0	0	0	0	6	9869	7.41059e-05
GA, Evans County	0	0	1	0	0	0	0	3	4627	3.47437e-05
GA, Fannin County	0	0	0	0	0	1	0	5	16592	0.000124589
GA, Fayette County	0	0	0	0	0	1	0	20	41391	0.000310803
GA, Floyd County	0	0	0	0	0	1	0	20	40446	0.000303706
GA, Forsyth County	0	0	0	0	0	1	0	45	71466	0.000536635
GA, Franklin County	0	0	0	0	0	1	0	5	10464	7.85736e-05
GA, Fulton County	0	0	0	0	0	1	0	204	449933	0.00337853
GA, Gilmer County	0	0	0	0	0	1	0	5	16660	0.000125099
GA, Glascock County	0	0	0	0	0	1	0	1	1508	1.13235e-05
GA, Glynn County	0	0	1	0	0	0	0	16	41748	0.000313482
GA, Gordon County	0	0	0	0	0	1	0	9	22255	0.000167112
GA, Grady County	0	0	1	0	0	0	0	6	10668	8.01051e-05
GA, Greene County	0	0	0	0	0	1	0	7	9050	6.79561e-05
GA, Gwinnett County	0	0	0	0	0	1	0	113	298844	0.00224401
GA, Habersham County	0	0	0	0	0	1	0	8	18109	0.000135979
GA, Hall County	0	0	0	0	0	1	0	36	69701	0.00052338
GA, Hancock County	0	0	0	0	0	1	0	2	5283	3.96698e-05
GA, Haralson County	0	0	0	0	0	1	0	5	12243	9.19322e-05
GA, Harris County	0	0	0	0	0	1	0	5	13684	0.000102753
GA, Hart County	0	0	0	0	0	1	0	5	12948	9.72261e-05
GA, Heard County	0	0	0	0	0	1	0	3	5105	3.83332e-05
GA, Henry County	0	0	0	0	0	1	0	25	77863	0.00058467
GA, Houston County	0	0	1	0	0	0	0	23	60547	0.000454645
GA, Irwin County	0	0	1	0	0	0	0	2	4011	3.01184e-05
GA, Jackson County	0	0	0	0	0	1	0	11	23866	0.000179209
GA, Jasper County	0	0	0	0	0	1	0	3	6236	4.68258e-05
GA, Jeff Davis County	0	0	1	0	0	0	0	3	6413	4.81547e-05
GA, Jefferson County	0	0	0	0	0	1	0	4	7238	5.43499e-05
GA, Jenkins County	0	0	1	0	0	0	0	2	4804	3.60731e-05
GA, Johnson County	0	0	1	0	0	0	0	3	4064	3.05163e-05
GA, Jones County	0	0	0	0	0	1	0	6	11589	8.70213e-05
GA, Lamar County	0	0	0	0	0	1	0	3	7515	5.64298e-05
GA, Lanier County	0	0	1	0	0	0	0	2	4291	3.22208e-05
GA, Laurens County	0	0	1	0	0	0	0	13	21285	0.000159828
GA, Lee County	0	0	1	0	0	0	0	5	10682	8.02107e-05
GA, Liberty County	0	0	1	0	0	0	0	15	27233	0.00020449
GA, Lincoln County	0	0	0	0	0	1	0	2	4779	3.58853e-05
GA, Long County	0	0	1	0	0	0	0	3	6238	4.68406e-05
GA, Lowndes County	0	0	1	0	0	0	0	25	45711	0.00034324
GA, Lumpkin County	0	0	0	0	0	1	0	4	13089	9.82845e-05
GA, Macon County	0	0	1	0	0	0	0	4	6049	4.54217e-05
GA, Madison County	0	0	0	0	0	1	0	6	11762	8.83204e-05
GA, Marion County	0	0	1	0	0	0	0	2	4112	3.08769e-05
GA, McDuffie County	0	0	0	0	0	1	0	5	9257	6.95105e-05
GA, McIntosh County	0	0	1	0	0	0	0	5	9289	6.97503e-05
GA, Meriwether County	0	0	0	0	0	1	0	4	9879	7.4181e-05
GA, Miller County	0	0	1	0	0	0	0	3	2749	2.06421e-05
GA, Mitchell County	0	0	1	0	0	0	0	5	8948	6.71898e-05
GA, Monroe County	0	0	0	0	0	1	0	5	10940	8.2148e-05
GA, Montgomery County	0	0	1	0	0	0	0	3	3903	2.93075e-05
GA, Morgan County	0	0	0	0	0	1	0	5	7520	5.64674e-05
GA, Murray County	0	0	0	0	0	1	0	8	15780	0.000118491
GA, Muscogee County	0	0	0	0	0	1	0	53	83921	0.000630159
GA, Newton County	0	0	0	0	0	1	0	13	38414	0.000288449
GA, Oconee County	0	0	0	0	0	1	0	6	13121	9.8525e-05
GA, Oglethorpe County	0	0	0	0	0	1	0	4	6488	4.87181e-05
GA, Paulding County	0	0	0	0	0	1	0	19	53398	0.000400964
GA, Peach County	0	0	1	0	0	0	0	6	11287	8.47536e-05
GA, Pickens County	0	0	0	0	0	1	0	6	13706	0.000102918
GA, Pierce County	0	0	1	0	0	0	0	4	7971	5.98536e-05
GA, Pike County	0	0	0	0	0	1	0	4	6816	5.11811e-05
GA, Polk County	0	0	0	0	0	1	0	7	16922	0.000127067
GA, Pulaski County	0	0	1	0	0	0	0	3	4697	3.52695e-05
GA, Putnam County	0	0	0	0	0	1	0	5	12750	9.57392e-05
GA, Quitman County	0	0	1	0	0	0	0	1	2035	1.52807e-05
GA, Rabun County	0	0	0	0	0	1	0	5	12451	9.34939e-05
GA, Randolph County	0	0	1	0	0	0	0	2	3586	2.69272e-05
GA, Richmond County	0	0	0	0	0	1	0	47	87290	0.000655457
GA, Rockdale County	0	0	0	0	0	1	0	15	33299	0.000250041
GA, Schley County	0	0	1	0	0	0	0	2	2183	1.63921e-05
GA, Screven County	0	0	1	0	0	0	0	5	6648	4.99196e-05
GA, Seminole County	0	0	1	0	0	0	0	3	4785	3.59301e-05
GA, Spalding County	0	0	0	0	0	1	0	12	27005	0.000202779
GA, Stephens County	0	0	0	0	0	1	0	5	12522	9.4027e-05
GA, Stewart County	0	0	1	0	0	0	0	2	2340	1.75709e-05
GA, Sumter County	0	0	1	0	0	0	0	8	13833	0.000103871
GA, Talbot County	0	0	0	0	0	1	0	3	3362	2.52451e-05
GA, Taliaferro County	0	0	0	0	0	1	0	1	1081	8.11719e-06
GA, Tattnall County	0	0	1	0	0	0	0	5	9863	7.40604e-05
GA, Taylor County	0	0	1	0	0	0	0	3	4496	3.37603e-05
GA, Telfair County	0	0	1	0	0	0	0	3	7202	5.40796e-05
GA, Terrell County	0	0	1	0	0	0	0	4	4167	3.12898e-05
GA, Thomas County	0	0	1	0	0	0	0	11	20323	0.000152604
GA, Tift County	0	0	1	0	0	0	0	9	16415	0.00012326
GA, Toombs County	0	0	1	0	0	0	0	6	12074	9.06627e-05
GA, Towns County	0	0	0	0	0	1	0	3	7915	5.94333e-05
GA, Treutlen County	0	0	1	0	0	0	0	2	3243	2.43515e-05
GA, Troup County	0	0	0	0	0	1	0	14	28282	0.000212369
GA, Turner County	0	0	1	0	0	0	0	2	3838	2.88193e-05
GA, Twiggs County	0	0	1	0	0	0	0	2	4190	3.14626e-05
GA, Union County	0	0	0	0	0	1	0	6	14248	0.000106987
GA, Upson County	0	0	0	0	0	1	0	7	12114	9.09635e-05
GA, Walker County	0	0	0	0	0	1	0	13	30082	0.000225885
GA, Walton County	0	0	0	0	0	1	0	15	32636	0.000245062
GA, Ware County	0	0	1	0	0	0	0	9	16411	0.000123229
GA, Warren County	0	0	0	0	0	1	0	2	2944	2.21063e-05
GA, Washington County	0	0	0	0	0	1	0	5	9050	6.79561e-05
GA, Wayne County	0	0	1	0	0	0	0	6	12100	9.08579e-05
GA, Webster County	0	0	1	0	0	0	0	2	1365	1.02497e-05
GA, Wheeler County	0	0	1	0	0	0	0	2	2594	1.94782e-05
GA, White County	0	0	0	0	0	1	0	5	16000	0.000120143
GA, Whitfield County	0	0	0	0	0	1	0	18	39679	0.000297946
GA, Wilcox County	0	0	1	0	0	0	0	4	3483	2.61537e-05
GA, Wilkes County	0	0	0	0	0	1	0	4	5147	3.86486e-05
GA, Wilkinson County	0	0	0	0	0	1	0	3	4427	3.32422e-05
GA, Worth County	0	0	1	0	0	0	0	5	9205	6.91199e-05
IA, Adair County	1	0	0	0	0	0	0	3	3671	2.75653e-05
IA, Adams County	1	0	0	0	0	0	0	2	2004	1.5048e-05
IA, Allamakee County	1	0	0	0	0	0	0	5	7640	5.73684e-05
IA, Appanoose County	1	0	0	0	0	0	0	5	6572	4.93489e-05
IA, Audubon County	1	0	0	0	0	0	0	3	2991	2.24593e-05
IA, Benton County	1	0	0	0	0	0	0	7	11092	8.32893e-05
IA, Black Hawk County	1	0	0	0	0	0	0	38	56804	0.000426538
IA, Boone County	1	0	0	0	0	0	0	7	11787	8.85082e-05
IA, Bremer County	1	0	0	0	0	0	0	8	10136	7.61106e-05
IA, Buchanan County	1	0	0	0	0	0	0	6	8996	6.75506e-05
IA, Buena Vista County	1	0	0	0	0	0	0	6	8270	6.2099e-05
IA, Butler County	1	0	0	0	0	0	0	5	6735	5.05728e-05
IA, Calhoun County	1	0	0	0	0	0	0	4	5081	3.8153e-05
IA, Carroll County	1	0	0	0	0	0	0	6	9415	7.06969e-05
IA, Cass County	1	0	0	0	0	0	0	5	6560	4.92588e-05
IA, Cedar County	1	0	0	0	0	0	0	5	8108	6.08825e-05
IA, Cerro Gordo County	1	0	0	0	0	0	0	11	22254	0.000167104
IA, Cherokee County	1	0	0	0	0	0	0	4	5770	4.33266e-05
IA, Chickasaw County	1	0	0	0	0	0	0	4	5672	4.25908e-05
IA, Clarke County	1	0	0	0	0	0	0	3	4148	3.11471e-05
IA, Clay County	1	0	0	0	0	0	0	4	8099	6.0815e-05
IA, Clayton County	1	0	0	0	0	0	0	6	9019	6.7723e-05
IA, Clinton County	1	0	0	0	0	0	0	12	21781	0.000163553
IA, Crawford County	1	0	0	0	0	0	0	5	7002	5.25777e-05
IA, Dallas County	1	0	0	0	0	0	0	15	31678	0.00023787
IA, Davis County	1	0	0	0	0	0	0	2	3581	2.68895e-05
IA, Decatur County	1	0	0	0	0	0	0	3	3846	2.88795e-05
IA, Delaware County	1	0	0	0	0	0	0	4	8028	6.02819e-05
IA, Des Moines County	1	0	0	0	0	0	0	11	18472	0.000138705
IA, Dickinson County	1	0	0	0	0	0	0	5	13251	9.95009e-05
IA, Dubuque County	1	0	0	0	0	0	0	26	40424	0.000303543
IA, Emmet County	1	0	0	0	0	0	0	4	4773	3.58402e-05
IA, Fayette County	1	0	0	0	0	0	0	7	9540	7.16352e-05
IA, Floyd County	1	0	0	0	0	0	0	5	7532	5.65574e-05
IA, Franklin County	1	0	0	0	0	0	0	3	4870	3.65686e-05
IA, Fremont County	1	0	0	0	0	0	0	3	3435	2.57933e-05
IA, Greene County	1	0	0	0	0	0	0	4	4541	3.40981e-05
IA, Grundy County	1	0	0	0	0	0	0	4	5545	4.16371e-05
IA, Guthrie County	1	0	0	0	0	0	0	3	5747	4.31541e-05
IA, Hamilton County	1	0	0	0	0	0	0	5	7170	5.38392e-05
IA, Hancock County	1	0	0	0	0	0	0	4	5303	3.98199e-05
IA, Hardin County	1	0	0	0	0	0	0	6	8167	6.13256e-05
IA, Harrison County	1	0	0	0	0	0	0	5	6731	5.05428e-05
IA, Henry County	1	0	0	0	0	0	0	5	8266	6.2069e-05
IA, Howard County	1	0	0	0	0	0	0	3	4356	3.2709e-05
IA, Humboldt County	1	0	0	0	0	0	0	4	4698	3.52771e-05
IA, Ida County	1	0	0	0	0	0	0	3	3419	2.56731e-05
IA, Iowa County	1	0	0	0	0	0	0	4	7279	5.46578e-05
IA, Jackson County	1	0	0	0	0	0	0	6	9441	7.08922e-05
IA, Jasper County	1	0	0	0	0	0	0	9	16147	0.000121247
IA, Jefferson County	1	0	0	0	0	0	0	4	7554	5.67227e-05
IA, Johnson County	1	0	0	0	0	0	0	24	59551	0.000447167
IA, Jones County	1	0	0	0	0	0	0	5	8905	6.68673e-05
IA, Keokuk County	1	0	0	0	0	0	0	4	4891	3.67263e-05
IA, Kossuth County	1	0	0	0	0	0	0	6	7485	5.62045e-05
IA, Lee County	1	0	0	0	0	0	0	11	16189	0.000121563
IA, Linn County	1	0	0	0	0	0	0	45	94738	0.000711383
IA, Louisa County	1	0	0	0	0	0	0	3	5008	3.76049e-05
IA, Lucas County	1	0	0	0	0	0	0	4	4219	3.16803e-05
IA, Lyon County	1	0	0	0	0	0	0	3	4938	3.70792e-05
IA, Madison County	1	0	0	0	0	0	0	3	6679	5.01524e-05
IA, Mahaska County	1	0	0	0	0	0	0	7	9785	7.34752e-05
IA, Marion County	1	0	0	0	0	0	0	8	13997	0.000105103
IA, Marshall County	1	0	0	0	0	0	0	10	16729	0.000125617
IA, Mills County	1	0	0	0	0	0	0	5	6087	4.57071e-05
IA, Mitchell County	1	0	0	0	0	0	0	3	4917	3.69215e-05
IA, Monona County	1	0	0	0	0	0	0	4	4715	3.54048e-05
IA, Monroe County	1	0	0	0	0	0	0	3	3909	2.93525e-05
IA, Montgomery County	1	0	0	0	0	0	0	4	5203	3.9069e-05
IA, Muscatine County	1	0	0	0	0	0	0	10	17966	0.000134906
IA, O'Brien County	1	0	0	0	0	0	0	4	6647	4.9912e-05
IA, Osceola County	1	0	0	0	0	0	0	2	2962	2.22415e-05
IA, Page County	1	0	0	0	0	0	0	6	7173	5.38617e-05
IA, Palo Alto County	1	0	0	0	0	0	0	4	4618	3.46763e-05
IA, Plymouth County	1	0	0	0	0	0	0	6	10657	8.00229e-05
IA, Pocahontas County	1	0	0	0	0	0	0	3	3765	2.82712e-05
IA, Polk County	1	0	0	0	0	0	0	98	190705	0.001432
IA, Pottawattamie County	1	0	0	0	0	0	0	30	39537	0.000296882
IA, Poweshiek County	1	0	0	0	0	0	0	5	8997	6.75581e-05
IA, Ringgold County	1	0	0	0	0	0	0	2	2598	1.95083e-05
IA, Sac County	1	0	0	0	0	0	0	4	5396	4.05183e-05
IA, Scott County	1	0	0	0	0	0	0	47	73064	0.000548636
IA, Shelby County	1	0	0	0	0	0	0	4	5557	4.17273e-05
IA, Sioux County	1	0	0	0	0	0	0	7	12574	9.44174e-05
IA, Story County	1	0	0	0	0	0	0	20	38168	0.000286601
IA, Tama County	1	0	0	0	0	0	0	6	7734	5.80743e-05
IA, Taylor County	1	0	0	0	0	0	0	3	3089	2.31951e-05
IA, Union County	1	0	0	0	0	0	0	4	5919	4.44456e-05
IA, Van Buren County	1	0	0	0	0	0	0	2	3655	2.74453e-05
IA, Wapello County	1	0	0	0	0	0	0	11	16026	0.000120339
IA, Warren County	1	0	0	0	0	0	0	12	19103	0.000143444
IA, Washington County	1	0	0	0	0	0	0	5	9557	7.17631e-05
IA, Wayne County	1	0	0	0	0	0	0	3	3173	2.3826e-05
IA, Webster County	1	0	0	0	0	0	0	12	17003	0.000127674
IA, Winnebago County	1	0	0	0	0	0	0	3	5175	3.88588e-05
IA, Winneshiek County	1	0	0	0	0	0	0	5	8822	6.62439e-05
IA, Woodbury County	1	0	0	0	0	0	0	26	41608	0.000312433
IA, Worth County	1	0	0	0	0	0	0	3	3522	2.64465e-05
IA, Wright County	1	0	0	0	0	0	0	5	6503	4.88307e-05
ID, Ada County	1	0	0	0	0	0	0	59	167739	0.00125954
ID, Adams County	1	0	0	0	0	0	0	2	2635	1.97861e-05
ID, Bannock County	1	0	0	0	0	0	0	22	33400	0.000250799
ID, Bear Lake County	1	0	0	0	0	0	0	2	3984	2.99157e-05
ID, Benewah County	1	0	0	0	0	0	0	2	4620	3.46914e-05
ID, Bingham County	1	0	0	0	0	0	0	8	16254	0.00012205
ID, Blaine County	1	0	0	0	0	0	0	4	15134	0.000113641
ID, Boise County	1	0	0	0	0	0	0	1	5356	4.0218e-05
ID, Bonner County	1	0	0	0	0	0	0	9	24570	0.000184495
ID, Bonneville County	1	0	0	0	0	0	0	21	40783	0.000306238
ID, Boundary County	1	0	0	0	0	0	0	2	5253	3.94445e-05
ID, Butte County	1	0	0	0	0	0	0	1	1293	9.70903e-06
ID, Camas County	1	0	0	0	0	0	0	1	815	6.1198e-06
ID, Canyon County	1	0	0	0	0	0	0	29	71441	0.000536448
ID, Caribou County	1	0	0	0	0	0	0	2	3214	2.41338e-05
ID, Cassia County	1	0	0	0	0	0	0	6	8440	6.33756e-05
ID, Clark County	1	0	0	0	0	0	0	1	545	4.09238e-06
ID, Clearwater County	1	0	0	0	0	0	0	2	4457	3.34674e-05
ID, Custer County	1	0	0	0	0	0	0	1	3154	2.36832e-05
ID, Elmore County	1	0	0	0	0	0	0	5	12195	9.15717e-05
ID, Franklin County	1	0	0	0	0	0	0	2	4664	3.50217e-05
ID, Fremont County	1	0	0	0	0	0	0	3	8653	6.49749e-05
ID, Gem County	1	0	0	0	0	0	0	3	7100	5.33137e-05
ID, Gooding County	1	0	0	0	0	0	0	2	6063	4.55267e-05
ID, Idaho County	1	0	0	0	0	0	0	5	8653	6.49749e-05
ID, Jefferson County	1	0	0	0	0	0	0	4	8895	6.67921e-05
ID, Jerome County	1	0	0	0	0	0	0	5	8233	6.18212e-05
ID, Kootenai County	1	0	0	0	0	0	0	25	66126	0.000496538
ID, Latah County	1	0	0	0	0	0	0	7	16331	0.000122629
ID, Lemhi County	1	0	0	0	0	0	0	3	4748	3.56525e-05
ID, Lewis County	1	0	0	0	0	0	0	3	1869	1.40342e-05
ID, Lincoln County	1	0	0	0	0	0	0	1	1956	1.46875e-05
ID, Madison County	1	0	0	0	0	0	0	6	12778	9.59493e-05
ID, Minidoka County	1	0	0	0	0	0	0	5	7776	5.83894e-05
ID, Nez Perce County	1	0	0	0	0	0	0	10	17420	0.000130806
ID, Oneida County	1	0	0	0	0	0	0	1	1945	1.46049e-05
ID, Owyhee County	1	0	0	0	0	0	0	3	4763	3.57651e-05
ID, Payette County	1	0	0	0	0	0	0	4	9058	6.80161e-05
ID, Power County	1	0	0	0	0	0	0	2	2942	2.20913e-05
ID, Shoshone County	1	0	0	0	0	0	0	3	6991	5.24951e-05
ID, Teton County	1	0	0	0	0	0	0	1	5512	4.13894e-05
ID, Twin Falls County	1	0	0	0	0	0	0	14	31792	0.000238725
ID, Valley County	1	0	0	0	0	0	0	3	11920	8.95066e-05
ID, Washington County	1	0	0	0	0	0	0	3	4543	3.41132e-05
IL, Adams County	1	0	0	0	0	0	0	18	29991	0.000225201
IL, Alexander County	0	0	0	0	0	1	0	4	3974	2.98406e-05
IL, Bond County	0	0	0	0	0	1	0	4	7101	5.3321e-05
IL, Boone County	1	0	0	0	0	0	0	7	19959	0.000149871
IL, Brown County	1	0	0	0	0	0	0	2	2449	1.83894e-05
IL, Bureau County	1	0	0	0	0	0	0	10	15664	0.00011762
IL, Calhoun County	1	0	0	0	0	0	0	2	2843	2.1348e-05
IL, Carroll County	1	0	0	0	0	0	0	6	8424	6.32555e-05
IL, Cass County	1	0	0	0	0	0	0	5	5773	4.33492e-05
IL, Champaign County	1	0	0	0	0	0	0	43	89646	0.000673149
IL, Christian County	0	0	0	0	0	1	0	10	15501	0.000116396
IL, Clark County	1	0	0	0	0	0	0	4	7759	5.82621e-05
IL, Clay County	0	0	0	0	0	1	0	4	6363	4.77795e-05
IL, Clinton County	0	0	0	0	0	1	0	8	15539	0.000116682
IL, Coles County	1	0	0	0	0	0	0	12	23425	0.000175897
IL, Cook County	1	0	0	0	0	0	0	1319	2.17734e+06	0.0163496
IL, Crawford County	0	0	0	0	0	1	0	6	8657	6.50049e-05
IL, Cumberland County	1	0	0	0	0	0	0	3	4854	3.64486e-05
IL, De Witt County	1	0	0	0	0	0	0	5	7513	5.64148e-05
IL, DeKalb County	1	0	0	0	0	0	0	21	41017	0.000307996
IL, Douglas County	1	0	0	0	0	0	0	5	8385	6.29626e-05
IL, DuPage County	1	0	0	0	0	0	0	216	357549	0.00268482
IL, Edgar County	1	0	0	0	0	0	0	5	8780	6.59288e-05
IL, Edwards County	0	0	0	0	0	1	0	3	3164	2.37582e-05
IL, Effingham County	0	0	0	0	0	1	0	8	14731	0.000110614
IL, Fayette County	0	0	0	0	0	1	0	7	9232	6.93226e-05
IL, Ford County	1	0	0	0	0	0	0	5	6324	4.74866e-05
IL, Franklin County	0	0	0	0	0	1	0	12	18525	0.000139103
IL, Fulton County	1	0	0	0	0	0	0	12	16190	0.00012157
IL, Gallatin County	0	0	0	0	0	1	0	2	2731	2.05069e-05
IL, Greene County	1	0	0	0	0	0	0	5	6373	4.78546e-05
IL, Grundy County	1	0	0	0	0	0	0	10	20358	0.000152867
IL, Hamilton County	0	0	0	0	0	1	0	3	4071	3.05689e-05
IL, Hancock County	1	0	0	0	0	0	0	7	9212	6.91726e-05
IL, Hardin County	0	0	0	0	0	1	0	2	2236	1.679e-05
IL, Henderson County	1	0	0	0	0	0	0	3	3827	2.87368e-05
IL, Henry County	1	0	0	0	0	0	0	13	22096	0.000165918
IL, Iroquois County	1	0	0	0	0	0	0	9	13421	0.000100778
IL, Jackson County	0	0	0	0	0	1	0	14	28683	0.000215379
IL, Jasper County	0	0	0	0	0	1	0	3	4324	3.24687e-05
IL, Jefferson County	0	0	0	0	0	1	0	11	16836	0.000126421
IL, Jersey County	1	0	0	0	0	0	0	6	10016	7.52098e-05
IL, Jo Daviess County	1	0	0	0	0	0	0	6	13596	0.000102092
IL, Johnson County	0	0	0	0	0	1	0	4	5561	4.17572e-05
IL, Kane County	1	0	0	0	0	0	0	82	184075	0.00138221
IL, Kankakee County	1	0	0	0	0	0	0	29	45182	0.000339271
IL, Kendall County	1	0	0	0	0	0	0	10	41088	0.000308529
IL, Knox County	1	0	0	0	0	0	0	16	23908	0.000179524
IL, LaSalle County	1	0	0	0	0	0	0	28	49871	0.000374479
IL, Lake County	1	0	0	0	0	0	0	154	261715	0.00196521
IL, Lawrence County	0	0	0	0	0	1	0	5	6382	4.79221e-05
IL, Lee County	1	0	0	0	0	0	0	9	15042	0.00011295
IL, Livingston County	1	0	0	0	0	0	0	10	15845	0.00011898
IL, Logan County	1	0	0	0	0	0	0	8	11966	8.98523e-05
IL, Macon County	1	0	0	0	0	0	0	34	50321	0.000377859
IL, Macoupin County	0	0	0	0	0	1	0	13	21556	0.000161863
IL, Madison County	0	0	0	0	0	1	0	61	118170	0.000887332
IL, Marion County	0	0	0	0	0	1	0	12	18132	0.000136152
IL, Marshall County	1	0	0	0	0	0	0	5	5896	4.42729e-05
IL, Mason County	1	0	0	0	0	0	0	6	7036	5.28329e-05
IL, Massac County	0	0	0	0	0	1	0	4	7082	5.31784e-05
IL, McDonough County	1	0	0	0	0	0	0	10	14395	0.000108091
IL, McHenry County	1	0	0	0	0	0	0	52	117242	0.000880365
IL, McLean County	1	0	0	0	0	0	0	41	71254	0.000535044
IL, Menard County	1	0	0	0	0	0	0	3	5669	4.25683e-05
IL, Mercer County	1	0	0	0	0	0	0	4	7368	5.53261e-05
IL, Monroe County	0	0	0	0	0	1	0	6	13771	0.000103406
IL, Montgomery County	0	0	0	0	0	1	0	8	12966	9.73609e-05
IL, Morgan County	1	0	0	0	0	0	0	10	15412	0.000115728
IL, Moultrie County	1	0	0	0	0	0	0	4	6349	4.76744e-05
IL, Ogle County	1	0	0	0	0	0	0	11	22552	0.000169342
IL, Peoria County	1	0	0	0	0	0	0	48	83487	0.000626902
IL, Perry County	0	0	0	0	0	1	0	6	9474	7.11397e-05
IL, Piatt County	1	0	0	0	0	0	0	4	7338	5.51008e-05
IL, Pike County	1	0	0	0	0	0	0	5	7930	5.95461e-05
IL, Pope County	0	0	0	0	0	1	0	2	2687	2.01765e-05
IL, Pulaski County	0	0	0	0	0	1	0	2	3125	2.34655e-05
IL, Putnam County	1	0	0	0	0	0	0	2	3107	2.33303e-05
IL, Randolph County	0	0	0	0	0	1	0	9	13782	0.000103488
IL, Richland County	0	0	0	0	0	1	0	5	7495	5.62796e-05
IL, Rock Island County	1	0	0	0	0	0	0	40	65800	0.00049409
IL, Saline County	0	0	0	0	0	1	0	9	11639	8.73966e-05
IL, Sangamon County	1	0	0	0	0	0	0	53	90612	0.000680401
IL, Schuyler County	1	0	0	0	0	0	0	3	3442	2.58459e-05
IL, Scott County	1	0	0	0	0	0	0	2	2453	1.84195e-05
IL, Shelby County	0	0	0	0	0	1	0	6	10475	7.86562e-05
IL, St. Clair County	0	0	0	0	0	1	0	60	118372	0.000888849
IL, Stark County	1	0	0	0	0	0	0	2	2665	2.00114e-05
IL, Stephenson County	1	0	0	0	0	0	0	13	21899	0.000164439
IL, Tazewell County	1	0	0	0	0	0	0	30	58172	0.00043681
IL, Union County	0	0	0	0	0	1	0	5	7912	5.94107e-05
IL, Vermilion County	1	0	0	0	0	0	0	24	36005	0.00027036
IL, Wabash County	0	0	0	0	0	1	0	4	5542	4.16146e-05
IL, Warren County	1	0	0	0	0	0	0	5	7667	5.75711e-05
IL, Washington County	0	0	0	0	0	1	0	4	6551	4.91911e-05
IL, Wayne County	0	0	0	0	0	1	0	5	7886	5.92155e-05
IL, White County	0	0	0	0	0	1	0	5	7146	5.36588e-05
IL, Whiteside County	1	0	0	0	0	0	0	18	25722	0.000193145
IL, Will County	1	0	0	0	0	0	0	152	239953	0.0018018
IL, Williamson County	0	0	0	0	0	1	0	15	30794	0.000231231
IL, Winnebago County	1	0	0	0	0	0	0	77	125591	0.000943058
IL, Woodford County	1	0	0	0	0	0	0	9	15344	0.000115218
IN, Adams County	1	0	0	0	0	0	0	7	13099	9.83599e-05
IN, Allen County	1	0	0	0	0	0	0	96	154525	0.00116032
IN, Bartholomew County	1	0	0	0	0	0	0	15	33571	0.000252082
IN, Benton County	1	0	0	0	0	0	0	3	3909	2.93525e-05
IN, Blackford County	1	0	0	0	0	0	0	4	5995	4.50161e-05
IN, Boone County	1	0	0	0	0	0	0	10	25088	0.000188385
IN, Brown County	0	0	0	0	0	1	0	4	8512	6.39162e-05
IN, Carroll County	1	0	0	0	0	0	0	7	9451	7.09671e-05
IN, Cass County	1	0	0	0	0	0	0	11	16336	0.000122666
IN, Clark County	0	0	0	0	0	1	0	26	49002	0.000367954
IN, Clay County	1	0	0	0	0	0	0	6	11697	8.78324e-05
IN, Clinton County	1	0	0	0	0	0	0	8	13269	9.96365e-05
IN, Crawford County	0	0	0	0	0	1	0	3	5470	4.10739e-05
IN, Daviess County	0	0	0	0	0	1	0	7	12483	9.37342e-05
IN, DeKalb County	1	0	0	0	0	0	0	9	17645	0.000132496
IN, Dearborn County	0	0	0	0	0	1	0	10	20251	0.000152064
IN, Decatur County	1	0	0	0	0	0	0	6	11239	8.43932e-05
IN, Delaware County	1	0	0	0	0	0	0	30	52406	0.000393515
IN, Dubois County	0	0	0	0	0	1	0	7	17594	0.000132112
IN, Elkhart County	1	0	0	0	0	0	0	36	77932	0.000585189
IN, Fayette County	1	0	0	0	0	0	0	7	10824	8.12771e-05
IN, Floyd County	0	0	0	0	0	1	0	20	32316	0.00024266
IN, Fountain County	1	0	0	0	0	0	0	5	7810	5.8645e-05
IN, Franklin County	1	0	0	0	0	0	0	5	9566	7.18307e-05
IN, Fulton County	1	0	0	0	0	0	0	6	9662	7.25517e-05
