Dependency=Custom State	Dependency=HVAC Secondary Heating Fuel	Dependency=HVAC Secondary Heating Type	Dependency=Vintage	Option=0%	Option=10%	Option=20%	Option=30%	Option=40%	Option=49%	Option=Void	source_count	source_weight	sampling_probability
Others	Fuel Oil	Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	1940s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	1950s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	1960s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	1970s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	1980s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	1990s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	2000s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	2010s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heat Pump	<1940	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	Non-Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	1940s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	1950s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	1960s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	1970s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	1980s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	1990s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	2000s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	2010s	1	0	0	0	0	0	0	0	0	0
Others	Fuel Oil	None	<1940	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	1940s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	1950s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	1960s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	1970s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	1980s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	1990s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	2000s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	2010s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heat Pump	<1940	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	Non-Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	1940s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	1950s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	1960s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	1970s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	1980s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	1990s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	2000s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	2010s	1	0	0	0	0	0	0	0	0	0
Others	Natural Gas	None	<1940	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	None	Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	1940s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	1950s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	1960s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	1970s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	1980s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	1990s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	2000s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	2010s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heat Pump	<1940	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	None	Non-Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	None	None	1940s	1	0	0	0	0	0	0	0	0	0.0493751
Others	None	None	1950s	1	0	0	0	0	0	0	0	0	0.10373
Others	None	None	1960s	1	0	0	0	0	0	0	0	0	0.106456
Others	None	None	1970s	1	0	0	0	0	0	0	0	0	0.151784
Others	None	None	1980s	1	0	0	0	0	0	0	0	0	0.133734
Others	None	None	1990s	1	0	0	0	0	0	0	0	0	0.137583
Others	None	None	2000s	1	0	0	0	0	0	0	0	0	0.137044
Others	None	None	2010s	1	0	0	0	0	0	0	0	0	0.0506319
Others	None	None	<1940	1	0	0	0	0	0	0	0	0	0.127356
Others	Other Fuel	Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	1940s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	1950s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	1960s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	1970s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	1980s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	1990s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	2000s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	2010s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heat Pump	<1940	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	Non-Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	1940s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	1950s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	1960s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	1970s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	1980s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	1990s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	2000s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	2010s	1	0	0	0	0	0	0	0	0	0
Others	Other Fuel	None	<1940	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	1940s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	1950s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	1960s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	1970s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	1980s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	1990s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	2000s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	2010s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heat Pump	<1940	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Propane	Non-Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	1940s	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	1950s	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	1960s	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	1970s	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	1980s	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	1990s	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	2000s	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	2010s	1	0	0	0	0	0	0	0	0	0
Others	Propane	None	<1940	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	1940s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	1950s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	1960s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	1970s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	1980s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	1990s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	2000s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	2010s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heat Pump	<1940	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	1940s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	1950s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	1960s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	1970s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	1980s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	1990s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	2000s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	2010s	1	0	0	0	0	0	0	0	0	0
Others	Wood	Non-Ducted Heating	<1940	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	1940s	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	1950s	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	1960s	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	1970s	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	1980s	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	1990s	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	2000s	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	2010s	1	0	0	0	0	0	0	0	0	0
Others	Wood	None	<1940	1	0	0	0	0	0	0	0	0	0
# Created by: sources\aris\tsv_maker.py
# Description: The fraction of heating load served by secondary heating system
# Source: ARIS dataset.
