Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Cooling Setpoint Has Offset	Dependency=Geometry Building Type RECS	Option=Day and Night Setup	Option=Day and Night Setup -1h	Option=Day and Night Setup -2h	Option=Day and Night Setup -3h	Option=Day and Night Setup -4h	Option=Day and Night Setup -5h	Option=Day and Night Setup +1h	Option=Day and Night Setup +2h	Option=Day and Night Setup +3h	Option=Day and Night Setup +4h	Option=Day and Night Setup +5h	Option=Day Setup	Option=Day Setup -1h	Option=Day Setup -2h	Option=Day Setup -3h	Option=Day Setup -4h	Option=Day Setup -5h	Option=Day Setup +1h	Option=Day Setup +2h	Option=Day Setup +3h	Option=Day Setup +4h	Option=Day Setup +5h	Option=Day Setup and Night Setback	Option=Day Setup and Night Setback -1h	Option=Day Setup and Night Setback -2h	Option=Day Setup and Night Setback -3h	Option=Day Setup and Night Setback -4h	Option=Day Setup and Night Setback -5h	Option=Day Setup and Night Setback +1h	Option=Day Setup and Night Setback +2h	Option=Day Setup and Night Setback +3h	Option=Day Setup and Night Setback +4h	Option=Day Setup and Night Setback +5h	Option=Night Setback	Option=Night Setback -1h	Option=Night Setback -2h	Option=Night Setback -3h	Option=Night Setback -4h	Option=Night Setback -5h	Option=Night Setback +1h	Option=Night Setback +2h	Option=Night Setback +3h	Option=Night Setback +4h	Option=Night Setback +5h	Option=Night Setup	Option=Night Setup -1h	Option=Night Setup -2h	Option=Night Setup -3h	Option=Night Setup -4h	Option=Night Setup -5h	Option=Night Setup +1h	Option=Night Setup +2h	Option=Night Setup +3h	Option=Night Setup +4h	Option=Night Setup +5h	Option=None	source_count	source_weight	sampling_probability
3C	Yes	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0.00753509	0.00753509	0.00753509	0.00753509	0.00753509	0.00753509	0.00753509	0.00753509	0.00753509	0.00753509	0.00753509	0	0	0	0	0	0	0	0	0	0	0	0.083374	0.083374	0.083374	0.083374	0.083374	0.083374	0.083374	0.083374	0.083374	0.083374	0.083374	0	0	0	0	0	0	0	0	0	0	0	0	10	93754.5	0.000791354
3C	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	212687	0.00169199
3C	Yes	Single-Family Attached	0.00164157	0.00164157	0.00164157	0.00164157	0.00164157	0.00164157	0.00164157	0.00164157	0.00164157	0.00164157	0.00164157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0569783	0.0569783	0.0569783	0.0569783	0.0569783	0.0569783	0.0569783	0.0569783	0.0569783	0.0569783	0.0569783	0.0322892	0.0322892	0.0322892	0.0322892	0.0322892	0.0322892	0.0322892	0.0322892	0.0322892	0.0322892	0.0322892	0	61	56420.6	0.000448843
3C	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	122	1.24407e+06	0.00882334
3C	Yes	Single-Family Detached	0.001849	0.001849	0.001849	0.001849	0.001849	0.001849	0.001849	0.001849	0.001849	0.001849	0.001849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0563903	0.0563903	0.0563903	0.0563903	0.0563903	0.0563903	0.0563903	0.0563903	0.0563903	0.0563903	0.0563903	0.0326698	0.0326698	0.0326698	0.0326698	0.0326698	0.0326698	0.0326698	0.0326698	0.0326698	0.0326698	0.0326698	0	51	515282	0.00365453
4A	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	151	1.03357e+06	0.00871885
4A	Yes	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0.00553599	0.00553599	0.00553599	0.00553599	0.00553599	0.00553599	0.00553599	0.00553599	0.00553599	0.00553599	0.00553599	0	0	0	0	0	0	0	0	0	0	0	0.0675912	0.0675912	0.0675912	0.0675912	0.0675912	0.0675912	0.0675912	0.0675912	0.0675912	0.0675912	0.0675912	0.0177819	0.0177819	0.0177819	0.0177819	0.0177819	0.0177819	0.0177819	0.0177819	0.0177819	0.0177819	0.0177819	0	52	341754	0.00288294
4A	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	174	1.513e+06	0.0130135
4A	Yes	Multi-Family with 2 - 4 Units	0.000661177	0.000661177	0.000661177	0.000661177	0.000661177	0.000661177	0.000661177	0.000661177	0.000661177	0.000661177	0.000661177	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00280959	0.00280959	0.00280959	0.00280959	0.00280959	0.00280959	0.00280959	0.00280959	0.00280959	0.00280959	0.00280959	0.0495915	0.0495915	0.0495915	0.0495915	0.0495915	0.0495915	0.0495915	0.0495915	0.0495915	0.0495915	0.0495915	0.0296915	0.0296915	0.0296915	0.0296915	0.0296915	0.0296915	0.0296915	0.0296915	0.0296915	0.0296915	0.0296915	0	77	748190	0.00643528
4A	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	478	4.07836e+06	0.0319127
4A	Yes	Multi-Family with 5+ Units	0.00103365	0.00103365	0.00103365	0.00103365	0.00103365	0.00103365	0.00103365	0.00103365	0.00103365	0.00103365	0.00103365	0.00614282	0.00614282	0.00614282	0.00614282	0.00614282	0.00614282	0.00614282	0.00614282	0.00614282	0.00614282	0.00614282	0.00241277	0.00241277	0.00241277	0.00241277	0.00241277	0.00241277	0.00241277	0.00241277	0.00241277	0.00241277	0.00241277	0.0533866	0.0533866	0.0533866	0.0533866	0.0533866	0.0533866	0.0533866	0.0533866	0.0533866	0.0533866	0.0533866	0.0279332	0.0279332	0.0279332	0.0279332	0.0279332	0.0279332	0.0279332	0.0279332	0.0279332	0.0279332	0.0279332	0	211	1.75044e+06	0.013697
4A	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	337	1.53092e+06	0.0131532
4A	Yes	Single-Family Attached	0.0030829	0.0030829	0.0030829	0.0030829	0.0030829	0.0030829	0.0030829	0.0030829	0.0030829	0.0030829	0.0030829	0.00449457	0.00449457	0.00449457	0.00449457	0.00449457	0.00449457	0.00449457	0.00449457	0.00449457	0.00449457	0.00449457	0.00421768	0.00421768	0.00421768	0.00421768	0.00421768	0.00421768	0.00421768	0.00421768	0.00421768	0.00421768	0.00421768	0.0556642	0.0556642	0.0556642	0.0556642	0.0556642	0.0556642	0.0556642	0.0556642	0.0556642	0.0556642	0.0556642	0.0234498	0.0234498	0.0234498	0.0234498	0.0234498	0.0234498	0.0234498	0.0234498	0.0234498	0.0234498	0.0234498	0	169	761083	0.00653902
4A	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1648	9.89583e+06	0.0802812
4A	Yes	Single-Family Detached	0.00185632	0.00185632	0.00185632	0.00185632	0.00185632	0.00185632	0.00185632	0.00185632	0.00185632	0.00185632	0.00185632	0.00370105	0.00370105	0.00370105	0.00370105	0.00370105	0.00370105	0.00370105	0.00370105	0.00370105	0.00370105	0.00370105	0.00181047	0.00181047	0.00181047	0.00181047	0.00181047	0.00181047	0.00181047	0.00181047	0.00181047	0.00181047	0.00181047	0.0630118	0.0630118	0.0630118	0.0630118	0.0630118	0.0630118	0.0630118	0.0630118	0.0630118	0.0630118	0.0630118	0.0205295	0.0205295	0.0205295	0.0205295	0.0205295	0.0205295	0.0205295	0.0205295	0.0205295	0.0205295	0.0205295	0	798	4.7664e+06	0.038668
4B	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71	48536.6	0.000468118
4B	Yes	Mobile Home	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0	57	48203.5	0.000464906
4B	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	43410	0.000294937
4B	Yes	Multi-Family with 2 - 4 Units	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0	0	0	0	0	0	0	0	0	0	0	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0	49	23838.5	0.000133166
4B	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	31222.6	0.000511482
4B	Yes	Multi-Family with 5+ Units	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00178264	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0.00279607	0	0	0	0	0	0	0	0	0	0	0	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0625089	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0.0238215	0	49	9858.55	0.000230937
4B	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71	6120.61	0.000133314
4B	Yes	Single-Family Attached	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00165694	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00890992	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.00317506	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0510072	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0.0261599	0	57	8786.38	0.000103544
4B	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	372507	0.00310204
4B	Yes	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0.0107578	0.0107578	0.0107578	0.0107578	0.0107578	0.0107578	0.0107578	0.0107578	0.0107578	0.0107578	0.0107578	0.00383357	0.00383357	0.00383357	0.00383357	0.00383357	0.00383357	0.00383357	0.00383357	0.00383357	0.00383357	0.00383357	0.0460242	0.0460242	0.0460242	0.0460242	0.0460242	0.0460242	0.0460242	0.0460242	0.0460242	0.0460242	0.0460242	0.0302935	0.0302935	0.0302935	0.0302935	0.0302935	0.0302935	0.0302935	0.0302935	0.0302935	0.0302935	0.0302935	0	48	274783	0.00228825
4C	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	164208	0.000977455
4C	Yes	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0.00559548	0.00559548	0.00559548	0.00559548	0.00559548	0.00559548	0.00559548	0.00559548	0.00559548	0.00559548	0.00559548	0.00351707	0.00351707	0.00351707	0.00351707	0.00351707	0.00351707	0.00351707	0.00351707	0.00351707	0.00351707	0.00351707	0.054087	0.054087	0.054087	0.054087	0.054087	0.054087	0.054087	0.054087	0.054087	0.054087	0.054087	0.0277095	0.0277095	0.0277095	0.0277095	0.0277095	0.0277095	0.0277095	0.0277095	0.0277095	0.0277095	0.0277095	0	19	130561	0.000777168
4C	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	168945	0.00154385
4C	Yes	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0.00301424	0.00301424	0.00301424	0.00301424	0.00301424	0.00301424	0.00301424	0.00301424	0.00301424	0.00301424	0.00301424	0.00271281	0.00271281	0.00271281	0.00271281	0.00271281	0.00271281	0.00271281	0.00271281	0.00271281	0.00271281	0.00271281	0.0657491	0.0657491	0.0657491	0.0657491	0.0657491	0.0657491	0.0657491	0.0657491	0.0657491	0.0657491	0.0657491	0.019433	0.019433	0.019433	0.019433	0.019433	0.019433	0.019433	0.019433	0.019433	0.019433	0.019433	0	27	31083.8	0.000284049
4C	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	84	704068	0.00475788
4C	Yes	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321483	0.00321483	0.00321483	0.00321483	0.00321483	0.00321483	0.00321483	0.00321483	0.00321483	0.00321483	0.00321483	0.0681992	0.0681992	0.0681992	0.0681992	0.0681992	0.0681992	0.0681992	0.0681992	0.0681992	0.0681992	0.0681992	0.019495	0.019495	0.019495	0.019495	0.019495	0.019495	0.019495	0.019495	0.019495	0.019495	0.019495	0	23	167968	0.00113508
4C	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	92277	0.000907007
4C	Yes	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0758982	0.0758982	0.0758982	0.0758982	0.0758982	0.0758982	0.0758982	0.0758982	0.0758982	0.0758982	0.0758982	0.0150109	0.0150109	0.0150109	0.0150109	0.0150109	0.0150109	0.0150109	0.0150109	0.0150109	0.0150109	0.0150109	0	10	36976.7	0.00036345
4C	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	294	1.67392e+06	0.0126998
4C	Yes	Single-Family Detached	0.00137005	0.00137005	0.00137005	0.00137005	0.00137005	0.00137005	0.00137005	0.00137005	0.00137005	0.00137005	0.00137005	0.00133626	0.00133626	0.00133626	0.00133626	0.00133626	0.00133626	0.00133626	0.00133626	0.00133626	0.00133626	0.00133626	0	0	0	0	0	0	0	0	0	0	0	0.0693354	0.0693354	0.0693354	0.0693354	0.0693354	0.0693354	0.0693354	0.0693354	0.0693354	0.0693354	0.0693354	0.0188674	0.0188674	0.0188674	0.0188674	0.0188674	0.0188674	0.0188674	0.0188674	0.0188674	0.0188674	0.0188674	0	130	705766	0.00535456
5A	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	80	586692	0.00564317
5A	Yes	Mobile Home	0.00235743	0.00235743	0.00235743	0.00235743	0.00235743	0.00235743	0.00235743	0.00235743	0.00235743	0.00235743	0.00235743	0.0065528	0.0065528	0.0065528	0.0065528	0.0065528	0.0065528	0.0065528	0.0065528	0.0065528	0.0065528	0.0065528	0	0	0	0	0	0	0	0	0	0	0	0.0737441	0.0737441	0.0737441	0.0737441	0.0737441	0.0737441	0.0737441	0.0737441	0.0737441	0.0737441	0.0737441	0.0082548	0.0082548	0.0082548	0.0082548	0.0082548	0.0082548	0.0082548	0.0082548	0.0082548	0.0082548	0.0082548	0	23	173396	0.00166783
5A	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	189	2.02937e+06	0.0174621
5A	Yes	Multi-Family with 2 - 4 Units	0.00087519	0.00087519	0.00087519	0.00087519	0.00087519	0.00087519	0.00087519	0.00087519	0.00087519	0.00087519	0.00087519	0.00404328	0.00404328	0.00404328	0.00404328	0.00404328	0.00404328	0.00404328	0.00404328	0.00404328	0.00404328	0.00404328	0.00153843	0.00153843	0.00153843	0.00153843	0.00153843	0.00153843	0.00153843	0.00153843	0.00153843	0.00153843	0.00153843	0.0577832	0.0577832	0.0577832	0.0577832	0.0577832	0.0577832	0.0577832	0.0577832	0.0577832	0.0577832	0.0577832	0.026669	0.026669	0.026669	0.026669	0.026669	0.026669	0.026669	0.026669	0.026669	0.026669	0.026669	0	80	837440	0.0072059
5A	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	321	2.97384e+06	0.0236548
5A	Yes	Multi-Family with 5+ Units	0.000481748	0.000481748	0.000481748	0.000481748	0.000481748	0.000481748	0.000481748	0.000481748	0.000481748	0.000481748	0.000481748	0.0048618	0.0048618	0.0048618	0.0048618	0.0048618	0.0048618	0.0048618	0.0048618	0.0048618	0.0048618	0.0048618	0.00216281	0.00216281	0.00216281	0.00216281	0.00216281	0.00216281	0.00216281	0.00216281	0.00216281	0.00216281	0.00216281	0.0602124	0.0602124	0.0602124	0.0602124	0.0602124	0.0602124	0.0602124	0.0602124	0.0602124	0.0602124	0.0602124	0.0231903	0.0231903	0.0231903	0.0231903	0.0231903	0.0231903	0.0231903	0.0231903	0.0231903	0.0231903	0.0231903	0	166	1.54108e+06	0.0122582
5A	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	253	1.1188e+06	0.00864197
5A	Yes	Single-Family Attached	0.000925511	0.000925511	0.000925511	0.000925511	0.000925511	0.000925511	0.000925511	0.000925511	0.000925511	0.000925511	0.000925511	0.00537559	0.00537559	0.00537559	0.00537559	0.00537559	0.00537559	0.00537559	0.00537559	0.00537559	0.00537559	0.00537559	0.00299228	0.00299228	0.00299228	0.00299228	0.00299228	0.00299228	0.00299228	0.00299228	0.00299228	0.00299228	0.00299228	0.0606673	0.0606673	0.0606673	0.0606673	0.0606673	0.0606673	0.0606673	0.0606673	0.0606673	0.0606673	0.0606673	0.0209484	0.0209484	0.0209484	0.0209484	0.0209484	0.0209484	0.0209484	0.0209484	0.0209484	0.0209484	0.0209484	0	143	584552	0.00451528
5A	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1857	1.22579e+07	0.0978302
5A	Yes	Single-Family Detached	0.00143436	0.00143436	0.00143436	0.00143436	0.00143436	0.00143436	0.00143436	0.00143436	0.00143436	0.00143436	0.00143436	0.00435719	0.00435719	0.00435719	0.00435719	0.00435719	0.00435719	0.00435719	0.00435719	0.00435719	0.00435719	0.00435719	0.00216021	0.00216021	0.00216021	0.00216021	0.00216021	0.00216021	0.00216021	0.00216021	0.00216021	0.00216021	0.00216021	0.0609986	0.0609986	0.0609986	0.0609986	0.0609986	0.0609986	0.0609986	0.0609986	0.0609986	0.0609986	0.0609986	0.0219587	0.0219587	0.0219587	0.0219587	0.0219587	0.0219587	0.0219587	0.0219587	0.0219587	0.0219587	0.0219587	0	902	5.82475e+06	0.0464875
5B	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	219453	0.002092
5B	Yes	Mobile Home	0.00249618	0.00249618	0.00249618	0.00249618	0.00249618	0.00249618	0.00249618	0.00249618	0.00249618	0.00249618	0.00249618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796185	0.0796185	0.0796185	0.0796185	0.0796185	0.0796185	0.0796185	0.0796185	0.0796185	0.0796185	0.0796185	0.00879439	0.00879439	0.00879439	0.00879439	0.00879439	0.00879439	0.00879439	0.00879439	0.00879439	0.00879439	0.00879439	0	18	72853	0.00069449
5B	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	173411	0.00171103
5B	Yes	Multi-Family with 2 - 4 Units	0.0019462	0.0019462	0.0019462	0.0019462	0.0019462	0.0019462	0.0019462	0.0019462	0.0019462	0.0019462	0.0019462	0.00305261	0.00305261	0.00305261	0.00305261	0.00305261	0.00305261	0.00305261	0.00305261	0.00305261	0.00305261	0.00305261	0	0	0	0	0	0	0	0	0	0	0	0.0625203	0.0625203	0.0625203	0.0625203	0.0625203	0.0625203	0.0625203	0.0625203	0.0625203	0.0625203	0.0625203	0.02339	0.02339	0.02339	0.02339	0.02339	0.02339	0.02339	0.02339	0.02339	0.02339	0.02339	0	44	46248	0.000456327
5B	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	67	530938	0.00375673
5B	Yes	Multi-Family with 5+ Units	0.00222658	0.00222658	0.00222658	0.00222658	0.00222658	0.00222658	0.00222658	0.00222658	0.00222658	0.00222658	0.00222658	0.00349238	0.00349238	0.00349238	0.00349238	0.00349238	0.00349238	0.00349238	0.00349238	0.00349238	0.00349238	0.00349238	0	0	0	0	0	0	0	0	0	0	0	0.0657951	0.0657951	0.0657951	0.0657951	0.0657951	0.0657951	0.0657951	0.0657951	0.0657951	0.0657951	0.0657951	0.019395	0.019395	0.019395	0.019395	0.019395	0.019395	0.019395	0.019395	0.019395	0.019395	0.019395	0	40	321024	0.00227146
5B	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	185305	0.00135774
5B	Yes	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0.0038712	0.0038712	0.0038712	0.0038712	0.0038712	0.0038712	0.0038712	0.0038712	0.0038712	0.0038712	0.0038712	0.00325783	0.00325783	0.00325783	0.00325783	0.00325783	0.00325783	0.00325783	0.00325783	0.00325783	0.00325783	0.00325783	0.0657122	0.0657122	0.0657122	0.0657122	0.0657122	0.0657122	0.0657122	0.0657122	0.0657122	0.0657122	0.0657122	0.0180679	0.0180679	0.0180679	0.0180679	0.0180679	0.0180679	0.0180679	0.0180679	0.0180679	0.0180679	0.0180679	0	25	88369.4	0.000647489
5B	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	414	1.98706e+06	0.0146472
5B	Yes	Single-Family Detached	0.00152623	0.00152623	0.00152623	0.00152623	0.00152623	0.00152623	0.00152623	0.00152623	0.00152623	0.00152623	0.00152623	0.000134231	0.000134231	0.000134231	0.000134231	0.000134231	0.000134231	0.000134231	0.000134231	0.000134231	0.000134231	0.000134231	0.00179035	0.00179035	0.00179035	0.00179035	0.00179035	0.00179035	0.00179035	0.00179035	0.00179035	0.00179035	0.00179035	0.0609579	0.0609579	0.0609579	0.0609579	0.0609579	0.0609579	0.0609579	0.0609579	0.0609579	0.0609579	0.0609579	0.0265004	0.0265004	0.0265004	0.0265004	0.0265004	0.0265004	0.0265004	0.0265004	0.0265004	0.0265004	0.0265004	0	300	1.39169e+06	0.0102585
6A	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	63	249621	0.00260883
