Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	sampling_probability
0-100%	Single-Family Detached	Electricity	DE	Owner	0	0	1	0	0	0.115934	3.26851	2.2547e-05
0-100%	Single-Family Detached	Electricity	DE	Renter	0	0	1	0	0	2.25769e-21	6.24411e-39	6.94806e-06
0-100%	Single-Family Detached	Electricity	FL	Not Available	0	0	0	0	1	0.424412	4489.55	0
0-100%	Single-Family Detached	Electricity	FL	Owner	0.0769301	0	0.92307	0	0	0.245364	2809.88	0.0016999
0-100%	Single-Family Detached	Electricity	FL	Renter	0.0139565	0	0.986044	0	0	0.153435	195.883	0.000849088
0-100%	Single-Family Detached	Electricity	GA	Not Available	0	0	0	0	1	1.11751	10290.1	0
0-100%	Single-Family Detached	Electricity	GA	Owner	0.0581818	0	0.941818	0	0	0.409006	3707.36	0.000497825
0-100%	Single-Family Detached	Electricity	GA	Renter	0	0	1	0	0	0.174336	1644.45	0.000373087
0-100%	Single-Family Detached	Electricity	IA	Not Available	0	0	0	0	1	0.06448	249.294	0
0-100%	Single-Family Detached	Electricity	IA	Owner	0	0.0690923	0.930908	0	0	0.0413451	166.028	4.76638e-05
0-100%	Single-Family Detached	Electricity	IA	Renter	0	0	1	0	0	0.0194825	8.43242	2.58284e-05
0-100%	Single-Family Detached	Electricity	ID	Not Available	0	0	0	0	1	0.0915226	257.929	0
0-100%	Single-Family Detached	Electricity	ID	Owner	0.0151202	0	0.98488	0	0	0.114962	84.0821	4.49578e-05
0-100%	Single-Family Detached	Electricity	ID	Renter	0	0	1	0	0	0.0366495	47.4794	2.35025e-05
0-100%	Single-Family Detached	Electricity	IL	Not Available	0	0	0	0	1	0.0890051	804.821	0
0-100%	Single-Family Detached	Electricity	IL	Owner	0	0	1	0	0	0.0561047	510.25	9.66548e-05
0-100%	Single-Family Detached	Electricity	IL	Renter	0	0	1	0	0	0.0264483	33.4159	6.08923e-05
0-100%	Single-Family Detached	Electricity	IN	Not Available	0	0	0	0	1	0.198615	1361.23	0
0-100%	Single-Family Detached	Electricity	IN	Owner	0.0808105	0	0.919189	0	0	0.0497119	315.371	0.000129801
0-100%	Single-Family Detached	Electricity	IN	Renter	0	0	1	0	0	0.0494471	366.191	8.43713e-05
0-100%	Single-Family Detached	Electricity	KS	Not Available	0	0	0	0	1	0.0576547	331.41	0
0-100%	Single-Family Detached	Electricity	KS	Owner	0.00533676	0	0.994663	0	0	0.231469	157.801	4.22483e-05
0-100%	Single-Family Detached	Electricity	KS	Renter	0	0	1	0	0	0.0373665	31.8412	3.286e-05
0-100%	Single-Family Detached	Electricity	KY	Not Available	0	0	0	0	1	0.605052	2450.39	0
0-100%	Single-Family Detached	Electricity	KY	Owner	0	0	1	0	0	0.19244	783.42	0.000255562
0-100%	Single-Family Detached	Electricity	KY	Renter	0	0	1	0	0	0.115035	462.758	0.000157861
0-100%	Single-Family Detached	Electricity	LA	Not Available	0	0	0	0	1	1.21525	6609.82	0
0-100%	Single-Family Detached	Electricity	LA	Owner	0.0697144	0.0241062	0.906179	0	0	0.445302	2271.97	0.000345763
0-100%	Single-Family Detached	Electricity	LA	Renter	0	0	1	0	0	0.18854	1131.35	0.000252343
0-100%	Single-Family Detached	Electricity	MA	Not Available	0	0	0	0	1	0.0125182	7.71334	0
0-100%	Single-Family Detached	Electricity	MA	Owner	0	0	1	0	0	0.00764636	4.05821	1.36306e-05
0-100%	Single-Family Detached	Electricity	MA	Renter	0	0	1	0	0	0.00117621	0.581848	4.17258e-06
0-100%	Single-Family Detached	Electricity	MD	Not Available	0	0	0	0	1	0.60455	163.402	0
0-100%	Single-Family Detached	Electricity	MD	Owner	0.0686072	0	0.931393	0	0	0.276042	71.188	8.65125e-05
0-100%	Single-Family Detached	Electricity	MD	Renter	0.0207486	0	0.979251	0	0	0.0633448	18.884	3.88492e-05
0-100%	Single-Family Detached	Electricity	ME	Not Available	0	0	0	0	1	0.044836	23.3365	0
0-100%	Single-Family Detached	Electricity	ME	Owner	0	0	1	0	0	0.0316036	16.3501	4.883e-06
0-100%	Single-Family Detached	Electricity	ME	Renter	0	0	1	0	0	0.00249967	0.619769	1.49024e-06
0-100%	Single-Family Detached	Electricity	MI	Not Available	0	0	0	0	1	0.0309256	369.937	0
0-100%	Single-Family Detached	Electricity	MI	Owner	0	0	1	0	0	0.0141811	158.751	6.46074e-05
0-100%	Single-Family Detached	Electricity	MI	Renter	0	0	1	0	0	0.0186671	44.0117	3.53335e-05
0-100%	Single-Family Detached	Electricity	MN	Not Available	0	0	0	0	1	0.0204038	122.626	0
0-100%	Single-Family Detached	Electricity	MN	Owner	0	0	1	0	0	0.0164102	95.9791	4.17138e-05
0-100%	Single-Family Detached	Electricity	MN	Renter	0	0	1	0	0	0.00491897	1.63019	1.62196e-05
0-100%	Single-Family Detached	Electricity	MO	Not Available	0	0	0	0	1	0.354276	3173.99	0
0-100%	Single-Family Detached	Electricity	MO	Owner	0	0	1	0	0	0.122816	1059.58	0.000180574
0-100%	Single-Family Detached	Electricity	MO	Renter	0	0	1	0	0	0.0598328	565.823	0.000123864
0-100%	Single-Family Detached	Electricity	MS	Not Available	0	0	0	0	1	0.758157	4340.92	0
0-100%	Single-Family Detached	Electricity	MS	Owner	0	0	0.74345	0.25655	0	0.213913	1142.38	0.0002374
0-100%	Single-Family Detached	Electricity	MS	Renter	0	0	1	0	0	0.88614	1029.55	0.000141921
0-100%	Single-Family Detached	Electricity	MT	Not Available	0	0	0	0	1	0.061268	137.483	0
0-100%	Single-Family Detached	Electricity	MT	Owner	0.00801951	0	0.99198	0	0	0.148148	89.316	2.07314e-05
0-100%	Single-Family Detached	Electricity	MT	Renter	0	0	1	0	0	0.0151269	5.17386	1.1819e-05
0-100%	Single-Family Detached	Electricity	NC	Not Available	0	0	0	0	1	0.276879	2550.69	0
0-100%	Single-Family Detached	Electricity	NC	Owner	0.10802	0	0.89198	0	0	0.100885	848.941	0.000564131
0-100%	Single-Family Detached	Electricity	NC	Renter	0.0166745	0	0.983326	0	0	0.277446	456.58	0.000379074
0-100%	Single-Family Detached	Electricity	ND	Not Available	0	0	0	0	1	0.0635434	51.9059	0
0-100%	Single-Family Detached	Electricity	ND	Owner	0.0264733	0	0.973527	0	0	0.0487688	41.6153	1.54982e-05
0-100%	Single-Family Detached	Electricity	ND	Renter	0	0	1	0	0	0.0109193	0.567892	6.11398e-06
0-100%	Single-Family Detached	Electricity	NE	Not Available	0	0	0	0	1	0.410069	130.705	0
0-100%	Single-Family Detached	Electricity	NE	Owner	0.00626076	0	0.993739	0	0	0.206254	61.1025	3.82978e-05
0-100%	Single-Family Detached	Electricity	NE	Renter	0	0	1	0	0	0.0342867	13.0741	2.74609e-05
0-100%	Single-Family Detached	Electricity	NH	Not Available	0	0	0	0	1	0.216078	5.07252	0
0-100%	Single-Family Detached	Electricity	NH	Owner	0	0	1	0	0	0.118504	2.15149	1.71449e-06
0-100%	Single-Family Detached	Electricity	NH	Renter	0	0	1	0	0	0.025779	0.616902	3.89797e-07
0-100%	Single-Family Detached	Electricity	NJ	Not Available	0	0	0	0	1	0.0297314	23.388	0
0-100%	Single-Family Detached	Electricity	NJ	Owner	0.0788516	0	0.921148	0	0	0.0169856	15.0636	2.37919e-05
0-100%	Single-Family Detached	Electricity	NJ	Renter	0	0	1	0	0	0.00169155	0.911884	9.94137e-06
0-100%	Single-Family Detached	Electricity	NM	Not Available	0	0	0	0	1	0.201385	212.694	0
0-100%	Single-Family Detached	Electricity	NM	Owner	0	0	1	0	0	0.0902348	93.7218	4.46047e-05
0-100%	Single-Family Detached	Electricity	NM	Renter	0	0	1	0	0	0.0220037	24.0395	2.72265e-05
0-100%	Single-Family Detached	Electricity	NV	Not Available	0	0	0	0	1	0.0726798	32.5249	0
0-100%	Single-Family Detached	Electricity	NV	Owner	0	0	1	0	0	0.0109928	1.63304	5.21496e-05
0-100%	Single-Family Detached	Electricity	NV	Renter	0	0	1	0	0	0.0183281	19.582	4.48168e-05
0-100%	Single-Family Detached	Electricity	NY	Not Available	0	0	0	0	1	0.0472991	347.751	0
0-100%	Single-Family Detached	Electricity	NY	Owner	0.0315201	0	0.96848	0	0	0.0235465	168.916	4.78179e-05
0-100%	Single-Family Detached	Electricity	NY	Renter	0	0	1	0	0	0.00870278	31.9371	2.28368e-05
0-100%	Single-Family Detached	Electricity	OH	Not Available	0	0	0	0	1	0.10541	1355.15	0
0-100%	Single-Family Detached	Electricity	OH	Owner	0.0295516	0	0.970448	0	0	0.0391015	441.351	0.000163591
0-100%	Single-Family Detached	Electricity	OH	Renter	0	0	1	0	0	0.0791939	249.765	0.000124117
0-100%	Single-Family Detached	Electricity	OK	Not Available	0	0	0	0	1	0.315035	1700.2	0
0-100%	Single-Family Detached	Electricity	OK	Owner	0.0390157	0	0.960984	0	0	0.208906	1168.16	0.000155726
0-100%	Single-Family Detached	Electricity	OK	Renter	0	0	1	0	0	0.107806	49.775	0.000118603
0-100%	Single-Family Detached	Electricity	OR	Not Available	0	0	0	0	1	0.164674	844.944	0
0-100%	Single-Family Detached	Electricity	OR	Owner	0.115919	0.0442429	0.839839	0	0	0.125634	631.698	0.000117546
0-100%	Single-Family Detached	Electricity	OR	Renter	0.0585271	0	0.941473	0	0	0.0432659	15.4789	8.30674e-05
0-100%	Single-Family Detached	Electricity	PA	Not Available	0	0	0	0	1	0.137853	1219.2	0
0-100%	Single-Family Detached	Electricity	PA	Owner	0	0	1	0	0	0.0588054	499.185	0.000126823
0-100%	Single-Family Detached	Electricity	PA	Renter	0	0	1	0	0	0.0351648	158.119	5.90953e-05
0-100%	Single-Family Detached	Electricity	RI	Not Available	0	0	0	0	1	0.169097	41.2225	0
0-100%	Single-Family Detached	Electricity	RI	Owner	0	0	1	0	0	0.406535	28.1542	2.42666e-06
0-100%	Single-Family Detached	Electricity	RI	Renter	0	0	1	0	0	0.0346874	1.24195	1.16222e-06
0-100%	Single-Family Detached	Electricity	SC	Not Available	0	0	0	0	1	0.310593	1933.44	0
0-100%	Single-Family Detached	Electricity	SC	Owner	0	0	1	0	0	0.167171	995.747	0.000357403
0-100%	Single-Family Detached	Electricity	SC	Renter	0.0122664	0	0.987734	0	0	0.246651	154.144	0.000190672
0-100%	Single-Family Detached	Electricity	SD	Not Available	0	0	0	0	1	0.321068	32.7987	0
0-100%	Single-Family Detached	Electricity	SD	Owner	0.0062189	0	0.993781	0	0	0.177569	18.5386	1.56552e-05
0-100%	Single-Family Detached	Electricity	SD	Renter	0	0	1	0	0	0.0210661	2.02029	1.12586e-05
0-100%	Single-Family Detached	Electricity	TN	Not Available	0	0	0	0	1	1.63164	8288.61	0
0-100%	Single-Family Detached	Electricity	TN	Owner	0.0790044	0.0227841	0.898212	0	0	0.501283	2325.62	0.00042034
0-100%	Single-Family Detached	Electricity	TN	Renter	0	0	1	0	0	0.322293	1833.3	0.000260268
0-100%	Single-Family Detached	Electricity	TX	Not Available	0	0	0	0	1	1.50327	16118.3	0
0-100%	Single-Family Detached	Electricity	TX	Owner	0	0	1	0	0	0.95548	10034.5	0.00134494
0-100%	Single-Family Detached	Electricity	TX	Renter	0	0	1	0	0	0.0616691	717.447	0.000754127
0-100%	Single-Family Detached	Electricity	UT	Not Available	0	0	0	0	1	0.0500051	20.2216	0
0-100%	Single-Family Detached	Electricity	UT	Owner	0.0131976	0	0.986802	0	0	0.03511	20.2216	1.74337e-05
0-100%	Single-Family Detached	Electricity	UT	Renter	0	0	1	0	0	7.84623e-23	5.61109e-40	7.31168e-06
0-100%	Single-Family Detached	Electricity	VA	Not Available	0	0	0	0	1	0.154883	1179.49	0
0-100%	Single-Family Detached	Electricity	VA	Owner	0	0	1	0	0	0.0822749	591.701	0.000309108
0-100%	Single-Family Detached	Electricity	VA	Renter	0.0210536	0	0.978946	0	0	0.127077	100.377	0.00018665
0-100%	Single-Family Detached	Electricity	VT	Not Available	0	0	0	0	1	0.18749	2.60189	0
0-100%	Single-Family Detached	Electricity	VT	Owner	0	0	1	0	0	0.126735	1.67645	1.01564e-06
0-100%	Single-Family Detached	Electricity	VT	Renter	0	0	1	0	0	0.0126553	0.101289	2.58604e-07
0-100%	Single-Family Detached	Electricity	WA	Not Available	0	0	0	0	1	0.201579	1136.36	0
0-100%	Single-Family Detached	Electricity	WA	Owner	0.145583	0	0.854417	0	0	0.0805717	504.301	0.000208644
0-100%	Single-Family Detached	Electricity	WA	Renter	0.0643204	0	0.93568	0	0	0.111033	126.637	0.000127491
0-100%	Single-Family Detached	Electricity	WI	Not Available	0	0	0	0	1	0.0266331	174.178	0
0-100%	Single-Family Detached	Electricity	WI	Owner	0.0517316	0	0.948268	0	0	0.0757247	59.6849	3.14394e-05
0-100%	Single-Family Detached	Electricity	WI	Renter	0	0	1	0	0	0.0276068	29.9435	1.45262e-05
0-100%	Single-Family Detached	Electricity	WV	Not Available	0	0	0	0	1	0.324673	1002.46	0
0-100%	Single-Family Detached	Electricity	WV	Owner	0.0096613	0	0.990339	0	0	0.138471	349.584	9.20619e-05
0-100%	Single-Family Detached	Electricity	WV	Renter	0.00696553	0	0.993034	0	0	0.33236	168.08	5.61108e-05
0-100%	Single-Family Detached	Electricity	WY	Not Available	0	0	0	0	1	0.103916	15.143	0
0-100%	Single-Family Detached	Electricity	WY	Owner	0.0196868	0	0.980313	0	0	0.0546831	8.50602	8.32889e-06
0-100%	Single-Family Detached	Electricity	WY	Renter	0	0	1	0	0	0.00775466	0.950423	4.32038e-06
0-100%	Single-Family Detached	Fuel Oil	AL	Not Available	0	0	0	0	1	0.324549	4.98655e-19	0
0-100%	Single-Family Detached	Fuel Oil	AL	Owner	0	0	1	0	0	0.204193	3.16698e-19	1.24017e-06
0-100%	Single-Family Detached	Fuel Oil	AL	Renter	0	0	1	0	0	0.166496	2.05624e-20	7.04975e-07
0-100%	Single-Family Detached	Fuel Oil	AR	Not Available	0	0	0	0	1	0.440686	7.47293e-19	0
0-100%	Single-Family Detached	Fuel Oil	AR	Owner	0.0191862	0	0.95361	0.0272042	0	0.177014	3.04143e-19	5.87338e-07
0-100%	Single-Family Detached	Fuel Oil	AR	Renter	0	0	0.972783	0.0272169	0	0.0590911	9.79499e-20	3.23236e-07
0-100%	Single-Family Detached	Fuel Oil	AZ	Not Available	0	0	0	0	1	0.0827524	1.94762e-19	0
0-100%	Single-Family Detached	Fuel Oil	AZ	Owner	0	0	1	0	0	0.0414692	9.87679e-20	5.74628e-07
0-100%	Single-Family Detached	Fuel Oil	AZ	Renter	0	0	1	0	0	0.01147	1.61404e-20	3.179e-07
0-100%	Single-Family Detached	Fuel Oil	CA	Not Available	0	0	0	0	1	0.229358	2.64655e-19	0
0-100%	Single-Family Detached	Fuel Oil	CA	Owner	0.0447573	0	0.955243	0	0	0.0766899	8.74089e-20	1.00748e-05
0-100%	Single-Family Detached	Fuel Oil	CA	Renter	0.0568946	0	0.943105	0	0	0.0407924	4.78721e-20	7.55386e-06
0-100%	Single-Family Detached	Fuel Oil	CO	Not Available	0	0	0	0	1	0.0952655	1.22014e-19	0
0-100%	Single-Family Detached	Fuel Oil	CO	Owner	0.0480307	0	0.947764	0.00420548	0	0.20949	7.80191e-20	5.70392e-07
0-100%	Single-Family Detached	Fuel Oil	CO	Renter	0	0	0.99567	0.00432971	0	0.0222684	4.89806e-21	3.01643e-07
0-100%	Single-Family Detached	Fuel Oil	CT	Not Available	0	0	0	0	1	0.11275	40.6556	0
0-100%	Single-Family Detached	Fuel Oil	CT	Owner	0	0	1	0	0	0.0949474	40.6556	0.000100126
0-100%	Single-Family Detached	Fuel Oil	CT	Renter	0	0	1	0	0	3.05108e-22	2.54376e-39	3.40426e-05
0-100%	Single-Family Detached	Fuel Oil	DC	Not Available	0	0	0	0	1	4.61451	2.74561e-19	0
0-100%	Single-Family Detached	Fuel Oil	DC	Owner	0.00977771	0	0.990222	0	0	3.19223	2.74561e-19	1.14181e-07
0-100%	Single-Family Detached	Fuel Oil	DC	Renter	0.00283225	0	0.997168	0	0	5.69162e-20	4.39683e-58	6.04633e-08
0-100%	Single-Family Detached	Fuel Oil	DE	Not Available	0	0	0	0	1	0.253647	0.741491	0
0-100%	Single-Family Detached	Fuel Oil	DE	Owner	0.0608798	0	0.93912	0	0	0.175468	0.741491	1.25096e-05
0-100%	Single-Family Detached	Fuel Oil	DE	Renter	0.0183057	0	0.981694	0	0	3.41705e-21	1.41654e-39	3.79488e-06
0-100%	Single-Family Detached	Fuel Oil	FL	Not Available	0	0	0	0	1	0.0794886	1.31928e-19	0
0-100%	Single-Family Detached	Fuel Oil	FL	Owner	0.0112911	0	0.988709	0	0	0.0459544	8.25696e-20	3.46549e-06
0-100%	Single-Family Detached	Fuel Oil	FL	Renter	0.00193573	0	0.998064	0	0	0.028737	5.75613e-21	1.90569e-06
0-100%	Single-Family Detached	Fuel Oil	GA	Not Available	0	0	0	0	1	0.431588	7.87366e-19	0
0-100%	Single-Family Detached	Fuel Oil	GA	Owner	0.0148076	0	0.985192	0	0	0.157961	2.83677e-19	2.08799e-06
0-100%	Single-Family Detached	Fuel Oil	GA	Renter	0	0	1	0	0	0.0673298	1.25828e-19	1.20383e-06
0-100%	Single-Family Detached	Fuel Oil	IA	Not Available	0	0	0	0	1	0.02015	12.0949	0
0-100%	Single-Family Detached	Fuel Oil	IA	Owner	0	0	1	0	0	0.0129203	8.05512	2.42252e-06
0-100%	Single-Family Detached	Fuel Oil	IA	Renter	0	0	1	0	0	0.00608828	0.409113	9.54769e-07
0-100%	Single-Family Detached	Fuel Oil	ID	Not Available	0	0	0	0	1	0.198299	12.1687	0
0-100%	Single-Family Detached	Fuel Oil	ID	Owner	0.0330315	0	0.962846	0.00412235	0	0.249083	3.96686	3.90673e-06
0-100%	Single-Family Detached	Fuel Oil	ID	Renter	0	0	0.995822	0.00417827	0	0.0794072	2.24	1.94949e-06
0-100%	Single-Family Detached	Fuel Oil	IL	Not Available	0	0	0	0	1	0.035602	2.05141e-19	0
0-100%	Single-Family Detached	Fuel Oil	IL	Owner	0	0	1	0	0	0.0224419	1.30058e-19	1.83818e-06
0-100%	Single-Family Detached	Fuel Oil	IL	Renter	0	0	1	0	0	0.0105793	8.51737e-21	1.01955e-06
0-100%	Single-Family Detached	Fuel Oil	IN	Not Available	0	0	0	0	1	0.0518125	17.2225	0
0-100%	Single-Family Detached	Fuel Oil	IN	Owner	0.150162	0	0.849838	0	0	0.0129683	3.99014	7.16053e-06
0-100%	Single-Family Detached	Fuel Oil	IN	Renter	0	0	1	0	0	0.0128992	4.63312	3.51521e-06
0-100%	Single-Family Detached	Fuel Oil	KS	Not Available	0	0	0	0	1	0.0308865	13.7934	0
0-100%	Single-Family Detached	Fuel Oil	KS	Owner	0	0	1	0	0	0.124001	6.56773	6.68578e-07
0-100%	Single-Family Detached	Fuel Oil	KS	Renter	0	0	1	0	0	0.0200178	1.32525	4.72867e-07
0-100%	Single-Family Detached	Fuel Oil	KY	Not Available	0	0	0	0	1	0.280917	90.6233	0
0-100%	Single-Family Detached	Fuel Oil	KY	Owner	0	0	1	0	0	0.089347	28.9734	6.44172e-06
0-100%	Single-Family Detached	Fuel Oil	KY	Renter	0	0	1	0	0	0.053409	17.1143	3.29978e-06
0-100%	Single-Family Detached	Fuel Oil	LA	Not Available	0	0	0	0	1	0.548235	9.36999e-19	0
0-100%	Single-Family Detached	Fuel Oil	LA	Owner	0.0771209	0	0.922879	0	0	0.200888	3.22072e-19	2.08521e-07
0-100%	Single-Family Detached	Fuel Oil	LA	Renter	0	0	1	0	0	0.0850554	1.60379e-19	1.9126e-07
0-100%	Single-Family Detached	Fuel Oil	MA	Not Available	0	0	0	0	1	0.0807425	51.7121	0
0-100%	Single-Family Detached	Fuel Oil	MA	Owner	0	0	1	0	0	0.049319	27.2072	0.000121834
0-100%	Single-Family Detached	Fuel Oil	MA	Renter	0	0	1	0	0	0.00758657	3.90085	3.35088e-05
0-100%	Single-Family Detached	Fuel Oil	MD	Not Available	0	0	0	0	1	0.17481	47.8113	0
0-100%	Single-Family Detached	Fuel Oil	MD	Owner	0	0	1	0	0	0.0798195	20.8295	4.89357e-05
0-100%	Single-Family Detached	Fuel Oil	MD	Renter	0	0	1	0	0	0.0183166	5.52545	1.72664e-05
0-100%	Single-Family Detached	Fuel Oil	ME	Not Available	0	0	0	0	1	0.390073	205.669	0
0-100%	Single-Family Detached	Fuel Oil	ME	Owner	0	0	1	0	0	0.274951	144.097	9.06263e-05
0-100%	Single-Family Detached	Fuel Oil	ME	Renter	0	0	1	0	0	0.0217472	5.46214	2.77893e-05
0-100%	Single-Family Detached	Fuel Oil	MI	Not Available	0	0	0	0	1	0.0371108	111.702	0
0-100%	Single-Family Detached	Fuel Oil	MI	Owner	0	0	1	0	0	0.0170173	47.9343	1.78376e-05
0-100%	Single-Family Detached	Fuel Oil	MI	Renter	0	0	1	0	0	0.0224005	13.2892	6.35643e-06
0-100%	Single-Family Detached	Fuel Oil	MN	Not Available	0	0	0	0	1	0.0105537	23.0445	0
0-100%	Single-Family Detached	Fuel Oil	MN	Owner	0	0	1	0	0	0.00848806	18.0368	1.38199e-05
0-100%	Single-Family Detached	Fuel Oil	MN	Renter	0	0	1	0	0	0.00254429	0.306353	4.50783e-06
0-100%	Single-Family Detached	Fuel Oil	MO	Not Available	0	0	0	0	1	0.087117	6.88218e-19	0
0-100%	Single-Family Detached	Fuel Oil	MO	Owner	0	0	1	0	0	0.0302007	2.29749e-19	1.94737e-06
0-100%	Single-Family Detached	Fuel Oil	MO	Renter	0	0	1	0	0	0.014713	1.22688e-19	9.62035e-07
0-100%	Single-Family Detached	Fuel Oil	MS	Not Available	0	0	0	0	1	0.714206	1.02051e-18	0
0-100%	Single-Family Detached	Fuel Oil	MS	Owner	0	0	1	0	0	0.201512	2.68562e-19	1.05106e-06
0-100%	Single-Family Detached	Fuel Oil	MS	Renter	0	0	1	0	0	0.83477	2.42036e-19	6.77843e-07
0-100%	Single-Family Detached	Fuel Oil	MT	Not Available	0	0	0	0	1	0.265495	2.79941e-19	0
0-100%	Single-Family Detached	Fuel Oil	MT	Owner	0.0328862	0	0.967114	0	0	0.641973	1.81863e-19	1.60039e-06
0-100%	Single-Family Detached	Fuel Oil	MT	Renter	0	0	1	0	0	0.0655501	1.05349e-20	9.02393e-07
0-100%	Single-Family Detached	Fuel Oil	NC	Not Available	0	0	0	0	1	0.0141989	133.252	0
0-100%	Single-Family Detached	Fuel Oil	NC	Owner	0	0	1	0	0	0.0051736	44.3499	5.99569e-05
0-100%	Single-Family Detached	Fuel Oil	NC	Renter	0	0	1	0	0	0.014228	23.8524	3.13265e-05
0-100%	Single-Family Detached	Fuel Oil	ND	Not Available	0	0	0	0	1	0.0226941	6.60783	0
0-100%	Single-Family Detached	Fuel Oil	ND	Owner	0	0	1	0	0	0.0174174	5.29779	3.16345e-06
0-100%	Single-Family Detached	Fuel Oil	ND	Renter	0	0	1	0	0	0.00389975	0.0722949	1.07948e-06
0-100%	Single-Family Detached	Fuel Oil	NE	Not Available	0	0	0	0	1	0.175744	1.07006e-19	0
0-100%	Single-Family Detached	Fuel Oil	NE	Owner	0	0	1	0	0	0.0883945	5.00239e-20	1.14805e-06
0-100%	Single-Family Detached	Fuel Oil	NE	Renter	0	0	1	0	0	0.0146943	1.07036e-20	6.45745e-07
0-100%	Single-Family Detached	Fuel Oil	NH	Not Available	0	0	0	0	1	0.172862	50.5519	0
0-100%	Single-Family Detached	Fuel Oil	NH	Owner	0	0	1	0	0	0.0948034	21.4413	3.91715e-05
0-100%	Single-Family Detached	Fuel Oil	NH	Renter	0	0	1	0	0	0.0206232	6.14793	8.79786e-06
0-100%	Single-Family Detached	Fuel Oil	NJ	Not Available	0	0	0	0	1	0.0524672	42.1377	0
0-100%	Single-Family Detached	Fuel Oil	NJ	Owner	0.0293564	0	0.970644	0	0	0.0299746	27.1398	5.08739e-05
0-100%	Single-Family Detached	Fuel Oil	NJ	Renter	0	0	1	0	0	0.0029851	1.64293	1.81884e-05
0-100%	Single-Family Detached	Fuel Oil	NM	Not Available	0	0	0	0	1	0.40277	2.48833e-19	0
0-100%	Single-Family Detached	Fuel Oil	NM	Owner	0	0	1	0	0	0.18047	1.09647e-19	3.7474e-07
0-100%	Single-Family Detached	Fuel Oil	NM	Renter	0	0	1	0	0	0.0440075	2.81242e-20	1.62393e-07
0-100%	Single-Family Detached	Fuel Oil	NV	Not Available	0	0	0	0	1	0.111815	2.92052e-20	0
0-100%	Single-Family Detached	Fuel Oil	NV	Owner	0	0	1	0	0	0.016912	1.46636e-21	2.23974e-06
0-100%	Single-Family Detached	Fuel Oil	NV	Renter	0	0	1	0	0	0.0281971	1.75833e-20	1.32452e-06
0-100%	Single-Family Detached	Fuel Oil	NY	Not Available	0	0	0	0	1	0.130073	928.83	0
0-100%	Single-Family Detached	Fuel Oil	NY	Owner	0.0551119	0	0.944888	0	0	0.064753	451.17	0.000214961
0-100%	Single-Family Detached	Fuel Oil	NY	Renter	0	0	1	0	0	0.0239326	85.3029	9.16186e-05
0-100%	Single-Family Detached	Fuel Oil	OH	Not Available	0	0	0	0	1	0.0431222	232.682	0
0-100%	Single-Family Detached	Fuel Oil	OH	Owner	0.0831806	0	0.916819	0	0	0.0159961	75.781	3.57207e-05
0-100%	Single-Family Detached	Fuel Oil	OH	Renter	0	0	1	0	0	0.0323975	42.8852	2.04577e-05
0-100%	Single-Family Detached	Fuel Oil	OK	Not Available	0	0	0	0	1	0.27003	3.89317e-19	0
0-100%	Single-Family Detached	Fuel Oil	OK	Owner	0.0557765	0	0.917115	0.0271083	0	0.179062	2.67489e-19	1.28584e-06
0-100%	Single-Family Detached	Fuel Oil	OK	Renter	0	0	0.973503	0.0264969	0	0.0924055	1.13976e-20	8.06738e-07
0-100%	Single-Family Detached	Fuel Oil	OR	Not Available	0	0	0	0	1	0.205279	49.7716	0
0-100%	Single-Family Detached	Fuel Oil	OR	Owner	0.0490603	0	0.924774	0.0261661	0	0.156613	37.2103	1.01541e-05
0-100%	Single-Family Detached	Fuel Oil	OR	Renter	0.0227798	0	0.953376	0.0238444	0	0.0539343	0.911785	6.20276e-06
0-100%	Single-Family Detached	Fuel Oil	PA	Not Available	0	0	0	0	1	0.106522	1004.89	0
0-100%	Single-Family Detached	Fuel Oil	PA	Owner	0	0	1	0	0	0.0454406	411.44	0.000203822
0-100%	Single-Family Detached	Fuel Oil	PA	Renter	0	0	1	0	0	0.0271728	130.326	7.90156e-05
0-100%	Single-Family Detached	Fuel Oil	RI	Not Available	0	0	0	0	1	0.140109	278.773	0
0-100%	Single-Family Detached	Fuel Oil	RI	Owner	0	0	1	0	0	0.336843	190.396	2.53392e-05
0-100%	Single-Family Detached	Fuel Oil	RI	Renter	0	0	1	0	0	0.028741	8.39884	1.118e-05
0-100%	Single-Family Detached	Fuel Oil	SC	Not Available	0	0	0	0	1	0.112943	12.578	0
0-100%	Single-Family Detached	Fuel Oil	SC	Owner	0	0	1	0	0	0.0607896	6.47781	7.16772e-06
0-100%	Single-Family Detached	Fuel Oil	SC	Renter	0.0071908	0	0.992809	0	0	0.0896912	1.00278	3.40386e-06
0-100%	Single-Family Detached	Fuel Oil	SD	Not Available	0	0	0	0	1	0.123488	1.76374	0
0-100%	Single-Family Detached	Fuel Oil	SD	Owner	0	0	1	0	0	0.0682959	0.996908	2.35442e-06
0-100%	Single-Family Detached	Fuel Oil	SD	Renter	0	0	1	0	0	0.00810236	0.108641	1.41158e-06
0-100%	Single-Family Detached	Fuel Oil	TN	Not Available	0	0	0	0	1	0.475592	75.8559	0
