Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	sampling_probability
Single-Family Attached	Electricity	CT	1940s	0.0952195	0.284058	0.232104	0.388619	0	11	0	3.47294e-06
Single-Family Attached	Fuel Oil	CT	1940s	0	0.587989	0	0.412011	0	138	1767.06	4.32228e-06
Single-Family Attached	Natural Gas	CT	1940s	0	0.462316	0	0.537684	0	14	0	1.61491e-05
Single-Family Attached	None	CT	1940s	0	0	0	0	1	88	0	2.60123e-07
Single-Family Attached	Other Fuel	CT	1940s	0	0	0	1	0	19	0	0
Single-Family Attached	Propane	CT	1940s	0	0.597296	0	0.402704	0	147	0	5.92361e-07
Single-Family Attached	Electricity	CT	1950s	0.0608799	0.170993	0.248514	0.519613	0	12	0	8.18615e-06
Single-Family Attached	Fuel Oil	CT	1950s	0	0.78969	0	0.21031	0	79	0	6.87247e-06
Single-Family Attached	Natural Gas	CT	1950s	0	0.626846	0	0.373154	0	39	3343.5	2.13427e-05
Single-Family Attached	None	CT	1950s	0	0	0	0	1	88	0	0
Single-Family Attached	Other Fuel	CT	1950s	0	0.0503569	0	0.949643	0	37	3214.67	3.31465e-07
Single-Family Attached	Propane	CT	1950s	0	0.780624	0	0.219376	0	87	0	1.22288e-06
Single-Family Attached	Electricity	CT	1960s	0.331321	0.32105	0.0445313	0.303098	0	31	0	1.99641e-05
Single-Family Attached	Fuel Oil	CT	1960s	0	0.559155	0	0.440845	0	61	0	8.33338e-06
Single-Family Attached	Natural Gas	CT	1960s	0	0.732604	0	0.267396	0	38	0	1.87397e-05
Single-Family Attached	None	CT	1960s	0	0	0	0	1	143	0	0
Single-Family Attached	Other Fuel	CT	1960s	0	0.0768967	0	0.923103	0	26	0	6.66432e-07
Single-Family Attached	Propane	CT	1960s	0	0.562362	0	0.437638	0	68	0	9.66868e-07
Single-Family Attached	Electricity	CT	1970s	0.0966984	0.103949	0.0735557	0.725797	0	23	12644.2	4.43451e-05
Single-Family Attached	Fuel Oil	CT	1970s	0	0.687743	0	0.312257	0	83	1877.02	1.11565e-05
Single-Family Attached	Natural Gas	CT	1970s	0	0.659358	0	0.340642	0	44	15389.8	4.49721e-05
Single-Family Attached	None	CT	1970s	0	0	0	0	1	143	0	1.01127e-07
Single-Family Attached	Other Fuel	CT	1970s	0	0	0	1	0	11	0	1.08648e-06
Single-Family Attached	Propane	CT	1970s	0	0.289327	0	0.710673	0	10	0	1.65606e-06
Single-Family Attached	Electricity	CT	1980s	0.424556	0.149567	0.0472568	0.37862	0	11	9344.31	5.13536e-05
Single-Family Attached	Fuel Oil	CT	1980s	0	0.706563	0	0.293437	0	61	2187.25	1.27628e-05
Single-Family Attached	Natural Gas	CT	1980s	0	0.773432	0	0.226568	0	18	12370	9.35431e-05
Single-Family Attached	None	CT	1980s	0	0	0	0	1	145	0	1.16947e-06
Single-Family Attached	Other Fuel	CT	1980s	0	0.0924621	0	0.907538	0	19	0	1.76662e-06
Single-Family Attached	Propane	CT	1980s	0	0.585853	0	0.414147	0	23	0	3.2767e-06
Single-Family Attached	Electricity	CT	1990s	0.326362	0.371036	0.0595254	0.243077	0	25	0	1.2635e-05
Single-Family Attached	Fuel Oil	CT	1990s	0	0.75189	0	0.24811	0	64	0	3.92711e-06
Single-Family Attached	Natural Gas	CT	1990s	0	1	0	0	0	10	5162.53	4.03547e-05
Single-Family Attached	None	CT	1990s	0	0	0	0	1	145	0	0
Single-Family Attached	Other Fuel	CT	1990s	0	0	0	1	0	10	0	7.26164e-07
Single-Family Attached	Propane	CT	1990s	0	0.349445	0	0.650555	0	13	0	2.35919e-06
Single-Family Attached	Electricity	CT	2000s	0.503274	0.320055	0	0.17667	0	31	0	7.89709e-06
Single-Family Attached	Fuel Oil	CT	2000s	0	0.744005	0	0.255995	0	52	0	6.93806e-06
Single-Family Attached	Natural Gas	CT	2000s	0	0.925569	0	0.0744308	0	14	2587.25	5.15662e-05
Single-Family Attached	None	CT	2000s	0	0	0	0	1	123	0	0
Single-Family Attached	Other Fuel	CT	2000s	0	0.06188	0	0.93812	0	10	0	9.03983e-08
Single-Family Attached	Propane	CT	2000s	0	0.553185	0	0.446815	0	22	0	4.33541e-06
Single-Family Attached	Electricity	CT	2010s	0.038496	0.218278	0.426695	0.316532	0	10	0	3.39287e-06
Single-Family Attached	Fuel Oil	CT	2010s	0	0.755107	0	0.244893	0	35	0	4.36409e-07
Single-Family Attached	Natural Gas	CT	2010s	0	0.940305	0	0.0596952	0	32	1847.42	1.84181e-05
Single-Family Attached	None	CT	2010s	0	0	0	0	1	123	0	1.01388e-07
Single-Family Attached	Other Fuel	CT	2010s	0	0.0469848	0	0.953015	0	16	0	3.39151e-07
Single-Family Attached	Propane	CT	2010s	0	0.743635	0	0.256365	0	28	0	1.38466e-06
Single-Family Attached	Electricity	CT	<1940	0.0952195	0.284058	0.232104	0.388619	0	11	0	1.02216e-05
Single-Family Attached	Fuel Oil	CT	<1940	0	0.587989	0	0.412011	0	138	4566.49	1.85048e-05
Single-Family Attached	Natural Gas	CT	<1940	0	0.462316	0	0.537684	0	14	0	3.58312e-05
Single-Family Attached	None	CT	<1940	0	0	0	0	1	88	0	1.46911e-07
Single-Family Attached	Other Fuel	CT	<1940	0	0	0	1	0	19	0	5.7101e-07
Single-Family Attached	Propane	CT	<1940	0	0.597296	0	0.402704	0	147	0	2.05208e-06
Single-Family Detached	Electricity	CT	1940s	0.0952195	0.284058	0.232104	0.388619	0	11	2423.96	1.57743e-05
Single-Family Detached	Fuel Oil	CT	1940s	0	0.599982	0	0.400018	0	28	36303.8	0.000281748
Single-Family Detached	Natural Gas	CT	1940s	0	0.751654	0	0.248346	0	23	30361.5	0.000170229
Single-Family Detached	None	CT	1940s	0	0	0	0	1	88	0	2.96053e-07
Single-Family Detached	Other Fuel	CT	1940s	0	0	0	1	0	18	2313.63	1.79305e-05
Single-Family Detached	Propane	CT	1940s	0	0.597296	0	0.402704	0	147	0	1.70195e-05
Single-Family Detached	Electricity	CT	1950s	0.0608799	0.170993	0.248514	0.519613	0	12	9919.41	3.25007e-05
Single-Family Detached	Fuel Oil	CT	1950s	0	0.888531	0	0.111469	0	26	133684	0.000857471
Single-Family Detached	Natural Gas	CT	1950s	0	0.680719	0	0.319281	0	34	25489.5	0.000310401
Single-Family Detached	None	CT	1950s	0	0	0	0	1	88	0	1.35454e-06
Single-Family Detached	Other Fuel	CT	1950s	0	0.0503569	0	0.949643	0	37	0	3.67202e-05
Single-Family Detached	Propane	CT	1950s	0	0.780624	0	0.219376	0	87	5046.47	3.96813e-05
Single-Family Detached	Electricity	CT	1960s	0.331321	0.32105	0.0445313	0.303098	0	31	3621.94	5.74124e-05
Single-Family Detached	Fuel Oil	CT	1960s	0	0.422974	0	0.577026	0	14	54826.4	0.000613214
Single-Family Detached	Natural Gas	CT	1960s	0	0.732604	0	0.267396	0	38	17524	0.00026478
Single-Family Detached	None	CT	1960s	0	0	0	0	1	143	0	6.60361e-07
Single-Family Detached	Other Fuel	CT	1960s	0	0.0768967	0	0.923103	0	26	0	3.43804e-05
Single-Family Detached	Propane	CT	1960s	0	0.562362	0	0.437638	0	68	3751.57	3.3553e-05
Single-Family Detached	Electricity	CT	1970s	0	0.0799339	0.0968767	0.823189	0	15	20704.8	9.24192e-05
Single-Family Detached	Fuel Oil	CT	1970s	0	0.861288	0	0.138712	0	16	55942.2	0.000451042
Single-Family Detached	Natural Gas	CT	1970s	0	0.644769	0	0.355231	0	35	13501.1	0.000160699
Single-Family Detached	None	CT	1970s	0	0	0	0	1	143	0	5.94276e-07
Single-Family Detached	Other Fuel	CT	1970s	0	0	0	1	0	11	0	4.11483e-05
Single-Family Detached	Propane	CT	1970s	0	0.289327	0	0.710673	0	10	3290.45	3.40032e-05
Single-Family Detached	Electricity	CT	1980s	0.103041	0.0400905	0.254221	0.602647	0	14	11248.9	7.07746e-05
Single-Family Detached	Fuel Oil	CT	1980s	0	0.690124	0	0.309876	0	57	35703.5	0.000402653
Single-Family Detached	Natural Gas	CT	1980s	0	0.804521	0	0.195479	0	31	18612.1	0.000124286
Single-Family Detached	None	CT	1980s	0	0	0	0	1	145	0	1.29161e-06
Single-Family Detached	Other Fuel	CT	1980s	0	0.0924621	0	0.907538	0	19	0	3.92837e-05
Single-Family Detached	Propane	CT	1980s	0	0.669564	0	0.330436	0	17	3491.25	3.52609e-05
Single-Family Detached	Electricity	CT	1990s	0.326362	0.371036	0.0595254	0.243077	0	25	7580.78	2.32273e-05
Single-Family Detached	Fuel Oil	CT	1990s	0	0.827746	0	0.172254	0	12	42592.2	0.000337317
Single-Family Detached	Natural Gas	CT	1990s	0	0.738287	0	0.261713	0	31	14376.9	0.000121821
Single-Family Detached	None	CT	1990s	0	0	0	0	1	145	0	9.26509e-07
Single-Family Detached	Other Fuel	CT	1990s	0	0	0	1	0	10	0	2.25819e-05
Single-Family Detached	Propane	CT	1990s	0	0.285658	0	0.714342	0	10	0	3.18906e-05
Single-Family Detached	Electricity	CT	2000s	0.503274	0.320055	0	0.17667	0	31	4553.35	2.00086e-05
Single-Family Detached	Fuel Oil	CT	2000s	0	1	0	0	0	10	36587.8	0.000247146
Single-Family Detached	Natural Gas	CT	2000s	0	0.914004	0	0.0859964	0	22	15777.5	0.00014139
Single-Family Detached	None	CT	2000s	0	0	0	0	1	123	0	6.41383e-07
Single-Family Detached	Other Fuel	CT	2000s	0	0.06188	0	0.93812	0	10	3486.4	2.10746e-05
Single-Family Detached	Propane	CT	2000s	0	0.552591	0	0.447409	0	19	3584.7	5.28822e-05
Single-Family Detached	Electricity	CT	2010s	0.038496	0.218278	0.426695	0.316532	0	10	2744.8	7.56979e-06
Single-Family Detached	Fuel Oil	CT	2010s	0	0.755107	0	0.244893	0	35	2610.1	1.65247e-05
Single-Family Detached	Natural Gas	CT	2010s	0	0.921203	0	0.0787973	0	23	10429.4	3.80776e-05
Single-Family Detached	None	CT	2010s	0	0	0	0	1	123	0	1.61373e-06
Single-Family Detached	Other Fuel	CT	2010s	0	0.0469848	0	0.953015	0	16	0	5.41882e-06
Single-Family Detached	Propane	CT	2010s	0	0.759589	0	0.240411	0	27	19652.2	4.48198e-05
Single-Family Detached	Electricity	CT	<1940	0.0952195	0.284058	0.232104	0.388619	0	11	6264.06	4.18254e-05
Single-Family Detached	Fuel Oil	CT	<1940	0	0.599982	0	0.400018	0	28	93817.4	0.00059395
Single-Family Detached	Natural Gas	CT	<1940	0	0.751654	0	0.248346	0	23	78461.2	0.000445913
Single-Family Detached	None	CT	<1940	0	0	0	0	1	88	0	3.45653e-06
Single-Family Detached	Other Fuel	CT	<1940	0	0	0	1	0	18	5978.96	4.19186e-05
Single-Family Detached	Propane	CT	<1940	0	0.597296	0	0.402704	0	147	0	4.89162e-05
Mobile Home	Electricity	DC	1940s	0.384997	0.347056	0.0571968	0.21075	0	81	0	0
Mobile Home	Fuel Oil	DC	1940s	0	0.681012	0	0.318988	0	12	0	0
Mobile Home	Natural Gas	DC	1940s	0	0.750729	0	0.249271	0	136	0	0
Mobile Home	None	DC	1940s	0	0	0	0	1	10	0	0
Mobile Home	Other Fuel	DC	1940s	0	0	0	1	0	21	0	0
Mobile Home	Propane	DC	1940s	0	0.778169	0	0.221831	0	13	0	0
Mobile Home	Electricity	DC	1950s	0.514	0.318809	0.0145364	0.152655	0	85	0	0
Mobile Home	Fuel Oil	DC	1950s	0	0.742107	0	0.257893	0	14	0	0
Mobile Home	Natural Gas	DC	1950s	0	0.93865	0	0.0613503	0	94	0	0
Mobile Home	None	DC	1950s	0	0	0	0	1	20	0	0
Mobile Home	Other Fuel	DC	1950s	0	0	0	1	0	26	0	0
Mobile Home	Propane	DC	1950s	0	0.686449	0	0.313551	0	18	0	0
Mobile Home	Electricity	DC	1960s	0.623999	0.190199	0.0237213	0.162081	0	102	0	0
Mobile Home	Fuel Oil	DC	1960s	0	0.801084	0	0.198916	0	15	0	0
Mobile Home	Natural Gas	DC	1960s	0	0.934919	0	0.0650813	0	95	0	0
Mobile Home	None	DC	1960s	0	0	0	0	1	12	0	0
Mobile Home	Other Fuel	DC	1960s	0	0.139537	0	0.860463	0	19	0	0
Mobile Home	Propane	DC	1960s	0	0.860399	0	0.139601	0	22	0	0
Mobile Home	Electricity	DC	1970s	0.530889	0.377792	0	0.0913197	0	24	0	0
Mobile Home	Fuel Oil	DC	1970s	0	0.72345	0	0.27655	0	12	0	0
Mobile Home	Natural Gas	DC	1970s	0	0.956157	0	0.043843	0	73	0	0
Mobile Home	None	DC	1970s	0	0	0	0	1	16	0	0
Mobile Home	Other Fuel	DC	1970s	0	0.138523	0	0.861477	0	11	0	0
Mobile Home	Propane	DC	1970s	0	0.601009	0	0.398991	0	13	0	0
Mobile Home	Electricity	DC	1980s	0.525708	0.27429	0	0.200002	0	33	0	0
Mobile Home	Fuel Oil	DC	1980s	0	0.69619	0	0.30381	0	20	0	0
Mobile Home	Natural Gas	DC	1980s	0	0.953432	0	0.0465675	0	88	0	0
Mobile Home	None	DC	1980s	0	0	0	0	1	22	0	0
Mobile Home	Other Fuel	DC	1980s	0	0.0846033	0	0.915397	0	11	0	0
Mobile Home	Propane	DC	1980s	0	0.662731	0	0.337269	0	13	0	0
Mobile Home	Electricity	DC	1990s	0.624501	0.252088	0	0.123411	0	59	0	0
Mobile Home	Fuel Oil	DC	1990s	0	0.796669	0	0.203331	0	18	0	0
Mobile Home	Natural Gas	DC	1990s	0	0.955556	0	0.044444	0	115	0	0
Mobile Home	None	DC	1990s	0	0	0	0	1	23	0	0
Mobile Home	Other Fuel	DC	1990s	0	0	0	1	0	10	0	0
Mobile Home	Propane	DC	1990s	0	0.808671	0	0.191329	0	16	0	0
Mobile Home	Electricity	DC	2000s	0.497189	0.389674	0	0.113137	0	28	0	0
Mobile Home	Fuel Oil	DC	2000s	0	0.832721	0	0.167279	0	19	0	0
Mobile Home	Natural Gas	DC	2000s	0	0.985195	0	0.014805	0	135	0	0
Mobile Home	None	DC	2000s	0	0	0	0	1	27	0	0
Mobile Home	Other Fuel	DC	2000s	0	0	0	1	0	11	0	0
Mobile Home	Propane	DC	2000s	0	0.889913	0	0.110087	0	15	0	0
Mobile Home	Electricity	DC	2010s	0.526868	0.394595	0.0785372	0	0	19	0	0
Mobile Home	Fuel Oil	DC	2010s	0	0.798689	0	0.201311	0	16	0	0
Mobile Home	Natural Gas	DC	2010s	0	0.988166	0	0.0118336	0	76	0	0
Mobile Home	None	DC	2010s	0	0	0	0	1	17	0	0
Mobile Home	Other Fuel	DC	2010s	0	0.0638347	0	0.936165	0	16	0	0
Mobile Home	Propane	DC	2010s	0	0.798689	0	0.201311	0	16	0	0
Mobile Home	Electricity	DC	<1940	0.384997	0.347056	0.0571968	0.21075	0	81	0	0
Mobile Home	Fuel Oil	DC	<1940	0	0.681012	0	0.318988	0	12	0	0
Mobile Home	Natural Gas	DC	<1940	0	0.750729	0	0.249271	0	136	0	0
Mobile Home	None	DC	<1940	0	0	0	0	1	10	0	0
Mobile Home	Other Fuel	DC	<1940	0	0	0	1	0	21	0	0
Mobile Home	Propane	DC	<1940	0	0.778169	0	0.221831	0	13	0	0
Multi-Family with 2 - 4 Units	Electricity	DC	1940s	0.571069	0.138609	0	0.290322	0	12	1362.76	8.57618e-06
Multi-Family with 2 - 4 Units	Fuel Oil	DC	1940s	0	0.30158	0	0.69842	0	78	0	3.59972e-07
Multi-Family with 2 - 4 Units	Natural Gas	DC	1940s	0	0.309801	0	0.690199	0	10	2015.64	2.14403e-05
Multi-Family with 2 - 4 Units	None	DC	1940s	0	0	0	0	1	104	0	3.45098e-07
Multi-Family with 2 - 4 Units	Other Fuel	DC	1940s	0	0.30158	0	0.69842	0	78	0	1.21565e-07
Multi-Family with 2 - 4 Units	Propane	DC	1940s	0	0.30158	0	0.69842	0	78	0	1.22917e-07
Multi-Family with 2 - 4 Units	Electricity	DC	1950s	0.206601	0.474094	0	0.319305	0	17	1349.49	1.21099e-05
Multi-Family with 2 - 4 Units	Fuel Oil	DC	1950s	0	0.30158	0	0.69842	0	78	0	1.02099e-07
Multi-Family with 2 - 4 Units	Natural Gas	DC	1950s	0	0.449311	0	0.550689	0	17	3001.18	1.94878e-05
Multi-Family with 2 - 4 Units	None	DC	1950s	0	0	0	0	1	104	0	5.27509e-07
Multi-Family with 2 - 4 Units	Other Fuel	DC	1950s	0	0.30158	0	0.69842	0	78	0	3.4321e-07
Multi-Family with 2 - 4 Units	Propane	DC	1950s	0	0.30158	0	0.69842	0	78	0	7.81561e-07
Multi-Family with 2 - 4 Units	Electricity	DC	1960s	0.4111	0.385636	0.0350011	0.168263	0	35	1007.6	1.11553e-05
Multi-Family with 2 - 4 Units	Fuel Oil	DC	1960s	0	0.283877	0	0.716123	0	39	0	6.56211e-08
Multi-Family with 2 - 4 Units	Natural Gas	DC	1960s	0	0.955303	0	0.0446974	0	26	2898.99	1.20024e-05
Multi-Family with 2 - 4 Units	None	DC	1960s	0	0	0	0	1	27	0	4.30578e-07
Multi-Family with 2 - 4 Units	Other Fuel	DC	1960s	0	0.283877	0	0.716123	0	39	0	1.49679e-07
Multi-Family with 2 - 4 Units	Propane	DC	1960s	0	0.283877	0	0.716123	0	39	0	7.53797e-07
Multi-Family with 2 - 4 Units	Electricity	DC	1970s	0.213771	0.518047	0.0581058	0.210076	0	21	1379.57	9.43326e-06
Multi-Family with 2 - 4 Units	Fuel Oil	DC	1970s	0	0.283877	0	0.716123	0	39	0	0
Multi-Family with 2 - 4 Units	Natural Gas	DC	1970s	0	0.71197	0	0.28803	0	12	0	7.93667e-06
Multi-Family with 2 - 4 Units	None	DC	1970s	0	0	0	0	1	19	0	3.52267e-07
Multi-Family with 2 - 4 Units	Other Fuel	DC	1970s	0	0.283877	0	0.716123	0	39	0	1.87099e-09
Multi-Family with 2 - 4 Units	Propane	DC	1970s	0	0.283877	0	0.716123	0	39	0	2.25216e-07
Multi-Family with 2 - 4 Units	Electricity	DC	1980s	0.654145	0.250796	0	0.0950584	0	13	1087.01	5.55301e-06
Multi-Family with 2 - 4 Units	Fuel Oil	DC	1980s	0	0.334885	0	0.665115	0	29	0	0
Multi-Family with 2 - 4 Units	Natural Gas	DC	1980s	0	0.88891	0	0.11109	0	18	0	3.76943e-06
Multi-Family with 2 - 4 Units	None	DC	1980s	0	0	0	0	1	18	0	0
Multi-Family with 2 - 4 Units	Other Fuel	DC	1980s	0	0.334885	0	0.665115	0	29	0	0
Multi-Family with 2 - 4 Units	Propane	DC	1980s	0	0.334885	0	0.665115	0	29	0	5.38329e-07
Multi-Family with 2 - 4 Units	Electricity	DC	1990s	0.444783	0.37278	0.0510629	0.131374	0	15	1358.35	3.06317e-06
Multi-Family with 2 - 4 Units	Fuel Oil	DC	1990s	0	0.334885	0	0.665115	0	29	0	0
Multi-Family with 2 - 4 Units	Natural Gas	DC	1990s	0	0.868049	0	0.131951	0	13	1616.81	2.3537e-06
Multi-Family with 2 - 4 Units	None	DC	1990s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Other Fuel	DC	1990s	0	0.334885	0	0.665115	0	29	0	2.02408e-07
Multi-Family with 2 - 4 Units	Propane	DC	1990s	0	0.334885	0	0.665115	0	29	0	3.48591e-07
Multi-Family with 2 - 4 Units	Electricity	DC	2000s	0.293993	0.507103	0.116409	0.0824952	0	13	0	6.03737e-06
Multi-Family with 2 - 4 Units	Fuel Oil	DC	2000s	0	0.502224	0	0.497776	0	22	0	0
Multi-Family with 2 - 4 Units	Natural Gas	DC	2000s	0	0.989687	0	0.0103127	0	23	1355.06	3.44862e-06
Multi-Family with 2 - 4 Units	None	DC	2000s	0	0	0	0	1	18	0	0
Multi-Family with 2 - 4 Units	Other Fuel	DC	2000s	0	0.502224	0	0.497776	0	22	0	0
Multi-Family with 2 - 4 Units	Propane	DC	2000s	0	0.502224	0	0.497776	0	22	0	0
Multi-Family with 2 - 4 Units	Electricity	DC	2010s	0.404797	0.454877	0	0.140326	0	58	0	5.90344e-06
Multi-Family with 2 - 4 Units	Fuel Oil	DC	2010s	0	0.502224	0	0.497776	0	22	0	0
Multi-Family with 2 - 4 Units	Natural Gas	DC	2010s	0	0.901655	0	0.0983454	0	19	0	3.8915e-06
Multi-Family with 2 - 4 Units	None	DC	2010s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Other Fuel	DC	2010s	0	0.502224	0	0.497776	0	22	0	0
Multi-Family with 2 - 4 Units	Propane	DC	2010s	0	0.502224	0	0.497776	0	22	0	0
Multi-Family with 2 - 4 Units	Electricity	DC	<1940	0.571069	0.138609	0	0.290322	0	12	3521.67	3.57139e-05
Multi-Family with 2 - 4 Units	Fuel Oil	DC	<1940	0	0.30158	0	0.69842	0	78	0	7.41595e-07
Multi-Family with 2 - 4 Units	Natural Gas	DC	<1940	0	0.309801	0	0.690199	0	10	5208.88	4.8767e-05
Multi-Family with 2 - 4 Units	None	DC	<1940	0	0	0	0	1	104	0	4.22919e-07
Multi-Family with 2 - 4 Units	Other Fuel	DC	<1940	0	0.30158	0	0.69842	0	78	0	2.20725e-07
Multi-Family with 2 - 4 Units	Propane	DC	<1940	0	0.30158	0	0.69842	0	78	0	1.03345e-06
Multi-Family with 5+ Units	Electricity	DC	1940s	0.593741	0.277871	0	0.128387	0	17	8573.97	5.2182e-05
Multi-Family with 5+ Units	Fuel Oil	DC	1940s	0	0.30158	0	0.69842	0	78	887.776	2.41405e-06
Multi-Family with 5+ Units	Natural Gas	DC	1940s	0	0.130714	0	0.869286	0	14	6990.07	5.22827e-05
Multi-Family with 5+ Units	None	DC	1940s	0	0	0	0	1	104	0	3.24115e-06
Multi-Family with 5+ Units	Other Fuel	DC	1940s	0	0.30158	0	0.69842	0	78	0	1.593e-06
Multi-Family with 5+ Units	Propane	DC	1940s	0	0.30158	0	0.69842	0	78	0	1.17262e-06
Multi-Family with 5+ Units	Electricity	DC	1950s	0.167781	0.378805	0	0.453413	0	12	10378.4	7.69528e-05
Multi-Family with 5+ Units	Fuel Oil	DC	1950s	0	0.30158	0	0.69842	0	78	1669.12	2.87853e-06
Multi-Family with 5+ Units	Natural Gas	DC	1950s	0	0.428663	0	0.571337	0	12	14574.9	6.50848e-05
Multi-Family with 5+ Units	None	DC	1950s	0	0	0	0	1	104	1564	4.66711e-06
Multi-Family with 5+ Units	Other Fuel	DC	1950s	0	0.30158	0	0.69842	0	78	0	2.45087e-06
Multi-Family with 5+ Units	Propane	DC	1950s	0	0.30158	0	0.69842	0	78	0	3.16583e-06
Multi-Family with 5+ Units	Electricity	DC	1960s	0.421374	0.360583	0.0444089	0.173634	0	27	13095.2	9.65703e-05
Multi-Family with 5+ Units	Fuel Oil	DC	1960s	0	0.283877	0	0.716123	0	39	0	3.96269e-06
Multi-Family with 5+ Units	Natural Gas	DC	1960s	0	0.973859	0	0.0261405	0	17	10945.8	8.48532e-05
Multi-Family with 5+ Units	None	DC	1960s	0	0	0	0	1	27	0	5.18884e-06
Multi-Family with 5+ Units	Other Fuel	DC	1960s	0	0.283877	0	0.716123	0	39	0	1.70007e-06
Multi-Family with 5+ Units	Propane	DC	1960s	0	0.283877	0	0.716123	0	39	0	2.78029e-06
Multi-Family with 5+ Units	Electricity	DC	1970s	0.306326	0.507516	0	0.186158	0	48	6902.37	6.61622e-05
Multi-Family with 5+ Units	Fuel Oil	DC	1970s	0	0.283877	0	0.716123	0	39	0	6.86923e-07
Multi-Family with 5+ Units	Natural Gas	DC	1970s	0	0.71197	0	0.28803	0	12	5366.08	3.86396e-05
Multi-Family with 5+ Units	None	DC	1970s	0	0	0	0	1	14	1589.22	2.41222e-06
Multi-Family with 5+ Units	Other Fuel	DC	1970s	0	0.283877	0	0.716123	0	39	0	5.36166e-07
Multi-Family with 5+ Units	Propane	DC	1970s	0	0.283877	0	0.716123	0	39	0	9.97327e-07
Multi-Family with 5+ Units	Electricity	DC	1980s	0.339765	0.43726	0.0180954	0.204879	0	52	6816.57	4.64203e-05
Multi-Family with 5+ Units	Fuel Oil	DC	1980s	0	0.334885	0	0.665115	0	29	0	2.49797e-07
Multi-Family with 5+ Units	Natural Gas	DC	1980s	0	0.819805	0	0.180195	0	11	3180.01	1.70346e-05
Multi-Family with 5+ Units	None	DC	1980s	0	0	0	0	1	13	0	1.21744e-06
Multi-Family with 5+ Units	Other Fuel	DC	1980s	0	0.334885	0	0.665115	0	29	0	2.56544e-07
Multi-Family with 5+ Units	Propane	DC	1980s	0	0.334885	0	0.665115	0	29	0	4.17014e-07
Multi-Family with 5+ Units	Electricity	DC	1990s	0.364581	0.437409	0.0261847	0.171826	0	34	7456.66	3.70531e-05
Multi-Family with 5+ Units	Fuel Oil	DC	1990s	0	0.334885	0	0.665115	0	29	0	3.42586e-07
Multi-Family with 5+ Units	Natural Gas	DC	1990s	0	0.846705	0	0.153295	0	10	3811.46	1.72385e-05
Multi-Family with 5+ Units	None	DC	1990s	0	0	0	0	1	12	0	9.54683e-07
Multi-Family with 5+ Units	Other Fuel	DC	1990s	0	0.334885	0	0.665115	0	29	0	3.91916e-07
Multi-Family with 5+ Units	Propane	DC	1990s	0	0.334885	0	0.665115	0	29	0	3.45887e-07
Multi-Family with 5+ Units	Electricity	DC	2000s	0.320211	0.392142	0.106992	0.180655	0	10	15565.5	0.00010158
Multi-Family with 5+ Units	Fuel Oil	DC	2000s	0	0.502224	0	0.497776	0	22	0	0
Multi-Family with 5+ Units	Natural Gas	DC	2000s	0	0.989405	0	0.0105954	0	21	10591.1	4.14895e-05
Multi-Family with 5+ Units	None	DC	2000s	0	0	0	0	1	15	0	5.29233e-07
Multi-Family with 5+ Units	Other Fuel	DC	2000s	0	0.502224	0	0.497776	0	22	0	5.20204e-07
Multi-Family with 5+ Units	Propane	DC	2000s	0	0.502224	0	0.497776	0	22	0	1.23376e-06
Multi-Family with 5+ Units	Electricity	DC	2010s	0.160855	0.40902	0	0.430125	0	12	18302.9	0.000108159
Multi-Family with 5+ Units	Fuel Oil	DC	2010s	0	0.502224	0	0.497776	0	22	0	0
Multi-Family with 5+ Units	Natural Gas	DC	2010s	0	0.89817	0	0.10183	0	18	8752.76	2.30078e-05
Multi-Family with 5+ Units	None	DC	2010s	0	0	0	0	1	12	2837.24	1.94069e-06
Multi-Family with 5+ Units	Other Fuel	DC	2010s	0	0.502224	0	0.497776	0	22	0	5.26718e-07
Multi-Family with 5+ Units	Propane	DC	2010s	0	0.502224	0	0.497776	0	22	0	6.13564e-07
Multi-Family with 5+ Units	Electricity	DC	<1940	0.593741	0.277871	0	0.128387	0	17	22157.1	0.000126617
Multi-Family with 5+ Units	Fuel Oil	DC	<1940	0	0.30158	0	0.69842	0	78	2294.22	6.29853e-06
Multi-Family with 5+ Units	Natural Gas	DC	<1940	0	0.130714	0	0.869286	0	14	18063.9	0.000101708
Multi-Family with 5+ Units	None	DC	<1940	0	0	0	0	1	104	0	6.00706e-06
Multi-Family with 5+ Units	Other Fuel	DC	<1940	0	0.30158	0	0.69842	0	78	0	3.42907e-06
Multi-Family with 5+ Units	Propane	DC	<1940	0	0.30158	0	0.69842	0	78	0	3.8347e-06
Single-Family Attached	Electricity	DC	1940s	0.323657	0.440661	0.0841504	0.151532	0	12	3429.81	1.44011e-05
Single-Family Attached	Fuel Oil	DC	1940s	0	0.681012	0	0.318988	0	12	0	1.0926e-06
Single-Family Attached	Natural Gas	DC	1940s	0	0.571127	0	0.428873	0	29	8362.29	6.52478e-05
Single-Family Attached	None	DC	1940s	0	0	0	0	1	10	301.228	2.64691e-07
