Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	sampling_probability
None	150-200%	Mobile Home	Not Available	2000s	0	0	0	1	0.125127	537.365	0
None	150-200%	Mobile Home	Not Available	2010s	0	0	0	1	0.312816	454.04	0
None	150-200%	Mobile Home	Not Available	<1940	0	0	0	1	1.26378	70.3301	0
None	150-200%	Mobile Home	Owner	1940s	0	1	0	0	0.791297	17.6624	8.77909e-07
None	150-200%	Mobile Home	Owner	1950s	0	1	0	0	0.399566	226.775	2.40257e-06
None	150-200%	Mobile Home	Owner	1960s	0	1	0	0	0.0861808	470.982	9.87981e-06
None	150-200%	Mobile Home	Owner	1970s	0	1	0	0	0.125354	647.062	5.2953e-05
None	150-200%	Mobile Home	Owner	1980s	0	1	0	0	0.133189	771.079	9.76476e-05
None	150-200%	Mobile Home	Owner	1990s	0	1	0	0	0.10185	640.823	4.16727e-05
None	150-200%	Mobile Home	Owner	2000s	0	1	0	0	0.0783462	348.747	1.94459e-05
None	150-200%	Mobile Home	Owner	2010s	0	1	0	0	0.195865	294.669	1.12746e-05
None	150-200%	Mobile Home	Owner	<1940	0	1	0	0	0.791297	45.6438	1.16623e-06
None	150-200%	Mobile Home	Renter	1940s	0	1	0	0	0.0547299	1.02848	4.63536e-07
None	150-200%	Mobile Home	Renter	1950s	0	1	0	0	0.0276359	13.205	9.77144e-07
None	150-200%	Mobile Home	Renter	1960s	0	1	0	0	0.00596068	27.4252	8.03968e-06
None	150-200%	Mobile Home	Renter	1970s	0	1	0	0	0.00867008	37.6782	1.81719e-05
None	150-200%	Mobile Home	Renter	1980s	0	1	0	0	0.00921196	44.8998	3.9666e-05
None	150-200%	Mobile Home	Renter	1990s	0	1	0	0	0.00704444	37.3149	2.37286e-05
None	150-200%	Mobile Home	Renter	2000s	0	1	0	0	0.0054188	20.3074	1.29797e-05
None	150-200%	Mobile Home	Renter	2010s	0	1	0	0	0.013547	17.1585	7.04319e-06
None	150-200%	Mobile Home	Renter	<1940	0	1	0	0	0.0547299	2.65783	7.25817e-07
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	0.999811	1973.67	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.416588	3071.17	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.566559	3748.85	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.766521	4911.43	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.566559	4000.65	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.374929	2641.29	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.258284	1408.57	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.108313	474.632	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	0.999811	5100.41	0
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1940s	0	1	0	0	0.0076621	13.24	1.26275e-05
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1950s	0	1	0	0	0.00319254	20.6024	3.47819e-05
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1960s	0	1	0	0	0.00434186	25.1485	2.83586e-05
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1970s	0	1	0	0	0.00587428	32.9474	3.3475e-05
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1980s	0	1	0	0	0.00434186	26.8376	2.21491e-05
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1990s	0	1	0	0	0.00287329	17.7186	1.4607e-05
None	150-200%	Multi-Family with 2 - 4 Units	Owner	2000s	0	1	0	0	0.00197938	9.44911	5.73954e-06
None	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0	0.000830061	3.18398	8.18117e-07
None	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0	0.0076621	34.2151	5.62057e-05
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1940s	0	1	0	0	0.832034	1663.6	0.00022766
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1950s	0	1	0	0	0.346681	2588.69	0.000456432
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1960s	0	1	0	0	0.471486	3159.91	0.000492005
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1970s	0	1	0	0	0.637893	4139.84	0.000660443
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1980s	0	1	0	0	0.471486	3372.15	0.000472039
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1990s	0	1	0	0	0.312013	2226.34	0.000351152
None	150-200%	Multi-Family with 2 - 4 Units	Renter	2000s	0	1	0	0	0.214942	1187.28	0.000193342
None	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0	0.0901371	400.067	4.29686e-05
None	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0	0.832034	4299.13	0.000885462
None	150-200%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	1.38211	2763.04	0
None	150-200%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.657269	4266.05	0
None	150-200%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	1.22854	8101.05	0
None	150-200%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	1.67696	11233.2	0
None	150-200%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.08726	7397.24	0
None	150-200%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	0.552843	3712.54	0
None	150-200%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	0.522129	3258.47	0
None	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	0.313278	1860.56	0
None	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	1.38211	7140.34	0
None	150-200%	Multi-Family with 5+ Units	Owner	1940s	0	1	0	0	0.00856805	19.3525	1.29461e-05
None	150-200%	Multi-Family with 5+ Units	Owner	1950s	0	1	0	0	0.00407458	29.8795	3.52694e-05
None	150-200%	Multi-Family with 5+ Units	Owner	1960s	0	1	0	0	0.00761605	56.74	7.67282e-05
None	150-200%	Multi-Family with 5+ Units	Owner	1970s	0	1	0	0	0.0103959	78.6777	0.000104261
None	150-200%	Multi-Family with 5+ Units	Owner	1980s	0	1	0	0	0.0067402	51.8105	3.55438e-05
None	150-200%	Multi-Family with 5+ Units	Owner	1990s	0	1	0	0	0.00342722	26.0027	1.74035e-05
None	150-200%	Multi-Family with 5+ Units	Owner	2000s	0	1	0	0	0.00323682	22.8225	8.7664e-06
None	150-200%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0	0.00194209	13.0314	2.78797e-06
None	150-200%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0	0.00856805	50.0112	2.7924e-05
None	150-200%	Multi-Family with 5+ Units	Renter	1940s	0	1	0	0	1.17263	2319.92	0.000373214
None	150-200%	Multi-Family with 5+ Units	Renter	1950s	0	1	0	0	0.55765	3581.87	0.000771734
None	150-200%	Multi-Family with 5+ Units	Renter	1960s	0	1	0	0	1.04234	6801.83	0.00132506
None	150-200%	Multi-Family with 5+ Units	Renter	1970s	0	1	0	0	1.42279	9431.66	0.00209591
None	150-200%	Multi-Family with 5+ Units	Renter	1980s	0	1	0	0	0.922468	6210.9	0.00133007
None	150-200%	Multi-Family with 5+ Units	Renter	1990s	0	1	0	0	0.469051	3117.13	0.000817775
None	150-200%	Multi-Family with 5+ Units	Renter	2000s	0	1	0	0	0.442993	2735.89	0.000570372
None	150-200%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0	0.265796	1562.17	0.000193518
None	150-200%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0	1.17263	5995.2	0.00114357
None	150-200%	Single-Family Attached	Not Available	1940s	0	0	0	1	0.0863356	108.01	0
None	150-200%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.0561181	148.094	0
None	150-200%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.0863356	289.451	0
None	150-200%	Single-Family Attached	Not Available	1970s	0	0	0	1	0.0863356	248.175	0
None	150-200%	Single-Family Attached	Not Available	1980s	0	0	0	1	0.0949691	307.13	0
None	150-200%	Single-Family Attached	Not Available	1990s	0	0	0	1	0.0647517	235.686	0
None	150-200%	Single-Family Attached	Not Available	2000s	0	0	0	1	0.0431678	114.66	0
None	150-200%	Single-Family Attached	Not Available	2010s	0	0	0	1	0.077702	20.761	0
None	150-200%	Single-Family Attached	Not Available	<1940	0	0	0	1	0.0863356	279.123	0
None	150-200%	Single-Family Attached	Owner	1940s	0	1	0	0	0.0228662	26.7591	1.08674e-05
None	150-200%	Single-Family Attached	Owner	1950s	0	1	0	0	0.0148631	36.6897	1.79466e-05
None	150-200%	Single-Family Attached	Owner	1960s	0	1	0	0	0.0228662	71.7103	1.50984e-05
None	150-200%	Single-Family Attached	Owner	1970s	0	1	0	0	0.0228662	61.4844	1.62182e-05
None	150-200%	Single-Family Attached	Owner	1980s	0	1	0	0	0.0251529	76.0904	1.95439e-05
None	150-200%	Single-Family Attached	Owner	1990s	0	1	0	0	0.0171497	58.3903	1.10923e-05
None	150-200%	Single-Family Attached	Owner	2000s	0	1	0	0	0.0114331	28.4066	1.21018e-06
None	150-200%	Single-Family Attached	Owner	2010s	0	1	0	0	0.0205796	5.14346	3.49948e-07
None	150-200%	Single-Family Attached	Owner	<1940	0	1	0	0	0.0228662	69.1517	3.2017e-05
None	150-200%	Single-Family Attached	Renter	1940s	0	1	0	0	0.020289	27.2471	1.96766e-05
None	150-200%	Single-Family Attached	Renter	1950s	0	1	0	0	0.0131879	37.3587	3.05689e-05
None	150-200%	Single-Family Attached	Renter	1960s	0	1	0	0	0.020289	73.018	3.09074e-05
None	150-200%	Single-Family Attached	Renter	1970s	0	1	0	0	0.020289	62.6056	3.90463e-05
None	150-200%	Single-Family Attached	Renter	1980s	0	1	0	0	0.0223179	77.4779	2.86381e-05
None	150-200%	Single-Family Attached	Renter	1990s	0	1	0	0	0.0152168	59.455	2.77603e-05
None	150-200%	Single-Family Attached	Renter	2000s	0	1	0	0	0.0101445	28.9246	1.15384e-05
None	150-200%	Single-Family Attached	Renter	2010s	0	1	0	0	0.0182601	5.23725	6.24162e-07
None	150-200%	Single-Family Attached	Renter	<1940	0	1	0	0	0.020289	70.4127	4.95369e-05
None	150-200%	Single-Family Detached	Not Available	1940s	0	0	0	1	0.277565	426.468	0
None	150-200%	Single-Family Detached	Not Available	1950s	0	0	0	1	0.122972	696.548	0
None	150-200%	Single-Family Detached	Not Available	1960s	0	0	0	1	0.0913505	389.382	0
None	150-200%	Single-Family Detached	Not Available	1970s	0	0	0	1	0.108918	554.179	0
None	150-200%	Single-Family Detached	Not Available	1980s	0	0	0	1	0.108918	476.144	0
None	150-200%	Single-Family Detached	Not Available	1990s	0	0	0	1	0.0737831	399.692	0
None	150-200%	Single-Family Detached	Not Available	2000s	0	0	0	1	0.0597292	236.511	0
None	150-200%	Single-Family Detached	Not Available	2010s	0	0	0	1	0.0527022	167.388	0
None	150-200%	Single-Family Detached	Not Available	<1940	0	0	0	1	0.277565	1102.09	0
None	150-200%	Single-Family Detached	Owner	1940s	0	1	0	0	0.198177	305.313	8.37668e-05
None	150-200%	Single-Family Detached	Owner	1950s	0	1	0	0	0.0877999	498.666	0.000134219
None	150-200%	Single-Family Detached	Owner	1960s	0	1	0	0	0.0652228	278.762	7.76346e-05
None	150-200%	Single-Family Detached	Owner	1970s	0	1	0	0	0.0777656	396.742	9.80187e-05
None	150-200%	Single-Family Detached	Owner	1980s	0	1	0	0	0.0777656	340.876	3.33726e-05
None	150-200%	Single-Family Detached	Owner	1990s	0	1	0	0	0.0526799	286.143	3.57519e-05
None	150-200%	Single-Family Detached	Owner	2000s	0	1	0	0	0.0426457	169.321	1.62148e-05
None	150-200%	Single-Family Detached	Owner	2010s	0	1	0	0	0.0376285	119.835	1.06536e-05
None	150-200%	Single-Family Detached	Owner	<1940	0	1	0	0	0.198177	788.999	0.000180764
None	150-200%	Single-Family Detached	Renter	1940s	0	1	0	0	0.0066702	10.0991	6.94659e-05
None	150-200%	Single-Family Detached	Renter	1950s	0	1	0	0	0.00295515	16.4947	6.9438e-05
None	150-200%	Single-Family Detached	Renter	1960s	0	1	0	0	0.00219525	9.22082	3.15577e-05
None	150-200%	Single-Family Detached	Renter	1970s	0	1	0	0	0.00261742	13.1233	5.12964e-05
None	150-200%	Single-Family Detached	Renter	1980s	0	1	0	0	0.00261742	11.2754	3.88673e-05
None	150-200%	Single-Family Detached	Renter	1990s	0	1	0	0	0.00177309	9.46497	3.11361e-05
None	150-200%	Single-Family Detached	Renter	2000s	0	1	0	0	0.00143536	5.60075	1.55502e-05
None	150-200%	Single-Family Detached	Renter	2010s	0	1	0	0	0.00126649	3.96387	9.32214e-06
None	150-200%	Single-Family Detached	Renter	<1940	0	1	0	0	0.0066702	26.0983	0.000140968
None	200-300%	Mobile Home	Not Available	1940s	0	0	0	1	2.22522	47.2268	0
None	200-300%	Mobile Home	Not Available	1950s	0	0	0	1	1.12362	606.363	0
None	200-300%	Mobile Home	Not Available	1960s	0	0	0	1	0.24235	1259.34	0
None	200-300%	Mobile Home	Not Available	1970s	0	0	0	1	0.35251	1730.15	0
None	200-300%	Mobile Home	Not Available	1980s	0	0	0	1	0.374541	2061.75	0
None	200-300%	Mobile Home	Not Available	1990s	0	0	0	1	0.286414	1713.47	0
None	200-300%	Mobile Home	Not Available	2000s	0	0	0	1	0.220318	932.498	0
None	200-300%	Mobile Home	Not Available	2010s	0	0	0	1	0.550796	787.903	0
None	200-300%	Mobile Home	Not Available	<1940	0	0	0	1	2.22522	122.045	0
None	200-300%	Mobile Home	Owner	1940s	0	1	0	0	1.57929	32.7824	1.05672e-06
None	200-300%	Mobile Home	Owner	1950s	0	1	0	0	0.797464	420.906	1.98814e-06
None	200-300%	Mobile Home	Owner	1960s	0	1	0	0	0.172002	874.168	3.51025e-05
None	200-300%	Mobile Home	Owner	1970s	0	1	0	0	0.250185	1200.98	7.29213e-05
None	200-300%	Mobile Home	Owner	1980s	0	1	0	0	0.265821	1431.16	5.56829e-05
None	200-300%	Mobile Home	Owner	1990s	0	1	0	0	0.203275	1189.4	6.17467e-05
None	200-300%	Mobile Home	Owner	2000s	0	1	0	0	0.156366	647.292	4.84646e-05
None	200-300%	Mobile Home	Owner	2010s	0	1	0	0	0.390914	546.922	1.40059e-05
None	200-300%	Mobile Home	Owner	<1940	0	1	0	0	1.57929	84.7173	1.08161e-06
None	200-300%	Mobile Home	Renter	1940s	0	1	0	0	0.0550022	1.31465	8.52938e-07
None	200-300%	Mobile Home	Renter	1950s	0	1	0	0	0.0277734	16.8793	1.79564e-06
None	200-300%	Mobile Home	Renter	1960s	0	1	0	0	0.00599033	35.0562	1.63317e-05
None	200-300%	Mobile Home	Renter	1970s	0	1	0	0	0.00871321	48.1621	3.66314e-05
None	200-300%	Mobile Home	Renter	1980s	0	1	0	0	0.00925779	57.393	5.31339e-05
None	200-300%	Mobile Home	Renter	1990s	0	1	0	0	0.00707949	47.6978	3.97779e-05
None	200-300%	Mobile Home	Renter	2000s	0	1	0	0	0.00544576	25.9579	2.66586e-05
None	200-300%	Mobile Home	Renter	2010s	0	1	0	0	0.0136144	21.9328	1.40318e-05
None	200-300%	Mobile Home	Renter	<1940	0	1	0	0	0.0550022	3.39736	1.19874e-06
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	2.26764	4102.75	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.944851	6384.18	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	1.285	7792.91	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	1.73853	10209.6	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	1.285	8316.34	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.850366	5490.56	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.585807	2928.05	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.245661	986.639	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	2.26764	10602.4	0
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1940s	0	1	0	0	0.0413468	85.38	3.70456e-05
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1950s	0	1	0	0	0.0172278	132.858	9.13515e-05
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1960s	0	1	0	0	0.0234298	162.174	7.54559e-05
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1970s	0	1	0	0	0.0316992	212.466	8.62079e-05
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1980s	0	1	0	0	0.0234298	173.067	6.23433e-05
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1990s	0	1	0	0	0.015505	114.261	3.87575e-05
None	200-300%	Multi-Family with 2 - 4 Units	Owner	2000s	0	1	0	0	0.0106813	60.9341	2.00246e-05
None	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0	0.00447924	20.5324	2.24301e-06
None	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0	0.0413468	220.642	0.000149932
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1940s	0	1	0	0	1.69525	3004.42	0.000316802
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1950s	0	1	0	0	0.706352	4675.1	0.000672487
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1960s	0	1	0	0	0.960639	5706.7	0.000663072
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1970s	0	1	0	0	1.29969	7476.43	0.000856802
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1980s	0	1	0	0	0.960639	6090	0.00063439
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1990s	0	1	0	0	0.635717	4020.7	0.000448267
None	200-300%	Multi-Family with 2 - 4 Units	Renter	2000s	0	1	0	0	0.437939	2144.2	0.000235239
None	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0	0.183652	722.51	4.59587e-05
None	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0	1.69525	7764.1	0.0013512
None	200-300%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	3.47904	6433.97	0
None	200-300%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	1.65447	9933.83	0
None	200-300%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	3.09248	18863.9	0
None	200-300%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	4.22123	26157.4	0
None	200-300%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	2.73684	17225.1	0
None	200-300%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	1.39161	8644.94	0
None	200-300%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	1.3143	7587.62	0
None	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	0.788581	4332.46	0
None	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	3.47904	16626.9	0
None	200-300%	Multi-Family with 5+ Units	Owner	1940s	0	1	0	0	0.0521099	90.8058	4.64287e-05
None	200-300%	Multi-Family with 5+ Units	Owner	1950s	0	1	0	0	0.0247812	140.201	0.000107642
None	200-300%	Multi-Family with 5+ Units	Owner	1960s	0	1	0	0	0.0463199	266.236	0.000194905
None	200-300%	Multi-Family with 5+ Units	Owner	1970s	0	1	0	0	0.0632267	369.172	0.000258503
None	200-300%	Multi-Family with 5+ Units	Owner	1980s	0	1	0	0	0.0409931	243.106	0.000103514
None	200-300%	Multi-Family with 5+ Units	Owner	1990s	0	1	0	0	0.020844	122.01	5.85539e-05
None	200-300%	Multi-Family with 5+ Units	Owner	2000s	0	1	0	0	0.019686	107.088	3.36466e-05
None	200-300%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0	0.0118116	61.1461	1.40453e-05
None	200-300%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0	0.0521099	234.663	9.44077e-05
None	200-300%	Multi-Family with 5+ Units	Renter	1940s	0	1	0	0	2.6792	4996.06	0.000529488
None	200-300%	Multi-Family with 5+ Units	Renter	1950s	0	1	0	0	1.27411	7713.75	0.0011194
None	200-300%	Multi-Family with 5+ Units	Renter	1960s	0	1	0	0	2.38151	14648.1	0.00205682
None	200-300%	Multi-Family with 5+ Units	Renter	1970s	0	1	0	0	3.25076	20311.6	0.00320431
None	200-300%	Multi-Family with 5+ Units	Renter	1980s	0	1	0	0	2.10764	13375.5	0.00204532
None	200-300%	Multi-Family with 5+ Units	Renter	1990s	0	1	0	0	1.07168	6712.91	0.00128568
None	200-300%	Multi-Family with 5+ Units	Renter	2000s	0	1	0	0	1.01214	5891.89	0.000816959
None	200-300%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0	0.607285	3364.21	0.00033784
None	200-300%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0	2.6792	12911	0.0016435
None	200-300%	Single-Family Attached	Not Available	1940s	0	0	0	1	0.367157	495.137	0
None	200-300%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.238652	678.887	0
None	200-300%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.367157	1326.89	0
None	200-300%	Single-Family Attached	Not Available	1970s	0	0	0	1	0.367157	1137.68	0
None	200-300%	Single-Family Attached	Not Available	1980s	0	0	0	1	0.403872	1407.94	0
None	200-300%	Single-Family Attached	Not Available	1990s	0	0	0	1	0.275367	1080.42	0
None	200-300%	Single-Family Attached	Not Available	2000s	0	0	0	1	0.183578	525.622	0
None	200-300%	Single-Family Attached	Not Available	2010s	0	0	0	1	0.330441	95.1718	0
None	200-300%	Single-Family Attached	Not Available	<1940	0	0	0	1	0.367157	1279.55	0
None	200-300%	Single-Family Attached	Owner	1940s	0	1	0	0	0.13484	173.034	1.3541e-05
None	200-300%	Single-Family Attached	Owner	1950s	0	1	0	0	0.087646	237.249	9.82516e-06
None	200-300%	Single-Family Attached	Owner	1960s	0	1	0	0	0.13484	463.705	1.13983e-05
None	200-300%	Single-Family Attached	Owner	1970s	0	1	0	0	0.13484	397.58	1.46662e-05
None	200-300%	Single-Family Attached	Owner	1980s	0	1	0	0	0.148324	492.028	1.98828e-05
None	200-300%	Single-Family Attached	Owner	1990s	0	1	0	0	0.10113	377.572	2.67047e-05
None	200-300%	Single-Family Attached	Owner	2000s	0	1	0	0	0.06742	183.688	4.3114e-06
None	200-300%	Single-Family Attached	Owner	2010s	0	1	0	0	0.121356	33.2594	1.4592e-06
None	200-300%	Single-Family Attached	Owner	<1940	0	1	0	0	0.13484	447.16	3.74533e-05
None	200-300%	Single-Family Attached	Renter	1940s	0	1	0	0	0.0568543	82.7632	3.50345e-05
None	200-300%	Single-Family Attached	Renter	1950s	0	1	0	0	0.0369553	113.477	3.04785e-05
None	200-300%	Single-Family Attached	Renter	1960s	0	1	0	0	0.0568543	221.793	5.43848e-05
None	200-300%	Single-Family Attached	Renter	1970s	0	1	0	0	0.0568543	190.165	7.93169e-05
None	200-300%	Single-Family Attached	Renter	1980s	0	1	0	0	0.0625397	235.34	6.33483e-05
None	200-300%	Single-Family Attached	Renter	1990s	0	1	0	0	0.0426407	180.595	5.79059e-05
None	200-300%	Single-Family Attached	Renter	2000s	0	1	0	0	0.0284272	87.8589	2.5323e-05
None	200-300%	Single-Family Attached	Renter	2010s	0	1	0	0	0.0511689	15.9082	2.74986e-06
None	200-300%	Single-Family Attached	Renter	<1940	0	1	0	0	0.0568543	213.879	6.65904e-05
None	200-300%	Single-Family Detached	Not Available	1940s	0	0	0	1	1.29881	1844.53	0
None	200-300%	Single-Family Detached	Not Available	1950s	0	0	0	1	0.575423	3012.66	0
None	200-300%	Single-Family Detached	Not Available	1960s	0	0	0	1	0.427457	1684.12	0
None	200-300%	Single-Family Detached	Not Available	1970s	0	0	0	1	0.509661	2396.89	0
None	200-300%	Single-Family Detached	Not Available	1980s	0	0	0	1	0.509661	2059.38	0
None	200-300%	Single-Family Detached	Not Available	1990s	0	0	0	1	0.345254	1728.71	0
None	200-300%	Single-Family Detached	Not Available	2000s	0	0	0	1	0.279491	1022.94	0
None	200-300%	Single-Family Detached	Not Available	2010s	0	0	0	1	0.24661	723.975	0
None	200-300%	Single-Family Detached	Not Available	<1940	0	0	0	1	1.29881	4766.68	0
None	200-300%	Single-Family Detached	Owner	1940s	0	1	0	0	1.00266	1392.22	0.000194104
None	200-300%	Single-Family Detached	Owner	1950s	0	1	0	0	0.444215	2273.9	0.000285536
None	200-300%	Single-Family Detached	Owner	1960s	0	1	0	0	0.329989	1271.15	0.000126174
None	200-300%	Single-Family Detached	Owner	1970s	0	1	0	0	0.393448	1809.13	0.000244808
None	200-300%	Single-Family Detached	Owner	1980s	0	1	0	0	0.393448	1554.38	0.000146916
None	200-300%	Single-Family Detached	Owner	1990s	0	1	0	0	0.266529	1304.8	0.000141258
None	200-300%	Single-Family Detached	Owner	2000s	0	1	0	0	0.215762	772.097	7.75623e-05
None	200-300%	Single-Family Detached	Owner	2010s	0	1	0	0	0.190378	546.444	1.52633e-05
None	200-300%	Single-Family Detached	Owner	<1940	0	1	0	0	1.00266	3597.81	0.000373913
None	200-300%	Single-Family Detached	Renter	1940s	0	1	0	0	0.0189894	31.7594	0.000170312
None	200-300%	Single-Family Detached	Renter	1950s	0	1	0	0	0.00841304	51.8724	0.000145838
None	200-300%	Single-Family Detached	Renter	1960s	0	1	0	0	0.00624969	28.9975	8.53379e-05
None	200-300%	Single-Family Detached	Renter	1970s	0	1	0	0	0.00745155	41.2701	0.000108187
None	200-300%	Single-Family Detached	Renter	1980s	0	1	0	0	0.00745155	35.4587	8.40133e-05
None	200-300%	Single-Family Detached	Renter	1990s	0	1	0	0	0.00504783	29.7653	7.74447e-05
None	200-300%	Single-Family Detached	Renter	2000s	0	1	0	0	0.00408634	17.6132	4.93114e-05
None	200-300%	Single-Family Detached	Renter	2010s	0	1	0	0	0.00360559	12.4655	2.71615e-05
None	200-300%	Single-Family Detached	Renter	<1940	0	1	0	0	0.0189894	82.0735	0.000340976
None	300-400%	Mobile Home	Not Available	1940s	0	0	0	1	0.552703	12.5681	0
None	300-400%	Mobile Home	Not Available	1950s	0	0	0	1	0.279088	161.366	0
None	300-400%	Mobile Home	Not Available	1960s	0	0	0	1	0.0601954	335.137	0
None	300-400%	Mobile Home	Not Available	1970s	0	0	0	1	0.0875569	460.43	0
None	300-400%	Mobile Home	Not Available	1980s	0	0	0	1	0.0930292	548.677	0
None	300-400%	Mobile Home	Not Available	1990s	0	0	0	1	0.07114	455.99	0
None	300-400%	Mobile Home	Not Available	2000s	0	0	0	1	0.0547231	248.157	0
None	300-400%	Mobile Home	Not Available	2010s	0	0	0	1	0.136808	209.678	0
None	300-400%	Mobile Home	Not Available	<1940	0	0	0	1	0.552703	32.4788	0
None	300-400%	Mobile Home	Owner	1940s	0	1	0	0	0.443908	10.36	2.39373e-07
None	300-400%	Mobile Home	Owner	1950s	0	1	0	0	0.224151	133.016	6.47046e-07
None	300-400%	Mobile Home	Owner	1960s	0	1	0	0	0.0483464	276.258	3.52428e-06
None	300-400%	Mobile Home	Owner	1970s	0	1	0	0	0.070322	379.538	2.4949e-05
