Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Cooling Only	Option=Heating and Cooling	Option=Heating Only	Option=None	Option=Void	source_count	source_weight	sampling_probability
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1940s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1940s	0	0	0	1	0	12	0	1.11512e-05
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1940s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1940s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1940s	0.25757	0.293814	0.131547	0.31707	0	10	21135.6	0.000209806
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heating	1940s	0	0	0	0	1	13	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heating	1940s	0	0	0	0	1	3	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heating	1940s	0	0	0	0	1	41	2628.74	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1940s	0	0	0.355066	0.644934	0	33	83136.7	0.000571536
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1940s	0	0	0.503736	0.496264	0	84	248945	0.00172863
Multi-Family with 2 - 4 Units	Central AC	None	1940s	0.138246	0	0	0.861754	0	15	756.068	1.99918e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1940s	0	0	0	0	1	15	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	None	1940s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1940s	0	0	0	0	1	12	511.543	0
Multi-Family with 2 - 4 Units	None	None	1940s	0	0	0	1	0	12	8210.54	3.12131e-05
Multi-Family with 2 - 4 Units	Room AC	None	1940s	0	0	0	1	0	12	4095.18	1.79073e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1950s	0	0	0	0	1	47	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	1950s	0	0	0	1	0	47	11582.8	0.000410349
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	1950s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	1950s	0	0	0	0	1	24	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1950s	0	0	0	0	1	24	12736.1	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1950s	0	0	0	0	1	66	13034.6	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1950s	0.0321155	0.179359	0.108086	0.680439	0	40	68140	0.000980098
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heating	1950s	0	0	0	0	1	40	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heating	1950s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heating	1950s	0	0	0	0	1	20	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1950s	0	0	0.823726	0.176274	0	19	27067.4	0.000358826
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1950s	0	0	0.434036	0.565964	0	16	200469	0.00139485
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1950s	0	0	0	0	1	15	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heat Pump	1950s	0	0	0	0	1	15	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1950s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1950s	0	0	0	1	0	12	0	2.22808e-07
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1950s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1950s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1950s	0.123551	0.140937	0.343366	0.392146	0	13	22926.2	0.000342465
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heating	1950s	0	0	0	0	1	13	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heating	1950s	0	0	0	0	1	3	6363.2	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heating	1950s	0	0	0	0	1	41	0	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1950s	0	0	0.49908	0.50092	0	40	75073.4	0.000834961
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1950s	0	0	0.577132	0.422868	0	29	274834	0.00276605
Multi-Family with 2 - 4 Units	Central AC	None	1950s	0.138246	0	0	0.861754	0	15	15899.8	4.37356e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1950s	0	0	0	0	1	15	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	None	1950s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1950s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	None	None	1950s	0	0	0	1	0	12	26399.3	5.44702e-05
Multi-Family with 2 - 4 Units	Room AC	None	1950s	0	0	0	1	0	12	11545.3	3.15322e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1960s	0	0	0	0	1	24	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	1960s	0	0	0	1	0	24	69369.5	0.00081729
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	1960s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	1960s	0	0	0	0	1	31	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1960s	0	0	0	0	1	31	0	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1960s	0	0	0	0	1	36	20594.5	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1960s	0.0660011	0.13635	0.174309	0.62334	0	30	289733	0.00231832
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heating	1960s	0	0	0	0	1	74	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heating	1960s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heating	1960s	0	0	0	0	1	30	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1960s	0	0	0.465658	0.534342	0	30	72440.2	0.000642424
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1960s	0	0	0.863446	0.136554	0	16	133941	0.000891233
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1960s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heat Pump	1960s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1960s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1960s	0	0	0	1	0	10	0	6.23902e-05
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1960s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1960s	0	0	0	0	1	10	12236.7	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1960s	0.0900667	0.0658588	0.245196	0.598878	0	16	59281.4	0.000713621
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heating	1960s	0	0	0	0	1	16	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heating	1960s	0	0	0	0	1	3	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heating	1960s	0	0	0	0	1	23	0	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1960s	0	0	0.224222	0.775778	0	12	87272.2	0.000625958
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1960s	0	0	0.487727	0.512273	0	32	307280	0.00211448
Multi-Family with 2 - 4 Units	Central AC	None	1960s	0.278502	0	0	0.721498	0	10	29641.5	3.74434e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1960s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	None	1960s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1960s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	None	None	1960s	0	0	0	1	0	10	3001.7	5.01508e-05
Multi-Family with 2 - 4 Units	Room AC	None	1960s	0	0	0	1	0	10	30991.9	7.72618e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1970s	0	0	0	0	1	24	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	1970s	0	0	0	1	0	18	149263	0.00148117
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	1970s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	1970s	0	0	0	0	1	31	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1970s	0	0	0	0	1	31	6781.64	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1970s	0	0	0	0	1	36	10167.1	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1970s	0.172325	0.145986	0.0439256	0.637764	0	44	427962	0.00369554
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heating	1970s	0	0	0	0	1	74	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heating	1970s	0	0	0	0	1	2	18894.8	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heating	1970s	0	0	0	0	1	30	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1970s	0	0	0.445583	0.554417	0	21	152137	0.000922859
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1970s	0	0	0.739468	0.260532	0	17	164984	0.000832711
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1970s	0	0	0	0	1	10	9684.78	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heat Pump	1970s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1970s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1970s	0	0	0	1	0	10	0	0.00018775
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1970s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1970s	0	0	0	0	1	10	14571.9	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1970s	0.145857	0.106654	0.124092	0.623397	0	12	95702.2	0.00103014
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heating	1970s	0	0	0	0	1	16	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heating	1970s	0	0	0	0	1	3	6902.11	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heating	1970s	0	0	0	0	1	23	12343.7	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1970s	0	0	0.487414	0.512586	0	10	98009.6	0.00102391
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1970s	0	0	0.521099	0.478901	0	32	275410	0.00279216
Multi-Family with 2 - 4 Units	Central AC	None	1970s	0.278502	0	0	0.721498	0	10	67503.1	5.09425e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1970s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	None	1970s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1970s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	None	None	1970s	0	0	0	1	0	10	37306.2	6.49153e-05
Multi-Family with 2 - 4 Units	Room AC	None	1970s	0	0	0	1	0	10	10092.1	8.57814e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1980s	0	0	0	0	1	30	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	1980s	0	0	0	1	0	14	130183	0.00207802
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	1980s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	1980s	0	0	0	0	1	18	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1980s	0	0	0	0	1	18	16383.7	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1980s	0	0	0	0	1	20	4582.31	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1980s	0.105843	0.162908	0.0830503	0.648199	0	48	504115	0.00317419
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heating	1980s	0	0	0	0	1	80	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heating	1980s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heating	1980s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1980s	0	0	0.378686	0.621314	0	11	77317.5	0.000404675
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1980s	0	0	0.613513	0.386487	0	12	140913	0.000822658
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1980s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heat Pump	1980s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1980s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1980s	0	0	0	1	0	11	0	8.48023e-05
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1980s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1980s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1980s	0.191034	0.117267	0.140616	0.551083	0	10	72660.8	0.000793653
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heating	1980s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heating	1980s	0	0	0	0	1	3	6917.8	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heating	1980s	0	0	0	0	1	35	0	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1980s	0	0	0.426203	0.573797	0	19	117572	0.00112501
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1980s	0	0	0.665161	0.334839	0	21	207768	0.00153591
Multi-Family with 2 - 4 Units	Central AC	None	1980s	0.511849	0	0	0.488151	0	10	78316.2	5.88779e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1980s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	None	1980s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1980s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	None	None	1980s	0	0	0	1	0	11	46121.6	6.12784e-05
Multi-Family with 2 - 4 Units	Room AC	None	1980s	0	0	0	1	0	11	28494.2	3.39255e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1990s	0	0	0	0	1	30	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	1990s	0	0	0	1	0	16	145611	0.00150826
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	1990s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	1990s	0	0	0	0	1	18	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1990s	0	0	0	0	1	18	48007.6	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1990s	0	0	0	0	1	20	0	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1990s	0.156971	0.190581	0.020053	0.632395	0	32	318984	0.00261015
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heating	1990s	0	0	0	0	1	80	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heating	1990s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heating	1990s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	1990s	0	0	0.378686	0.621314	0	11	7290.6	0.000248227
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1990s	0	0	0.567399	0.432601	0	19	66774.3	0.000540714
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1990s	0	0	0	0	1	11	6034.28	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heat Pump	1990s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	1990s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heat Pump	1990s	0	0	0	1	0	11	0	9.84263e-05
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1990s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1990s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1990s	0.191034	0.117267	0.140616	0.551083	0	10	25970.3	0.000429664
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heating	1990s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heating	1990s	0	0	0	0	1	3	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heating	1990s	0	0	0	0	1	35	0	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1990s	0	0	0.437048	0.562952	0	16	123460	0.000813583
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1990s	0	0	0.417559	0.582441	0	13	146222	0.0011724
Multi-Family with 2 - 4 Units	Central AC	None	1990s	0.511849	0	0	0.488151	0	10	20798.2	4.52105e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1990s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	None	1990s	0	0	0	0	1	1	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1990s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	None	None	1990s	0	0	0	1	0	11	15281.2	4.25241e-05
Multi-Family with 2 - 4 Units	Room AC	None	1990s	0	0	0	1	0	11	25300.8	2.39466e-05
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	2000s	0	0	0	0	1	13	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	2000s	0	0	0	1	0	13	85245.8	0.000859697
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	2000s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	2000s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	2000s	0	0	0	0	1	12	39166.8	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	2000s	0	0	0	0	1	17	7308.61	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	2000s	0.222921	0.101661	0.115405	0.560013	0	33	261286	0.00260326
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heating	2000s	0	0	0	0	1	33	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heating	2000s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heating	2000s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	2000s	0	0	0.621121	0.378879	0	12	51483.6	0.000357069
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	2000s	0	0	0.628445	0.371555	0	17	37853.1	0.000357111
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	2000s	0	0	0	0	1	3	11853.7	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heat Pump	2000s	0	0	0	0	1	9	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	2000s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heat Pump	2000s	0	0	0	1	0	18	0	0.000138586
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	2000s	0	0	0	0	1	18	11954.6	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	2000s	0	0	0	0	1	18	0	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	2000s	0.268156	0.0892579	0.016137	0.626449	0	10	26270.6	0.000578041
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heating	2000s	0	0	0	0	1	9	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heating	2000s	0	0	0	0	1	3	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heating	2000s	0	0	0	0	1	15	0	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	2000s	0	0	0.478326	0.521674	0	15	24942.3	0.000281968
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	2000s	0	0	0.502723	0.497277	0	11	93070.4	0.000613885
Multi-Family with 2 - 4 Units	Central AC	None	2000s	0.328519	0	0	0.671481	0	29	44908	3.88989e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	2000s	0	0	0	0	1	9	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	None	2000s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	2000s	0	0	0	0	1	18	13188.5	0
Multi-Family with 2 - 4 Units	None	None	2000s	0	0	0	1	0	18	10491.3	2.72081e-05
Multi-Family with 2 - 4 Units	Room AC	None	2000s	0	0	0	1	0	18	0	9.10391e-06
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	2010s	0	0	0	0	1	31	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	2010s	0	0	0	1	0	31	48335.5	0.000428432
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	2010s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	2010s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	2010s	0	0	0	0	1	11	28550.6	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	2010s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	2010s	0.18241	0.301568	0.0589878	0.457034	0	24	186236	0.00111224
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heating	2010s	0	0	0	0	1	24	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heating	2010s	0	0	0	0	1	2	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heating	2010s	0	0	0	0	1	11	8467.29	0
Multi-Family with 2 - 4 Units	None	Ducted Heating	2010s	0	0	0.62418	0.37582	0	11	23984.8	8.72281e-05
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	2010s	0	0	0.62418	0.37582	0	11	14688.4	8.03648e-05
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	2010s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heat Pump	2010s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heat Pump	2010s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heat Pump	2010s	0	0	0	1	0	11	0	6.26814e-05
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	2010s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	2010s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	2010s	0.18876	0.07832	0	0.73292	0	10	34602.3	0.000305492
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Non-Ducted Heating	2010s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Non-Ducted Heating	2010s	0	0	0	0	1	3	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Non-Ducted Heating	2010s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	2010s	0	0	0.592817	0.407183	0	10	27651.1	8.76887e-05
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	2010s	0	0	0.592817	0.407183	0	10	29965.8	0.000241741
Multi-Family with 2 - 4 Units	Central AC	None	2010s	0.2048	0	0	0.7952	0	10	34771.8	2.0313e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	2010s	0	0	0	0	1	10	0	0
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	None	2010s	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	2010s	0	0	0	0	1	11	0	0
Multi-Family with 2 - 4 Units	None	None	2010s	0	0	0	1	0	11	0	5.1907e-06
Multi-Family with 2 - 4 Units	Room AC	None	2010s	0	0	0	1	0	11	1802.26	7.79044e-06
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	<1940	0	0	0	0	1	38	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	Ducted Heat Pump	<1940	0	0	0	1	0	38	21232.4	0.000659901
Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Ducted Heat Pump	<1940	0	0	0	0	1	0	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Ducted Heat Pump	<1940	0	0	0	0	1	21	0	0
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	<1940	0	0	0	0	1	21	9864.72	0
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	<1940	0	0	0	0	1	49	20337.5	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	<1940	0.0552619	0.308628	0.185987	0.450124	0	32	244323	0.00341709
