Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=2ft R5 Under, Horizontal	Option=2ft R10 Under, Horizontal	Option=4ft R5 Under, Horizontal	Option=2ft R5 Perimeter, Vertical	Option=2ft R10 Perimeter, Vertical	Option=R10 Whole Slab, Horizontal	sampling_probability
CR11	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.7436e-06
CR02	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.89467e-06
CR03	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.52213e-06
CR04	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.15398e-05
CR05	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.18363e-05
CR06	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.84559e-06
CR07	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.39106e-05
CR08	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	3.23207e-05
CR09	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.75399e-06
CR10	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.10191e-06
CR11	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.28216e-06
CR02	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.00013408
CR03	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000182215
CR04	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000390971
CR05	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000150485
CR06	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	5.09234e-05
CR07	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000247598
CR08	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000231583
CR09	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000356153
CR10	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.67312e-05
CR11	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	5.86439e-05
CR02	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000138368
CR03	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.27245e-05
CR04	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000367778
CR05	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000143312
CR06	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.4308e-05
CR07	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000196319
CR08	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000220972
CR09	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000312806
CR10	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.75051e-05
CR11	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	3.75849e-05
CR02	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.90245e-05
CR03	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	3.01622e-05
CR04	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.37836e-05
CR05	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.49645e-05
CR06	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000133432
CR07	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.00017983
CR08	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000237822
CR09	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000107482
CR10	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.88825e-05
CR11	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.53415e-05
CR02	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.84705e-05
CR03	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.66236e-05
CR04	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	3.70187e-05
CR05	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.72069e-05
CR06	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.47079e-05
CR07	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000116144
CR08	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000167153
CR09	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	7.13659e-05
CR10	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	7.04015e-06
CR11	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.36528e-05
CR02	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	<1940	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1940s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1950s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1960s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1970s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.63432e-05
CR03	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.97431e-05
CR04	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	7.44321e-05
CR05	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.08084e-05
CR06	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.82375e-06
CR07	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.38901e-05
CR08	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.18654e-05
CR09	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	7.3058e-05
CR10	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.03198e-06
CR11	1980s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.32145e-05
CR02	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	3.67277e-05
CR03	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.98691e-05
CR04	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000107784
CR05	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	3.62981e-05
CR06	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.14331e-05
CR07	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	7.90198e-05
CR08	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	7.19447e-05
CR09	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.83901e-05
CR10	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	5.02454e-06
CR11	1990s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.13329e-05
CR02	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.49436e-05
CR03	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.33958e-06
CR04	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.77066e-05
CR05	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.38048e-05
CR06	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.79998e-05
CR07	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.06813e-05
CR08	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.00011922
CR09	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	3.77272e-05
CR10	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.22039e-06
CR11	2000s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.55151e-06
CR02	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.06208e-06
CR03	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.70451e-06
CR04	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	4.61545e-06
CR05	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.67799e-05
CR06	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.71713e-05
CR07	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.03355e-05
CR08	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	5.2201e-05
CR09	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.29772e-05
CR10	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	1.39804e-06
CR11	2010s	Single-Family Attached	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.36672e-07
CR02	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	<1940	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1940s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1950s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1960s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR03	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR04	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR05	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR06	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR07	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR08	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR09	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR10	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR11	1970s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0
CR02	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000185039
CR03	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000250648
CR04	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000515303
CR05	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000205402
CR06	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.77005e-05
CR07	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000394042
CR08	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000503964
CR09	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000760768
CR10	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.65623e-05
CR11	1980s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000104035
CR02	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.0002443
CR03	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000210694
CR04	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000802985
CR05	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000304877
CR06	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.0001376
CR07	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000372808
CR08	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000581425
CR09	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000839114
CR10	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.99006e-05
CR11	1990s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.76226e-05
CR02	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000195321
CR03	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.03921e-05
CR04	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.00022502
CR05	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000316385
CR06	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000360884
CR07	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000202592
CR08	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.000725944
CR09	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	0.00041329
CR10	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	9.27494e-05
CR11	2000s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	8.21062e-05
CR02	2010s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.1157e-05
CR03	2010s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	2.26225e-05
CR04	2010s	Single-Family Detached	Unvented Crawlspace	1	0	0	0	0	0	0	0	6.05468e-05
