Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	sampling_probability
Middle Atlantic	Single-Family Attached	4000+	Unheated Basement	2	1980-99	0	0	0	1	0	0	2.76646e-06
Middle Atlantic	Single-Family Attached	0-1499	Unheated Basement	3	1980-99	0	0	0	1	28	6045.32	1.36607e-06
Middle Atlantic	Single-Family Attached	1500-2499	Unheated Basement	3	1980-99	0	0	0	1	10	19423.7	3.06839e-05
Middle Atlantic	Single-Family Attached	2500-3999	Unheated Basement	3	1980-99	0	0	0	1	0	0	1.03855e-06
Middle Atlantic	Single-Family Attached	4000+	Unheated Basement	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unheated Basement	4+	1980-99	0	0	0	1	28	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Unheated Basement	4+	1980-99	0	0	0	1	46	0	0
Middle Atlantic	Single-Family Attached	2500-3999	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	4000+	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Detached	0-1499	Unheated Basement	1	1980-99	0.441888	0	0	0.558112	15	3511.47	0.000364897
Middle Atlantic	Single-Family Detached	1500-2499	Unheated Basement	1	1980-99	0.211208	0.371934	0	0.416858	30	35005.4	0.000622523
Middle Atlantic	Single-Family Detached	2500-3999	Unheated Basement	1	1980-99	0.283608	0.554118	0	0.162274	18	20507.5	0.000168254
Middle Atlantic	Single-Family Detached	4000+	Unheated Basement	1	1980-99	0	0.927156	0.0728437	0	17	4163.11	1.23826e-05
Middle Atlantic	Single-Family Detached	0-1499	Unheated Basement	2	1980-99	0.410545	0	0	0.589455	22	16598.8	6.71816e-05
Middle Atlantic	Single-Family Detached	1500-2499	Unheated Basement	2	1980-99	0.0707166	0.588052	0	0.341232	11	39437.5	0.000332387
Middle Atlantic	Single-Family Detached	2500-3999	Unheated Basement	2	1980-99	0.0834758	0.827155	0	0.0893695	19	85836.8	0.000353446
Middle Atlantic	Single-Family Detached	4000+	Unheated Basement	2	1980-99	0	1	0	0	13	26339.2	6.47559e-05
Middle Atlantic	Single-Family Detached	0-1499	Unheated Basement	3	1980-99	0	0	0	1	37	0	3.43637e-06
Middle Atlantic	Single-Family Detached	1500-2499	Unheated Basement	3	1980-99	0.133229	0.583878	0	0.282893	114	0	6.44821e-06
Middle Atlantic	Single-Family Detached	2500-3999	Unheated Basement	3	1980-99	0.111017	0.646081	0.0883509	0.154551	88	5516.91	1.69169e-05
Middle Atlantic	Single-Family Detached	4000+	Unheated Basement	3	1980-99	0	0.927156	0.0728437	0	17	0	2.40596e-06
Middle Atlantic	Single-Family Detached	0-1499	Unheated Basement	4+	1980-99	0	0	0	1	37	0	0
Middle Atlantic	Single-Family Detached	1500-2499	Unheated Basement	4+	1980-99	0.133229	0.583878	0	0.282893	114	0	0
Middle Atlantic	Single-Family Detached	2500-3999	Unheated Basement	4+	1980-99	0.111017	0.646081	0.0883509	0.154551	88	0	0
Middle Atlantic	Single-Family Detached	4000+	Unheated Basement	4+	1980-99	0	0.927156	0.0728437	0	17	0	0
Middle Atlantic	Mobile Home	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	26	17987	1.97445e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	24	4604.01	3.44119e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	1.94722e-08
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	1.97183e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	26	17987	0.000132081
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	24	4604.01	2.30198e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	1.30259e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	1.31905e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	26	17987	1.16059e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	24	4604.01	1.97548e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	1.26165e-08
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	1.00133e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	26	17987	5.92866e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	24	4604.01	1.00914e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	6.44491e-10
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	5.1151e-09
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	61	37091.3	2.60962e-05
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	16	2044.98	2.26645e-06
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	1.17346e-07
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	1.70197e-08
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	61	37091.3	0.000148801
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	16	2044.98	1.29217e-05
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	5.81625e-07
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	8.63878e-08
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	61	37091.3	0.000155142
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	16	2044.98	1.4307e-05
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	1.14031e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	1.35932e-07
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	61	37091.3	7.30525e-05
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	16	2044.98	7.28058e-06
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	8.62013e-07
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	8.46605e-08
Middle Atlantic	Single-Family Attached	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	28	0	2.90675e-05
Middle Atlantic	Single-Family Attached	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	46	0	2.63102e-05
Middle Atlantic	Single-Family Attached	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	3.13732e-06
Middle Atlantic	Single-Family Attached	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	17	0	3.17407e-05
Middle Atlantic	Single-Family Attached	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	33	4997.04	5.86383e-05
Middle Atlantic	Single-Family Attached	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	1.0343e-05
Middle Atlantic	Single-Family Attached	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	9.95802e-07
Middle Atlantic	Single-Family Attached	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	28	0	5.05365e-07
Middle Atlantic	Single-Family Attached	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	10	2771.1	1.13875e-05
Middle Atlantic	Single-Family Attached	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	3.85717e-07
Middle Atlantic	Single-Family Attached	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	28	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	46	0	0
Middle Atlantic	Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Detached	0-1499	Unvented Crawlspace	1	1980-99	0.441888	0	0	0.558112	15	0	0.000135134
Middle Atlantic	Single-Family Detached	1500-2499	Unvented Crawlspace	1	1980-99	0.211208	0.371934	0	0.416858	30	0	0.000236953
Middle Atlantic	Single-Family Detached	2500-3999	Unvented Crawlspace	1	1980-99	0.283608	0.554118	0	0.162274	18	2437.51	6.47159e-05
Middle Atlantic	Single-Family Detached	4000+	Unvented Crawlspace	1	1980-99	0	0.927156	0.0728437	0	17	0	4.77952e-06
Middle Atlantic	Single-Family Detached	0-1499	Unvented Crawlspace	2	1980-99	0.410545	0	0	0.589455	22	0	2.48796e-05
Middle Atlantic	Single-Family Detached	1500-2499	Unvented Crawlspace	2	1980-99	0.0975346	0.679971	0	0.222494	83	12064.8	0.000126517
Middle Atlantic	Single-Family Detached	2500-3999	Unvented Crawlspace	2	1980-99	0.0491046	0.692663	0.122843	0.13539	69	11517.8	0.000135946
Middle Atlantic	Single-Family Detached	4000+	Unvented Crawlspace	2	1980-99	0	1	0	0	13	0	2.49949e-05
Middle Atlantic	Single-Family Detached	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	37	0	1.2726e-06
Middle Atlantic	Single-Family Detached	1500-2499	Unvented Crawlspace	3	1980-99	0.133229	0.583878	0	0.282893	114	0	2.4544e-06
Middle Atlantic	Single-Family Detached	2500-3999	Unvented Crawlspace	3	1980-99	0.111017	0.646081	0.0883509	0.154551	88	0	6.50677e-06
Middle Atlantic	Single-Family Detached	4000+	Unvented Crawlspace	3	1980-99	0	0.927156	0.0728437	0	17	0	9.2867e-07
Middle Atlantic	Single-Family Detached	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	37	0	0
Middle Atlantic	Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1980-99	0.133229	0.583878	0	0.282893	114	0	0
Middle Atlantic	Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1980-99	0.111017	0.646081	0.0883509	0.154551	88	0	0
Middle Atlantic	Single-Family Detached	4000+	Unvented Crawlspace	4+	1980-99	0	0.927156	0.0728437	0	17	0	0
Middle Atlantic	Mobile Home	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	26	17987	5.92105e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	24	4604.01	1.07085e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	3.62495e-08
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	9.03994e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	26	17987	0.000396089
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	24	4604.01	7.16344e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	2.42491e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	6.04728e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	26	17987	3.34373e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1980-99	0	0	0	1	24	4604.01	5.88416e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	2.42215e-08
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	4.59082e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	26	17987	1.70809e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1980-99	0	0	0	1	24	4604.01	3.00582e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	1.23731e-09
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	2.34514e-08
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	61	37091.3	7.38906e-05
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	16	2044.98	7.09694e-06
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	6.03881e-07
Middle Atlantic	Multi-Family with 5+ Units	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	8.27902e-08
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	61	37091.3	0.000408734
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	16	2044.98	3.91559e-05
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	2.97335e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	4.15222e-07
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	61	37091.3	0.000485257
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	3	1980-99	0	0	0	1	16	2044.98	4.96653e-05
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	6.00481e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	6.79959e-07
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	61	37091.3	0.000251783
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	4+	1980-99	0	0	0	1	16	2044.98	2.80408e-05
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	4.61742e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	4.35503e-07
Middle Atlantic	Single-Family Attached	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	28	5616.87	9.35574e-05
Middle Atlantic	Single-Family Attached	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	46	0	8.8337e-05
Middle Atlantic	Single-Family Attached	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	1.08501e-05
Middle Atlantic	Single-Family Attached	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	17	4844.32	0.000102162
Middle Atlantic	Single-Family Attached	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	33	0	0.000196879
Middle Atlantic	Single-Family Attached	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	3.57702e-05
Middle Atlantic	Single-Family Attached	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	2.59824e-06
Middle Atlantic	Single-Family Attached	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	28	0	1.62658e-06
Middle Atlantic	Single-Family Attached	1500-2499	Vented Crawlspace	3	1980-99	0	0	0	1	10	0	3.82337e-05
Middle Atlantic	Single-Family Attached	2500-3999	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	1.33397e-06
Middle Atlantic	Single-Family Attached	4000+	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	28	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Vented Crawlspace	4+	1980-99	0	0	0	1	46	0	0
Middle Atlantic	Single-Family Attached	2500-3999	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	4000+	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Detached	0-1499	Vented Crawlspace	1	1980-99	0.441888	0	0	0.558112	15	24152.9	0.000285938
Middle Atlantic	Single-Family Detached	1500-2499	Vented Crawlspace	1	1980-99	0.211208	0.371934	0	0.416858	30	3277.37	0.000540459
Middle Atlantic	Single-Family Detached	2500-3999	Vented Crawlspace	1	1980-99	0.283608	0.554118	0	0.162274	18	9069.82	0.000154615
Middle Atlantic	Single-Family Detached	4000+	Vented Crawlspace	1	1980-99	0	0.927156	0.0728437	0	17	0	1.1539e-05
Middle Atlantic	Single-Family Detached	0-1499	Vented Crawlspace	2	1980-99	0.410545	0	0	0.589455	22	5826.62	5.26445e-05
Middle Atlantic	Single-Family Detached	1500-2499	Vented Crawlspace	2	1980-99	0.0975346	0.679971	0	0.222494	83	43638.7	0.00028857
Middle Atlantic	Single-Family Detached	2500-3999	Vented Crawlspace	2	1980-99	0.0491046	0.692663	0.122843	0.13539	69	17372.1	0.000324795
Middle Atlantic	Single-Family Detached	4000+	Vented Crawlspace	2	1980-99	0	1	0	0	13	0	6.0344e-05
Middle Atlantic	Single-Family Detached	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	37	0	2.69279e-06
Middle Atlantic	Single-Family Detached	1500-2499	Vented Crawlspace	3	1980-99	0.133229	0.583878	0	0.282893	114	0	5.59818e-06
Middle Atlantic	Single-Family Detached	2500-3999	Vented Crawlspace	3	1980-99	0.111017	0.646081	0.0883509	0.154551	88	0	1.55456e-05
Middle Atlantic	Single-Family Detached	4000+	Vented Crawlspace	3	1980-99	0	0.927156	0.0728437	0	17	0	2.24204e-06
Middle Atlantic	Single-Family Detached	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	37	0	0
Middle Atlantic	Single-Family Detached	1500-2499	Vented Crawlspace	4+	1980-99	0.133229	0.583878	0	0.282893	114	0	0
Middle Atlantic	Single-Family Detached	2500-3999	Vented Crawlspace	4+	1980-99	0.111017	0.646081	0.0883509	0.154551	88	0	0
Middle Atlantic	Single-Family Detached	4000+	Vented Crawlspace	4+	1980-99	0	0.927156	0.0728437	0	17	0	0
Middle Atlantic	Mobile Home	0-1499	Ambient	1	2000-09	0	0	0	1	14	8403.4	0.000288987
Middle Atlantic	Mobile Home	1500-2499	Ambient	1	2000-09	0	0	0	1	6	1992.43	0.000128518
Middle Atlantic	Mobile Home	2500-3999	Ambient	1	2000-09	0	0	0	1	0	0	1.57807e-05
Middle Atlantic	Mobile Home	4000+	Ambient	1	2000-09	0	0	0	1	0	0	3.28404e-07
Middle Atlantic	Mobile Home	0-1499	Ambient	2	2000-09	0	0	0	1	14	8403.4	0
Middle Atlantic	Mobile Home	1500-2499	Ambient	2	2000-09	0	0	0	1	6	1992.43	0
Middle Atlantic	Mobile Home	2500-3999	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Ambient	3	2000-09	0	0	0	1	14	8403.4	0
Middle Atlantic	Mobile Home	1500-2499	Ambient	3	2000-09	0	0	0	1	6	1992.43	0
Middle Atlantic	Mobile Home	2500-3999	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Ambient	4+	2000-09	0	0	0	1	14	8403.4	0
Middle Atlantic	Mobile Home	1500-2499	Ambient	4+	2000-09	0	0	0	1	6	1992.43	0
Middle Atlantic	Mobile Home	2500-3999	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Ambient	2	2000-09	0	0	0	1	0	0	0
