Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Counts
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Mobile Home	2000-09s	0.027089	0.325119	0.092236	0.001135	0.072961	0.481461	1724.523027
PA_Williamsport.Rgnl.AP.725140	Mobile Home	<1940	0.168929	0.141602	0.439389	0.064884	0.069553	0.115643	230.325641
PA_Williamsport.Rgnl.AP.725140	Mobile Home	2010s	0.157932	0.394147	0.226341	0.003062	0.045404	0.173113	194.123840
PA_Williamsport.Rgnl.AP.725140	Mobile Home	1940-59s	0.083219	0.597045	0.060224	0.007260	0.235925	0.016327	189.033713
PA_Williamsport.Rgnl.AP.725140	Mobile Home	1960-79s	0.126611	0.647631	0.088610	0.000302	0.070573	0.066274	6706.540692
PA_Williamsport.Rgnl.AP.725140	Mobile Home	1980-99s	0.112676	0.538978	0.125398	0.000533	0.070148	0.152266	8271.977686
PA_Williamsport.Rgnl.AP.725140	Mobile Home	2000-09s	0.076093	0.456649	0.180702	0.000457	0.063145	0.222953	1836.558418
RI_Providence-T.F.Green.State.AP.725070	Mobile Home	<1940	0.298360	0.206476	0.288421	0.001837	0.087723	0.117183	154.594438
RI_Providence-T.F.Green.State.AP.725070	Mobile Home	2010s	0.011048	0.292830	0.246052	0.001745	0.027494	0.420831	111.227126
RI_Providence-T.F.Green.State.AP.725070	Mobile Home	1940-59s	0.153353	0.393529	0.247553	0.006229	0.108238	0.091098	500.255625
RI_Providence-T.F.Green.State.AP.725070	Mobile Home	1960-79s	0.045365	0.613621	0.197254	0.002473	0.027165	0.114122	3543.619408
RI_Providence-T.F.Green.State.AP.725070	Mobile Home	1980-99s	0.041457	0.479168	0.265090	0.000241	0.031979	0.182065	4315.126660
RI_Providence-T.F.Green.State.AP.725070	Mobile Home	2000-09s	0.070032	0.225521	0.305811	0.006770	0.022957	0.368909	1038.299053
SC_Charleston.Intl.AP.722080	Mobile Home	<1940	0.814174	0.025234	0.015769	0.017219	0.040469	0.087136	224.582499
SC_Charleston.Intl.AP.722080	Mobile Home	2010s	0.944746	0.000772	0.004450	0.005594	0.004232	0.040207	1091.029195
SC_Charleston.Intl.AP.722080	Mobile Home	1940-59s	0.703920	0.034921	0.058965	0.002339	0.047461	0.152394	695.162633
SC_Charleston.Intl.AP.722080	Mobile Home	1960-79s	0.797193	0.037927	0.032644	0.002558	0.015093	0.114586	9376.222272
SC_Charleston.Intl.AP.722080	Mobile Home	1980-99s	0.910357	0.015591	0.008347	0.007958	0.012147	0.045601	42041.130900
SC_Charleston.Intl.AP.722080	Mobile Home	2000-09s	0.948837	0.001958	0.001918	0.002122	0.007018	0.038147	9463.758223
SC_Columbia.Metro.AP.723100	Mobile Home	<1940	0.730192	0.066746	0.015815	0.054517	0.049577	0.083153	250.742463
SC_Columbia.Metro.AP.723100	Mobile Home	2010s	0.892797	0.004505	0.007055	0.010181	0.041443	0.044019	1085.541350
SC_Columbia.Metro.AP.723100	Mobile Home	1940-59s	0.747548	0.052569	0.021124	0.002379	0.053027	0.123354	485.757442
SC_Columbia.Metro.AP.723100	Mobile Home	1960-79s	0.774192	0.055674	0.028961	0.007688	0.020203	0.113282	13041.107150
SC_Columbia.Metro.AP.723100	Mobile Home	1980-99s	0.902160	0.016095	0.011697	0.007814	0.013449	0.048786	62973.463010
SC_Columbia.Metro.AP.723100	Mobile Home	2000-09s	0.942279	0.007717	0.005292	0.005317	0.009802	0.029593	11783.507580
SC_Greer.Greenville-Spartanburg.AP.723120	Mobile Home	<1940	0.742817	0.101298	0.018913	0.051754	0.064826	0.020391	116.247503
SC_Greer.Greenville-Spartanburg.AP.723120	Mobile Home	2010s	0.942251	0.022201	0.014983	0.007788	0.010562	0.002215	1367.125664
SC_Greer.Greenville-Spartanburg.AP.723120	Mobile Home	1940-59s	0.627257	0.050532	0.179314	0.027472	0.020045	0.095379	778.193046
SC_Greer.Greenville-Spartanburg.AP.723120	Mobile Home	1960-79s	0.671611	0.099664	0.040041	0.008038	0.053716	0.126928	12684.755290
SC_Greer.Greenville-Spartanburg.AP.723120	Mobile Home	1980-99s	0.861857	0.024059	0.029685	0.007076	0.032524	0.044799	48797.908780
SC_Greer.Greenville-Spartanburg.AP.723120	Mobile Home	2000-09s	0.933484	0.003356	0.017181	0.002837	0.012546	0.030596	10452.995060
SD_Huron.Rgnl.AP.726540	Mobile Home	<1940	0.095103	0.094844	0.008694	0.012854	0.449717	0.338788	3.723655
SD_Huron.Rgnl.AP.726540	Mobile Home	2010s	0.246409	0.041029	0.099063	0.057119	0.038840	0.517540	92.105182
SD_Huron.Rgnl.AP.726540	Mobile Home	1940-59s	0.020162	0.020495	0.532906	0.026043	0.042790	0.357604	19.457378
SD_Huron.Rgnl.AP.726540	Mobile Home	1960-79s	0.189919	0.033563	0.527423	0.002715	0.033575	0.212806	1506.033959
SD_Huron.Rgnl.AP.726540	Mobile Home	1980-99s	0.131979	0.008247	0.524951	0.004258	0.020349	0.310215	2301.390275
SD_Huron.Rgnl.AP.726540	Mobile Home	2000-09s	0.379867	0.001983	0.126947	0.000486	0.051963	0.438754	570.579353
SD_Pierre.Muni.AP.726686	Mobile Home	<1940	0.134425	0.062547	0.000335	0.001275	0.135419	0.665999	12.497392
SD_Pierre.Muni.AP.726686	Mobile Home	2010s	0.384627	0.001895	0.436583	0.000983	0.003473	0.172438	53.715884
SD_Pierre.Muni.AP.726686	Mobile Home	1940-59s	0.082836	0.141635	0.343335	0.106006	0.207731	0.118456	28.027428
SD_Pierre.Muni.AP.726686	Mobile Home	1960-79s	0.249490	0.017418	0.174687	0.036760	0.079478	0.442167	1268.516898
SD_Pierre.Muni.AP.726686	Mobile Home	1980-99s	0.196355	0.005586	0.154865	0.001538	0.018586	0.623070	1894.829406
SD_Pierre.Muni.AP.726686	Mobile Home	2000-09s	0.315672	0.001031	0.054144	0.000466	0.007077	0.621611	551.249297
SD_Rapid.City.Rgnl.AP.726620	Mobile Home	<1940	0.379917	0.006727	0.000552	0.001125	0.143070	0.468609	1.288279
SD_Rapid.City.Rgnl.AP.726620	Mobile Home	2010s	0.735857	0.001642	0.079634	0.000105	0.006616	0.176147	208.340793
SD_Rapid.City.Rgnl.AP.726620	Mobile Home	1940-59s	0.293138	0.005007	0.534760	0.001859	0.033369	0.131866	205.306672
SD_Rapid.City.Rgnl.AP.726620	Mobile Home	1960-79s	0.133689	0.010199	0.589130	0.000297	0.042345	0.224339	4222.468249
SD_Rapid.City.Rgnl.AP.726620	Mobile Home	1980-99s	0.105529	0.001551	0.557736	0.000130	0.037175	0.297878	5329.820465
SD_Rapid.City.Rgnl.AP.726620	Mobile Home	2000-09s	0.257454	0.007562	0.372115	0.000808	0.028664	0.333397	1482.504673
SD_Sioux.Falls-Foss.Field.726510	Mobile Home	<1940	0.226996	0.142828	0.121621	0.007515	0.234118	0.266922	66.437170
SD_Sioux.Falls-Foss.Field.726510	Mobile Home	2010s	0.381334	0.002167	0.305223	0.000252	0.006164	0.304860	95.620752
SD_Sioux.Falls-Foss.Field.726510	Mobile Home	1940-59s	0.035631	0.046460	0.643410	0.024139	0.032797	0.217562	103.268190
SD_Sioux.Falls-Foss.Field.726510	Mobile Home	1960-79s	0.151211	0.004429	0.646495	0.002315	0.032541	0.163008	2242.988689
SD_Sioux.Falls-Foss.Field.726510	Mobile Home	1980-99s	0.143772	0.006293	0.652260	0.004175	0.020950	0.172550	4139.394272
SD_Sioux.Falls-Foss.Field.726510	Mobile Home	2000-09s	0.131565	0.009483	0.584580	0.006315	0.034386	0.233672	751.202537
TN_Bristol-TriCities.Rgnl.AP.723183	Mobile Home	<1940	0.691818	0.104382	0.033986	0.000912	0.148006	0.020895	200.785834
TN_Bristol-TriCities.Rgnl.AP.723183	Mobile Home	2010s	0.883812	0.001793	0.029360	0.001858	0.055792	0.027384	1587.795748
TN_Bristol-TriCities.Rgnl.AP.723183	Mobile Home	1940-59s	0.715045	0.084980	0.014261	0.003104	0.112635	0.069975	774.556728
TN_Bristol-TriCities.Rgnl.AP.723183	Mobile Home	1960-79s	0.699495	0.122268	0.023271	0.004476	0.097032	0.053458	20803.861240
TN_Bristol-TriCities.Rgnl.AP.723183	Mobile Home	1980-99s	0.847743	0.051772	0.018368	0.004218	0.044415	0.033485	56292.955610
TN_Bristol-TriCities.Rgnl.AP.723183	Mobile Home	2000-09s	0.878864	0.039221	0.014301	0.004782	0.034085	0.028746	17981.466500
TN_Chattanooga-Lovell.Field.AP.723240	Mobile Home	<1940	0.536773	0.094674	0.112511	0.171412	0.067311	0.017318	156.993215
TN_Chattanooga-Lovell.Field.AP.723240	Mobile Home	2010s	0.893812	0.006915	0.034504	0.000778	0.013705	0.050287	787.831737
TN_Chattanooga-Lovell.Field.AP.723240	Mobile Home	1940-59s	0.807805	0.009684	0.026402	0.004955	0.019385	0.131769	750.229127
TN_Chattanooga-Lovell.Field.AP.723240	Mobile Home	1960-79s	0.674675	0.019451	0.070271	0.002695	0.085788	0.147121	11595.288040
TN_Chattanooga-Lovell.Field.AP.723240	Mobile Home	1980-99s	0.758007	0.009624	0.046595	0.002619	0.039086	0.144069	40129.852620
TN_Chattanooga-Lovell.Field.AP.723240	Mobile Home	2000-09s	0.856645	0.005675	0.035583	0.003978	0.011441	0.086679	11592.700300
TN_Knoxville-McGhee.Tyson.AP.723260	Mobile Home	<1940	0.399543	0.078014	0.130405	0.221257	0.116273	0.054509	151.011851
TN_Knoxville-McGhee.Tyson.AP.723260	Mobile Home	2010s	0.916548	0.001223	0.002104	0.014137	0.048721	0.017267	1708.599445
TN_Knoxville-McGhee.Tyson.AP.723260	Mobile Home	1940-59s	0.519551	0.030108	0.158286	0.011346	0.151152	0.129556	722.150932
TN_Knoxville-McGhee.Tyson.AP.723260	Mobile Home	1960-79s	0.716777	0.029235	0.077613	0.001885	0.103677	0.070813	12863.639510
TN_Knoxville-McGhee.Tyson.AP.723260	Mobile Home	1980-99s	0.820293	0.011811	0.053659	0.003489	0.050460	0.060287	47922.832650
TN_Knoxville-McGhee.Tyson.AP.723260	Mobile Home	2000-09s	0.884246	0.007477	0.030475	0.004335	0.028877	0.044590	17187.456920
TN_Memphis.Intl.AP.723340	Mobile Home	<1940	0.562939	0.007988	0.201500	0.052203	0.087993	0.087376	159.990307
TN_Memphis.Intl.AP.723340	Mobile Home	2010s	0.843240	0.004314	0.068419	0.011373	0.028620	0.044034	1889.120931
TN_Memphis.Intl.AP.723340	Mobile Home	1940-59s	0.348306	0.030032	0.311745	0.012727	0.028099	0.269091	633.374032
TN_Memphis.Intl.AP.723340	Mobile Home	1960-79s	0.487715	0.010328	0.181003	0.003158	0.057669	0.260126	13934.970010
TN_Memphis.Intl.AP.723340	Mobile Home	1980-99s	0.561843	0.003438	0.132262	0.003779	0.031992	0.266687	50261.984630
TN_Memphis.Intl.AP.723340	Mobile Home	2000-09s	0.751490	0.001131	0.070189	0.001207	0.032999	0.142985	14576.520120
TN_Nashville.Intl.AP.723270	Mobile Home	<1940	0.451988	0.006094	0.211590	0.125021	0.157755	0.047552	229.985292
TN_Nashville.Intl.AP.723270	Mobile Home	2010s	0.830282	0.002189	0.081499	0.013199	0.010396	0.062435	1252.572751
TN_Nashville.Intl.AP.723270	Mobile Home	1940-59s	0.627132	0.015393	0.172038	0.013581	0.075591	0.096265	971.810513
TN_Nashville.Intl.AP.723270	Mobile Home	1960-79s	0.709396	0.010920	0.084276	0.000710	0.078051	0.116647	12437.287340
TN_Nashville.Intl.AP.723270	Mobile Home	1980-99s	0.821226	0.005704	0.068415	0.005262	0.029611	0.069782	48066.667090
TN_Nashville.Intl.AP.723270	Mobile Home	2000-09s	0.858035	0.004593	0.054754	0.004109	0.027323	0.051186	15660.631380
TX_Abilene.Rgnl.AP.722660	Mobile Home	<1940	0.294077	0.000654	0.287949	0.120500	0.043928	0.252892	25.221099
TX_Abilene.Rgnl.AP.722660	Mobile Home	2010s	0.935590	0.000764	0.017585	0.002032	0.005963	0.038066	340.659846
TX_Abilene.Rgnl.AP.722660	Mobile Home	1940-59s	0.578311	0.002267	0.161640	0.004829	0.001811	0.251141	284.993673
TX_Abilene.Rgnl.AP.722660	Mobile Home	1960-79s	0.513771	0.009966	0.181202	0.005090	0.053022	0.236949	2760.064513
TX_Abilene.Rgnl.AP.722660	Mobile Home	1980-99s	0.610006	0.001792	0.131154	0.004183	0.055696	0.197168	5591.008587
TX_Abilene.Rgnl.AP.722660	Mobile Home	2000-09s	0.826698	0.000209	0.063589	0.001302	0.022096	0.086106	1971.282823
TX_Amarillo.Intl.AP.723630	Mobile Home	<1940	0.203477	0.216930	0.081589	0.127008	0.163188	0.207808	72.502115
TX_Amarillo.Intl.AP.723630	Mobile Home	2010s	0.714031	0.006462	0.237207	0.015523	0.007598	0.019179	213.083772
TX_Amarillo.Intl.AP.723630	Mobile Home	1940-59s	0.395963	0.001581	0.549419	0.000707	0.010247	0.042082	165.493595
TX_Amarillo.Intl.AP.723630	Mobile Home	1960-79s	0.282015	0.018710	0.592625	0.001517	0.012767	0.092366	2648.749815
TX_Amarillo.Intl.AP.723630	Mobile Home	1980-99s	0.449992	0.048807	0.395498	0.000150	0.009483	0.096071	6940.658894
TX_Amarillo.Intl.AP.723630	Mobile Home	2000-09s	0.774141	0.000396	0.182492	0.000384	0.001276	0.041311	2574.684369
TX_Austin-Mueller.Muni.AP.722540	Mobile Home	<1940	0.657163	0.063116	0.065024	0.144550	0.062603	0.007543	142.309336
TX_Austin-Mueller.Muni.AP.722540	Mobile Home	2010s	0.911060	0.000968	0.035367	0.009069	0.005501	0.038035	1748.900617
TX_Austin-Mueller.Muni.AP.722540	Mobile Home	1940-59s	0.770396	0.002178	0.051306	0.020242	0.045741	0.110137	735.261258
TX_Austin-Mueller.Muni.AP.722540	Mobile Home	1960-79s	0.686365	0.003087	0.087413	0.007630	0.034817	0.180689	7002.134395
TX_Austin-Mueller.Muni.AP.722540	Mobile Home	1980-99s	0.739384	0.000234	0.081365	0.004078	0.010640	0.164299	26774.737740
TX_Austin-Mueller.Muni.AP.722540	Mobile Home	2000-09s	0.853283	0.000509	0.046532	0.007430	0.009086	0.083159	12364.361930
TX_Brownsville-South.Padre.Island.AP.722500	Mobile Home	<1940	0.703276	0.000000	0.156230	0.070603	0.034952	0.034939	224.484460
TX_Brownsville-South.Padre.Island.AP.722500	Mobile Home	2010s	0.649230	0.002461	0.056160	0.033102	0.000732	0.258315	683.048249
TX_Brownsville-South.Padre.Island.AP.722500	Mobile Home	1940-59s	0.724584	0.002620	0.079543	0.041722	0.006993	0.144539	495.884017
TX_Brownsville-South.Padre.Island.AP.722500	Mobile Home	1960-79s	0.814860	0.007202	0.064943	0.015452	0.001759	0.095784	8679.934139
TX_Brownsville-South.Padre.Island.AP.722500	Mobile Home	1980-99s	0.836659	0.000413	0.036878	0.023061	0.000402	0.102587	25908.378500
TX_Brownsville-South.Padre.Island.AP.722500	Mobile Home	2000-09s	0.783460	0.011421	0.024210	0.046412	0.002067	0.132430	5851.081136
TX_Corpus.Christi.Intl.AP.722510	Mobile Home	<1940	0.987638	0.000000	0.007790	0.004238	0.000137	0.000196	11.831805
TX_Corpus.Christi.Intl.AP.722510	Mobile Home	2010s	0.841337	0.003651	0.079203	0.015429	0.019347	0.041032	578.224365
TX_Corpus.Christi.Intl.AP.722510	Mobile Home	1940-59s	0.847355	0.000519	0.110354	0.021924	0.010572	0.009275	269.645250
TX_Corpus.Christi.Intl.AP.722510	Mobile Home	1960-79s	0.753335	0.000866	0.137427	0.006130	0.002229	0.100013	4180.678513
TX_Corpus.Christi.Intl.AP.722510	Mobile Home	1980-99s	0.839489	0.000236	0.073920	0.017465	0.003860	0.065030	11105.513570
TX_Corpus.Christi.Intl.AP.722510	Mobile Home	2000-09s	0.901464	0.000325	0.020647	0.002479	0.016910	0.058174	3976.114186
TX_Dallas-Fort.Worth.Intl.AP.722590	Mobile Home	<1940	0.528355	0.015358	0.151035	0.094025	0.043845	0.167382	638.129780
TX_Dallas-Fort.Worth.Intl.AP.722590	Mobile Home	2010s	0.823575	0.001571	0.057856	0.014874	0.011079	0.091044	2936.736892
TX_Dallas-Fort.Worth.Intl.AP.722590	Mobile Home	1940-59s	0.682027	0.002014	0.152144	0.024401	0.058068	0.081347	1677.145117
TX_Dallas-Fort.Worth.Intl.AP.722590	Mobile Home	1960-79s	0.656219	0.003453	0.113337	0.007297	0.034012	0.185682	20399.988380
TX_Dallas-Fort.Worth.Intl.AP.722590	Mobile Home	1980-99s	0.753641	0.002528	0.079083	0.003840	0.018810	0.142098	70210.936160
TX_Dallas-Fort.Worth.Intl.AP.722590	Mobile Home	2000-09s	0.885399	0.001140	0.028054	0.005005	0.013900	0.066503	27099.781600
TX_El.Paso.Intl.AP.722700	Mobile Home	<1940	0.080233	0.001431	0.660759	0.024621	0.077156	0.155800	35.600691
TX_El.Paso.Intl.AP.722700	Mobile Home	2010s	0.324747	0.003487	0.458917	0.012539	0.038661	0.161649	661.461626
TX_El.Paso.Intl.AP.722700	Mobile Home	1940-59s	0.119623	0.003939	0.565320	0.000743	0.142964	0.167411	732.273154
TX_El.Paso.Intl.AP.722700	Mobile Home	1960-79s	0.161837	0.003475	0.527806	0.004526	0.057860	0.244497	13445.167150
TX_El.Paso.Intl.AP.722700	Mobile Home	1980-99s	0.151934	0.003916	0.520891	0.005494	0.035480	0.282286	26430.116730
TX_El.Paso.Intl.AP.722700	Mobile Home	2000-09s	0.203466	0.006105	0.510567	0.003891	0.046261	0.229709	5774.005295
TX_Houston-Bush.Intercontinental.AP.722430	Mobile Home	<1940	0.539606	0.002065	0.243804	0.105821	0.066925	0.041780	727.092979
TX_Houston-Bush.Intercontinental.AP.722430	Mobile Home	2010s	0.861456	0.006847	0.068661	0.018656	0.013234	0.031145	2560.368920
TX_Houston-Bush.Intercontinental.AP.722430	Mobile Home	1940-59s	0.702264	0.002528	0.200136	0.021205	0.015016	0.058852	1198.496790
TX_Houston-Bush.Intercontinental.AP.722430	Mobile Home	1960-79s	0.710896	0.001357	0.146357	0.015852	0.006724	0.118815	20551.660420
TX_Houston-Bush.Intercontinental.AP.722430	Mobile Home	1980-99s	0.783601	0.001546	0.107439	0.005784	0.005344	0.096287	64390.358140
TX_Houston-Bush.Intercontinental.AP.722430	Mobile Home	2000-09s	0.868386	0.001999	0.037780	0.007128	0.009151	0.075555	24337.504190
TX_Lubbock.Intl.AP.722670	Mobile Home	<1940	0.458641	0.002617	0.358198	0.095089	0.024121	0.061334	89.303307
TX_Lubbock.Intl.AP.722670	Mobile Home	2010s	0.891654	0.000212	0.037571	0.001222	0.003257	0.066085	439.161366
TX_Lubbock.Intl.AP.722670	Mobile Home	1940-59s	0.426778	0.001027	0.489005	0.004966	0.003968	0.074256	440.537586
TX_Lubbock.Intl.AP.722670	Mobile Home	1960-79s	0.374536	0.004704	0.450044	0.000437	0.022748	0.147532	3528.089702
TX_Lubbock.Intl.AP.722670	Mobile Home	1980-99s	0.484962	0.003556	0.327812	0.001808	0.022292	0.159571	8290.058072
TX_Lubbock.Intl.AP.722670	Mobile Home	2000-09s	0.773097	0.012398	0.136675	0.006106	0.008589	0.063135	3206.851167
TX_Lufkin-Angelina.Co.AP.722446	Mobile Home	<1940	0.757292	0.005653	0.126071	0.004001	0.011988	0.094995	123.501060
TX_Lufkin-Angelina.Co.AP.722446	Mobile Home	2010s	0.913724	0.000469	0.025451	0.002496	0.020705	0.037155	1717.873925
TX_Lufkin-Angelina.Co.AP.722446	Mobile Home	1940-59s	0.490234	0.003657	0.156312	0.003035	0.101431	0.245330	432.890203
TX_Lufkin-Angelina.Co.AP.722446	Mobile Home	1960-79s	0.728951	0.002091	0.061988	0.003443	0.038729	0.164799	8144.168613
TX_Lufkin-Angelina.Co.AP.722446	Mobile Home	1980-99s	0.788831	0.000403	0.041341	0.004578	0.029459	0.135388	24536.260550
TX_Lufkin-Angelina.Co.AP.722446	Mobile Home	2000-09s	0.891820	0.001649	0.017990	0.004561	0.009538	0.074442	9980.295622
TX_Midland.Intl.AP.722650	Mobile Home	<1940	0.786302	0.001666	0.130173	0.037525	0.010209	0.034126	128.216653
TX_Midland.Intl.AP.722650	Mobile Home	2010s	0.888158	0.001604	0.029257	0.004206	0.012472	0.064302	1238.188937
TX_Midland.Intl.AP.722650	Mobile Home	1940-59s	0.676424	0.002211	0.243863	0.069803	0.002169	0.005531	531.359234
TX_Midland.Intl.AP.722650	Mobile Home	1960-79s	0.466360	0.013644	0.281388	0.009427	0.042613	0.186567	5796.790523
TX_Midland.Intl.AP.722650	Mobile Home	1980-99s	0.583196	0.015365	0.182521	0.002831	0.072270	0.143817	11515.779300
TX_Midland.Intl.AP.722650	Mobile Home	2000-09s	0.817845	0.064658	0.061467	0.003883	0.024664	0.027482	3406.195883
TX_Port.Arthur-Jefferson.Co.AP.722410	Mobile Home	<1940	0.644050	0.008467	0.241275	0.005558	0.073888	0.026763	136.918086
TX_Port.Arthur-Jefferson.Co.AP.722410	Mobile Home	2010s	0.918392	0.004227	0.016806	0.021088	0.002335	0.037152	811.152933
TX_Port.Arthur-Jefferson.Co.AP.722410	Mobile Home	1940-59s	0.453847	0.000000	0.302312	0.000183	0.003663	0.239996	294.124908
TX_Port.Arthur-Jefferson.Co.AP.722410	Mobile Home	1960-79s	0.780861	0.001501	0.102629	0.002274	0.020818	0.091916	3812.484710
TX_Port.Arthur-Jefferson.Co.AP.722410	Mobile Home	1980-99s	0.908322	0.000569	0.031146	0.003688	0.006021	0.050253	7537.803405
TX_Port.Arthur-Jefferson.Co.AP.722410	Mobile Home	2000-09s	0.923806	0.003459	0.030049	0.004187	0.005768	0.032731	5677.043266
TX_San.Angelo-Mathis.AP.722630	Mobile Home	<1940	0.228143	0.000182	0.756941	0.000000	0.000526	0.014208	5.210446
TX_San.Angelo-Mathis.AP.722630	Mobile Home	2010s	0.939078	0.000016	0.008458	0.001331	0.002798	0.048318	155.010882
TX_San.Angelo-Mathis.AP.722630	Mobile Home	1940-59s	0.712740	0.001478	0.056323	0.001684	0.021909	0.205866	161.124745
TX_San.Angelo-Mathis.AP.722630	Mobile Home	1960-79s	0.446766	0.051841	0.178118	0.000453	0.035120	0.287701	975.482674
TX_San.Angelo-Mathis.AP.722630	Mobile Home	1980-99s	0.657656	0.010554	0.121769	0.014541	0.005249	0.190231	2699.881694
TX_San.Angelo-Mathis.AP.722630	Mobile Home	2000-09s	0.763990	0.000436	0.080836	0.007182	0.012578	0.134978	1030.994815
TX_San.Antonio.Intl.AP.722530	Mobile Home	<1940	0.662121	0.000790	0.180188	0.005951	0.002576	0.148375	225.211294
TX_San.Antonio.Intl.AP.722530	Mobile Home	2010s	0.928675	0.000546	0.013078	0.004694	0.007672	0.045335	1990.607559
TX_San.Antonio.Intl.AP.722530	Mobile Home	1940-59s	0.749729	0.004361	0.109605	0.007194	0.046424	0.082688	811.375270
TX_San.Antonio.Intl.AP.722530	Mobile Home	1960-79s	0.727579	0.001095	0.104434	0.010830	0.043818	0.112245	9024.574175
TX_San.Antonio.Intl.AP.722530	Mobile Home	1980-99s	0.828808	0.000699	0.058056	0.003977	0.017112	0.091348	33548.005650
TX_San.Antonio.Intl.AP.722530	Mobile Home	2000-09s	0.902606	0.000272	0.015781	0.010712	0.012071	0.058558	13966.705920
TX_Victoria.Rgnl.AP.722550	Mobile Home	<1940	0.265882	0.000000	0.397027	0.000000	0.184638	0.152453	30.575113
TX_Victoria.Rgnl.AP.722550	Mobile Home	2010s	0.942864	0.001488	0.014135	0.017713	0.002844	0.020956	447.298117
TX_Victoria.Rgnl.AP.722550	Mobile Home	1940-59s	0.567091	0.028343	0.207296	0.098706	0.041922	0.056643	128.831428
TX_Victoria.Rgnl.AP.722550	Mobile Home	1960-79s	0.710635	0.000745	0.080217	0.002413	0.022227	0.183764	2097.965590
TX_Victoria.Rgnl.AP.722550	Mobile Home	1980-99s	0.832443	0.000830	0.062758	0.006923	0.017236	0.079809	7768.646399
TX_Victoria.Rgnl.AP.722550	Mobile Home	2000-09s	0.876325	0.001785	0.012387	0.003031	0.000869	0.105603	3042.807420
TX_Waco.Rgnl.AP.722560	Mobile Home	<1940	0.506584	0.000793	0.120803	0.209159	0.094685	0.067976	109.448196
TX_Waco.Rgnl.AP.722560	Mobile Home	2010s	0.898720	0.007810	0.027065	0.005183	0.007862	0.053360	784.134180
TX_Waco.Rgnl.AP.722560	Mobile Home	1940-59s	0.673810	0.000094	0.061984	0.000858	0.048066	0.215189	263.304558
TX_Waco.Rgnl.AP.722560	Mobile Home	1960-79s	0.673019	0.004307	0.085679	0.006269	0.023591	0.207134	5687.123982
TX_Waco.Rgnl.AP.722560	Mobile Home	1980-99s	0.764155	0.000132	0.040348	0.002608	0.014723	0.178034	17351.574250
TX_Waco.Rgnl.AP.722560	Mobile Home	2000-09s	0.876445	0.000647	0.008887	0.004630	0.016635	0.092757	7005.881640
TX_Wichita.Falls.Muni.AP.723510	Mobile Home	<1940	0.261990	0.000043	0.084962	0.218881	0.017883	0.416242	78.869500
TX_Wichita.Falls.Muni.AP.723510	Mobile Home	2010s	0.793746	0.008529	0.041145	0.037367	0.046952	0.072262	434.573044
TX_Wichita.Falls.Muni.AP.723510	Mobile Home	1940-59s	0.586811	0.010838	0.252874	0.001742	0.027575	0.120160	287.907365
TX_Wichita.Falls.Muni.AP.723510	Mobile Home	1960-79s	0.508781	0.001278	0.208728	0.008485	0.045452	0.227277	2937.277361
TX_Wichita.Falls.Muni.AP.723510	Mobile Home	1980-99s	0.598832	0.002944	0.134153	0.002985	0.038159	0.222927	7946.066968
TX_Wichita.Falls.Muni.AP.723510	Mobile Home	2000-09s	0.832640	0.001577	0.053117	0.003608	0.018734	0.090324	3158.530932
UT_Cedar.City.Muni.AP.724755	Mobile Home	<1940	0.609294	0.000000	0.138370	0.000000	0.190297	0.062039	55.348704
UT_Cedar.City.Muni.AP.724755	Mobile Home	2010s	0.288606	0.001013	0.091563	0.146229	0.344106	0.128484	76.989188
UT_Cedar.City.Muni.AP.724755	Mobile Home	1940-59s	0.562305	0.023113	0.261920	0.000736	0.063733	0.088193	110.741512
UT_Cedar.City.Muni.AP.724755	Mobile Home	1960-79s	0.407429	0.014463	0.392184	0.001312	0.148997	0.035615	2643.726895
UT_Cedar.City.Muni.AP.724755	Mobile Home	1980-99s	0.375735	0.000279	0.317336	0.001877	0.198378	0.106395	3649.535312
UT_Cedar.City.Muni.AP.724755	Mobile Home	2000-09s	0.389663	0.000800	0.159375	0.002007	0.146115	0.302039	935.356078
UT_Salt.Lake.City.Intl.AP.725720	Mobile Home	<1940	0.138790	0.006128	0.722782	0.113833	0.005044	0.013423	241.955829
UT_Salt.Lake.City.Intl.AP.725720	Mobile Home	2010s	0.118243	0.003014	0.751760	0.005350	0.052125	0.069509	250.137363
UT_Salt.Lake.City.Intl.AP.725720	Mobile Home	1940-59s	0.115509	0.005895	0.774717	0.020139	0.061319	0.022422	462.086049
UT_Salt.Lake.City.Intl.AP.725720	Mobile Home	1960-79s	0.073393	0.001952	0.884876	0.000444	0.024249	0.015085	8306.593920
UT_Salt.Lake.City.Intl.AP.725720	Mobile Home	1980-99s	0.086045	0.000456	0.857169	0.000289	0.012077	0.043964	8575.901100
UT_Salt.Lake.City.Intl.AP.725720	Mobile Home	2000-09s	0.127686	0.001219	0.753894	0.019552	0.036804	0.060844	1993.035744
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Mobile Home	<1940	0.100606	0.134279	0.070557	0.041723	0.296362	0.356473	104.315998
