Dependency=Location	Dependency=Cooling Setpoint Has Offset	Option=0F	Option=2F	Option=5F	Option=9F
MT_Great.Falls.Intl.AP.727750	No	1.000000	0.000000	0.000000	0.000000
MT_Helena.Rgnl.AP.727720	No	1.000000	0.000000	0.000000	0.000000
MT_Kalispell-Glacier.Park.Intl.AP.727790	No	1.000000	0.000000	0.000000	0.000000
MT_Lewistown.Muni.AP.726776	No	1.000000	0.000000	0.000000	0.000000
MT_Miles.City.Muni.AP.742300	No	1.000000	0.000000	0.000000	0.000000
MT_Missoula.Intl.AP.727730	No	1.000000	0.000000	0.000000	0.000000
NC_Asheville.Rgnl.AP.723150	No	1.000000	0.000000	0.000000	0.000000
NC_Cape.Hatteras.723040	No	1.000000	0.000000	0.000000	0.000000
NC_Charlotte-Douglas.Intl.AP.723140	No	1.000000	0.000000	0.000000	0.000000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	No	1.000000	0.000000	0.000000	0.000000
NC_Raleigh-Durham.Intl.AP.723060	No	1.000000	0.000000	0.000000	0.000000
NC_Wilmington.Intl.AP.723013	No	1.000000	0.000000	0.000000	0.000000
ND_Bismarck.Muni.AP.727640	No	1.000000	0.000000	0.000000	0.000000
ND_Fargo-Hector.Intl.AP.727530	No	1.000000	0.000000	0.000000	0.000000
ND_Minot.Intl.AP.727676	No	1.000000	0.000000	0.000000	0.000000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	No	1.000000	0.000000	0.000000	0.000000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	No	1.000000	0.000000	0.000000	0.000000
NE_North.Platte.Rgnl.AP.725620	No	1.000000	0.000000	0.000000	0.000000
NE_Omaha-Eppley.Airfield.725500	No	1.000000	0.000000	0.000000	0.000000
NE_Scottsbluff-W.B.Heilig.Field.725660	No	1.000000	0.000000	0.000000	0.000000
NH_Concord.Muni.AP.726050	No	1.000000	0.000000	0.000000	0.000000
NJ_Atlantic.City.Intl.AP.724070	No	1.000000	0.000000	0.000000	0.000000
NJ_Newark.Intl.AP.725020	No	1.000000	0.000000	0.000000	0.000000
NM_Albuquerque.Intl.AP.723650	No	1.000000	0.000000	0.000000	0.000000
NM_Tucumcari.AP.723676	No	1.000000	0.000000	0.000000	0.000000
NV_Elko.Muni.AP.725825	No	1.000000	0.000000	0.000000	0.000000
NV_Ely-Yelland.Field.724860	No	1.000000	0.000000	0.000000	0.000000
NV_Las.Vegas-McCarran.Intl.AP.723860	No	1.000000	0.000000	0.000000	0.000000
NV_Reno-Tahoe.Intl.AP.724880	No	1.000000	0.000000	0.000000	0.000000
NV_Tonopah.AP.724855	No	1.000000	0.000000	0.000000	0.000000
NV_Winnemucca.Muni.AP.725830	No	1.000000	0.000000	0.000000	0.000000
NY_Albany.County.AP.725180	No	1.000000	0.000000	0.000000	0.000000
NY_Binghamton-Edwin.A.Link.Field.725150	No	1.000000	0.000000	0.000000	0.000000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	No	1.000000	0.000000	0.000000	0.000000
NY_Massena.AP.726223	No	1.000000	0.000000	0.000000	0.000000
NY_New.York-J.F.Kennedy.Intl.AP.744860	No	1.000000	0.000000	0.000000	0.000000
NY_Rochester-Greater.Rochester.Intl.AP.725290	No	1.000000	0.000000	0.000000	0.000000
NY_Syracuse-Hancock.Intl.AP.725190	No	1.000000	0.000000	0.000000	0.000000
OH_Akron.Canton.Rgnl.AP.725210	No	1.000000	0.000000	0.000000	0.000000
OH_Cleveland-Hopkins.Intl.AP.725240	No	1.000000	0.000000	0.000000	0.000000
OH_Columbus-Port.Columbus.Intl.AP.724280	No	1.000000	0.000000	0.000000	0.000000
OH_Dayton.Intl.AP.724290	No	1.000000	0.000000	0.000000	0.000000
OH_Mansfield-Lahm.Muni.AP.725246	No	1.000000	0.000000	0.000000	0.000000
OH_Toledo.Express.AP.725360	No	1.000000	0.000000	0.000000	0.000000
OH_Youngstown.Rgnl.AP.725250	No	1.000000	0.000000	0.000000	0.000000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	No	1.000000	0.000000	0.000000	0.000000
OK_Tulsa.Intl.AP.723560	No	1.000000	0.000000	0.000000	0.000000
OR_Astoria.Rgnl.AP.727910	No	1.000000	0.000000	0.000000	0.000000
OR_Burns.Muni.AP.726830	No	1.000000	0.000000	0.000000	0.000000
OR_Eugene-Mahlon.Sweet.AP.726930	No	1.000000	0.000000	0.000000	0.000000
OR_Medford-Rogue.Valley.Intl.AP.725970	No	1.000000	0.000000	0.000000	0.000000
OR_North.Bend.Muni.AP.726917	No	1.000000	0.000000	0.000000	0.000000
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	No	1.000000	0.000000	0.000000	0.000000
OR_Portland.Intl.AP.726980	No	1.000000	0.000000	0.000000	0.000000
OR_Redmond-Roberts.Field.726835	No	1.000000	0.000000	0.000000	0.000000
OR_Salem-McNary.Field.726940	No	1.000000	0.000000	0.000000	0.000000
PA_Allentown-Lehigh.Valley.Intl.AP.725170	No	1.000000	0.000000	0.000000	0.000000
PA_Bradford.Rgnl.AP.725266	No	1.000000	0.000000	0.000000	0.000000
PA_Erie.Intl.AP.725260	No	1.000000	0.000000	0.000000	0.000000
PA_Harrisburg-Capital.City.AP.725118	No	1.000000	0.000000	0.000000	0.000000
PA_Philadelphia.Intl.AP.724080	No	1.000000	0.000000	0.000000	0.000000
PA_Pittsburgh.Intl.AP.725200	No	1.000000	0.000000	0.000000	0.000000
PA_Wilkes-Barre-Scranton.Intl.AP.725130	No	1.000000	0.000000	0.000000	0.000000
PA_Williamsport.Rgnl.AP.725140	No	1.000000	0.000000	0.000000	0.000000
RI_Providence-T.F.Green.State.AP.725070	No	1.000000	0.000000	0.000000	0.000000
SC_Charleston.Intl.AP.722080	No	1.000000	0.000000	0.000000	0.000000
SC_Columbia.Metro.AP.723100	No	1.000000	0.000000	0.000000	0.000000
SC_Greer.Greenville-Spartanburg.AP.723120	No	1.000000	0.000000	0.000000	0.000000
SD_Huron.Rgnl.AP.726540	No	1.000000	0.000000	0.000000	0.000000
SD_Pierre.Muni.AP.726686	No	1.000000	0.000000	0.000000	0.000000
SD_Rapid.City.Rgnl.AP.726620	No	1.000000	0.000000	0.000000	0.000000
SD_Sioux.Falls-Foss.Field.726510	No	1.000000	0.000000	0.000000	0.000000
TN_Bristol-TriCities.Rgnl.AP.723183	No	1.000000	0.000000	0.000000	0.000000
TN_Chattanooga-Lovell.Field.AP.723240	No	1.000000	0.000000	0.000000	0.000000
TN_Knoxville-McGhee.Tyson.AP.723260	No	1.000000	0.000000	0.000000	0.000000
TN_Memphis.Intl.AP.723340	No	1.000000	0.000000	0.000000	0.000000
TN_Nashville.Intl.AP.723270	No	1.000000	0.000000	0.000000	0.000000
TX_Abilene.Rgnl.AP.722660	No	1.000000	0.000000	0.000000	0.000000
TX_Amarillo.Intl.AP.723630	No	1.000000	0.000000	0.000000	0.000000
TX_Austin-Mueller.Muni.AP.722540	No	1.000000	0.000000	0.000000	0.000000
TX_Brownsville-South.Padre.Island.AP.722500	No	1.000000	0.000000	0.000000	0.000000
TX_Corpus.Christi.Intl.AP.722510	No	1.000000	0.000000	0.000000	0.000000
TX_Dallas-Fort.Worth.Intl.AP.722590	No	1.000000	0.000000	0.000000	0.000000
TX_El.Paso.Intl.AP.722700	No	1.000000	0.000000	0.000000	0.000000
TX_Houston-Bush.Intercontinental.AP.722430	No	1.000000	0.000000	0.000000	0.000000
TX_Lubbock.Intl.AP.722670	No	1.000000	0.000000	0.000000	0.000000
TX_Lufkin-Angelina.Co.AP.722446	No	1.000000	0.000000	0.000000	0.000000
TX_Midland.Intl.AP.722650	No	1.000000	0.000000	0.000000	0.000000
TX_Port.Arthur-Jefferson.Co.AP.722410	No	1.000000	0.000000	0.000000	0.000000
TX_San.Angelo-Mathis.AP.722630	No	1.000000	0.000000	0.000000	0.000000
TX_San.Antonio.Intl.AP.722530	No	1.000000	0.000000	0.000000	0.000000
TX_Victoria.Rgnl.AP.722550	No	1.000000	0.000000	0.000000	0.000000
TX_Waco.Rgnl.AP.722560	No	1.000000	0.000000	0.000000	0.000000
TX_Wichita.Falls.Muni.AP.723510	No	1.000000	0.000000	0.000000	0.000000
UT_Cedar.City.Muni.AP.724755	No	1.000000	0.000000	0.000000	0.000000
UT_Salt.Lake.City.Intl.AP.725720	No	1.000000	0.000000	0.000000	0.000000
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	No	1.000000	0.000000	0.000000	0.000000
VA_Norfolk.Intl.AP.723080	No	1.000000	0.000000	0.000000	0.000000
VA_Richmond.Intl.AP.724010	No	1.000000	0.000000	0.000000	0.000000
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	No	1.000000	0.000000	0.000000	0.000000
VA_Sterling-Washington.Dulles.Intl.AP.724030	No	1.000000	0.000000	0.000000	0.000000
VT_Burlington.Intl.AP.726170	No	1.000000	0.000000	0.000000	0.000000
WA_Olympia.AP.727920	No	1.000000	0.000000	0.000000	0.000000
WA_Quillayute.State.AP.727970	No	1.000000	0.000000	0.000000	0.000000
WA_Seattle-Tacoma.Intl.AP.727930	No	1.000000	0.000000	0.000000	0.000000
WA_Spokane.Intl.AP.727850	No	1.000000	0.000000	0.000000	0.000000
WA_Yakima.Air.Terminal-McAllister.Field.727810	No	1.000000	0.000000	0.000000	0.000000
WI_Eau.Claire.County.AP.726435	No	1.000000	0.000000	0.000000	0.000000
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	No	1.000000	0.000000	0.000000	0.000000
WI_La.Crosse.Muni.AP.726430	No	1.000000	0.000000	0.000000	0.000000
WI_Madison-Dane.County.Rgnl.AP.726410	No	1.000000	0.000000	0.000000	0.000000
WI_Milwaukee-Mitchell.Intl.AP.726400	No	1.000000	0.000000	0.000000	0.000000
WV_Charleston-Yeager.AP.724140	No	1.000000	0.000000	0.000000	0.000000
WV_Elkins-Randolph.County.AP.724170	No	1.000000	0.000000	0.000000	0.000000
WV_Huntington-Tri.State.Walker.Long.Field.724250	No	1.000000	0.000000	0.000000	0.000000
WY_Casper-Natrona.County.Intl.AP.725690	No	1.000000	0.000000	0.000000	0.000000
WY_Cheyenne.Muni.AP.725640	No	1.000000	0.000000	0.000000	0.000000
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	No	1.000000	0.000000	0.000000	0.000000
WY_Lander-Hunt.Field.725760	No	1.000000	0.000000	0.000000	0.000000
WY_Sheridan.County.AP.726660	No	1.000000	0.000000	0.000000	0.000000
