Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Option=1 Pane	Option=2+ Pane	Option=No Windows	Count	Weight
CR10	1970s	Multi-Family with 5+ Units	0.88046	0.119429	0	13	90485.49857
CR10	1970s	Single-Family Attached	0.303918	0.695898	0	6	54219.63618
CR10	1970s	Single-Family Detached	0.557535	0.442444	0	46	495644.3471
CR10	1980s	Mobile Home	0.705804	0.294097	0	9	101302.0591
CR10	1980s	Multi-Family with 2 - 4 Units	0.999814	0	0	4	53690.84761
CR10	1980s	Multi-Family with 5+ Units	0.713302	0.286617	0	11	122132.7231
CR10	1980s	Single-Family Attached	0.631352	0.368413	0	5	42633.87307
CR10	1980s	Single-Family Detached	0.505601	0.494379	0	42	498876.0243
CR10	1990s	Mobile Home	0.622914	0.376995	0	10	110265.7956
CR10	1990s	Multi-Family with 2 - 4 Units	0.999005	0	0	1	10040.45953
CR10	1990s	Multi-Family with 5+ Units	0.827925	0.171916	0	6	62856.58384
CR10	1990s	Single-Family Attached	0.365066	0.634556	0	3	26441.96027
CR10	1990s	Single-Family Detached	0.227106	0.760355	0.012525	69	761608.6085
CR10	2000s	Mobile Home	0.621726	0.378114	0	6	62507.97779
CR10	2000s	Multi-Family with 2 - 4 Units	0.999148	0	0	1	11725.7947
CR10	2000s	Multi-Family with 5+ Units	0.334427	0.665535	0	20	257073.3575
CR10	2000s	Single-Family Attached	0.786238	0.213468	0	4	34044.68041
CR10	2000s	Single-Family Detached	0.148477	0.810119	0.041386	52	552280.1924
CR10	2010s	Mobile Home	0.621726	0.378114	0	6	62507.97779
CR10	2010s	Multi-Family with 2 - 4 Units	0.999148	0	0	1	11725.7947
CR10	2010s	Multi-Family with 5+ Units	0.334427	0.665535	0	20	257073.3575
CR10	2010s	Single-Family Attached	0.786238	0.213468	0	4	34044.68041
CR10	2010s	Single-Family Detached	0.148477	0.810119	0.041386	52	552280.1924
CR11	<1940	Mobile Home	0.99947	0	0	3	20739.18705
CR11	<1940	Multi-Family with 2 - 4 Units	0.887414	0.112526	0	25	183275.0696
CR11	<1940	Multi-Family with 5+ Units	0.841257	0.134773	0.023932	31	288320.1729
CR11	<1940	Single-Family Attached	0.545976	0.453929	0	17	114920.6428
CR11	<1940	Single-Family Detached	0.498882	0.501108	0	136	1030677.78
CR11	1940s	Mobile Home	0.99947	0	0	3	20739.18705
CR11	1940s	Multi-Family with 2 - 4 Units	0.887414	0.112526	0	25	183275.0696
CR11	1940s	Multi-Family with 5+ Units	0.841257	0.134773	0.023932	31	288320.1729
CR11	1940s	Single-Family Attached	0.545976	0.453929	0	17	114920.6428
CR11	1940s	Single-Family Detached	0.498882	0.501108	0	136	1030677.78
CR11	1950s	Mobile Home	0.571861	0.427867	0	5	40386.48452
CR11	1950s	Multi-Family with 2 - 4 Units	0.660084	0.339842	0	21	148159.4159
CR11	1950s	Multi-Family with 5+ Units	0.791093	0.208874	0	38	341633.9286
CR11	1950s	Single-Family Attached	0.61603	0.383785	0	10	59539.97221
CR11	1950s	Single-Family Detached	0.465151	0.534841	0	190	1407645.841
CR11	1960s	Mobile Home	0.999586	0	0	3	26547.60867
CR11	1960s	Multi-Family with 2 - 4 Units	0.85041	0.149533	0	25	192082.0074
CR11	1960s	Multi-Family with 5+ Units	0.793425	0.175937	0.030617	59	506904.5696
CR11	1960s	Single-Family Attached	0.647315	0.352573	0	17	98140.58964
CR11	1960s	Single-Family Detached	0.477687	0.51624	0.006064	158	1182257.67
CR11	1970s	Mobile Home	0.874446	0.125497	0	24	190545.5909
CR11	1970s	Multi-Family with 2 - 4 Units	0.809576	0.190382	0	36	259826.5689
CR11	1970s	Multi-Family with 5+ Units	0.772041	0.207453	0.020491	85	733139.1192
CR11	1970s	Single-Family Attached	0.616087	0.383867	0	37	238678.4393
CR11	1970s	Single-Family Detached	0.431336	0.568654	0	148	1103939.743
CR11	1980s	Mobile Home	0.80847	0.191268	0	5	41956.26438
CR11	1980s	Multi-Family with 2 - 4 Units	0.684089	0.315834	0	18	143925.2651
CR11	1980s	Multi-Family with 5+ Units	0.75006	0.249919	0	61	533544.262
CR11	1980s	Single-Family Attached	0.50103	0.4989	0	27	157820.0437
CR11	1980s	Single-Family Detached	0.455325	0.544663	0	121	904026.3661
CR11	1990s	Mobile Home	0.6695	0.330249	0	3	43756.68381
CR11	1990s	Multi-Family with 2 - 4 Units	0.51751	0.482322	0	9	65320.68243
CR11	1990s	Multi-Family with 5+ Units	0.537129	0.462833	0	35	291825.1939
CR11	1990s	Single-Family Attached	0.551383	0.448511	0	22	102997.6646
CR11	1990s	Single-Family Detached	0.13741	0.862576	0	108	813930.6136
CR11	2000s	Mobile Home	0.502171	0.497465	0	4	30147.44092
CR11	2000s	Multi-Family with 2 - 4 Units	0.15848	0.841256	0	7	41642.44568
CR11	2000s	Multi-Family with 5+ Units	0.405842	0.594096	0	21	176300.4027
CR11	2000s	Single-Family Attached	0.071332	0.928538	0	14	84601.53185
CR11	2000s	Single-Family Detached	0.136153	0.863829	0	83	615735.7373
CR11	2010s	Mobile Home	0.502171	0.497465	0	4	30147.44092
CR11	2010s	Multi-Family with 2 - 4 Units	0.15848	0.841256	0	7	41642.44568
CR11	2010s	Multi-Family with 5+ Units	0.405842	0.594096	0	21	176300.4027
CR11	2010s	Single-Family Attached	0.071332	0.928538	0	14	84601.53185
CR11	2010s	Single-Family Detached	0.136153	0.863829	0	83	615735.7373
# Source: RECS 2009							
