Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	source_count	source_weight
FL, 08624	5 to 9 Unit	0.000000	0.062090	0.075438	0.118937	0.056966	0.238946	0.344655	0.102967	0.000000	275.000000	8391.000000
FL, 08624	50 or more Unit	0.041016	0.039844	0.083203	0.144141	0.233203	0.130078	0.201563	0.114453	0.012500	124.000000	2560.000000
FL, 08624	Mobile Home	0.000000	0.007881	0.015762	0.075306	0.213441	0.456655	0.230954	0.000000	0.000000	180.000000	4568.000000
FL, 08624	Single-Family Attached	0.004274	0.068954	0.073341	0.052756	0.121485	0.147807	0.427447	0.103937	0.000000	476.000000	8890.000000
FL, 08624	Single-Family Detached	0.017160	0.166252	0.068310	0.192459	0.084614	0.120783	0.321647	0.021207	0.007568	2566.000000	51398.000000
FL, 08700	10 to 19 Unit	0.017706	0.005336	0.017948	0.092651	0.366723	0.078584	0.383216	0.036381	0.001455	141.000000	4123.000000
FL, 08700	2 Unit	0.058824	0.101393	0.141383	0.314757	0.104489	0.070175	0.051084	0.055728	0.102167	227.000000	3876.000000
FL, 08700	20 to 49 Unit	0.000000	0.034950	0.042775	0.214919	0.248826	0.115806	0.244653	0.075117	0.022953	105.000000	1917.000000
FL, 08700	3 or 4 Unit	0.054207	0.077999	0.100319	0.142016	0.198675	0.050527	0.141280	0.069169	0.165808	250.000000	4077.000000
FL, 08700	5 to 9 Unit	0.024125	0.037017	0.075691	0.066298	0.120442	0.132044	0.404972	0.087293	0.052118	190.000000	5430.000000
FL, 08700	50 or more Unit	0.047542	0.009752	0.113775	0.241365	0.184072	0.121495	0.167818	0.084925	0.029256	148.000000	2461.000000
FL, 08700	Mobile Home	0.007214	0.011306	0.124367	0.430064	0.196296	0.174330	0.053085	0.003338	0.000000	535.000000	9287.000000
FL, 08700	Single-Family Attached	0.008204	0.055962	0.064850	0.068952	0.145229	0.182830	0.417717	0.035355	0.020900	452.000000	10239.000000
FL, 08700	Single-Family Detached	0.014712	0.085667	0.098697	0.141890	0.201621	0.176177	0.204412	0.029322	0.047502	3279.000000	48735.000000
FL, 08900	10 to 19 Unit	0.000000	0.000000	0.000000	0.051383	0.162055	0.162055	0.543478	0.081028	0.000000	32.000000	506.000000
FL, 08900	2 Unit	0.038180	0.104793	0.096669	0.290008	0.116166	0.159220	0.179529	0.000000	0.015435	63.000000	1231.000000
FL, 08900	20 to 49 Unit	0.000000	0.000000	0.000000	0.085066	0.325142	0.172023	0.300567	0.117202	0.000000	47.000000	529.000000
FL, 08900	3 or 4 Unit	0.025744	0.040225	0.065969	0.404666	0.111826	0.053097	0.293644	0.004827	0.000000	68.000000	1243.000000
FL, 08900	5 to 9 Unit	0.026482	0.000000	0.000000	0.175914	0.083859	0.085120	0.361917	0.235183	0.031526	82.000000	1586.000000
FL, 08900	50 or more Unit	0.000000	0.000000	0.000000	0.083095	0.309456	0.000000	0.541547	0.065903	0.000000	25.000000	349.000000
FL, 08900	Mobile Home	0.000000	0.001972	0.033775	0.143426	0.187534	0.285939	0.280206	0.058239	0.008909	1121.000000	27387.000000
FL, 08900	Single-Family Attached	0.077850	0.000000	0.063021	0.100093	0.078777	0.172382	0.453661	0.054217	0.000000	131.000000	2158.000000
FL, 08900	Single-Family Detached	0.020423	0.035740	0.043635	0.081014	0.136248	0.147200	0.405260	0.100901	0.029579	3231.000000	63458.000000
FL, 09100	10 to 19 Unit	0.006075	0.034326	0.041920	0.160693	0.280377	0.194107	0.205650	0.076853	0.000000	176.000000	3292.000000
FL, 09100	2 Unit	0.004946	0.263436	0.129245	0.106495	0.285526	0.045500	0.079459	0.085394	0.000000	126.000000	3033.000000
FL, 09100	20 to 49 Unit	0.000000	0.009598	0.047211	0.146563	0.215045	0.245396	0.210895	0.125292	0.000000	241.000000	3855.000000
FL, 09100	3 or 4 Unit	0.000000	0.032703	0.053739	0.204437	0.375678	0.131635	0.169104	0.032703	0.000000	321.000000	6085.000000
FL, 09100	5 to 9 Unit	0.002925	0.019081	0.121448	0.234958	0.290808	0.150975	0.123120	0.056685	0.000000	365.000000	7180.000000
FL, 09100	50 or more Unit	0.000000	0.057053	0.051662	0.194519	0.168688	0.181491	0.224169	0.122417	0.000000	298.000000	4452.000000
FL, 09100	Mobile Home	0.005948	0.004589	0.104776	0.138171	0.249150	0.241672	0.202158	0.053535	0.000000	457.000000	11768.000000
FL, 09100	Single-Family Attached	0.019634	0.107821	0.028408	0.163760	0.283427	0.121092	0.233739	0.042119	0.000000	723.000000	9117.000000
FL, 09100	Single-Family Detached	0.014743	0.067705	0.116292	0.131774	0.191895	0.197210	0.198688	0.069959	0.011734	7489.000000	133964.000000
FL, 09300	10 to 19 Unit	0.197260	0.000000	0.000000	0.112329	0.230137	0.273973	0.186301	0.000000	0.000000	17.000000	365.000000
FL, 09300	2 Unit	0.166156	0.008040	0.032159	0.100689	0.202527	0.259954	0.189893	0.040582	0.000000	80.000000	2612.000000
FL, 09300	20 to 49 Unit	0.000000	0.000000	0.117647	0.176471	0.073529	0.000000	0.411765	0.000000	0.220588	10.000000	136.000000
FL, 09300	3 or 4 Unit	0.000000	0.006399	0.117916	0.279707	0.262340	0.147166	0.186472	0.000000	0.000000	54.000000	1094.000000
FL, 09300	5 to 9 Unit	0.068205	0.000000	0.027081	0.044132	0.297894	0.142427	0.366098	0.054162	0.000000	51.000000	997.000000
FL, 09300	50 or more Unit	0.000000	0.000000	0.000000	0.000000	0.163265	0.321429	0.515306	0.000000	0.000000	12.000000	196.000000
FL, 09300	Mobile Home	0.000000	0.013570	0.057152	0.218793	0.256741	0.260922	0.172909	0.014811	0.005102	1569.000000	28223.000000
FL, 09300	Single-Family Attached	0.255924	0.000000	0.161814	0.056195	0.036561	0.130670	0.296547	0.046039	0.016249	63.000000	1477.000000
FL, 09300	Single-Family Detached	0.024466	0.053267	0.070746	0.223753	0.186106	0.189087	0.235967	0.007858	0.008749	2793.000000	51664.000000
FL, 09501	10 to 19 Unit	0.000000	0.000000	0.030283	0.189435	0.223755	0.461306	0.095222	0.000000	0.000000	79.000000	2972.000000
FL, 09501	2 Unit	0.000000	0.039474	0.018092	0.190789	0.649671	0.101974	0.000000	0.000000	0.000000	20.000000	608.000000
FL, 09501	20 to 49 Unit	0.000000	0.000000	0.000000	0.000000	0.043614	0.754673	0.201713	0.000000	0.000000	22.000000	1284.000000
FL, 09501	3 or 4 Unit	0.000000	0.019726	0.186301	0.196164	0.209863	0.156164	0.231781	0.000000	0.000000	59.000000	1825.000000
FL, 09501	5 to 9 Unit	0.000000	0.000000	0.216909	0.199584	0.259875	0.152460	0.159390	0.011781	0.000000	67.000000	2886.000000
FL, 09501	50 or more Unit	0.000000	0.000000	0.000000	0.444444	0.015873	0.133333	0.387302	0.019048	0.000000	21.000000	630.000000
FL, 09501	Mobile Home	0.004000	0.005667	0.072222	0.222111	0.445889	0.150444	0.095444	0.004222	0.000000	326.000000	9000.000000
FL, 09501	Single-Family Attached	0.000000	0.132152	0.066221	0.180076	0.215800	0.044728	0.279988	0.062446	0.018588	121.000000	3443.000000
FL, 09501	Single-Family Detached	0.007200	0.046986	0.065697	0.098621	0.232077	0.198306	0.293200	0.052690	0.005224	4631.000000	106245.000000
FL, 09502	10 to 19 Unit	0.000000	0.000000	0.000000	0.016623	0.152231	0.338583	0.455235	0.027997	0.009332	132.000000	3429.000000
FL, 09502	2 Unit	0.000000	0.021225	0.000000	0.378411	0.035173	0.453002	0.092784	0.000000	0.019406	55.000000	1649.000000
FL, 09502	20 to 49 Unit	0.000000	0.000000	0.000000	0.073379	0.060367	0.299275	0.453498	0.113481	0.000000	133.000000	4688.000000
FL, 09502	3 or 4 Unit	0.000000	0.004271	0.000000	0.151875	0.107262	0.323208	0.363075	0.050308	0.000000	93.000000	2107.000000
FL, 09502	5 to 9 Unit	0.000000	0.000000	0.039285	0.024912	0.134142	0.364899	0.425263	0.011498	0.000000	193.000000	6262.000000
FL, 09502	50 or more Unit	0.000000	0.000000	0.000000	0.030205	0.151025	0.523193	0.295577	0.000000	0.000000	45.000000	927.000000
FL, 09502	Mobile Home	0.009847	0.000000	0.025395	0.363307	0.233221	0.238922	0.119979	0.009329	0.000000	165.000000	3859.000000
FL, 09502	Single-Family Attached	0.000000	0.034441	0.015576	0.084458	0.331603	0.036172	0.307027	0.187089	0.003634	272.000000	5778.000000
FL, 09502	Single-Family Detached	0.012720	0.026313	0.027284	0.084882	0.216069	0.253497	0.324391	0.047731	0.007113	4383.000000	100940.000000
FL, 09503	10 to 19 Unit	0.000000	0.000000	0.000000	0.007940	0.134517	0.318776	0.426436	0.112331	0.000000	335.000000	8564.000000
FL, 09503	2 Unit	0.000000	0.000000	0.000000	0.200721	0.354567	0.174279	0.072115	0.198317	0.000000	28.000000	832.000000
FL, 09503	20 to 49 Unit	0.000000	0.000000	0.002564	0.008462	0.098974	0.269103	0.287436	0.333462	0.000000	232.000000	7800.000000
FL, 09503	3 or 4 Unit	0.000000	0.000000	0.020954	0.103324	0.203035	0.357298	0.216763	0.098627	0.000000	131.000000	2768.000000
FL, 09503	5 to 9 Unit	0.000000	0.000000	0.050496	0.058386	0.208747	0.324617	0.286069	0.071686	0.000000	180.000000	4436.000000
FL, 09503	50 or more Unit	0.000000	0.005650	0.000000	0.026167	0.193280	0.140351	0.444544	0.190009	0.000000	177.000000	3363.000000
FL, 09503	Mobile Home	0.000000	0.000000	0.017689	0.092316	0.296849	0.451078	0.115533	0.026534	0.000000	60.000000	1809.000000
FL, 09503	Single-Family Attached	0.000000	0.000000	0.000000	0.011472	0.195020	0.064659	0.523530	0.199192	0.006127	305.000000	7671.000000
FL, 09503	Single-Family Detached	0.003282	0.020123	0.026169	0.079415	0.216916	0.213854	0.328507	0.110618	0.001116	3397.000000	77076.000000
FL, 09504	10 to 19 Unit	0.000391	0.003348	0.065447	0.200692	0.187357	0.206327	0.298499	0.035820	0.002120	591.000000	17923.000000
FL, 09504	2 Unit	0.000000	0.046512	0.428629	0.188051	0.134723	0.073376	0.092622	0.004812	0.031275	125.000000	2494.000000
FL, 09504	20 to 49 Unit	0.008444	0.013628	0.019146	0.111111	0.192542	0.215199	0.377310	0.060279	0.002341	324.000000	11961.000000
FL, 09504	3 or 4 Unit	0.007120	0.025680	0.078441	0.436209	0.150811	0.119412	0.109607	0.066301	0.006420	363.000000	8567.000000
FL, 09504	5 to 9 Unit	0.006663	0.024141	0.075539	0.285195	0.231635	0.208532	0.139742	0.028554	0.000000	427.000000	11557.000000
FL, 09504	50 or more Unit	0.021235	0.013370	0.046795	0.225718	0.180299	0.215690	0.264451	0.017499	0.014943	220.000000	5086.000000
FL, 09504	Mobile Home	0.000000	0.001730	0.160113	0.352627	0.200535	0.114816	0.108525	0.054891	0.006763	323.000000	6358.000000
FL, 09504	Single-Family Attached	0.000000	0.012298	0.194355	0.300605	0.194153	0.039718	0.199798	0.056653	0.002419	226.000000	4960.000000
FL, 09504	Single-Family Detached	0.015023	0.209813	0.203632	0.237767	0.148693	0.117467	0.052753	0.009071	0.005781	3071.000000	52585.000000
FL, 09505	10 to 19 Unit	0.007869	0.041263	0.059120	0.319108	0.254742	0.166364	0.117534	0.026029	0.007970	442.000000	9912.000000
FL, 09505	2 Unit	0.077073	0.157549	0.179674	0.212497	0.186725	0.074885	0.062242	0.000000	0.049356	250.000000	4113.000000
FL, 09505	20 to 49 Unit	0.002662	0.024570	0.105856	0.203931	0.181409	0.187346	0.229115	0.045455	0.019656	247.000000	4884.000000
FL, 09505	3 or 4 Unit	0.028910	0.042118	0.132212	0.418692	0.170717	0.115389	0.053209	0.001495	0.037259	479.000000	8025.000000
FL, 09505	5 to 9 Unit	0.028454	0.028354	0.102595	0.336439	0.271616	0.167618	0.055906	0.000000	0.009017	542.000000	9981.000000
FL, 09505	50 or more Unit	0.012739	0.018990	0.083864	0.135527	0.104624	0.085869	0.418259	0.134466	0.005662	452.000000	8478.000000
FL, 09505	Mobile Home	0.000000	0.042705	0.117438	0.464413	0.021352	0.320285	0.000000	0.000000	0.033808	32.000000	562.000000
FL, 09505	Single-Family Attached	0.044759	0.034319	0.081249	0.217904	0.347323	0.058611	0.142030	0.050031	0.023775	565.000000	9674.000000
FL, 09505	Single-Family Detached	0.085859	0.313586	0.127029	0.118348	0.089837	0.083105	0.082245	0.010345	0.089645	3017.000000	52295.000000
FL, 09506	10 to 19 Unit	0.002045	0.035796	0.045723	0.115088	0.271748	0.329623	0.174468	0.011310	0.014198	625.000000	16622.000000
FL, 09506	2 Unit	0.032092	0.174155	0.160034	0.304664	0.219512	0.074882	0.016688	0.000000	0.017972	92.000000	2337.000000
FL, 09506	20 to 49 Unit	0.017089	0.002793	0.029789	0.039697	0.159386	0.461666	0.264379	0.008644	0.016557	486.000000	15039.000000
FL, 09506	3 or 4 Unit	0.018570	0.065227	0.101903	0.172934	0.298747	0.258821	0.049907	0.000000	0.033890	235.000000	4308.000000
FL, 09506	5 to 9 Unit	0.002959	0.016991	0.086197	0.226518	0.158648	0.327988	0.162467	0.018232	0.000000	389.000000	10476.000000
FL, 09506	50 or more Unit	0.025704	0.097103	0.111383	0.101999	0.133415	0.267646	0.259486	0.000000	0.003264	130.000000	2451.000000
FL, 09506	Mobile Home	0.000000	0.000000	0.000000	0.730392	0.011029	0.000000	0.246324	0.012255	0.000000	28.000000	816.000000
FL, 09506	Single-Family Attached	0.002281	0.007984	0.048130	0.134808	0.198905	0.139142	0.445484	0.023266	0.000000	187.000000	4384.000000
FL, 09506	Single-Family Detached	0.038009	0.279613	0.299479	0.166330	0.090205	0.047666	0.045496	0.015591	0.017611	2360.000000	47015.000000
FL, 09507	10 to 19 Unit	0.002806	0.042979	0.097437	0.136717	0.246270	0.278536	0.181227	0.012243	0.001785	299.000000	7841.000000
FL, 09507	2 Unit	0.000000	0.054054	0.103475	0.049421	0.406950	0.076448	0.301158	0.000000	0.008494	75.000000	1295.000000
FL, 09507	20 to 49 Unit	0.007955	0.018910	0.066380	0.135759	0.298122	0.224700	0.186881	0.049165	0.012128	269.000000	7668.000000
FL, 09507	3 or 4 Unit	0.024211	0.011995	0.196357	0.211684	0.323412	0.121057	0.100178	0.011106	0.000000	172.000000	4502.000000
FL, 09507	5 to 9 Unit	0.002424	0.024098	0.065165	0.271781	0.246257	0.231427	0.150863	0.002994	0.004991	257.000000	7013.000000
FL, 09507	50 or more Unit	0.014842	0.045255	0.142336	0.220681	0.120925	0.091484	0.197810	0.118978	0.047689	241.000000	4110.000000
FL, 09507	Mobile Home	0.000000	0.049746	0.071066	0.288325	0.324873	0.177665	0.088325	0.000000	0.000000	56.000000	985.000000
FL, 09507	Single-Family Attached	0.000902	0.039555	0.038652	0.260490	0.261994	0.098361	0.240638	0.059407	0.000000	305.000000	6649.000000
FL, 09507	Single-Family Detached	0.043800	0.243189	0.188574	0.143145	0.111851	0.084993	0.125892	0.020542	0.038013	4105.000000	64452.000000
FL, 09508	10 to 19 Unit	0.006687	0.004179	0.004876	0.235720	0.331987	0.266648	0.123711	0.026191	0.000000	337.000000	7178.000000
FL, 09508	2 Unit	0.000000	0.000000	0.031276	0.190123	0.365432	0.287243	0.125926	0.000000	0.000000	64.000000	1215.000000
FL, 09508	20 to 49 Unit	0.003096	0.004763	0.002858	0.137414	0.412003	0.185520	0.210288	0.044058	0.000000	149.000000	4199.000000
FL, 09508	3 or 4 Unit	0.000000	0.002170	0.044695	0.394446	0.176177	0.216967	0.126058	0.039488	0.000000	258.000000	4609.000000
FL, 09508	5 to 9 Unit	0.000000	0.014427	0.011542	0.212395	0.340861	0.246895	0.157320	0.016560	0.000000	397.000000	7971.000000
FL, 09508	50 or more Unit	0.000000	0.010280	0.039977	0.086808	0.132496	0.257567	0.190177	0.276985	0.005711	122.000000	1751.000000
FL, 09508	Mobile Home	0.000000	0.018515	0.016877	0.063248	0.501229	0.147632	0.180567	0.071932	0.000000	259.000000	6103.000000
FL, 09508	Single-Family Attached	0.000000	0.025816	0.013857	0.147684	0.593964	0.133257	0.048785	0.036636	0.000000	236.000000	5268.000000
FL, 09508	Single-Family Detached	0.002999	0.048017	0.068930	0.166570	0.282395	0.277791	0.142523	0.009576	0.001199	2996.000000	51690.000000
FL, 09509	10 to 19 Unit	0.000000	0.000000	0.000000	0.000000	0.020136	0.222488	0.653110	0.104266	0.000000	143.000000	5016.000000
FL, 09509	2 Unit	0.000000	0.000000	0.114833	0.000000	0.096890	0.321770	0.346890	0.119617	0.000000	25.000000	836.000000
FL, 09509	20 to 49 Unit	0.000000	0.000000	0.000000	0.000000	0.157723	0.283511	0.328699	0.230067	0.000000	104.000000	4603.000000
FL, 09509	3 or 4 Unit	0.000000	0.000000	0.000000	0.115350	0.116681	0.121562	0.475155	0.171251	0.000000	65.000000	2254.000000
FL, 09509	5 to 9 Unit	0.000000	0.000000	0.000000	0.000000	0.101455	0.320582	0.448094	0.122661	0.007207	128.000000	7215.000000
FL, 09509	50 or more Unit	0.000000	0.000000	0.000000	0.020101	0.000000	0.316583	0.383585	0.279732	0.000000	38.000000	1194.000000
FL, 09509	Mobile Home	0.000000	0.111318	0.000000	0.197396	0.382837	0.193943	0.106536	0.007970	0.000000	139.000000	3764.000000
FL, 09509	Single-Family Attached	0.000000	0.050484	0.046324	0.038563	0.110489	0.099448	0.435715	0.218978	0.000000	423.000000	12499.000000
FL, 09509	Single-Family Detached	0.000124	0.011558	0.019832	0.053164	0.176350	0.280272	0.383533	0.071932	0.003233	3506.000000	96813.000000
FL, 09510	10 to 19 Unit	0.000000	0.000000	0.036623	0.014466	0.083867	0.386925	0.351035	0.127083	0.000000	146.000000	5461.000000
FL, 09510	2 Unit	0.000000	0.000000	0.000000	0.650891	0.000000	0.000000	0.338045	0.011063	0.000000	17.000000	1627.000000
FL, 09510	20 to 49 Unit	0.000000	0.000000	0.000000	0.051173	0.015535	0.511118	0.221139	0.201036	0.000000	75.000000	3283.000000
FL, 09510	3 or 4 Unit	0.000000	0.000000	0.000000	0.000000	0.000000	0.497982	0.401615	0.100404	0.000000	42.000000	1982.000000
FL, 09510	5 to 9 Unit	0.000000	0.000000	0.000000	0.033302	0.234380	0.313035	0.239137	0.180146	0.000000	82.000000	3153.000000
FL, 09510	50 or more Unit	0.000000	0.000000	0.013254	0.034460	0.035785	0.284957	0.476474	0.155070	0.000000	43.000000	1509.000000
FL, 09510	Mobile Home	0.000000	0.002392	0.141704	0.052815	0.365521	0.180169	0.252616	0.002790	0.001993	220.000000	10035.000000
FL, 09510	Single-Family Attached	0.000000	0.000000	0.000000	0.092434	0.152687	0.159877	0.574461	0.020541	0.000000	125.000000	5842.000000
FL, 09510	Single-Family Detached	0.002317	0.009138	0.021001	0.047314	0.107335	0.304302	0.466322	0.039920	0.002352	2923.000000	85471.000000
FL, 09701	10 to 19 Unit	0.004192	0.031683	0.007019	0.073796	0.116884	0.313219	0.270813	0.175863	0.006531	352.000000	10258.000000
FL, 09701	2 Unit	0.116259	0.000000	0.032013	0.000000	0.205139	0.173126	0.064869	0.405644	0.002949	76.000000	2374.000000
FL, 09701	20 to 49 Unit	0.000000	0.000000	0.022238	0.068798	0.099375	0.160528	0.518416	0.130646	0.000000	132.000000	2878.000000
FL, 09701	3 or 4 Unit	0.030156	0.057188	0.004687	0.129375	0.246719	0.165313	0.223594	0.064844	0.078125	278.000000	6400.000000
FL, 09701	5 to 9 Unit	0.005281	0.030593	0.022125	0.091141	0.217791	0.332787	0.235910	0.055267	0.009105	393.000000	10983.000000
FL, 09701	50 or more Unit	0.007887	0.042817	0.008451	0.259718	0.138592	0.210141	0.307606	0.024789	0.000000	95.000000	1775.000000
FL, 09701	Mobile Home	0.000000	0.004219	0.049883	0.147023	0.460291	0.176465	0.152461	0.009658	0.000000	457.000000	10665.000000
FL, 09701	Single-Family Attached	0.000000	0.000000	0.003390	0.066765	0.167281	0.230214	0.438025	0.087251	0.007074	325.000000	6785.000000
FL, 09701	Single-Family Detached	0.004075	0.024284	0.021156	0.050383	0.149621	0.270872	0.422802	0.049298	0.007509	3581.000000	101343.000000
FL, 09702	10 to 19 Unit	0.000000	0.003946	0.000000	0.003946	0.151266	0.291352	0.523841	0.025649	0.000000	55.000000	3041.000000
FL, 09702	2 Unit	0.000000	0.014957	0.039530	0.086538	0.460470	0.153846	0.244658	0.000000	0.000000	39.000000	936.000000
FL, 09702	20 to 49 Unit	0.000000	0.000000	0.000000	0.006849	0.028919	0.026636	0.937595	0.000000	0.000000	15.000000	1314.000000
FL, 09702	3 or 4 Unit	0.061022	0.000000	0.025172	0.070557	0.331808	0.298627	0.199085	0.013730	0.000000	88.000000	2622.000000
FL, 09702	5 to 9 Unit	0.073328	0.000000	0.000000	0.111492	0.332333	0.207547	0.264580	0.010720	0.000000	74.000000	2332.000000
FL, 09702	50 or more Unit	0.000000	0.000000	0.163317	0.000000	0.283920	0.185930	0.070352	0.238693	0.057789	21.000000	398.000000
FL, 09702	Mobile Home	0.005146	0.019603	0.027199	0.188924	0.249204	0.279221	0.230703	0.000000	0.000000	434.000000	8162.000000
FL, 09702	Single-Family Attached	0.000000	0.000000	0.038535	0.015379	0.184379	0.256610	0.450838	0.044410	0.009850	260.000000	5787.000000
FL, 09702	Single-Family Detached	0.006026	0.018382	0.030781	0.092436	0.177432	0.189966	0.368603	0.097341	0.019032	3858.000000	95417.000000
FL, 09901	10 to 19 Unit	0.000000	0.011959	0.054670	0.165148	0.200740	0.191344	0.251139	0.125000	0.000000	190.000000	3512.000000
FL, 09901	2 Unit	0.000000	0.010690	0.256560	0.161322	0.131195	0.174927	0.265306	0.000000	0.000000	52.000000	1029.000000
FL, 09901	20 to 49 Unit	0.000000	0.002778	0.053296	0.162162	0.357919	0.149785	0.226067	0.047992	0.000000	254.000000	3959.000000
FL, 09901	3 or 4 Unit	0.011111	0.000000	0.024615	0.202735	0.535214	0.118120	0.067350	0.040855	0.000000	290.000000	5850.000000
FL, 09901	5 to 9 Unit	0.003645	0.003645	0.043096	0.128002	0.589837	0.091767	0.137221	0.000000	0.002787	234.000000	4664.000000
FL, 09901	50 or more Unit	0.000000	0.019263	0.015075	0.166667	0.357621	0.106784	0.310720	0.023869	0.000000	156.000000	2388.000000
FL, 09901	Mobile Home	0.000000	0.028252	0.000000	0.355503	0.183049	0.187758	0.175986	0.056504	0.012949	68.000000	1699.000000
FL, 09901	Single-Family Attached	0.000000	0.006518	0.038307	0.094651	0.248504	0.212787	0.318600	0.076703	0.003929	648.000000	11199.000000
FL, 09901	Single-Family Detached	0.000090	0.030386	0.076274	0.134356	0.301308	0.220854	0.193625	0.040956	0.002150	3672.000000	66510.000000
FL, 09902	10 to 19 Unit	0.010614	0.032241	0.140109	0.149264	0.208704	0.282738	0.156694	0.000000	0.019636	401.000000	7537.000000
FL, 09902	2 Unit	0.023847	0.017091	0.149841	0.217607	0.246025	0.193760	0.093800	0.041733	0.016296	218.000000	5032.000000
FL, 09902	20 to 49 Unit	0.016488	0.039159	0.150041	0.294930	0.147362	0.076669	0.275350	0.000000	0.000000	285.000000	4852.000000
FL, 09902	3 or 4 Unit	0.012211	0.046481	0.037159	0.227941	0.309217	0.159533	0.191045	0.016413	0.000000	408.000000	7616.000000
FL, 09902	5 to 9 Unit	0.007131	0.035025	0.071728	0.089765	0.205327	0.245596	0.250629	0.034815	0.059983	273.000000	4768.000000
FL, 09902	50 or more Unit	0.007466	0.026799	0.051876	0.405054	0.242534	0.087481	0.172665	0.006126	0.000000	415.000000	5224.000000
FL, 09902	Mobile Home	0.000000	0.052546	0.117312	0.303870	0.104684	0.013035	0.281059	0.000000	0.127495	111.000000	2455.000000
FL, 09902	Single-Family Attached	0.001092	0.012828	0.037391	0.161390	0.330695	0.144287	0.264283	0.041576	0.006459	776.000000	10992.000000
FL, 09902	Single-Family Detached	0.012248	0.128417	0.210339	0.125218	0.115604	0.158695	0.227924	0.019467	0.002087	4108.000000	58458.000000
FL, 09903	10 to 19 Unit	0.014627	0.006333	0.065822	0.171513	0.259454	0.178113	0.230557	0.056368	0.017214	617.000000	11212.000000
FL, 09903	2 Unit	0.029853	0.070113	0.165814	0.229785	0.248038	0.126066	0.038895	0.000000	0.091436	286.000000	5862.000000
FL, 09903	20 to 49 Unit	0.007881	0.011967	0.093330	0.267148	0.284953	0.141856	0.136092	0.027802	0.028970	727.000000	13704.000000
FL, 09903	3 or 4 Unit	0.038587	0.064339	0.088296	0.221595	0.393823	0.089665	0.068446	0.000000	0.035250	583.000000	11688.000000
FL, 09903	5 to 9 Unit	0.003139	0.049620	0.100085	0.148376	0.413618	0.127007	0.132319	0.002415	0.023421	465.000000	8283.000000
FL, 09903	50 or more Unit	0.019874	0.031435	0.060864	0.223677	0.205523	0.098701	0.335945	0.012230	0.011752	718.000000	10466.000000
FL, 09903	Mobile Home	0.000000	0.003011	0.169892	0.315914	0.213548	0.110968	0.186667	0.000000	0.000000	216.000000	4650.000000
FL, 09903	Single-Family Attached	0.032438	0.014662	0.122486	0.073959	0.398209	0.052809	0.207474	0.040223	0.057740	514.000000	7707.000000
FL, 09903	Single-Family Detached	0.085481	0.231765	0.147765	0.137648	0.113122	0.063749	0.074421	0.007710	0.138339	3573.000000	59405.000000
FL, 09904	10 to 19 Unit	0.004942	0.004601	0.036128	0.175869	0.615201	0.116905	0.043286	0.000000	0.003067	245.000000	5868.000000
FL, 09904	2 Unit	0.001640	0.065892	0.054272	0.091456	0.641558	0.104443	0.034176	0.006288	0.000273	334.000000	7315.000000
FL, 09904	20 to 49 Unit	0.008871	0.004104	0.073878	0.252615	0.436780	0.151993	0.062227	0.006885	0.002648	284.000000	7553.000000
FL, 09904	3 or 4 Unit	0.001882	0.042158	0.037767	0.138394	0.590715	0.138645	0.046173	0.000000	0.004266	447.000000	7970.000000
FL, 09904	5 to 9 Unit	0.000000	0.011914	0.049398	0.168005	0.583668	0.110174	0.075100	0.000000	0.001740	401.000000	7470.000000
FL, 09904	50 or more Unit	0.000000	0.015574	0.091390	0.292977	0.398766	0.148692	0.034675	0.014105	0.003820	196.000000	3403.000000
FL, 09904	Mobile Home	0.001757	0.001142	0.101494	0.442707	0.203251	0.066520	0.142091	0.039631	0.001406	510.000000	11380.000000
FL, 09904	Single-Family Attached	0.001082	0.019576	0.037193	0.194519	0.495827	0.098702	0.145786	0.006800	0.000515	1195.000000	19412.000000
FL, 09904	Single-Family Detached	0.013477	0.169905	0.203986	0.235713	0.165657	0.104243	0.089672	0.014991	0.002355	2731.000000	47562.000000
FL, 09905	10 to 19 Unit	0.024860	0.057386	0.107106	0.250052	0.304537	0.136317	0.064636	0.047234	0.007872	236.000000	4827.000000
FL, 09905	2 Unit	0.026148	0.094228	0.192915	0.170743	0.206410	0.124473	0.116761	0.002771	0.065550	412.000000	8299.000000
FL, 09905	20 to 49 Unit	0.010583	0.016444	0.110062	0.293715	0.232823	0.181211	0.137903	0.013514	0.003745	388.000000	6142.000000
FL, 09905	3 or 4 Unit	0.029739	0.075790	0.082864	0.285405	0.318320	0.097589	0.044608	0.030027	0.035658	339.000000	6927.000000
FL, 09905	5 to 9 Unit	0.031017	0.043843	0.184468	0.277519	0.199160	0.090252	0.138526	0.000000	0.035215	246.000000	4288.000000
FL, 09905	50 or more Unit	0.014548	0.032414	0.073507	0.279990	0.164114	0.226901	0.206228	0.000000	0.002297	303.000000	3918.000000
FL, 09905	Mobile Home	0.000000	0.024411	0.124134	0.148719	0.276662	0.229224	0.169321	0.027528	0.000000	246.000000	5776.000000
FL, 09905	Single-Family Attached	0.016297	0.067050	0.092193	0.112991	0.245383	0.122148	0.319416	0.015210	0.009312	423.000000	6443.000000
