Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
ND_Minot.Intl.AP.727676	Single-Family Attached	1940-59s	0.413696	0.195435	0.195435	0.195435	207.971514
ND_Minot.Intl.AP.727676	Single-Family Attached	1960-79s	0.410866	0.386384	0.101375	0.101375	379.167450
ND_Minot.Intl.AP.727676	Single-Family Attached	1980-99s	0.409898	0.253607	0.195316	0.141179	969.959673
ND_Minot.Intl.AP.727676	Single-Family Attached	2000-09s	0.545290	0.236315	0.159188	0.059207	1508.868334
ND_Minot.Intl.AP.727676	Single-Family Attached	<1940	0.248551	0.248551	0.248709	0.254189	107.535640
ND_Minot.Intl.AP.727676	Single-Family Attached	2010s	0.293712	0.251748	0.227672	0.226869	319.849713
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Single-Family Attached	1940-59s	0.333123	0.222292	0.222292	0.222292	314.188453
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Single-Family Attached	1960-79s	0.384260	0.325048	0.145346	0.145346	624.019794
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Single-Family Attached	1980-99s	0.425579	0.241353	0.190391	0.142677	1148.174536
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Single-Family Attached	2000-09s	0.336717	0.379453	0.204075	0.079756	783.051781
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Single-Family Attached	<1940	0.247702	0.247702	0.255497	0.249099	313.017809
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Single-Family Attached	2010s	0.175998	0.481196	0.172151	0.170655	199.907876
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Single-Family Attached	1940-59s	0.402168	0.199277	0.199277	0.199277	253.679632
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Single-Family Attached	1960-79s	0.342376	0.296011	0.180807	0.180807	352.995498
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Single-Family Attached	1980-99s	0.413257	0.197593	0.154896	0.234254	193.084706
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Single-Family Attached	2000-09s	0.410637	0.406609	0.119153	0.063602	279.232153
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Single-Family Attached	<1940	0.246101	0.246101	0.255152	0.252645	51.738199
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Single-Family Attached	2010s	0.222518	0.300860	0.266028	0.210593	39.683035
NE_North.Platte.Rgnl.AP.725620	Single-Family Attached	1940-59s	0.371025	0.209666	0.209655	0.209655	362.755210
NE_North.Platte.Rgnl.AP.725620	Single-Family Attached	1960-79s	0.275412	0.420253	0.152168	0.152168	160.654830
NE_North.Platte.Rgnl.AP.725620	Single-Family Attached	1980-99s	0.364460	0.171175	0.360667	0.103697	275.305738
NE_North.Platte.Rgnl.AP.725620	Single-Family Attached	2000-09s	0.094981	0.728222	0.108287	0.068509	81.657021
NE_North.Platte.Rgnl.AP.725620	Single-Family Attached	<1940	0.245498	0.245463	0.261671	0.247368	62.367601
NE_North.Platte.Rgnl.AP.725620	Single-Family Attached	2010s	0.140824	0.561242	0.168368	0.129565	0.904540
NE_Omaha-Eppley.Airfield.725500	Single-Family Attached	1940-59s	0.408792	0.197069	0.197069	0.197069	2015.352785
NE_Omaha-Eppley.Airfield.725500	Single-Family Attached	1960-79s	0.300259	0.278505	0.210618	0.210618	6252.695665
NE_Omaha-Eppley.Airfield.725500	Single-Family Attached	1980-99s	0.314168	0.242567	0.222883	0.220382	7077.452159
NE_Omaha-Eppley.Airfield.725500	Single-Family Attached	2000-09s	0.314532	0.290435	0.224962	0.170070	6386.288231
NE_Omaha-Eppley.Airfield.725500	Single-Family Attached	<1940	0.248190	0.250420	0.248773	0.252616	1899.668189
NE_Omaha-Eppley.Airfield.725500	Single-Family Attached	2010s	0.224987	0.300939	0.253733	0.220342	766.505641
NE_Scottsbluff-W.B.Heilig.Field.725660	Single-Family Attached	1940-59s	0.616467	0.199613	0.091904	0.092016	199.453554
NE_Scottsbluff-W.B.Heilig.Field.725660	Single-Family Attached	1960-79s	0.387484	0.408496	0.108732	0.095288	348.283995
NE_Scottsbluff-W.B.Heilig.Field.725660	Single-Family Attached	1980-99s	0.374279	0.191960	0.122549	0.311212	379.139511
NE_Scottsbluff-W.B.Heilig.Field.725660	Single-Family Attached	2000-09s	0.355174	0.540069	0.067283	0.037473	136.859479
NE_Scottsbluff-W.B.Heilig.Field.725660	Single-Family Attached	<1940	0.429039	0.152527	0.265810	0.152624	124.912751
NE_Scottsbluff-W.B.Heilig.Field.725660	Single-Family Attached	2010s	0.238306	0.288122	0.237197	0.236375	25.546622
NH_Concord.Muni.AP.726050	Single-Family Attached	1940-59s	0.278275	0.253465	0.234130	0.234130	1159.916807
NH_Concord.Muni.AP.726050	Single-Family Attached	1960-79s	0.329162	0.281682	0.192889	0.196267	4230.798052
NH_Concord.Muni.AP.726050	Single-Family Attached	1980-99s	0.310616	0.247476	0.245649	0.196259	12410.265730
NH_Concord.Muni.AP.726050	Single-Family Attached	2000-09s	0.220315	0.326072	0.288398	0.165216	3613.422813
NH_Concord.Muni.AP.726050	Single-Family Attached	<1940	0.236324	0.349459	0.199818	0.214399	2608.152151
NH_Concord.Muni.AP.726050	Single-Family Attached	2010s	0.197906	0.197804	0.406486	0.197804	358.231566
NJ_Atlantic.City.Intl.AP.724070	Single-Family Attached	1940-59s	0.401204	0.224319	0.182951	0.191526	2482.978650
NJ_Atlantic.City.Intl.AP.724070	Single-Family Attached	1960-79s	0.505310	0.306575	0.099783	0.088332	7835.543783
NJ_Atlantic.City.Intl.AP.724070	Single-Family Attached	1980-99s	0.395766	0.411413	0.108268	0.084553	14721.882380
NJ_Atlantic.City.Intl.AP.724070	Single-Family Attached	2000-09s	0.337979	0.387120	0.150698	0.124203	7789.700646
NJ_Atlantic.City.Intl.AP.724070	Single-Family Attached	<1940	0.374622	0.281056	0.179484	0.164838	2620.778965
NJ_Atlantic.City.Intl.AP.724070	Single-Family Attached	2010s	0.217251	0.335196	0.252448	0.195105	778.435506
NJ_Newark.Intl.AP.725020	Single-Family Attached	1940-59s	0.615158	0.186067	0.075286	0.123488	19668.971120
NJ_Newark.Intl.AP.725020	Single-Family Attached	1960-79s	0.556022	0.283703	0.110537	0.049738	36778.830550
NJ_Newark.Intl.AP.725020	Single-Family Attached	1980-99s	0.410552	0.474295	0.055494	0.059658	103052.311400
NJ_Newark.Intl.AP.725020	Single-Family Attached	2000-09s	0.463876	0.344960	0.112109	0.079055	29775.846010
NJ_Newark.Intl.AP.725020	Single-Family Attached	<1940	0.477273	0.274789	0.150643	0.097295	30211.814400
NJ_Newark.Intl.AP.725020	Single-Family Attached	2010s	0.235778	0.308889	0.229724	0.225609	2405.742498
NM_Albuquerque.Intl.AP.723650	Single-Family Attached	1940-59s	0.347406	0.297732	0.176239	0.178624	2574.032506
NM_Albuquerque.Intl.AP.723650	Single-Family Attached	1960-79s	0.363463	0.268653	0.191675	0.176209	7145.408326
NM_Albuquerque.Intl.AP.723650	Single-Family Attached	1980-99s	0.286824	0.426630	0.147172	0.139374	8413.484124
NM_Albuquerque.Intl.AP.723650	Single-Family Attached	2000-09s	0.350074	0.302687	0.181110	0.166128	3629.200716
NM_Albuquerque.Intl.AP.723650	Single-Family Attached	<1940	0.379249	0.188065	0.244622	0.188065	1002.772875
NM_Albuquerque.Intl.AP.723650	Single-Family Attached	2010s	0.241736	0.286922	0.235671	0.235671	287.387447
NM_Tucumcari.AP.723676	Single-Family Attached	1940-59s	0.495927	0.319513	0.088642	0.095917	168.692396
NM_Tucumcari.AP.723676	Single-Family Attached	1960-79s	0.524342	0.412566	0.017463	0.045629	598.897148
NM_Tucumcari.AP.723676	Single-Family Attached	1980-99s	0.669968	0.196805	0.084682	0.048546	578.922312
NM_Tucumcari.AP.723676	Single-Family Attached	2000-09s	0.677780	0.173784	0.089066	0.059370	175.564379
NM_Tucumcari.AP.723676	Single-Family Attached	<1940	0.431438	0.180300	0.207961	0.180300	32.169929
NM_Tucumcari.AP.723676	Single-Family Attached	2010s	0.113993	0.660221	0.112893	0.112893	16.419666
NV_Elko.Muni.AP.725825	Single-Family Attached	1940-59s	0.356913	0.219722	0.209422	0.213943	14.738443
NV_Elko.Muni.AP.725825	Single-Family Attached	1960-79s	0.427696	0.406349	0.111039	0.054917	55.136871
NV_Elko.Muni.AP.725825	Single-Family Attached	1980-99s	0.526202	0.298327	0.102090	0.073381	53.366560
NV_Elko.Muni.AP.725825	Single-Family Attached	2000-09s	0.414375	0.238860	0.196600	0.150165	17.587161
NV_Elko.Muni.AP.725825	Single-Family Attached	<1940	0.449507	0.178113	0.194267	0.178113	1.079462
NV_Elko.Muni.AP.725825	Single-Family Attached	2010s	0.242270	0.283658	0.237036	0.237036	2.320991
NV_Ely-Yelland.Field.724860	Single-Family Attached	1940-59s	0.340591	0.229980	0.191448	0.237981	3.916379
NV_Ely-Yelland.Field.724860	Single-Family Attached	1960-79s	0.325990	0.367181	0.173259	0.133569	10.265294
NV_Ely-Yelland.Field.724860	Single-Family Attached	1980-99s	0.639605	0.217605	0.085463	0.057328	12.818113
NV_Ely-Yelland.Field.724860	Single-Family Attached	2000-09s	0.467043	0.312913	0.137021	0.083024	3.460044
NV_Ely-Yelland.Field.724860	Single-Family Attached	<1940	0.613514	0.086553	0.213379	0.086553	1.115592
NV_Ely-Yelland.Field.724860	Single-Family Attached	2010s	0.206565	0.382076	0.205679	0.205679	0.199130
NV_Las.Vegas-McCarran.Intl.AP.723860	Single-Family Attached	1940-59s	0.432116	0.204189	0.138450	0.225245	758.381427
NV_Las.Vegas-McCarran.Intl.AP.723860	Single-Family Attached	1960-79s	0.483276	0.403041	0.069568	0.044115	6718.258934
NV_Las.Vegas-McCarran.Intl.AP.723860	Single-Family Attached	1980-99s	0.534527	0.343541	0.083093	0.038838	18784.277220
NV_Las.Vegas-McCarran.Intl.AP.723860	Single-Family Attached	2000-09s	0.496441	0.366855	0.095211	0.041493	10141.369980
NV_Las.Vegas-McCarran.Intl.AP.723860	Single-Family Attached	<1940	0.498508	0.155120	0.191252	0.155120	97.971790
NV_Las.Vegas-McCarran.Intl.AP.723860	Single-Family Attached	2010s	0.167125	0.511594	0.160640	0.160640	514.218237
NV_Reno-Tahoe.Intl.AP.724880	Single-Family Attached	1940-59s	0.492325	0.265936	0.118396	0.123344	1260.819427
NV_Reno-Tahoe.Intl.AP.724880	Single-Family Attached	1960-79s	0.430940	0.426181	0.095897	0.046982	4555.094715
NV_Reno-Tahoe.Intl.AP.724880	Single-Family Attached	1980-99s	0.549761	0.291673	0.090595	0.067971	3442.013087
NV_Reno-Tahoe.Intl.AP.724880	Single-Family Attached	2000-09s	0.515513	0.336081	0.102259	0.046147	1770.562758
NV_Reno-Tahoe.Intl.AP.724880	Single-Family Attached	<1940	0.583553	0.126319	0.163809	0.126319	274.449559
NV_Reno-Tahoe.Intl.AP.724880	Single-Family Attached	2010s	0.241972	0.309543	0.224242	0.224242	79.559550
NV_Tonopah.AP.724855	Single-Family Attached	1940-59s	0.244395	0.342449	0.204935	0.208221	9.346798
NV_Tonopah.AP.724855	Single-Family Attached	1960-79s	0.418978	0.295499	0.146045	0.139478	46.460171
NV_Tonopah.AP.724855	Single-Family Attached	1980-99s	0.555238	0.263942	0.102806	0.078014	38.010257
NV_Tonopah.AP.724855	Single-Family Attached	2000-09s	0.286422	0.310984	0.209627	0.192968	9.953298
NV_Tonopah.AP.724855	Single-Family Attached	<1940	0.627422	0.121983	0.128612	0.121983	8.892211
NV_Tonopah.AP.724855	Single-Family Attached	2010s	0.242284	0.278620	0.239548	0.239548	0.026348
NV_Winnemucca.Muni.AP.725830	Single-Family Attached	1940-59s	0.535443	0.220008	0.113719	0.130830	19.249167
NV_Winnemucca.Muni.AP.725830	Single-Family Attached	1960-79s	0.541599	0.391894	0.052955	0.013552	44.266555
NV_Winnemucca.Muni.AP.725830	Single-Family Attached	1980-99s	0.520670	0.324936	0.084287	0.070107	47.379242
NV_Winnemucca.Muni.AP.725830	Single-Family Attached	2000-09s	0.731627	0.157088	0.075797	0.035488	6.866473
NV_Winnemucca.Muni.AP.725830	Single-Family Attached	<1940	0.570432	0.137593	0.154382	0.137593	4.964784
NV_Winnemucca.Muni.AP.725830	Single-Family Attached	2010s	0.230467	0.309055	0.230239	0.230239	16.083289
NY_Albany.County.AP.725180	Single-Family Attached	1940-59s	0.308470	0.245357	0.223087	0.223087	1482.518332
NY_Albany.County.AP.725180	Single-Family Attached	1960-79s	0.305878	0.249628	0.218947	0.225547	2850.058383
NY_Albany.County.AP.725180	Single-Family Attached	1980-99s	0.206359	0.472979	0.161104	0.159558	8167.888799
NY_Albany.County.AP.725180	Single-Family Attached	2000-09s	0.226651	0.350152	0.222412	0.200784	2485.749088
NY_Albany.County.AP.725180	Single-Family Attached	<1940	0.318067	0.263569	0.212908	0.205456	4950.103065
NY_Albany.County.AP.725180	Single-Family Attached	2010s	0.232586	0.264243	0.271330	0.231842	365.146806
NY_Binghamton-Edwin.A.Link.Field.725150	Single-Family Attached	1940-59s	0.404421	0.264447	0.165566	0.165566	951.604782
NY_Binghamton-Edwin.A.Link.Field.725150	Single-Family Attached	1960-79s	0.491380	0.198923	0.152991	0.156706	823.865538
NY_Binghamton-Edwin.A.Link.Field.725150	Single-Family Attached	1980-99s	0.348867	0.447641	0.100802	0.102690	1752.970162
NY_Binghamton-Edwin.A.Link.Field.725150	Single-Family Attached	2000-09s	0.167817	0.518286	0.182034	0.131863	474.400381
NY_Binghamton-Edwin.A.Link.Field.725150	Single-Family Attached	<1940	0.527236	0.268654	0.106326	0.097784	1700.272310
NY_Binghamton-Edwin.A.Link.Field.725150	Single-Family Attached	2010s	0.245838	0.276744	0.238709	0.238709	47.477775
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Single-Family Attached	1940-59s	0.261854	0.247740	0.245203	0.245203	2506.021349
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Single-Family Attached	1960-79s	0.262241	0.246602	0.245504	0.245653	3066.896728
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Single-Family Attached	1980-99s	0.299773	0.243225	0.228496	0.228507	3623.990958
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Single-Family Attached	2000-09s	0.246793	0.261405	0.246837	0.244964	1474.112624
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Single-Family Attached	<1940	0.278692	0.248608	0.236937	0.235764	3507.997682
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Single-Family Attached	2010s	0.249955	0.250179	0.249933	0.249933	144.754592
NY_Massena.AP.726223	Single-Family Attached	1940-59s	0.477835	0.224614	0.148776	0.148776	171.146955
NY_Massena.AP.726223	Single-Family Attached	1960-79s	0.395515	0.219500	0.190951	0.194034	143.966096
NY_Massena.AP.726223	Single-Family Attached	1980-99s	0.328950	0.432261	0.119207	0.119582	179.191813
NY_Massena.AP.726223	Single-Family Attached	2000-09s	0.176985	0.504245	0.176233	0.142537	70.356843
NY_Massena.AP.726223	Single-Family Attached	<1940	0.432284	0.373603	0.123433	0.070681	356.233567
NY_Massena.AP.726223	Single-Family Attached	2010s	0.252559	0.249842	0.248800	0.248800	5.644526
NY_New.York-J.F.Kennedy.Intl.AP.744860	Single-Family Attached	1940-59s	0.495846	0.277753	0.079168	0.147233	59635.893020
NY_New.York-J.F.Kennedy.Intl.AP.744860	Single-Family Attached	1960-79s	0.523747	0.294625	0.121006	0.060622	28662.686630
NY_New.York-J.F.Kennedy.Intl.AP.744860	Single-Family Attached	1980-99s	0.391521	0.473516	0.071800	0.063163	27325.783830
NY_New.York-J.F.Kennedy.Intl.AP.744860	Single-Family Attached	2000-09s	0.436026	0.357321	0.114350	0.092304	10180.531780
NY_New.York-J.F.Kennedy.Intl.AP.744860	Single-Family Attached	<1940	0.407251	0.308332	0.177210	0.107207	74651.903400
NY_New.York-J.F.Kennedy.Intl.AP.744860	Single-Family Attached	2010s	0.237796	0.314606	0.234183	0.213415	942.936285
NY_Rochester-Greater.Rochester.Intl.AP.725290	Single-Family Attached	1940-59s	0.264766	0.245845	0.244695	0.244695	1133.061743
NY_Rochester-Greater.Rochester.Intl.AP.725290	Single-Family Attached	1960-79s	0.340268	0.325385	0.167116	0.167231	5073.163377
NY_Rochester-Greater.Rochester.Intl.AP.725290	Single-Family Attached	1980-99s	0.171413	0.499654	0.164451	0.164483	6936.786619
NY_Rochester-Greater.Rochester.Intl.AP.725290	Single-Family Attached	2000-09s	0.247677	0.257697	0.248234	0.246393	1933.919262
NY_Rochester-Greater.Rochester.Intl.AP.725290	Single-Family Attached	<1940	0.261851	0.256197	0.241872	0.240081	4538.012138
NY_Rochester-Greater.Rochester.Intl.AP.725290	Single-Family Attached	2010s	0.249999	0.250049	0.249976	0.249976	287.401171
NY_Syracuse-Hancock.Intl.AP.725190	Single-Family Attached	1940-59s	0.456774	0.198446	0.172390	0.172390	1502.687458
NY_Syracuse-Hancock.Intl.AP.725190	Single-Family Attached	1960-79s	0.587434	0.161570	0.120152	0.130845	1855.689058
NY_Syracuse-Hancock.Intl.AP.725190	Single-Family Attached	1980-99s	0.365438	0.454733	0.089762	0.090067	4178.858187
NY_Syracuse-Hancock.Intl.AP.725190	Single-Family Attached	2000-09s	0.149175	0.607377	0.146761	0.096687	2062.732754
NY_Syracuse-Hancock.Intl.AP.725190	Single-Family Attached	<1940	0.476556	0.292990	0.119683	0.110771	3167.671791
NY_Syracuse-Hancock.Intl.AP.725190	Single-Family Attached	2010s	0.248210	0.295428	0.228181	0.228181	488.046073
OH_Akron.Canton.Rgnl.AP.725210	Single-Family Attached	1940-59s	0.261796	0.246068	0.246068	0.246068	1959.642380
OH_Akron.Canton.Rgnl.AP.725210	Single-Family Attached	1960-79s	0.273582	0.254128	0.239562	0.232729	5218.707445
OH_Akron.Canton.Rgnl.AP.725210	Single-Family Attached	1980-99s	0.264691	0.271814	0.233276	0.230219	9603.211793
OH_Akron.Canton.Rgnl.AP.725210	Single-Family Attached	2000-09s	0.203842	0.467495	0.173509	0.155155	4994.020571
OH_Akron.Canton.Rgnl.AP.725210	Single-Family Attached	<1940	0.263161	0.292249	0.246453	0.198138	1399.803556
OH_Akron.Canton.Rgnl.AP.725210	Single-Family Attached	2010s	0.250230	0.250575	0.249597	0.249597	246.769899
OH_Cleveland-Hopkins.Intl.AP.725240	Single-Family Attached	1940-59s	0.295898	0.234701	0.234701	0.234701	6395.484881
OH_Cleveland-Hopkins.Intl.AP.725240	Single-Family Attached	1960-79s	0.309836	0.337780	0.176763	0.175621	9516.377495
OH_Cleveland-Hopkins.Intl.AP.725240	Single-Family Attached	1980-99s	0.257780	0.254417	0.243230	0.244573	12947.344590
OH_Cleveland-Hopkins.Intl.AP.725240	Single-Family Attached	2000-09s	0.305541	0.241755	0.228952	0.223752	7647.867407
OH_Cleveland-Hopkins.Intl.AP.725240	Single-Family Attached	<1940	0.251704	0.251933	0.248304	0.248058	8777.955966
OH_Cleveland-Hopkins.Intl.AP.725240	Single-Family Attached	2010s	0.249952	0.250243	0.249902	0.249902	415.954737
OH_Columbus-Port.Columbus.Intl.AP.724280	Single-Family Attached	1940-59s	0.354851	0.215100	0.215024	0.215024	4732.827257
OH_Columbus-Port.Columbus.Intl.AP.724280	Single-Family Attached	1960-79s	0.425986	0.196124	0.189619	0.188271	10599.944050
OH_Columbus-Port.Columbus.Intl.AP.724280	Single-Family Attached	1980-99s	0.315925	0.279050	0.202780	0.202244	18628.534300
OH_Columbus-Port.Columbus.Intl.AP.724280	Single-Family Attached	2000-09s	0.506557	0.200229	0.147828	0.145386	12159.563040
OH_Columbus-Port.Columbus.Intl.AP.724280	Single-Family Attached	<1940	0.329697	0.260162	0.212313	0.197828	5947.722795
OH_Columbus-Port.Columbus.Intl.AP.724280	Single-Family Attached	2010s	0.250600	0.251447	0.248976	0.248976	821.997261
OH_Dayton.Intl.AP.724290	Single-Family Attached	1940-59s	0.499169	0.166944	0.166944	0.166944	3027.760188
OH_Dayton.Intl.AP.724290	Single-Family Attached	1960-79s	0.416942	0.292348	0.153126	0.137584	7400.457165
OH_Dayton.Intl.AP.724290	Single-Family Attached	1980-99s	0.437815	0.345220	0.118806	0.098159	8446.301727
OH_Dayton.Intl.AP.724290	Single-Family Attached	2000-09s	0.318780	0.432505	0.160630	0.088084	4823.009624
OH_Dayton.Intl.AP.724290	Single-Family Attached	<1940	0.331187	0.294781	0.204270	0.169761	4330.497863
OH_Dayton.Intl.AP.724290	Single-Family Attached	2010s	0.187415	0.459365	0.176610	0.176610	420.663190
OH_Mansfield-Lahm.Muni.AP.725246	Single-Family Attached	1940-59s	0.458379	0.180540	0.180540	0.180540	343.292022
OH_Mansfield-Lahm.Muni.AP.725246	Single-Family Attached	1960-79s	0.443817	0.296113	0.140756	0.119315	792.516660
OH_Mansfield-Lahm.Muni.AP.725246	Single-Family Attached	1980-99s	0.430679	0.377682	0.114224	0.077416	883.907034
OH_Mansfield-Lahm.Muni.AP.725246	Single-Family Attached	2000-09s	0.329707	0.431544	0.182331	0.056418	1407.135351
OH_Mansfield-Lahm.Muni.AP.725246	Single-Family Attached	<1940	0.338758	0.277046	0.198155	0.186042	596.347700
OH_Mansfield-Lahm.Muni.AP.725246	Single-Family Attached	2010s	0.242569	0.288134	0.234648	0.234648	72.679204
OH_Toledo.Express.AP.725360	Single-Family Attached	1940-59s	0.493479	0.169079	0.168234	0.169207	1545.094748
OH_Toledo.Express.AP.725360	Single-Family Attached	1960-79s	0.405765	0.327089	0.159436	0.107710	3524.515450
OH_Toledo.Express.AP.725360	Single-Family Attached	1980-99s	0.445367	0.436023	0.088269	0.030341	4979.712150
OH_Toledo.Express.AP.725360	Single-Family Attached	2000-09s	0.373553	0.477014	0.106703	0.042730	3246.345038
OH_Toledo.Express.AP.725360	Single-Family Attached	<1940	0.358661	0.258416	0.210728	0.172195	1543.574574
OH_Toledo.Express.AP.725360	Single-Family Attached	2010s	0.311445	0.327062	0.180746	0.180746	92.548801
OH_Youngstown.Rgnl.AP.725250	Single-Family Attached	1940-59s	0.552890	0.166638	0.140236	0.140236	1304.555911
OH_Youngstown.Rgnl.AP.725250	Single-Family Attached	1960-79s	0.363882	0.342270	0.157043	0.136806	1834.612659
OH_Youngstown.Rgnl.AP.725250	Single-Family Attached	1980-99s	0.373794	0.408701	0.134544	0.082960	3613.266422
OH_Youngstown.Rgnl.AP.725250	Single-Family Attached	2000-09s	0.307757	0.523957	0.100462	0.067825	1957.154937
OH_Youngstown.Rgnl.AP.725250	Single-Family Attached	<1940	0.451527	0.229116	0.191804	0.127554	1342.024508
OH_Youngstown.Rgnl.AP.725250	Single-Family Attached	2010s	0.238145	0.293905	0.233975	0.233975	157.649501
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Single-Family Attached	1940-59s	0.294656	0.235115	0.235115	0.235115	1697.897389
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Single-Family Attached	1960-79s	0.269695	0.272904	0.228700	0.228700	5607.254167
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Single-Family Attached	1980-99s	0.324878	0.219541	0.235134	0.220447	5336.165236
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Single-Family Attached	2000-09s	0.315986	0.258342	0.212946	0.212725	2460.206643
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Single-Family Attached	<1940	0.276659	0.241114	0.241114	0.241114	801.412300
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Single-Family Attached	2010s	0.372268	0.218392	0.204670	0.204670	497.332761
OK_Tulsa.Intl.AP.723560	Single-Family Attached	1940-59s	0.363932	0.212023	0.212023	0.212023	1117.786086
OK_Tulsa.Intl.AP.723560	Single-Family Attached	1960-79s	0.469552	0.231665	0.149392	0.149392	3820.366726
OK_Tulsa.Intl.AP.723560	Single-Family Attached	1980-99s	0.461592	0.112320	0.309558	0.116531	3379.426508
OK_Tulsa.Intl.AP.723560	Single-Family Attached	2000-09s	0.330189	0.419391	0.136021	0.114400	1077.324544
OK_Tulsa.Intl.AP.723560	Single-Family Attached	<1940	0.306062	0.230721	0.231498	0.231718	736.595156
OK_Tulsa.Intl.AP.723560	Single-Family Attached	2010s	0.272522	0.250549	0.238748	0.238181	231.555070
OR_Astoria.Rgnl.AP.727910	Single-Family Attached	1940-59s	0.461133	0.239493	0.130694	0.168680	175.985314
OR_Astoria.Rgnl.AP.727910	Single-Family Attached	1960-79s	0.421207	0.466802	0.058717	0.053274	153.702756
OR_Astoria.Rgnl.AP.727910	Single-Family Attached	1980-99s	0.596854	0.217923	0.109503	0.075719	203.178971
OR_Astoria.Rgnl.AP.727910	Single-Family Attached	2000-09s	0.462855	0.329849	0.131257	0.076039	172.845091
OR_Astoria.Rgnl.AP.727910	Single-Family Attached	<1940	0.536055	0.142827	0.178291	0.142827	111.764622
OR_Astoria.Rgnl.AP.727910	Single-Family Attached	2010s	0.246844	0.263379	0.244889	0.244889	8.580688
OR_Burns.Muni.AP.726830	Single-Family Attached	1940-59s	0.401965	0.198716	0.195283	0.204035	39.166726
OR_Burns.Muni.AP.726830	Single-Family Attached	1960-79s	0.350431	0.338953	0.156256	0.154360	46.468654
OR_Burns.Muni.AP.726830	Single-Family Attached	1980-99s	0.550112	0.271852	0.105669	0.072367	43.174236
OR_Burns.Muni.AP.726830	Single-Family Attached	2000-09s	0.514176	0.334035	0.117523	0.034266	40.559901
OR_Burns.Muni.AP.726830	Single-Family Attached	<1940	0.636530	0.118692	0.126087	0.118692	25.492454
OR_Burns.Muni.AP.726830	Single-Family Attached	2010s	0.203849	0.389554	0.203298	0.203298	0.495510
OR_Eugene-Mahlon.Sweet.AP.726930	Single-Family Attached	1940-59s	0.273050	0.247165	0.238109	0.241676	1055.523946
OR_Eugene-Mahlon.Sweet.AP.726930	Single-Family Attached	1960-79s	0.374733	0.222471	0.201562	0.201233	3920.062292
OR_Eugene-Mahlon.Sweet.AP.726930	Single-Family Attached	1980-99s	0.272144	0.248235	0.240477	0.239145	2045.595035
OR_Eugene-Mahlon.Sweet.AP.726930	Single-Family Attached	2000-09s	0.280786	0.256392	0.232324	0.230498	720.830203
OR_Eugene-Mahlon.Sweet.AP.726930	Single-Family Attached	<1940	0.273552	0.242091	0.242266	0.242091	255.907660
OR_Eugene-Mahlon.Sweet.AP.726930	Single-Family Attached	2010s	0.247352	0.257958	0.247345	0.247345	56.323611
OR_Medford-Rogue.Valley.Intl.AP.725970	Single-Family Attached	1940-59s	0.438681	0.233357	0.149827	0.178134	904.686156
OR_Medford-Rogue.Valley.Intl.AP.725970	Single-Family Attached	1960-79s	0.460432	0.447637	0.051984	0.039947	1713.180161
OR_Medford-Rogue.Valley.Intl.AP.725970	Single-Family Attached	1980-99s	0.568590	0.302496	0.075984	0.052929	1663.664429
OR_Medford-Rogue.Valley.Intl.AP.725970	Single-Family Attached	2000-09s	0.522299	0.338173	0.093182	0.046346	1814.139260
OR_Medford-Rogue.Valley.Intl.AP.725970	Single-Family Attached	<1940	0.468308	0.157134	0.217424	0.157134	600.826176
OR_Medford-Rogue.Valley.Intl.AP.725970	Single-Family Attached	2010s	0.223597	0.335557	0.220423	0.220423	106.090640
OR_North.Bend.Muni.AP.726917	Single-Family Attached	1940-59s	0.402889	0.226431	0.184216	0.186464	312.105311
OR_North.Bend.Muni.AP.726917	Single-Family Attached	1960-79s	0.497413	0.430555	0.036154	0.035878	622.618319
OR_North.Bend.Muni.AP.726917	Single-Family Attached	1980-99s	0.639277	0.202795	0.093652	0.064276	232.009960
OR_North.Bend.Muni.AP.726917	Single-Family Attached	2000-09s	0.546959	0.258554	0.110359	0.084128	482.619497
