Dependency=Geometry Building Type FPL	Dependency=Location	Option=<1940	Option=1940-59s	Option=1960-79s	Option=1980-99s	Option=2000-09s	Option=2010s	Counts
20 to 49 Unit	NY_Buffalo-Greater.Buffalo.Intl.AP.725280	0.160611024	0.072378553	0.276553158	0.287328594	0.179275246	0.023853425	5300.700365
20 to 49 Unit	NY_Massena.AP.726223	0.117319226	0.052452396	0.197217538	0.59392887	0.036224172	0.002857799	520.931806
20 to 49 Unit	NY_New.York-J.F.Kennedy.Intl.AP.744860	0.302281864	0.230968947	0.281822151	0.106148842	0.065806176	0.01297202	202073.5331
20 to 49 Unit	NY_Rochester-Greater.Rochester.Intl.AP.725290	0.126401513	0.085086599	0.367901823	0.272184337	0.121921146	0.026504583	5929.815446
20 to 49 Unit	NY_Syracuse-Hancock.Intl.AP.725190	0.115697093	0.061074754	0.345177227	0.326923144	0.102959338	0.048168444	6700.236967
20 to 49 Unit	OH_Akron.Canton.Rgnl.AP.725210	0.032980944	0.051814564	0.446152793	0.364273745	0.088623303	0.01615465	5270.124944
20 to 49 Unit	OH_Cleveland-Hopkins.Intl.AP.725240	0.09742435	0.108230742	0.462374869	0.233255312	0.072219327	0.0264954	15609.37534
20 to 49 Unit	OH_Columbus-Port.Columbus.Intl.AP.724280	0.02374417	0.051804991	0.377496506	0.351406912	0.15082852	0.044718901	16211.45514
20 to 49 Unit	OH_Dayton.Intl.AP.724290	0.044354234	0.033441492	0.447742883	0.358008017	0.101284308	0.015169067	6797.233716
20 to 49 Unit	OH_Mansfield-Lahm.Muni.AP.725246	0.041872222	0.018552628	0.297898278	0.508317696	0.133359177	0	1673.669164
20 to 49 Unit	OH_Toledo.Express.AP.725360	0.038739622	0.049788249	0.393687819	0.360888981	0.14270183	0.014193498	6662.463289
20 to 49 Unit	OH_Youngstown.Rgnl.AP.725250	0.035436484	0.041568684	0.50480855	0.283264196	0.097961312	0.036960773	3246.008443
20 to 49 Unit	OK_Oklahoma.City-Will.Rogers.World.AP.723530	0.015262836	0.027989376	0.315991896	0.392953216	0.189473888	0.058328789	9153.118015
20 to 49 Unit	OK_Tulsa.Intl.AP.723560	0.026481351	0.030541344	0.358055096	0.397044878	0.150045807	0.037831525	8986.782039
20 to 49 Unit	OR_Astoria.Rgnl.AP.727910	0.063090896	0.046061351	0.295578121	0.409380905	0.185888727	0	696.7241321
20 to 49 Unit	OR_Burns.Muni.AP.726830	0.000185306	0.057907056	0.30313494	0.578380482	0.060320885	7.13E-05	185.8587447
20 to 49 Unit	OR_Eugene-Mahlon.Sweet.AP.726930	0.008336132	0.042840108	0.398474499	0.287639332	0.198064575	0.064645355	3035.46246
20 to 49 Unit	OR_Medford-Rogue.Valley.Intl.AP.725970	0.048653034	0.043487047	0.373193874	0.269030069	0.213968594	0.051667384	1971.327139
20 to 49 Unit	OR_North.Bend.Muni.AP.726917	0.062607639	0.042014461	0.426549779	0.33555679	0.086394737	0.046876594	1259.226088
20 to 49 Unit	OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	0.031351042	0.039114902	0.537864031	0.251736006	0.124212521	0.015721497	3363.134305
20 to 49 Unit	OR_Portland.Intl.AP.726980	0.069932051	0.039070693	0.352393469	0.358782199	0.158987474	0.020834115	24776.55089
20 to 49 Unit	OR_Redmond-Roberts.Field.726835	0.001991852	0.03322902	0.30685687	0.469581352	0.178843215	0.00949769	785.9445998
20 to 49 Unit	OR_Salem-McNary.Field.726940	0.01257181	0.040019233	0.455132161	0.338156345	0.140059757	0.014060695	5427.069321
20 to 49 Unit	PA_Allentown-Lehigh.Valley.Intl.AP.725170	0.053723143	0.068159373	0.451921613	0.274607789	0.116588208	0.034999873	9919.079823
20 to 49 Unit	PA_Bradford.Rgnl.AP.725266	0.110788531	0.057655364	0.23324744	0.489483335	0.099391582	0.009433748	2030.888585
20 to 49 Unit	PA_Erie.Intl.AP.725260	0.046052845	0.043250675	0.415621659	0.350445881	0.10249348	0.042135459	2281.225435
20 to 49 Unit	PA_Harrisburg-Capital.City.AP.725118	0.078021577	0.059933689	0.325115453	0.339877179	0.156720893	0.040331209	6490.603471
20 to 49 Unit	PA_Philadelphia.Intl.AP.724080	0.071711068	0.111825676	0.428998727	0.246780807	0.117123028	0.023560694	32882.17559
20 to 49 Unit	PA_Pittsburgh.Intl.AP.725200	0.055228133	0.084916446	0.425551556	0.310040881	0.104376249	0.019886735	20265.15253
20 to 49 Unit	PA_Wilkes-Barre-Scranton.Intl.AP.725130	0.107649179	0.064414527	0.365266143	0.334095412	0.107323193	0.021251547	2770.92187
20 to 49 Unit	PA_Williamsport.Rgnl.AP.725140	0.05090031	0.05685946	0.326921603	0.446908309	0.103078531	0.015331787	4210.093418
20 to 49 Unit	RI_Providence-T.F.Green.State.AP.725070	0.08418868	0.052758147	0.375231616	0.367496049	0.103433397	0.016892111	13292.29064
20 to 49 Unit	SC_Charleston.Intl.AP.722080	0.010319051	0.007538756	0.13802088	0.317511243	0.447236018	0.079374052	6501.442059
20 to 49 Unit	SC_Columbia.Metro.AP.723100	0.008718266	0.009712632	0.202444576	0.408501348	0.316782797	0.053840382	7193.057017
20 to 49 Unit	SC_Greer.Greenville-Spartanburg.AP.723120	0.008546721	0.020035737	0.183779532	0.434992812	0.302690625	0.049954574	7951.990804
20 to 49 Unit	SD_Huron.Rgnl.AP.726540	0.035593185	0.014742459	0.389057513	0.357582758	0.168579183	0.034444902	1400.303
20 to 49 Unit	SD_Pierre.Muni.AP.726686	0.042598356	0.035889696	0.36252364	0.452763291	0.104659509	0.001565508	454.4369301
20 to 49 Unit	SD_Rapid.City.Rgnl.AP.726620	0.01491339	0.032635842	0.433498242	0.396504356	0.103007446	0.019440724	2233.539559
20 to 49 Unit	SD_Sioux.Falls-Foss.Field.726510	0.013549478	0.014955698	0.359411875	0.428387351	0.141413068	0.042282531	6649.705289
20 to 49 Unit	TN_Bristol-TriCities.Rgnl.AP.723183	0.011759406	0.023316922	0.282576485	0.439374548	0.195283974	0.047688666	3981.006819
20 to 49 Unit	TN_Chattanooga-Lovell.Field.AP.723240	0.03268513	0.035833716	0.24467548	0.435269396	0.205191722	0.046344557	4412.123644
20 to 49 Unit	TN_Knoxville-McGhee.Tyson.AP.723260	0.021297648	0.024081322	0.34467663	0.372017874	0.187550246	0.050376278	7605.818099
20 to 49 Unit	TN_Memphis.Intl.AP.723340	0.03731491	0.05010816	0.310087046	0.394102957	0.16214754	0.046239387	7731.745417
20 to 49 Unit	TN_Nashville.Intl.AP.723270	0.00779315	0.024373817	0.326250135	0.395067129	0.192429597	0.054086173	18845.13451
20 to 49 Unit	TX_Abilene.Rgnl.AP.722660	0.032509335	0.051807867	0.315402593	0.389395914	0.164705039	0.046179253	791.8282082
20 to 49 Unit	TX_Amarillo.Intl.AP.723630	0.022339845	0.068341146	0.420683869	0.276704402	0.20747409	0.004456647	2141.208998
20 to 49 Unit	TX_Austin-Mueller.Muni.AP.722540	0.001914208	0.01300126	0.221142093	0.442283166	0.275457749	0.046201525	32493.14746
20 to 49 Unit	TX_Brownsville-South.Padre.Island.AP.722500	0.003153824	0.024342246	0.325549688	0.400068945	0.225659904	0.021225394	3172.176006
20 to 49 Unit	TX_Corpus.Christi.Intl.AP.722510	0.003524455	0.029946149	0.294148492	0.461382973	0.201069434	0.009928497	3969.515867
20 to 49 Unit	TX_Dallas-Fort.Worth.Intl.AP.722590	0.006186265	0.021955055	0.249195748	0.476745655	0.210827349	0.035089928	80486.61218
20 to 49 Unit	TX_El.Paso.Intl.AP.722700	0.020291344	0.039103406	0.387800344	0.377661739	0.147065862	0.028077305	5314.428591
20 to 49 Unit	TX_Houston-Bush.Intercontinental.AP.722430	0.004722705	0.021115926	0.365012705	0.344939679	0.220613684	0.043595301	76779.3841
20 to 49 Unit	TX_Lubbock.Intl.AP.722670	0.007076247	0.02793759	0.360389852	0.333056965	0.217881992	0.053657355	3127.521379
20 to 49 Unit	TX_Lufkin-Angelina.Co.AP.722446	0.00734693	0.024104561	0.308879193	0.401498011	0.210034706	0.048136599	2504.243609
20 to 49 Unit	TX_Midland.Intl.AP.722650	0.003258303	0.058612732	0.354751371	0.359082698	0.136184562	0.088110334	1993.586004
20 to 49 Unit	TX_Port.Arthur-Jefferson.Co.AP.722410	0.015176162	0.02170289	0.355815354	0.326086281	0.236129996	0.045089318	1293.741894
20 to 49 Unit	TX_San.Angelo-Mathis.AP.722630	0.001681155	0.022250367	0.538532586	0.372458911	0.039752789	0.025324192	1073.48117
20 to 49 Unit	TX_San.Antonio.Intl.AP.722530	0.008007095	0.017790906	0.213342402	0.349623109	0.344122874	0.067113614	19865.19042
20 to 49 Unit	TX_Victoria.Rgnl.AP.722550	0.00015375	0.048541647	0.344315563	0.499319987	0.084939451	0.022729602	510.3126576
20 to 49 Unit	TX_Waco.Rgnl.AP.722560	0.005886974	0.03263039	0.443722185	0.375887687	0.12729194	0.014580823	3571.567364
20 to 49 Unit	TX_Wichita.Falls.Muni.AP.723510	0.025257384	0.036070401	0.248982608	0.392193966	0.223530656	0.073964986	1657.245236
20 to 49 Unit	UT_Cedar.City.Muni.AP.724755	0.016360924	0.006359797	0.188497817	0.568163785	0.213087793	0.007529884	794.7863438
20 to 49 Unit	UT_Salt.Lake.City.Intl.AP.725720	0.028631481	0.021140654	0.305877896	0.391781036	0.181682057	0.070886876	19191.17772
20 to 49 Unit	VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	0.039016467	0.015239542	0.194919419	0.301999316	0.343404735	0.105420522	2193.948214
20 to 49 Unit	VA_Norfolk.Intl.AP.723080	0.027067892	0.026011462	0.245564984	0.39889446	0.248632665	0.053828537	10030.62446
20 to 49 Unit	VA_Richmond.Intl.AP.724010	0.07278551	0.044656479	0.251849455	0.344483224	0.221476571	0.064748761	8457.166348
20 to 49 Unit	VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	0.045340157	0.032113703	0.413398579	0.376561499	0.123647521	0.008938541	3208.149214
20 to 49 Unit	VA_Sterling-Washington.Dulles.Intl.AP.724030	0.058197768	0.093964078	0.278980857	0.350226897	0.190746493	0.027883908	36874.79543
20 to 49 Unit	VT_Burlington.Intl.AP.726170	0.109355825	0.062481402	0.198386016	0.353149341	0.226421194	0.050206224	3535.231687
20 to 49 Unit	WA_Olympia.AP.727920	0.036008078	0.046452709	0.365391967	0.374527803	0.143163782	0.034455662	3006.744245
20 to 49 Unit	WA_Quillayute.State.AP.727970	0.059384001	0.033728369	0.254762756	0.385501567	0.256397522	0.010225785	2471.9247
20 to 49 Unit	WA_Seattle-Tacoma.Intl.AP.727930	0.052908944	0.041540368	0.345264622	0.399773641	0.142459144	0.018053282	63794.36292
20 to 49 Unit	WA_Spokane.Intl.AP.727850	0.058335984	0.029941342	0.328739359	0.333522136	0.19071764	0.058743539	8161.002952
20 to 49 Unit	WA_Yakima.Air.Terminal-McAllister.Field.727810	0.035572694	0.048264759	0.377430272	0.359649649	0.149131257	0.029951369	3247.775525
20 to 49 Unit	WI_Eau.Claire.County.AP.726435	0.048984052	0.040124557	0.257705037	0.400237996	0.235342855	0.017605504	3626.091755
20 to 49 Unit	WI_Green.Bay-Austin.Straubel.Intl.AP.726450	0.048522662	0.03841002	0.341909551	0.379524364	0.165182157	0.026451245	8775.219645
20 to 49 Unit	WI_La.Crosse.Muni.AP.726430	0.054940797	0.032494969	0.267638351	0.435719487	0.167587518	0.041618878	3152.904568
20 to 49 Unit	WI_Madison-Dane.County.Rgnl.AP.726410	0.02211824	0.02749875	0.293031474	0.395823971	0.230762292	0.030765274	19610.77217
20 to 49 Unit	WI_Milwaukee-Mitchell.Intl.AP.726400	0.070420972	0.074629131	0.380485965	0.318174811	0.142189934	0.014099188	28763.57202
20 to 49 Unit	WV_Charleston-Yeager.AP.724140	0.030572505	0.07354088	0.409986876	0.361502637	0.101835275	0.022561826	2509.945648
20 to 49 Unit	WV_Elkins-Randolph.County.AP.724170	0.051166248	0.045540177	0.254571381	0.49095648	0.129503218	0.028262496	1567.250226
20 to 49 Unit	WV_Huntington-Tri.State.Walker.Long.Field.724250	0.048759912	0.035676392	0.41584631	0.355132232	0.123998299	0.020586854	2145.249413
20 to 49 Unit	WY_Casper-Natrona.County.Intl.AP.725690	0.019306564	0.001886574	0.535221681	0.217239869	0.09422081	0.132124502	1113.97691
20 to 49 Unit	WY_Cheyenne.Muni.AP.725640	0.074053042	0.093348499	0.406998311	0.276429644	0.097518584	0.05165192	916.4380432
20 to 49 Unit	WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	0.003220396	0.008058645	0.444805004	0.343686491	0.143608885	0.05662058	766.9992057
20 to 49 Unit	WY_Lander-Hunt.Field.725760	0.056239334	0.052734414	0.277154186	0.540556176	0.07331589	0	189.8763255
20 to 49 Unit	WY_Sheridan.County.AP.726660	0.007101415	0	0.242253938	0.367976906	0.314224758	0.068442983	756.4626141
3 or 4 Unit	AL_Birmingham.Muni.AP.722280	0.048381446	0.160937224	0.359490631	0.293128597	0.126104421	0.011957681	15524.05609
3 or 4 Unit	AL_Huntsville.Intl.AP-Jones.Field.723230	0.021898874	0.118640173	0.347127045	0.380863093	0.112263954	0.019206861	13923.22466
3 or 4 Unit	AL_Mobile-Rgnl.AP.722230	0.026217416	0.062522374	0.30267851	0.416406258	0.17171083	0.020464612	21297.94008
3 or 4 Unit	AL_Montgomery-Dannelly.Field.722260	0.044013176	0.103137602	0.320615637	0.374404557	0.137467123	0.020361904	13091.89449
3 or 4 Unit	AR_Fort.Smith.Rgnl.AP.723440	0.027044615	0.048927149	0.313560742	0.436371044	0.148099437	0.025997012	9085.864802
3 or 4 Unit	AR_Little.Rock-Adams.Field.723403	0.038002779	0.039265173	0.304560854	0.421265518	0.174013877	0.022891798	14875.81591
3 or 4 Unit	AZ_Flagstaff-Pulliam.AP.723755	0.025357619	0.055655949	0.302626632	0.415526348	0.193413377	0.007420075	3077.180783
3 or 4 Unit	AZ_Phoenix-Sky.Harbor.Intl.AP.722780	0.010747201	0.069563906	0.291252786	0.46421548	0.151849325	0.012371301	55747.14097
3 or 4 Unit	AZ_Prescott-Love.Field.723723	0.060570137	0.057681644	0.281852825	0.455270714	0.123582464	0.021042216	3522.198606
3 or 4 Unit	AZ_Tucson.Intl.AP.722740	0.040848196	0.116828804	0.368301506	0.34595702	0.122108049	0.005956426	13377.51305
3 or 4 Unit	CA_Arcata.AP.725945	0.112763554	0.105819186	0.333884943	0.359259991	0.076320693	0.011951633	8822.737058
3 or 4 Unit	CA_Bakersfield-Meadows.Field.723840	0.043146114	0.095984655	0.396002843	0.324610731	0.130547167	0.009708489	16611.4248
3 or 4 Unit	CA_Barstow.Daggett.AP.723815	0.019475346	0.101991093	0.377035474	0.402629568	0.08980846	0.009060058	21225.15671
3 or 4 Unit	CA_Fresno.Air.Terminal.723890	0.034452332	0.092549945	0.339578465	0.371819736	0.138489222	0.023110301	37402.98483
3 or 4 Unit	CA_Long.Beach-Daugherty.Field.722970	0.052728816	0.180887395	0.44732532	0.268375745	0.045710455	0.004972268	160100.5546
3 or 4 Unit	CA_Los.Angeles.Intl.AP.722950	0.190227863	0.269473864	0.315986284	0.181664008	0.039435735	0.003212246	132022.3138
3 or 4 Unit	CA_Sacramento.Exec.AP.724830	0.057898761	0.106964388	0.41295324	0.318646538	0.090753911	0.012783163	71896.24475
3 or 4 Unit	CA_San.Diego-Lindbergh.Field.722900	0.037775116	0.09186891	0.36649782	0.381427121	0.111093199	0.011337832	65147.56312
3 or 4 Unit	CA_San.Francisco.Intl.AP.724940	0.231467179	0.15258672	0.356980048	0.208354506	0.043674065	0.006937481	171841.3385
3 or 4 Unit	CA_Santa.Maria.Public.AP.723940	0.039621378	0.139807289	0.394687653	0.312010178	0.0971548	0.016718701	13657.0775
3 or 4 Unit	CO_Alamosa.Muni.AP.724620	0.051996808	0.122695689	0.302573143	0.314711055	0.207556671	0.000466635	2152.534416
3 or 4 Unit	CO_Boulder-Broomfield-Jefferson.County.AP.724699	0.091973062	0.10753478	0.35163233	0.301643372	0.135192946	0.012023511	38018.16242
3 or 4 Unit	CO_Colorado.Springs-Peterson.Field.724660	0.035969337	0.092350642	0.31377767	0.398225097	0.156059487	0.003617766	14065.47659
3 or 4 Unit	CO_Eagle.County.Rgnl.AP.724675	0.01044166	0.021150723	0.341585209	0.435842882	0.183392369	0.007587157	3843.146211
3 or 4 Unit	CO_Grand.Junction-Walker.Field.724760	0.019127355	0.068851482	0.381673159	0.361518779	0.147715172	0.021114053	4702.454465
3 or 4 Unit	CO_Pueblo.Mem.AP.724640	0.132083694	0.148160067	0.303768487	0.286250463	0.115584666	0.014152621	2550.425898
3 or 4 Unit	CT_Bridgeport-Sikorsky.Mem.AP.725040	0.363117562	0.175881529	0.253218159	0.159769672	0.041921412	0.006091666	66461.02232
3 or 4 Unit	CT_Hartford-Bradley.Intl.AP.725080	0.418746502	0.163273075	0.225608328	0.155203921	0.032503815	0.00466436	74759.95991
3 or 4 Unit	DE_Wilmington-New.Castle.County.AP.724089	0.257462743	0.189501664	0.274970534	0.19018712	0.079585762	0.008292177	14685.61163
3 or 4 Unit	FL_Daytona.Beach.Intl.AP.722056	0.042668183	0.067501113	0.289795114	0.457955613	0.132922611	0.009157366	11256.69034
3 or 4 Unit	FL_Jacksonville.Intl.AP.722060	0.0495459	0.109536575	0.351420636	0.368482877	0.114503107	0.006510906	25071.68887
3 or 4 Unit	FL_Key.West.Intl.AP.722010	0.277763963	0.243939965	0.278123837	0.14472782	0.055444415	0	1121.124359
3 or 4 Unit	FL_Miami.Intl.AP.722020	0.038681398	0.135340535	0.333557006	0.327883898	0.155011295	0.009525867	70241.40841
3 or 4 Unit	FL_Orlando.Intl.AP.722050	0.025197684	0.051404339	0.334150965	0.42624901	0.146223539	0.016774463	93644.4775
3 or 4 Unit	FL_Tallahassee.Rgnl.AP.722140	0.018349893	0.08742318	0.31821735	0.436009766	0.127996102	0.012003709	18204.79872
3 or 4 Unit	FL_West.Palm.Beach.Intl.AP.722030	0.013777383	0.040893071	0.313489635	0.514246753	0.110027511	0.007565647	54737.16495
3 or 4 Unit	GA_Athens-Ben.Epps.AP.723110	0.030355028	0.109985268	0.328748472	0.409601247	0.108772634	0.012537351	7082.134727
3 or 4 Unit	GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	0.041154638	0.081345843	0.31922412	0.388801925	0.159874329	0.009599145	49017.37502
3 or 4 Unit	GA_Augusta-Bush-Field.722180	0.033015522	0.073049168	0.301660248	0.41903914	0.135434619	0.037801303	8119.742834
3 or 4 Unit	GA_Columbus.Metro.AP.722255	0.047040906	0.115396967	0.291757224	0.307902721	0.191425141	0.046477042	10365.65181
3 or 4 Unit	GA_Macon-Middle.Georgia.Rgnl.AP.722170	0.041038119	0.081363732	0.288302836	0.391652533	0.173896922	0.023745859	11044.06748
3 or 4 Unit	GA_Savannah.Intl.AP.722070	0.07766335	0.108227356	0.234706943	0.374066977	0.170711319	0.034624055	13361.36981
3 or 4 Unit	IA_Des.Moines.Intl.AP.725460	0.161342218	0.108227193	0.375540003	0.245459831	0.10081704	0.008613716	10526.12463
3 or 4 Unit	IA_Mason.City.Muni.AP.725485	0.183541392	0.13305789	0.403126018	0.224942548	0.052095456	0.003236696	3925.450451
3 or 4 Unit	IA_Sioux.City-Sioux.Gateway.AP.725570	0.129105811	0.107004648	0.382391703	0.277930518	0.081013762	0.022553558	3144.862918
3 or 4 Unit	IA_Waterloo.Muni.AP.725480	0.216897243	0.053604329	0.326372248	0.291363772	0.093435622	0.018326785	9271.284893
3 or 4 Unit	ID_Boise.Air.Terminal.726810	0.046943715	0.05891713	0.274996394	0.352446712	0.243399653	0.023296397	11377.83073
3 or 4 Unit	ID_Pocatello.Muni.AP.725780	0.047094745	0.083607127	0.285738376	0.312135346	0.238602491	0.032821915	10694.79039
3 or 4 Unit	IL_Chicago-OHare.Intl.AP.725300	0.438518039	0.148903247	0.182116483	0.154066925	0.072284241	0.004111065	247168.8216
3 or 4 Unit	IL_Moline-Quad.City.Intl.AP.725440	0.241595795	0.131103292	0.306605174	0.22883147	0.077265773	0.014598496	14768.56027
3 or 4 Unit	IL_Peoria-Greater.Peoria.AP.725320	0.207119527	0.113019781	0.34528258	0.213360393	0.116148279	0.00506944	13966.58812
3 or 4 Unit	IL_Rockford-Greater.Rockford.AP.725430	0.216919192	0.130863018	0.250574559	0.255537693	0.130909516	0.015196023	14314.63701
3 or 4 Unit	IL_Springfield-Capital.AP.724390	0.14167774	0.144748651	0.352253484	0.250507911	0.095656369	0.015155844	10534.02929
3 or 4 Unit	IN_Evansville.Rgnl.AP.724320	0.106154845	0.105581265	0.345623526	0.312273629	0.111257423	0.019109312	17438.57712
3 or 4 Unit	IN_Fort.Wayne.Intl.AP.725330	0.219197701	0.110920288	0.326103351	0.267249028	0.069877572	0.006652061	11912.5657
3 or 4 Unit	IN_Indianapolis.Intl.AP.724380	0.115016291	0.086210669	0.356883444	0.327503162	0.093168649	0.021217785	45315.7453
3 or 4 Unit	IN_South.Bend-Michiana.Rgnl.AP.725350	0.223804008	0.124647253	0.295949573	0.292001168	0.056618272	0.006979726	13426.61676
3 or 4 Unit	KS_Dodge.City.Rgnl.AP.724510	0.058560693	0.088525359	0.392564719	0.351375758	0.105352742	0.003620729	3446.338153
3 or 4 Unit	KS_Goodland-Renner.Field.724650	0.073266952	0.163893144	0.45363859	0.26509178	0.044109534	0	1058.436442
3 or 4 Unit	KS_Topeka-Phillip.Billard.Muni.AP.724560	0.127956334	0.073271555	0.389938718	0.281965592	0.109352655	0.017515147	9463.55596
3 or 4 Unit	KS_Wichita-Mid.Continent.AP.724500	0.092745725	0.196471141	0.327746373	0.278008994	0.084521168	0.020506599	11347.80217
3 or 4 Unit	KY_Cincinnati-Northern.Kentucky.AP.724210	0.250375506	0.200251928	0.250362473	0.217026087	0.077468698	0.004515308	36553.56115
3 or 4 Unit	KY_Lexington-Bluegrass.AP.724220	0.090198737	0.075148196	0.308254948	0.358334164	0.138692546	0.02937141	17712.31873
3 or 4 Unit	KY_Louisville-Standiford.Field.724230	0.131976651	0.131624656	0.326138416	0.266342808	0.122216706	0.021700763	27942.10625
3 or 4 Unit	LA_Baton.Rouge-Ryan.AP.722317	0.023159626	0.0571005	0.336722316	0.370280919	0.176144746	0.036591893	20330.89511
3 or 4 Unit	LA_Lake.Charles.Rgnl.AP.722400	0.022162687	0.078053072	0.329295486	0.434457797	0.082262692	0.053768266	4540.766581
3 or 4 Unit	LA_New.Orleans.Intl.AP.722310	0.181658294	0.106230801	0.324603291	0.259524632	0.110966313	0.017016669	32540.85709
3 or 4 Unit	LA_Shreveport.Rgnl.AP.722480	0.047856305	0.075456784	0.326507284	0.396510423	0.123251727	0.030417477	18841.84624
3 or 4 Unit	MA_Boston-Logan.Intl.AP.725090	0.624038729	0.120357939	0.128050488	0.085713413	0.0360701	0.005769331	179300.085
3 or 4 Unit	MA_Worcester.Rgnl.AP.725095	0.66891204	0.128538179	0.109017921	0.07170364	0.016196458	0.005631762	41855.83732
3 or 4 Unit	MD_Baltimore-Washington.Intl.AP.724060	0.288646876	0.218039839	0.241588325	0.192022896	0.046170533	0.013531532	42748.27866
3 or 4 Unit	ME_Caribou.Muni.AP.727120	0.216330253	0.122047914	0.357691022	0.26572094	0.025481487	0.012728385	2709.845071
3 or 4 Unit	ME_Portland.Intl.Jetport.726060	0.469524473	0.127859335	0.186766016	0.153202338	0.054828444	0.007819395	32410.08406
3 or 4 Unit	MI_Alpena.County.Rgnl.AP.726390	0.116850802	0.157967524	0.444390114	0.242569634	0.038221926	0	722.0913795
3 or 4 Unit	MI_Detroit.Metro.AP.725370	0.132426476	0.142128183	0.390443873	0.266107639	0.061950792	0.006943037	42666.69051
3 or 4 Unit	MI_Flint-Bishop.Intl.AP.726370	0.131152508	0.138814183	0.367923977	0.275277495	0.08581187	0.001019967	15301.07395
3 or 4 Unit	MI_Grand.Rapids-Kent.County.Intl.AP.726350	0.201042355	0.107844112	0.306631072	0.291068263	0.083587317	0.009826882	15311.87168
3 or 4 Unit	MI_Houghton-Lake.Roscommon.County.AP.726380	0.183073396	0.138939387	0.35321752	0.248650663	0.061780666	0.014338369	1939.096084
3 or 4 Unit	MI_Lansing-Capital.City.AP.725390	0.226277622	0.116431657	0.309195916	0.259654448	0.086274636	0.002165721	7418.823186
3 or 4 Unit	MI_Muskegon.County.AP.726360	0.218113378	0.074349583	0.211063914	0.315705777	0.152233869	0.02853348	4278.174908
3 or 4 Unit	MI_Sault.Ste.Marie-Sanderson.Field.727340	0.389071805	0.089319794	0.133268179	0.273028929	0.090371978	0.024939316	680.6147113
3 or 4 Unit	MI_Traverse.City-Cherry.Capital.AP.726387	0.338247224	0.094264679	0.167727965	0.284035702	0.100069202	0.015655228	2700.446144
3 or 4 Unit	MN_Duluth.Intl.AP.727450	0.357745121	0.179778053	0.254858933	0.136667798	0.066154069	0.004796027	5816.004181
3 or 4 Unit	MN_International.Falls.Intl.AP.727470	0.074641313	0.092387948	0.247917703	0.251713131	0.332398604	0.000941302	780.5468873
3 or 4 Unit	MN_Minneapolis-St.Paul.Intl.AP.726580	0.329468942	0.095033675	0.228427222	0.250091878	0.089760193	0.007218091	27969.92999
3 or 4 Unit	MN_Rochester.Intl.AP.726440	0.157023858	0.107763454	0.364721823	0.27336909	0.087908022	0.009213752	3030.775199
3 or 4 Unit	MN_St.Cloud.Muni.AP.726550	0.16770962	0.092727559	0.289671565	0.319285029	0.120871976	0.009734252	5162.864496
3 or 4 Unit	MO_Columbia.Rgnl.AP.724450	0.064256429	0.060963905	0.307146577	0.364759598	0.165913918	0.036959573	15962.41763
3 or 4 Unit	MO_Kansas.City.Intl.AP.724460	0.091146037	0.087815104	0.372459343	0.322102314	0.114066778	0.012410425	34892.38562
3 or 4 Unit	MO_Springfield.Rgnl.AP.724400	0.042206412	0.058863535	0.305986784	0.377198359	0.189622113	0.026122797	16965.10682
3 or 4 Unit	MO_St.Louis-Lambert.Intl.AP.724340	0.212392107	0.168996202	0.301404643	0.235103784	0.074686427	0.007416837	62059.16312
3 or 4 Unit	MS_Jackson.Intl.AP.722350	0.043226438	0.097629886	0.304654473	0.361224005	0.163121917	0.030143282	10374.95445
3 or 4 Unit	MS_Meridian-Key.Field.722340	0.05049008	0.095356222	0.356471327	0.356537103	0.133494339	0.007650928	6438.844444
3 or 4 Unit	MT_Billings-Logan.Intl.AP.726770	0.081690792	0.104313551	0.312241123	0.378582556	0.090720357	0.032451622	3218.362464
3 or 4 Unit	MT_Cut.Bank.Muni.AP.727796	0.068766524	0.10060174	0.204797805	0.559277255	0.066556677	0	247.5220227
3 or 4 Unit	MT_Glasgow.Intl.AP.727680	0.019062042	0.167306292	0.520086028	0.201818845	0.020738303	0.07098849	543.1267808
3 or 4 Unit	MT_Great.Falls.Intl.AP.727750	0.074928157	0.345871437	0.375765423	0.159957822	0.026255938	0.017221222	1773.881157
3 or 4 Unit	MT_Helena.Rgnl.AP.727720	0.122617025	0.09130939	0.218328558	0.270098952	0.246816874	0.050829201	6765.772551
3 or 4 Unit	MT_Kalispell-Glacier.Park.Intl.AP.727790	0.046356941	0.074960061	0.27627076	0.378777675	0.219840944	0.00379362	1358.004799
3 or 4 Unit	MT_Lewistown.Muni.AP.726776	0.176701521	0.126613881	0.544899039	0.114370257	0.037415302	0	435.2758828
3 or 4 Unit	MT_Miles.City.Muni.AP.742300	0.090732884	0.119238849	0.410461994	0.327597125	0.04510815	0.006860998	529.029908
3 or 4 Unit	MT_Missoula.Intl.AP.727730	0.152374243	0.097288687	0.288350901	0.253299556	0.179232194	0.029454418	4192.098368
