Dependency=County Name	Option=Single-Family Detached	Option=Single-Family Attached	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home
"Decatur County, IA"	0.774410774	0.00984201	0.025382025	0.043771044	0.027713028	0.017871018	0.024087024	0.005439005	0.071484071
"Delaware County, IA"	0.863980161	0.007687539	0.016738996	0.031742095	0.009795412	0.008927464	0.013515189	0.00433974	0.043273404
"Des Moines County, IA"	0.765694886	0.018806919	0.024896266	0.044242065	0.031901708	0.019992456	0.020100232	0.019992456	0.054373013
"Dickinson County, IA"	0.718791846	0.02276447	0.009819967	0.03808957	0.042404404	0.041660467	0.042181223	0.002157417	0.082130635
"Dubuque County, IA"	0.703341663	0.034960067	0.050198442	0.060757509	0.037630457	0.027169386	0.024303004	0.023960018	0.037679455
"Emmet County, IA"	0.862025844	0.009170488	0.01167153	0.0237599	0.017924135	0.011254689	0.022926219	0.001667361	0.039599833
"Fayette County, IA"	0.857962847	0.004591943	0.017637236	0.032247965	0.016593613	0.009914423	0.012940931	0.003652682	0.044458359
"Floyd County, IA"	0.828825245	0.010607266	0.019888624	0.066825776	0.039114293	0.009413949	0.007159905	0.003977725	0.014187218
"Franklin County, IA"	0.886738056	0.007001647	0.015444811	0.009678748	0.038509061	0.006795717	0.01523888	0	0.020593081
"Fremont County, IA"	0.869829332	0.008099508	0.004049754	0.038472664	0.019091698	0.002314145	0.002024877	0	0.056118021
"Greene County, IA"	0.883362676	0.011443662	0.018705986	0.029269366	0.031910211	0.001760563	0.007702465	0	0.01584507
"Grundy County, IA"	0.870416966	0.018332135	0.010244428	0.042056075	0.023005032	0.00053918	0.010244428	0	0.025161754
"Guthrie County, IA"	0.811138015	0.048772051	0.014527845	0.02888274	0.041508129	0.015392598	0.000518852	0.007090972	0.0321688
"Hamilton County, IA"	0.822367506	0.014744749	0.021143414	0.030463208	0.031576019	0.017387676	0.037696481	0	0.024620949
"Hancock County, IA"	0.851789395	0.012553869	0.005433764	0.029417276	0.026231966	0.005995878	0.028855162	0.004309537	0.035413153
"Hardin County, IA"	0.827174046	0.010489084	0.028540066	0.052323454	0.023905354	0.009025491	0.016953287	0.000487864	0.031101354
"Harrison County, IA"	0.861845018	0.009446494	0.014612546	0.036457565	0.016088561	0.00398524	0.010184502	0.007675277	0.039704797
"Henry County, IA"	0.769332373	0.023414986	0.040585975	0.067363112	0.016330451	0.017291066	0.011287224	0.000960615	0.053434198
"Howard County, IA"	0.868758589	0.015574897	0.01672011	0.040540541	0.011910215	0.016032982	0.004809895	0	0.025652771
"Humboldt County, IA"	0.84776625	0.000846919	0.014185899	0.043828075	0.026889689	0.027948338	0.009104383	0	0.029430447
"Ida County, IA"	0.840723454	0.007001167	0.026546091	0.041131855	0.034422404	0.011960327	0.017794632	0	0.02042007
"Iowa County, IA"	0.786233374	0.013986014	0.050047991	0.028246264	0.04949952	0.013437543	0.006718771	0.010832305	0.040998217
"Jackson County, IA"	0.797411071	0.006735424	0.026625973	0.045569354	0.020627236	0.006419701	0.012102715	0.003893917	0.080614607
"Jasper County, IA"	0.78745301	0.023602638	0.014975042	0.033770876	0.015344796	0.032599988	0.022924755	0.020891107	0.048437789
"Jefferson County, IA"	0.730966469	0.009993425	0.029717291	0.059697567	0.032610125	0.006969099	0.039053254	0.002103879	0.088888889
"Johnson County, IA"	0.489828061	0.113482741	0.027710329	0.042853393	0.072434046	0.128084394	0.052352671	0.026184539	0.047069825
"Jones County, IA"	0.800692273	0.028025904	0.025122823	0.037070121	0.013063868	0.012840554	0.01373381	0.00223314	0.067217508
"Keokuk County, IA"	0.889002453	0.003270646	0.023712183	0.023916599	0.013082584	0.009403107	0.008789861	0	0.028822567
"Kossuth County, IA"	0.859483218	0.012919552	0.013452318	0.023974427	0.045418221	0.010255727	0.01265317	0.01265317	0.009190197
"Lee County, IA"	0.769420165	0.01975871	0.023390373	0.045918995	0.02419057	0.012680044	0.023267266	0.023021051	0.058352825
"Linn County, IA"	0.673928489	0.051585063	0.015798383	0.042087225	0.045274069	0.067676008	0.036904687	0.020050989	0.046695087
"Louisa County, IA"	0.807432432	0.006160572	0.021462639	0.03100159	0.012321145	0.009141494	0.001987281	0.000596184	0.109896661
"Lucas County, IA"	0.841905665	0.012088173	0.011377104	0.013510311	0.013510311	0.004977483	0.025598483	0.030575966	0.046456506
"Lyon County, IA"	0.913827655	0.00741483	0.01242485	0.00761523	0.008817635	0.008416834	0.013827655	0.00761523	0.02004008
"Madison County, IA"	0.842167083	0.010864778	0.03230069	0.022904126	0.017618558	0.001761856	0.013507561	0.006606959	0.052268389
"Mahaska County, IA"	0.784226039	0.00752109	0.027848359	0.050411627	0.036080903	0.018599451	0.016566724	0.008943998	0.049801809
"Marion County, IA"	0.771013466	0.02140326	0.028065202	0.022395464	0.03869596	0.036002835	0.020907158	0.01438696	0.047129695
"Marshall County, IA"	0.760969494	0.017670587	0.028117724	0.057966689	0.030565339	0.02477464	0.027759537	0.016954212	0.035221778
"Mills County, IA"	0.854071661	0.018241042	0.010423453	0.020846906	0.021335505	0.024429967	0.003257329	0	0.047394137
"Mitchell County, IA"	0.882698541	0.016410049	0.031604538	0.013573744	0.0089141	0.001012966	0.018841167	0	0.026944895
"Monona County, IA"	0.854702657	0.004639393	0.014129059	0.031632223	0.022353437	0.010754956	0.011809363	0.021720793	0.028258119
"Monroe County, IA"	0.768452983	0.005561173	0.016177958	0.03437816	0.013397371	0	0.020980789	0.014408493	0.126643074
"Montgomery County, IA"	0.825463582	0.014719939	0.033836742	0.055629899	0.019307972	0.009367234	0.007646721	0	0.034027911
"Muscatine County, IA"	0.74134397	0.025317157	0.02204864	0.035344302	0.041936735	0.045371448	0.014292837	0.012021495	0.062323417
"O'Brien County, IA"	0.80918781	0.035279988	0.015613271	0.037231647	0.029274884	0.020567482	0.010809188	0.020867738	0.021167993
"Osceola County, IA"	0.899094871	0.006369427	0.004022796	0.036540396	0.02581294	0.010392223	0.004022796	0.001340932	0.012403621
"Page County, IA"	0.814460172	0.010824313	0.016791563	0.038717735	0.019428254	0.030530114	0.018595615	0.024562864	0.02608937
"Palo Alto County, IA"	0.828460039	0.002165909	0.018843405	0.038553173	0.037253628	0.01256227	0.042451809	0.001949318	0.017760451
"Plymouth County, IA"	0.86379728	0.016023849	0.017607602	0.017421278	0.018539221	0.010620458	0.012483697	0.006614496	0.036892119
"Pocahontas County, IA"	0.907397552	0.009047366	0.007184673	0.022884513	0.022352315	0.004789782	0.009313465	0.000798297	0.016232038
"Polk County, IA"	0.646167011	0.077412404	0.016485641	0.02013537	0.039610902	0.053194286	0.080747679	0.044518447	0.02172826
"Pottawattamie County, IA"	0.753350399	0.022612056	0.024544496	0.023264569	0.047407519	0.034558048	0.026050294	0.034131406	0.034081213
"Poweshiek County, IA"	0.788637617	0.019194705	0.040044126	0.038499724	0.028019857	0.022504137	0.016216216	0.005184777	0.041698842
"Ringgold County, IA"	0.863375431	0.009184845	0.004209721	0.023727516	0.023727516	0.008419441	0.002678913	0	0.064676617
"Sac County, IA"	0.902105652	0.011821204	0.011821204	0.034909494	0.011267085	0.002216476	0.012190617	0.000923532	0.012744736
"Scott County, IA"	0.698832717	0.042514693	0.031562908	0.037140836	0.052827057	0.057330213	0.027495102	0.028841968	0.023454506
"Shelby County, IA"	0.881708849	0.019745109	0.003410519	0.041105726	0.017052594	0.002692515	0.007000539	0.013462574	0.013821576
"Sioux County, IA"	0.832218988	0.040903013	0.01093369	0.034059624	0.013372139	0.022811296	0.010304413	0.001809172	0.033587666
"Story County, IA"	0.515844571	0.053760668	0.042905397	0.038212619	0.066652915	0.101951886	0.1137354	0.029600598	0.037335946
"Tama County, IA"	0.868356711	0.01080942	0.019817269	0.020460687	0.018787801	0.010680736	0.006176811	0.000900785	0.04400978
"Taylor County, IA"	0.860502577	0.010309278	0.006121134	0.036726804	0.009664948	0	0.020940722	0	0.055734536
"Union County, IA"	0.767598518	0.007578309	0.019703604	0.048332772	0.025261031	0.031492085	0.030650051	0.010946447	0.058437184
"Van Buren County, IA"	0.831140351	0.011239035	0.007949561	0.043859649	0.003015351	0.005756579	0.001644737	0.000822368	0.094572368
"Wapello County, IA"	0.7829684	0.009828316	0.030853446	0.02500622	0.037695944	0.020589699	0.023575516	0.016546405	0.052936054
"Warren County, IA"	0.763152476	0.054102749	0.00653763	0.020179141	0.028364048	0.033151447	0.041490786	0.013641511	0.039380212
"Washington County, IA"	0.775158376	0.024613148	0.025236265	0.042060442	0.020770589	0.03032506	0.022328383	0.002388618	0.057119119
"Wayne County, IA"	0.858576356	0.007839448	0.023204766	0.031357792	0.005330825	0	0.001881468	0.000940734	0.070868611
"Webster County, IA"	0.791145558	0.015559861	0.020433327	0.039340027	0.046855734	0.021783806	0.023604016	0.013739651	0.027538019
"Winnebago County, IA"	0.830377795	0.020239013	0.021973786	0.052428682	0.043562066	0.00848111	0.015998458	0.00077101	0.00616808
"Winneshiek County, IA"	0.84475761	0.014543405	0.024013529	0.037542277	0.0156708	0.010146561	0.018602029	0.005862458	0.02886133
"Woodbury County, IA"	0.743027556	0.033567935	0.030895861	0.03569128	0.034188238	0.029058809	0.037790767	0.024382679	0.031396875
"Worth County, IA"	0.88838655	0.008194405	0.01638881	0.022887821	0.033907884	0.006216445	0.004238485	0.000565131	0.019214467
"Wright County, IA"	0.851629766	0.00999385	0.017527675	0.030596556	0.039052891	0.009071341	0.015836408	0.010608856	0.015682657
"Allen County, KS"	0.78681249	0.007925186	0.039308924	0.014265335	0.012363291	0.008242194	0.025994611	0.004121097	0.100966873
"Anderson County, KS"	0.845044082	0.007480631	0.005343308	0.008816457	0.003205985	0	0.027518034	0	0.102591504
"Atchison County, KS"	0.832902299	0.00316092	0.015804598	0.02816092	0.007183908	0.027586207	0.022270115	0.016235632	0.046695402
"Barber County, KS"	0.839541547	0.005014327	0.017191977	0.020773639	0.030444126	0.002148997	0.021848138	0.003939828	0.059097421
"Barton County, KS"	0.822491731	0.018191841	0.041896362	0.018900614	0.008977792	0.015356749	0.008662782	0.004016381	0.061505749
"Bourbon County, KS"	0.776052595	0.012029654	0.03762764	0.032032452	0.02335991	0.014407609	0.017065324	0.003776752	0.083648063
"Brown County, KS"	0.843525938	0.005061156	0.024040489	0.025938423	0.031632223	0.014129059	0.013918178	0.001687052	0.040067482
"Butler County, KS"	0.784446862	0.02490903	0.018944367	0.022995836	0.024008703	0.010503808	0.011816784	0.027272386	0.075102225
"Chase County, KS"	0.864756829	0.00266489	0.009327115	0.015323118	0.008660893	0.001332445	0	0	0.09793471
"Chautauqua County, KS"	0.827264239	0.008403361	0.007469655	0.007469655	0.003734827	0.007936508	0.006069094	0	0.131652661
"Cherokee County, KS"	0.792405063	0.012455696	0.02156962	0.02521519	0.008405063	0.00921519	0.005873418	0	0.124860759
"Cheyenne County, KS"	0.914569536	0	0.007284768	0.016556291	0.000662252	0.010596026	0.005960265	0	0.044370861
"Clark County, KS"	0.863951473	0.009532062	0.009532062	0.012998267	0.011265165	0.011265165	0.013864818	0	0.067590988
"Clay County, KS"	0.881789137	0.001228803	0.009093143	0.017449005	0.025804866	0.011304989	0.007372819	0.012288031	0.033669206
"Cloud County, KS"	0.881173172	0.017252534	0.014233341	0.031054561	0.020056071	0.008841924	0.0064697	0	0.020918697
"Coffey County, KS"	0.817800789	0.008629191	0.011587771	0.015039448	0.018984221	0.009615385	0.014792899	0	0.103550296
"Comanche County, KS"	0.911854103	0.013171226	0	0.014184397	0.004052685	0.002026342	0.009118541	0	0.045592705
"Cowley County, KS"	0.799751784	0.008439342	0.018864412	0.030406454	0.018119764	0.006081291	0.017375116	0.015761713	0.085200124
"Crawford County, KS"	0.751260039	0.021932983	0.035834949	0.035336472	0.027250069	0.027305456	0.033231792	0.01279424	0.055054002
"Decatur County, KS"	0.878333333	0.005555556	0.021666667	0.022777778	0.004444444	0.008333333	0.006111111	0.002222222	0.050555556
"Dickinson County, KS"	0.829172572	0.012209746	0.012536793	0.035648098	0.016134307	0.007195029	0.009811403	0.010792543	0.066499509
"Doniphan County, KS"	0.764214047	0.008361204	0.038461538	0.037904125	0.008361204	0.017279822	0.00083612	0.000278707	0.124303233
"Douglas County, KS"	0.555105282	0.087260213	0.042194437	0.065898261	0.065653892	0.086221643	0.046755997	0.028306113	0.022604162
"Edwards County, KS"	0.852741836	0.01047443	0.006777572	0.001848429	0.001848429	0.024029575	0.01663586	0.001232286	0.084411583
"Elk County, KS"	0.837899543	0.001141553	0.026826484	0.001712329	0.00456621	0.003424658	0	0	0.124429224
"Ellis County, KS"	0.698121816	0.025321268	0.047296784	0.059387119	0.064481788	0.036575165	0.020074519	0.009276861	0.039464679
"Ellsworth County, KS"	0.817393996	0.005880532	0.012380068	0.033426184	0.003404519	0.013927577	0.005571031	0.008047044	0.09996905
"Finney County, KS"	0.645350564	0.019682115	0.032308378	0.078802733	0.032085561	0.028371955	0.005421866	0.00868984	0.149286988
"Ford County, KS"	0.670785597	0.035270049	0.04492635	0.038297872	0.039607201	0.013175123	0.012765957	0.025368249	0.119803601
"Franklin County, KS"	0.767769553	0.01177205	0.02880585	0.018817444	0.025595291	0.009185767	0.021314546	0.017390529	0.09934897
"Geary County, KS"	0.505065028	0.101758055	0.068034769	0.048101431	0.064505588	0.094372917	0.038428861	0.009607215	0.070126136
"Gove County, KS"	0.857975237	0.01383831	0.017479971	0.013109978	0.006554989	0.01383831	0.000728332	0.003641661	0.072833212
"Graham County, KS"	0.831090175	0.009421265	0.030955585	0.01345895	0.003364738	0.010094213	0.007402423	0	0.094212651
"Grant County, KS"	0.693766938	0.01998645	0.023712737	0.024390244	0	0.010162602	0	0	0.22798103
"Gray County, KS"	0.802898551	0.007867495	0.002070393	0.023188406	0.006625259	0.014906832	0.011180124	0	0.13126294
"Greeley County, KS"	0.8464	0.0048	0	0.0064	0.0032	0.016	0.0128	0.0128	0.0976
"Greenwood County, KS"	0.826280624	0.000989854	0.008661222	0.027220985	0.014105419	0.004206879	0.000989854	0.001732244	0.115812918
"Hamilton County, KS"	0.8117338	0.012259194	0.022767075	0.00525394	0.00262697	0.007880911	0	0	0.137478109
"Harper County, KS"	0.843808925	0.006285355	0.02796983	0.036769327	0.010056568	0.008170962	0.015713388	0.003771213	0.047454431
"Harvey County, KS"	0.807417489	0.022184416	0.039333106	0.031915618	0.023545424	0.01721674	0.017556992	0.012044913	0.028785301
"Haskell County, KS"	0.724240619	0.008933889	0.003573556	0.010720667	0.010720667	0.001786778	0	0	0.240023824
"Hodgeman County, KS"	0.876984127	0.014880952	0.043650794	0.001984127	0	0	0	0	0.0625
"Jackson County, KS"	0.801713796	0.009083119	0.031705227	0.031191088	0.022279349	0.007026564	0.02193659	0.001199657	0.07386461
"Jefferson County, KS"	0.841718825	0.0105922	0.020702937	0.011434762	0.011795859	0.005777564	0.003731343	0	0.094246509
"Jewell County, KS"	0.842105263	0.027053615	0.010821446	0.019675357	0.000983768	0	0.014264634	0.001475652	0.083620266
"Johnson County, KS"	0.670483121	0.090140403	0.008519173	0.035552389	0.076931232	0.048409599	0.031214353	0.031706252	0.007043478
"Kearny County, KS"	0.738963532	0.005118362	0.02431222	0.037108125	0	0.008317338	0	0	0.186180422
"Kingman County, KS"	0.884994808	0.008047767	0.005192108	0.003115265	0.025181724	0.0192108	0.002855659	0.000259605	0.051142264
"Kiowa County, KS"	0.799031477	0.016949153	0.007263923	0.031476998	0.016949153	0.027441485	0.042776433	0	0.05811138
"Labette County, KS"	0.852707796	0.007042254	0.022614561	0.0119024	0.015373934	0.007439	0.01815116	0.014977187	0.049791708
"Lane County, KS"	0.898082745	0.022199798	0	0.033299697	0	0	0	0	0.04641776
"Leavenworth County, KS"	0.775572051	0.076239444	0.026695723	0.037864342	0.035651049	0.01222419	0.006299373	0.008751022	0.020702806
"Lincoln County, KS"	0.870480302	0.007555316	0.008094981	0.010253643	0.015110631	0.008094981	0.016189962	0	0.064220183
"Linn County, KS"	0.768981648	0.005937388	0.010615329	0.02374955	0.00215905	0.007736596	0.007196833	0	0.173623606
"Logan County, KS"	0.913043478	0.002070393	0.020703934	0.010351967	0	0.011042098	0.008971705	0	0.033816425
"Lyon County, KS"	0.673478745	0.015851182	0.024890286	0.059081679	0.043951005	0.058164669	0.022663261	0.023580271	0.078338901
"McPherson County, KS"	0.802743505	0.030423787	0.035098475	0.039236723	0.021610851	0.019848264	0.005517664	0.007356886	0.038163844
"Marion County, KS"	0.828542781	0.016209893	0.025568182	0.028241979	0.017212567	0.00434492	0.015875668	0.000334225	0.063669786
"Marshall County, KS"	0.865030675	0.002453988	0.020449898	0.026993865	0.027607362	0.018200409	0.003476483	0.008588957	0.027198364
"Meade County, KS"	0.86283409	0.00706001	0.004034291	0.030257186	0.022188603	0.002017146	0	0	0.071608674
"Miami County, KS"	0.840718474	0.022563646	0.011281823	0.029317895	0.019075187	0.007348029	0.022860536	0.002375121	0.044459289
"Mitchell County, KS"	0.833282813	0.01121552	0.025159139	0.051530767	0.00848742	0.014549864	0.014549864	0	0.041224614
"Montgomery County, KS"	0.810591372	0.008603975	0.022721764	0.021449346	0.034718856	0.013451285	0.011512361	0.010724673	0.066226369
"Morris County, KS"	0.856519027	0.008421709	0.00966937	0.003431067	0.0102932	0.007485964	0.01933874	0	0.084840923
"Morton County, KS"	0.794819359	0.008861622	0.012269939	0.035446489	0.023858214	0.001363327	0	0	0.12338105
"Nemaha County, KS"	0.819568533	0.016561342	0.016561342	0.039006319	0.021137503	0.01089562	0.016561342	0.01547178	0.044236217
"Neosho County, KS"	0.840733092	0.006195147	0.021553949	0.026329375	0.005937016	0.001806918	0.022328343	0.001677852	0.073438307
"Ness County, KS"	0.837045721	0.012309496	0.003516999	0.016998828	0.011723329	0.003516999	0.042203986	0	0.072684642
"Norton County, KS"	0.789473684	0.011390416	0.020424195	0.01060487	0.009033778	0.015318146	0.055773763	0.011783189	0.076197958
"Osage County, KS"	0.795577916	0.007943863	0.01045942	0.02383159	0.015755329	0.014431352	0.013636965	0.007811466	0.110552099
"Osborne County, KS"	0.873684211	0.015102975	0.045308924	0.020594966	0.001830664	0.006864989	0.003203661	0	0.033409611
"Ottawa County, KS"	0.880602366	0.006812478	0.012190749	0.007888132	0.011115095	0.001434206	0.011115095	0.003226963	0.065614916
"Pawnee County, KS"	0.871802968	0.020208399	0.021471424	0.027470793	0.004736344	0	0.022734449	0	0.031575624
"Phillips County, KS"	0.860677083	0.01171875	0.010742188	0.016276042	0.009440104	0.016601563	0.016276042	0.000325521	0.057942708
"Pottawatomie County, KS"	0.794557384	0.020114015	0.035495321	0.017102291	0.006453695	0.024631602	0.001183177	0	0.100462515
"Pratt County, KS"	0.814922049	0.010244989	0.033407572	0.006904232	0.00623608	0.010690423	0.031625835	0.023830735	0.062138085
"Rawlins County, KS"	0.93153527	0.005532503	0.004840941	0.02835408	0.008298755	0	0.002766252	0	0.018672199
"Reno County, KS"	0.777961394	0.024682676	0.0456735	0.034738582	0.021131465	0.013571956	0.021377589	0.019865687	0.040997152
"Republic County, KS"	0.88365651	0.002423823	0.003116343	0.021814404	0.01765928	0.021468144	0.01800554	0	0.031855956
"Rice County, KS"	0.858577041	0.010912265	0.03208206	0.006547359	0.012876473	0.010257529	0.008948058	0.0139677	0.045831515
"Riley County, KS"	0.460558453	0.096475015	0.073899267	0.041586903	0.0620503	0.123506502	0.066341013	0.024622087	0.050960459
"Rooks County, KS"	0.931719653	0.009031792	0.003612717	0.00867052	0.003612717	0.009754335	0.00650289	0	0.027095376
"Rush County, KS"	0.910586945	0.000548546	0.002742732	0.025781679	0.007679649	0.010970927	0	0	0.041689523
"Russell County, KS"	0.875643666	0.015190525	0.002317199	0.014933059	0.010813594	0.009783728	0.03707518	0	0.034243048
"Saline County, KS"	0.761355236	0.048952772	0.044599589	0.037700205	0.018644764	0.024106776	0.012936345	0.010759754	0.040944559
"Scott County, KS"	0.784725324	0.024564538	0	0.037963377	0.007592675	0.019205002	0	0	0.125949084
"Sedgwick County, KS"	0.715496357	0.033717683	0.032376928	0.042423346	0.030564597	0.049538595	0.030846618	0.028419388	0.036616489
"Seward County, KS"	0.689381933	0.012800195	0.029013775	0.043520663	0.029501402	0.023527978	0.000853346	0.017554553	0.153846154
"Shawnee County, KS"	0.716071026	0.039707982	0.022214431	0.033784968	0.040409226	0.039970948	0.048423452	0.033183901	0.026234065
"Sheridan County, KS"	0.906847134	0.003980892	0	0.015127389	0.010350318	0.023089172	0.013535032	0	0.027070064
"Sherman County, KS"	0.755832534	0.008628955	0.05177373	0.043783957	0.034196229	0.023010547	0.015659955	0.0105465	0.056567593
"Smith County, KS"	0.893333333	0.012888889	0.015111111	0.031555556	0.003111111	0.012444444	0.007555556	0	0.024
"Stafford County, KS"	0.894354149	0.011548332	0.02352438	0.00855432	0.006843456	0	0.003849444	0	0.05132592
"Stanton County, KS"	0.67903525	0.019480519	0.011131725	0.004638219	0	0.012987013	0	0	0.272727273
"Stevens County, KS"	0.719237435	0.025996534	0.013431542	0	0.011265165	0.011265165	0.006932409	0.003466205	0.208405546
"Sumner County, KS"	0.796340348	0.007136322	0.014913083	0.035407136	0.01116194	0.010612992	0.008234218	0.010430009	0.105763952
"Thomas County, KS"	0.744740533	0.021037868	0.019354839	0.071528752	0.021037868	0	0.002524544	0.004207574	0.115568022
"Trego County, KS"	0.902597403	0.007674144	0.008264463	0.005903188	0.007674144	0.021251476	0.021841795	0	0.024793388
"Wabaunsee County, KS"	0.890720391	0.023199023	0.01037851	0.004884005	0.014346764	0.008241758	0.002136752	0	0.046092796
"Wallace County, KS"	0.849872774	0.005089059	0.01653944	0.017811705	0	0.022900763	0	0	0.08778626
"Washington County, KS"	0.897383622	0.001359157	0.025823989	0.017329256	0.007135576	0.010873259	0.00509684	0	0.034998301
"Wichita County, KS"	0.829101563	0	0	0.041992188	0.002929688	0.006835938	0	0	0.119140625
"Wilson County, KS"	0.777324458	0.015031136	0.019325746	0.018252094	0.003650419	0.010092334	0.012239639	0.001932575	0.1421516
"Woodson County, KS"	0.878217822	0.012376238	0.012376238	0.020792079	0.004950495	0.002970297	0.001485149	0	0.066831683
"Wyandotte County, KS"	0.699660416	0.08581131	0.017953639	0.028362616	0.041783552	0.049726857	0.018263694	0.033899306	0.024538609
"Adair County, KY"	0.707123703	0.003264545	0.010959543	0.031013175	0.017954996	0.006995453	0.009443861	0.004313863	0.208930862
"Allen County, KY"	0.70144343	0.004563787	0.017406071	0.017936744	0.008703035	0.008278497	0.007323286	0	0.23434515
"Anderson County, KY"	0.819040464	0.014489643	0.058817216	0.010089084	0.011269722	0.012021037	0.001717291	0	0.072555544
"Ballard County, KY"	0.741233683	0.013053494	0.014077297	0.022523675	0.025595086	0.007678526	0.004607115	0.001535705	0.169695418
"Barren County, KY"	0.724303603	0.00884232	0.05479172	0.048351648	0.021518017	0.008126757	0.006337848	0.006133401	0.121594684
"Bath County, KY"	0.611803519	0.004582111	0.006048387	0.009164223	0.015945748	0.011363636	0.01026393	0	0.330828446
"Bell County, KY"	0.604744581	0.008867667	0.041003486	0.046233136	0.036531757	0.01720479	0.002955889	0.009625587	0.232833106
"Boone County, KY"	0.698117487	0.056063012	0.007278501	0.015959092	0.061011567	0.096661787	0.013278624	0.015402379	0.036227551
"Bourbon County, KY"	0.756981383	0.049977837	0.046653369	0.028036348	0.034242021	0.011414007	0.001662234	0	0.071032801
"Boyd County, KY"	0.741210667	0.011488419	0.019239642	0.027682938	0.026160376	0.025698994	0.011303866	0.025376027	0.11183907
"Boyle County, KY"	0.731601383	0.021072951	0.077535591	0.045202284	0.037400467	0.010777769	0.004423711	0.005147591	0.066838253
"Bracken County, KY"	0.666407465	0.00311042	0.027216174	0.017107309	0.013737688	0.020217729	0.011923276	0	0.240279938
"Breathitt County, KY"	0.520710998	0.006348199	0.018727186	0.022853515	0.029519124	0.003491509	0.001110935	0	0.397238534
"Breckinridge County, KY"	0.665921163	0.002236511	0.020221787	0.009225608	0.008573292	0.005684466	0.00363433	0.001025068	0.283477775
"Bullitt County, KY"	0.791817828	0.034108577	0.006413579	0.022479917	0.032974864	0.018107023	0.002461778	0.002008292	0.089628142
"Butler County, KY"	0.701858108	0.001858108	0.023817568	0.010135135	0.012668919	0.011655405	0.00152027	0.002364865	0.234121622
"Caldwell County, KY"	0.778734258	0	0.021999044	0.004782401	0.014187789	0.003825921	0.015463096	0	0.161007492
"Calloway County, KY"	0.641538875	0.008124832	0.055582459	0.064030132	0.039386602	0.044283024	0.01716438	0.006725854	0.123163842
"Campbell County, KY"	0.640937664	0.031706279	0.058804378	0.037892259	0.079265697	0.085476721	0.021613364	0.02108743	0.023216209
"Carlisle County, KY"	0.726568867	0.00407498	0.013447433	0.013854931	0.006112469	0.002852486	0	0	0.233088835
"Carroll County, KY"	0.620038208	0.018042878	0.042029293	0.030566759	0.050520059	0.004457652	0.003396307	0.002334961	0.228613882
"Carter County, KY"	0.627381622	0.001527454	0.006029424	0.010611786	0.012058847	0.011254924	0.00450197	0.004903931	0.321730043
"Casey County, KY"	0.69454837	0.003206841	0.007349011	0.004275788	0.005478354	0.007215393	0.000534474	0.00080171	0.276590059
"Christian County, KY"	0.625619724	0.036848452	0.088704274	0.063714324	0.051152352	0.029009782	0.013600429	0.010049578	0.081301085
"Clark County, KY"	0.700747498	0.047447105	0.053211707	0.034650957	0.024895477	0.024325352	0.01856075	0.007855061	0.088306094
"Clay County, KY"	0.621567314	0.00435365	0.022996205	0.01841929	0.016633177	0.005135075	0.003125698	0.001339585	0.306430007
"Clinton County, KY"	0.602071563	0.010734463	0.0173258	0.014689266	0.018455744	0.002824859	0.000753296	0.000376648	0.332768362
"Crittenden County, KY"	0.782447735	0.005662021	0.007839721	0.010017422	0.011324042	0	0	0	0.182709059
"Cumberland County, KY"	0.733605442	0.003537415	0.033197279	0.020408163	0.015782313	0.003265306	0.004353741	0	0.18585034
"Daviess County, KY"	0.747998314	0.011237533	0.028234303	0.055461909	0.047619048	0.02160884	0.011354591	0.016294423	0.060191038
"Edmonson County, KY"	0.685762298	0	0.006568897	0.003360831	0.005346777	0.006263367	0.002291476	0	0.290406355
"Elliott County, KY"	0.542129901	0.004095963	0.001462844	0.017846694	0.01638385	0.001462844	0.0046811	0.001755413	0.410181393
"Estill County, KY"	0.657167655	0.01215102	0.02111963	0.03211341	0.030522205	0.01244033	0.01012585	0.00086793	0.223491972
"Fayette County, KY"	0.597971062	0.056529614	0.041509461	0.044351692	0.073389701	0.082295835	0.048625778	0.043936454	0.011390402
"Fleming County, KY"	0.635845092	0.003452417	0.012608826	0.024617232	0.022215551	0.012158511	0	0	0.289102372
"Floyd County, KY"	0.604684096	0.004411765	0.016666667	0.029793028	0.024673203	0.012690632	0.004956427	0.005936819	0.296187364
"Franklin County, KY"	0.660235983	0.017870984	0.052191887	0.075101197	0.055938334	0.04762725	0.018646111	0.01696667	0.055421583
"Fulton County, KY"	0.708630952	0.019345238	0.084821429	0.041666667	0.062202381	0	0.008333333	0.00625	0.06875
"Gallatin County, KY"	0.56963001	0.013103803	0.008478931	0.002055498	0.049331963	0.019270298	0.011819116	0.002055498	0.324254882
"Garrard County, KY"	0.821661998	0.02214219	0.006002401	0.02174203	0.011604642	0	0	0	0.116846739
"Grant County, KY"	0.594915422	0.001879513	0.051241468	0.046196459	0.06489267	0.007122366	0.001187061	0.000890296	0.231674745
"Graves County, KY"	0.738946742	0.011603689	0.026123178	0.027908361	0.012674799	0.008925915	0.0048795	0.004819994	0.164117822
"Grayson County, KY"	0.678613396	0.003965922	0.013219741	0.032902468	0.021445358	0.018874853	0.009253819	0.001909518	0.219814924
