Dependency=Location	Dependency=Geometry Building Type	Option=East	Option=West	Option=Northeast	Option=Southwest	Option=North	Option=South	Option=Northwest	Option=Southeast
TX_Lubbock.Intl.AP.722670	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Lufkin-Angelina.Co.AP.722446	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Midland.Intl.AP.722650	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Port.Arthur-Jefferson.Co.AP.722410	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_San.Angelo-Mathis.AP.722630	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_San.Antonio.Intl.AP.722530	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Victoria.Rgnl.AP.722550	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Waco.Rgnl.AP.722560	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
TX_Wichita.Falls.Muni.AP.723510	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
UT_Cedar.City.Muni.AP.724755	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
UT_Salt.Lake.City.Intl.AP.725720	Mobile Home	0.137837838	0.137837838	0.018918919	0.018918919	0.32972973	0.32972973	0.013513514	0.013513514
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
VA_Norfolk.Intl.AP.723080	Mobile Home	0.146481374	0.146481374	0.103288149	0.103288149	0.144603408	0.144603408	0.10562707	0.10562707
VA_Richmond.Intl.AP.724010	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
VA_Sterling-Washington.Dulles.Intl.AP.724030	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
VT_Burlington.Intl.AP.726170	Mobile Home	0.195599863	0.195599863	0.06015813	0.06015813	0.172911654	0.172911654	0.071330354	0.071330354
WA_Olympia.AP.727920	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WA_Quillayute.State.AP.727970	Mobile Home	0.103723405	0.103723405	0.14893617	0.14893617	0.10106383	0.10106383	0.146276596	0.146276596
WA_Seattle-Tacoma.Intl.AP.727930	Mobile Home	0.12109375	0.12109375	0.1875	0.1875	0.05859375	0.05859375	0.1328125	0.1328125
WA_Spokane.Intl.AP.727850	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WA_Yakima.Air.Terminal-McAllister.Field.727810	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WI_Eau.Claire.County.AP.726435	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WI_La.Crosse.Muni.AP.726430	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WI_Madison-Dane.County.Rgnl.AP.726410	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WI_Milwaukee-Mitchell.Intl.AP.726400	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WV_Charleston-Yeager.AP.724140	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WV_Elkins-Randolph.County.AP.724170	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WV_Huntington-Tri.State.Walker.Long.Field.724250	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WY_Casper-Natrona.County.Intl.AP.725690	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WY_Cheyenne.Muni.AP.725640	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WY_Lander-Hunt.Field.725760	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
WY_Sheridan.County.AP.726660	Mobile Home	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AL_Birmingham.Muni.AP.722280	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AL_Huntsville.Intl.AP-Jones.Field.723230	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AL_Mobile-Rgnl.AP.722230	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AL_Montgomery-Dannelly.Field.722260	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AR_Fort.Smith.Rgnl.AP.723440	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AR_Little.Rock-Adams.Field.723403	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AZ_Flagstaff-Pulliam.AP.723755	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AZ_Prescott-Love.Field.723723	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
AZ_Tucson.Intl.AP.722740	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CA_Arcata.AP.725945	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CA_Bakersfield-Meadows.Field.723840	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CA_Barstow.Daggett.AP.723815	Single-Family Detached	0.251677853	0.251677853	0.040268457	0.040268457	0.16442953	0.16442953	0.043624161	0.043624161
CA_Fresno.Air.Terminal.723890	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CA_Long.Beach-Daugherty.Field.722970	Single-Family Detached	0.174253165	0.174253165	0.073797469	0.073797469	0.184101266	0.184101266	0.067848102	0.067848102
CA_Los.Angeles.Intl.AP.722950	Single-Family Detached	0.14380531	0.14380531	0.0935614	0.0935614	0.166085556	0.166085556	0.096547735	0.096547735
CA_Sacramento.Exec.AP.724830	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CA_San.Diego-Lindbergh.Field.722900	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CA_San.Francisco.Intl.AP.724940	Single-Family Detached	0.212881426	0.212881426	0.025001707	0.025001707	0.241245136	0.241245136	0.020871732	0.020871732
CA_Santa.Maria.Public.AP.723940	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CO_Alamosa.Muni.AP.724620	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CO_Boulder-Broomfield-Jefferson.County.AP.724699	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CO_Colorado.Springs-Peterson.Field.724660	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CO_Eagle.County.Rgnl.AP.724675	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CO_Grand.Junction-Walker.Field.724760	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CO_Pueblo.Mem.AP.724640	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
CT_Bridgeport-Sikorsky.Mem.AP.725040	Single-Family Detached	0.146606575	0.146606575	0.10630965	0.10630965	0.154825027	0.154825027	0.092258749	0.092258749
CT_Hartford-Bradley.Intl.AP.725080	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
DE_Wilmington-New.Castle.County.AP.724089	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
FL_Daytona.Beach.Intl.AP.722056	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
FL_Jacksonville.Intl.AP.722060	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
FL_Key.West.Intl.AP.722010	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
FL_Miami.Intl.AP.722020	Single-Family Detached	0.207332029	0.207332029	0.036630946	0.036630946	0.218238094	0.218238094	0.037798932	0.037798932
FL_Orlando.Intl.AP.722050	Single-Family Detached	0.224207198	0.224207198	0.031916044	0.031916044	0.210787422	0.210787422	0.033089338	0.033089338
FL_Tallahassee.Rgnl.AP.722140	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
FL_West.Palm.Beach.Intl.AP.722030	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
GA_Athens-Ben.Epps.AP.723110	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	Single-Family Detached	0.108108108	0.108108108	0.097972973	0.097972973	0.189189189	0.189189189	0.10472973	0.10472973
GA_Augusta-Bush-Field.722180	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
GA_Columbus.Metro.AP.722255	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
GA_Savannah.Intl.AP.722070	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	0.19375	0.19375	0.025	0.025	0.252083334	0.252083334	0.029166667	0.029166667
IA_Mason.City.Muni.AP.725485	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IA_Waterloo.Muni.AP.725480	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ID_Boise.Air.Terminal.726810	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ID_Pocatello.Muni.AP.725780	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	0.237931035	0.237931035	0.010344828	0.010344828	0.237931035	0.237931035	0.013793104	0.013793104
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IL_Springfield-Capital.AP.724390	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KS_Goodland-Renner.Field.724650	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KS_Topeka-Phillip.Billard.Muni.AP.724560	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KS_Wichita-Mid.Continent.AP.724500	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KY_Cincinnati-Northern.Kentucky.AP.724210	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KY_Lexington-Bluegrass.AP.724220	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
KY_Louisville-Standiford.Field.724230	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
LA_Baton.Rouge-Ryan.AP.722317	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
LA_Lake.Charles.Rgnl.AP.722400	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
LA_New.Orleans.Intl.AP.722310	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
LA_Shreveport.Rgnl.AP.722480	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MA_Boston-Logan.Intl.AP.725090	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MA_Worcester.Rgnl.AP.725095	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MD_Baltimore-Washington.Intl.AP.724060	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ME_Caribou.Muni.AP.727120	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ME_Portland.Intl.Jetport.726060	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Alpena.County.Rgnl.AP.726390	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Detroit.Metro.AP.725370	Single-Family Detached	0.09375	0.09375	0.10625	0.10625	0.225	0.225	0.075	0.075
MI_Flint-Bishop.Intl.AP.726370	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Grand.Rapids-Kent.County.Intl.AP.726350	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Houghton-Lake.Roscommon.County.AP.726380	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Lansing-Capital.City.AP.725390	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Muskegon.County.AP.726360	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Sault.Ste.Marie-Sanderson.Field.727340	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MI_Traverse.City-Cherry.Capital.AP.726387	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MN_Duluth.Intl.AP.727450	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MN_International.Falls.Intl.AP.727470	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MN_Minneapolis-St.Paul.Intl.AP.726580	Single-Family Detached	0.024509804	0.024509804	0.205882353	0.205882353	0.06372549	0.06372549	0.205882353	0.205882353
MN_Rochester.Intl.AP.726440	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MN_St.Cloud.Muni.AP.726550	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MO_Columbia.Rgnl.AP.724450	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MO_Kansas.City.Intl.AP.724460	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MO_Springfield.Rgnl.AP.724400	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MO_St.Louis-Lambert.Intl.AP.724340	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MS_Jackson.Intl.AP.722350	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MS_Meridian-Key.Field.722340	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Billings-Logan.Intl.AP.726770	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Cut.Bank.Muni.AP.727796	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Glasgow.Intl.AP.727680	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Great.Falls.Intl.AP.727750	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Helena.Rgnl.AP.727720	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Kalispell-Glacier.Park.Intl.AP.727790	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Lewistown.Muni.AP.726776	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Miles.City.Muni.AP.742300	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
MT_Missoula.Intl.AP.727730	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Asheville.Rgnl.AP.723150	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Cape.Hatteras.723040	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Charlotte-Douglas.Intl.AP.723140	Single-Family Detached	0.127691444	0.127691444	0.124882981	0.124882981	0.123010672	0.123010672	0.124414904	0.124414904
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Raleigh-Durham.Intl.AP.723060	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NC_Wilmington.Intl.AP.723013	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ND_Bismarck.Muni.AP.727640	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ND_Fargo-Hector.Intl.AP.727530	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
ND_Minot.Intl.AP.727676	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_North.Platte.Rgnl.AP.725620	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_Omaha-Eppley.Airfield.725500	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NE_Scottsbluff-W.B.Heilig.Field.725660	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NH_Concord.Muni.AP.726050	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NJ_Atlantic.City.Intl.AP.724070	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NJ_Newark.Intl.AP.725020	Single-Family Detached	0.086996794	0.086996794	0.146606698	0.146606698	0.086034913	0.086034913	0.180361596	0.180361596
NM_Albuquerque.Intl.AP.723650	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NM_Tucumcari.AP.723676	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Elko.Muni.AP.725825	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Ely-Yelland.Field.724860	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Las.Vegas-McCarran.Intl.AP.723860	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Reno-Tahoe.Intl.AP.724880	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Tonopah.AP.724855	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NV_Winnemucca.Muni.AP.725830	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Albany.County.AP.725180	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Binghamton-Edwin.A.Link.Field.725150	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Massena.AP.726223	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_New.York-J.F.Kennedy.Intl.AP.744860	Single-Family Detached	0.127376895	0.127376895	0.094984672	0.094984672	0.143168371	0.143168371	0.134470063	0.134470063
NY_Rochester-Greater.Rochester.Intl.AP.725290	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
NY_Syracuse-Hancock.Intl.AP.725190	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Akron.Canton.Rgnl.AP.725210	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Cleveland-Hopkins.Intl.AP.725240	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Columbus-Port.Columbus.Intl.AP.724280	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Dayton.Intl.AP.724290	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Mansfield-Lahm.Muni.AP.725246	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Toledo.Express.AP.725360	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OH_Youngstown.Rgnl.AP.725250	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
OK_Tulsa.Intl.AP.723560	Single-Family Detached	0.165905771	0.165905771	0.072205356	0.072205356	0.184839658	0.184839658	0.077049216	0.077049216
