Dependency=AHS Region	Dependency=Geometry Building Type RECS	Dependency=Vintage ACS	Option=0-499	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	Option=500-749	Option=750-999	sample_count	sample_weight
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	1980-99s	0.000000	0.394083	0.185398	0.119244	0.033995	0.047736	0.000000	0.037886	0.181659	57.000000	46381.539062
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	2000-09s	0.000000	0.323311	0.239785	0.182579	0.061208	0.054664	0.028229	0.000000	0.110223	33.000000	25557.095703
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	2010s	0.000000	0.474092	0.109223	0.163603	0.000000	0.000000	0.000000	0.133072	0.120010	7.000000	6605.417480
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	<1940	0.000000	0.381196	0.081187	0.169915	0.000000	0.000000	0.000000	0.146068	0.221634	13.000000	10413.491211
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	1940-59s	0.004474	0.464323	0.178212	0.081199	0.035936	0.025950	0.013133	0.028106	0.168668	462.000000	389809.968750
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	1960-79s	0.000000	0.289578	0.245307	0.186721	0.073980	0.070086	0.050796	0.005874	0.077657	338.000000	277700.937500
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	1980-99s	0.006456	0.088485	0.185150	0.225629	0.151757	0.196290	0.121397	0.003444	0.021390	286.000000	229324.750000
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	2000-09s	0.000000	0.053163	0.149475	0.175134	0.189504	0.264291	0.158038	0.000000	0.010395	102.000000	83392.585938
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	2010s	0.000000	0.068492	0.160499	0.060917	0.081392	0.302949	0.233021	0.038082	0.054649	26.000000	22264.529297
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	<1940	0.015082	0.293583	0.205197	0.132245	0.067897	0.060818	0.033811	0.075867	0.115499	149.000000	126193.703125
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	1940-59s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	1960-79s	0.000000	0.444999	0.000000	0.000000	0.000000	0.000000	0.000000	0.254368	0.300633	13.000000	11819.941406
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	1980-99s	0.020294	0.422011	0.130616	0.065952	0.000000	0.000000	0.044553	0.108498	0.208075	45.000000	42727.046875
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	2000-09s	0.045597	0.482297	0.170353	0.212083	0.000000	0.000000	0.000000	0.000000	0.089670	23.000000	21579.820312
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	2010s	0.180937	0.473683	0.071019	0.104486	0.000000	0.000000	0.000000	0.000000	0.169876	12.000000	12586.428711
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	1940-59s	0.000000	0.487367	0.063776	0.000000	0.000000	0.000000	0.000000	0.142948	0.305909	8.000000	6660.767578
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	1960-79s	0.051424	0.160170	0.066847	0.000000	0.000000	0.000000	0.000000	0.340631	0.380928	21.000000	19576.873047
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	1980-99s	0.000000	0.085826	0.000000	0.000000	0.000000	0.000000	0.000000	0.636876	0.277298	17.000000	16018.093750
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.455644	0.000000	0.000000	0.000000	0.000000	0.099843	0.170074	0.274439	12.000000	12465.419922
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	2010s	0.000000	0.171809	0.210135	0.000000	0.000000	0.000000	0.000000	0.134903	0.483154	6.000000	7197.069336
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1001.254578
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	1940-59s	0.059891	0.115778	0.000000	0.000000	0.000000	0.000000	0.000000	0.503929	0.320402	18.000000	18198.730469
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	1960-79s	0.035225	0.196582	0.030977	0.000000	0.000000	0.000000	0.000000	0.340279	0.396937	150.000000	150820.359375
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	1980-99s	0.053681	0.254747	0.021846	0.000000	0.000000	0.000000	0.000000	0.290954	0.378771	135.000000	133663.531250
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	2000-09s	0.019703	0.348998	0.017723	0.007672	0.000000	0.009894	0.000000	0.220220	0.375790	114.000000	112070.000000
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	2010s	0.000000	0.345817	0.034761	0.000000	0.000000	0.000000	0.000000	0.203593	0.415829	64.000000	69535.023438
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	<1940	0.164933	0.141633	0.164653	0.000000	0.000000	0.000000	0.000000	0.166881	0.361900	6.000000	6081.003418
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	1940-59s	0.000000	0.670146	0.329854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	2886.552002
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	1960-79s	0.067587	0.215286	0.213774	0.206581	0.000000	0.000000	0.065274	0.104714	0.126783	31.000000	29829.185547
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	1980-99s	0.000000	0.130766	0.220053	0.225062	0.128037	0.040363	0.000000	0.091515	0.164203	23.000000	23589.568359
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	2000-09s	0.000000	0.000000	0.435158	0.183216	0.131729	0.130306	0.052855	0.066736	0.000000	16.000000	16267.357422
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	2010s	0.000000	0.083804	0.083172	0.386628	0.325718	0.093465	0.000000	0.000000	0.027213	11.000000	12433.383789
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1034.103638
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	1940-59s	0.005855	0.327627	0.283228	0.194149	0.076486	0.021416	0.020123	0.006830	0.064285	147.000000	146843.890625
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	1960-79s	0.003219	0.174132	0.302391	0.203518	0.153577	0.093622	0.012973	0.007585	0.048984	310.000000	315276.218750
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	1980-99s	0.005637	0.102983	0.260606	0.254140	0.156297	0.132424	0.061435	0.005198	0.021280	372.000000	385589.406250
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	2000-09s	0.002894	0.086280	0.220186	0.208204	0.178199	0.203823	0.091363	0.003322	0.005729	330.000000	349827.312500
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	2010s	0.000000	0.038064	0.101934	0.217518	0.262545	0.232690	0.134427	0.000000	0.012821	150.000000	177801.093750
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	<1940	0.000000	0.253914	0.233431	0.086514	0.058074	0.151932	0.057235	0.029275	0.129625	33.000000	34202.140625
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	1940-59s	0.000000	0.524518	0.000000	0.000000	0.000000	0.000000	0.000000	0.475482	0.000000	2.000000	3317.093994
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	1960-79s	0.086887	0.336526	0.235620	0.000000	0.000000	0.000000	0.000000	0.045332	0.295635	21.000000	38380.875000
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	1980-99s	0.081453	0.479629	0.357465	0.000000	0.000000	0.000000	0.000000	0.081453	0.000000	13.000000	23562.802734
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	2000-09s	0.000000	0.580956	0.199250	0.000000	0.000000	0.000000	0.000000	0.219794	0.000000	5.000000	8732.111328
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	2010s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	1940-59s	0.060784	0.290199	0.056091	0.024307	0.024865	0.000000	0.000000	0.336103	0.207653	39.000000	67336.648438
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	1960-79s	0.048653	0.425833	0.000000	0.052934	0.000000	0.000000	0.000000	0.185571	0.287008	45.000000	70804.867188
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	1980-99s	0.096852	0.333882	0.005206	0.058494	0.035022	0.000000	0.000000	0.129597	0.340946	39.000000	57448.707031
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.202365	0.000000	0.000000	0.000000	0.000000	0.000000	0.392098	0.405537	5.000000	9395.994141
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	2.000000	4630.988770
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	<1940	0.077129	0.281851	0.087492	0.049269	0.000000	0.000000	0.000000	0.244325	0.259934	41.000000	71610.296875
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	1940-59s	0.097528	0.187245	0.018856	0.000000	0.000000	0.010840	0.005905	0.352267	0.327360	135.000000	217123.312500
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	1960-79s	0.050823	0.313240	0.033762	0.012284	0.000000	0.000000	0.004806	0.287838	0.297246	223.000000	370905.812500
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	1980-99s	0.076904	0.360132	0.067726	0.009343	0.006470	0.000000	0.013670	0.218304	0.247450	163.000000	263707.781250
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	2000-09s	0.053790	0.259808	0.114779	0.000000	0.000000	0.014734	0.000000	0.300502	0.256387	65.000000	110783.132812
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	2010s	0.000000	0.401905	0.000000	0.000000	0.000000	0.000000	0.000000	0.397220	0.200875	18.000000	35487.449219
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	<1940	0.268204	0.082776	0.033815	0.017805	0.000000	0.000000	0.000000	0.269822	0.327579	67.000000	111861.632812
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	1940-59s	0.000000	0.266902	0.107537	0.000000	0.000000	0.000000	0.000000	0.352056	0.273505	40.000000	65799.796875
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	1960-79s	0.070124	0.270284	0.224176	0.135511	0.044899	0.023561	0.006816	0.095058	0.129571	46.000000	77038.070312
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	1980-99s	0.000000	0.514424	0.314552	0.052947	0.020803	0.038200	0.021069	0.020114	0.017892	53.000000	94531.523438
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	2000-09s	0.000000	0.525752	0.172002	0.000000	0.000000	0.080759	0.000000	0.079946	0.141541	14.000000	22584.349609
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	2010s	0.000000	0.000000	0.440162	0.130675	0.000000	0.000000	0.167010	0.114726	0.147427	7.000000	13816.956055
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	<1940	0.118826	0.227367	0.084564	0.031559	0.000000	0.000000	0.000000	0.254139	0.283545	34.000000	61440.574219
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	1940-59s	0.007877	0.396165	0.300608	0.102941	0.037240	0.009385	0.019442	0.033048	0.093295	413.000000	742280.750000
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	1960-79s	0.006774	0.224859	0.319362	0.209304	0.138408	0.061544	0.007388	0.010869	0.021492	286.000000	514329.625000
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	1980-99s	0.005774	0.168866	0.202007	0.195579	0.148607	0.196798	0.063494	0.006393	0.012482	169.000000	303315.593750
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	2000-09s	0.000000	0.056311	0.187583	0.291785	0.141890	0.154897	0.167534	0.000000	0.000000	70.000000	129829.117188
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	2010s	0.000000	0.058805	0.116039	0.316704	0.046503	0.100571	0.361378	0.000000	0.000000	18.000000	39221.371094
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	<1940	0.019965	0.310526	0.257040	0.088825	0.068061	0.029328	0.029309	0.046260	0.150685	142.000000	243269.359375
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	1940-59s	0.441216	0.558784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	2416.927246
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	1960-79s	0.000000	0.397836	0.166787	0.142070	0.000000	0.000000	0.000000	0.141103	0.152204	7.000000	7506.073730
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	1980-99s	0.191814	0.357047	0.175647	0.000000	0.000000	0.000000	0.000000	0.275492	0.000000	11.000000	12093.727539
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	2000-09s	0.000000	0.366100	0.000000	0.133239	0.000000	0.000000	0.000000	0.000000	0.500661	6.000000	6511.762207
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	2010s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1141.178467
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	1940-59s	0.214739	0.068491	0.000000	0.138678	0.000000	0.000000	0.000000	0.253787	0.324305	15.000000	15028.851562
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	1960-79s	0.082690	0.247339	0.070548	0.025019	0.000000	0.021164	0.000000	0.193904	0.359336	46.000000	44670.011719
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	1980-99s	0.028772	0.468678	0.085281	0.029969	0.000000	0.000000	0.000000	0.129067	0.258233	39.000000	38628.601562
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.329432	0.368029	0.000000	0.000000	0.000000	0.000000	0.000000	0.302539	6.000000	6312.875977
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1447.299561
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	<1940	0.547155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.452845	0.000000	2.000000	2075.827148
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 5+ Units	1940-59s	0.217831	0.178881	0.027492	0.000000	0.000000	0.000000	0.000000	0.343253	0.232544	38.000000	35621.234375
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 5+ Units	1960-79s	0.064468	0.302835	0.066436	0.000000	0.000000	0.004351	0.000000	0.224466	0.337444	268.000000	260790.390625
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 5+ Units	1980-99s	0.037116	0.350753	0.052568	0.020219	0.004842	0.000000	0.000000	0.140442	0.394061	220.000000	218179.765625
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 5+ Units	2000-09s	0.011476	0.302577	0.095936	0.022556	0.023837	0.012773	0.000000	0.186201	0.344644	90.000000	88258.562500
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 5+ Units	2010s	0.043219	0.322388	0.150950	0.033000	0.000000	0.000000	0.000000	0.117477	0.332966	27.000000	31098.324219
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 5+ Units	<1940	0.361978	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.213954	0.424068	6.000000	5308.614746
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Attached	1940-59s	0.000000	0.191003	0.146506	0.064246	0.000000	0.000000	0.000000	0.225820	0.372425	16.000000	14910.838867
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Attached	1960-79s	0.000000	0.385787	0.217045	0.028187	0.014452	0.000000	0.000000	0.112790	0.241738	71.000000	70083.273438
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Attached	1980-99s	0.000000	0.473025	0.295496	0.065662	0.057834	0.000000	0.017492	0.037012	0.053479	109.000000	110128.695312
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Attached	2000-09s	0.000000	0.384902	0.356574	0.120161	0.025772	0.022855	0.000000	0.008604	0.081132	43.000000	42899.097656
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Attached	2010s	0.000000	0.103171	0.151960	0.320629	0.000000	0.000000	0.000000	0.094814	0.329426	12.000000	13913.108398
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Attached	<1940	0.213616	0.000000	0.577260	0.000000	0.000000	0.000000	0.000000	0.209124	0.000000	5.000000	5317.005371
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Detached	1940-59s	0.010784	0.338924	0.257110	0.114452	0.069233	0.056151	0.026935	0.012433	0.113977	188.000000	191297.562500
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Detached	1960-79s	0.004136	0.224324	0.329356	0.248617	0.063729	0.054681	0.019241	0.012022	0.043896	264.000000	270527.343750
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Detached	1980-99s	0.000000	0.182868	0.286290	0.269460	0.109610	0.095991	0.049426	0.000000	0.006355	287.000000	298129.500000
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Detached	2000-09s	0.000000	0.090029	0.168669	0.199441	0.265031	0.185694	0.071360	0.000000	0.019777	123.000000	131020.968750
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Detached	2010s	0.000000	0.000000	0.129394	0.354413	0.222340	0.160684	0.091352	0.000000	0.041817	20.000000	23392.326172
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Detached	<1940	0.000000	0.144322	0.297487	0.146193	0.055873	0.047211	0.158455	0.099936	0.050522	20.000000	20235.208984
CBSA New York-Newark-Jersey City, NY-NJ-PA	Mobile Home	1940-59s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA New York-Newark-Jersey City, NY-NJ-PA	Mobile Home	1960-79s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	4614.450684
CBSA New York-Newark-Jersey City, NY-NJ-PA	Mobile Home	1980-99s	0.374717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.300898	0.324384	3.000000	7792.715820
CBSA New York-Newark-Jersey City, NY-NJ-PA	Mobile Home	2000-09s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	4513.134766
CBSA New York-Newark-Jersey City, NY-NJ-PA	Mobile Home	2010s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA New York-Newark-Jersey City, NY-NJ-PA	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 2 - 4 Units	1940-59s	0.073898	0.213687	0.183198	0.031896	0.000000	0.000000	0.000000	0.258242	0.239079	38.000000	157798.671875
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 2 - 4 Units	1960-79s	0.164658	0.314439	0.050558	0.000000	0.078568	0.000000	0.000000	0.251851	0.139925	19.000000	69575.523438
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 2 - 4 Units	1980-99s	0.060243	0.210309	0.000000	0.065794	0.000000	0.000000	0.050373	0.122028	0.491254	15.000000	59857.312500
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.240242	0.169944	0.000000	0.000000	0.000000	0.069137	0.000000	0.520677	15.000000	50426.929688
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 2 - 4 Units	2010s	0.266490	0.197222	0.168109	0.000000	0.000000	0.000000	0.000000	0.000000	0.368179	5.000000	22744.681641
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 2 - 4 Units	<1940	0.041863	0.380403	0.052507	0.059082	0.000000	0.009994	0.013183	0.126836	0.316132	95.000000	348861.218750
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 5+ Units	1940-59s	0.172301	0.195087	0.025514	0.012464	0.000000	0.000000	0.000000	0.328623	0.266011	86.000000	297214.531250
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 5+ Units	1960-79s	0.134130	0.185771	0.046453	0.000849	0.008046	0.011177	0.018977	0.284617	0.309980	149.000000	460413.687500
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 5+ Units	1980-99s	0.172589	0.199423	0.060656	0.000000	0.028292	0.000000	0.000000	0.253545	0.285493	84.000000	270134.406250
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 5+ Units	2000-09s	0.065359	0.281786	0.022344	0.040783	0.000000	0.022039	0.000000	0.256461	0.311227	60.000000	178692.046875
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 5+ Units	2010s	0.137634	0.325112	0.000000	0.000000	0.048463	0.000000	0.000000	0.174014	0.314776	23.000000	93100.398438
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 5+ Units	<1940	0.159855	0.227895	0.046627	0.011240	0.004428	0.013283	0.008673	0.241102	0.286899	246.000000	836696.250000
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Attached	1940-59s	0.010933	0.236128	0.186961	0.052001	0.000000	0.051291	0.000000	0.134064	0.328620	21.000000	76781.734375
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Attached	1960-79s	0.038414	0.195944	0.280281	0.159035	0.000000	0.033768	0.037389	0.148295	0.106874	28.000000	106788.335938
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Attached	1980-99s	0.000000	0.292346	0.426875	0.050047	0.024607	0.024346	0.026946	0.066780	0.088052	39.000000	145614.875000
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Attached	2000-09s	0.000000	0.358380	0.146190	0.000000	0.144193	0.221434	0.000000	0.000000	0.129803	9.000000	27312.130859
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Attached	2010s	0.000000	0.174814	0.000000	0.561415	0.130544	0.000000	0.133227	0.000000	0.000000	6.000000	22322.304688
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Attached	<1940	0.078930	0.280949	0.124256	0.159393	0.080752	0.024823	0.045324	0.095709	0.109864	40.000000	158654.437500
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Detached	1940-59s	0.019491	0.239082	0.237336	0.247942	0.078362	0.042753	0.055641	0.021879	0.057514	217.000000	863639.812500
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Detached	1960-79s	0.029193	0.147963	0.235763	0.273546	0.151745	0.085141	0.034796	0.000000	0.041853	157.000000	607778.187500
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Detached	1980-99s	0.011946	0.100850	0.158286	0.229699	0.324174	0.104407	0.070638	0.000000	0.000000	84.000000	329666.031250
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Detached	2000-09s	0.052609	0.087670	0.169890	0.139841	0.242466	0.152318	0.155205	0.000000	0.000000	41.000000	158303.515625
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Detached	2010s	0.000000	0.000000	0.000000	0.634921	0.365079	0.000000	0.000000	0.000000	0.000000	2.000000	7897.562500
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Detached	<1940	0.000000	0.208455	0.239010	0.095529	0.081823	0.121747	0.104398	0.048706	0.100333	127.000000	511871.812500
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Mobile Home	1940-59s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Mobile Home	1960-79s	0.000000	0.162164	0.000000	0.000000	0.000000	0.000000	0.000000	0.226550	0.611286	5.000000	5824.267090
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Mobile Home	1980-99s	0.081422	0.468943	0.360286	0.000000	0.000000	0.000000	0.000000	0.000000	0.089350	11.000000	13760.507812
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Mobile Home	2000-09s	0.220614	0.259795	0.259795	0.259795	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	4732.556641
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Mobile Home	2010s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 2 - 4 Units	1940-59s	0.041687	0.233978	0.049435	0.060736	0.015265	0.000000	0.000000	0.203526	0.395373	19.000000	23205.460938
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 2 - 4 Units	1960-79s	0.000000	0.313311	0.000000	0.000000	0.000000	0.000000	0.000000	0.206679	0.480011	16.000000	18069.214844
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 2 - 4 Units	1980-99s	0.000000	0.183460	0.108868	0.000000	0.000000	0.000000	0.000000	0.084955	0.622717	10.000000	12636.068359
