Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Vintage ACS	Option=Ambient	Option=Heated Basement	Option=Slab	Option=Unheated Basement	Option=Unvented Crawlspace	Option=Vented Crawlspace	source_count	source_weight
5A	Single-Family Attached	2010s	0	0.430717	0.328796	0.193726	0.0143881	0.0323722	152	208277
5A	Single-Family Attached	<1940	0	0.268944	0.0682422	0.491944	0	0.17087	381	970341
5A	Single-Family Detached	1940-59	0.0236408	0.365371	0.184127	0.282664	0	0.144197	403	1.15015e+06
5A	Single-Family Detached	1960-79	0.0227623	0.350039	0.24258	0.233159	0	0.151459	402	1.06331e+06
5A	Single-Family Detached	1980-99	0.022457	0.330117	0.216845	0.238994	0.0855962	0.105991	343	885706
5A	Single-Family Detached	2000-09	0.00755579	0.427463	0.326312	0.192262	0.017403	0.029004	152	208277
5A	Single-Family Detached	2010s	0.00755579	0.427463	0.326312	0.192262	0.018282	0.028125	152	208277
5A	Single-Family Detached	<1940	0.00837049	0.266693	0.067671	0.487826	0	0.16944	381	970341
5B	Mobile Home	1940-59	1	0	0	0	0	0	1	16873.1
5B	Mobile Home	1960-79	1	0	0	0	0	0	16	181647
5B	Mobile Home	1980-99	1	0	0	0	0	0	18	187036
5B	Mobile Home	2000-09	1	0	0	0	0	0	1	18630.7
5B	Mobile Home	2010s	1	0	0	0	0	0	1	18630.7
5B	Mobile Home	<1940	1	0	0	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	1940-59	0	0	0.442774	0.116318	0	0.440908	35	91403.2
5B	Multi-Family with 2 - 4 Units	1960-79	0	0	0.44925	0.0650898	0	0.48566	111	186763
5B	Multi-Family with 2 - 4 Units	1980-99	0	0	0.494889	0.11098	0.125538	0.268592	124	253801
5B	Multi-Family with 2 - 4 Units	2000-09	0	0	0.550159	0.194928	0.0933164	0.161596	65	74229.6
5B	Multi-Family with 2 - 4 Units	2010s	0	0	0.550159	0.194928	0.0926958	0.162217	65	74229.6
5B	Multi-Family with 2 - 4 Units	<1940	0	0	0.225438	0.36604	0	0.408522	29	79202
5B	Multi-Family with 5+ Units	1940-59	0	0	0.442774	0.116318	0	0.440908	35	91403.2
5B	Multi-Family with 5+ Units	1960-79	0	0	0.44925	0.0650898	0	0.48566	111	186763
5B	Multi-Family with 5+ Units	1980-99	0	0	0.494889	0.11098	0.156843	0.237288	124	253801
5B	Multi-Family with 5+ Units	2000-09	0	0	0.550159	0.194928	0.107493	0.147419	65	74229.6
5B	Multi-Family with 5+ Units	2010s	0	0	0.550159	0.194928	0.113294	0.141618	65	74229.6
5B	Multi-Family with 5+ Units	<1940	0	0	0.225438	0.36604	0	0.408522	29	79202
5B	Single-Family Attached	1940-59	0	0.34292	0.290938	0.07643	0	0.289712	35	91403.2
5B	Single-Family Attached	1960-79	0	0.273916	0.326193	0.0472607	0	0.35263	111	186763
5B	Single-Family Attached	1980-99	0	0.335347	0.32893	0.0737635	0.109625	0.152335	124	253801
5B	Single-Family Attached	2000-09	0	0.123491	0.48222	0.170856	0.0968972	0.126536	65	74229.6
5B	Single-Family Attached	2010s	0	0.123491	0.48222	0.170856	0.0949593	0.128474	65	74229.6
5B	Single-Family Attached	<1940	0	0.191101	0.182357	0.296089	0	0.330453	29	79202
5B	Single-Family Detached	1940-59	0.0246373	0.334472	0.28377	0.074547	0	0.282574	35	91403.2
5B	Single-Family Detached	1960-79	0.0241254	0.267307	0.318324	0.0461205	0	0.344123	111	186763
5B	Single-Family Detached	1980-99	0.0753138	0.310091	0.304157	0.0682081	0.0815652	0.160665	124	253801
5B	Single-Family Detached	2000-09	0.0510689	0.117185	0.457593	0.162131	0.0828979	0.129125	65	74229.6
5B	Single-Family Detached	2010s	0.0510689	0.117185	0.457593	0.162131	0.0866521	0.12537	65	74229.6
5B	Single-Family Detached	<1940	0.109336	0.170207	0.162419	0.263716	0	0.294323	29	79202
6A	Mobile Home	1940-59	1	0	0	0	0	0	1	7378.98
6A	Mobile Home	1960-79	1	0	0	0	0	0	16	145442
6A	Mobile Home	1980-99	1	0	0	0	0	0	16	196464
6A	Mobile Home	2000-09	1	0	0	0	0	0	3	20918.2
6A	Mobile Home	2010s	1	0	0	0	0	0	3	20918.2
6A	Mobile Home	<1940	1	0	0	0	0	0	0	0
6A	Multi-Family with 2 - 4 Units	1940-59	0	0	0.211807	0.383602	0	0.40459	141	232395
6A	Multi-Family with 2 - 4 Units	1960-79	0	0	0.365667	0.42061	0	0.213723	193	313326
6A	Multi-Family with 2 - 4 Units	1980-99	0	0	0.336911	0.329623	0.088769	0.244697	195	331769
6A	Multi-Family with 2 - 4 Units	2000-09	0	0	0.300424	0.389817	0.0922319	0.217528	110	83694.8
6A	Multi-Family with 2 - 4 Units	2010s	0	0	0.300424	0.389817	0.0757189	0.234041	110	83694.8
6A	Multi-Family with 2 - 4 Units	<1940	0	0	0.094218	0.587038	0	0.318744	149	240641
6A	Multi-Family with 5+ Units	1940-59	0	0	0.211807	0.383602	0	0.40459	141	232395
6A	Multi-Family with 5+ Units	1960-79	0	0	0.365667	0.42061	0	0.213723	193	313326
6A	Multi-Family with 5+ Units	1980-99	0	0	0.336911	0.329623	0.093601	0.239865	195	331769
6A	Multi-Family with 5+ Units	2000-09	0	0	0.300424	0.389817	0.103848	0.205912	110	83694.8
6A	Multi-Family with 5+ Units	2010s	0	0	0.300424	0.389817	0.106301	0.203459	110	83694.8
6A	Multi-Family with 5+ Units	<1940	0	0	0.094218	0.587038	0	0.318744	149	240641
6A	Single-Family Attached	1940-59	0	0.48611	0.108846	0.197129	0	0.207915	141	232395
6A	Single-Family Attached	1960-79	0	0.554581	0.162875	0.187347	0	0.0951964	193	313326
6A	Single-Family Attached	1980-99	0	0.430972	0.191712	0.187565	0.0629281	0.126823	195	331769
6A	Single-Family Attached	2000-09	0	0.375176	0.187712	0.243567	0.0700881	0.123457	110	83694.8
6A	Single-Family Attached	2010s	0	0.375176	0.187712	0.243567	0.0615831	0.131962	110	83694.8
6A	Single-Family Attached	<1940	0	0.295999	0.0663296	0.413275	0	0.224396	149	240641
6A	Single-Family Detached	1940-59	0	0.48611	0.108846	0.197129	0	0.207915	141	232395
6A	Single-Family Detached	1960-79	0.0104724	0.548774	0.161169	0.185385	0	0.0941995	193	313326
6A	Single-Family Detached	1980-99	0.0440755	0.411977	0.183262	0.179298	0.057875	0.123513	195	331769
6A	Single-Family Detached	2000-09	0.0100308	0.371412	0.185829	0.241124	0.062523	0.129081	110	83694.8
6A	Single-Family Detached	2010s	0.0100308	0.371412	0.185829	0.241124	0.061356	0.130248	110	83694.8
6A	Single-Family Detached	<1940	0.00417757	0.294762	0.0660525	0.411548	0	0.223459	149	240641
6B	Mobile Home	1940-59	1	0	0	0	0	0	1	1006.23
6B	Mobile Home	1960-79	1	0	0	0	0	0	16	19833
6B	Mobile Home	1980-99	1	0	0	0	0	0	16	26790.5
6B	Mobile Home	2000-09	1	0	0	0	0	0	3	2852.48
6B	Mobile Home	2010s	1	0	0	0	0	0	3	2852.48
6B	Mobile Home	<1940	1	0	0	0	0	0	0	0
6B	Multi-Family with 2 - 4 Units	1940-59	0	0	0.211807	0.383602	0	0.40459	141	31690.2
6B	Multi-Family with 2 - 4 Units	1960-79	0	0	0.365667	0.42061	0	0.213723	193	42726.3
6B	Multi-Family with 2 - 4 Units	1980-99	0	0	0.336911	0.329623	0.184417	0.149049	195	45241.2
6B	Multi-Family with 2 - 4 Units	2000-09	0	0	0.300424	0.389817	0.172751	0.137009	110	11412.9
6B	Multi-Family with 2 - 4 Units	2010s	0	0	0.300424	0.389817	0.172089	0.137671	110	11412.9
6B	Multi-Family with 2 - 4 Units	<1940	0	0	0.094218	0.587038	0	0.318744	149	32814.6
6B	Multi-Family with 5+ Units	1940-59	0	0	0.211807	0.383602	0	0.40459	141	31690.2
6B	Multi-Family with 5+ Units	1960-79	0	0	0.365667	0.42061	0	0.213723	193	42726.3
6B	Multi-Family with 5+ Units	1980-99	0	0	0.336911	0.329623	0.123281	0.210185	195	45241.2
6B	Multi-Family with 5+ Units	2000-09	0	0	0.300424	0.389817	0.132215	0.177545	110	11412.9
6B	Multi-Family with 5+ Units	2010s	0	0	0.300424	0.389817	0.143547	0.166213	110	11412.9
6B	Multi-Family with 5+ Units	<1940	0	0	0.094218	0.587038	0	0.318744	149	32814.6
6B	Single-Family Attached	1940-59	0	0.48611	0.108846	0.197129	0	0.207915	141	31690.2
6B	Single-Family Attached	1960-79	0	0.554581	0.162875	0.187347	0	0.0951964	193	42726.3
6B	Single-Family Attached	1980-99	0	0.430972	0.191712	0.187565	0.105417	0.0843342	195	45241.2
6B	Single-Family Attached	2000-09	0	0.375176	0.187712	0.243567	0.104837	0.0887081	110	11412.9
6B	Single-Family Attached	2010s	0	0.375176	0.187712	0.243567	0.0903211	0.103224	110	11412.9
6B	Single-Family Attached	<1940	0	0.295999	0.0663296	0.413275	0	0.224396	149	32814.6
6B	Single-Family Detached	1940-59	0	0.48611	0.108846	0.197129	0	0.207915	141	31690.2
6B	Single-Family Detached	1960-79	0.0104724	0.548774	0.161169	0.185385	0	0.0941995	193	42726.3
6B	Single-Family Detached	1980-99	0.0440755	0.411977	0.183262	0.179298	0.079193	0.102195	195	45241.2
6B	Single-Family Detached	2000-09	0.0100308	0.371412	0.185829	0.241124	0.0962579	0.0953459	110	11412.9
6B	Single-Family Detached	2010s	0.0100308	0.371412	0.185829	0.241124	0.08035	0.111254	110	11412.9
6B	Single-Family Detached	<1940	0.00417757	0.294762	0.0660525	0.411548	0	0.223459	149	32814.6
7A	Mobile Home	1940-59	1	0	0	0	0	0	0	0
7A	Mobile Home	1960-79	1	0	0	0	0	0	5	30746.3
7A	Mobile Home	1980-99	1	0	0	0	0	0	5	24396.2
7A	Mobile Home	2000-09	1	0	0	0	0	0	1	2882.99
7A	Mobile Home	2010s	1	0	0	0	0	0	1	2882.99
7A	Mobile Home	<1940	1	0	0	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	1940-59	0	0	0.190687	0.52006	0	0.289253	29	31778.5
7A	Multi-Family with 2 - 4 Units	1960-79	0	0	0.454879	0.177894	0	0.367227	29	31436.7
7A	Multi-Family with 2 - 4 Units	1980-99	0	0	0.435962	0.114708	0.12838	0.32095	21	23158.3
7A	Multi-Family with 2 - 4 Units	2000-09	0	0	0.443864	0.239911	0.0903502	0.225875	6	2909.81
7A	Multi-Family with 2 - 4 Units	2010s	0	0	0.443864	0.239911	0.0903502	0.225875	6	2909.81
7A	Multi-Family with 2 - 4 Units	<1940	0	0	0.15558	0.522547	0	0.321873	24	24807.8
7A	Multi-Family with 5+ Units	1940-59	0	0	0.190687	0.52006	0	0.289253	29	31778.5
7A	Multi-Family with 5+ Units	1960-79	0	0	0.454879	0.177894	0	0.367227	29	31436.7
7A	Multi-Family with 5+ Units	1980-99	0	0	0.435962	0.114708	0.177165	0.272165	21	23158.3
7A	Multi-Family with 5+ Units	2000-09	0	0	0.443864	0.239911	0.124684	0.191542	6	2909.81
7A	Multi-Family with 5+ Units	2010s	0	0	0.443864	0.239911	0.124684	0.191542	6	2909.81
7A	Multi-Family with 5+ Units	<1940	0	0	0.15558	0.522547	0	0.321873	24	24807.8
7A	Single-Family Attached	1940-59	0	0.465989	0.101829	0.277718	0	0.154464	29	31778.5
7A	Single-Family Attached	1960-79	0	0.586016	0.188313	0.0736453	0	0.152026	29	31436.7
7A	Single-Family Attached	1980-99	0	0.303918	0.303465	0.0798458	0.0625534	0.250217	21	23158.3
7A	Single-Family Attached	2000-09	0	0.324243	0.299944	0.162121	0.0427378	0.170954	6	2909.81
7A	Single-Family Attached	2010s	0	0.324243	0.299944	0.162121	0.0427378	0.170954	6	2909.81
7A	Single-Family Attached	<1940	0	0.29011	0.110445	0.370951	0	0.228494	24	24807.8
7A	Single-Family Detached	1940-59	0	0.465989	0.101829	0.277718	0	0.154464	29	31778.5
7A	Single-Family Detached	1960-79	0.0695711	0.545246	0.175211	0.0685217	0	0.14145	29	31436.7
7A	Single-Family Detached	1980-99	0.0549726	0.287211	0.286783	0.0754565	0.0964349	0.199142	21	23158.3
7A	Single-Family Detached	2000-09	0	0.324243	0.299944	0.162121	0.069719	0.143972	6	2909.81
7A	Single-Family Detached	2010s	0	0.324243	0.299944	0.162121	0.069719	0.143972	6	2909.81
7A	Single-Family Detached	<1940	0	0.29011	0.110445	0.370951	0	0.228494	24	24807.8
7AK	Mobile Home	1940-59	1	0	0	0	0	0	0	0
7AK	Mobile Home	1960-79	1	0	0	0	0	0	5	6969.74
7AK	Mobile Home	1980-99	1	0	0	0	0	0	5	5530.26
7AK	Mobile Home	2000-09	1	0	0	0	0	0	1	653.533
7AK	Mobile Home	2010s	1	0	0	0	0	0	1	653.533
7AK	Mobile Home	<1940	1	0	0	0	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	1940-59	0	0	0.190687	0.52006	0	0.289253	29	7203.74
7AK	Multi-Family with 2 - 4 Units	1960-79	0	0	0.454879	0.177894	0	0.367227	29	7126.25
7AK	Multi-Family with 2 - 4 Units	1980-99	0	0	0.435962	0.114708	0.142576	0.306754	21	5249.66
7AK	Multi-Family with 2 - 4 Units	2000-09	0	0	0.443864	0.239911	0.100341	0.215884	6	659.612
7AK	Multi-Family with 2 - 4 Units	2010s	0	0	0.443864	0.239911	0.100341	0.215884	6	659.612
7AK	Multi-Family with 2 - 4 Units	<1940	0	0	0.15558	0.522547	0	0.321873	24	5623.58
7AK	Multi-Family with 5+ Units	1940-59	0	0	0.190687	0.52006	0	0.289253	29	7203.74
7AK	Multi-Family with 5+ Units	1960-79	0	0	0.454879	0.177894	0	0.367227	29	7126.25
7AK	Multi-Family with 5+ Units	1980-99	0	0	0.435962	0.114708	0.192464	0.256866	21	5249.66
7AK	Multi-Family with 5+ Units	2000-09	0	0	0.443864	0.239911	0.13545	0.180775	6	659.612
7AK	Multi-Family with 5+ Units	2010s	0	0	0.443864	0.239911	0.13545	0.180775	6	659.612
7AK	Multi-Family with 5+ Units	<1940	0	0	0.15558	0.522547	0	0.321873	24	5623.58
7AK	Single-Family Attached	1940-59	0	0.465989	0.101829	0.277718	0	0.154464	29	7203.74
7AK	Single-Family Attached	1960-79	0	0.586016	0.188313	0.0736453	0	0.152026	29	7126.25
7AK	Single-Family Attached	1980-99	0	0.303918	0.303465	0.0798458	0.0667639	0.246007	21	5249.66
7AK	Single-Family Attached	2000-09	0	0.324243	0.299944	0.162121	0.0456146	0.168077	6	659.612
7AK	Single-Family Attached	2010s	0	0.324243	0.299944	0.162121	0.0456146	0.168077	6	659.612
7AK	Single-Family Attached	<1940	0	0.29011	0.110445	0.370951	0	0.228494	24	5623.58
7AK	Single-Family Detached	1940-59	0	0.465989	0.101829	0.277718	0	0.154464	29	7203.74
7AK	Single-Family Detached	1960-79	0.0695711	0.545246	0.175211	0.0685217	0	0.14145	29	7126.25
7AK	Single-Family Detached	1980-99	0.0549726	0.287211	0.286783	0.0754565	0.0972095	0.198367	21	5249.66
7AK	Single-Family Detached	2000-09	0	0.324243	0.299944	0.162121	0.070279	0.143412	6	659.612
7AK	Single-Family Detached	2010s	0	0.324243	0.299944	0.162121	0.070279	0.143412	6	659.612
7AK	Single-Family Detached	<1940	0	0.29011	0.110445	0.370951	0	0.228494	24	5623.58
7B	Mobile Home	1940-59	1	0	0	0	0	0	0	0
7B	Mobile Home	1960-79	1	0	0	0	0	0	5	4411.23
7B	Mobile Home	1980-99	1	0	0	0	0	0	5	3500.16
7B	Mobile Home	2000-09	1	0	0	0	0	0	1	413.629
7B	Mobile Home	2010s	1	0	0	0	0	0	1	413.629
7B	Mobile Home	<1940	1	0	0	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	1940-59	0	0	0.190687	0.52006	0	0.289253	29	4559.33
7B	Multi-Family with 2 - 4 Units	1960-79	0	0	0.454879	0.177894	0	0.367227	29	4510.29
7B	Multi-Family with 2 - 4 Units	1980-99	0	0	0.435962	0.114708	0.241947	0.207383	21	3322.57
7B	Multi-Family with 2 - 4 Units	2000-09	0	0	0.443864	0.239911	0.170275	0.14595	6	417.476
7B	Multi-Family with 2 - 4 Units	2010s	0	0	0.443864	0.239911	0.170275	0.14595	6	417.476
7B	Multi-Family with 2 - 4 Units	<1940	0	0	0.15558	0.522547	0	0.321873	24	3559.23
7B	Multi-Family with 5+ Units	1940-59	0	0	0.190687	0.52006	0	0.289253	29	4559.33
7B	Multi-Family with 5+ Units	1960-79	0	0	0.454879	0.177894	0	0.367227	29	4510.29
7B	Multi-Family with 5+ Units	1980-99	0	0	0.435962	0.114708	0.299553	0.149777	21	3322.57
7B	Multi-Family with 5+ Units	2000-09	0	0	0.443864	0.239911	0.210817	0.105408	6	417.476
7B	Multi-Family with 5+ Units	2010s	0	0	0.443864	0.239911	0.210817	0.105408	6	417.476
7B	Multi-Family with 5+ Units	<1940	0	0	0.15558	0.522547	0	0.321873	24	3559.23
7B	Single-Family Attached	1940-59	0	0.465989	0.101829	0.277718	0	0.154464	29	4559.33
7B	Single-Family Attached	1960-79	0	0.586016	0.188313	0.0736453	0	0.152026	29	4510.29
7B	Single-Family Attached	1980-99	0	0.303918	0.303465	0.0798458	0.0962379	0.216533	21	3322.57
7B	Single-Family Attached	2000-09	0	0.324243	0.299944	0.162121	0.0657518	0.14794	6	417.476
7B	Single-Family Attached	2010s	0	0.324243	0.299944	0.162121	0.0657518	0.14794	6	417.476
7B	Single-Family Attached	<1940	0	0.29011	0.110445	0.370951	0	0.228494	24	3559.23
7B	Single-Family Detached	1940-59	0	0.465989	0.101829	0.277718	0	0.154464	29	4559.33
7B	Single-Family Detached	1960-79	0.0695711	0.545246	0.175211	0.0685217	0	0.14145	29	4510.29
7B	Single-Family Detached	1980-99	0.0549726	0.287211	0.286783	0.0754565	0.102631	0.192945	21	3322.57
7B	Single-Family Detached	2000-09	0	0.324243	0.299944	0.162121	0.0741988	0.139493	6	417.476
7B	Single-Family Detached	2010s	0	0.324243	0.299944	0.162121	0.0741988	0.139493	6	417.476
7B	Single-Family Detached	<1940	0	0.29011	0.110445	0.370951	0	0.228494	24	3559.23
8AK	Mobile Home	1940-59	1	0	0	0	0	0	0	0
8AK	Mobile Home	1960-79	1	0	0	0	0	0	5	1985.05
8AK	Mobile Home	1980-99	1	0	0	0	0	0	5	1575.07
8AK	Mobile Home	2000-09	1	0	0	0	0	0	1	186.133
8AK	Mobile Home	2010s	1	0	0	0	0	0	1	186.133
8AK	Mobile Home	<1940	1	0	0	0	0	0	0	0
8AK	Multi-Family with 2 - 4 Units	1940-59	0	0	0.190687	0.52006	0	0.289253	29	2051.7
8AK	Multi-Family with 2 - 4 Units	1960-79	0	0	0.454879	0.177894	0	0.367227	29	2029.63
8AK	Multi-Family with 2 - 4 Units	1980-99	0	0	0.435962	0.114708	0.241947	0.207383	21	1495.16
8AK	Multi-Family with 2 - 4 Units	2000-09	0	0	0.443864	0.239911	0.170275	0.14595	6	187.864
8AK	Multi-Family with 2 - 4 Units	2010s	0	0	0.443864	0.239911	0.170275	0.14595	6	187.864
8AK	Multi-Family with 2 - 4 Units	<1940	0	0	0.15558	0.522547	0	0.321873	24	1601.65
8AK	Multi-Family with 5+ Units	1940-59	0	0	0.190687	0.52006	0	0.289253	29	2051.7
8AK	Multi-Family with 5+ Units	1960-79	0	0	0.454879	0.177894	0	0.367227	29	2029.63
8AK	Multi-Family with 5+ Units	1980-99	0	0	0.435962	0.114708	0.299553	0.149777	21	1495.16
8AK	Multi-Family with 5+ Units	2000-09	0	0	0.443864	0.239911	0.210817	0.105408	6	187.864
8AK	Multi-Family with 5+ Units	2010s	0	0	0.443864	0.239911	0.210817	0.105408	6	187.864
8AK	Multi-Family with 5+ Units	<1940	0	0	0.15558	0.522547	0	0.321873	24	1601.65
8AK	Single-Family Attached	1940-59	0	0.465989	0.101829	0.277718	0	0.154464	29	2051.7
8AK	Single-Family Attached	1960-79	0	0.586016	0.188313	0.0736453	0	0.152026	29	2029.63
8AK	Single-Family Attached	1980-99	0	0.303918	0.303465	0.0798458	0.0962379	0.216533	21	1495.16
8AK	Single-Family Attached	2000-09	0	0.324243	0.299944	0.162121	0.0657518	0.14794	6	187.864
8AK	Single-Family Attached	2010s	0	0.324243	0.299944	0.162121	0.0657518	0.14794	6	187.864
8AK	Single-Family Attached	<1940	0	0.29011	0.110445	0.370951	0	0.228494	24	1601.65
8AK	Single-Family Detached	1940-59	0	0.465989	0.101829	0.277718	0	0.154464	29	2051.7
8AK	Single-Family Detached	1960-79	0.0695711	0.545246	0.175211	0.0685217	0	0.14145	29	2029.63
8AK	Single-Family Detached	1980-99	0.0549726	0.287211	0.286783	0.0754565	0.102631	0.192945	21	1495.16
8AK	Single-Family Detached	2000-09	0	0.324243	0.299944	0.162121	0.0741988	0.139493	6	187.864
8AK	Single-Family Detached	2010s	0	0.324243	0.299944	0.162121	0.0741988	0.139493	6	187.864
8AK	Single-Family Detached	<1940	0	0.29011	0.110445	0.370951	0	0.228494	24	1601.65
# Created by: sources\recs\recs2009\tsv_maker.py
# Description: The type of foundation.
# Source: The sample counts and sample weights are constructed using U.S. EIA 2009 Residential Energy Consumption Survey (RECS) microdata.
# Assumption: All mobile homes have Ambient foundations.
# Assumption: Multi-family buildings cannot have Ambient and Heated Basements
# Assumption: Single-family attached buildings cannot have Ambient foundations
# Assumption: Foundation types are the same for each building type except mobile homes and the applicable options.
# Assumption: Because we need to assume a foundation type for ground-floor MF units, we use the lumped SFD+SFA distributions for MF2-4 and MF5+ building foundations. (RECS data for households in MF2-4 unit buildings are not useful since we do not know which floor the unitis on. RECS does not include foundation responses for households in MF5+ unit buildings.)
# Assumption: For Single-Family Detached, if no foundation type specified, then sample has Ambient foundation.
