Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	fallback_count	fallback_weight
CO, Summit County	Single-Family Attached	Vacant	1	0	0	1	0	64
CO, Summit County	Single-Family Detached	Occupied	0.98812	0.01188	361.023	30389	361.023	30389
CO, Summit County	Single-Family Detached	Vacant	1	0	0	1	0	64
CO, Teller County	Mobile Home	Occupied	1	0	0	1	0	64
CO, Teller County	Mobile Home	Vacant	1	0	0	1	0	64
CO, Teller County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	64
CO, Teller County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	64
CO, Teller County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	64
CO, Teller County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	64
CO, Teller County	Single-Family Attached	Occupied	1	0	0	1	0	64
CO, Teller County	Single-Family Attached	Vacant	1	0	0	1	0	64
CO, Teller County	Single-Family Detached	Occupied	0.977071	0.0229293	293.816	12814	293.816	12814
CO, Teller County	Single-Family Detached	Vacant	1	0	0	1	0	64
CO, Washington County	Mobile Home	Occupied	1	0	0	1	0	64
CO, Washington County	Mobile Home	Vacant	1	0	0	1	0	64
CO, Washington County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	64
CO, Washington County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	64
CO, Washington County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	64
CO, Washington County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	64
CO, Washington County	Single-Family Attached	Occupied	1	0	0	1	0	64
CO, Washington County	Single-Family Attached	Vacant	1	0	0	1	0	64
CO, Washington County	Single-Family Detached	Occupied	0.97613	0.0238703	58.1241	2435	58.1241	2435
CO, Washington County	Single-Family Detached	Vacant	1	0	0	1	0	64
CO, Weld County	Mobile Home	Occupied	1	0	0	1	0	64
CO, Weld County	Mobile Home	Vacant	1	0	0	1	0	64
CO, Weld County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	64
CO, Weld County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	64
CO, Weld County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	64
CO, Weld County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	64
CO, Weld County	Single-Family Attached	Occupied	1	0	0	1	0	64
CO, Weld County	Single-Family Attached	Vacant	1	0	0	1	0	64
CO, Weld County	Single-Family Detached	Occupied	0.964567	0.0354332	3576.45	100935	3576.45	100935
CO, Weld County	Single-Family Detached	Vacant	1	0	0	1	0	64
CO, Yuma County	Mobile Home	Occupied	1	0	0	1	0	64
CO, Yuma County	Mobile Home	Vacant	1	0	0	1	0	64
CO, Yuma County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	64
CO, Yuma County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	64
CO, Yuma County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	64
CO, Yuma County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	64
CO, Yuma County	Single-Family Attached	Occupied	1	0	0	1	0	64
CO, Yuma County	Single-Family Attached	Vacant	1	0	0	1	0	64
CO, Yuma County	Single-Family Detached	Occupied	0.972716	0.0272843	121.251	4444	121.251	4444
CO, Yuma County	Single-Family Detached	Vacant	1	0	0	1	0	64
CT, Fairfield County	Mobile Home	Occupied	1	0	0	1	0	8
CT, Fairfield County	Mobile Home	Vacant	1	0	0	1	0	8
CT, Fairfield County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	8
CT, Fairfield County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	8
CT, Fairfield County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	8
CT, Fairfield County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	8
CT, Fairfield County	Single-Family Attached	Occupied	1	0	0	1	0	8
CT, Fairfield County	Single-Family Attached	Vacant	1	0	0	1	0	8
CT, Fairfield County	Single-Family Detached	Occupied	0.97588	0.0241203	8797.58	364737	8797.58	364737
CT, Fairfield County	Single-Family Detached	Vacant	1	0	0	1	0	8
CT, Hartford County	Mobile Home	Occupied	1	0	0	1	0	8
CT, Hartford County	Mobile Home	Vacant	1	0	0	1	0	8
CT, Hartford County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	8
CT, Hartford County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	8
CT, Hartford County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	8
CT, Hartford County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	8
CT, Hartford County	Single-Family Attached	Occupied	1	0	0	1	0	8
CT, Hartford County	Single-Family Attached	Vacant	1	0	0	1	0	8
CT, Hartford County	Single-Family Detached	Occupied	0.969685	0.0303152	11358.3	374672	11358.3	374672
CT, Hartford County	Single-Family Detached	Vacant	1	0	0	1	0	8
CT, Litchfield County	Mobile Home	Occupied	1	0	0	1	0	8
CT, Litchfield County	Mobile Home	Vacant	1	0	0	1	0	8
CT, Litchfield County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	8
CT, Litchfield County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	8
CT, Litchfield County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	8
CT, Litchfield County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	8
CT, Litchfield County	Single-Family Attached	Occupied	1	0	0	1	0	8
CT, Litchfield County	Single-Family Attached	Vacant	1	0	0	1	0	8
CT, Litchfield County	Single-Family Detached	Occupied	0.972934	0.0270664	2366.95	87450	2366.95	87450
CT, Litchfield County	Single-Family Detached	Vacant	1	0	0	1	0	8
CT, Middlesex County	Mobile Home	Occupied	1	0	0	1	0	8
CT, Middlesex County	Mobile Home	Vacant	1	0	0	1	0	8
CT, Middlesex County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	8
CT, Middlesex County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	8
CT, Middlesex County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	8
CT, Middlesex County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	8
CT, Middlesex County	Single-Family Attached	Occupied	1	0	0	1	0	8
CT, Middlesex County	Single-Family Attached	Vacant	1	0	0	1	0	8
CT, Middlesex County	Single-Family Detached	Occupied	0.964578	0.0354217	2666.44	75277	2666.44	75277
CT, Middlesex County	Single-Family Detached	Vacant	1	0	0	1	0	8
CT, New Haven County	Mobile Home	Occupied	1	0	0	1	0	8
CT, New Haven County	Mobile Home	Vacant	1	0	0	1	0	8
CT, New Haven County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	8
CT, New Haven County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	8
CT, New Haven County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	8
CT, New Haven County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	8
CT, New Haven County	Single-Family Attached	Occupied	1	0	0	1	0	8
CT, New Haven County	Single-Family Attached	Vacant	1	0	0	1	0	8
CT, New Haven County	Single-Family Detached	Occupied	0.96694	0.0330598	11984.1	362497	11984.1	362497
CT, New Haven County	Single-Family Detached	Vacant	1	0	0	1	0	8
CT, New London County	Mobile Home	Occupied	1	0	0	1	0	8
CT, New London County	Mobile Home	Vacant	1	0	0	1	0	8
CT, New London County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	8
CT, New London County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	8
CT, New London County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	8
CT, New London County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	8
CT, New London County	Single-Family Attached	Occupied	1	0	0	1	0	8
CT, New London County	Single-Family Attached	Vacant	1	0	0	1	0	8
CT, New London County	Single-Family Detached	Occupied	0.969913	0.0300866	3653.29	121426	3653.29	121426
CT, New London County	Single-Family Detached	Vacant	1	0	0	1	0	8
CT, Tolland County	Mobile Home	Occupied	1	0	0	1	0	8
CT, Tolland County	Mobile Home	Vacant	1	0	0	1	0	8
CT, Tolland County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	8
CT, Tolland County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	8
CT, Tolland County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	8
CT, Tolland County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	8
CT, Tolland County	Single-Family Attached	Occupied	1	0	0	1	0	8
CT, Tolland County	Single-Family Attached	Vacant	1	0	0	1	0	8
CT, Tolland County	Single-Family Detached	Occupied	0.964033	0.0359675	2106.76	58574	2106.76	58574
CT, Tolland County	Single-Family Detached	Vacant	1	0	0	1	0	8
CT, Windham County	Mobile Home	Occupied	1	0	0	1	0	8
CT, Windham County	Mobile Home	Vacant	1	0	0	1	0	8
CT, Windham County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	8
CT, Windham County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	8
CT, Windham County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	8
CT, Windham County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	8
CT, Windham County	Single-Family Attached	Occupied	1	0	0	1	0	8
CT, Windham County	Single-Family Attached	Vacant	1	0	0	1	0	8
CT, Windham County	Single-Family Detached	Occupied	0.961413	0.0385868	1897.12	49165	1897.12	49165
CT, Windham County	Single-Family Detached	Vacant	1	0	0	1	0	8
DC, District of Columbia	Mobile Home	Occupied	1	0	0	1	0	1
DC, District of Columbia	Mobile Home	Vacant	1	0	0	1	0	1
DC, District of Columbia	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	1
DC, District of Columbia	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	1
DC, District of Columbia	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	1
DC, District of Columbia	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	1
DC, District of Columbia	Single-Family Attached	Occupied	1	0	0	1	0	1
DC, District of Columbia	Single-Family Attached	Vacant	1	0	0	1	0	1
DC, District of Columbia	Single-Family Detached	Occupied	0.986815	0.0131851	4044	306711	4044	306711
DC, District of Columbia	Single-Family Detached	Vacant	1	0	0	1	0	1
DE, Kent County	Mobile Home	Occupied	1	0	0	1	0	3
DE, Kent County	Mobile Home	Vacant	1	0	0	1	0	3
DE, Kent County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	3
DE, Kent County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	3
DE, Kent County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	3
DE, Kent County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	3
DE, Kent County	Single-Family Attached	Occupied	1	0	0	1	0	3
DE, Kent County	Single-Family Attached	Vacant	1	0	0	1	0	3
DE, Kent County	Single-Family Detached	Occupied	0.987704	0.0122963	837.449	68106	837.449	68106
DE, Kent County	Single-Family Detached	Vacant	1	0	0	1	0	3
DE, New Castle County	Mobile Home	Occupied	1	0	0	1	0	3
DE, New Castle County	Mobile Home	Vacant	1	0	0	1	0	3
DE, New Castle County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	3
DE, New Castle County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	3
DE, New Castle County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	3
DE, New Castle County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	3
DE, New Castle County	Single-Family Attached	Occupied	1	0	0	1	0	3
DE, New Castle County	Single-Family Attached	Vacant	1	0	0	1	0	3
DE, New Castle County	Single-Family Detached	Occupied	0.984855	0.0151455	3338.96	220459	3338.96	220459
DE, New Castle County	Single-Family Detached	Vacant	1	0	0	1	0	3
DE, Sussex County	Mobile Home	Occupied	1	0	0	1	0	3
DE, Sussex County	Mobile Home	Vacant	1	0	0	1	0	3
DE, Sussex County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	3
DE, Sussex County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	3
DE, Sussex County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	3
DE, Sussex County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	3
DE, Sussex County	Single-Family Attached	Occupied	1	0	0	1	0	3
DE, Sussex County	Single-Family Attached	Vacant	1	0	0	1	0	3
DE, Sussex County	Single-Family Detached	Occupied	0.983723	0.0162769	2105.61	129362	2105.61	129362
DE, Sussex County	Single-Family Detached	Vacant	1	0	0	1	0	3
FL, Alachua County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Alachua County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Alachua County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Alachua County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Alachua County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Alachua County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Alachua County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Alachua County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Alachua County	Single-Family Detached	Occupied	0.988703	0.0112971	1290.08	114195	1290.08	114195
FL, Alachua County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Baker County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Baker County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Baker County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Baker County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Baker County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Baker County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Baker County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Baker County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Baker County	Single-Family Detached	Occupied	0.990762	0.00923793	88.8227	9615	88.8227	9615
FL, Baker County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Bay County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Bay County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Bay County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Bay County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Bay County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Bay County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Bay County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Bay County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Bay County	Single-Family Detached	Occupied	0.994658	0.00534157	536.321	100405	536.321	100405
FL, Bay County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Bradford County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Bradford County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Bradford County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Bradford County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Bradford County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Bradford County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Bradford County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Bradford County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Bradford County	Single-Family Detached	Occupied	0.99227	0.00772982	84.2628	10901	84.2628	10901
FL, Bradford County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Brevard County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Brevard County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Brevard County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Brevard County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Brevard County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Brevard County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Brevard County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Brevard County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Brevard County	Single-Family Detached	Occupied	0.993272	0.00672776	1832.89	272437	1832.89	272437
FL, Brevard County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Broward County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Broward County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Broward County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Broward County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Broward County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Broward County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Broward County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Broward County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Broward County	Single-Family Detached	Occupied	0.992805	0.00719533	5877.77	816886	5877.77	816886
FL, Broward County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Calhoun County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Calhoun County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Calhoun County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Calhoun County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Calhoun County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Calhoun County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Calhoun County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Calhoun County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Calhoun County	Single-Family Detached	Occupied	0.99256	0.00744016	44.0978	5927	44.0978	5927
FL, Calhoun County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Charlotte County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Charlotte County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Charlotte County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Charlotte County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Charlotte County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Charlotte County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Charlotte County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Charlotte County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Charlotte County	Single-Family Detached	Occupied	0.99423	0.00577026	585.866	101532	585.866	101532
FL, Charlotte County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Citrus County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Citrus County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Citrus County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Citrus County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Citrus County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Citrus County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Citrus County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Citrus County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Citrus County	Single-Family Detached	Occupied	0.994047	0.00595284	462.893	77760	462.893	77760
FL, Citrus County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Clay County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Clay County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Clay County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Clay County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Clay County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Clay County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Clay County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Clay County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Clay County	Single-Family Detached	Occupied	0.99155	0.00845034	654.817	77490	654.817	77490
FL, Clay County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Collier County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Collier County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Collier County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Collier County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Collier County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Collier County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Collier County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Collier County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Collier County	Single-Family Detached	Occupied	0.994267	0.00573326	1169.01	203899	1169.01	203899
FL, Collier County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Columbia County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Columbia County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Columbia County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Columbia County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Columbia County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Columbia County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Columbia County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Columbia County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Columbia County	Single-Family Detached	Occupied	0.992187	0.00781347	221.418	28338	221.418	28338
FL, Columbia County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, DeSoto County	Mobile Home	Occupied	1	0	0	1	0	67
FL, DeSoto County	Mobile Home	Vacant	1	0	0	1	0	67
FL, DeSoto County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, DeSoto County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, DeSoto County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, DeSoto County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, DeSoto County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, DeSoto County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, DeSoto County	Single-Family Detached	Occupied	0.992328	0.00767173	112.959	14724	112.959	14724
FL, DeSoto County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Dixie County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Dixie County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Dixie County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Dixie County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Dixie County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Dixie County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Dixie County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Dixie County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Dixie County	Single-Family Detached	Occupied	0.994483	0.00551693	50.5792	9168	50.5792	9168
FL, Dixie County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Duval County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Duval County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Duval County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Duval County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Duval County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Duval County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Duval County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Duval County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Duval County	Single-Family Detached	Occupied	0.992715	0.00728461	2885.8	396150	2885.8	396150
FL, Duval County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Escambia County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Escambia County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Escambia County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Escambia County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Escambia County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Escambia County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Escambia County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Escambia County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Escambia County	Single-Family Detached	Occupied	0.993023	0.00697703	967.699	138698	967.699	138698
FL, Escambia County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Flagler County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Flagler County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Flagler County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Flagler County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Flagler County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Flagler County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Flagler County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Flagler County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Flagler County	Single-Family Detached	Occupied	0.992884	0.00711573	353.346	49657	353.346	49657
FL, Flagler County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Franklin County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Franklin County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Franklin County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Franklin County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Franklin County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Franklin County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Franklin County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Franklin County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Franklin County	Single-Family Detached	Occupied	0.995563	0.004437	38.0694	8580	38.0694	8580
FL, Franklin County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Gadsden County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Gadsden County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Gadsden County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Gadsden County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Gadsden County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Gadsden County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Gadsden County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Gadsden County	Single-Family Attached	Vacant	1	0	0	1	0	67
FL, Gadsden County	Single-Family Detached	Occupied	0.992586	0.00741407	143.915	19411	143.915	19411
FL, Gadsden County	Single-Family Detached	Vacant	1	0	0	1	0	67
FL, Gilchrist County	Mobile Home	Occupied	1	0	0	1	0	67
FL, Gilchrist County	Mobile Home	Vacant	1	0	0	1	0	67
FL, Gilchrist County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
FL, Gilchrist County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
FL, Gilchrist County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
FL, Gilchrist County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
FL, Gilchrist County	Single-Family Attached	Occupied	1	0	0	1	0	67
FL, Gilchrist County	Single-Family Attached	Vacant	1	0	0	1	0	67
