ParameterName=Heating Equipment																																							
Dependency=Location	Dependency=Vintage	Dependency=Heating Fuel	"Gas Boiler, 80% AFUE"	"Gas Boiler, 76% AFUE"	"Gas Boiler, 72% AFUE"	"Propane Boiler, 80% AFUE"	"Propane Boiler, 76% AFUE"	"Propane Boiler, 72% AFUE"	"Oil Boiler, 90% AFUE"	"Oil Boiler, 80% AFUE"	"Oil Boiler, 76% AFUE"	"Electric Boiler, 100% AFUE"	"Gas Furnace, 96% AFUE"	"Gas Furnace, 92.5% AFUE"	"Gas Furnace, 80% AFUE"	"Gas Furnace, 76% AFUE"	"Gas Furnace, 60% AFUE"	"Propane Furnace, 96% AFUE"	"Propane Furnace, 92% AFUE"	"Propane Furnace, 80% AFUE"	"Propane Furnace, 76% AFUE"	"Propane Furnace, 60% AFUE"	"Oil Furnace, 95% AFUE"	"Oil Furnace, 90% AFUE"	"Oil Furnace, 80% AFUE"	"Oil Furnace, 76% AFUE"	"Gas Wall/Floor Furnace, 68% AFUE"	"Gas Wall/Floor Furnace, 60% AFUE"	"Propane Wall/Floor Furnace, 68% AFUE"	"Propane Wall/Floor Furnace, 60% AFUE"	"Oil Wall/Floor Furnace, 68% AFUE"	"Oil Wall/Floor Furnace, 60% AFUE"	"Electric Furnace, 100% AFUE"	"Electric Baseboard, 100% Efficiency"	"ASHP, SEER 15, 8.5 HSPF"	"ASHP, SEER 13, 7.7 HSPF"	"ASHP, SEER 10, 6.2 HSPF"	"ASHP, SEER 8, 6.0 HSPF"	No Heating
CR05	1980s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	1980s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	1980s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	1980s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	1980s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	1980s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	1980s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	1980s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR03	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR05	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	1980s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	1990s	Natural Gas	0.17	0.01	0	0	0	0	0	0	0	0	0	0.04	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR02	1990s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.1	0.42	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR03	1990s	Natural Gas	0.14	0.01	0	0	0	0	0	0	0	0	0	0.05	0.71	0.02	0	0	0	0	0	0	0	0	0	0	0.05	0.02	0	0	0	0	0	0	0	0	0	0	0
CR04	1990s	Natural Gas	0.39	0.03	0	0	0	0	0	0	0	0	0.04	0.17	0.25	0.01	0	0	0	0	0	0	0	0	0	0	0.07	0.03	0	0	0	0	0	0	0	0	0	0	0.01
CR05	1990s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.01	0.21	0.76	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR06	1990s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0.04	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR07	1990s	Natural Gas	0.1	0.01	0	0	0	0	0	0	0	0	0.04	0.48	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR08	1990s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.02	0.37	0.58	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01
CR09	1990s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.07	0.24	0.66	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01
CR10	1990s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0.02	0.92	0.04	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0
CR11	1990s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.04	0.39	0.53	0	0	0	0	0	0	0	0	0	0	0	0.03	0.01	0	0	0	0	0	0	0	0	0	0	0
CR12	1990s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	1990s	Propane/LPG	0	0	0	0.17	0.01	0	0	0	0	0	0	0	0	0	0	0	0.04	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR02	1990s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.42	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR03	1990s	Propane/LPG	0	0	0	0.14	0.01	0	0	0	0	0	0	0	0	0	0	0	0.05	0.71	0.02	0	0	0	0	0	0	0	0.05	0.02	0	0	0	0	0	0	0	0	0
CR04	1990s	Propane/LPG	0	0	0	0.39	0.03	0	0	0	0	0	0	0	0	0	0	0.04	0.17	0.25	0.01	0	0	0	0	0	0	0	0.07	0.03	0	0	0	0	0	0	0	0	0.01
CR05	1990s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.21	0.76	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR06	1990s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR07	1990s	Propane/LPG	0	0	0	0.1	0.01	0	0	0	0	0	0	0	0	0	0	0.04	0.48	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR08	1990s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.37	0.58	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.01
CR09	1990s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.24	0.66	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.01
CR10	1990s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.92	0.04	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0
CR11	1990s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.39	0.53	0	0	0	0	0	0	0	0	0.03	0.01	0	0	0	0	0	0	0	0	0
CR12	1990s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR03	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	1990s	Fuel Oil	0	0	0	0	0	0	0.19	0.43	0.01	0	0	0	0	0	0	0	0	0	0	0	0.03	0.13	0.2	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
CR05	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	1990s	Fuel Oil	0	0	0	0	0	0	0.08	0.18	0.01	0	0	0	0	0	0	0	0	0	0	0	0.03	0.32	0.24	0	0	0	0	0	0.1	0.04	0	0	0	0	0	0	0
CR08	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.37	0.59	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR09	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.4	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR12	1990s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.41	0	0	0	0	0
CR03	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0.66	0	0	0	0	0
CR04	1990s	Electricity	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0.32	0	0	0	0	0
CR05	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.17	0.01	0.11	0.03	0	0
CR06	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0.12	0.04	0.37	0.12	0	0.01
CR07	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0.01	0.09	0.03	0	0
CR08	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.08	0.05	0.41	0.13	0	0
CR09	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57	0.04	0.03	0.27	0.09	0	0
CR10	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0.05	0.45	0.14	0	0.01
CR11	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0.19	0	0.03	0.01	0	0
CR12	1990s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR03	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR05	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	1990s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR03	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR05	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	1990s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	2000s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.02	0.25	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR02	2000s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.13	0.6	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Natural Gas	0.13	0.01	0	0	0	0	0	0	0	0	0.03	0.19	0.63	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR04	2000s	Natural Gas	0.14	0.01	0	0	0	0	0	0	0	0	0.06	0.38	0.27	0.01	0	0	0	0	0	0	0	0	0	0	0.09	0.04	0	0	0	0	0	0	0	0	0	0	0
CR05	2000s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.04	0.5	0.45	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.02	0.24	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR07	2000s	Natural Gas	0.06	0	0	0	0	0	0	0	0	0	0.07	0.62	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR08	2000s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.04	0.46	0.5	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.07	0.27	0.65	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Natural Gas	0.03	0	0	0	0	0	0	0	0	0	0.06	0.22	0.66	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR11	2000s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0.05	0.44	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR12	2000s	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	2000s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.25	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR02	2000s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.6	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR03	2000s	Propane/LPG	0	0	0	0.13	0.01	0	0	0	0	0	0	0	0	0	0	0.03	0.19	0.63	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR04	2000s	Propane/LPG	0	0	0	0.14	0.01	0	0	0	0	0	0	0	0	0	0	0.06	0.38	0.27	0.01	0	0	0	0	0	0	0	0.09	0.04	0	0	0	0	0	0	0	0	0
CR05	2000s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.5	0.45	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR06	2000s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.24	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR07	2000s	Propane/LPG	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0.07	0.62	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR08	2000s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.46	0.5	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR09	2000s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.27	0.65	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
CR10	2000s	Propane/LPG	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.06	0.22	0.66	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR11	2000s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.44	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR12	2000s	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR03	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	2000s	Fuel Oil	0	0	0	0	0	0	0.21	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.15	0.1	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0.01
CR05	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	2000s	Fuel Oil	0	0	0	0	0	0	0.15	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.34	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR08	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.44	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR12	2000s	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.04	0.37	0.09	0	0
CR02	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.1	0.04	0.42	0.1	0	0.01
CR03	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CR04	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CR05	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0.05	0.52	0.13	0	0.01
CR06	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.14	0.03	0.26	0.06	0	0
CR07	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.01	0.07	0.67	0.16	0	0
CR08	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.02	0.04	0.35	0.09	0	0
CR09	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.02	0.02	0.22	0.05	0	0.01
CR10	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0.04	0.43	0.1	0	0.01
CR11	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0.06	0	0.05	0.01	0	0.01
CR12	2000s	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
