Dependency=Geometry Building Type RECS	Dependency=Location Region	Dependency=Vintage	Option=None	"Option=Uninsulated, Vented"	"Option=Ceiling R-7, Vented"	"Option=Ceiling R-13, Vented"	"Option=Ceiling R-19, Vented"	"Option=Ceiling R-30, Vented"	"Option=Ceiling R-38, Vented"	"Option=Ceiling R-49, Vented"
Single-Family Attached	CR03	2000s	0.000000	0.000000	0.000000	0.000000	0.050000	0.540000	0.320000	0.100000
Single-Family Attached	CR04	2000s	0.000000	0.000000	0.000000	0.000000	0.020000	0.340000	0.330000	0.310000
Single-Family Attached	CR06	2000s	0.000000	0.000000	0.000000	0.000000	0.010000	0.140000	0.650000	0.210000
Single-Family Attached	CR07	2000s	0.000000	0.000000	0.000000	0.000000	0.070000	0.520000	0.310000	0.100000
Single-Family Attached	CR08	2000s	0.000000	0.000000	0.000000	0.000000	0.050000	0.570000	0.340000	0.040000
Single-Family Attached	CR09	2000s	0.000000	0.000000	0.000000	0.000000	0.130000	0.700000	0.160000	0.010000
Single-Family Attached	CR10	2000s	0.000000	0.000000	0.000000	0.000000	0.010000	0.620000	0.340000	0.030000
Single-Family Attached	CR11	2000s	0.000000	0.000000	0.000000	0.000000	0.110000	0.580000	0.280000	0.040000
Single-Family Attached	CR02	1940s	0.000000	0.000000	0.040000	0.140000	0.160000	0.280000	0.130000	0.260000
Single-Family Attached	CR05	1940s	0.000000	0.040000	0.140000	0.160000	0.280000	0.130000	0.220000	0.040000
Single-Family Attached	CR03	1940s	0.000000	0.040000	0.140000	0.160000	0.280000	0.130000	0.220000	0.040000
Single-Family Attached	CR04	1940s	0.000000	0.040000	0.140000	0.160000	0.280000	0.130000	0.220000	0.040000
Single-Family Attached	CR06	1940s	0.000000	0.040000	0.140000	0.160000	0.280000	0.130000	0.220000	0.040000
Single-Family Attached	CR07	1940s	0.000000	0.040000	0.140000	0.160000	0.280000	0.130000	0.220000	0.040000
Single-Family Attached	CR08	1940s	0.000000	0.040000	0.140000	0.160000	0.280000	0.130000	0.220000	0.040000
Single-Family Attached	CR09	1940s	0.000000	0.180000	0.160000	0.280000	0.130000	0.220000	0.040000	0.000000
Single-Family Attached	CR10	1940s	0.000000	0.180000	0.160000	0.280000	0.130000	0.220000	0.040000	0.000000
Single-Family Attached	CR11	1940s	0.000000	0.180000	0.160000	0.280000	0.130000	0.220000	0.040000	0.000000
Single-Family Attached	CR02	2010s	0.000000	0.000000	0.000000	0.000000	0.010000	0.210000	0.250000	0.530000
Single-Family Attached	CR05	2010s	0.000000	0.000000	0.000000	0.000000	0.060000	0.210000	0.500000	0.240000
Single-Family Attached	CR03	2010s	0.000000	0.000000	0.000000	0.000000	0.050000	0.540000	0.320000	0.100000
Single-Family Attached	CR04	2010s	0.000000	0.000000	0.000000	0.000000	0.020000	0.340000	0.330000	0.310000
Single-Family Attached	CR06	2010s	0.000000	0.000000	0.000000	0.000000	0.010000	0.140000	0.650000	0.210000
Single-Family Attached	CR07	2010s	0.000000	0.000000	0.000000	0.000000	0.070000	0.520000	0.310000	0.100000
Single-Family Attached	CR08	2010s	0.000000	0.000000	0.000000	0.000000	0.050000	0.570000	0.340000	0.040000
Single-Family Attached	CR09	2010s	0.000000	0.000000	0.000000	0.000000	0.130000	0.700000	0.160000	0.010000
Single-Family Attached	CR10	2010s	0.000000	0.000000	0.000000	0.000000	0.010000	0.620000	0.340000	0.030000
Single-Family Attached	CR11	2010s	0.000000	0.000000	0.000000	0.000000	0.110000	0.580000	0.280000	0.040000
Multi-Family with 2 - 4 Units	CR02	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR02	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR02	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR02	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR02	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR02	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR02	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR02	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR02	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR05	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR03	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR04	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR06	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR07	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR08	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR09	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR10	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	CR11	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	1950s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	1960s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	1970s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	1990s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	2000s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR02	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR05	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR03	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR04	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR06	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR07	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR08	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR09	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR10	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	CR11	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
# Source: Derived from Home Innovation Research Labs 1982-2007 Data										
# Source: NEEA Residential Building Stock Assessment, 2012										
# Source: Nettleton, G.; Edwards, J. (2012). Data Collection-Data Characterization Summary, NorthernSTAR Building America Partnership, Building Technologies Program. Washington, D.C.: U.S. Department of Energy, as described in Roberts et al., 'Assessment of the U.S. Department of Energy's Home Energy Score Tool', 2012, and Merket 'Building America Field Data Repository', Webinar, 2014										
