Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Dependency=HVAC System Central	Option=None	Option=Electric Boiler	Option=Electric Furnace	Option=Electric Baseboard
CR10	1980s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR10	1990s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR10	2000s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR10	<1950	Natural Gas	Yes	Neither Shared	1	0	0	0
CR11	1950s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR11	1960s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR11	1970s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR11	1980s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR11	1990s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR11	2000s	Natural Gas	Yes	Neither Shared	1	0	0	0
CR11	<1950	Natural Gas	Yes	Neither Shared	1	0	0	0
CR02	1950s	None	No	Neither Shared	1	0	0	0
CR02	1960s	None	No	Neither Shared	1	0	0	0
CR02	1970s	None	No	Neither Shared	1	0	0	0
CR02	1980s	None	No	Neither Shared	1	0	0	0
CR02	1990s	None	No	Neither Shared	1	0	0	0
CR02	2000s	None	No	Neither Shared	1	0	0	0
CR02	<1950	None	No	Neither Shared	1	0	0	0
CR05	1950s	None	No	Neither Shared	1	0	0	0
CR05	1960s	None	No	Neither Shared	1	0	0	0
CR05	1970s	None	No	Neither Shared	1	0	0	0
CR05	1980s	None	No	Neither Shared	1	0	0	0
CR05	1990s	None	No	Neither Shared	1	0	0	0
CR05	2000s	None	No	Neither Shared	1	0	0	0
CR05	<1950	None	No	Neither Shared	1	0	0	0
CR03	1950s	None	No	Neither Shared	1	0	0	0
CR03	1960s	None	No	Neither Shared	1	0	0	0
CR03	1970s	None	No	Neither Shared	1	0	0	0
CR03	1980s	None	No	Neither Shared	1	0	0	0
CR03	1990s	None	No	Neither Shared	1	0	0	0
CR03	2000s	None	No	Neither Shared	1	0	0	0
CR03	<1950	None	No	Neither Shared	1	0	0	0
CR04	1950s	None	No	Neither Shared	1	0	0	0
CR04	1960s	None	No	Neither Shared	1	0	0	0
CR04	1970s	None	No	Neither Shared	1	0	0	0
CR04	1980s	None	No	Neither Shared	1	0	0	0
CR04	1990s	None	No	Neither Shared	1	0	0	0
CR04	2000s	None	No	Neither Shared	1	0	0	0
CR04	<1950	None	No	Neither Shared	1	0	0	0
CR06	1950s	None	No	Neither Shared	1	0	0	0
CR06	1960s	None	No	Neither Shared	1	0	0	0
CR06	1970s	None	No	Neither Shared	1	0	0	0
CR06	1980s	None	No	Neither Shared	1	0	0	0
CR06	1990s	None	No	Neither Shared	1	0	0	0
CR06	2000s	None	No	Neither Shared	1	0	0	0
CR06	<1950	None	No	Neither Shared	1	0	0	0
CR07	1950s	None	No	Neither Shared	1	0	0	0
CR07	1960s	None	No	Neither Shared	1	0	0	0
CR07	1970s	None	No	Neither Shared	1	0	0	0
CR07	1980s	None	No	Neither Shared	1	0	0	0
CR07	1990s	None	No	Neither Shared	1	0	0	0
CR07	2000s	None	No	Neither Shared	1	0	0	0
CR07	<1950	None	No	Neither Shared	1	0	0	0
CR08	1950s	None	No	Neither Shared	1	0	0	0
CR08	1960s	None	No	Neither Shared	1	0	0	0
CR08	1970s	None	No	Neither Shared	1	0	0	0
CR08	1980s	None	No	Neither Shared	1	0	0	0
CR08	1990s	None	No	Neither Shared	1	0	0	0
CR08	2000s	None	No	Neither Shared	1	0	0	0
CR08	<1950	None	No	Neither Shared	1	0	0	0
CR09	1950s	None	No	Neither Shared	1	0	0	0
CR09	1960s	None	No	Neither Shared	1	0	0	0
CR09	1970s	None	No	Neither Shared	1	0	0	0
CR09	1980s	None	No	Neither Shared	1	0	0	0
CR09	1990s	None	No	Neither Shared	1	0	0	0
CR09	2000s	None	No	Neither Shared	1	0	0	0
CR09	<1950	None	No	Neither Shared	1	0	0	0
CR10	1950s	None	No	Neither Shared	1	0	0	0
CR10	1960s	None	No	Neither Shared	1	0	0	0
CR10	1970s	None	No	Neither Shared	1	0	0	0
CR10	1980s	None	No	Neither Shared	1	0	0	0
CR10	1990s	None	No	Neither Shared	1	0	0	0
CR10	2000s	None	No	Neither Shared	1	0	0	0
CR10	<1950	None	No	Neither Shared	1	0	0	0
CR11	1950s	None	No	Neither Shared	1	0	0	0
CR11	1960s	None	No	Neither Shared	1	0	0	0
CR11	1970s	None	No	Neither Shared	1	0	0	0
CR11	1980s	None	No	Neither Shared	1	0	0	0
CR11	1990s	None	No	Neither Shared	1	0	0	0
CR11	2000s	None	No	Neither Shared	1	0	0	0
CR11	<1950	None	No	Neither Shared	1	0	0	0
CR02	1950s	None	Yes	Neither Shared	1	0	0	0
CR02	1960s	None	Yes	Neither Shared	1	0	0	0
CR02	1970s	None	Yes	Neither Shared	1	0	0	0
CR02	1980s	None	Yes	Neither Shared	1	0	0	0
CR02	1990s	None	Yes	Neither Shared	1	0	0	0
CR02	2000s	None	Yes	Neither Shared	1	0	0	0
CR02	<1950	None	Yes	Neither Shared	1	0	0	0
CR05	1950s	None	Yes	Neither Shared	1	0	0	0
CR05	1960s	None	Yes	Neither Shared	1	0	0	0
CR05	1970s	None	Yes	Neither Shared	1	0	0	0
CR05	1980s	None	Yes	Neither Shared	1	0	0	0
CR05	1990s	None	Yes	Neither Shared	1	0	0	0
CR05	2000s	None	Yes	Neither Shared	1	0	0	0
CR05	<1950	None	Yes	Neither Shared	1	0	0	0
CR03	1950s	None	Yes	Neither Shared	1	0	0	0
CR03	1960s	None	Yes	Neither Shared	1	0	0	0
CR03	1970s	None	Yes	Neither Shared	1	0	0	0
CR03	1980s	None	Yes	Neither Shared	1	0	0	0
CR03	1990s	None	Yes	Neither Shared	1	0	0	0
CR03	2000s	None	Yes	Neither Shared	1	0	0	0
CR03	<1950	None	Yes	Neither Shared	1	0	0	0
CR04	1950s	None	Yes	Neither Shared	1	0	0	0
CR04	1960s	None	Yes	Neither Shared	1	0	0	0
CR04	1970s	None	Yes	Neither Shared	1	0	0	0
CR04	1980s	None	Yes	Neither Shared	1	0	0	0
CR04	1990s	None	Yes	Neither Shared	1	0	0	0
CR04	2000s	None	Yes	Neither Shared	1	0	0	0
CR04	<1950	None	Yes	Neither Shared	1	0	0	0
CR06	1950s	None	Yes	Neither Shared	1	0	0	0
CR06	1960s	None	Yes	Neither Shared	1	0	0	0
CR06	1970s	None	Yes	Neither Shared	1	0	0	0
CR06	1980s	None	Yes	Neither Shared	1	0	0	0
CR06	1990s	None	Yes	Neither Shared	1	0	0	0
CR06	2000s	None	Yes	Neither Shared	1	0	0	0
CR06	<1950	None	Yes	Neither Shared	1	0	0	0
CR07	1950s	None	Yes	Neither Shared	1	0	0	0
CR07	1960s	None	Yes	Neither Shared	1	0	0	0
CR07	1970s	None	Yes	Neither Shared	1	0	0	0
CR07	1980s	None	Yes	Neither Shared	1	0	0	0
CR07	1990s	None	Yes	Neither Shared	1	0	0	0
CR07	2000s	None	Yes	Neither Shared	1	0	0	0
CR07	<1950	None	Yes	Neither Shared	1	0	0	0
CR08	1950s	None	Yes	Neither Shared	1	0	0	0
CR08	1960s	None	Yes	Neither Shared	1	0	0	0
CR08	1970s	None	Yes	Neither Shared	1	0	0	0
CR08	1980s	None	Yes	Neither Shared	1	0	0	0
CR08	1990s	None	Yes	Neither Shared	1	0	0	0
CR08	2000s	None	Yes	Neither Shared	1	0	0	0
CR08	<1950	None	Yes	Neither Shared	1	0	0	0
CR09	1950s	None	Yes	Neither Shared	1	0	0	0
CR09	1960s	None	Yes	Neither Shared	1	0	0	0
CR09	1970s	None	Yes	Neither Shared	1	0	0	0
CR09	1980s	None	Yes	Neither Shared	1	0	0	0
CR09	1990s	None	Yes	Neither Shared	1	0	0	0
CR09	2000s	None	Yes	Neither Shared	1	0	0	0
CR09	<1950	None	Yes	Neither Shared	1	0	0	0
CR10	1950s	None	Yes	Neither Shared	1	0	0	0
CR10	1960s	None	Yes	Neither Shared	1	0	0	0
CR10	1970s	None	Yes	Neither Shared	1	0	0	0
CR10	1980s	None	Yes	Neither Shared	1	0	0	0
CR10	1990s	None	Yes	Neither Shared	1	0	0	0
CR10	2000s	None	Yes	Neither Shared	1	0	0	0
CR10	<1950	None	Yes	Neither Shared	1	0	0	0
CR11	1950s	None	Yes	Neither Shared	1	0	0	0
CR11	1960s	None	Yes	Neither Shared	1	0	0	0
CR11	1970s	None	Yes	Neither Shared	1	0	0	0
CR11	1980s	None	Yes	Neither Shared	1	0	0	0
CR11	1990s	None	Yes	Neither Shared	1	0	0	0
CR11	2000s	None	Yes	Neither Shared	1	0	0	0
CR11	<1950	None	Yes	Neither Shared	1	0	0	0
CR02	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR02	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR02	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR02	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR02	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR02	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR02	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR05	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR03	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR03	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR04	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR06	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR06	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR06	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR06	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR06	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR06	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR06	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR07	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR07	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR07	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR07	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR07	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR07	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR07	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR08	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR08	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR08	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR08	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR08	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR08	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR08	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR09	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR09	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR09	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR09	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR09	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR09	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR09	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR10	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR10	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR10	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR10	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR10	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR10	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR10	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR11	1950s	Other Fuel	No	Neither Shared	1	0	0	0
CR11	1960s	Other Fuel	No	Neither Shared	1	0	0	0
CR11	1970s	Other Fuel	No	Neither Shared	1	0	0	0
CR11	1980s	Other Fuel	No	Neither Shared	1	0	0	0
CR11	1990s	Other Fuel	No	Neither Shared	1	0	0	0
CR11	2000s	Other Fuel	No	Neither Shared	1	0	0	0
CR11	<1950	Other Fuel	No	Neither Shared	1	0	0	0
CR02	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR02	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR02	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR02	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR02	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR02	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR02	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR05	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR03	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR04	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR06	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR06	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR06	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR06	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR06	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR06	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR06	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR07	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR07	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR07	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR07	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR07	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR07	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR07	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR08	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR08	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR08	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR08	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR08	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR08	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR08	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR09	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR09	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR09	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR09	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR09	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR09	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR09	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR10	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR10	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR10	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR10	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR10	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR10	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR10	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR11	1950s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR11	1960s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR11	1970s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR11	1980s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR11	1990s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR11	2000s	Other Fuel	Yes	Neither Shared	1	0	0	0
CR11	<1950	Other Fuel	Yes	Neither Shared	1	0	0	0
CR02	1950s	Propane	No	Neither Shared	1	0	0	0
CR02	1960s	Propane	No	Neither Shared	1	0	0	0
CR02	1970s	Propane	No	Neither Shared	1	0	0	0
CR02	1980s	Propane	No	Neither Shared	1	0	0	0
CR02	1990s	Propane	No	Neither Shared	1	0	0	0
CR02	2000s	Propane	No	Neither Shared	1	0	0	0
CR02	<1950	Propane	No	Neither Shared	1	0	0	0
CR05	1950s	Propane	No	Neither Shared	1	0	0	0
CR05	1960s	Propane	No	Neither Shared	1	0	0	0
CR05	1970s	Propane	No	Neither Shared	1	0	0	0
CR05	1980s	Propane	No	Neither Shared	1	0	0	0
CR05	1990s	Propane	No	Neither Shared	1	0	0	0
CR05	2000s	Propane	No	Neither Shared	1	0	0	0
CR05	<1950	Propane	No	Neither Shared	1	0	0	0
CR03	1950s	Propane	No	Neither Shared	1	0	0	0
CR03	1960s	Propane	No	Neither Shared	1	0	0	0
CR03	1970s	Propane	No	Neither Shared	1	0	0	0
CR03	1980s	Propane	No	Neither Shared	1	0	0	0
CR03	1990s	Propane	No	Neither Shared	1	0	0	0
CR03	2000s	Propane	No	Neither Shared	1	0	0	0
CR03	<1950	Propane	No	Neither Shared	1	0	0	0
CR04	1950s	Propane	No	Neither Shared	1	0	0	0
CR04	1960s	Propane	No	Neither Shared	1	0	0	0
CR04	1970s	Propane	No	Neither Shared	1	0	0	0
CR04	1980s	Propane	No	Neither Shared	1	0	0	0
CR04	1990s	Propane	No	Neither Shared	1	0	0	0
CR04	2000s	Propane	No	Neither Shared	1	0	0	0
CR04	<1950	Propane	No	Neither Shared	1	0	0	0
CR06	1950s	Propane	No	Neither Shared	1	0	0	0
CR06	1960s	Propane	No	Neither Shared	1	0	0	0
CR06	1970s	Propane	No	Neither Shared	1	0	0	0
CR06	1980s	Propane	No	Neither Shared	1	0	0	0
CR06	1990s	Propane	No	Neither Shared	1	0	0	0
CR06	2000s	Propane	No	Neither Shared	1	0	0	0
CR06	<1950	Propane	No	Neither Shared	1	0	0	0
CR07	1950s	Propane	No	Neither Shared	1	0	0	0
CR07	1960s	Propane	No	Neither Shared	1	0	0	0
CR07	1970s	Propane	No	Neither Shared	1	0	0	0
CR07	1980s	Propane	No	Neither Shared	1	0	0	0
CR07	1990s	Propane	No	Neither Shared	1	0	0	0
CR07	2000s	Propane	No	Neither Shared	1	0	0	0
CR07	<1950	Propane	No	Neither Shared	1	0	0	0
CR08	1950s	Propane	No	Neither Shared	1	0	0	0
CR08	1960s	Propane	No	Neither Shared	1	0	0	0
CR08	1970s	Propane	No	Neither Shared	1	0	0	0
CR08	1980s	Propane	No	Neither Shared	1	0	0	0
CR08	1990s	Propane	No	Neither Shared	1	0	0	0
CR08	2000s	Propane	No	Neither Shared	1	0	0	0
CR08	<1950	Propane	No	Neither Shared	1	0	0	0
CR09	1950s	Propane	No	Neither Shared	1	0	0	0
CR09	1960s	Propane	No	Neither Shared	1	0	0	0
CR09	1970s	Propane	No	Neither Shared	1	0	0	0
CR09	1980s	Propane	No	Neither Shared	1	0	0	0
CR09	1990s	Propane	No	Neither Shared	1	0	0	0
CR09	2000s	Propane	No	Neither Shared	1	0	0	0
CR09	<1950	Propane	No	Neither Shared	1	0	0	0
CR10	1950s	Propane	No	Neither Shared	1	0	0	0
CR10	1960s	Propane	No	Neither Shared	1	0	0	0
CR10	1970s	Propane	No	Neither Shared	1	0	0	0
CR10	1980s	Propane	No	Neither Shared	1	0	0	0
CR10	1990s	Propane	No	Neither Shared	1	0	0	0
CR10	2000s	Propane	No	Neither Shared	1	0	0	0
CR10	<1950	Propane	No	Neither Shared	1	0	0	0
CR11	1950s	Propane	No	Neither Shared	1	0	0	0
CR11	1960s	Propane	No	Neither Shared	1	0	0	0
CR11	1970s	Propane	No	Neither Shared	1	0	0	0
CR11	1980s	Propane	No	Neither Shared	1	0	0	0
CR11	1990s	Propane	No	Neither Shared	1	0	0	0
CR11	2000s	Propane	No	Neither Shared	1	0	0	0
CR11	<1950	Propane	No	Neither Shared	1	0	0	0
CR02	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR02	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR02	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR02	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR02	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR02	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR02	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR05	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR05	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR05	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR05	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR03	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR03	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR03	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR03	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR03	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR03	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR03	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR04	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR04	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR04	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR04	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR06	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR06	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR06	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR06	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR06	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR06	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR06	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR07	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR07	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR07	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR07	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR07	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR07	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR07	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR08	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR08	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR08	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR08	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR08	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR08	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR08	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR09	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR09	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR09	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR09	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR09	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR09	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR09	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR10	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR10	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR10	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR10	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR10	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR10	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR10	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR11	1950s	Propane	Yes	Neither Shared	1	0	0	0
CR11	1960s	Propane	Yes	Neither Shared	1	0	0	0
CR11	1970s	Propane	Yes	Neither Shared	1	0	0	0
CR11	1980s	Propane	Yes	Neither Shared	1	0	0	0
CR11	1990s	Propane	Yes	Neither Shared	1	0	0	0
CR11	2000s	Propane	Yes	Neither Shared	1	0	0	0
CR11	<1950	Propane	Yes	Neither Shared	1	0	0	0
CR02	1950s	Electricity	No	Only Cooling Shared	0	0.124783958	0.727610361	0.147605681
CR02	1960s	Electricity	No	Only Cooling Shared	0	0.122373027	0.651625165	0.226001808
CR02	1970s	Electricity	No	Only Cooling Shared	0	0	0.388900593	0.611099407
CR02	1980s	Electricity	No	Only Cooling Shared	0	0	0.642557245	0.357442755
CR02	1990s	Electricity	No	Only Cooling Shared	0	0	0.593281178	0.406718822
CR02	2000s	Electricity	No	Only Cooling Shared	0	0	0.776063353	0.223936647
CR02	<1950	Electricity	No	Only Cooling Shared	0	0.054187049	0.71870745	0.227105501
CR05	1950s	Electricity	No	Only Cooling Shared	1	0	0	0
CR05	1960s	Electricity	No	Only Cooling Shared	0	1	0	0
CR05	1970s	Electricity	No	Only Cooling Shared	0	0	0.780697449	0.219302551
CR05	1980s	Electricity	No	Only Cooling Shared	0	0	0.346015602	0.653984398
CR05	1990s	Electricity	No	Only Cooling Shared	0	0	0.340377437	0.659622563
CR05	2000s	Electricity	No	Only Cooling Shared	0	0	1	0
CR05	<1950	Electricity	No	Only Cooling Shared	0	0	0	1
CR03	1950s	Electricity	No	Only Cooling Shared	0	0	0.635356721	0.364643279
CR03	1960s	Electricity	No	Only Cooling Shared	0	0	0	1
CR03	1970s	Electricity	No	Only Cooling Shared	0	0	0	1
CR03	1980s	Electricity	No	Only Cooling Shared	0	0	0	1
CR03	1990s	Electricity	No	Only Cooling Shared	0	0.336895468	0.340645241	0.322459291
CR03	2000s	Electricity	No	Only Cooling Shared	0	0	1	0
