Building,Schedules,Usage Level,Orientation,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Solar Hot Water,HVAC Secondary Heating Type And Fuel,HVAC Secondary Heating Efficiency,HVAC System Is Faulted,Setpoint Demand Response,Dehumidifier,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Load Diversity,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,ASHRAE IECC Climate Zone 2004,County,AHS Region,State,Location Region,Census Division,Census Division RECS,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Foundation Type,Geometry Wall Type,Geometry Wall Exterior Finish,Geometry Wall Type And Exterior Finish,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Type Height,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Bedrooms,Corridor,Vacancy Status,Occupants,Window Areas,Neighbors,Insulation Ceiling,Insulation Roof,Radiant Barrier,Roof Material,Insulation Slab,Insulation Floor,Insulation Foundation Wall,Insulation Wall,Windows,Water Heater In Unit,Water Heater Fuel,Water Heater Efficiency,Hot Water Distribution,HVAC Heating Type,HVAC Cooling Type,HVAC Has Shared System,HVAC Shared Efficiencies,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Type And Fuel,HVAC Cooling Efficiency,HVAC System Single Speed AC Airflow,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Charge,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Heating Setpoint Offset Period,Cooling Setpoint Offset Period,Ceiling Fan,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Plug Loads,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,HVAC Has Ducts,Ducts,Infiltration,Has PV,PV System Size,PV Orientation,CEC Climate Zone,REEDS Balancing Area
398,Stochastic,Medium,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour7,Hour19,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01405",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Wood Frame,"Aluminum, Light","Wood Frame, Aluminum, Light",4000+,4000+,2,Single-Family Detached,None,None,None,2,Vented Attic,None,4,Not Applicable,Occupied,2,F12 B12 L12 R12,Left/Right at 15ft,R-19,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,"Wood Stud, Uninsulated","Double, Low-E, Non-metal, Air, M-Gain",Yes,Electricity,Electric Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Room AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"Room AC, EER 10.7",None,None,None,None,70F,72F,Yes,No,3F,0F,Day and Night -4h,None,None,"EF 17.6, 100% Usage","Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,95%,None,None,None,None,None,None,Yes,"30% Leakage, Uninsulated",4 ACH50,No,None,None,None,43
399,Stochastic,Medium,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour18,Hour11,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01403",Single-Family Detached,2010s,2010s,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",3000-3999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,2 Car,5,Not Applicable,Occupied,2,F15 B15 L15 R15,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Ceiling R-19,Uninsulated,"Wood Stud, R-19","Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, HomeRun, PEX",Non-Ducted Heating,None,None,None,"Fuel Wall/Floor Furnace, 60% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,None,None,None,None,None,67F,78F,Yes,No,3F,0F,Night +4h,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% Incandescent,95%,None,"EF 12, National Average",None,None,None,None,No,None,4 ACH50,No,None,None,None,43
400,Stochastic,Medium,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,Gas Grill,None,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour18,Hour14,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01407",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Heated Basement,Wood Frame,"Aluminum, Light","Wood Frame, Aluminum, Light",3000-3999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,1,F18 B18 L18 R18,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,"Wood Stud, R-15","Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 60% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,60F,70F,Yes,No,6F,0F,Night -4h,None,Standard Efficiency,"EF 6.7, 100% Usage","Electric, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% CFL,95%,None,None,None,None,None,None,Yes,"0% Leakage, Uninsulated",15 ACH50,No,None,None,None,43
401,Stochastic,Medium,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour15,Hour19,6A,"MN, Ramsey County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01302",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Heated Basement,Wood Frame,"Vinyl, Light","Wood Frame, Vinyl, Light",2500-2999,2500-3999,2,Single-Family Detached,None,None,None,2,Finished Attic or Cathedral Ceilings,2 Car,5,Not Applicable,Occupied,3,F12 B12 L12 R12,Left/Right at 15ft,None,"Finished, R-30",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, R-15","Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 15",None,None,None,None,65F,75F,Yes,No,3F,0F,Day +5h,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% LED,95%,None,"EF 12, National Average",None,None,None,None,Yes,"0% Leakage, Uninsulated",8 ACH50,No,None,None,None,43
402,Stochastic,Medium,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour6,Hour17,6A,"MN, Ramsey County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01304",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Wood Frame,"Vinyl, Light","Wood Frame, Vinyl, Light",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,3,F6 B6 L6 R6,Left/Right at 15ft,R-13,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, R-7","Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Room AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"Room AC, EER 10.7",None,None,None,None,68F,68F,No,Yes,0F,2F,None,Night Setup -5h,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage","290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",100% LED,95%,None,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, Uninsulated",6 ACH50,No,None,None,None,43
403,Stochastic,Medium,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour3,Hour21,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01408",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Wood Frame,"Aluminum, Light","Wood Frame, Aluminum, Light",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,None,3,Not Applicable,Occupied,2,F9 B9 L9 R9,Left/Right at 15ft,R-49,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,"Wood Stud, R-15","Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,68F,70F,Yes,No,3F,0F,Day -4h,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% Incandescent,95%,None,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, Uninsulated",20 ACH50,No,None,None,None,43
404,Stochastic,Low,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour6,Hour17,6A,"MN, Ramsey County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01302",Single-Family Detached,1960s,1960-79,Single-Family Detached,Electricity,None,None,Vented Crawlspace,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,3,F12 B12 L12 R12,Left/Right at 15ft,R-49,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,"Wood Stud, R-15","Double, Clear, Non-metal, Air, Exterior Clear Storm",Yes,Electricity,Electric Premium,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Electric Furnace, 100% AFUE",No,Electricity Electric Furnace,"AC, SEER 15",None,None,None,None,62F,70F,No,No,0F,0F,None,None,Standard Efficiency,"EF 15.9, 100% Usage","Electric, 80% Usage","318 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",100% CFL,95%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, Uninsulated",6 ACH50,No,None,None,None,43
405,Stochastic,High,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour18,Hour7,6A,"MN, Ramsey County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01301",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Wood Frame,"Aluminum, Light","Wood Frame, Aluminum, Light",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,1,F9 B9 L9 R9,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,"Wood Stud, R-11","Double, Clear, Non-metal, Air, Exterior Clear Storm",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Room AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"Room AC, EER 8.5",None,None,None,None,65F,75F,No,Yes,0F,2F,None,Night Setback -4h,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% LED,95%,None,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, Uninsulated",15 ACH50,No,None,None,None,43
406,Stochastic,Medium,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour5,Hour14,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01410",Single-Family Detached,1960s,1960-79,Single-Family Detached,Electricity,None,None,Slab,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",3000-3999,2500-3999,1,Single-Family Detached,None,None,None,1,Vented Attic,2 Car,2,Not Applicable,Occupied,1,F9 B9 L9 R9,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,Composition Shingles,Uninsulated,None,None,"Wood Stud, R-11","Double, Clear, Non-metal, Air",Yes,Electricity,Electric Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heat Pump,Heat Pump,None,None,"ASHP, SEER 13, 7.7 HSPF",No,Electricity ASHP,Heat Pump,None,None,None,None,70F,68F,Yes,No,3F,0F,Day and Night -1h,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% LED,95%,None,None,None,None,None,None,Yes,"20% Leakage, R-4",20 ACH50,No,None,None,None,43
407,Stochastic,Low,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour14,Hour17,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01402",Single-Family Detached,1990s,1980-99,Single-Family Detached,Natural Gas,None,None,Slab,Wood Frame,"Brick, Medium/Dark","Wood Frame, Brick, Medium/Dark",2000-2499,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,2 Car,3,Not Applicable,Occupied,2,F12 B12 L12 R12,Left/Right at 15ft,R-49,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium","2ft R5 Under, Horizontal",None,None,"Wood Stud, R-19","Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 10",None,None,None,None,70F,72F,Yes,No,6F,0F,Night +4h,None,Standard Efficiency,"EF 15.9, 100% Usage","Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,95%,None,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, R-4",10 ACH50,No,None,None,None,43
408,Stochastic,High,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour3,Hour14,6A,"MN, Ramsey County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01302",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Heated Basement,Wood Frame,"Vinyl, Light","Wood Frame, Vinyl, Light",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,None,3,Not Applicable,Occupied,1,F12 B12 L12 R12,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, Uninsulated","Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,None,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,70F,No,Yes,0F,9F,None,Night Setup -1h,None,"EF 17.6, 100% Usage","Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% CFL,95%,None,"EF 12, National Average",None,None,None,None,Yes,"0% Leakage, Uninsulated",30 ACH50,No,None,None,None,43
409,Stochastic,Low,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour6,Hour5,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01403",Single-Family Detached,1970s,1960-79,Single-Family Detached,Natural Gas,None,None,Slab,Wood Frame,"Shingle, Composition, Medium","Wood Frame, Shingle, Composition, Medium",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,2,F12 B12 L12 R12,Left/Right at 15ft,R-49,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",Uninsulated,None,None,"Wood Stud, R-19","Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Room AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"Room AC, EER 12.0",None,None,None,None,60F,78F,No,No,0F,0F,None,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 80% Usage",None,None,None,None,100% CFL,95%,EF 15.9,None,None,None,None,None,Yes,"10% Leakage, R-4",20 ACH50,No,None,None,None,43
410,Stochastic,Medium,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour0,Hour17,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01406",Single-Family Detached,<1940,<1940,Single-Family Detached,Electricity,None,None,Heated Basement,Wood Frame,"Aluminum, Light","Wood Frame, Aluminum, Light",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,None,3,Not Applicable,Occupied,1,F9 B9 L9 R9,Left/Right at 15ft,R-19,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, R-11","Double, Clear, Non-metal, Air",Yes,Electricity,Electric Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,None,None,None,"Electric Furnace, 100% AFUE",No,Electricity Electric Furnace,None,None,None,None,None,68F,76F,Yes,No,3F,0F,Night -5h,None,None,"EF 19.9, 100% Usage","Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,95%,EF 17.6,None,None,None,None,None,Yes,"0% Leakage, Uninsulated",8 ACH50,No,None,None,None,43
411,Stochastic,Medium,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour20,Hour9,6A,"MN, Ramsey County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01303",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Steel Frame,"Aluminum, Light","Steel Frame, Aluminum, Light",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,None,3,Not Applicable,Occupied,1,F12 B12 L12 R12,Left/Right at 15ft,R-13,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, R-7","Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,None,None,None,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,75F,75F,Yes,No,3F,0F,Night +2h,None,None,"EF 15.9, 100% Usage","Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% LED,95%,None,"EF 12, National Average",None,None,None,None,Yes,"10% Leakage, Uninsulated",25 ACH50,No,None,None,None,43
412,Stochastic,Medium,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour7,Hour16,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01405",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",1000-1499,0-1499,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,5,F30 B30 L30 R30,Left/Right at 15ft,R-19,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,"Wood Stud, R-11","Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Non-Ducted Heating,Central AC,None,None,"Fuel Wall/Floor Furnace, 68% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,"AC, SEER 10",None,None,None,None,70F,72F,No,No,0F,0F,None,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% CFL,95%,None,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, Uninsulated",25 ACH50,No,None,None,None,43
413,Stochastic,Medium,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour1,Hour17,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01401",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Heated Basement,Wood Frame,"Vinyl, Light","Wood Frame, Vinyl, Light",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,2 Car,3,Not Applicable,Occupied,2,F12 B12 L12 R12,Left/Right at 15ft,R-49,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, R-15","Double, Clear, Non-metal, Air",Yes,Electricity,Electric Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,None,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,68F,Yes,No,6F,0F,Night +4h,None,None,"EF 15.9, 100% Usage","Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",100% LED,95%,EF 19.9,"EF 12, National Average",None,Has Pool,Gas,1.0 HP Pump,Yes,"0% Leakage, Uninsulated",15 ACH50,No,None,None,None,43
414,Stochastic,Low,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour22,Hour21,6A,"MN, Hennepin County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01410",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Wood Frame,"Aluminum, Light","Wood Frame, Aluminum, Light",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,None,4,Not Applicable,Occupied,2,F12 B12 L12 R12,Left/Right at 15ft,R-49,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,"Wood Stud, R-11","Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,None,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,67F,76F,No,Yes,0F,5F,None,Day Setup -2h,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 80% Usage","290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% LED,95%,EF 10.5,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, Uninsulated",20 ACH50,No,None,None,None,43
415,Stochastic,Low,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour3,Hour19,6A,"MN, Ramsey County",Non-CBSA West North Central,MN,CR02,West North Central,West North Central,Midwest,MISO,Cold,"MN, 01301",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Heated Basement,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,1 Car,4,Not Applicable,Occupied,2,F18 B18 L18 R18,Left/Right at 15ft,R-49,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, Uninsulated","Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Non-Ducted Heating,None,None,None,"Fuel Wall/Floor Furnace, 60% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,None,None,None,None,None,70F,68F,No,Yes,0F,5F,None,Night Setup -5h,None,"EF 17.6, 100% Usage","Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",100% Incandescent,95%,None,None,None,None,None,None,No,None,10 ACH50,No,None,None,None,43
