Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Wall R-5, Exterior	Option=Wall R-10, Exterior	Option=Wall R-15, Exterior	sampling_probability
CR05	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR03	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR04	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR05	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR06	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR07	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR08	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR09	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR10	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0
CR02	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.84	0	0.16	0	0.000134206
CR03	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.78	0	0.22	0	0.0001787
CR04	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.17	0	0.83	0	0.000386047
CR05	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.39	0	0.61	0	0.000140597
CR06	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.91	0	0.09	0	4.8886e-05
CR07	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.93	0	0.07	0	0.00024958
CR08	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0.000224043
CR09	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.69	0	0.31	0	0.000331681
CR10	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.91	0	0.09	0	2.65802e-05
CR11	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.91	0	0.09	0	5.82132e-05
CR02	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.56	0.2	0.24	0	0.000137552
CR03	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.96	0	0.04	0	9.29751e-05
CR04	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.36	0.2	0.44	0	0.00036809
CR05	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.61	0	0.39	0	0.000133911
CR06	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.98	0.01	0.01	0	6.19377e-05
CR07	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.76	0.13	0.11	0	0.000194036
CR08	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.76	0.03	0.21	0	0.000216618
CR09	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	0.000304129
CR10	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.99	0	0.01	0	2.71917e-05
CR11	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.99	0	0.01	0	3.72071e-05
CR02	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.64	0.12	0.24	0	0.000101505
CR03	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.88	0.05	0.07	0	3.02877e-05
CR04	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.52	0.22	0.26	0	8.67216e-05
CR05	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.51	0.01	0.48	0	8.27406e-05
CR06	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.81	0	0.19	0	0.000135782
CR07	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.72	0.06	0.22	0	0.000184254
CR08	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.65	0.06	0.29	0	0.000240911
CR09	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.96	0	0.04	0	0.000107997
CR10	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.85	0.1	0.05	0	1.94086e-05
CR11	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.91	0	0.09	0	2.64159e-05
CR02	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.64	0.12	0.24	0	4.03793e-05
CR03	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.88	0.05	0.07	0	1.01145e-05
CR04	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.52	0.22	0.26	0	2.26757e-05
CR05	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.51	0.01	0.48	0	3.94951e-05
CR06	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.81	0	0.19	0	5.54545e-05
CR07	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.72	0.06	0.22	0	6.78891e-05
CR08	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.65	0.06	0.29	0	9.94189e-05
CR09	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.96	0	0.04	0	4.32619e-05
CR10	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.85	0.1	0.05	0	4.61467e-06
CR11	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.91	0	0.09	0	7.92149e-06
CR02	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR03	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR04	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR05	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR06	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR07	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR08	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR09	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR10	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR11	<1940	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1940s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1950s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1960s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1970s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1980s	Single-Family Attached	Unvented Crawlspace	0	0.84	0	0.16	0	2.75418e-05
CR03	1980s	Single-Family Attached	Unvented Crawlspace	0	0.78	0	0.22	0	4.97652e-05
CR04	1980s	Single-Family Attached	Unvented Crawlspace	0	0.17	0	0.83	0	7.52456e-05
CR05	1980s	Single-Family Attached	Unvented Crawlspace	0	0.39	0	0.61	0	4.15806e-05
CR06	1980s	Single-Family Attached	Unvented Crawlspace	0	0.91	0	0.09	0	6.88931e-06
CR07	1980s	Single-Family Attached	Unvented Crawlspace	0	0.93	0	0.07	0	9.34131e-05
CR08	1980s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	8.29119e-05
CR09	1980s	Single-Family Attached	Unvented Crawlspace	0	0.69	0	0.31	0	7.51436e-05
CR10	1980s	Single-Family Attached	Unvented Crawlspace	0	0.91	0	0.09	0	6.28921e-06
CR11	1980s	Single-Family Attached	Unvented Crawlspace	0	0.91	0	0.09	0	2.32956e-05
CR02	1990s	Single-Family Attached	Unvented Crawlspace	0	0.56	0.2	0.24	0	3.72491e-05
CR03	1990s	Single-Family Attached	Unvented Crawlspace	0	0.96	0	0.04	0	2.00044e-05
CR04	1990s	Single-Family Attached	Unvented Crawlspace	0	0.36	0.2	0.44	0	0.00011283
CR05	1990s	Single-Family Attached	Unvented Crawlspace	0	0.61	0	0.39	0	3.6332e-05
CR06	1990s	Single-Family Attached	Unvented Crawlspace	0	0.98	0.01	0.01	0	1.13391e-05
CR07	1990s	Single-Family Attached	Unvented Crawlspace	0	0.76	0.13	0.11	0	8.24243e-05
CR08	1990s	Single-Family Attached	Unvented Crawlspace	0	0.76	0.03	0.21	0	7.33535e-05
CR09	1990s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	5.14798e-05
CR10	1990s	Single-Family Attached	Unvented Crawlspace	0	0.99	0	0.01	0	5.14043e-06
CR11	1990s	Single-Family Attached	Unvented Crawlspace	0	0.99	0	0.01	0	1.10955e-05
CR02	2000s	Single-Family Attached	Unvented Crawlspace	0	0.64	0.12	0.24	0	4.94454e-05
CR03	2000s	Single-Family Attached	Unvented Crawlspace	0	0.88	0.05	0.07	0	9.33034e-06
CR04	2000s	Single-Family Attached	Unvented Crawlspace	0	0.52	0.22	0.26	0	2.9619e-05
CR05	2000s	Single-Family Attached	Unvented Crawlspace	0	0.51	0.01	0.48	0	4.79802e-05
CR06	2000s	Single-Family Attached	Unvented Crawlspace	0	0.81	0	0.19	0	5.06799e-05
CR07	2000s	Single-Family Attached	Unvented Crawlspace	0	0.72	0.06	0.22	0	6.1465e-05
CR08	2000s	Single-Family Attached	Unvented Crawlspace	0	0.65	0.06	0.29	0	0.000127514
CR09	2000s	Single-Family Attached	Unvented Crawlspace	0	0.96	0	0.04	0	4.05945e-05
CR10	2000s	Single-Family Attached	Unvented Crawlspace	0	0.85	0.1	0.05	0	6.66147e-06
CR11	2000s	Single-Family Attached	Unvented Crawlspace	0	0.91	0	0.09	0	6.55613e-06
CR02	2010s	Single-Family Attached	Unvented Crawlspace	0	0.64	0.12	0.24	0	6.17545e-06
CR03	2010s	Single-Family Attached	Unvented Crawlspace	0	0.88	0.05	0.07	0	1.97142e-06
CR04	2010s	Single-Family Attached	Unvented Crawlspace	0	0.52	0.22	0.26	0	3.00918e-06
CR05	2010s	Single-Family Attached	Unvented Crawlspace	0	0.51	0.01	0.48	0	1.08834e-05
CR06	2010s	Single-Family Attached	Unvented Crawlspace	0	0.81	0	0.19	0	1.12474e-05
CR07	2010s	Single-Family Attached	Unvented Crawlspace	0	0.72	0.06	0.22	0	1.37724e-05
CR08	2010s	Single-Family Attached	Unvented Crawlspace	0	0.65	0.06	0.29	0	3.63149e-05
CR09	2010s	Single-Family Attached	Unvented Crawlspace	0	0.96	0	0.04	0	8.99182e-06
CR10	2010s	Single-Family Attached	Unvented Crawlspace	0	0.85	0.1	0.05	0	7.89715e-07
CR11	2010s	Single-Family Attached	Unvented Crawlspace	0	0.91	0	0.09	0	5.91836e-07
CR02	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	<1940	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1940s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1950s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1960s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR03	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR04	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR05	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR06	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR07	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR08	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR09	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR10	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR11	1970s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0
CR02	1980s	Single-Family Detached	Unvented Crawlspace	0	0.84	0	0.16	0	0.000188507
CR03	1980s	Single-Family Detached	Unvented Crawlspace	0	0.78	0	0.22	0	0.000261926
CR04	1980s	Single-Family Detached	Unvented Crawlspace	0	0.17	0	0.83	0	0.000532789
CR05	1980s	Single-Family Detached	Unvented Crawlspace	0	0.39	0	0.61	0	0.000212241
CR06	1980s	Single-Family Detached	Unvented Crawlspace	0	0.91	0	0.09	0	8.86428e-05
CR07	1980s	Single-Family Detached	Unvented Crawlspace	0	0.93	0	0.07	0	0.000401544
CR08	1980s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.000525303
CR09	1980s	Single-Family Detached	Unvented Crawlspace	0	0.69	0	0.31	0	0.000798568
CR10	1980s	Single-Family Detached	Unvented Crawlspace	0	0.91	0	0.09	0	6.86462e-05
CR11	1980s	Single-Family Detached	Unvented Crawlspace	0	0.91	0	0.09	0	0.000107434
CR02	1990s	Single-Family Detached	Unvented Crawlspace	0	0.56	0.2	0.24	0	0.000253016
CR03	1990s	Single-Family Detached	Unvented Crawlspace	0	0.96	0	0.04	0	0.000224133
CR04	1990s	Single-Family Detached	Unvented Crawlspace	0	0.36	0.2	0.44	0	0.000840221
CR05	1990s	Single-Family Detached	Unvented Crawlspace	0	0.61	0	0.39	0	0.000317631
CR06	1990s	Single-Family Detached	Unvented Crawlspace	0	0.98	0.01	0.01	0	0.000140889
CR07	1990s	Single-Family Detached	Unvented Crawlspace	0	0.76	0.13	0.11	0	0.000390591
CR08	1990s	Single-Family Detached	Unvented Crawlspace	0	0.76	0.03	0.21	0	0.000619094
CR09	1990s	Single-Family Detached	Unvented Crawlspace	0	1	0	0	0	0.00089843
CR10	1990s	Single-Family Detached	Unvented Crawlspace	0	0.99	0	0.01	0	9.34535e-05
CR11	1990s	Single-Family Detached	Unvented Crawlspace	0	0.99	0	0.01	0	9.0256e-05
CR02	2000s	Single-Family Detached	Unvented Crawlspace	0	0.64	0.12	0.24	0	0.000206883
CR03	2000s	Single-Family Detached	Unvented Crawlspace	0	0.88	0.05	0.07	0	8.42772e-05
CR04	2000s	Single-Family Detached	Unvented Crawlspace	0	0.52	0.22	0.26	0	0.000240645
CR05	2000s	Single-Family Detached	Unvented Crawlspace	0	0.51	0.01	0.48	0	0.000336681
CR06	2000s	Single-Family Detached	Unvented Crawlspace	0	0.81	0	0.19	0	0.000374332
CR07	2000s	Single-Family Detached	Unvented Crawlspace	0	0.72	0.06	0.22	0	0.000209775
CR08	2000s	Single-Family Detached	Unvented Crawlspace	0	0.65	0.06	0.29	0	0.000782173
CR09	2000s	Single-Family Detached	Unvented Crawlspace	0	0.96	0	0.04	0	0.000448883
CR10	2000s	Single-Family Detached	Unvented Crawlspace	0	0.85	0.1	0.05	0	9.79181e-05
CR11	2000s	Single-Family Detached	Unvented Crawlspace	0	0.91	0	0.09	0	8.66362e-05
CR02	2010s	Single-Family Detached	Unvented Crawlspace	0	0.64	0.12	0.24	0	4.25779e-05
CR03	2010s	Single-Family Detached	Unvented Crawlspace	0	0.88	0.05	0.07	0	1.51779e-05
CR04	2010s	Single-Family Detached	Unvented Crawlspace	0	0.52	0.22	0.26	0	4.21225e-05
CR05	2010s	Single-Family Detached	Unvented Crawlspace	0	0.51	0.01	0.48	0	7.00992e-05
CR06	2010s	Single-Family Detached	Unvented Crawlspace	0	0.81	0	0.19	0	8.52116e-05
CR07	2010s	Single-Family Detached	Unvented Crawlspace	0	0.72	0.06	0.22	0	3.81352e-05
CR08	2010s	Single-Family Detached	Unvented Crawlspace	0	0.65	0.06	0.29	0	0.000162517
CR09	2010s	Single-Family Detached	Unvented Crawlspace	0	0.96	0	0.04	0	9.1566e-05
CR10	2010s	Single-Family Detached	Unvented Crawlspace	0	0.85	0.1	0.05	0	1.45274e-05
CR11	2010s	Single-Family Detached	Unvented Crawlspace	0	0.91	0	0.09	0	1.18086e-05
CR02	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
