Dependency=Location EPW	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
0424575_United_States_CO_Eagle_08037_744210_39.65_-106.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.02	0.0	0.79	0.0	0.15	0.03
0388443_United_States_CO_Mesa_08077_724760_39.13_-108.54_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.9	0.1	0.0	0.0
0388443_United_States_CO_Mesa_08077_724760_39.13_-108.54_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	0.96	0.0	0.0	0.04
0388443_United_States_CO_Mesa_08077_724760_39.13_-108.54_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0388443_United_States_CO_Mesa_08077_724760_39.13_-108.54_NSRDB_2.0.1_2012_AMY.epw	1970s	0.18	0.0	0.69	0.0	0.05	0.09
0388443_United_States_CO_Mesa_08077_724760_39.13_-108.54_NSRDB_2.0.1_2012_AMY.epw	1980s	0.07	0.0	0.82	0.0	0.0	0.1
0388443_United_States_CO_Mesa_08077_724760_39.13_-108.54_NSRDB_2.0.1_2012_AMY.epw	1990s	0.12	0.0	0.68	0.0	0.02	0.19
0388443_United_States_CO_Mesa_08077_724760_39.13_-108.54_NSRDB_2.0.1_2012_AMY.epw	2000s	0.02	0.0	0.79	0.0	0.15	0.03
0483733_United_States_CO_Pueblo_08101_724640_38.29_-104.5_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.9	0.1	0.0	0.0
0483733_United_States_CO_Pueblo_08101_724640_38.29_-104.5_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	0.96	0.0	0.0	0.04
0483733_United_States_CO_Pueblo_08101_724640_38.29_-104.5_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0483733_United_States_CO_Pueblo_08101_724640_38.29_-104.5_NSRDB_2.0.1_2012_AMY.epw	1970s	0.18	0.0	0.69	0.0	0.05	0.09
0483733_United_States_CO_Pueblo_08101_724640_38.29_-104.5_NSRDB_2.0.1_2012_AMY.epw	1980s	0.07	0.0	0.82	0.0	0.0	0.1
0483733_United_States_CO_Pueblo_08101_724640_38.29_-104.5_NSRDB_2.0.1_2012_AMY.epw	1990s	0.12	0.0	0.68	0.0	0.02	0.19
0483733_United_States_CO_Pueblo_08101_724640_38.29_-104.5_NSRDB_2.0.1_2012_AMY.epw	2000s	0.02	0.0	0.79	0.0	0.15	0.03
1259614_United_States_CT_Fairfield_09001_725040_41.17_-73.14_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.68	0.2	0.0	0.1	0.02
1259614_United_States_CT_Fairfield_09001_725040_41.17_-73.14_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.78	0.12	0.0	0.08	0.0
1259614_United_States_CT_Fairfield_09001_725040_41.17_-73.14_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.73	0.13	0.0	0.1	0.04
1259614_United_States_CT_Fairfield_09001_725040_41.17_-73.14_NSRDB_2.0.1_2012_AMY.epw	1970s	0.02	0.49	0.15	0.0	0.28	0.06
1259614_United_States_CT_Fairfield_09001_725040_41.17_-73.14_NSRDB_2.0.1_2012_AMY.epw	1980s	0.07	0.59	0.16	0.0	0.14	0.03
1259614_United_States_CT_Fairfield_09001_725040_41.17_-73.14_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.61	0.13	0.0	0.21	0.05
1259614_United_States_CT_Fairfield_09001_725040_41.17_-73.14_NSRDB_2.0.1_2012_AMY.epw	2000s	0.0	0.66	0.1	0.0	0.15	0.09
1272835_United_States_CT_Hartford_09003_725080_41.93_-72.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.68	0.2	0.0	0.1	0.02
1272835_United_States_CT_Hartford_09003_725080_41.93_-72.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.78	0.12	0.0	0.08	0.0
1272835_United_States_CT_Hartford_09003_725080_41.93_-72.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.73	0.13	0.0	0.1	0.04
1272835_United_States_CT_Hartford_09003_725080_41.93_-72.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.02	0.49	0.15	0.0	0.28	0.06
1272835_United_States_CT_Hartford_09003_725080_41.93_-72.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.07	0.59	0.16	0.0	0.14	0.03
1272835_United_States_CT_Hartford_09003_725080_41.93_-72.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.61	0.13	0.0	0.21	0.05
1272835_United_States_CT_Hartford_09003_725080_41.93_-72.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.0	0.66	0.1	0.0	0.15	0.09
1180747_United_States_DE_New_Castle_10003_724180.0_39.65_-75.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.38	0.4	0.0	0.11	0.0
1180747_United_States_DE_New_Castle_10003_724180.0_39.65_-75.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.16	0.2	0.39	0.0	0.06	0.19
1180747_United_States_DE_New_Castle_10003_724180.0_39.65_-75.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.51	0.17	0.27	0.0	0.05	0.0
1180747_United_States_DE_New_Castle_10003_724180.0_39.65_-75.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.49	0.13	0.39	0.0	0.0	0.0
1180747_United_States_DE_New_Castle_10003_724180.0_39.65_-75.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.82	0.04	0.09	0.0	0.04	0.0
1180747_United_States_DE_New_Castle_10003_724180.0_39.65_-75.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.31	0.04	0.62	0.0	0.04	0.0
1180747_United_States_DE_New_Castle_10003_724180.0_39.65_-75.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.47	0.0	0.27	0.0	0.0	0.25
1027864_United_States_FL_Volusia_12127_747870_29.17_-81.06_NSRDB_2.0.1_2012_AMY.epw	<1950	0.74	0.0	0.13	0.08	0.03	0.03
1027864_United_States_FL_Volusia_12127_747870_29.17_-81.06_NSRDB_2.0.1_2012_AMY.epw	1950s	0.82	0.0	0.05	0.08	0.01	0.03
1027864_United_States_FL_Volusia_12127_747870_29.17_-81.06_NSRDB_2.0.1_2012_AMY.epw	1960s	0.75	0.0	0.12	0.11	0.02	0.0
1027864_United_States_FL_Volusia_12127_747870_29.17_-81.06_NSRDB_2.0.1_2012_AMY.epw	1970s	0.82	0.0	0.12	0.06	0.0	0.0
1027864_United_States_FL_Volusia_12127_747870_29.17_-81.06_NSRDB_2.0.1_2012_AMY.epw	1980s	0.86	0.0	0.03	0.08	0.0	0.03
1027864_United_States_FL_Volusia_12127_747870_29.17_-81.06_NSRDB_2.0.1_2012_AMY.epw	1990s	0.92	0.0	0.06	0.02	0.0	0.0
1027864_United_States_FL_Volusia_12127_747870_29.17_-81.06_NSRDB_2.0.1_2012_AMY.epw	2000s	0.83	0.0	0.1	0.05	0.0	0.02
1013666_United_States_FL_Duval_12031_722060_30.49_-81.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.74	0.0	0.13	0.08	0.03	0.03
1013666_United_States_FL_Duval_12031_722060_30.49_-81.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.82	0.0	0.05	0.08	0.01	0.03
1013666_United_States_FL_Duval_12031_722060_30.49_-81.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.75	0.0	0.12	0.11	0.02	0.0
1013666_United_States_FL_Duval_12031_722060_30.49_-81.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.82	0.0	0.12	0.06	0.0	0.0
1013666_United_States_FL_Duval_12031_722060_30.49_-81.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.86	0.0	0.03	0.08	0.0	0.03
1013666_United_States_FL_Duval_12031_722060_30.49_-81.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.92	0.0	0.06	0.02	0.0	0.0
1013666_United_States_FL_Duval_12031_722060_30.49_-81.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.83	0.0	0.1	0.05	0.0	0.02
1012278_United_States_FL_Monroe_12087_722010_24.57_-81.74_NSRDB_2.0.1_2012_AMY.epw	<1950	0.74	0.0	0.13	0.08	0.03	0.03
1012278_United_States_FL_Monroe_12087_722010_24.57_-81.74_NSRDB_2.0.1_2012_AMY.epw	1950s	0.82	0.0	0.05	0.08	0.01	0.03
1012278_United_States_FL_Monroe_12087_722010_24.57_-81.74_NSRDB_2.0.1_2012_AMY.epw	1960s	0.75	0.0	0.12	0.11	0.02	0.0
1012278_United_States_FL_Monroe_12087_722010_24.57_-81.74_NSRDB_2.0.1_2012_AMY.epw	1970s	0.82	0.0	0.12	0.06	0.0	0.0
1012278_United_States_FL_Monroe_12087_722010_24.57_-81.74_NSRDB_2.0.1_2012_AMY.epw	1980s	0.86	0.0	0.03	0.08	0.0	0.03
1012278_United_States_FL_Monroe_12087_722010_24.57_-81.74_NSRDB_2.0.1_2012_AMY.epw	1990s	0.92	0.0	0.06	0.02	0.0	0.0
1012278_United_States_FL_Monroe_12087_722010_24.57_-81.74_NSRDB_2.0.1_2012_AMY.epw	2000s	0.83	0.0	0.1	0.05	0.0	0.02
1044560_United_States_FL_Miami-Dade_12086_722020_25.81_-80.3_NSRDB_2.0.1_2012_AMY.epw	<1950	0.74	0.0	0.13	0.08	0.03	0.03
1044560_United_States_FL_Miami-Dade_12086_722020_25.81_-80.3_NSRDB_2.0.1_2012_AMY.epw	1950s	0.82	0.0	0.05	0.08	0.01	0.03
1044560_United_States_FL_Miami-Dade_12086_722020_25.81_-80.3_NSRDB_2.0.1_2012_AMY.epw	1960s	0.75	0.0	0.12	0.11	0.02	0.0
1044560_United_States_FL_Miami-Dade_12086_722020_25.81_-80.3_NSRDB_2.0.1_2012_AMY.epw	1970s	0.82	0.0	0.12	0.06	0.0	0.0
1044560_United_States_FL_Miami-Dade_12086_722020_25.81_-80.3_NSRDB_2.0.1_2012_AMY.epw	1980s	0.86	0.0	0.03	0.08	0.0	0.03
1044560_United_States_FL_Miami-Dade_12086_722020_25.81_-80.3_NSRDB_2.0.1_2012_AMY.epw	1990s	0.92	0.0	0.06	0.02	0.0	0.0
1044560_United_States_FL_Miami-Dade_12086_722020_25.81_-80.3_NSRDB_2.0.1_2012_AMY.epw	2000s	0.83	0.0	0.1	0.05	0.0	0.02
1020908_United_States_FL_Orange_12095_722050_28.45_-81.34_NSRDB_2.0.1_2012_AMY.epw	<1950	0.74	0.0	0.13	0.08	0.03	0.03
1020908_United_States_FL_Orange_12095_722050_28.45_-81.34_NSRDB_2.0.1_2012_AMY.epw	1950s	0.82	0.0	0.05	0.08	0.01	0.03
1020908_United_States_FL_Orange_12095_722050_28.45_-81.34_NSRDB_2.0.1_2012_AMY.epw	1960s	0.75	0.0	0.12	0.11	0.02	0.0
1020908_United_States_FL_Orange_12095_722050_28.45_-81.34_NSRDB_2.0.1_2012_AMY.epw	1970s	0.82	0.0	0.12	0.06	0.0	0.0
1020908_United_States_FL_Orange_12095_722050_28.45_-81.34_NSRDB_2.0.1_2012_AMY.epw	1980s	0.86	0.0	0.03	0.08	0.0	0.03
1020908_United_States_FL_Orange_12095_722050_28.45_-81.34_NSRDB_2.0.1_2012_AMY.epw	1990s	0.92	0.0	0.06	0.02	0.0	0.0
1020908_United_States_FL_Orange_12095_722050_28.45_-81.34_NSRDB_2.0.1_2012_AMY.epw	2000s	0.83	0.0	0.1	0.05	0.0	0.02
0957319_United_States_FL_Leon_12073_722140_30.37_-84.38_NSRDB_2.0.1_2012_AMY.epw	<1950	0.74	0.0	0.13	0.08	0.03	0.03
0957319_United_States_FL_Leon_12073_722140_30.37_-84.38_NSRDB_2.0.1_2012_AMY.epw	1950s	0.82	0.0	0.05	0.08	0.01	0.03
0957319_United_States_FL_Leon_12073_722140_30.37_-84.38_NSRDB_2.0.1_2012_AMY.epw	1960s	0.75	0.0	0.12	0.11	0.02	0.0
0957319_United_States_FL_Leon_12073_722140_30.37_-84.38_NSRDB_2.0.1_2012_AMY.epw	1970s	0.82	0.0	0.12	0.06	0.0	0.0
0957319_United_States_FL_Leon_12073_722140_30.37_-84.38_NSRDB_2.0.1_2012_AMY.epw	1980s	0.86	0.0	0.03	0.08	0.0	0.03
0957319_United_States_FL_Leon_12073_722140_30.37_-84.38_NSRDB_2.0.1_2012_AMY.epw	1990s	0.92	0.0	0.06	0.02	0.0	0.0
0957319_United_States_FL_Leon_12073_722140_30.37_-84.38_NSRDB_2.0.1_2012_AMY.epw	2000s	0.83	0.0	0.1	0.05	0.0	0.02
1048979_United_States_FL_Palm_Beach_12099_722030.0_26.69_-80.10_NSRDB_2.0.1_2012_AMY.epw	<1950	0.74	0.0	0.13	0.08	0.03	0.03
1048979_United_States_FL_Palm_Beach_12099_722030.0_26.69_-80.10_NSRDB_2.0.1_2012_AMY.epw	1950s	0.82	0.0	0.05	0.08	0.01	0.03
1048979_United_States_FL_Palm_Beach_12099_722030.0_26.69_-80.10_NSRDB_2.0.1_2012_AMY.epw	1960s	0.75	0.0	0.12	0.11	0.02	0.0
1048979_United_States_FL_Palm_Beach_12099_722030.0_26.69_-80.10_NSRDB_2.0.1_2012_AMY.epw	1970s	0.82	0.0	0.12	0.06	0.0	0.0
1048979_United_States_FL_Palm_Beach_12099_722030.0_26.69_-80.10_NSRDB_2.0.1_2012_AMY.epw	1980s	0.86	0.0	0.03	0.08	0.0	0.03
1048979_United_States_FL_Palm_Beach_12099_722030.0_26.69_-80.10_NSRDB_2.0.1_2012_AMY.epw	1990s	0.92	0.0	0.06	0.02	0.0	0.0
1048979_United_States_FL_Palm_Beach_12099_722030.0_26.69_-80.10_NSRDB_2.0.1_2012_AMY.epw	2000s	0.83	0.0	0.1	0.05	0.0	0.02
0979938_United_States_GA_Clarke_13059_723110_33.97_-83.34_NSRDB_2.0.1_2012_AMY.epw	<1950	0.3	0.0	0.48	0.0	0.0	0.22
0979938_United_States_GA_Clarke_13059_723110_33.97_-83.34_NSRDB_2.0.1_2012_AMY.epw	1950s	0.46	0.0	0.49	0.0	0.04	0.0
0979938_United_States_GA_Clarke_13059_723110_33.97_-83.34_NSRDB_2.0.1_2012_AMY.epw	1960s	0.45	0.0	0.48	0.0	0.0	0.07
0979938_United_States_GA_Clarke_13059_723110_33.97_-83.34_NSRDB_2.0.1_2012_AMY.epw	1970s	0.38	0.03	0.55	0.0	0.04	0.0
0979938_United_States_GA_Clarke_13059_723110_33.97_-83.34_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.56	0.0	0.01	0.06
0979938_United_States_GA_Clarke_13059_723110_33.97_-83.34_NSRDB_2.0.1_2012_AMY.epw	1990s	0.36	0.0	0.62	0.0	0.01	0.02
0979938_United_States_GA_Clarke_13059_723110_33.97_-83.34_NSRDB_2.0.1_2012_AMY.epw	2000s	0.49	0.0	0.5	0.0	0.0	0.01
0956302_United_States_GA_Clayton_13063_722190_33.65_-84.42_NSRDB_2.0.1_2012_AMY.epw	<1950	0.3	0.0	0.48	0.0	0.0	0.22
0956302_United_States_GA_Clayton_13063_722190_33.65_-84.42_NSRDB_2.0.1_2012_AMY.epw	1950s	0.46	0.0	0.49	0.0	0.04	0.0
0956302_United_States_GA_Clayton_13063_722190_33.65_-84.42_NSRDB_2.0.1_2012_AMY.epw	1960s	0.45	0.0	0.48	0.0	0.0	0.07
0956302_United_States_GA_Clayton_13063_722190_33.65_-84.42_NSRDB_2.0.1_2012_AMY.epw	1970s	0.38	0.03	0.55	0.0	0.04	0.0
0956302_United_States_GA_Clayton_13063_722190_33.65_-84.42_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.56	0.0	0.01	0.06
0956302_United_States_GA_Clayton_13063_722190_33.65_-84.42_NSRDB_2.0.1_2012_AMY.epw	1990s	0.36	0.0	0.62	0.0	0.01	0.02
0956302_United_States_GA_Clayton_13063_722190_33.65_-84.42_NSRDB_2.0.1_2012_AMY.epw	2000s	0.49	0.0	0.5	0.0	0.0	0.01
1007559_United_States_GA_Richmond_13245_722180_33.37_-81.98_NSRDB_2.0.1_2012_AMY.epw	<1950	0.3	0.0	0.48	0.0	0.0	0.22
1007559_United_States_GA_Richmond_13245_722180_33.37_-81.98_NSRDB_2.0.1_2012_AMY.epw	1950s	0.46	0.0	0.49	0.0	0.04	0.0
1007559_United_States_GA_Richmond_13245_722180_33.37_-81.98_NSRDB_2.0.1_2012_AMY.epw	1960s	0.45	0.0	0.48	0.0	0.0	0.07
1007559_United_States_GA_Richmond_13245_722180_33.37_-81.98_NSRDB_2.0.1_2012_AMY.epw	1970s	0.38	0.03	0.55	0.0	0.04	0.0
1007559_United_States_GA_Richmond_13245_722180_33.37_-81.98_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.56	0.0	0.01	0.06
1007559_United_States_GA_Richmond_13245_722180_33.37_-81.98_NSRDB_2.0.1_2012_AMY.epw	1990s	0.36	0.0	0.62	0.0	0.01	0.02
1007559_United_States_GA_Richmond_13245_722180_33.37_-81.98_NSRDB_2.0.1_2012_AMY.epw	2000s	0.49	0.0	0.5	0.0	0.0	0.01
0945611_United_States_GA_Muscogee_13215_722250_32.53_-84.94_NSRDB_2.0.1_2012_AMY.epw	<1950	0.3	0.0	0.48	0.0	0.0	0.22
0945611_United_States_GA_Muscogee_13215_722250_32.53_-84.94_NSRDB_2.0.1_2012_AMY.epw	1950s	0.46	0.0	0.49	0.0	0.04	0.0
0945611_United_States_GA_Muscogee_13215_722250_32.53_-84.94_NSRDB_2.0.1_2012_AMY.epw	1960s	0.45	0.0	0.48	0.0	0.0	0.07
0945611_United_States_GA_Muscogee_13215_722250_32.53_-84.94_NSRDB_2.0.1_2012_AMY.epw	1970s	0.38	0.03	0.55	0.0	0.04	0.0
0945611_United_States_GA_Muscogee_13215_722250_32.53_-84.94_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.56	0.0	0.01	0.06
0945611_United_States_GA_Muscogee_13215_722250_32.53_-84.94_NSRDB_2.0.1_2012_AMY.epw	1990s	0.36	0.0	0.62	0.0	0.01	0.02
0945611_United_States_GA_Muscogee_13215_722250_32.53_-84.94_NSRDB_2.0.1_2012_AMY.epw	2000s	0.49	0.0	0.5	0.0	0.0	0.01
0972837_United_States_GA_Bibb_13021_722170_32.69_-83.66_NSRDB_2.0.1_2012_AMY.epw	<1950	0.3	0.0	0.48	0.0	0.0	0.22
0972837_United_States_GA_Bibb_13021_722170_32.69_-83.66_NSRDB_2.0.1_2012_AMY.epw	1950s	0.46	0.0	0.49	0.0	0.04	0.0
0972837_United_States_GA_Bibb_13021_722170_32.69_-83.66_NSRDB_2.0.1_2012_AMY.epw	1960s	0.45	0.0	0.48	0.0	0.0	0.07
0972837_United_States_GA_Bibb_13021_722170_32.69_-83.66_NSRDB_2.0.1_2012_AMY.epw	1970s	0.38	0.03	0.55	0.0	0.04	0.0
0972837_United_States_GA_Bibb_13021_722170_32.69_-83.66_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.56	0.0	0.01	0.06
0972837_United_States_GA_Bibb_13021_722170_32.69_-83.66_NSRDB_2.0.1_2012_AMY.epw	1990s	0.36	0.0	0.62	0.0	0.01	0.02
0972837_United_States_GA_Bibb_13021_722170_32.69_-83.66_NSRDB_2.0.1_2012_AMY.epw	2000s	0.49	0.0	0.5	0.0	0.0	0.01
1024834_United_States_GA_Chatham_13051_722070_32.13_-81.18_NSRDB_2.0.1_2012_AMY.epw	<1950	0.3	0.0	0.48	0.0	0.0	0.22
1024834_United_States_GA_Chatham_13051_722070_32.13_-81.18_NSRDB_2.0.1_2012_AMY.epw	1950s	0.46	0.0	0.49	0.0	0.04	0.0
1024834_United_States_GA_Chatham_13051_722070_32.13_-81.18_NSRDB_2.0.1_2012_AMY.epw	1960s	0.45	0.0	0.48	0.0	0.0	0.07
1024834_United_States_GA_Chatham_13051_722070_32.13_-81.18_NSRDB_2.0.1_2012_AMY.epw	1970s	0.38	0.03	0.55	0.0	0.04	0.0
1024834_United_States_GA_Chatham_13051_722070_32.13_-81.18_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.56	0.0	0.01	0.06
1024834_United_States_GA_Chatham_13051_722070_32.13_-81.18_NSRDB_2.0.1_2012_AMY.epw	1990s	0.36	0.0	0.62	0.0	0.01	0.02
1024834_United_States_GA_Chatham_13051_722070_32.13_-81.18_NSRDB_2.0.1_2012_AMY.epw	2000s	0.49	0.0	0.5	0.0	0.0	0.01
0756995_United_States_IA_Polk_19153_725460_41.53_-93.66_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0756995_United_States_IA_Polk_19153_725460_41.53_-93.66_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0756995_United_States_IA_Polk_19153_725460_41.53_-93.66_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0756995_United_States_IA_Polk_19153_725460_41.53_-93.66_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0756995_United_States_IA_Polk_19153_725460_41.53_-93.66_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0756995_United_States_IA_Polk_19153_725460_41.53_-93.66_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0756995_United_States_IA_Polk_19153_725460_41.53_-93.66_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0763587_United_States_IA_Cerro_Gordo_19033_725490.0_43.17_-93.34_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0763587_United_States_IA_Cerro_Gordo_19033_725490.0_43.17_-93.34_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0763587_United_States_IA_Cerro_Gordo_19033_725490.0_43.17_-93.34_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0763587_United_States_IA_Cerro_Gordo_19033_725490.0_43.17_-93.34_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0763587_United_States_IA_Cerro_Gordo_19033_725490.0_43.17_-93.34_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0763587_United_States_IA_Cerro_Gordo_19033_725490.0_43.17_-93.34_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0763587_United_States_IA_Cerro_Gordo_19033_725490.0_43.17_-93.34_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0699147_United_States_IA_Woodbury_19193_725570_42.37_-96.38_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0699147_United_States_IA_Woodbury_19193_725570_42.37_-96.38_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0699147_United_States_IA_Woodbury_19193_725570_42.37_-96.38_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0699147_United_States_IA_Woodbury_19193_725570_42.37_-96.38_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0699147_United_States_IA_Woodbury_19193_725570_42.37_-96.38_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0699147_United_States_IA_Woodbury_19193_725570_42.37_-96.38_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0699147_United_States_IA_Woodbury_19193_725570_42.37_-96.38_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0782661_United_States_IA_Black_Hawk_19013_725480.0_42.53_-92.42_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0782661_United_States_IA_Black_Hawk_19013_725480.0_42.53_-92.42_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0782661_United_States_IA_Black_Hawk_19013_725480.0_42.53_-92.42_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0782661_United_States_IA_Black_Hawk_19013_725480.0_42.53_-92.42_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0782661_United_States_IA_Black_Hawk_19013_725480.0_42.53_-92.42_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0782661_United_States_IA_Black_Hawk_19013_725480.0_42.53_-92.42_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0782661_United_States_IA_Black_Hawk_19013_725480.0_42.53_-92.42_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0226465_United_States_ID_Ada_16001_726810_43.61_-116.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0226465_United_States_ID_Ada_16001_726810_43.61_-116.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0226465_United_States_ID_Ada_16001_726810_43.61_-116.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0226465_United_States_ID_Ada_16001_726810_43.61_-116.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0226465_United_States_ID_Ada_16001_726810_43.61_-116.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0226465_United_States_ID_Ada_16001_726810_43.61_-116.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0226465_United_States_ID_Ada_16001_726810_43.61_-116.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0299006_United_States_ID_Power_16077_725780_42.93_-112.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0299006_United_States_ID_Power_16077_725780_42.93_-112.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0299006_United_States_ID_Power_16077_725780_42.93_-112.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0299006_United_States_ID_Power_16077_725780_42.93_-112.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0299006_United_States_ID_Power_16077_725780_42.93_-112.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0299006_United_States_ID_Power_16077_725780_42.93_-112.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0299006_United_States_ID_Power_16077_725780_42.93_-112.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0884454_United_States_IL_Cook_17031_725300_41.97_-87.9_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.0	0.96	0.0	0.02	0.0
