Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	sample_count	sample_weight
3A	Single-Family Detached	Ducted Heating	1960-79	0.925065	0.000000	0.013102	0.061833	151.000000	844330.562500
3A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	1960-79	0.321724	0.000000	0.017938	0.660338	38.000000	123029.523438
3A	Single-Family Detached	None	1960-79	0.321724	0.000000	0.017938	0.660338	38.000000	123029.523438
3A	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	7.000000	152663.468750
3A	Mobile Home	Ducted Heating	1980-99	0.755141	0.000000	0.071261	0.173599	16.000000	329393.906250
3A	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	1980-99	0.000000	0.000000	0.578888	0.421112	4.000000	49640.578125
3A	Mobile Home	None	1980-99	0.000000	0.000000	0.578888	0.421112	4.000000	49640.578125
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	15.000000	102484.562500
3A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.958902	0.000000	0.019864	0.021234	97.000000	509253.937500
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.574163	0.000000	0.000000	0.425837	6.000000	12062.315430
3A	Multi-Family with 2 - 4 Units	None	1980-99	0.574163	0.000000	0.000000	0.425837	6.000000	12062.315430
3A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	15.000000	102484.562500
3A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.958902	0.000000	0.019864	0.021234	97.000000	509253.937500
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.574163	0.000000	0.000000	0.425837	6.000000	12062.315430
3A	Multi-Family with 5+ Units	None	1980-99	0.574163	0.000000	0.000000	0.425837	6.000000	12062.315430
3A	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	62.000000	353778.750000
3A	Single-Family Attached	Ducted Heating	1980-99	0.949293	0.000000	0.002506	0.048201	257.000000	1298242.750000
3A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	1980-99	0.424571	0.000000	0.029861	0.545568	20.000000	64529.699219
3A	Single-Family Attached	None	1980-99	0.424571	0.000000	0.029861	0.545568	20.000000	64529.699219
3A	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	62.000000	353778.750000
3A	Single-Family Detached	Ducted Heating	1980-99	0.949293	0.000000	0.002506	0.048201	257.000000	1298242.750000
3A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	1980-99	0.424571	0.000000	0.029861	0.545568	20.000000	64529.699219
3A	Single-Family Detached	None	1980-99	0.424571	0.000000	0.029861	0.545568	20.000000	64529.699219
3A	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	3.000000	21731.974609
3A	Mobile Home	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	5.000000	35839.875000
3A	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3A	Mobile Home	None	2000-09	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	6.000000	22382.505859
3A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.949815	0.000000	0.050185	0.000000	24.000000	75786.898438
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333	1.000000	1901.680054
3A	Multi-Family with 2 - 4 Units	None	2000-09	0.333333	0.000000	0.333333	0.333333	1.000000	1901.680054
3A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	6.000000	22382.505859
3A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.949815	0.000000	0.050185	0.000000	24.000000	75786.898438
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333	1.000000	1901.680054
3A	Multi-Family with 5+ Units	None	2000-09	0.333333	0.000000	0.333333	0.333333	1.000000	1901.680054
3A	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	44.000000	118411.421875
3A	Single-Family Attached	Ducted Heating	2000-09	0.975671	0.000000	0.024329	0.000000	171.000000	418028.125000
3A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	2000-09	0.588438	0.000000	0.073719	0.337842	6.000000	12853.107422
3A	Single-Family Attached	None	2000-09	0.588438	0.000000	0.073719	0.337842	6.000000	12853.107422
3A	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	44.000000	118411.421875
3A	Single-Family Detached	Ducted Heating	2000-09	0.975671	0.000000	0.024329	0.000000	171.000000	418028.125000
3A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	2000-09	0.588438	0.000000	0.073719	0.337842	6.000000	12853.107422
3A	Single-Family Detached	None	2000-09	0.588438	0.000000	0.073719	0.337842	6.000000	12853.107422
3A	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	3.000000	21731.974609
3A	Mobile Home	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000	5.000000	35839.875000
3A	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3A	Mobile Home	None	2010s	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	6.000000	22382.505859
3A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.949815	0.000000	0.050185	0.000000	24.000000	75786.898438
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333	1.000000	1901.680054
3A	Multi-Family with 2 - 4 Units	None	2010s	0.333333	0.000000	0.333333	0.333333	1.000000	1901.680054
3A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	6.000000	22382.505859
3A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.949815	0.000000	0.050185	0.000000	24.000000	75786.898438
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333	1.000000	1901.680054
3A	Multi-Family with 5+ Units	None	2010s	0.333333	0.000000	0.333333	0.333333	1.000000	1901.680054
3A	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	44.000000	118411.421875
3A	Single-Family Attached	Ducted Heating	2010s	0.975671	0.000000	0.024329	0.000000	171.000000	418028.125000
3A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	2010s	0.588438	0.000000	0.073719	0.337842	6.000000	12853.107422
3A	Single-Family Attached	None	2010s	0.588438	0.000000	0.073719	0.337842	6.000000	12853.107422
3A	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	44.000000	118411.421875
3A	Single-Family Detached	Ducted Heating	2010s	0.975671	0.000000	0.024329	0.000000	171.000000	418028.125000
3A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	2010s	0.588438	0.000000	0.073719	0.337842	6.000000	12853.107422
3A	Single-Family Detached	None	2010s	0.588438	0.000000	0.073719	0.337842	6.000000	12853.107422
3A	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3A	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000	3.000000	19101.080078
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.530266	0.469734	2.000000	7075.557617
3A	Multi-Family with 2 - 4 Units	None	<1940	0.000000	0.000000	0.530266	0.469734	2.000000	7075.557617
3A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000	3.000000	19101.080078
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.530266	0.469734	2.000000	7075.557617
3A	Multi-Family with 5+ Units	None	<1940	0.000000	0.000000	0.530266	0.469734	2.000000	7075.557617
3A	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	3.000000	30690.080078
3A	Single-Family Attached	Ducted Heating	<1940	0.952834	0.000000	0.047166	0.000000	13.000000	76758.367188
3A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	<1940	0.127381	0.000000	0.065324	0.807295	26.000000	80369.187500
3A	Single-Family Attached	None	<1940	0.127381	0.000000	0.065324	0.807295	26.000000	80369.187500
3A	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	3.000000	30690.080078
3A	Single-Family Detached	Ducted Heating	<1940	0.952834	0.000000	0.047166	0.000000	13.000000	76758.367188
3A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	<1940	0.127381	0.000000	0.065324	0.807295	26.000000	80369.187500
3A	Single-Family Detached	None	<1940	0.127381	0.000000	0.065324	0.807295	26.000000	80369.187500
3B	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Ducted Heating	1940-59	0.530737	0.000000	0.469263	0.000000	3.000000	30287.701172
3B	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	1940-59	0.000000	0.000000	0.718815	0.281185	4.000000	13956.886719
3B	Mobile Home	None	1940-59	0.000000	0.000000	0.718815	0.281185	4.000000	13956.886719
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.665879	0.000000	0.269697	0.064424	13.000000	58626.675781
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.496003	0.503997	49.000000	90247.617188
3B	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	0.496003	0.503997	49.000000	90247.617188
3B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.665879	0.000000	0.269697	0.064424	13.000000	58626.675781
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.496003	0.503997	49.000000	90247.617188
3B	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	0.496003	0.503997	49.000000	90247.617188
3B	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	6.000000	22415.878906
3B	Single-Family Attached	Ducted Heating	1940-59	0.752624	0.000000	0.192956	0.054420	130.000000	465369.968750
3B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	1940-59	0.145703	0.000000	0.464832	0.389465	120.000000	207613.093750
3B	Single-Family Attached	None	1940-59	0.145703	0.000000	0.464832	0.389465	120.000000	207613.093750
3B	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	6.000000	22415.878906
3B	Single-Family Detached	Ducted Heating	1940-59	0.752624	0.000000	0.192956	0.054420	130.000000	465369.968750
3B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	1940-59	0.145703	0.000000	0.464832	0.389465	120.000000	207613.093750
3B	Single-Family Detached	None	1940-59	0.145703	0.000000	0.464832	0.389465	120.000000	207613.093750
3B	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	1.000000	17381.337891
3B	Mobile Home	Ducted Heating	1960-79	0.481329	0.000000	0.377059	0.141612	13.000000	100666.914062
3B	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	1960-79	0.125176	0.000000	0.220953	0.653872	15.000000	55583.015625
3B	Mobile Home	None	1960-79	0.125176	0.000000	0.220953	0.653872	15.000000	55583.015625
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	4.000000	15100.061523
3B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.705631	0.000000	0.263484	0.030885	69.000000	264285.562500
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.099359	0.000000	0.550005	0.350637	105.000000	201167.359375
3B	Multi-Family with 2 - 4 Units	None	1960-79	0.099359	0.000000	0.550005	0.350637	105.000000	201167.359375
3B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	4.000000	15100.061523
3B	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.705631	0.000000	0.263484	0.030885	69.000000	264285.562500
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.099359	0.000000	0.550005	0.350637	105.000000	201167.359375
3B	Multi-Family with 5+ Units	None	1960-79	0.099359	0.000000	0.550005	0.350637	105.000000	201167.359375
3B	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	14.000000	52306.062500
3B	Single-Family Attached	Ducted Heating	1960-79	0.719046	0.000000	0.197064	0.083890	217.000000	793656.750000
3B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	1960-79	0.277285	0.000000	0.501232	0.221483	105.000000	175441.765625
3B	Single-Family Attached	None	1960-79	0.277285	0.000000	0.501232	0.221483	105.000000	175441.765625
3B	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	14.000000	52306.062500
3B	Single-Family Detached	Ducted Heating	1960-79	0.719046	0.000000	0.197064	0.083890	217.000000	793656.750000
3B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	1960-79	0.277285	0.000000	0.501232	0.221483	105.000000	175441.765625
3B	Single-Family Detached	None	1960-79	0.277285	0.000000	0.501232	0.221483	105.000000	175441.765625
3B	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	2.000000	16983.892578
3B	Mobile Home	Ducted Heating	1980-99	0.345566	0.000000	0.654434	0.000000	5.000000	42579.093750
3B	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	1980-99	0.000000	0.000000	0.555059	0.444941	5.000000	30002.949219
3B	Mobile Home	None	1980-99	0.000000	0.000000	0.555059	0.444941	5.000000	30002.949219
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	5.000000	20384.804688
3B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.718410	0.000000	0.262143	0.019447	49.000000	200283.781250
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.187348	0.000000	0.498406	0.314246	50.000000	96901.414062
3B	Multi-Family with 2 - 4 Units	None	1980-99	0.187348	0.000000	0.498406	0.314246	50.000000	96901.414062
3B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	5.000000	20384.804688
3B	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.718410	0.000000	0.262143	0.019447	49.000000	200283.781250
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.187348	0.000000	0.498406	0.314246	50.000000	96901.414062
3B	Multi-Family with 5+ Units	None	1980-99	0.187348	0.000000	0.498406	0.314246	50.000000	96901.414062
3B	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	13.000000	46974.453125
3B	Single-Family Attached	Ducted Heating	1980-99	0.857237	0.000000	0.132145	0.010618	239.000000	868050.937500
3B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	1980-99	0.207702	0.000000	0.450492	0.341806	44.000000	77275.070312
3B	Single-Family Attached	None	1980-99	0.207702	0.000000	0.450492	0.341806	44.000000	77275.070312
3B	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	13.000000	46974.453125
3B	Single-Family Detached	Ducted Heating	1980-99	0.857237	0.000000	0.132145	0.010618	239.000000	868050.937500
3B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	1980-99	0.207702	0.000000	0.450492	0.341806	44.000000	77275.070312
3B	Single-Family Detached	None	1980-99	0.207702	0.000000	0.450492	0.341806	44.000000	77275.070312
3B	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	1.000000	4473.462891
3B	Mobile Home	Ducted Heating	2000-09	0.863013	0.000000	0.136987	0.000000	5.000000	25531.447266
3B	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000	1.000000	1848.209961
3B	Mobile Home	None	2000-09	0.000000	0.000000	1.000000	0.000000	1.000000	1848.209961
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	4.000000	8996.160156
3B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	24.000000	54214.351562
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.873140	0.000000	0.126860	0.000000	7.000000	6049.151367
3B	Multi-Family with 2 - 4 Units	None	2000-09	0.873140	0.000000	0.126860	0.000000	7.000000	6049.151367
3B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	4.000000	8996.160156
3B	Multi-Family with 5+ Units	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	24.000000	54214.351562
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.873140	0.000000	0.126860	0.000000	7.000000	6049.151367
3B	Multi-Family with 5+ Units	None	2000-09	0.873140	0.000000	0.126860	0.000000	7.000000	6049.151367
3B	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	8.000000	15514.539062
3B	Single-Family Attached	Ducted Heating	2000-09	0.910927	0.000000	0.054300	0.034774	87.000000	158244.281250
3B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	2000-09	0.906552	0.000000	0.093448	0.000000	7.000000	6211.567871
3B	Single-Family Attached	None	2000-09	0.906552	0.000000	0.093448	0.000000	7.000000	6211.567871
3B	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	8.000000	15514.539062
3B	Single-Family Detached	Ducted Heating	2000-09	0.910927	0.000000	0.054300	0.034774	87.000000	158244.281250
3B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	2000-09	0.906552	0.000000	0.093448	0.000000	7.000000	6211.567871
3B	Single-Family Detached	None	2000-09	0.906552	0.000000	0.093448	0.000000	7.000000	6211.567871
3B	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	1.000000	4473.462891
3B	Mobile Home	Ducted Heating	2010s	0.863013	0.000000	0.136987	0.000000	5.000000	25531.447266
3B	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000	1.000000	1848.209961
3B	Mobile Home	None	2010s	0.000000	0.000000	1.000000	0.000000	1.000000	1848.209961
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	4.000000	8996.160156
3B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000	24.000000	54214.351562
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.873140	0.000000	0.126860	0.000000	7.000000	6049.151367
3B	Multi-Family with 2 - 4 Units	None	2010s	0.873140	0.000000	0.126860	0.000000	7.000000	6049.151367
3B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	4.000000	8996.160156
3B	Multi-Family with 5+ Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000	24.000000	54214.351562
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.873140	0.000000	0.126860	0.000000	7.000000	6049.151367
3B	Multi-Family with 5+ Units	None	2010s	0.873140	0.000000	0.126860	0.000000	7.000000	6049.151367
3B	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	8.000000	15514.539062
3B	Single-Family Attached	Ducted Heating	2010s	0.910927	0.000000	0.054300	0.034774	87.000000	158244.281250
3B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	2010s	0.906552	0.000000	0.093448	0.000000	7.000000	6211.567871
3B	Single-Family Attached	None	2010s	0.906552	0.000000	0.093448	0.000000	7.000000	6211.567871
3B	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	8.000000	15514.539062
3B	Single-Family Detached	Ducted Heating	2010s	0.910927	0.000000	0.054300	0.034774	87.000000	158244.281250
3B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	2010s	0.906552	0.000000	0.093448	0.000000	7.000000	6211.567871
3B	Single-Family Detached	None	2010s	0.906552	0.000000	0.093448	0.000000	7.000000	6211.567871
3B	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000	2.000000	12858.291992
3B	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3B	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.768676	0.000000	0.231324	0.000000	4.000000	15924.143555
