Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	source_count	source_weight	sampling_probability
Mobile Home	CA, 03721	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	1	10	7.23587e-06
Mobile Home	CA, 03721	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03721	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03721	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	2	47	3.40086e-05
Mobile Home	CA, 03721	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03721	1940s	0.157212	0	0.842788	0	0	0	33	617	0.000446452
Multi-Family with 2 - 4 Units	CA, 03721	1950s	0.19375	0	0.659375	0.146875	0	0	52	960	0.000694639
Multi-Family with 2 - 4 Units	CA, 03721	1960s	0.167282	0	0.701107	0.0774908	0	0.0541205	44	813	0.000588274
Multi-Family with 2 - 4 Units	CA, 03721	1970s	0.239766	0	0.697076	0.0631579	0	0	48	855	0.000618665
Multi-Family with 2 - 4 Units	CA, 03721	1980s	0.39356	0	0.577818	0.0286225	0	0	25	559	0.000404483
Multi-Family with 2 - 4 Units	CA, 03721	1990s	0.374233	0	0.558282	0.0674847	0	0	17	326	0.000235888
Multi-Family with 2 - 4 Units	CA, 03721	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	7	236	0.000170766
Multi-Family with 2 - 4 Units	CA, 03721	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	0	0	0
Multi-Family with 2 - 4 Units	CA, 03721	<1940	0.29697	0	0.681818	0.0212121	0	0	20	330	0.000238782
Multi-Family with 5+ Units	CA, 03721	1940s	0.157291	0	0.786455	0.0453304	0	0.010923	81	1831	0.00132488
Multi-Family with 5+ Units	CA, 03721	1950s	0.23646	0	0.691731	0.0633462	0	0.00846228	204	4136	0.00299274
Multi-Family with 5+ Units	CA, 03721	1960s	0.261248	0	0.675617	0.0595065	0	0.00362845	283	5512	0.00398839
Multi-Family with 5+ Units	CA, 03721	1970s	0.419351	0	0.529376	0.0400531	0	0.0112197	397	8289	0.00599777
Multi-Family with 5+ Units	CA, 03721	1980s	0.421682	0	0.510883	0.0345711	0	0.0328638	242	4686	0.00339071
Multi-Family with 5+ Units	CA, 03721	1990s	0.380135	0	0.560699	0.0438381	0	0.015328	157	3262	0.00236032
Multi-Family with 5+ Units	CA, 03721	2000s	0.428481	0	0.512917	0.0504096	0	0.00819156	144	3174	0.00229665
Multi-Family with 5+ Units	CA, 03721	2010s	0.400232	0	0.549884	0.049884	0	0	32	862	0.000623727
Multi-Family with 5+ Units	CA, 03721	<1940	0.377814	0	0.588424	0.011254	0	0.022508	27	622	0.000450068
Single-Family Attached	CA, 03721	1940s	0.0964187	0	0.903581	0	0	0	18	363	0.000262661
Single-Family Attached	CA, 03721	1950s	0.21365	0	0.700297	0.0860534	0	0	22	337	0.000243848
Single-Family Attached	CA, 03721	1960s	0.225627	0	0.732591	0	0	0.0417827	17	359	0.000259767
Single-Family Attached	CA, 03721	1970s	0.12	0	0.88	0	0	0	18	300	0.000217075
Single-Family Attached	CA, 03721	1980s	0.0482456	0	0.951754	0	0	0	14	228	0.000164978
Single-Family Attached	CA, 03721	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	8	143	0.000103472
Single-Family Attached	CA, 03721	2000s	0.241135	0	0.702128	0.0567376	0	0	10	141	0.000102025
Single-Family Attached	CA, 03721	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	1	10	7.23584e-06
Single-Family Attached	CA, 03721	<1940	0	0	0.890995	0.109005	0	0	11	211	0.000152676
Single-Family Detached	CA, 03721	1940s	0.186106	0	0.786856	0.0118413	0.0017762	0.0134202	302	5067	0.0036664
Single-Family Detached	CA, 03721	1950s	0.146407	0	0.820198	0.0141598	0.00748063	0.0117553	221	3743	0.00270838
Single-Family Detached	CA, 03721	1960s	0.149186	0	0.841694	0.00912052	0	0	77	1535	0.0011107
Single-Family Detached	CA, 03721	1970s	0.20098	0	0.79902	0	0	0	31	612	0.000442833
Single-Family Detached	CA, 03721	1980s	0.229592	0	0.701531	0.0382653	0	0.0306122	25	392	0.000283645
Single-Family Detached	CA, 03721	1990s	0.329341	0	0.631737	0	0.0389222	0	17	334	0.000241677
Single-Family Detached	CA, 03721	2000s	0.189612	0.00185012	0.707882	0.00863106	0.028471	0.0635544	9	135	9.76838e-05
Single-Family Detached	CA, 03721	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	6	106	7.66998e-05
Single-Family Detached	CA, 03721	<1940	0.221429	0	0.763393	0.00535714	0.00669643	0.003125	122	2240	0.00162082
Mobile Home	CA, 03722	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03722	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	3	40	2.84218e-05
Mobile Home	CA, 03722	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	2	45	3.19745e-05
Mobile Home	CA, 03722	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	0	0	0
Mobile Home	CA, 03722	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	2	25	1.77636e-05
Mobile Home	CA, 03722	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	2	24	1.7053e-05
Mobile Home	CA, 03722	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	2	46	3.26851e-05
Mobile Home	CA, 03722	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03722	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03722	1940s	0.351351	0	0.552124	0.046332	0	0.0501931	16	259	0.000184032
Multi-Family with 2 - 4 Units	CA, 03722	1950s	0.234914	0	0.713362	0.0258621	0	0.0258621	25	464	0.000329693
Multi-Family with 2 - 4 Units	CA, 03722	1960s	0.254005	0	0.608696	0.1373	0	0	19	437	0.000310508
Multi-Family with 2 - 4 Units	CA, 03722	1970s	0.51875	0	0.464583	0	0	0.0166667	25	480	0.000341061
Multi-Family with 2 - 4 Units	CA, 03722	1980s	0.477941	0	0.487745	0.0343137	0	0	19	408	0.000289902
Multi-Family with 2 - 4 Units	CA, 03722	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	7	106	7.5318e-05
Multi-Family with 2 - 4 Units	CA, 03722	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	8	137	9.73447e-05
Multi-Family with 2 - 4 Units	CA, 03722	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	13	9.23708e-06
Multi-Family with 2 - 4 Units	CA, 03722	<1940	0.22255	0.000937785	0.699453	0.0569101	0.00583436	0.0143146	5	61	4.33433e-05
Multi-Family with 5+ Units	CA, 03722	1940s	0.528969	0	0.394554	0.0764774	0	0	81	1726	0.0012264
Multi-Family with 5+ Units	CA, 03722	1950s	0.539631	0	0.417051	0.0267281	0.00299539	0.0135945	201	4340	0.00308376
Multi-Family with 5+ Units	CA, 03722	1960s	0.540995	0	0.396098	0.0518801	0.00169635	0.00932994	337	7074	0.00502639
Multi-Family with 5+ Units	CA, 03722	1970s	0.602454	0	0.342786	0.0521811	0.00134062	0.0012375	452	9697	0.00689015
Multi-Family with 5+ Units	CA, 03722	1980s	0.648717	0.0019285	0.304703	0.031301	0.0035603	0.00979083	320	6741	0.00478978
Multi-Family with 5+ Units	CA, 03722	1990s	0.623718	0	0.310501	0.0473748	0	0.0184068	158	3314	0.00235475
Multi-Family with 5+ Units	CA, 03722	2000s	0.600962	0	0.332692	0.0543269	0	0.0120192	89	2080	0.00147793
Multi-Family with 5+ Units	CA, 03722	2010s	0.707118	0	0.292882	0	0	0	39	857	0.000608937
Multi-Family with 5+ Units	CA, 03722	<1940	0.622776	0	0.30427	0.0729537	0	0	29	562	0.000399327
Single-Family Attached	CA, 03722	1940s	0.589189	0	0.410811	0	0	0	10	185	0.000131451
Single-Family Attached	CA, 03722	1950s	0.384444	0	0.533333	0.0822222	0	0	24	450	0.000319745
Single-Family Attached	CA, 03722	1960s	0.324544	0.00110156	0.614105	0.0401781	0.00575132	0.0143203	9	168	0.000119372
Single-Family Attached	CA, 03722	1970s	0.46319	0	0.516871	0	0	0.0199387	33	652	0.000463275
Single-Family Attached	CA, 03722	1980s	0.202128	0	0.748227	0	0	0.0496454	18	282	0.000200373
Single-Family Attached	CA, 03722	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	8	118	8.38442e-05
Single-Family Attached	CA, 03722	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	7	122	8.66864e-05
Single-Family Attached	CA, 03722	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	0	0	0
Single-Family Attached	CA, 03722	<1940	0.133641	0	0.797235	0	0	0.0691244	11	217	0.000154188
Single-Family Detached	CA, 03722	1940s	0.178746	0	0.788735	0.0104145	0.00255048	0.0195537	267	4705	0.00334311
Single-Family Detached	CA, 03722	1950s	0.269192	0.00135272	0.718521	0.00541089	0.00270544	0.00281817	531	8871	0.00630324
Single-Family Detached	CA, 03722	1960s	0.360195	0	0.601947	0.0151433	0.00865333	0.0140617	105	1849	0.0013138
Single-Family Detached	CA, 03722	1970s	0.277966	0	0.697175	0	0	0.0248588	45	885	0.000628832
Single-Family Detached	CA, 03722	1980s	0.117788	0	0.882212	0	0	0	22	416	0.000295587
Single-Family Detached	CA, 03722	1990s	0.284866	0	0.676558	0	0.0385757	0	19	337	0.000239454
Single-Family Detached	CA, 03722	2000s	0.37232	0	0.62768	0	0	0	26	513	0.00036451
Single-Family Detached	CA, 03722	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	7	135	9.59236e-05
Single-Family Detached	CA, 03722	<1940	0.25923	0	0.74077	0	0	0	79	1273	0.000904524
Mobile Home	CA, 03723	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	3	28	1.98126e-05
Mobile Home	CA, 03723	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03723	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	3	68	4.81165e-05
Mobile Home	CA, 03723	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	9	160	0.000113215
Mobile Home	CA, 03723	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	2	22	1.55671e-05
Mobile Home	CA, 03723	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03723	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	2	61	4.31633e-05
Mobile Home	CA, 03723	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	1	11	7.78355e-06
Mobile Home	CA, 03723	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03723	1940s	0.257133	0.00100602	0.66116	0.0642833	0.00314928	0.0132678	1	9	6.36833e-06
Multi-Family with 2 - 4 Units	CA, 03723	1950s	0.25	0	0.533333	0.216667	0	0	13	180	0.000127367
Multi-Family with 2 - 4 Units	CA, 03723	1960s	0.314509	0.00068541	0.59464	0.0724384	0.00391759	0.013809	8	128	9.05721e-05
Multi-Family with 2 - 4 Units	CA, 03723	1970s	0.261628	0	0.546512	0.110465	0	0.0813953	13	172	0.000121706
Multi-Family with 2 - 4 Units	CA, 03723	1980s	0.381514	0.000568711	0.552781	0.0454061	0.00449524	0.0152342	9	125	8.84493e-05
Multi-Family with 2 - 4 Units	CA, 03723	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	5	89	6.2976e-05
Multi-Family with 2 - 4 Units	CA, 03723	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	0	0	0
Multi-Family with 2 - 4 Units	CA, 03723	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	0	0	0
Multi-Family with 2 - 4 Units	CA, 03723	<1940	0.22255	0.000937785	0.699453	0.0569101	0.00583436	0.0143146	2	50	3.53797e-05
Multi-Family with 5+ Units	CA, 03723	1940s	0.418109	0	0.391478	0.190413	0	0	43	751	0.000531404
Multi-Family with 5+ Units	CA, 03723	1950s	0.406877	0	0.411379	0.181744	0	0	142	2443	0.00172865
Multi-Family with 5+ Units	CA, 03723	1960s	0.333333	0.00288941	0.439716	0.224061	0	0	221	3807	0.00269381
Multi-Family with 5+ Units	CA, 03723	1970s	0.425631	0	0.397755	0.169317	0	0.00729654	324	5345	0.00378209
Multi-Family with 5+ Units	CA, 03723	1980s	0.350468	0	0.49964	0.144607	0	0.00528465	249	4163	0.00294571
Multi-Family with 5+ Units	CA, 03723	1990s	0.263191	0	0.450731	0.286078	0	0	98	1573	0.00111305
Multi-Family with 5+ Units	CA, 03723	2000s	0.395455	0	0.402273	0.19697	0	0.00530303	72	1320	0.000934025
Multi-Family with 5+ Units	CA, 03723	2010s	0.851327	0	0.111504	0.0371681	0	0	34	565	0.000399791
Multi-Family with 5+ Units	CA, 03723	<1940	0.353604	0	0.439189	0.207207	0	0	26	444	0.000314172
Single-Family Attached	CA, 03723	1940s	0.135294	0	0.817647	0.0470588	0	0	12	170	0.000120291
Single-Family Attached	CA, 03723	1950s	0.474403	0	0.525597	0	0	0	18	293	0.000207325
Single-Family Attached	CA, 03723	1960s	0.324544	0.00110156	0.614105	0.0401781	0.00575132	0.0143203	5	58	4.10404e-05
Single-Family Attached	CA, 03723	1970s	0.505673	0.0194489	0.397083	0.0502431	0.0275527	0	47	617	0.000436585
Single-Family Attached	CA, 03723	1980s	0.27592	0	0.710702	0.0133779	0	0	53	598	0.000423142
Single-Family Attached	CA, 03723	1990s	0.326667	0	0.643333	0.03	0	0	22	300	0.000212279
Single-Family Attached	CA, 03723	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	6	114	8.06658e-05
Single-Family Attached	CA, 03723	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	0	0	0
Single-Family Attached	CA, 03723	<1940	0.232409	0.00100237	0.668846	0.0764595	0.0076343	0.0136485	1	29	2.05203e-05
Single-Family Detached	CA, 03723	1940s	0.191381	0	0.716404	0.0848007	0.00417053	0.00324374	139	2158	0.00152699
Single-Family Detached	CA, 03723	1950s	0.175064	0	0.741985	0.0661578	0.00877863	0.00801527	535	7860	0.00556169
Single-Family Detached	CA, 03723	1960s	0.176588	0	0.758379	0.0650325	0	0	120	1999	0.00141448
Single-Family Detached	CA, 03723	1970s	0.190083	0	0.772727	0.0289256	0	0.00826446	63	968	0.000684951
Single-Family Detached	CA, 03723	1980s	0.192722	0	0.645553	0.0889488	0.0619946	0.0107817	51	742	0.000525035
Single-Family Detached	CA, 03723	1990s	0.183056	0	0.800303	0.0166415	0	0	50	661	0.000467719
Single-Family Detached	CA, 03723	2000s	0.181818	0	0.780822	0.011208	0	0.0261519	53	803	0.000568198
Single-Family Detached	CA, 03723	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	4	53	3.75025e-05
Single-Family Detached	CA, 03723	<1940	0.378924	0	0.596413	0	0.0246637	0	26	446	0.000315587
Mobile Home	CA, 03724	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03724	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	15	1.0815e-05
Mobile Home	CA, 03724	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	1	13	9.373e-06
Mobile Home	CA, 03724	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	9	209	0.000150689
Mobile Home	CA, 03724	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	4	52	3.74919e-05
Mobile Home	CA, 03724	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	3	64	4.61439e-05
Mobile Home	CA, 03724	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03724	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	1	21	1.5141e-05
Mobile Home	CA, 03724	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	12	8.65199e-06
Multi-Family with 2 - 4 Units	CA, 03724	1940s	0.257133	0.00100602	0.66116	0.0642833	0.00314928	0.0132678	2	42	3.02819e-05
Multi-Family with 2 - 4 Units	CA, 03724	1950s	0.252543	0.000514998	0.666475	0.0621459	0.00411154	0.0142089	6	83	5.98428e-05
Multi-Family with 2 - 4 Units	CA, 03724	1960s	0.314509	0.00068541	0.59464	0.0724384	0.00391759	0.013809	6	151	0.000108871
Multi-Family with 2 - 4 Units	CA, 03724	1970s	0.56535	0	0.379939	0	0.0547112	0	16	329	0.000237208
Multi-Family with 2 - 4 Units	CA, 03724	1980s	0.381514	0.000568711	0.552781	0.0454061	0.00449524	0.0152342	9	141	0.00010166
Multi-Family with 2 - 4 Units	CA, 03724	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	3	67	4.83068e-05
Multi-Family with 2 - 4 Units	CA, 03724	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	0	0	0
Multi-Family with 2 - 4 Units	CA, 03724	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	37	2.66769e-05
Multi-Family with 2 - 4 Units	CA, 03724	<1940	0.22255	0.000937785	0.699453	0.0569101	0.00583436	0.0143146	0	0	0
Multi-Family with 5+ Units	CA, 03724	1940s	0.337284	0.00137054	0.551069	0.0921662	0.00555776	0.0125522	7	105	7.5705e-05
Multi-Family with 5+ Units	CA, 03724	1950s	0.388334	0	0.560168	0.038886	0	0.0126117	84	1903	0.00137206
Multi-Family with 5+ Units	CA, 03724	1960s	0.575495	0	0.39493	0.0184567	0.00289082	0.00822771	189	4497	0.00324234
Multi-Family with 5+ Units	CA, 03724	1970s	0.528598	0	0.442314	0.0223336	0.00272361	0.00403094	385	9179	0.00661805
Multi-Family with 5+ Units	CA, 03724	1980s	0.532814	0	0.439093	0.0148725	0	0.01322	181	4236	0.00305415
Multi-Family with 5+ Units	CA, 03724	1990s	0.577049	0	0.412178	0.00468384	0	0.00608899	96	2135	0.00153933
Multi-Family with 5+ Units	CA, 03724	2000s	0.656355	0	0.316073	0.00941493	0	0.0181574	62	1487	0.00107213
Multi-Family with 5+ Units	CA, 03724	2010s	0.62	0	0.38	0	0	0	22	500	0.000360499
Multi-Family with 5+ Units	CA, 03724	<1940	0.869767	0	0.130233	0	0	0	10	215	0.000155015
Single-Family Attached	CA, 03724	1940s	0.208407	0.00054167	0.690339	0.0799157	0.00870541	0.0120908	7	164	0.000118244
Single-Family Attached	CA, 03724	1950s	0.573643	0	0.426357	0	0	0	12	258	0.000186018
Single-Family Attached	CA, 03724	1960s	0.359729	0.0248869	0.615385	0	0	0	23	442	0.000318681
Single-Family Attached	CA, 03724	1970s	0.298019	0	0.692506	0	0	0.00947459	69	1161	0.00083708
Single-Family Attached	CA, 03724	1980s	0.486196	0	0.496933	0	0	0.0168712	41	652	0.000470091
Single-Family Attached	CA, 03724	1990s	0.143541	0	0.779904	0	0	0.076555	11	209	0.000150689
Single-Family Attached	CA, 03724	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	7	154	0.000111034
Single-Family Attached	CA, 03724	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	1	29	2.0909e-05
Single-Family Attached	CA, 03724	<1940	0.232409	0.00100237	0.668846	0.0764595	0.0076343	0.0136485	5	59	4.25389e-05
Single-Family Detached	CA, 03724	1940s	0.259548	0	0.727462	0.0033775	0.00623539	0.0033775	194	3849	0.00277512
Single-Family Detached	CA, 03724	1950s	0.218458	0	0.75706	0.00244193	0.0126479	0.00939202	909	15971	0.0115151
Single-Family Detached	CA, 03724	1960s	0.21733	0.00141468	0.758267	0.0111406	0	0.0118479	296	5655	0.00407724
Single-Family Detached	CA, 03724	1970s	0.134961	0	0.85347	0.00471294	0	0.00685518	139	2334	0.00168281
Single-Family Detached	CA, 03724	1980s	0.198517	0.0107084	0.76112	0.00906096	0.00988468	0.0107084	72	1214	0.000875291
Single-Family Detached	CA, 03724	1990s	0.294268	0	0.661783	0.022293	0	0.0216561	84	1570	0.00113197
Single-Family Detached	CA, 03724	2000s	0.118774	0	0.8659	0	0	0.0153257	51	783	0.000564541
Single-Family Detached	CA, 03724	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	7	173	0.000124733
Single-Family Detached	CA, 03724	<1940	0.312195	0	0.687805	0	0	0	44	820	0.000591219
Mobile Home	CA, 03725	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03725	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03725	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03725	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	1	21	1.53282e-05
Mobile Home	CA, 03725	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	0	0	0
Mobile Home	CA, 03725	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	1	13	9.4889e-06
Mobile Home	CA, 03725	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	1	9	6.56922e-06
Mobile Home	CA, 03725	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03725	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	13	9.4889e-06
Multi-Family with 2 - 4 Units	CA, 03725	1940s	0.257133	0.00100602	0.66116	0.0642833	0.00314928	0.0132678	4	52	3.79556e-05
Multi-Family with 2 - 4 Units	CA, 03725	1950s	0.252543	0.000514998	0.666475	0.0621459	0.00411154	0.0142089	6	92	6.71523e-05
Multi-Family with 2 - 4 Units	CA, 03725	1960s	0.314509	0.00068541	0.59464	0.0724384	0.00391759	0.013809	4	51	3.72256e-05
Multi-Family with 2 - 4 Units	CA, 03725	1970s	0.376441	0.000294134	0.556915	0.0490744	0.00447175	0.012804	9	187	0.000136494
Multi-Family with 2 - 4 Units	CA, 03725	1980s	0.381514	0.000568711	0.552781	0.0454061	0.00449524	0.0152342	9	185	0.000135034
Multi-Family with 2 - 4 Units	CA, 03725	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	2	46	3.3576e-05
Multi-Family with 2 - 4 Units	CA, 03725	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	1	15	1.09487e-05
Multi-Family with 2 - 4 Units	CA, 03725	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	2	27	1.97077e-05
Multi-Family with 2 - 4 Units	CA, 03725	<1940	0.22255	0.000937785	0.699453	0.0569101	0.00583436	0.0143146	4	129	9.41589e-05
Multi-Family with 5+ Units	CA, 03725	1940s	0.667269	0	0.229656	0.103074	0	0	25	553	0.000403643
Multi-Family with 5+ Units	CA, 03725	1950s	0.592698	0	0.362236	0.040502	0	0.00456361	74	1753	0.00127954
Multi-Family with 5+ Units	CA, 03725	1960s	0.656303	0	0.290842	0.0463539	0	0.00650085	166	3538	0.00258244
Multi-Family with 5+ Units	CA, 03725	1970s	0.616093	0.0022593	0.340459	0.0354536	0	0.00573514	252	5754	0.00419993
Multi-Family with 5+ Units	CA, 03725	1980s	0.594016	0	0.392882	0.00885269	0	0.00424929	229	5648	0.00412255
Multi-Family with 5+ Units	CA, 03725	1990s	0.588736	0	0.396593	0	0	0.0146711	98	2113	0.00154231
Multi-Family with 5+ Units	CA, 03725	2000s	0.495017	0	0.469915	0.0199336	0	0.0151347	130	2709	0.00197734
Multi-Family with 5+ Units	CA, 03725	2010s	0.574493	0	0.425507	0	0	0	70	1725	0.0012591
Multi-Family with 5+ Units	CA, 03725	<1940	0.574627	0	0.370647	0.0323383	0	0.0223881	19	402	0.000293425
Single-Family Attached	CA, 03725	1940s	0.208407	0.00054167	0.690339	0.0799157	0.00870541	0.0120908	2	46	3.3576e-05
Single-Family Attached	CA, 03725	1950s	0.348837	0	0.651163	0	0	0	17	344	0.000251091
Single-Family Attached	CA, 03725	1960s	0.115016	0	0.833866	0.0511182	0	0	13	313	0.000228463
Single-Family Attached	CA, 03725	1970s	0.158605	0	0.841395	0	0	0	39	889	0.000648894
Single-Family Attached	CA, 03725	1980s	0.399758	0	0.576087	0.0144928	0	0.00966184	41	828	0.000604369
Single-Family Attached	CA, 03725	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	6	70	5.1094e-05
Single-Family Attached	CA, 03725	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	3	62	4.52547e-05
Single-Family Attached	CA, 03725	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	3	37	2.70068e-05
Single-Family Attached	CA, 03725	<1940	0.232409	0.00100237	0.668846	0.0764595	0.0076343	0.0136485	1	21	1.53282e-05
Single-Family Detached	CA, 03725	1940s	0.264723	0	0.714694	0.0102916	0	0.0102916	107	1749	0.00127662
Single-Family Detached	CA, 03725	1950s	0.130494	0.000836497	0.85387	0.00701371	0.000965189	0.00682067	948	15541	0.0113436
Single-Family Detached	CA, 03725	1960s	0.14704	0	0.841537	0.005919	0.0026999	0.00280374	550	9630	0.00702908
Single-Family Detached	CA, 03725	1970s	0.224314	0	0.768105	0	0.00313725	0.00444444	233	3825	0.00279193
Single-Family Detached	CA, 03725	1980s	0.140733	0	0.836472	0	0	0.0227948	131	2018	0.00147297
Single-Family Detached	CA, 03725	1990s	0.16589	0	0.808015	0	0.0130475	0.0130475	63	1073	0.0007832
Single-Family Detached	CA, 03725	2000s	0.269071	0	0.661581	0.00970874	0.0110957	0.0485437	44	721	0.000526268
Single-Family Detached	CA, 03725	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	6	84	6.13128e-05
Single-Family Detached	CA, 03725	<1940	0.17377	0	0.760656	0	0.0442623	0.0213115	36	610	0.000445249
Mobile Home	CA, 03726	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03726	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	4	88	1.04695e-05
Mobile Home	CA, 03726	1960s	0.185819	0	0.814181	0	0	0	13	409	4.86595e-05
Mobile Home	CA, 03726	1970s	0.128165	0	0.759494	0.0443038	0.0300633	0.0379747	28	632	7.51904e-05
Mobile Home	CA, 03726	1980s	0.116732	0	0.712062	0	0.0894942	0.0817121	13	257	3.05759e-05
Mobile Home	CA, 03726	1990s	0.381818	0	0.618182	0	0	0	11	220	2.61738e-05
Mobile Home	CA, 03726	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	7	180	2.1415e-05
Mobile Home	CA, 03726	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	2	41	4.87787e-06
