Dependency=Location Region,Dependency=Vintage,Dependency=Heating Fuel,Dependency=HVAC System Is Combined,"Option=AC, SEER 10","Option=AC, SEER 13","Option=AC, SEER 15","Option=AC, SEER 8",Option=None,"Option=Room AC, EER 9.8","Option=FIXME Room AC, EER 9.8, 20% Conditioned","Option=FIXME Room AC, EER 9.8, 30% Conditioned"
H3,1980s,None,No,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.0,0.142857142857,0.142857142857,0.142857142857
H3,1980s,Other Fuel,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,1980s,Propane/LPG,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,1990s,Fuel Oil,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,1990s,Fuel Oil,No,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.0,0.142857142857,0.142857142857,0.142857142857
H3,1990s,Natural Gas,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,1990s,None,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,1990s,None,No,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.0,0.142857142857,0.142857142857,0.142857142857
H3,1990s,Other Fuel,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,1990s,Propane/LPG,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,2000s,Electricity,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,2000s,Fuel Oil,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,2000s,Natural Gas,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,2000s,None,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,2000s,None,No,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.0,0.142857142857,0.142857142857,0.142857142857
H3,2000s,Other Fuel,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,2000s,Propane/LPG,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H3,2000s,Propane/LPG,No,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.0,0.142857142857,0.142857142857,0.142857142857
