utility,eiaid,name,label
"City of Washington, Utah (Utility Company)",20135,Residential,539f6f87ec4f024411eccf85
"Village of Arnold, Nebraska (Utility Company)",871,Residential service rate - Three phase,55e495855457a3cc558e8009
"City of Riverside, California (Utility Company)",16088,Domestic TOU- Medium Residence,539f6f88ec4f024411eccf8d
Granite State Electric Co (New Hampshire),26510,Domestic Service Rate D,539f6f88ec4f024411eccfad
Wise Electric Coop Inc,20948,Residential Service - Three Phase (Rate 514),539f6f88ec4f024411eccfc3
Los Alamos County,11204,Residential Time Of Use,539f6f88ec4f024411eccfc5
"City of Laurinburg, North Carolina (Utility Company)",10770,RESIDENTIAL SERVICE - Schedule JE,539f6f88ec4f024411eccfc9
"City of Sebewaing, Michigan (Utility Company)",16873,Residential RX,539f6f97ec4f024411eccfd5
"City of North Little Rock, Arkansas (Utility Company)",13718,Residential Service (RS),539f6f98ec4f024411ecd009
"City of Taunton, Massachusetts (Utility Company)",18488,Residential Service- Additional,539f6f98ec4f024411ecd00b
"Wheatland Rural Elec Assn, Inc",20506,Residential Service,539f6f98ec4f024411ecd031
Prentiss County Elec Pwr Assn,15334,Residential Multi-Phase,539f6f98ec4f024411ecd033
Dakota Energy Coop Inc,4720,Residential,539f6f98ec4f024411ecd04f
"Village of Pardeeville, Wisconsin (Utility Company)",14451,Rg-2 Residential Service Optional Time-of-Day Three Phase 7am-7pm,539f6f98ec4f024411ecd051
"Lower Yellowstone R E A, Inc",11272,Schedule AS - Annual Service,539f6f98ec4f024411ecd05f
"City of Hebron, Nebraska (Utility Company)",8375,Rural Residence,539f6f99ec4f024411ecd067
"Glacier Electric Coop, Inc",7262,Residential,539f6fa8ec4f024411ecd099
Vinton Public Power Auth,19869,Sec. 25-26.11.  Residential service,539f6fa8ec4f024411ecd0a3
"City of Tallahassee, Florida (Utility Company)",18445,Residential Three Phase Service,539f6fa8ec4f024411ecd0ab
"Bluebonnet Electric Coop, Inc",1892,Residential General Service,539f6fa8ec4f024411ecd0bf
"City of LaFollette, Tennessee (Utility Company)",10579,Residential Rate,5612a3d45457a3484635c495
"Rich Mountain Elec Coop, Inc (Oklahoma)",15811,Three Phase,539f6fa9ec4f024411ecd0db
"City of Dover, Ohio (Utility Company)",5336,Residential,539f6fa9ec4f024411ecd0f1
"Sumter Electric Coop, Inc",18304,General Service (Single Ph),539f6faaec4f024411ecd13b
Co-Mo Electric Coop Inc,4063,Residential Single-Phase Over 200 Amps,539f6faaec4f024411ecd147
"City of Camilla, Georgia (Utility Company)",2910,Residential Service,539f6faaec4f024411ecd14d
"City of Roodhouse, Illinois (Utility Company)",16269,RES: Residential Inside City Limits,539f6faaec4f024411ecd153
"City of Auburn, Indiana (Utility Company)",994,Schedule R-AES Residential Single Phase Electric,561820145457a3486a35c496
"NorVal Electric Cooperative, Inc",13749,Residential,539f6fbaec4f024411ecd1e1
Oncor Electric Delivery Company LLC,44372,Residential LSP POLR,539f6fbaec4f024411ecd1e3
Decatur County Rural E M C,4960,SCHEDULE SP: SINGLE PHASE ELECTRIC SERVICE,539f6fbbec4f024411ecd1f9
Atlantic Municipal Utilities,965,Rural Residential (Three Phase),55c2779a5457a3fd0ae28f8c
"Lighthouse Electric Coop, Inc",11014,Residential-Three Phase,539f6fbbec4f024411ecd207
"Holy Cross Electric Assn, Inc",8773,Residential - Large,539f6fbbec4f024411ecd217
"Village of Grafton, Ohio (Utility Company)",7445,Residential Rate,539f6fcaec4f024411ecd229
"City of Clewiston, Florida (Utility Company)",3774,Residential,539f6fcaec4f024411ecd23d
"City of Prescott, Arkansas (Utility Company)",15337,E-1 AE Residential Electric Rate,539f6fcaec4f024411ecd26d
"Rich Mountain Elec Coop, Inc (Oklahoma)",15811,Single Phase Rate-01,539f6fcaec4f024411ecd273
"City of Bellevue, Iowa (Utility Company)",1515,Rural Electric,539f6fcbec4f024411ecd2ad
"City of Spring Grove, Minnesota (Utility Company)",17823,Residential: Duel Fuel Energy,539f6fcbec4f024411ecd2bd
"Grand Valley Rrl Pwr Line, Inc",7563,"Sales for Resale, Schedule (60)-SR-1",5621189d5457a3bb24a988fe
"City of New Braunfels, Texas (Utility Company)",13418,Residential service,539f6fcbec4f024411ecd2e1
Bancroft Municipal Utilities,1172,Schedule 3,539f6fd9ec4f024411ecd2e9
"Broad River Electric Coop, Inc (North Carolina)",2212,Rate Code 16 Three-Phase,539f6fd9ec4f024411ecd301
"City of Douglas, Georgia (Utility Company)",5325,Residential,539f6fd9ec4f024411ecd309
"City of Petersburg, Alaska (Utility Company)",14856,Residential,539f6fdaec4f024411ecd337
Foley Board of Utilities,6491,Residential,56380a855457a3d97f1090ee
"City of Lampasas, Texas (Utility Company)",10656,"Residential, rural",539f6fdaec4f024411ecd355
Greenwood Utilities Comm,7651,Residential - Three Phase,539f6fdaec4f024411ecd35d
Freeborn-Mower Coop Services,6782,Farm and Residential,539f6fdaec4f024411ecd367
New Ulm Public Utilities Comm,13488,WHOLE HOUSE HEATING RATE,539f6fdaec4f024411ecd36f
Kansas City Power & Light Co (Missouri),10000,Residential Schedule R General Use and Space Heat - 2 Meters,578eb2885457a34861f1f983
"City of Wilson, North Carolina (Utility Company)",20785,Residential Electric Rate (RES-92),539f6fdaec4f024411ecd377
"Village of Mt Horeb, Wisconsin (Utility Company)",13036,Rg-2 Residential Service Optional Time-of-Day Single Phase 7am-7pm,539f6fdbec4f024411ecd38d
"City of Quincy, Florida (Utility Company)",15566,Residential Electric Service Rate,539f6fdbec4f024411ecd38f
"City of Anaheim, California (Utility Company)",590,Residential- Schedule DSM Rate B,539f6febec4f024411ecd3eb
"City of Harbor Springs, Michigan (Utility Company)",8083,Residential Senior Citizen Inside City,539f6febec4f024411ecd3ef
"Alaska Village Elec Coop, Inc",221,Residential Rate: Marshall Village,539f6febec4f024411ecd3fd
Suwannee Valley Elec Coop Inc,18360,Pre-Paid Residential,539f6febec4f024411ecd413
"City of Auburn, Indiana (Utility Company)",994,Schedule R Residential Single Phase Electric,561819a05457a3406a35c496
Pickwick Electric Coop,15016,RESIDENTIAL RATES,539f6febec4f024411ecd433
"City of Livingston, Texas (Utility Company)",11097,Residential,539f6fecec4f024411ecd449
"Village of Belmont, Wisconsin (Utility Company)",1522,Rg-1 Residential Service Single Phase,539f6fecec4f024411ecd44f
"City of Alexandria, Louisiana (Utility Company)",298,Residential (Inside City) (Single Phase),539f6fecec4f024411ecd45f
"City of Fonda, Iowa (Utility Company)",6496,Residential,539f6ffcec4f024411ecd483
"Midwest Electric, Inc",12515,Residential Rate,539f6ffdec4f024411ecd4dd
"City of Acworth, Georgia (Utility Company)",308,Residential Service - RS,539f6ffdec4f024411ecd4e1
"City of Center, Colorado (Utility Company)",3227,Residential,539f6ffdec4f024411ecd4e9
"City of Hominy, Oklahoma (Utility Company)",8799,Residential Rate,539f6ffdec4f024411ecd4ed
"City of Burt, Iowa (Utility Company)",2600,Residential Electric,539f6ffdec4f024411ecd503
"Village of Clinton, Michigan (Utility Company)",3813,Village Residential,539f6ffdec4f024411ecd521
"City of Akron, Iowa (Utility Company)",182,Residential,539f700dec4f024411ecd555
Alaska Electric Light&Power Co,213,General Residential,539f700dec4f024411ecd56b
"City of Ansley, Nebraska (Utility Company)",695,Residential Service,539f700eec4f024411ecd597
"City of Lodi, Wisconsin (Utility Company)",11125,Rg-2 Residential Service Optional Time-of-Day Single Phase 9am-9pm,539f700eec4f024411ecd5a9
"City of Stilwell, Oklahoma (Utility Company)",18126,Multi-Unit Residential with Separate Meters,539f700eec4f024411ecd5af
Oklahoma Gas & Electric Co (Arkansas),14063,Residential Service TOU (R-TOU),539f700eec4f024411ecd5f7
"City of Seattle, Washington (Utility Company)",16868,Schedule RSS-Residential: Suburban,58cacdf95457a33c07a6d668
"City of Bushnell, Florida (Utility Company)",2633,Residential: Single Phase,539f701dec4f024411ecd611
"City of Richland, Washington (Utility Company)",15979,Schedule 10: General Residential - Multi Phase,539f701dec4f024411ecd617
Three Rivers Electric Coop,16751,Residential,539f701dec4f024411ecd637
"City of Stilwell, Oklahoma (Utility Company)",18126,Senior Citizen Electric Rate,539f701dec4f024411ecd649
"City of Bangor, Wisconsin (Utility Company)",1181,Rg-2 Optional Time-of-Day Three Phase (7:00am-7:00pm),539f701dec4f024411ecd64b
Jackson Purchase Energy Corporation,9605,Schedule R-Residential,539f701dec4f024411ecd655
"Town of Selma, North Carolina (Utility Company)",16914,RESIDENTIAL - THREE PHASE,555f62c75457a375638b4567
"Cotton Electric Coop, Inc",4401,General Service High Density-Single Phase,539f701eec4f024411ecd667
Proctor Public Utilities Comm,15460,Residential Electric,539f701eec4f024411ecd6b1
"Town of Concord, Massachusetts (Utility Company)",4147,RATE R-1 SGM SINGLE PHASE (SMART GRID METER),539f701eec4f024411ecd6bf
"Town of South Hadley, Massachusetts (Utility Company)",17560,RESIDENTIAL SERVICE SCHEDULE R1,539f702eec4f024411ecd6d7
"Village of Brainard, Nebraska (Utility Company)",2120,Residential,539f702eec4f024411ecd715
"City of St Marys, Ohio (Utility Company)",17891,GP-General Power Rates,539f703eec4f024411ecd7b3
"Doniphan Elec Coop Assn, Inc",5334,Residential Service (R-90),539f703eec4f024411ecd7c3
"City of College Station, Texas (Utility Company)",3940,Residential- Schedule R,539f703eec4f024411ecd7db
"City of Lindsborg, Kansas (Utility Company)",11040,Residential,539f703fec4f024411ecd811
"City of Lodgepole, Nebraska (Utility Company)",11122,Residential Rate,539f703fec4f024411ecd817
"City of Wauchula, Florida (Utility Company)",20209,Residential,539f703fec4f024411ecd821
New Castle Municipal Serv Comm,13424,Residential Service,55c227cd5457a39013e28f8a
Planters Electric Member Corp,14649,Schedule 1 - Home Energy Partner Service,539f704fec4f024411ecd87b
"City of Key West, Florida (Utility Company)",10226,Residential (R-110),539f7050ec4f024411ecd8f7
Craig-Botetourt Electric Coop,4471,SCHEDULE RS-10-U-Retail Access,539f7050ec4f024411ecd923
"City of Belleville, Kansas (Utility Company)",1512,City Residential Rate (CRR),539f705fec4f024411ecd93b
"Medina Electric Coop, Inc",12268,Residential General Service (Primary Metered),539f705fec4f024411ecd957
Southwest Iowa Rural Elec Coop,49986,Residential 0-50 kVa,539f705fec4f024411ecd963
"City of Baudette, Minnesota (Utility Company)",1353,Rate 1 Residential,539f705fec4f024411ecd983
"Bon Homme Yankton El Assn, Inc",1898,Rural Residential Single-Phase,539f705fec4f024411ecd9a3
Alger-Delta Coop Electric Assn,305,Schedule A- Farm & Home,539f7060ec4f024411ecd9eb
"City of Grove City, Minnesota (Utility Company)",7732,small single phase,539f706fec4f024411ecd9fd
"City of Stoughton, Wisconsin (Utility Company)",18181,Residential TOU 2 Single Phase,5582d0935457a3c45f6c88a3
"City of Sabetha, Kansas (Utility Company)",16518,Residential,539f7070ec4f024411ecda6b
Electrical Dist No5 Pinal Cnty,15050,Residential Underground,539f7080ec4f024411ecdac9
"City of Union City, Tennessee (Utility Company)",19430,Residential,539f7080ec4f024411ecdae5
"City of Cairo, Georgia (Utility Company)",2773,Residential Electric Rates,539f7080ec4f024411ecdae7
Lafayette Public Power Auth,11235,Residential non-city service: R-1-O,558d77fc5457a32c248b456a
"City of Tupelo, Mississippi (Utility Company)",19273,Residential Service,539f7081ec4f024411ecdb0d
City & Borough of Sitka (Utility Company),17271,Residential,539f7081ec4f024411ecdb0f
"Town of Concord, Massachusetts (Utility Company)",4147,RATE R-6 RESIDENTIAL SERVICE (NET METERING RATE) - 7kW and 10kW AC,539f7081ec4f024411ecdb35
"City of Mendon, Ohio (Utility Company)",12302,Residential Rate,539f7081ec4f024411ecdb3b
C & L Electric Coop Corp,2678,Residential,539f7081ec4f024411ecdb4b
Cape Hatteras Elec Member Corp,2982,Schedule A - RESIDENTIAL SERVICE,539f7081ec4f024411ecdb55
Kissimmee Utility Authority,10376,RESIDENTIAL SERVICE- THREE PHASE,539f7081ec4f024411ecdb59
"Consumers Power, Inc",4743,Residential Single-Phase,539f7081ec4f024411ecdb5f
"Sullivan County R E C, Inc",40291,Residential Electric Service - Rate 1,539f7082ec4f024411ecdb63
"Village of Marshallville, Ohio (Utility Company)",11739,Residential Service,539f7091ec4f024411ecdba3
Coldwater Board of Public Util,3915,Rate A - Residential Service,539f7092ec4f024411ecdbff
Volunteer Electric Coop,19898,Residential,539f7092ec4f024411ecdc03
"City of Bangor, Wisconsin (Utility Company)",1181,Rg-2 Optional Time-of-Day Single Phase (9:00am-9:00pm),539f7092ec4f024411ecdc1f
"City of Elbow Lake, Minnesota (Utility Company)",5732,Residential Rate,539f70a1ec4f024411ecdc69
"City of Sturgis, Michigan (Utility Company)",18252,Residential Rural Service,539f70a1ec4f024411ecdc6b
"City of Mt Pleasant, Tennessee (Utility Company)",13039,Residential,559457b95457a3ef58ce826c
Shakopee Public Utilities Comm,16971,Residential service rate,539f70a1ec4f024411ecdc77
"City of Crane, Missouri (Utility Company)",4483,Schedule A- Residential,539f70a1ec4f024411ecdc79
"City of Estherville, Iowa (Utility Company)",5998,RESIDENTIAL ELECTRIC,539f70a2ec4f024411ecdca3
"City of Alexandria, Louisiana (Utility Company)",298,Residential (Outside City) (Single Phase),539f70a2ec4f024411ecdcd7
"Borough of Quakertown, Pennsylvania (Utility Company)",15541,Residential General Electric,539f70a2ec4f024411ecdcd9
"Alaska Village Elec Coop, Inc",221,Residential Rate: St. Marys Village,539f70a3ec4f024411ecdceb
"Northfork Electric Coop, Inc",13838,Residential,539f70b2ec4f024411ecdd0b
"City of Bristol, Tennessee (Utility Company)",2247,Residential,539f70b2ec4f024411ecdd25
"City of Batavia, Illinois (Utility Company)",1325,Residential,539f70b2ec4f024411ecdd31
"Northern Lights, Inc (Washington)",13758,"Rate Schedule 1, Single Phase",539f70b3ec4f024411ecdd77
"City of Menasha, Wisconsin (Utility Company)",12298,Rg-2 Residential Service Optional Time-of-Day Single Phase 7am-7pm,539f70b3ec4f024411ecdda1
Gibson Electric Members Corp,7174,Residential rates,539f70b4ec4f024411ecddb1
"City of Niles, Ohio (Utility Company)",13602,Residential Single phase secondary service rate A (outside city rate),539f70b4ec4f024411ecddb7
Rutherford Elec Member Corp,16496,Residential Service (Rate E),539f70b4ec4f024411ecddc3
"City of Biggs, California (Utility Company)",1702,Residential - City,539f70c3ec4f024411ecddef
"Village of Philadelphia, New York (Utility Company)",14945,Residential,539f70c3ec4f024411ecddf1
Lincoln County Power Dist No 1,11021,RESIDENTIAL SERVICE - RURAL,539f70c3ec4f024411ecddfb
New London Municipal Utilities,13468,Rural Resident and Farm,539f70c3ec4f024411ecde0d
Duck River Elec Member Corp,5399,RS,539f70c3ec4f024411ecde33
Norris Public Power District,13664,SCHEDULE 1 - FARM AND RURAL RESIDENTIAL,539f70c4ec4f024411ecde37
Hartford Electric,8212,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,539f70c4ec4f024411ecde95
Tatitlek Electric Utility,18480,Cost of Electricity - Residential,539f70d4ec4f024411ecde9b
Wellton-Mohawk Irr & Drain Dist,25060,Residential Service,539f70d4ec4f024411ecdea3
"City of Springfield, Illinois (Utility Company)",17828,Regular Residential- Southern View Senior Citizen (Rate 32),539f70d4ec4f024411ecdea7
"Village of Baraga, Michigan (Utility Company)",1196,General Service Residential,539f70d4ec4f024411ecded9
"City of Lake View, Iowa (Utility Company)",10617,Rural Service,539f70d4ec4f024411ecdeef
"City of Rising Sun, Indiana (Utility Company)",16068,Residential,539f70d5ec4f024411ecdf2b
"Sumter Electric Coop, Inc",18304,General Service/Time-of-Day (Single Ph),539f70d5ec4f024411ecdf31
Empire District Electric Co (Oklahoma),5860,Residential General Service: Schedule RG,539f70d6ec4f024411ecdf5d
"Borough of Middletown, Pennsylvania (Utility Company)",12474,PACE Rate (Rate P),539f70e4ec4f024411ecdf73
"City of Luling, Texas (Utility Company)",11316,Residential,539f70e4ec4f024411ecdf8f
"Medina Electric Coop, Inc",12268,Residential General Service (Primary Metered & Primary Voltage),539f70e4ec4f024411ecdf91
Columbus Southern Power Co,4062,Residential Service: SCHEDULE R-R,539f70e5ec4f024411ecdf9f
PUD No 1 of Pend Oreille Cnty,14653,Tribal Secondary Meters Service,539f70e5ec4f024411ecdfb1
"City of Menasha, Wisconsin (Utility Company)",12298,Rg-1 Residential Service Three Phase,539f70e5ec4f024411ecdfb3
"City of Pawnee, Oklahoma (Utility Company)",14583,Residential-city,539f70e5ec4f024411ecdfc9
"Mohave Electric Cooperative, Inc",21538,Rate PRS (Optional Prepay),539f70e5ec4f024411ecdfcf
"City of Seguin, Texas (Utility Company)",16900,"Residental Service, Outside City Limits",539f70e5ec4f024411ecdfeb
"Bluebonnet Electric Coop, Inc",1892,Green Energy General Service,539f70e5ec4f024411ecdffb
"Town of Concord, Massachusetts (Utility Company)",4147,RATE R-1 RESIDENTIAL SERVICE - FARM (THREE PHASE),539f70e6ec4f024411ece001
"Central Florida Elec Coop, Inc",3245,Rate Schedule RST Three Phase- Residential Time of Use Service,539f70e6ec4f024411ece011
"City of Cuba City, Wisconsin (Utility Company)",4607,Rg-1 Residential Service Single Phase,539f70e6ec4f024411ece01b
"City of Seward, Kansas (Utility Company)",16699,Residential,539f70f5ec4f024411ece03b
Tuntutuliak Comm Services Assn,19267,Residential,539f70f5ec4f024411ece03f
"La Plata Electric Assn, Inc",10539,Residential Time of Use: Pre-Paid Metering,539f70f5ec4f024411ece045
Juneau Utility Comm,9936,Rg-2 Residential Optional Time-of-Day Service Three Phase 8am-8pm,539f70f5ec4f024411ece051
Grayson Rural Electric Coop Corp,7558,Schedule 15- Residential Demand & Energy Rate,539f70f5ec4f024411ece053
"City of Hogansville, Georgia (Utility Company)",8698,Residential,539f70f5ec4f024411ece057
Upson Elec Member Corp,19581,"Rate 1,6 - Residental Service",539f70f5ec4f024411ece06b
"City of Anaheim, California (Utility Company)",590,Residential- Schedule DSMS Rate B,539f70f6ec4f024411ece0b9
Tahlequah Public Works Auth,18433,Residential,539f70f6ec4f024411ece0d3
"City of Columbia, Missouri (Utility Company)",4045,Residential Heat Pump Rate,539f7106ec4f024411ece101
"Village of Belmont, Wisconsin (Utility Company)",1522,Rg-1 Residential Service Three Phase,539f7106ec4f024411ece12f
Three Notch Elec Member Corp,18499,"RESIDENTIAL SERVICE SCHEDULE ""R-14"" (Three-Phase)",539f7106ec4f024411ece13d
"City of Anaheim, California (Utility Company)",590,Residential- Schedule DSMS Rate D,539f7106ec4f024411ece15d
Fall River Rural Elec Coop Inc (Montana),6169,Small General Service Rate,539f7106ec4f024411ece161
"Borough of Smethport, Pennsylvania (Utility Company)",17337,Residential Rate,539f7107ec4f024411ece167
South Carolina Electric&Gas Co,17539,2 (Low Use Residential Service),56e9811a5457a3d726544164
"City of Thorntown, Indiana (Utility Company)",18887,Residential,539f7107ec4f024411ece177
Northern Wasco County PUD,13788,Residential,5602b7d95457a30813f9764c
"Broad River Electric Coop, Inc (North Carolina)",2212,"Rate Codes 10, 410, and 710 Single-Phase",539f7107ec4f024411ece181
"City of Coffeyville, Kansas (Utility Company)",3892,Residential Urban Domestic Service Single Phase,539f7116ec4f024411ece1e7
"Lower Yellowstone R E A, Inc",11272,Schedule A - Residential,539f7116ec4f024411ece1fb
"Lane-Scott Electric Coop, Inc",10728,Lane-Scott Native - Residential Service,539f7117ec4f024411ece221
"Borough of Olyphant, Pennsylvania (Utility Company)",14124,Residential Rate,539f7117ec4f024411ece239
"City of Pioche, Nevada (Utility Company)",15075,Residential Power,539f7117ec4f024411ece24d
Brodhead Water & Lighting Comm,2273,Residential - RG-1 - Three Phase,539f712aec4f024411ece2c3
"Village of Hyde Park, Vermont (Utility Company)",9144,Residential (RS),539f712aec4f024411ece301
Kingsport Power Co (Tennessee),10331,Residential Electric Service,539f712aec4f024411ece305
"Village of Talmage, Nebraska (Utility Company)",18428,Residential Service,539f712aec4f024411ece309
"Alaska Village Elec Coop, Inc",221,Residential Rate: Selawik Village,539f713aec4f024411ece34b
"City of Yoakum, Texas (Utility Company)",21108,Residential Rate,539f713aec4f024411ece36d
"Town of Lucama, North Carolina (Utility Company)",11205,Residential,539f713aec4f024411ece37d
"Alaska Village Elec Coop, Inc",221,Residential Rate: Mekoryuk Village,539f713aec4f024411ece383
"City of Menasha, Wisconsin (Utility Company)",12298,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,539f713aec4f024411ece385
"Town of Estes Park, Colorado (Utility Company)",5997,RESIDENTIAL ENERGY BASIC TIME-OF-DAY,539f713bec4f024411ece3bf
"City of Kiel, Wisconsin (Utility Company)",10243,Rg-2 Residential Service Optional Time-of-Day Single Phase 9am-9pm,539f714eec4f024411ece41b
"City of Columbus, Wisconsin (Utility Company)",4073,Rg-2 Residential Service Optional Time-of-Day 7am-7pm,55b254305457a3bc1a912351
Osage Valley Elec Coop Assn,14192,Residential,556f10945457a30419db22a2
"Town of Pikeville, North Carolina (Utility Company)",15046,RESIDENTIAL,539f714fec4f024411ece46f
West River Electric Assn Inc,20401,Rural and Urban Residential,539f714fec4f024411ece4b3
Los Alamos County,11204,Residential,539f714fec4f024411ece4b7
Rice Lake Utilities,15938,Rg-2 Residential Service Optional Time-of-Day,539f7160ec4f024411ece4e1
"Village of Bartley, Nebraska (Utility Company)",1326,Three Phase,539f7161ec4f024411ece4e7
"Village of Versailles, Ohio (Utility Company)",19805,Residential-Outside Village Limits,539f7161ec4f024411ece4eb
Jefferson Utilities,9690,Rg-1 Residential Service Three Phase,55b0ffe75457a30d6791234d
"City of Harbor Springs, Michigan (Utility Company)",8083,Residential Senior Citizen Outside City,539f7161ec4f024411ece511
"Alaska Village Elec Coop, Inc",221,Residential Rate: Elim Village,539f7162ec4f024411ece54b
"City of Maquoketa, Iowa (Utility Company)",11611,RESIDENTIAL,539f7162ec4f024411ece559
"City of Kiel, Wisconsin (Utility Company)",10243,Rg-2 Residential Service Optional Time-of-Day Single Phase 8am-8pm,539f7162ec4f024411ece593
"Gulf Coast Electric Coop, Inc",7785,Schedule A Residential Service,539f7171ec4f024411ece5c5
Central Missouri Elec Coop Inc,3268,Residential Single-Phase,539f7171ec4f024411ece5cb
"City of Gridley, California (Utility Company)",7677,Residential,539f7171ec4f024411ece5d3
"Town of Wheatland, Wyoming (Utility Company)",20512,Home Heating Time-of-Day,539f7171ec4f024411ece5e1
"Borough of Royalton, Pennsylvania (Utility Company)",16375,Electric Rate,539f7171ec4f024411ece5ef
Cobb Electric Membership Corp,3916,Residentail Service R-12-TOU: Rate 12T,539f7171ec4f024411ece5f3
"Borough of Kutztown, Pennsylvania (Utility Company)",10494,GENERAL RESIDENTIAL SERVICE,539f7171ec4f024411ece609
"City of Ashland, Oregon (Utility Company)",907,Residential Three Phase-Service,539f7171ec4f024411ece61d
"City of Cabool, Missouri (Utility Company)",2726,Residential,539f7172ec4f024411ece62d
"City of David City, Nebraska (Utility Company)",4836,Residential,539f7172ec4f024411ece64d
Southern California Edison Co,17609,Domestic Service: D - Baseline Region 13,586bde525457a312661c9605
"Washington-St Tammany E C, Inc",21567,Farm and House,539f7180ec4f024411ece665
Waverly Municipal Elec Utility,20214,Residential Service,539f7180ec4f024411ece679
Lake Mills Light & Water,10605,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,55b009255457a3607d91234d
Delaware Electric Cooperative,5070,Residential Time-of-Use,539f7181ec4f024411ece6a9
"City of New Holstein, Wisconsin (Utility Company)",13448,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,539f7181ec4f024411ece6b9
Central Wisconsin Elec Coop,3293,Time of Day,539f7181ec4f024411ece6cf
"City of Peru, Indiana (Utility Company)",14839,Residential w/in City Corp limits,539f7181ec4f024411ece6d3
Perennial Public Power Dist,21111,FARM AND RURAL RESIDENTIAL Single Phase,539f7181ec4f024411ece6df
"City of Springfield, Oregon (Utility Company)",17839,Residential R-1,539f7182ec4f024411ece717
"Town of Ayden, North Carolina (Utility Company)",1036,Residential Single Phase,539f7192ec4f024411ece743
"City of Berea Municipal Utility, Kentucky",49998,Residential Electric Rate,539f7192ec4f024411ece747
Hustisford Utilities,9124,Rg-2 Residential Service Optional Time-of-Day,539f7193ec4f024411ece7a7
Union Electric Membership Corp,19435,General Service,539f7194ec4f024411ece7d5
Lincoln County Power Dist No 1,11021,RESIDENTIAL SERVICE - URBAN SYSTEM,539f7194ec4f024411ece7e5
Salem City Corporation (Utility Company),16557,Residential,539f71a3ec4f024411ece811
"City of Henning, Minnesota (Utility Company)",8459,Residential Electric,539f71a3ec4f024411ece813
"City of Carthage, Missouri (Utility Company)",3113,Residential,539f71a3ec4f024411ece833
"Kit Carson Electric Coop, Inc",10378,Optional Time-Of-Use Residential Service,539f71a3ec4f024411ece83d
"City of Holly Springs, Mississippi (Utility Company)",8748,Residential,55e47a625457a33c5f8e8008
"City of Wathena, Kansas (Utility Company)",20192,Residential,539f71a4ec4f024411ece877
"City of Cavalier, North Dakota (Utility Company)",3186,Residential,539f71a4ec4f024411ece885
Adams Electric Cooperative Inc,40220,Rate Schedule T-1 TOD,539f71a4ec4f024411ece8a7
"City of Cascade Locks, Oregon (Utility Company)",3136,Residential City,539f71b4ec4f024411ece8fd
"City of Greenfield, Indiana (Utility Company)",7627,RESIDENTIAL SERVICE (RS),539f71b4ec4f024411ece903
"City of Edgar, Nebraska (Utility Company)",5650,Residential Service Rate,539f71b4ec4f024411ece91d
Juneau Utility Comm,9936,Rg-1 Residential Service Three Phase,539f71b5ec4f024411ece96d
Hyrum City Corporation (Utility Company),9163,Residential: Blacksmith Fork Canyon,539f71b5ec4f024411ece96f
"High West Energy, Inc (Wyoming)",27058,Residential Time-of-Day,539f71b5ec4f024411ece971
"City of Lafayette, Louisiana (Utility Company)",9096,Residential Service (Non-City rates): Schedule R-1-0,539f71c3ec4f024411ece981
"City of Marshall, Michigan (Utility Company)",11713,"Residential Service Rate-Life Support ""LS""",539f71c3ec4f024411ece983
"City of Electra, Texas (Utility Company)",5744,Residential,539f71c4ec4f024411ece995
"City of Collins, Mississippi (Utility Company)",3957,General Residential,539f71c4ec4f024411ece9b3
Prince George Electric Coop,15410,SCHEDULE R-TOU-1 RESIDENTIAL SERVICE Single Phase,539f71c4ec4f024411ece9cf
"City of Princeton, Wisconsin (Utility Company)",15385,Rg-1 Residential Service,539f71c4ec4f024411ece9d5
"City of Holland, Michigan (Utility Company)",8723,Residential Rate A,539f71c4ec4f024411ece9eb
Fairmont Public Utilities Comm,6151,Residential Heat,55ba42a65457a3b47d995e95
Sequachee Valley Electric Coop,16930,PAY-Go (Pre-Paid Metering),539f71c5ec4f024411ecea15
"City of Ottawa, Kansas (Utility Company)",14229,GS-SR General Service Small Rural,539f71c5ec4f024411ecea2b
Salmon River Electric Coop Inc,16565,Single Phase Residential (0-200 Amperage),539f71d5ec4f024411ecea49
Progress Energy Carolinas Inc,3046,Residential Time of Use (R-TOU-36) Single Phase,56cba59b5457a38946fd6d3a
"City of Chanute, Kansas (Utility Company)",3355,Residential Single Phase,539f71d6ec4f024411eceabb
"Village of Churchville, New York (Utility Company)",3525,Residential 1,539f71d6ec4f024411eceabf
South Plains Electric Coop Inc,17561,Residential General Services,539f71d7ec4f024411eceac7
"Poudre Valley R E A, Inc",15257,A - Farm & Residential,539f71d7ec4f024411ecead7
"City of Russell, Kansas (Utility Company)",16440,Residential- Rural,539f71e8ec4f024411eceb05
"City of Windom, Minnesota (Utility Company)",20806,Residential Electricity,539f71e8ec4f024411eceb0f
"City of Biggs, California (Utility Company)",1702,Residential - Outside City,539f71e9ec4f024411eceb43
Bolivar Energy Authority,1936,Residential Rates,560db0bc5457a3513b8b456a
North Central Public Pwr Dist,13698,1- Single Phase Farm Residential,539f71eaec4f024411eceb9f
