Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle,Energystar Climate Zone 2023,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Generation And Emissions Assessment Region,Radiant Barrier,Range Spot Vent Hour,Solar Hot Water,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Heating Fuel,HVAC Heating Type,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Dishwasher,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows,Infiltration Reduction
12571,3A,Hour4,"G3701790, G37005400",No,None,In another census Place,"NC, Union County",Non-CBSA South Atlantic,3A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Charlotte-Concord-Gastonia, NC-SC MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"NC, 05400",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setup -3h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",97,SRVCc,No,Hour16,None,NC,South Atlantic,South Atlantic,South,Others,100% CFL,CR09,106%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,2000s,None,None,None,0%,Natural Gas,Ducted Heating,2000-09,Slab,None,75F,None,None,None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,72F,No,0F,None,200000+,140000+,150000+,4000+,4,4000+,2,None,None,None,Single-Family Detached,2,None,3 Car,"Single-Family Detached, Slab, No Attic, 3 Car Garage",Garage,"30% Leakage to Outside, R-8",<8,Wood Frame,"Vinyl, Light",None,6 ACH50,None,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, R-11",5,150%+,400%+,Yes,Electric,Standard,Electric Induction,318 Rated kWh,No,EF 17.6,None,None,None,None,None,EF 19.9,"Metal, Dark",150%+,Electricity,Electric Tankless,Yes,Garage,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",0%
12695,8AK,Hour6,"G0200900, G02000300",No,None,In another census Place,"AK, Fairbanks North Star Borough",Non-CBSA Pacific,8AK,Subarctic,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Fairbanks, AK MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",Northwest,None,"AK, 00300",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,None,None,No,Hour17,None,AK,Pacific,Pacific,West,AK,100% Incandescent,CRAK,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1970s,None,None,None,0%,Fuel Oil,Ducted Heating,1960-79,Vented Crawlspace,None,70F,None,None,None,Yes,"Fuel Furnace, 80% AFUE",No,None,Fuel Oil Fuel Furnace,None,None,None,None,None,70F,Yes,6F,Night +5h,30000-34999,20000-39999,20000-39999,1500-1999,3,1500-2499,2,None,None,None,Single-Family Detached,2,Vented Attic,2 Car,"Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",None,5 ACH50,R-38,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-11",1,30-60%,200-300%,Yes,Electric,Standard,Electric Resistance,None,No,None,None,None,None,None,None,EF 6.7,"Asphalt Shingles, Medium",30-60%,Fuel Oil,Fuel Oil Standard,Yes,Garage,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",0%
12698,5A,Hour1,"G1800170, G18001300",No,None,Not in a census Place,"IN, Cass County",Non-CBSA East North Central,5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Logansport, IN MicroSA",Non-Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"IN, 01300",Mobile Home,None,None,Mobile Home,Yes,2F,Night Setback +2h,Not Applicable,Left/Right at 15ft,Not/partially in metro area,105,RFCWc,No,Hour18,None,IN,East North Central,East North Central,Midwest,Others,100% Incandescent,CR04,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1990s,None,None,None,0%,Natural Gas,Ducted Heating,1980-99,Ambient,Room AC,72F,None,"Room AC, EER 10.7",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,<10000,<20000,<20000,750-999,3,0-1499,1,None,None,None,Mobile Home,1,None,None,"Mobile Home, Ambient, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",20% Conditioned,20 ACH50,None,Ceiling R-13,None,None,"Finished, R-19",None,"Wood Stud, R-15",1,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,None,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",30-60%,Electricity,Electric Standard,Yes,Living Space,F9 B9 L9 R9,"Single, Clear, Metal",0%
12735,4A,Hour17,"G3600470, G36004004",No,None,"NY, New York","NY, Kings County","CBSA New York-Newark-Jersey City, NY-NJ-PA",4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,None,North-Central,1.4,No,No,No Exterior Use,Uninsulated,NYISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"New York-Newark-Jersey City, NY-NJ-PA MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"NY, 04004",50 or more Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,27,"In metro area, principal city",127,NYSTc,None,Hour8,None,NY,Middle Atlantic,Middle Atlantic,Northeast,Others,100% CFL,CR07,89%,High,120% Usage,120% Usage,120% Usage,120% Usage,110% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Renter,1950s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1940-59,Vented Crawlspace,Room AC,68F,Heating Only,"Room AC, EER 10.7",None,No,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,78F,No,0F,None,10000-14999,<20000,<20000,500-749,1,0-1499,15,Middle,116,Right,"Multifamily with 5+ units, 8+ stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage",None,None,8+,Steel Frame,"Aluminum, Light",60% Conditioned,50 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",None,"Wood Stud, Uninsulated",1,0-30%,100-150%,None,None,None,Gas,None,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Natural Gas,Natural Gas Premium,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Single, Clear, Metal",0%
12913,3B,Hour9,"G0600190, G06001902",No,13,"CA, Fresno","CA, Fresno County",Non-CBSA Pacific,3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.4,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Fresno, CA MSA",Metropolitan,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",West,None,"CA, 01902",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",9,CAMXc,No,Hour12,None,CA,Pacific,Pacific,West,Others,100% CFL,CR11,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1960s,None,None,None,0%,Natural Gas,Ducted Heating,1960-79,Slab,Central AC,72F,None,"AC, SEER 13",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,70F,No,0F,None,100000-119999,100000-119999,100000-149999,1500-1999,2,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Slab, Vented Attic, No Garage",Attic,"20% Leakage to Outside, R-4",<8,Wood Frame,"Stucco, Light",100% Conditioned,7 ACH50,R-30,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",1,150%+,400%+,Yes,Gas,Standard,Gas,290 Rated kWh,No,None,None,None,None,None,None,EF 17.6,Composition Shingles,150%+,Natural Gas,Natural Gas Premium,Yes,Outside,F6 B6 L6 R6,"Single, Clear, Non-metal",0%
13041,5A,Hour2,"G1800890, G18000103",No,None,In another census Place,"IN, Lake County","CBSA Chicago-Naperville-Elgin, IL-IN-WI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Chicago-Naperville-Elgin, IL-IN-WI MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"IN, 00103",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",105,RFCWc,No,Hour14,None,IN,East North Central,East North Central,Midwest,Others,100% Incandescent,CR04,85%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1960s,None,None,None,0%,Natural Gas,Ducted Heating,1960-79,Vented Crawlspace,Central AC,75F,None,"AC, SEER 13",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,80000-99999,80000-99999,60000-99999,3000-3999,4,2500-3999,3,None,None,None,Single-Family Detached,3,None,2 Car,"Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage",Crawlspace,"30% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,8 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",None,"Wood Stud, Uninsulated",1,150%+,400%+,Yes,Electric,EnergyStar,Electric Resistance,290 Rated kWh,No,None,None,None,None,None,None,EF 10.5,Wood Shingles,150%+,Natural Gas,Natural Gas Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",0%
13084,5A,Hour17,"G3300150, G33001000",No,None,Not in a census Place,"NH, Rockingham County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,No,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"NH, 01000",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",130,NEWEc,No,Hour7,None,NH,New England,New England,Northeast,Others,100% CFL,CR03,99%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1950s,None,None,None,0%,Fuel Oil,Non-Ducted Heating,1940-59,Heated Basement,None,75F,None,None,None,No,"Fuel Boiler, 80% AFUE",No,None,Fuel Oil Fuel Boiler,None,None,None,None,None,68F,No,0F,None,80000-99999,80000-99999,60000-99999,1500-1999,3,1500-2499,2,None,None,None,Single-Family Detached,2,None,1 Car,"Single-Family Detached, Heated Basement, No Attic, 1 Car Garage",None,None,<8,Wood Frame,"Wood, Medium/Dark",None,20 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",None,"Wood Stud, Uninsulated",4,80-100%,300-400%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 19.9,Composition Shingles,80-100%,Electricity,Electric Standard,Yes,Heated Basement,F12 B12 L12 R12,"Single, Clear, Non-metal",0%
13098,5B,Hour5,"G0800310, G08000815",No,None,"CO, Denver","CO, Denver County",Non-CBSA Mountain,5B,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Denver-Aurora-Lakewood, CO MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"CO, 00815",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, not/partially in principal city",33,RMPAc,None,Hour15,None,CO,Mountain,Mountain North,West,Others,100% Incandescent,CR05,105%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1980s,None,None,None,0%,Natural Gas,Ducted Heating,1980-99,Slab,Central AC,72F,Heating and Cooling,Shared Cooling,None,No,Shared Heating,No,None,Natural Gas Shared Heating,"Fan Coil Heating and Cooling, Fuel",None,None,None,None,72F,No,0F,None,50000-59999,40000-59999,40000-59999,500-749,1,0-1499,3,Bottom,30,Left,"Multifamily with 5+ units, 1-3 stories",3,None,None,"Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",100% Conditioned,8 ACH50,None,None,None,None,"Finished, R-38","2ft R5 Under, Horizontal","Wood Stud, R-11",3,60-80%,200-300%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",60-80%,Natural Gas,Natural Gas Standard,No,Conditioned Mechanical Room,F9 B9 L9 R9,"Single, Clear, Metal",0%
13160,3A,Hour18,"G1301350, G13004006",No,None,Not in a census Place,"GA, Gwinnett County","CBSA Atlanta-Sandy Springs-Roswell, GA",3A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Atlanta-Sandy Springs-Roswell, GA MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"GA, 04006",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,5F,Night Setback +5h,Double-Loaded Interior,None,"In metro area, not/partially in principal city",94,SRSOc,None,Hour12,None,GA,South Atlantic,South Atlantic,South,Others,100% Incandescent,CR09,106%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1990s,None,None,None,0%,Natural Gas,Ducted Heating,1980-99,Slab,Central AC,75F,None,"AC, SEER 13",None,Yes,"Fuel Furnace, 92.5% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,70F,No,0F,None,<10000,<20000,<20000,750-999,2,0-1499,3,Middle,67,Left,"Multifamily with 5+ units, 1-3 stories",3,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-19",3,0-30%,0-100%,Yes,Electric,Standard,Gas,318 Rated kWh,No,None,None,None,None,None,None,EF 21.9,"Asphalt Shingles, Medium",0-30%,Electricity,Electric Tankless,Yes,Living Space,F30 B30 L30 R30,"Double, Clear, Metal, Air",0%
13208,5A,Hour3,"G1700310, G17003401",No,None,In another census Place,"IL, Cook County","CBSA Chicago-Naperville-Elgin, IL-IN-WI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Chicago-Naperville-Elgin, IL-IN-WI MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"IL, 03401",20 to 49 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,27,"In metro area, not/partially in principal city",80,RFCWc,None,Hour18,None,IL,East North Central,East North Central,Midwest,Others,100% Incandescent,CR04,89%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,None,None,None,0%,Electricity,Non-Ducted Heating,1960-79,Vented Crawlspace,None,75F,None,None,None,No,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,70F,No,0F,None,50000-59999,40000-59999,40000-59999,1000-1499,2,0-1499,3,Middle,20,Left,"Multifamily with 5+ units, 1-3 stories",3,None,None,"Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage",None,None,<8,Brick,None,None,25 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",None,"Brick, 12-in, 3-wythe, R-7",1,80-100%,400%+,Yes,Electric,EnergyStar,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",80-100%,Electricity,Electric Standard,Yes,Living Space,F30 B30 L30 R30,"Triple, Low-E, Non-metal, Air, L-Gain",0%
13218,5B,Hour2,"G4900350, G49035008",No,None,Not in a census Place,"UT, Salt Lake County",Non-CBSA Mountain,5B,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,0.8,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Salt Lake City, UT MSA",Metropolitan,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",South,None,"UT, 35008",10 to 19 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,27,"In metro area, not/partially in principal city",25,NWPPc,None,Hour23,None,UT,Mountain,Mountain North,West,Others,100% LED,CR05,105%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1980s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1980-99,Vented Crawlspace,Room AC,68F,Heating Only,"Room AC, EER 10.7",None,No,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,80F,Yes,6F,Night -1h,60000-69999,60000-79999,60000-99999,750-999,1,0-1499,2,Top,14,Right,"Multifamily with 5+ units, 1-3 stories",2,None,None,"Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage",None,None,<8,Steel Frame,"Wood, Medium/Dark",80% Conditioned,10 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",None,"Wood Stud, R-11",2,80-100%,300-400%,None,None,None,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",80-100%,Natural Gas,Natural Gas Standard,Yes,Living Space,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",0%
13294,5A,Hour0,"G0900130, G09001300",No,None,Not in a census Place,"CT, Tolland County",Non-CBSA New England,5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,No,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Hartford-West Hartford-East Hartford, CT MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"CT, 01300",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,Yes,2F,Night Setup +1h,Double-Loaded Interior,27,"In metro area, not/partially in principal city",132,NEWEc,None,Hour18,None,CT,New England,New England,Northeast,Others,100% Incandescent,CR03,121%,Low,80% Usage,80% Usage,80% Usage,80% Usage,60% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,<1940,None,None,None,0%,Fuel Oil,Non-Ducted Heating,<1940,Unheated Basement,Central AC,72F,Cooling Only,Shared Cooling,None,No,"Fuel Boiler, 80% AFUE",No,None,Fuel Oil Fuel Boiler,Fan Coil Cooling Only,None,None,None,None,72F,No,0F,None,35000-39999,20000-39999,20000-39999,1000-1499,2,0-1499,3,Middle,3,Not Applicable,Multifamily with 2-4 Units,3,None,None,"Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",100% Conditioned,20 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, Uninsulated",3,30-60%,150-200%,None,None,None,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",30-60%,Propane,Propane Standard,No,Conditioned Mechanical Room,F15 B15 L15 R15,"Single, Clear, Metal",0%
13300,5A,Hour3,"G3900490, G39004110",No,None,"OH, Columbus","OH, Franklin County",Non-CBSA East North Central,5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Columbus, OH MSA",Metropolitan,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",South,None,"OH, 04110",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",112,RFCWc,No,Hour9,None,OH,East North Central,East North Central,Midwest,Others,100% LED,CR04,85%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1990s,None,None,None,0%,Natural Gas,Ducted Heating,1980-99,Heated Basement,Central AC,68F,None,"AC, SEER 13",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,67F,No,0F,None,80000-99999,80000-99999,60000-99999,1000-1499,4,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Heated Basement, Vented Attic, No Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",100% Conditioned,15 ACH50,R-30,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated",None,"Wood Stud, R-15",4,100-120%,300-400%,Yes,Electric,EnergyStar,Electric Resistance,318 Rated kWh,No,EF 17.6,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",120-150%,Natural Gas,Natural Gas Standard,Yes,Heated Basement,F6 B6 L6 R6,"Single, Clear, Non-metal",0%
13398,5A,Hour2,"G3900170, G39005403",No,None,Not in a census Place,"OH, Butler County",Non-CBSA East North Central,5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Cincinnati, OH-KY-IN MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"OH, 05403",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",114,RFCWc,No,Hour9,None,OH,East North Central,East North Central,Midwest,Others,100% CFL,CR04,85%,Low,80% Usage,80% Usage,80% Usage,80% Usage,60% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1990s,None,None,None,0%,Natural Gas,Ducted Heating,1980-99,Slab,Central AC,75F,None,"AC, SEER 13",None,Yes,"Fuel Furnace, 76% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,Yes,3F,Night +4h,80000-99999,80000-99999,60000-99999,1500-1999,2,1500-2499,1,None,None,None,Single-Family Detached,1,None,2 Car,"Single-Family Detached, Slab, No Attic, 2 Car Garage",Garage,"20% Leakage to Outside, R-4",<8,Wood Frame,"Vinyl, Light",100% Conditioned,8 ACH50,None,None,None,None,"Finished, R-13","2ft R10 Perimeter, Vertical","Wood Stud, R-11",4,100-120%,300-400%,Yes,Electric,Standard,Electric Resistance,290 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Metal, Dark",120-150%,Electricity,Electric Standard,Yes,Garage,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",0%
