Dependency=Clothes Washer Presence	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=Usage Level	Option=Electric, 100% Usage	Option=Electric, 120% Usage	Option=Electric, 80% Usage	Option=Gas, 100% Usage	Option=Gas, 120% Usage	Option=Gas, 80% Usage	Option=None	Option=Propane, 100% Usage	Option=Propane, 120% Usage	Option=Propane, 80% Usage	sample_count	sample_weight	resstock_probability
Yes	Single-Family Attached	Other Fuel	Medium	0.25	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	4.8249545535731096e-05
Yes	Single-Family Attached	Propane	Medium	0.638018	0.0	0.0	0.0	0.0	0.0	0.0	0.361982	0.0	0.0	0.75	1056.039429	0.00026983014415713554
Yes	Single-Family Detached	Electricity	Medium	0.516011	0.0	0.0	0.458416	0.0	0.0	0.025573	0.0	0.0	0.0	13.5	22438.11133	0.008563544922585018
Yes	Single-Family Detached	Fuel Oil	Medium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	382.560242	0.0002019944485467682
Yes	Single-Family Detached	Natural Gas	Medium	0.201995	0.0	0.0	0.793463	0.0	0.0	0.004542	0.0	0.0	0.0	252.75	440613.4688	0.1929952560928186
Yes	Single-Family Detached	None	Medium	0.25	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0003566494594102897
Yes	Single-Family Detached	Other Fuel	Medium	0.290065	0.0	0.0	0.709935	0.0	0.0	0.0	0.0	0.0	0.0	0.75	989.812805	0.0008670679059004098
Yes	Single-Family Detached	Propane	Medium	0.616189	0.0	0.0	0.0	0.0	0.0	0.042247	0.341564	0.0	0.0	5.75	9087.264648	0.0022850896279719714
Yes	Mobile Home	Electricity	Low	0.0	0.0	0.6988770000000001	0.0	0.0	0.30112300000000003	0.0	0.0	0.0	0.0	0.75	1060.9584960000002	0.00031616739118062035
Yes	Mobile Home	Fuel Oil	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	6.111064207070985e-05
Yes	Mobile Home	Natural Gas	Low	0.0	0.0	0.473782	0.0	0.0	0.5262180000000001	0.0	0.0	0.0	0.0	3.75	6299.519043	0.0009104755134620168
Yes	Mobile Home	None	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	6.518993024464363e-05
Yes	Mobile Home	Other Fuel	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	7.45539803186395e-05
Yes	Mobile Home	Propane	Low	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.25	364.400543	0.00016248893343589194
Yes	Multi-Family with 2 - 4 Units	Electricity	Low	0.0	0.0	0.877508	0.0	0.0	0.122492	0.0	0.0	0.0	0.0	2.25	3476.740723	0.0013703458881378949
Yes	Multi-Family with 2 - 4 Units	Fuel Oil	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	2.287513344110951e-05
Yes	Multi-Family with 2 - 4 Units	Natural Gas	Low	0.0	0.0	0.320674	0.0	0.0	0.632391	0.046936	0.0	0.0	0.0	22.5	43699.71484	0.018704938676018985
Yes	Multi-Family with 2 - 4 Units	None	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.0001968390290966551
Yes	Multi-Family with 2 - 4 Units	Other Fuel	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.0001115849272685475
Yes	Multi-Family with 2 - 4 Units	Propane	Low	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.25	430.115814	0.0006855707479584483
Yes	Multi-Family with 5+ Units	Electricity	Low	0.0	0.0	0.797443	0.0	0.0	0.177729	0.024828	0.0	0.0	0.0	11.75	20365.38867	0.0056968864035895975
Yes	Multi-Family with 5+ Units	Fuel Oil	Low	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	869.950684	6.768948047007679e-05
Yes	Multi-Family with 5+ Units	Natural Gas	Low	0.0	0.0	0.46709	0.0	0.0	0.493458	0.039452	0.0	0.0	0.0	26.0	47664.92969	0.020222488371580718
Yes	Multi-Family with 5+ Units	None	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.0008853581715370383
Yes	Multi-Family with 5+ Units	Other Fuel	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.0
Yes	Multi-Family with 5+ Units	Propane	Low	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	382.560242	0.00027647261020237554
Yes	Single-Family Attached	Electricity	Low	0.0	0.0	0.574647	0.0	0.0	0.425353	0.0	0.0	0.0	0.0	2.0	3275.917236	0.0010847360902806866
Yes	Single-Family Attached	Fuel Oil	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	1.21908877731707e-05
Yes	Single-Family Attached	Natural Gas	Low	0.0	0.0	0.258119	0.0	0.0	0.741881	0.0	0.0	0.0	0.0	35.0	59656.98438	0.011631255564071819
Yes	Single-Family Attached	None	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	5.7823084901493894e-05
Yes	Single-Family Attached	Other Fuel	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	2.4124772767865548e-05
Yes	Single-Family Attached	Propane	Low	0.0	0.0	0.638018	0.0	0.0	0.0	0.0	0.0	0.0	0.361982	0.75	1056.039429	0.00013491507207856777
Yes	Single-Family Detached	Electricity	Low	0.0	0.0	0.516011	0.0	0.0	0.458416	0.025573	0.0	0.0	0.0	13.5	22438.11133	0.004281772461292509
Yes	Single-Family Detached	Fuel Oil	Low	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.25	382.560242	0.0001009972242733841
Yes	Single-Family Detached	Natural Gas	Low	0.0	0.0	0.201995	0.0	0.0	0.793463	0.004542	0.0	0.0	0.0	252.75	440613.4688	0.0964976280464093
Yes	Single-Family Detached	None	Low	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.00017832472970514486
Yes	Single-Family Detached	Other Fuel	Low	0.0	0.0	0.290065	0.0	0.0	0.709935	0.0	0.0	0.0	0.0	0.75	989.812805	0.0004335339529502049
Yes	Single-Family Detached	Propane	Low	0.0	0.0	0.616189	0.0	0.0	0.0	0.042247	0.0	0.0	0.341564	5.75	9087.264648	0.0011425448139859857
Yes	Mobile Home	Electricity	High	0.0	0.6988770000000001	0.0	0.0	0.30112300000000003	0.0	0.0	0.0	0.0	0.0	0.75	1060.9584960000002	0.00031616739118062035
Yes	Mobile Home	Fuel Oil	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	6.111064207070985e-05
Yes	Mobile Home	Natural Gas	High	0.0	0.473782	0.0	0.0	0.5262180000000001	0.0	0.0	0.0	0.0	0.0	3.75	6299.519043	0.0009104755134620168
Yes	Mobile Home	None	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	6.518993024464363e-05
Yes	Mobile Home	Other Fuel	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	7.45539803186395e-05
Yes	Mobile Home	Propane	High	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.25	364.400543	0.00016248893343589194
Yes	Multi-Family with 2 - 4 Units	Electricity	High	0.0	0.877508	0.0	0.0	0.122492	0.0	0.0	0.0	0.0	0.0	2.25	3476.740723	0.0013703458881378949
Yes	Multi-Family with 2 - 4 Units	Fuel Oil	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	2.287513344110951e-05
Yes	Multi-Family with 2 - 4 Units	Natural Gas	High	0.0	0.320674	0.0	0.0	0.632391	0.0	0.046936	0.0	0.0	0.0	22.5	43699.71484	0.018704938676018985
Yes	Multi-Family with 2 - 4 Units	None	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0001968390290966551
Yes	Multi-Family with 2 - 4 Units	Other Fuel	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0001115849272685475
Yes	Multi-Family with 2 - 4 Units	Propane	High	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.25	430.115814	0.0006855707479584483
Yes	Multi-Family with 5+ Units	Electricity	High	0.0	0.797443	0.0	0.0	0.177729	0.0	0.024828	0.0	0.0	0.0	11.75	20365.38867	0.0056968864035895975
Yes	Multi-Family with 5+ Units	Fuel Oil	High	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	869.950684	6.768948047007679e-05
Yes	Multi-Family with 5+ Units	Natural Gas	High	0.0	0.46709	0.0	0.0	0.493458	0.0	0.039452	0.0	0.0	0.0	26.0	47664.92969	0.020222488371580718
Yes	Multi-Family with 5+ Units	None	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0008853581715370383
Yes	Multi-Family with 5+ Units	Other Fuel	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0
Yes	Multi-Family with 5+ Units	Propane	High	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	382.560242	0.00027647261020237554
Yes	Single-Family Attached	Electricity	High	0.0	0.574647	0.0	0.0	0.425353	0.0	0.0	0.0	0.0	0.0	2.0	3275.917236	0.0010847360902806866
Yes	Single-Family Attached	Fuel Oil	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	1.21908877731707e-05
Yes	Single-Family Attached	Natural Gas	High	0.0	0.258119	0.0	0.0	0.741881	0.0	0.0	0.0	0.0	0.0	35.0	59656.98438	0.011631255564071819
Yes	Single-Family Attached	None	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	5.7823084901493894e-05
Yes	Single-Family Attached	Other Fuel	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	2.4124772767865548e-05
Yes	Single-Family Attached	Propane	High	0.0	0.638018	0.0	0.0	0.0	0.0	0.0	0.0	0.361982	0.0	0.75	1056.039429	0.00013491507207856777
Yes	Single-Family Detached	Electricity	High	0.0	0.516011	0.0	0.0	0.458416	0.0	0.025573	0.0	0.0	0.0	13.5	22438.11133	0.004281772461292509
Yes	Single-Family Detached	Fuel Oil	High	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.25	382.560242	0.0001009972242733841
Yes	Single-Family Detached	Natural Gas	High	0.0	0.201995	0.0	0.0	0.793463	0.0	0.004542	0.0	0.0	0.0	252.75	440613.4688	0.0964976280464093
Yes	Single-Family Detached	None	High	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.00017832472970514486
Yes	Single-Family Detached	Other Fuel	High	0.0	0.290065	0.0	0.0	0.709935	0.0	0.0	0.0	0.0	0.0	0.75	989.812805	0.0004335339529502049
Yes	Single-Family Detached	Propane	High	0.0	0.616189	0.0	0.0	0.0	0.0	0.042247	0.0	0.341564	0.0	5.75	9087.264648	0.0011425448139859857
