Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Heating Fuel	Option=Both Shared	Option=Neither Shared	Option=Only Cooling Shared	Option=Only Heating Shared	Count	Weight	resstock_probability
Single-Family Detached	1970s	Natural Gas	0.000000	1.000000	0.000000	0.000000	558.000000	4762722.618000	0.049638
Single-Family Detached	1970s	None	0.000000	1.000000	0.000000	0.000000	27.000000	193474.545300	0.000139
Single-Family Detached	1970s	Other Fuel	0.000000	1.000000	0.000000	0.000000	63.000000	523211.240200	0.000144
Single-Family Detached	1970s	Propane	0.000000	1.000000	0.000000	0.000000	55.000000	595919.020300	0.000541
Single-Family Detached	1980s	Electricity	0.000000	1.000000	0.000000	0.000000	358.000000	3398622.546000	0.002398
Single-Family Detached	1980s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	39.000000	316475.407100	0.000008
Single-Family Detached	1980s	Natural Gas	0.000000	1.000000	0.000000	0.000000	461.000000	4187871.027000	0.027147
Single-Family Detached	1980s	None	0.000000	1.000000	0.000000	0.000000	25.000000	180789.348500	0.000126
Single-Family Detached	1980s	Other Fuel	0.000000	1.000000	0.000000	0.000000	52.000000	452584.674400	0.000121
Single-Family Detached	1980s	Propane	0.000000	1.000000	0.000000	0.000000	62.000000	682867.510100	0.000150
Single-Family Detached	1990s	Electricity	0.000000	1.000000	0.000000	0.000000	406.000000	3809057.283000	0.001225
Single-Family Detached	1990s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	35.000000	261198.252100	0.000000
Single-Family Detached	1990s	Natural Gas	0.000000	1.000000	0.000000	0.000000	541.000000	5082152.639000	0.025657
Single-Family Detached	1990s	None	0.000000	1.000000	0.000000	0.000000	16.000000	137252.832900	0.000369
Single-Family Detached	1990s	Other Fuel	0.000000	1.000000	0.000000	0.000000	22.000000	203547.476700	0.000218
Single-Family Detached	1990s	Propane	0.000000	1.000000	0.000000	0.000000	82.000000	863876.230500	0.000395
Single-Family Detached	2000s	Electricity	0.000000	1.000000	0.000000	0.000000	467.000000	4108537.787000	0.001800
Single-Family Detached	2000s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	35.000000	221335.206400	0.000000
Single-Family Detached	2000s	Natural Gas	0.000000	1.000000	0.000000	0.000000	539.000000	5138095.172000	0.029655
Single-Family Detached	2000s	None	0.000000	1.000000	0.000000	0.000000	11.000000	83305.875710	0.000030
Single-Family Detached	2000s	Other Fuel	0.000000	1.000000	0.000000	0.000000	32.000000	311768.637600	0.000080
Single-Family Detached	2000s	Propane	0.000000	1.000000	0.000000	0.000000	72.000000	942471.470800	0.000326
Single-Family Detached	2010s	Electricity	0.000000	1.000000	0.000000	0.000000	467.000000	4108537.787000	0.000857
Single-Family Detached	2010s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	35.000000	221335.206400	0.000213
Single-Family Detached	2010s	Natural Gas	0.000000	1.000000	0.000000	0.000000	539.000000	5138095.172000	0.003231
Single-Family Detached	2010s	None	0.000000	1.000000	0.000000	0.000000	11.000000	83305.875710	0.000213
Single-Family Detached	2010s	Other Fuel	0.000000	1.000000	0.000000	0.000000	32.000000	311768.637600	0.000228
Single-Family Detached	2010s	Propane	0.000000	1.000000	0.000000	0.000000	72.000000	942471.470800	0.000283
