Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	sample_count	sample_weight	resstock_probability
IL, 03502	Single-Family Detached	0.043621	0.053029	0.024661	0.045617000000000005	0.043336	0.104918	0.13713499999999998	0.076408	0.471276	400.0	7015.0	0.003591022640000001
IL, 03503	10 to 19 Unit	0.052038	0.151365	0.086466	0.103285	0.026514	0.015235	0.08152000000000001	0.014048	0.469529	240.0	5054.0	0.0025800898380872583
IL, 03503	2 Unit	0.066705	0.04846	0.036955	0.029285	0.029634	0.007902	0.019524	0.0	0.761534	402.0	8605.0	0.004392880356875965
IL, 03503	20 to 49 Unit	0.099358	0.124405	0.173877	0.089008	0.02898	0.026910000000000003	0.091078	0.018009	0.348375	208.0	4831.0	0.00246625581625335
IL, 03503	3 or 4 Unit	0.091836	0.132616	0.08188	0.045719	0.027718	0.028753	0.066109	0.002788	0.5225810000000001	517.0	12555.0	0.006409394113387705
IL, 03503	5 to 9 Unit	0.108976	0.11793	0.107556	0.066718	0.047499	0.033413	0.085717	0.012667	0.419524	375.0	9158.0	0.004675186363181688
IL, 03503	50 or more Unit	0.07413	0.084539	0.164509	0.215029	0.086062	0.033003	0.111703	0.0	0.231023	180.0	3939.0	0.00201089013088812
IL, 03503	Mobile Home	0.0	0.7184470000000001	0.0	0.13592200000000002	0.0	0.0	0.0	0.0	0.14563099999999998	3.0	103.0	5.2595698595646006e-05
IL, 03503	Single-Family Attached	0.058752	0.217462	0.159119	0.135047	0.070583	0.115871	0.116279	0.0	0.126887	114.0	2451.0	0.0012512567012554503
IL, 03503	Single-Family Detached	0.07808899999999999	0.19571	0.041659	0.016663999999999998	0.00842	0.030048	0.092803	0.047598	0.489009	594.0	11282.0	0.00575951017750442
IL, 03504	10 to 19 Unit	0.070024	0.056913	0.11025	0.118594	0.029499	0.033373	0.036055	0.025328	0.519964	168.0	3356.0	0.00171244332
IL, 03504	2 Unit	0.026852	0.057444	0.04634	0.034897000000000004	0.025493	0.006684999999999999	0.007251	0.0	0.795037	398.0	8826.0	0.004503569759999999
IL, 03504	20 to 49 Unit	0.063988	0.083333	0.047024	0.060714	0.021726	0.0875	0.11428599999999994	0.00506	0.516369	167.0	3360.0	0.0017144881199999999
IL, 03504	3 or 4 Unit	0.060162	0.08332200000000001	0.062628	0.044813	0.042209	0.021105	0.039194	0.0	0.646567	294.0	7297.0	0.0037233763199999996
IL, 03504	5 to 9 Unit	0.075704	0.05674600000000001	0.064148	0.078042	0.019088	0.029736	0.046747	0.003246	0.626542	311.0	7701.0	0.003929517719999999
IL, 03504	50 or more Unit	0.0	0.030738	0.056865	0.051742	0.193135	0.375512	0.074283	0.0	0.217725	77.0	1952.0	0.00099602208
IL, 03504	Mobile Home	0.121951	0.0	0.5365850000000001	0.146341	0.0	0.0	0.0	0.0	0.195122	6.0	123.0	6.274980000000001e-05
IL, 03504	Single-Family Attached	0.055205	0.101735	0.132492	0.07807599999999999	0.105678	0.031546	0.334385	0.019716	0.141167	59.0	1268.0	0.00064700028
IL, 03504	Single-Family Detached	0.106546	0.200383	0.053674	0.036585	0.008020000000000001	0.019372	0.027084	0.012832	0.535505	886.0	16209.0	0.0082708326
IL, 03520	10 to 19 Unit	0.046957	0.14	0.125217	0.172174	0.08	0.049565	0.053042999999999986	0.011304	0.321739	53.0	1150.0	0.0005874399815594311
IL, 03520	2 Unit	0.11902	0.109975	0.07052	0.066326	0.023856	0.02792	0.003932	0.0	0.578451	320.0	7629.0	0.0038971070188890847
IL, 03520	20 to 49 Unit	0.0	0.026936	0.084736	0.121773	0.209315	0.213805	0.104377	0.0	0.239057	80.0	1782.0	0.000910284604714485
IL, 03520	3 or 4 Unit	0.110747	0.117298	0.141008	0.044923000000000005	0.05989700000000001	0.038216	0.021526	0.007955	0.458431	226.0	6411.0	0.003274911394085331
IL, 03520	5 to 9 Unit	0.08383099999999999	0.105458	0.176519	0.067147	0.074768	0.07147300000000001	0.069413	0.0	0.35139000000000004	161.0	4855.0	0.002480081157916362
IL, 03520	50 or more Unit	0.0	0.0	0.065445	0.073298	0.192408	0.374346	0.229058	0.02356	0.041885000000000006	38.0	764.0	0.00039026758773202204
IL, 03520	Mobile Home	0.0	0.0	0.07767	0.257282	0.0	0.18932	0.402913	0.0	0.07281599999999999	6.0	206.0	0.00010523650776338701
IL, 03520	Single-Family Attached	0.279465	0.06561399999999999	0.123937	0.021871	0.036452	0.029162	0.217497	0.0	0.226002	35.0	823.0	0.00042039908960049
IL, 03520	Single-Family Detached	0.158576	0.23982	0.073539	0.040842	0.011019	0.021159	0.01561	0.004471	0.434965	1269.0	25048.0	0.01279522293576427
IL, 03521	10 to 19 Unit	0.021534	0.108345	0.146703	0.11843900000000004	0.06325700000000001	0.020861	0.062584	0.018843	0.439435	58.0	1486.0	0.000766339248338482
IL, 03521	2 Unit	0.102838	0.134719	0.053267	0.029043	0.0073269999999999984	0.010957	0.025545	0.003366	0.632937	594.0	15150.0	0.007812853034845222
IL, 03521	20 to 49 Unit	0.0375	0.11578900000000004	0.101316	0.050658	0.046711	0.039474	0.123684	0.0	0.484868	62.0	1520.0	0.0007838696878689041
IL, 03521	3 or 4 Unit	0.156836	0.110745	0.08011	0.030178	0.029447000000000008	0.027526	0.030818	0.001372	0.532968	347.0	10935.0	0.005639199017193378
IL, 03521	5 to 9 Unit	0.11391400000000006	0.076261	0.133028	0.039564	0.019687	0.031537	0.035168	0.005161	0.54568	172.0	5232.0	0.0026981515151488175
IL, 03521	50 or more Unit	0.029537	0.010676	0.075801	0.073665	0.030605	0.214947	0.25089	0.05124600000000002	0.262633	98.0	2810.0	0.00144912275912131
IL, 03521	Mobile Home	0.0	0.196532	0.0	0.16185	0.0	0.109827	0.0	0.0	0.531792	5.0	173.0	8.921849121840201e-05
IL, 03521	Single-Family Attached	0.10318800000000004	0.074664	0.106544	0.088087	0.01594	0.111577	0.196309	0.0	0.303691	59.0	1192.0	0.0006147099827093682
IL, 03521	Single-Family Detached	0.156303	0.165444	0.052838	0.039628	0.013712	0.0222	0.018182	0.001406	0.5302859999999999	885.0	19910.0	0.010267596505586238
IL, 03522	10 to 19 Unit	0.068359	0.07487	0.024414	0.05924500000000001	0.005534000000000001	0.053385	0.094076	0.008464	0.611654	180.0	3072.0	0.0015719277740000005
IL, 03522	2 Unit	0.04457	0.045527	0.022883	0.031175	0.025036000000000003	0.022086	0.016584	0.00287	0.7892680000000001	621.0	12542.0	0.006417704408000003
IL, 03522	20 to 49 Unit	0.030006	0.049589	0.056854	0.055275	0.031901	0.028743	0.132975	0.0259	0.5887560000000001	157.0	3166.0	0.0016200365410000007
IL, 03522	3 or 4 Unit	0.049614	0.079	0.034005	0.029705	0.014733	0.023334	0.047145	0.002947	0.7195189999999999	624.0	12557.0	0.006425369108000002
IL, 03522	5 to 9 Unit	0.048766	0.056894000000000014	0.082729	0.043251	0.03193	0.022351	0.091582	0.024528	0.597968	377.0	6890.0	0.003525583157000001
IL, 03522	50 or more Unit	0.073034	0.009831	0.032303	0.044944	0.08075800000000001	0.098315	0.133427	0.045646	0.481742	71.0	1424.0	0.0007286574800000003
IL, 03522	Mobile Home	0.0	0.0	0.358974	0.0	0.0	0.0	0.0	0.641026	0.0	2.0	39.0	1.9953769000000007e-05
IL, 03522	Single-Family Attached	0.0	0.012206	0.047951	0.0	0.031386000000000004	0.2415	0.335658	0.017437	0.313862	72.0	1147.0	0.0005869116280000002
IL, 03522	Single-Family Detached	0.051688	0.091059	0.050698	0.023535	0.016166	0.027714	0.081491	0.030683	0.626966	540.0	9093.0	0.004652856135000002
IL, 03523	10 to 19 Unit	0.035387	0.099607	0.076671	0.085845	0.114679	0.049148	0.069463	0.0	0.469201	81.0	1526.0	0.000778724982
IL, 03523	2 Unit	0.07349	0.059548	0.021245	0.022471	0.00909	0.019202	0.014657	0.001175	0.779123	925.0	19581.0	0.009992436768
IL, 03523	20 to 49 Unit	0.038198	0.098923	0.06464299999999999	0.05386900000000002	0.043095	0.024486	0.1381	0.009794	0.5288930000000001	57.0	1021.0	0.0005210174340000001
IL, 03523	3 or 4 Unit	0.06849	0.04974	0.032722	0.01857	0.020481	0.033797	0.050099	0.003702	0.722398	733.0	16747.0	0.008546203588000002
IL, 03523	5 to 9 Unit	0.04857	0.074124	0.051108	0.036216000000000005	0.049078	0.020816	0.045185	0.014046	0.660856	250.0	5909.0	0.003015421376
IL, 03523	50 or more Unit	0.03079	0.056066	0.11489	0.073529	0.07536799999999999	0.08731599999999999	0.178309	0.053768	0.329963	129.0	2176.0	0.0011104486040000002
IL, 03523	Mobile Home	0.101523	0.0	0.096447	0.0	0.07106599999999999	0.0	0.340102	0.0	0.390863	6.0	197.0	0.00010054566400000001
IL, 03523	Single-Family Attached	0.056228	0.017082	0.113879	0.030605	0.069751	0.113879	0.078292	0.0	0.520285	79.0	1405.0	0.0007169806960000001
IL, 03523	Single-Family Detached	0.082213	0.07601799999999999	0.02478	0.029189	0.01932	0.033914	0.057644000000000015	0.007140000000000001	0.669782	497.0	9524.0	0.004860220888
IL, 03524	10 to 19 Unit	0.042662	0.042662	0.04107	0.077046	0.061127	0.162687	0.254696	0.015918	0.302133	153.0	3141.0	0.001610290128
IL, 03524	2 Unit	0.061292999999999986	0.03186	0.018462	0.05201	0.022787	0.050849	0.06350900000000001	0.012132	0.687098	457.0	9479.0	0.004859577483999999
IL, 03524	20 to 49 Unit	0.022378	0.017856999999999998	0.042722	0.08001799999999999	0.027803	0.116637	0.301537	0.040235	0.350814	203.0	4424.0	0.00226805888
IL, 03524	3 or 4 Unit	0.030542000000000007	0.041789	0.022803	0.040396	0.028633	0.08105	0.218955	0.014549	0.521282	988.0	19383.0	0.009937051756
IL, 03524	5 to 9 Unit	0.050429	0.045044	0.033765	0.052758000000000006	0.045699	0.060617	0.203173	0.022195	0.486319	660.0	13742.0	0.0070451183
IL, 03524	50 or more Unit	0.025018	0.019432	0.05191900000000002	0.087564	0.090236	0.09315	0.32967	0.098373	0.204639	637.0	16468.0	0.008442619524
IL, 03524	Mobile Home	0.0	0.0	0.0	0.150538	0.193548	0.0	0.107527	0.16129000000000002	0.387097	6.0	93.0	4.7673584e-05
IL, 03524	Single-Family Attached	0.014279	0.038159	0.080748	0.09675	0.112999	0.198917	0.279665	0.01551	0.162974	226.0	4062.0	0.0020824724279999997
IL, 03524	Single-Family Detached	0.033835000000000004	0.050753	0.083191	0.051994000000000005	0.049356	0.103058	0.095297	0.0298	0.5027159999999999	384.0	6443.0	0.0033031379160000005
IL, 03525	10 to 19 Unit	0.051903	0.0	0.032872000000000005	0.189446	0.043253	0.149654	0.280277	0.0	0.252595	35.0	1156.0	0.0005820299440293619
IL, 03525	2 Unit	0.100906	0.036223000000000005	0.03881	0.029754000000000006	0.221216	0.0	0.09185	0.055627	0.4256140000000001	15.0	773.0	0.00038919881719842806
IL, 03525	20 to 49 Unit	0.070491	0.05821000000000001	0.048452	0.138291	0.109186	0.083277	0.196164	0.07923999999999999	0.216689	155.0	5944.0	0.0029926400646370726
IL, 03525	3 or 4 Unit	0.07169500000000001	0.00838	0.029795	0.011173	0.0	0.204842	0.31750500000000004	0.019553	0.337058	37.0	1074.0	0.000540740564740024
IL, 03525	5 to 9 Unit	0.006856	0.01714	0.065622	0.088149	0.018119	0.129775	0.194417	0.012243	0.467679	54.0	2042.0	0.0010280790200779919
IL, 03525	50 or more Unit	0.015883	0.038287	0.109606	0.115298	0.113893	0.104068	0.306272	0.062407	0.134287	1727.0	71146.0	0.03582017219413637
IL, 03525	Mobile Home	0.0	0.23595500000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.764045	2.0	89.0	4.482594282589801e-05
IL, 03525	Single-Family Attached	0.008279	0.008279	0.042773	0.024491	0.053812	0.487065	0.296999	0.024836	0.053467	98.0	2899.0	0.0014595839785825192
IL, 03525	Single-Family Detached	0.070869	0.168967	0.15069000000000002	0.100709	0.025364	0.171205	0.063782	0.0	0.248415	62.0	2681.0	0.001349817887816538
IL, 03526	10 to 19 Unit	0.018242	0.044776	0.101161	0.054726	0.076285	0.162521	0.260365	0.0	0.28192399999999995	37.0	603.0	0.00030598232898202305
IL, 03526	2 Unit	0.077439	0.085366	0.081463	0.053354	0.018476	0.035	0.018598	0.004451	0.625854	768.0	16400.0	0.008322129465121144
IL, 03526	20 to 49 Unit	0.0	0.0	0.045521	0.15271700000000002	0.123348	0.151248	0.129222	0.0279	0.370044	25.0	681.0	0.00034557758557724003
IL, 03526	3 or 4 Unit	0.095323	0.091657	0.044484	0.051409	0.018494	0.055157000000000005	0.033485	0.007333	0.6026560000000001	500.0	12274.0	0.006228409555403328
IL, 03526	5 to 9 Unit	0.033673	0.082484	0.051591	0.048502	0.062095	0.03738	0.05993200000000001	0.004634	0.61971	136.0	3237.0	0.0016426158756142333
IL, 03526	50 or more Unit	0.02938	0.04407	0.042982	0.194777	0.07617	0.091404	0.29543	0.015778	0.210011	87.0	1838.0	0.000932694066693134
IL, 03526	Mobile Home	0.0	0.0	0.37931	0.165517	0.275862	0.0	0.17931	0.0	0.0	7.0	145.0	7.357879257871901e-05
IL, 03526	Single-Family Attached	0.026874	0.074022	0.038661	0.14332899999999998	0.063649	0.213107	0.180104	0.025931	0.234323	104.0	2121.0	0.0010763019123008362
IL, 03526	Single-Family Detached	0.06981699999999999	0.102214	0.105397	0.074556	0.034378	0.05864	0.087784	0.012803	0.45441	810.0	14137.0	0.007173762619755446
IL, 03527	10 to 19 Unit	0.02027	0.071622	0.162162	0.198649	0.148649	0.085135	0.06891900000000001	0.016216	0.22837800000000005	37.0	740.0	0.000376837062
IL, 03527	2 Unit	0.065843	0.226721	0.27423800000000004	0.061367999999999985	0.024078	0.034733	0.018751	0.0	0.294268	182.0	4693.0	0.0023898773639999997
IL, 03527	20 to 49 Unit	0.0	0.09319	0.215054	0.225806	0.057348	0.207885	0.09319	0.053763	0.053763	17.0	279.0	0.000142068552
IL, 03527	3 or 4 Unit	0.093905	0.16777899999999998	0.199009	0.154211	0.076028	0.049322000000000005	0.009692	0.0	0.250054	154.0	4643.0	0.002364407088
IL, 03527	5 to 9 Unit	0.009458	0.245056	0.186586	0.346948	0.072657	0.074377	0.012898	0.007309	0.044712	87.0	2326.0	0.001184504526
IL, 03527	50 or more Unit	0.0	0.0	0.0	0.131367	0.061662	0.17158199999999998	0.289544	0.0	0.345845	13.0	373.0	0.000189956316
IL, 03527	Mobile Home	0.07281599999999999	0.087379	0.23301	0.0	0.116505	0.06796100000000001	0.291262	0.0	0.13106800000000002	11.0	206.0	0.00010491110999999999
IL, 03527	Single-Family Attached	0.438978	0.28666	0.054872	0.066225	0.0	0.017029	0.063387	0.0	0.072848	56.0	1057.0	0.000538270314
IL, 03527	Single-Family Detached	0.13616	0.407692	0.179257	0.04382	0.024392	0.024425	0.010815	0.000986	0.172452	1367.0	30420.0	0.015491167668
IL, 03528	10 to 19 Unit	0.084548	0.175656	0.104956	0.136297	0.06414	0.026239	0.068513	0.024052	0.315598	69.0	1372.0	0.0007024494585498389
IL, 03528	2 Unit	0.140549	0.11066	0.12396300000000005	0.053732	0.018487	0.01434	0.006911	0.006911	0.524447	569.0	11576.0	0.005926855727138346
IL, 03528	20 to 49 Unit	0.07825499999999999	0.1161	0.177678	0.10712	0.092367	0.100064	0.08916	0.00898	0.230276	75.0	1559.0	0.0007981888668103348
IL, 03528	3 or 4 Unit	0.13028299999999998	0.218595	0.179977	0.064558	0.017342	0.023317	0.031478	0.002477	0.331973	285.0	6862.0	0.0035133046556918308
IL, 03528	5 to 9 Unit	0.110972	0.16205999999999998	0.125838	0.06700199999999999	0.036851	0.05067	0.028057	0.0	0.418551	186.0	4776.0	0.002445295990701564
IL, 03528	50 or more Unit	0.047486	0.041899	0.170391	0.14413399999999998	0.115642	0.148045	0.158659	0.037989	0.135754	84.0	1790.0	0.0009164693305297528
IL, 03528	Mobile Home	0.035714	0.03125	0.3125	0.455357	0.165179	0.0	0.0	0.0	0.0	10.0	224.0	0.000114675817324068
IL, 03528	Single-Family Attached	0.130072	0.181384	0.082339	0.151551	0.088305	0.0	0.095465	0.0	0.270883	39.0	838.0	0.0004290490449505259
IL, 03528	Single-Family Detached	0.1475	0.185796	0.13205899999999998	0.051787	0.009421	0.002118	0.010647	0.0	0.460672	932.0	17939.0	0.009184663046327769
IL, 03529	10 to 19 Unit	0.115046	0.195906	0.06489299999999999	0.0913	0.062641	0.032958	0.043808	0.018424	0.375026	261.0	4885.0	0.0024855746029999997
IL, 03529	2 Unit	0.13433499999999998	0.091251	0.0654	0.036456	0.048387	0.028281	0.06959800000000001	0.047282	0.4790100000000001	213.0	4526.0	0.0023029043119999998
IL, 03529	20 to 49 Unit	0.122217	0.168809	0.107184	0.082396	0.051985	0.038673	0.077347	0.022837	0.328552	446.0	8714.0	0.004433807644999999
IL, 03529	3 or 4 Unit	0.111561	0.078557	0.06650199999999999	0.07085	0.056126	0.055138	0.158399	0.036166	0.3667	425.0	10120.0	0.005149193349999999
IL, 03529	5 to 9 Unit	0.12070999999999996	0.086853	0.070971	0.042118	0.058173	0.045201	0.109715	0.025713	0.440547	759.0	17190.0	0.008746501928
IL, 03529	50 or more Unit	0.069507	0.154925	0.207045	0.165915	0.072747	0.065775	0.046051	0.013368	0.204667	1046.0	24386.0	0.012407951409
IL, 03529	Mobile Home	0.0	0.055556	0.305556	0.159722	0.055556	0.423611	0.0	0.0	0.0	8.0	144.0	7.326816599999999e-05
IL, 03529	Single-Family Attached	0.052251	0.06814400000000001	0.125211	0.070792	0.050084	0.082109	0.165663	0.006983	0.378762	247.0	4153.0	0.0021131072539999998
IL, 03529	Single-Family Detached	0.069687	0.074435	0.053516	0.033624	0.014502	0.088167	0.075847	0.024256	0.5659649999999999	400.0	7792.0	0.003964691332999999
IL, 03530	10 to 19 Unit	0.117925	0.048742	0.154088	0.180818	0.15566	0.075472	0.091195	0.0	0.176101	24.0	636.0	0.0003237384762612
IL, 03530	2 Unit	0.128427	0.186147	0.171717	0.11544	0.024531	0.069986	0.0	0.0	0.303752	52.0	1386.0	0.00070549304450625
IL, 03530	20 to 49 Unit	0.012856	0.183655	0.251607	0.179982	0.057851	0.075298	0.0	0.0	0.238751	34.0	1089.0	0.00055431759568185
IL, 03530	3 or 4 Unit	0.090072	0.120778	0.088536	0.08290700000000001	0.0	0.139713	0.092119	0.004606	0.381269	59.0	1954.0	0.00099463665536235
IL, 03530	5 to 9 Unit	0.073364	0.170561	0.246262	0.108879	0.11215	0.008879000000000001	0.064953	0.05	0.164953	55.0	2140.0	0.0010893041106948
IL, 03530	50 or more Unit	0.074157	0.023596	0.150562	0.04382	0.116854	0.124719	0.32809	0.078652	0.059551	28.0	890.0	0.0004530236469759
IL, 03530	Mobile Home	0.0	0.0	0.25	0.0	0.75	0.0	0.0	0.0	0.0	2.0	56.0	2.849392150605e-05
IL, 03530	Single-Family Attached	0.23522	0.2490570000000001	0.137107	0.023899	0.0	0.192453	0.044025	0.0	0.118239	30.0	795.0	0.0004046730953265
IL, 03530	Single-Family Detached	0.152988	0.366793	0.15446300000000002	0.065157	0.01839	0.012965	0.01302	0.002003	0.214222	1758.0	35944.0	0.01829627375370795
IL, 03531	10 to 19 Unit	0.267233	0.053946	0.134865	0.05494500000000002	0.07142899999999999	0.060939	0.088911	0.028971	0.238761	79.0	2002.0	0.001028897849896821
IL, 03531	2 Unit	0.150109	0.163636	0.091636	0.027927	0.014255	0.013818	0.039855	0.002909	0.4958550000000001	281.0	6875.0	0.0035333015042979714
IL, 03531	20 to 49 Unit	0.151376	0.12844	0.154434	0.038991000000000005	0.052752	0.016055	0.084862	0.0	0.373089	48.0	1308.0	0.000672222504221832
IL, 03531	3 or 4 Unit	0.253033	0.15526600000000002	0.11200999999999996	0.05873	0.040619	0.007561	0.013715	0.009495	0.349569	184.0	5687.0	0.002922745607742685
IL, 03531	5 to 9 Unit	0.250362	0.11921099999999996	0.121382	0.060781	0.06385700000000001	0.016643	0.023155	0.006331	0.338278	184.0	5528.0	0.002841028367025525
IL, 03531	50 or more Unit	0.115921	0.06603099999999999	0.106383	0.058694	0.123991	0.041086	0.297872	0.074835	0.11518699999999996	62.0	1363.0	0.0007004885054878051
IL, 03531	Mobile Home	0.0	0.0	0.0	0.27026999999999995	0.243243	0.0	0.0	0.0	0.486486	3.0	37.0	1.9023712023693e-05
IL, 03531	Single-Family Attached	0.340741	0.136574	0.122222	0.07824099999999999	0.0375	0.13287000000000002	0.037963	0.0	0.113889	98.0	2160.0	0.00111010163010052
IL, 03531	Single-Family Detached	0.174482	0.24926	0.129391	0.038449	0.006682	0.010523	0.019885	0.007842	0.363487	1261.0	24994.0	0.01284524166522882
IL, 03532	10 to 19 Unit	0.33675	0.090776	0.162518	0.281113	0.0	0.0	0.0	0.054173	0.074671	28.0	683.0	0.000348706083705735
IL, 03532	2 Unit	0.189488	0.09897	0.034271	0.035039	0.0075299999999999985	0.025204	0.005686	0.0	0.603811	278.0	6507.0	0.0033221162141128914
IL, 03532	20 to 49 Unit	0.34252	0.0	0.035433	0.12598399999999998	0.204724	0.165354	0.0	0.0	0.12598399999999998	12.0	254.0	0.00012968928368915398
IL, 03532	3 or 4 Unit	0.16405899999999998	0.048965	0.060323	0.02524	0.016406	0.016658000000000003	0.01893	0.004543	0.644876	174.0	3962.0	0.0020227750897730667
IL, 03532	5 to 9 Unit	0.225402	0.107932	0.121486	0.1501	0.0075299999999999985	0.01757	0.053213	0.00502	0.311747	80.0	1992.0	0.001016995288994272
IL, 03532	50 or more Unit	0.061354	0.166983	0.053763	0.111954	0.122075	0.0253	0.061354	0.134725	0.262492	87.0	1581.0	0.000807165396164589
IL, 03532	Mobile Home	0.091716	0.0	0.115385	0.45858	0.127219	0.0	0.076923	0.0	0.130178	12.0	338.0	0.000172569289569117
IL, 03532	Single-Family Attached	0.333825	0.133481	0.205506	0.05236	0.022861000000000003	0.031219	0.018191	0.0	0.202557	204.0	4068.0	0.0020768939008918236
IL, 03532	Single-Family Detached	0.248992	0.24203	0.151906	0.048999	0.016168000000000002	0.01031	0.012288	0.003196	0.266111	1187.0	26286.0	0.013420136087122668
