Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Cooling Only	Option=Heating Only	Option=Heating and Cooling	Option=None	sample_count	sample_weight
Multi-Family with 2 - 4 Units	Central AC	None	1960s	0.000000	0.000000	0.000000	1.000000	2.000000	2214.037598
Multi-Family with 2 - 4 Units	Heat Pump	None	1960s	0.000000	0.000000	0.000000	1.000000	2.000000	2214.037598
Multi-Family with 2 - 4 Units	None	None	1960s	0.000000	0.000000	0.000000	1.000000	59.000000	107974.414062
Multi-Family with 2 - 4 Units	Room AC	None	1960s	0.000000	0.000000	0.000000	1.000000	59.000000	107974.414062
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1970s	0.019679	0.035500	0.049240	0.895580	77.000000	173957.265625
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1970s	0.019679	0.035500	0.049240	0.895580	77.000000	173957.265625
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1970s	0.000000	0.197398	0.000000	0.802602	24.000000	54975.082031
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1970s	0.000000	0.197398	0.000000	0.802602	24.000000	54975.082031
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1970s	0.019679	0.035500	0.049240	0.895580	77.000000	173957.265625
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1970s	0.019679	0.035500	0.049240	0.895580	77.000000	173957.265625
Multi-Family with 2 - 4 Units	None	Ducted Heating	1970s	0.000000	0.197398	0.000000	0.802602	24.000000	54975.082031
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1970s	0.000000	0.197398	0.000000	0.802602	24.000000	54975.082031
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	5.000000	9184.963867
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	5.000000	9184.963867
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1970s	0.000000	0.311289	0.000000	0.688711	65.000000	92305.710938
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1970s	0.000000	0.311289	0.000000	0.688711	65.000000	92305.710938
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	5.000000	9184.963867
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	5.000000	9184.963867
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1970s	0.000000	0.311289	0.000000	0.688711	65.000000	92305.710938
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1970s	0.000000	0.311289	0.000000	0.688711	65.000000	92305.710938
Multi-Family with 2 - 4 Units	Central AC	None	1970s	0.000000	0.000000	0.000000	1.000000	5.000000	9463.296875
Multi-Family with 2 - 4 Units	Heat Pump	None	1970s	0.000000	0.000000	0.000000	1.000000	5.000000	9463.296875
Multi-Family with 2 - 4 Units	None	None	1970s	0.000000	0.000000	0.000000	1.000000	65.000000	95102.851562
Multi-Family with 2 - 4 Units	Room AC	None	1970s	0.000000	0.000000	0.000000	1.000000	65.000000	95102.851562
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1980s	0.000000	0.062822	0.021988	0.915190	57.000000	130513.515625
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1980s	0.000000	0.062822	0.021988	0.915190	57.000000	130513.515625
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1980s	0.000000	0.157964	0.000000	0.842036	19.000000	52973.726562
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1980s	0.000000	0.157964	0.000000	0.842036	19.000000	52973.726562
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1980s	0.000000	0.062822	0.021988	0.915190	57.000000	130513.515625
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1980s	0.000000	0.062822	0.021988	0.915190	57.000000	130513.515625
Multi-Family with 2 - 4 Units	None	Ducted Heating	1980s	0.000000	0.157964	0.000000	0.842036	19.000000	52973.726562
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1980s	0.000000	0.157964	0.000000	0.842036	19.000000	52973.726562
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.205950	0.794050	9.000000	11529.186523
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.205950	0.794050	9.000000	11529.186523
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1980s	0.000000	0.105345	0.000000	0.894655	31.000000	46538.695312
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1980s	0.000000	0.105345	0.000000	0.894655	31.000000	46538.695312
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1980s	0.000000	0.000000	0.205950	0.794050	9.000000	11529.186523
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1980s	0.000000	0.000000	0.205950	0.794050	9.000000	11529.186523
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1980s	0.000000	0.105345	0.000000	0.894655	31.000000	46538.695312
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1980s	0.000000	0.105345	0.000000	0.894655	31.000000	46538.695312
Multi-Family with 2 - 4 Units	Central AC	None	1980s	0.000000	0.000000	0.000000	1.000000	9.000000	11878.556641
Multi-Family with 2 - 4 Units	Heat Pump	None	1980s	0.000000	0.000000	0.000000	1.000000	9.000000	11878.556641
Multi-Family with 2 - 4 Units	None	None	1980s	0.000000	0.000000	0.000000	1.000000	31.000000	47948.957031
Multi-Family with 2 - 4 Units	Room AC	None	1980s	0.000000	0.000000	0.000000	1.000000	31.000000	47948.957031
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1990s	0.051025	0.040759	0.000000	0.908216	45.000000	100530.234375
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1990s	0.051025	0.040759	0.000000	0.908216	45.000000	100530.234375
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	10.000000	21336.720703
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	10.000000	21336.720703
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1990s	0.051025	0.040759	0.000000	0.908216	45.000000	100530.234375
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1990s	0.051025	0.040759	0.000000	0.908216	45.000000	100530.234375
Multi-Family with 2 - 4 Units	None	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	10.000000	21336.720703
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	10.000000	21336.720703
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	14239.459961
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	14239.459961
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1990s	0.000000	0.332517	0.000000	0.667483	17.000000	32284.431641
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1990s	0.000000	0.332517	0.000000	0.667483	17.000000	32284.431641
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	14239.459961
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	14239.459961
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1990s	0.000000	0.332517	0.000000	0.667483	17.000000	32284.431641
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1990s	0.000000	0.332517	0.000000	0.667483	17.000000	32284.431641
Multi-Family with 2 - 4 Units	Central AC	None	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	14670.958984
Multi-Family with 2 - 4 Units	Heat Pump	None	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	14670.958984
Multi-Family with 2 - 4 Units	None	None	1990s	0.000000	0.000000	0.000000	1.000000	17.000000	33262.746094
Multi-Family with 2 - 4 Units	Room AC	None	1990s	0.000000	0.000000	0.000000	1.000000	17.000000	33262.746094
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	28.000000	29191.017578
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	28.000000	29191.017578
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	2000s	0.000000	0.288665	0.000000	0.711335	5.000000	5299.521484
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	2000s	0.000000	0.288665	0.000000	0.711335	5.000000	5299.521484
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	28.000000	29191.017578
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	28.000000	29191.017578
Multi-Family with 2 - 4 Units	None	Ducted Heating	2000s	0.000000	0.288665	0.000000	0.711335	5.000000	5299.521484
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	2000s	0.000000	0.288665	0.000000	0.711335	5.000000	5299.521484
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	4.000000	2028.316162
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	4.000000	2028.316162
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	9.000000	5620.256348
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	9.000000	5620.256348
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	4.000000	2028.316162
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	4.000000	2028.316162
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	9.000000	5620.256348
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	9.000000	5620.256348
Multi-Family with 2 - 4 Units	Central AC	None	2000s	0.000000	0.000000	0.000000	1.000000	4.000000	2089.780273
Multi-Family with 2 - 4 Units	Heat Pump	None	2000s	0.000000	0.000000	0.000000	1.000000	4.000000	2089.780273
Multi-Family with 2 - 4 Units	None	None	2000s	0.000000	0.000000	0.000000	1.000000	9.000000	5790.567383
Multi-Family with 2 - 4 Units	Room AC	None	2000s	0.000000	0.000000	0.000000	1.000000	9.000000	5790.567383
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	28.000000	29191.017578
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	28.000000	29191.017578
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	2010s	0.000000	0.288665	0.000000	0.711335	5.000000	5299.521484
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	2010s	0.000000	0.288665	0.000000	0.711335	5.000000	5299.521484
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	28.000000	29191.017578
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	28.000000	29191.017578
Multi-Family with 2 - 4 Units	None	Ducted Heating	2010s	0.000000	0.288665	0.000000	0.711335	5.000000	5299.521484
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	2010s	0.000000	0.288665	0.000000	0.711335	5.000000	5299.521484
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	4.000000	2028.316162
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	4.000000	2028.316162
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	9.000000	5620.256348
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	9.000000	5620.256348
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	4.000000	2028.316162
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	4.000000	2028.316162
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	9.000000	5620.256348
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	9.000000	5620.256348
Multi-Family with 2 - 4 Units	Central AC	None	2010s	0.000000	0.000000	0.000000	1.000000	4.000000	2089.780273
Multi-Family with 2 - 4 Units	Heat Pump	None	2010s	0.000000	0.000000	0.000000	1.000000	4.000000	2089.780273
Multi-Family with 2 - 4 Units	None	None	2010s	0.000000	0.000000	0.000000	1.000000	9.000000	5790.567383
Multi-Family with 2 - 4 Units	Room AC	None	2010s	0.000000	0.000000	0.000000	1.000000	9.000000	5790.567383
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	<1940	0.074300	0.000000	0.598117	0.327583	13.000000	53504.031250
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	<1940	0.074300	0.000000	0.598117	0.327583	13.000000	53504.031250
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	<1940	0.000000	0.239120	0.000000	0.760880	55.000000	131227.750000
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	<1940	0.000000	0.239120	0.000000	0.760880	55.000000	131227.750000
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	<1940	0.074300	0.000000	0.598117	0.327583	13.000000	53504.031250
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	<1940	0.074300	0.000000	0.598117	0.327583	13.000000	53504.031250
Multi-Family with 2 - 4 Units	None	Ducted Heating	<1940	0.000000	0.239120	0.000000	0.760880	55.000000	131227.750000
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	<1940	0.000000	0.239120	0.000000	0.760880	55.000000	131227.750000
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	1577.701904
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	1577.701904
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	<1940	0.000000	0.358798	0.000000	0.641202	156.000000	255766.203125
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	<1940	0.000000	0.358798	0.000000	0.641202	156.000000	255766.203125
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	1577.701904
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	1577.701904
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	<1940	0.000000	0.358798	0.000000	0.641202	156.000000	255766.203125
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	<1940	0.000000	0.358798	0.000000	0.641202	156.000000	255766.203125
Multi-Family with 2 - 4 Units	Central AC	None	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	1625.511108
Multi-Family with 2 - 4 Units	Heat Pump	None	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	1625.511108
Multi-Family with 2 - 4 Units	None	None	<1940	0.000000	0.000000	0.000000	1.000000	156.000000	263516.687500
Multi-Family with 2 - 4 Units	Room AC	None	<1940	0.000000	0.000000	0.000000	1.000000	156.000000	263516.687500
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	1940s	0.034678	0.000000	0.120872	0.844450	12.000000	23620.152344
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	1940s	0.034678	0.000000	0.120872	0.844450	12.000000	23620.152344
Multi-Family with 5+ Units	None	Ducted Heat Pump	1940s	0.000000	0.834856	0.000000	0.165144	6.000000	11502.587891
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	1940s	0.000000	0.834856	0.000000	0.165144	6.000000	11502.587891
Multi-Family with 5+ Units	Central AC	Ducted Heating	1940s	0.034678	0.000000	0.120872	0.844450	12.000000	23620.152344
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	1940s	0.034678	0.000000	0.120872	0.844450	12.000000	23620.152344
Multi-Family with 5+ Units	None	Ducted Heating	1940s	0.000000	0.834856	0.000000	0.165144	6.000000	11502.587891
Multi-Family with 5+ Units	Room AC	Ducted Heating	1940s	0.000000	0.834856	0.000000	0.165144	6.000000	11502.587891
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	1940s	0.212661	0.000000	0.213877	0.573462	4.000000	3312.817139
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	1940s	0.212661	0.000000	0.213877	0.573462	4.000000	3312.817139
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	1940s	0.000000	0.661266	0.000000	0.338734	53.000000	83452.429688
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	1940s	0.000000	0.661266	0.000000	0.338734	53.000000	83452.429688
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	1940s	0.212661	0.000000	0.213877	0.573462	4.000000	3312.817139
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	1940s	0.212661	0.000000	0.213877	0.573462	4.000000	3312.817139
Multi-Family with 5+ Units	None	Non-Ducted Heating	1940s	0.000000	0.661266	0.000000	0.338734	53.000000	83452.429688
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	1940s	0.000000	0.661266	0.000000	0.338734	53.000000	83452.429688
Multi-Family with 5+ Units	Central AC	None	1940s	0.270519	0.000000	0.000000	0.729481	4.000000	3413.205566
Multi-Family with 5+ Units	Heat Pump	None	1940s	0.270519	0.000000	0.000000	0.729481	4.000000	3413.205566
Multi-Family with 5+ Units	None	None	1940s	0.000000	0.000000	0.000000	1.000000	53.000000	85981.289062
Multi-Family with 5+ Units	Room AC	None	1940s	0.000000	0.000000	0.000000	1.000000	53.000000	85981.289062
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	1950s	0.000000	0.031118	0.186684	0.782199	27.000000	62248.453125
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	1950s	0.000000	0.031118	0.186684	0.782199	27.000000	62248.453125
Multi-Family with 5+ Units	None	Ducted Heat Pump	1950s	0.000000	0.477515	0.000000	0.522485	15.000000	33863.472656
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	1950s	0.000000	0.477515	0.000000	0.522485	15.000000	33863.472656
Multi-Family with 5+ Units	Central AC	Ducted Heating	1950s	0.000000	0.031118	0.186684	0.782199	27.000000	62248.453125
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	1950s	0.000000	0.031118	0.186684	0.782199	27.000000	62248.453125
Multi-Family with 5+ Units	None	Ducted Heating	1950s	0.000000	0.477515	0.000000	0.522485	15.000000	33863.472656
Multi-Family with 5+ Units	Room AC	Ducted Heating	1950s	0.000000	0.477515	0.000000	0.522485	15.000000	33863.472656
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.682554	0.317446	4.000000	6266.033203
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.682554	0.317446	4.000000	6266.033203
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	1950s	0.000000	0.495462	0.000000	0.504538	86.000000	139941.828125
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	1950s	0.000000	0.495462	0.000000	0.504538	86.000000	139941.828125
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	1950s	0.000000	0.000000	0.682554	0.317446	4.000000	6266.033203
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	1950s	0.000000	0.000000	0.682554	0.317446	4.000000	6266.033203
Multi-Family with 5+ Units	None	Non-Ducted Heating	1950s	0.000000	0.495462	0.000000	0.504538	86.000000	139941.828125
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	1950s	0.000000	0.495462	0.000000	0.504538	86.000000	139941.828125
Multi-Family with 5+ Units	Central AC	None	1950s	0.000000	0.000000	0.000000	1.000000	4.000000	6455.913086
Multi-Family with 5+ Units	Heat Pump	None	1950s	0.000000	0.000000	0.000000	1.000000	4.000000	6455.913086
Multi-Family with 5+ Units	None	None	1950s	0.000000	0.000000	0.000000	1.000000	86.000000	144182.500000
Multi-Family with 5+ Units	Room AC	None	1950s	0.000000	0.000000	0.000000	1.000000	86.000000	144182.500000
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	1960s	0.076503	0.082450	0.167383	0.673664	81.000000	213228.906250
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	1960s	0.076503	0.082450	0.167383	0.673664	81.000000	213228.906250
Multi-Family with 5+ Units	None	Ducted Heat Pump	1960s	0.000000	0.634337	0.000000	0.365663	37.000000	94070.640625
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	1960s	0.000000	0.634337	0.000000	0.365663	37.000000	94070.640625
Multi-Family with 5+ Units	Central AC	Ducted Heating	1960s	0.076503	0.082450	0.167383	0.673664	81.000000	213228.906250
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	1960s	0.076503	0.082450	0.167383	0.673664	81.000000	213228.906250
Multi-Family with 5+ Units	None	Ducted Heating	1960s	0.000000	0.634337	0.000000	0.365663	37.000000	94070.640625
Multi-Family with 5+ Units	Room AC	Ducted Heating	1960s	0.000000	0.634337	0.000000	0.365663	37.000000	94070.640625
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	1960s	0.048272	0.000000	0.517397	0.434331	16.000000	28768.404297
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	1960s	0.048272	0.000000	0.517397	0.434331	16.000000	28768.404297
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	1960s	0.000000	0.444834	0.000000	0.555166	116.000000	187157.125000
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	1960s	0.000000	0.444834	0.000000	0.555166	116.000000	187157.125000
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	1960s	0.048272	0.000000	0.517397	0.434331	16.000000	28768.404297
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	1960s	0.048272	0.000000	0.517397	0.434331	16.000000	28768.404297
Multi-Family with 5+ Units	None	Non-Ducted Heating	1960s	0.000000	0.444834	0.000000	0.555166	116.000000	187157.125000
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	1960s	0.000000	0.444834	0.000000	0.555166	116.000000	187157.125000
Multi-Family with 5+ Units	Central AC	None	1960s	0.100025	0.000000	0.000000	0.899975	16.000000	29640.173828
Multi-Family with 5+ Units	Heat Pump	None	1960s	0.100025	0.000000	0.000000	0.899975	16.000000	29640.173828
Multi-Family with 5+ Units	None	None	1960s	0.000000	0.000000	0.000000	1.000000	116.000000	192828.546875
Multi-Family with 5+ Units	Room AC	None	1960s	0.000000	0.000000	0.000000	1.000000	116.000000	192828.546875
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	1970s	0.037227	0.017692	0.108531	0.836550	191.000000	488030.968750
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	1970s	0.037227	0.017692	0.108531	0.836550	191.000000	488030.968750
Multi-Family with 5+ Units	None	Ducted Heat Pump	1970s	0.000000	0.390297	0.000000	0.609703	35.000000	84456.398438
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	1970s	0.000000	0.390297	0.000000	0.609703	35.000000	84456.398438
Multi-Family with 5+ Units	Central AC	Ducted Heating	1970s	0.037227	0.017692	0.108531	0.836550	191.000000	488030.968750
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	1970s	0.037227	0.017692	0.108531	0.836550	191.000000	488030.968750
Multi-Family with 5+ Units	None	Ducted Heating	1970s	0.000000	0.390297	0.000000	0.609703	35.000000	84456.398438
Multi-Family with 5+ Units	Room AC	Ducted Heating	1970s	0.000000	0.390297	0.000000	0.609703	35.000000	84456.398438
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	1970s	0.087270	0.112756	0.284699	0.515276	28.000000	41184.878906
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	1970s	0.087270	0.112756	0.284699	0.515276	28.000000	41184.878906
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	1970s	0.000000	0.358121	0.000000	0.641879	158.000000	244115.421875
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	1970s	0.000000	0.358121	0.000000	0.641879	158.000000	244115.421875
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	1970s	0.087270	0.112756	0.284699	0.515276	28.000000	41184.878906
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	1970s	0.087270	0.112756	0.284699	0.515276	28.000000	41184.878906
Multi-Family with 5+ Units	None	Non-Ducted Heating	1970s	0.000000	0.358121	0.000000	0.641879	158.000000	244115.421875
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	1970s	0.000000	0.358121	0.000000	0.641879	158.000000	244115.421875
Multi-Family with 5+ Units	Central AC	None	1970s	0.144835	0.000000	0.000000	0.855165	28.000000	42432.906250
Multi-Family with 5+ Units	Heat Pump	None	1970s	0.144835	0.000000	0.000000	0.855165	28.000000	42432.906250
Multi-Family with 5+ Units	None	None	1970s	0.000000	0.000000	0.000000	1.000000	158.000000	251512.859375
Multi-Family with 5+ Units	Room AC	None	1970s	0.000000	0.000000	0.000000	1.000000	158.000000	251512.859375
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	1980s	0.030487	0.034163	0.085404	0.849946	194.000000	466091.312500
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	1980s	0.030487	0.034163	0.085404	0.849946	194.000000	466091.312500
Multi-Family with 5+ Units	None	Ducted Heat Pump	1980s	0.000000	0.301809	0.000000	0.698191	24.000000	55913.273438
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	1980s	0.000000	0.301809	0.000000	0.698191	24.000000	55913.273438
Multi-Family with 5+ Units	Central AC	Ducted Heating	1980s	0.030487	0.034163	0.085404	0.849946	194.000000	466091.312500
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	1980s	0.030487	0.034163	0.085404	0.849946	194.000000	466091.312500
Multi-Family with 5+ Units	None	Ducted Heating	1980s	0.000000	0.301809	0.000000	0.698191	24.000000	55913.273438
Multi-Family with 5+ Units	Room AC	Ducted Heating	1980s	0.000000	0.301809	0.000000	0.698191	24.000000	55913.273438
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	1980s	0.116836	0.000000	0.098401	0.784763	22.000000	31093.648438
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	1980s	0.116836	0.000000	0.098401	0.784763	22.000000	31093.648438
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	1980s	0.000000	0.330246	0.000000	0.669754	124.000000	193683.203125
